$Lewiston inflow year 2017 YC 06/22/22,
183.542,75.421481
183.583,75.4127646
183.625,75.4325746
183.667,136.3850014
183.708,145.8531909
183.75,145.8734254
183.792,145.8637185
183.833,145.8961503
183.875,84.2577598
183.917,75.4350084
183.958,74.8921578
184,68.8869544
184.042,68.4499175
184.083,68.4849246
184.125,68.3340856
184.167,68.5454583
184.208,68.9020666
184.25,75.3918792
184.292,75.811172
184.333,75.4030011
184.375,75.6531448
184.417,75.865225
184.458,75.7117258
184.5,75.5441898
184.542,75.5125787
184.583,75.4545637
184.625,141.9595637
184.667,145.9444301
184.708,145.9287519
184.75,145.9368457
184.792,145.9997566
184.833,130.9954645
184.875,75.749478
184.917,75.5824231
184.958,75.3642584
185,75.5919319
185.042,75.8555181
185.083,75.652975
185.125,75.4765811
185.167,75.7481196
185.208,75.7857869
185.25,75.8185583
185.292,75.8447075
185.333,76.012668
185.375,75.57232
185.417,75.8499147
185.458,75.7099146
185.5,75.6963589
185.542,75.630335
185.583,86.6607694
185.625,145.8163726
185.667,145.9824087
185.708,146.0412444
185.75,146.0283396
185.792,146.0728838
185.833,77.2993841
185.875,75.6707474
185.917,75.5893
185.958,75.6742566
186,75.7283945
186.042,75.7285643
186.083,75.8063044
186.125,75.7873151
186.167,75.8535371
186.208,75.8620837
186.25,76.0326195
186.292,75.9497288
186.333,76.0300159
186.375,75.9140425
186.417,75.9053261
186.458,75.6456453
186.5,76.1440083
186.542,80.4428915
186.583,145.9057157
186.625,145.7397928
186.667,146.5949056
186.708,146.203177
186.75,146.2244869
186.792,76.2779805
186.833,75.9077882
186.875,75.9764157
186.917,75.808625
186.958,75.6472584
187,75.8432925
187.042,76.0523446
187.083,75.894374
187.125,75.8311801
187.167,76.180487
187.208,75.9850189
187.25,76.0871819
187.292,76.0900685
187.333,76.0846915
187.375,76.1041619
187.417,76.0456092
187.458,75.9782269
187.5,76.0897855
187.542,75.9386918
187.583,135.0197811
187.625,146.2215154
187.667,146.2450893
187.708,146.3198579
187.75,146.3035854
187.792,146.3428658
187.833,113.0247098
187.875,68.2501761
187.917,65.5664305
187.958,67.2408283
188,55.3643371
188.042,54.5395336
188.083,54.4945083
188.125,54.6103685
188.167,54.6652705
188.208,54.8171566
188.25,55.7349539
188.292,75.2136458
188.333,76.1580451
188.375,75.9539738
188.417,76.2931776
188.458,76.5061351
188.5,76.1837981
188.542,76.1456214
188.583,79.8046416
188.625,79.9792243
188.667,80.2424992
188.708,79.7217792
188.75,79.9238695
188.792,79.7821997
188.833,76.3049504
188.875,76.0255162
188.917,76.1158215
188.958,76.0764845
189,76.1145763
189.042,76.1523568
189.083,76.1209438
189.125,76.1737233
189.167,76.4222822
189.208,76.3912654
189.25,76.3685971
189.292,76.3094784
189.333,76.3032524
189.375,76.3407499
189.417,76.5170589
189.458,76.5181909
189.5,76.4482899
189.542,76.3089973
189.583,76.2749241
189.625,76.3124782
189.667,76.3151101
189.708,76.2510672
189.75,76.25152
189.792,76.1909863
189.833,75.981255
189.875,76.3698706
189.917,76.1475175
189.958,76.1529228
190,75.9694256
190.042,76.4212351
190.083,76.5389348
190.125,76.5007015
190.167,76.1520172
190.208,76.7907765
190.25,76.5012109
190.292,76.2171355
190.333,76.4319891
190.375,76.4064059
190.417,76.4624399
190.458,76.5153892
190.5,76.4726845
190.542,65.4456461
190.583,70.1141556
190.625,76.4881363
190.667,76.4043117
190.708,76.3671538
190.75,76.3544188
190.792,76.326798
190.833,76.3132706
190.875,76.3059409
190.917,76.2561329
190.958,76.3014129
191,76.326232
191.042,76.3440327
191.083,76.3740873
191.125,76.4707601
191.167,76.4642794
191.208,76.5197191
191.25,76.5883183
191.292,76.5570468
191.333,76.5938368
191.375,76.5336144
191.417,76.649701
191.458,76.7456946
191.5,76.5727533
191.542,76.6135336
191.583,76.592535
191.625,76.4232444
191.667,76.8445182
191.708,76.4595816
191.75,76.4649869
191.792,76.2737072
191.833,76.3919163
191.875,76.5683668
191.917,76.3648049
191.958,75.8297651
192,69.7498214
192.042,69.4908481
192.083,69.3280948
192.125,69.566777
192.167,69.412825
192.208,69.8470036
192.25,76.3886901
192.292,76.7357613
192.333,76.7287146
192.375,76.6575684
192.417,76.7470247
192.458,76.7244979
192.5,76.6349567
192.542,76.7111969
192.583,76.6124582
192.625,76.5932142
192.667,76.5537923
192.708,76.5161816
192.75,76.5099839
192.792,76.4806085
192.833,76.7205642
192.875,76.4476107
192.917,76.5165778
192.958,76.5963838
193,78.4729568
193.042,78.6252391
193.083,78.6821504
193.125,78.5801289
193.167,78.6849804
193.208,78.8745055
193.25,78.9643297
193.292,79.2955529
193.333,78.9327469
193.375,78.9479157
193.417,79.6014193
193.458,79.0721244
193.5,79.171797
193.542,79.1673539
193.583,78.946812
193.625,79.080671
193.667,78.9754799
193.708,78.9979218
193.75,78.5502158
193.792,78.8173395
193.833,79.1509682
193.875,78.65702
193.917,78.7519099
193.958,78.7707294
194,78.7602584
194.042,78.7896055
194.083,78.9614431
194.125,79.4388641
194.167,79.6903662
194.208,79.0037516
194.25,79.0446451
194.292,79.0306649
194.333,79.0284858
194.375,80.0205423
194.417,80.5220183
194.458,79.5106329
194.5,78.9934221
194.542,79.7373725
194.583,78.9527267
194.625,80.0124202
194.667,81.7308528
194.708,79.0432301
194.75,79.1713442
194.792,79.1830604
194.833,78.9419727
194.875,79.942689
194.917,78.9776307
194.958,78.9651787
195,80.9200012
195.042,81.0896597
195.083,81.1011778
195.125,81.3467086
195.167,81.2022654
195.208,81.3273797
195.25,81.3907151
195.292,81.4026294
195.333,81.1705128
195.375,81.6154454
195.417,81.3501612
195.458,81.2665347
195.5,81.0840846
195.542,81.2256978
195.583,81.4801714
195.625,81.015825
195.667,81.1820875
195.708,81.232037
195.75,81.1913699
195.792,115.600689
195.833,116.352903
195.875,81.5279984
195.917,81.3052208
195.958,81.2777415
196,79.2676491
196.042,79.2126905
196.083,79.2574611
196.125,79.3567092
196.167,79.3597656
196.208,79.5245565
196.25,79.4221105
196.292,79.4908795
196.333,79.5163212
196.375,79.477437
196.417,79.4602872
196.458,79.4942472
196.5,79.4707299
196.542,79.3780474
196.583,79.3225511
196.625,79.4158845
196.667,79.3522378
196.708,79.3774531
196.75,79.3153346
196.792,79.2984395
196.833,79.2903457
196.875,79.2602628
196.917,79.1432423
196.958,79.5074067
197,81.1188936
197.042,80.7199202
197.083,80.5515635
197.125,85.8356263
197.167,83.7573026
197.208,79.4271762
197.25,79.7875767
197.292,79.6817913
197.333,79.359709
197.375,79.5880334
197.417,79.8381771
197.458,79.2458581
197.5,79.5108593
197.542,79.4804085
197.583,79.4555328
197.625,79.4405621
197.667,79.4999638
197.708,81.1283458
197.75,84.6239901
197.792,84.5568625
197.833,84.5812571
197.875,84.6275276
197.917,84.654356
197.958,84.6493752
198,79.7506452
198.042,79.1148574
198.083,67.0666701
198.125,66.3351434
198.167,66.4797564
198.208,67.0383984
198.25,79.2734223
198.292,79.7414477
198.333,79.8395072
198.375,96.296693
198.417,119.5804048
198.458,119.7328852
198.5,119.9027984
198.542,119.5989413
198.583,119.8034088
198.625,119.7948622
198.667,119.3917004
198.708,119.4923352
198.75,119.5860365
198.792,118.9104306
198.833,119.8656688
198.875,119.2378899
198.917,119.3284216
198.958,118.8848191
199,123.1279796
199.042,123.1304417
199.083,122.5931379
199.125,122.8726004
199.167,122.9002495
199.208,123.2183132
199.25,123.2384345
199.292,123.2371044
199.333,129.7067957
199.375,130.3963818
199.417,130.5764547
199.458,130.65544
199.5,130.5619085
199.542,130.6196405
199.583,130.5228828
199.625,130.5589936
199.667,130.2266101
199.708,131.1060609
199.75,167.291771
199.792,199.9006158
199.833,166.1389705
199.875,136.1491492
199.917,124.1023769
199.958,123.3219478
200,123.2270579
200.042,122.9577834
200.083,123.0917839
200.125,123.4067912
200.167,123.3077129
200.208,123.326306
200.25,126.52647
200.292,66.1431845
200.333,28.8144374
200.375,28.821286
200.417,28.8032306
200.458,28.6459392
200.5,28.8141261
200.542,28.6834084
200.583,28.9400328
200.625,28.6805501
200.667,25.2379117
200.708,27.2322127
200.75,46.895364
200.792,38.9607515
200.833,28.9396366
200.875,57.5786706
200.917,85.3258018
200.958,83.1564936
201,31.8076152
201.042,20.8327337
201.083,19.7897938
201.125,19.6427187
201.167,21.0797644
201.208,58.4280102
201.25,60.5672072
201.292,60.5811874
201.333,60.5841872
201.375,60.5320303
201.417,60.562566
201.458,60.6481452
201.5,81.7817928
201.542,82.8374394
201.583,88.7084159
201.625,90.0962762
201.667,90.1436221
201.708,90.2301635
201.75,90.2732927
201.792,90.1077377
201.833,89.9710204
201.875,89.1862614
201.917,43.1446235
201.958,38.0469445
202,31.8206615
202.042,28.9032145
202.083,29.3983796
202.125,31.1494987
202.167,31.6508332
202.208,31.5046071
202.25,72.3400638
202.292,75.5107109
202.333,69.1837082
202.375,46.2516522
202.417,46.7867486
202.458,84.3019927
202.5,89.8452552
202.542,90.3654658
202.583,90.2228338
202.625,90.2343236
202.667,110.7217973
202.708,101.3299612
202.75,90.4432908
202.792,90.4863068
202.833,90.2301635
202.875,88.574472
202.917,31.1840813
202.958,27.842672
203,34.6939605
203.042,12.5103263
203.083,28.7079445
203.125,26.987446
203.167,19.26947
203.208,20.1289693
203.25,49.7801528
203.292,30.5074566
203.333,69.8128738
203.375,117.2235525
203.417,117.0162833
203.458,117.128606
203.5,117.5331262
203.542,130.5320237
203.583,131.1878762
203.625,132.3171877
203.667,131.7685922
203.708,131.7987034
203.75,131.2731158
203.792,132.1876303
203.833,131.5294289
203.875,130.9709567
203.917,55.2562877
203.958,36.5373093
204,51.6851107
204.042,22.2289708
204.083,34.0385042
204.125,34.1051507
204.167,34.3033073
204.208,35.0485029
204.25,61.3189118
204.292,62.8828264
204.333,63.1744013
204.375,63.2789698
204.417,63.1798066
204.458,63.2716684
204.5,63.4466473
204.542,73.635468
204.583,72.3484406
204.625,87.7331696
204.667,89.0173953
204.708,89.0098392
204.75,89.0364412
204.792,89.0309227
204.833,88.9550787
204.875,88.2821896
204.917,64.4392981
204.958,61.7461286
205,40.7387839
205.042,40.0902611
205.083,40.0462829
205.125,40.0706209
205.167,40.1689351
205.208,40.9612219
205.25,61.8952979
205.292,62.9515954
205.333,63.3669828
205.375,63.2112479
205.417,63.2458022
205.458,64.721817
205.5,87.8541804
205.542,88.9197037
205.583,88.645222
205.625,88.3713629
205.667,89.5353136
205.708,89.6166478
205.75,89.0224893
205.792,89.4604035
205.833,88.834549
205.875,63.1652038
205.917,27.7356131
205.958,26.3696004
206,24.0467647
206.042,20.3995456
206.083,22.4328157
206.125,27.4980063
206.167,27.8875841
206.208,27.832484
206.25,32.7209128
206.292,33.9757914
206.333,52.1812946
206.375,60.5038152
206.417,50.8502041
206.458,47.1271127
206.5,50.5610347
206.542,87.1080792
206.583,88.9476075
206.625,91.4371302
206.667,89.1268031
206.708,89.0732029
206.75,89.0359318
206.792,89.1589519
206.833,89.1589236
206.875,89.1493299
206.917,49.2477166
206.958,45.5803762
207,23.3482641
207.042,22.7047504
207.083,22.6818557
207.125,22.4999716
207.167,22.8012534
207.208,23.0558685
207.25,30.2629163
207.292,75.5686693
207.333,78.1293382
207.375,78.4728719
207.417,77.9870175
207.458,78.2643575
207.5,78.2964214
207.542,78.5058414
207.583,78.0662575
207.625,78.6403796
207.667,88.8883756
207.708,89.9633228
207.75,89.7012648
207.792,89.6765023
207.833,89.5636136
207.875,87.2152796
207.917,25.6908249
207.958,22.7420781
208,22.8043947
208.042,22.8521085
208.083,22.7533415
208.125,22.7130706
208.167,22.9074916
208.208,24.2269508
208.25,76.8259534
208.292,78.5086148
208.333,78.5530175
208.375,78.5621584
208.417,78.6597368
208.458,78.6355686
208.5,78.6540485
208.542,78.805878
208.583,79.0699736
208.625,87.3975316
208.667,84.8652476
208.708,84.7437557
208.75,88.106107
208.792,88.0329232
208.833,88.0762788
208.875,87.6684758
208.917,72.0015675
208.958,69.5293927
209,41.6628072
209.042,30.7550533
209.083,40.3037563
209.125,40.8729259
209.167,40.9416949
209.208,42.1846592
209.25,66.1471182
209.292,66.8525523
209.333,67.2493466
209.375,67.1464195
209.417,67.102979
209.458,67.2825142
209.5,67.068736
209.542,67.1356655
209.583,67.220707
209.625,68.3726585
209.667,88.7553373
209.708,90.0373273
209.75,90.0425911
209.792,90.3090356
209.833,90.1336039
209.875,88.6125921
209.917,31.0969173
209.958,28.3334223
210,33.148073
210.042,33.5043983
210.083,33.4835129
210.125,33.4445155
210.167,33.4940688
210.208,35.3755094
210.25,58.580151
210.292,59.7020762
210.333,59.6792664
210.375,59.5578877
210.417,59.7306875
210.458,59.7582517
210.5,59.7229616
210.542,59.6230909
210.583,59.2886132
210.625,50.2813175
210.667,82.0368041
210.708,86.1216544
210.75,90.5974975
210.792,90.2402666
210.833,90.360768
210.875,89.2707652
210.917,31.1072751
210.958,27.5171088
211,2.6256174
211.042,0.0849
211.083,1.6449375
211.125,0.0849
211.167,0.0849
211.208,4.9195305
211.25,60.7399504
211.292,62.1244713
211.333,57.6941063
211.375,60.1812518
211.417,59.7924098
211.458,62.3910856
211.5,63.8265182
211.542,65.0684071
211.583,89.0608075
211.625,90.4508469
211.667,90.2847825
211.708,90.2901029
211.75,90.401803
211.792,90.3068282
211.833,90.5444067
211.875,88.6286382
211.917,11.7093231
211.958,4.1402334
212,15.1919211
212.042,15.1892326
212.083,15.1988829
212.125,15.2120707
212.167,19.1997105
212.208,61.6477012
212.25,63.6249656
212.292,63.4889841
212.333,63.3847269
212.375,63.8497808
212.417,63.7724086
212.458,63.4401383
212.5,63.7063847
212.542,63.657171
212.583,64.9132948
212.625,89.1876764
212.667,90.4765716
212.708,90.6576633
212.75,90.5041358
212.792,90.6897555
212.833,90.410293
212.875,90.1925811
212.917,42.1630097
212.958,2.9250031
213,0.0849
213.042,0.0849
213.083,0.0849
213.125,0.0849
213.167,0.0849
213.208,2.7052536
213.25,61.2955077
213.292,63.4502414
213.333,63.5552627
213.375,63.3625963
213.417,63.4168757
213.458,63.7856247
213.5,63.7793704
213.542,65.1027067
213.583,89.2723783
213.625,90.6330423
213.667,90.5188235
213.708,90.4245279
213.75,90.4750151
213.792,90.5991106
213.833,90.5756216
213.875,89.5778485
213.917,48.8960325
213.958,44.469488
214,16.1684409
214.042,15.2260226
214.083,15.2111085
214.125,9.9894189
214.167,15.4161703
214.208,16.8276894
214.25,63.9249456
214.292,63.5916848
214.333,63.5462067
214.375,63.6875086
214.417,63.7063564
214.458,63.8772318
214.5,63.7502497
214.542,65.0851607
214.583,87.3010569
214.625,88.0191128
214.667,88.1003338
214.708,88.0701943
214.75,88.1334731
214.792,88.0872592
214.833,88.1158139
214.875,84.7737254
214.917,15.3440619
214.958,1.6428999
215,0.0849
215.042,0.0849
215.083,0.0849
215.125,0.0849
215.167,0.095371
215.208,5.9912515
215.25,75.9472101
215.292,79.0610591
215.333,78.8866179
215.375,79.1596846
215.417,79.185381
215.458,79.3377482
215.5,79.7021107
215.542,88.7769019
215.583,89.0526571
215.625,90.8009462
215.667,90.955068
215.708,91.5624143
215.75,91.3355049
215.792,91.1225757
215.833,90.8463677
215.875,76.8199821
215.917,7.5233852
215.958,0.1761392
216,0.0849
216.042,0.0849
216.083,0.0849
216.125,0.0849
216.167,0.0849
216.208,15.9142503
216.25,61.6132318
216.292,63.8871368
216.333,65.085755
216.375,90.9640391
216.417,79.4666547
216.458,79.2674793
216.5,79.6168145
216.542,88.467781
216.583,88.9400514
216.625,88.8789234
216.667,89.1035688
216.708,89.0509025
216.75,89.0906074
216.792,89.0921639
216.833,89.1063422
216.875,87.6981059
216.917,7.7071371
216.958,0.0849
217,0.0849
217.042,0.0849
217.083,0.0849
217.125,0.0849
217.167,0.0849
217.208,2.8671862
217.25,48.7493253
217.292,51.1445524
217.333,51.1583628
217.375,50.9407075
217.417,50.8845886
217.458,50.9943077
217.5,51.0808774
217.542,52.3410198
217.583,86.819872
217.625,91.3246943
217.667,91.5295297
217.708,91.6291174
217.75,91.6166371
217.792,91.6718787
217.833,91.6365603
217.875,88.2898589
217.917,8.5323651
217.958,1.8800822
218,15.1525275
218.042,15.2945935
218.083,15.3140639
218.125,15.2974235
218.167,15.2415593
218.208,16.3247135
218.25,46.8137185
218.292,39.0105029
218.333,77.0604755
218.375,65.139808
218.417,78.9812248
218.458,79.5804773
218.5,79.5020297
218.542,79.681763
218.583,91.3858506
218.625,91.7881351
218.667,91.7143287
218.708,91.5785736
218.75,92.006696
218.792,92.0822287
218.833,92.1768356
218.875,88.4846478
218.917,7.5071127
218.958,4.0405608
219,19.3275133
219.042,19.7949161
219.083,19.7820679
219.125,19.6614533
219.167,19.787643
219.208,19.6541519
219.25,19.7235718
219.292,23.6497157
219.333,62.6065618
219.375,64.3258717
219.417,64.3396538
219.458,64.3039675
219.5,64.2924777
219.542,65.7804917
219.583,91.2124565
219.625,92.560244
219.667,92.5977698
219.708,92.6426819
219.75,92.5098134
219.792,92.5414245
219.833,92.6170138
219.875,89.1473489
219.917,12.0793173
219.958,0.0849
220,0.0849
220.042,0.0849
220.083,0.0849
220.125,0.0849
220.167,0.0849
220.208,2.0471937
220.25,57.6893802
220.292,61.7918331
220.333,61.8315946
220.375,61.7209699
220.417,79.048126
220.458,79.6475483
220.5,79.6616134
220.542,79.5147364
220.583,79.657708
220.625,80.3157113
220.667,91.3142233
220.708,94.1854281
220.75,95.4961709
220.792,95.3812729
220.833,93.6053347
220.875,92.2648486
220.917,89.7627041
220.958,20.4783894
221,16.0553258
221.042,15.4255942
221.083,15.4208115
221.125,15.41501
221.167,15.4747513
221.208,15.5708015
221.25,15.4507529
221.292,19.0370138
221.333,76.9550014
221.375,80.2007567
221.417,84.8890479
221.458,85.4348983
221.5,85.2093756
221.542,85.4227293
221.583,85.2929172
221.625,85.7367178
221.667,91.97217
221.708,92.5666964
221.75,92.3036762
221.792,92.3127322
221.833,92.6433045
221.875,89.5781881
221.917,19.2454716
221.958,1.9585864
222,0.0849
222.042,0.0849
222.083,0.0849
222.125,0.0849
222.167,0.0849
222.208,0.0849
222.25,0.0849
222.292,0.0849
222.333,0.0849
222.375,0.1334345
222.417,8.2050756
222.458,87.5613603
222.5,91.0845122
222.542,91.0596648
222.583,91.1375464
222.625,91.2916399
222.667,91.3521453
222.708,91.2404735
222.75,91.2305402
222.792,91.2090322
222.833,91.2539726
222.875,89.8538018
222.917,10.8456071
222.958,18.5166617
223,27.7028134
223.042,28.0263673
223.083,28.0260277
223.125,28.5978009
223.167,44.7610912
223.208,45.3627775
223.25,45.4594503
223.292,45.3585891
223.333,45.5182577
223.375,45.5031738
223.417,41.3257259
223.458,41.1494735
223.5,41.0896756
223.542,44.5590009
223.583,89.4759685
223.625,92.4567792
223.667,92.1912969
223.708,91.9385779
223.75,92.5200014
223.792,92.434875
223.833,92.0585982
223.875,90.9091654
223.917,52.8040927
223.958,41.1754812
224,16.0691079
224.042,15.2329561
224.083,15.2958953
224.125,15.2817736
224.167,15.2373992
224.208,19.479456
224.25,62.2090317
224.292,64.4343739
224.333,68.3688663
224.375,73.4020213
224.417,77.1131135
224.458,75.733913
224.5,71.1995738
224.542,66.5888246
224.583,64.5345842
224.625,65.8413084
224.667,90.844132
224.708,92.2415294
224.75,92.5916287
224.792,92.2824795
224.833,92.6325788
224.875,90.8675361
224.917,12.8055236
224.958,6.0847264
225,15.2173345
225.042,15.3401848
225.083,15.3420243
225.125,15.3338173
225.167,15.3149695
225.208,15.2503606
225.25,15.2411631
225.292,15.2344843
225.333,15.2023355
225.375,19.2601027
225.417,88.9587294
225.458,92.3385135
225.5,92.3643514
225.542,92.6406443
225.583,92.3663324
225.625,92.152724
225.667,92.489777
225.708,92.9155505
225.75,92.522605
225.792,92.4780325
225.833,92.4080466
225.875,91.6870192
225.917,36.9210856
225.958,22.2029348
226,22.4461167
226.042,22.54378
226.083,22.5579017
226.125,23.5182339
226.167,44.7229711
226.208,45.7121693
226.25,45.7028869
226.292,46.3139405
226.333,61.3920956
226.375,62.1842126
226.417,62.1724398
226.458,62.2205781
226.5,62.2442935
226.542,62.2637639
226.583,62.2579058
226.625,62.2393693
226.667,62.2194178
226.708,62.0802101
226.75,62.3722944
226.792,62.1803921
226.833,62.1553749
226.875,61.9561146
226.917,62.3203356
226.958,61.3514851
227,43.6758711
227.042,43.0472715
227.083,42.8690381
227.125,43.0554502
227.167,43.2662569
227.208,43.0265559
227.25,42.997888
227.292,43.8007307
227.333,61.2888572
227.375,62.2515666
227.417,62.2607924
227.458,62.2896018
227.5,62.2669052
227.542,62.2909036
227.583,62.2797534
227.625,62.2886679
227.667,62.2489913
227.708,62.233398
227.75,62.211041
227.792,62.2293228
227.833,62.1784394
227.875,62.1611198
227.917,62.1542995
227.958,61.7042729
228,52.0633119
228.042,51.6295295
228.083,51.5895982
228.125,51.4381083
228.167,51.6895821
228.208,51.4822563
228.25,51.724759
228.292,50.6059468
228.333,50.1348367
228.375,50.6613582
228.417,58.3183477
228.458,58.7592051
228.5,58.7809112
228.542,58.7721099
228.583,58.7920331
228.625,58.7813357
228.667,58.7882409
228.708,58.8088716
228.75,58.7444042
228.792,58.6950773
228.833,58.697879
228.875,58.6595042
228.917,58.6232802
228.958,58.6716732
229,58.6889645
229.042,58.7385178
229.083,58.8222009
229.125,58.8473596
229.167,58.8681035
229.208,58.9009598
229.25,58.7533753
229.292,60.1422827
229.333,37.5648257
229.375,68.6256888
229.417,68.4348902
229.458,68.2439218
229.5,68.4333337
229.542,61.9746794
229.583,3.1769863
229.625,57.1463598
229.667,62.3716152
229.708,62.1347159
229.75,62.5038045
229.792,62.3003275
229.833,62.316883
229.875,62.0956902
229.917,62.2377845
229.958,62.4439783
230,62.3209299
230.042,62.1825995
230.083,62.367257
230.125,62.5580556
230.167,62.2371902
230.208,62.4343846
230.25,62.477627
230.292,62.4149708
230.333,62.4254701
230.375,62.3493148
230.417,62.4867396
230.458,62.491777
230.5,62.4901073
230.542,62.4867113
230.583,62.4833436
230.625,62.4469498
230.667,62.4368467
230.708,62.4171782
230.75,62.379709
230.792,62.3286275
230.833,62.3673419
230.875,62.3199394
230.917,62.3050253
230.958,62.2525854
231,62.3523429
231.042,62.363861
231.083,62.3638044
231.125,62.4310169
231.167,62.4578736
231.208,62.4974087
231.25,62.5401134
231.292,62.5070873
231.333,62.3825107
231.375,62.7388643
231.417,62.5584518
231.458,62.5651023
231.5,62.3889631
231.542,62.6701802
231.583,62.5370004
231.625,62.3455509
231.667,62.5476129
231.708,62.6272491
231.75,62.4774006
231.792,62.4593735
231.833,62.27981
231.875,62.4198667
231.917,62.4148576
231.958,61.6889343
232,43.0645628
232.042,42.3586759
232.083,42.3487992
232.125,42.3643642
232.167,42.3306023
232.208,42.8105703
232.25,51.8844559
232.292,61.9851221
232.333,62.6294565
232.375,62.6218721
232.417,62.5817993
232.458,62.6187591
232.5,62.621108
232.542,62.6300508
232.583,62.625919
232.625,62.6161838
232.667,62.4959654
232.708,62.5584518
232.75,62.5724603
232.792,62.5469903
232.833,62.5217467
232.875,62.518096
232.917,62.4281869
232.958,62.4461574
233,62.4774572
233.042,62.5114172
233.083,62.3501921
233.125,62.676576
233.167,62.5279444
233.208,72.543937
233.25,130.7648761
233.292,131.0548662
233.333,131.3115472
233.375,131.1148622
233.417,131.0054544
233.458,131.1419736
233.5,131.3429319
233.542,131.1888384
233.583,131.0026244
233.625,131.2028752
233.667,131.2611166
233.708,131.2445328
233.75,131.2054222
233.792,131.1751129
233.833,131.1669342
233.875,69.6729586
233.917,62.6943767
233.958,62.6703783
234,62.6643787
234.042,62.634692
234.083,62.6574169
234.125,62.6744535
234.167,62.6943201
234.208,62.6641806
234.25,62.6741705
234.292,62.6879526
234.333,62.6753874
234.375,62.6139764
234.417,62.65054
234.458,127.8706351
234.5,130.9167905
234.542,131.1590951
234.583,131.37992
234.625,131.1547935
234.667,130.9808617
234.708,131.2252888
234.75,131.2322223
234.792,131.0430934
234.833,131.3693358
234.875,131.2008093
234.917,63.6346725
234.958,62.8188401
235,62.6226362
235.042,62.7932286
235.083,62.9875647
235.125,62.8253491
235.167,62.6543039
235.208,63.0036108
235.25,62.6498608
235.292,62.8375747
235.333,62.8524039
235.375,63.0136856
235.417,62.6713122
235.458,86.2337224
235.5,131.094373
235.542,131.188612
235.583,131.2270151
235.625,131.2213268
235.667,131.2381087
235.708,123.6720754
235.75,62.9569158
235.792,61.406755
235.833,39.6200283
235.875,68.2031415
235.917,68.201302
235.958,68.1996323
236,68.0082677
236.042,68.1961514
236.083,68.3832144
236.125,68.1917932
236.167,68.1898971
236.208,67.9978816
236.25,68.3740169
236.292,68.1821712
236.333,67.9909198
236.375,68.1781809
236.417,80.8203852
236.458,99.250081
236.5,100.30086
236.542,158.1196278
236.583,161.670259
236.625,127.64149
236.667,62.516115
236.708,62.6664729
236.75,62.6695859
236.792,62.6865942
236.833,62.6880941
236.875,62.6648032
236.917,62.6184478
236.958,62.4811362
237,43.8676602
237.042,42.4291146
237.083,42.4796301
237.125,42.480564
237.167,42.5043643
237.208,43.2932834
237.25,61.0231485
237.292,62.3987266
237.333,62.3759168
237.375,62.3767375
237.417,62.3840106
237.458,62.400651
237.5,62.3906611
237.542,62.4162726
237.583,62.4366486
237.625,62.4619771
237.667,62.490362
237.708,62.559697
237.75,62.5655551
237.792,62.5724037
237.833,62.4284416
237.875,62.6760666
237.917,43.934618
237.958,41.3958816
238,20.7342497
238.042,19.909616
238.083,19.9248697
238.125,19.938199
238.167,19.8477239
238.208,21.2011997
238.25,59.7623835
238.292,62.4644675
238.333,62.4614394
238.375,62.599034
238.417,62.2363412
238.458,62.4125087
238.5,62.4140369
238.542,62.3959532
238.583,62.410273
238.625,62.4280737
238.667,62.4741744
238.708,62.5572349
238.75,62.5671116
238.792,62.566206
238.833,62.5780071
238.875,62.4966163
238.917,43.8159278
238.958,41.8520776
239,27.6825789
239.042,27.1050891
239.083,27.1554631
239.125,27.1076927
239.167,27.1359927
239.208,28.3436386
239.25,60.1464711
239.292,62.4489025
239.333,62.4131879
239.375,62.3912837
239.417,62.1931554
239.458,62.5355854
239.5,62.3719265
239.542,62.3727755
239.583,62.3927836
239.625,62.2411522
239.667,62.6631901
239.708,62.524039
239.75,62.3732849
239.792,62.5407926
239.833,62.7115831
239.875,62.4219326
239.917,43.7525641
239.958,41.483838
240,21.4280242
240.042,23.9199241
240.083,20.2684317
240.125,19.9503114
240.167,21.2456873
240.208,21.404422
240.25,60.5728106
240.292,62.9602269
240.333,63.0208172
240.375,63.0500228
240.417,63.0700309
240.458,63.0828225
240.5,63.1066511
240.542,63.1008779
240.583,63.0891051
240.625,63.108151
240.667,63.096548
240.708,63.1419412
240.75,63.069097
240.792,63.0330145
240.833,63.0007242
240.875,62.4095372
240.917,43.3830793
240.958,42.5313625
241,42.5628321
241.042,42.5770104
241.083,42.5927735
241.125,42.5907076
241.167,42.5290985
241.208,43.4067664
241.25,61.9740851
241.292,63.1019533
241.333,62.948822
241.375,63.3209387
241.417,63.1951169
241.458,63.2045974
241.5,63.0385896
241.542,63.1867118
241.583,63.3261459
241.625,63.1286119
241.667,62.9368228
241.708,63.0791718
241.75,63.0633238
241.792,63.2338879
241.833,63.0395801
241.875,62.8136046
241.917,62.3802184
241.958,43.9697666
242,61.8661489
242.042,63.0217794
242.083,63.0340616
242.125,63.0844922
242.167,63.1129337
242.208,63.1084623
242.25,63.0947368
242.292,63.1420544
242.333,63.1696752
242.375,63.1663641
242.417,63.197579
242.458,63.208616
242.5,63.2120686
242.542,63.2366613
242.583,63.2353878
242.625,63.2129742
242.667,63.1746843
242.708,63.164185
242.75,63.1759578
242.792,63.1335927
242.833,63.1291779
242.875,63.0791435
242.917,63.0799076
