 Branch:,           3 , # of structures:,           3 , outlet temperatures
      JDAY,      T(C),      T(C),      T(C),   Q(m3/s),   Q(m3/s),   Q(m3/s),    ELEVCL,    ELEVCL,    ELEVCL,
   36.6120,    -99.00,      8.49,    -99.00,      0.00,      6.94,      0.00,    301.90,    340.05,    368.81,
   36.6535,    -99.00,      8.50,    -99.00,      0.00,      6.93,      0.00,    301.90,    340.05,    368.81,
   36.6954,    -99.00,      8.50,    -99.00,      0.00,      6.94,      0.00,    301.90,    340.05,    368.81,
   36.7369,    -99.00,      8.50,    -99.00,      0.00,      6.93,      0.00,    301.90,    340.05,    368.81,
   36.7787,    -99.00,      8.50,    -99.00,      0.00,      6.96,      0.00,    301.90,    340.05,    368.81,
   36.8204,    -99.00,      8.50,    -99.00,      0.00,      6.93,      0.00,    301.90,    340.05,    368.81,
   36.8621,    -99.00,      8.50,    -99.00,      0.00,      6.91,      0.00,    301.90,    340.05,    368.81,
   36.9037,    -99.00,      8.51,    -99.00,      0.00,      6.94,      0.00,    301.90,    340.05,    368.81,
   36.9459,    -99.00,      8.51,    -99.00,      0.00,      6.93,      0.00,    301.90,    340.05,    368.81,
   36.9872,    -99.00,      8.51,    -99.00,      0.00,      6.94,      0.00,    301.90,    340.05,    368.81,
   37.0292,    -99.00,      8.51,    -99.00,      0.00,      6.93,      0.00,    301.90,    340.05,    368.81,
   37.0712,    -99.00,      8.50,    -99.00,      0.00,      6.94,      0.00,    301.90,    340.05,    368.81,
   37.1126,    -99.00,      8.50,    -99.00,      0.00,      6.93,      0.00,    301.90,    340.05,    368.81,
   37.1542,    -99.00,      8.49,    -99.00,      0.00,      6.94,      0.00,    301.90,    340.05,    368.81,
   37.1962,    -99.00,      8.49,    -99.00,      0.00,      6.93,      0.00,    301.90,    340.05,    368.81,
   37.2376,    -99.00,      8.49,    -99.00,      0.00,      6.94,      0.00,    301.90,    340.05,    368.81,
   37.2792,    -99.00,      8.49,    -99.00,      0.00,      6.93,      0.00,    301.90,    340.05,    368.81,
   37.3209,    -99.00,      8.49,    -99.00,      0.00,      6.93,      0.00,    301.90,    340.05,    368.81,
   37.3628,    -99.00,      8.50,    -99.00,      0.00,      6.94,      0.00,    301.90,    340.05,    368.81,
   37.4044,    -99.00,      8.50,    -99.00,      0.00,      6.93,      0.00,    301.90,    340.05,    368.81,
   37.4459,    -99.00,      8.51,    -99.00,      0.00,      6.94,      0.00,    301.90,    340.05,    368.81,
   37.4879,    -99.00,      8.53,    -99.00,      0.00,      6.93,      0.00,    301.90,    340.05,    368.81,
   37.5299,    -99.00,      8.53,    -99.00,      0.00,      6.94,      0.00,    301.90,    340.05,    368.81,
   37.5712,    -99.00,      8.53,    -99.00,      0.00,      6.93,      0.00,    301.90,    340.05,    368.81,
   37.6130,    -99.00,      8.53,    -99.00,      0.00,      6.94,      0.00,    301.90,    340.05,    368.81,
   37.6549,    -99.00,      8.53,    -99.00,      0.00,      6.93,      0.00,    301.90,    340.05,    368.81,
   37.6962,    -99.00,      8.53,    -99.00,      0.00,      6.94,      0.00,    301.90,    340.05,    368.81,
   37.7378,    -99.00,      8.52,    -99.00,      0.00,      6.93,      0.00,    301.90,    340.05,    368.81,
   37.7799,    -99.00,      8.52,    -99.00,      0.00,      6.94,      0.00,    301.90,    340.05,    368.81,
   37.8212,    -99.00,      8.51,    -99.00,      0.00,      6.93,      0.00,    301.90,    340.05,    368.81,
   37.8634,    -99.00,      8.51,    -99.00,      0.00,      6.94,      0.00,    301.90,    340.05,    368.81,
   37.9049,    -99.00,      8.51,    -99.00,      0.00,      6.93,      0.00,    301.90,    340.05,    368.81,
   37.9469,    -99.00,      8.50,    -99.00,      0.00,      6.91,      0.00,    301.90,    340.05,    368.81,
   37.9884,    -99.00,      8.49,    -99.00,      0.00,      6.96,      0.00,    301.90,    340.05,    368.81,
   38.0299,    -99.00,      8.49,    -99.00,      0.00,      6.93,      0.00,    301.90,    340.05,    368.81,
   38.0719,    -99.00,      8.49,    -99.00,      0.00,      6.92,      0.00,    301.90,    340.05,    368.81,
   38.1132,    -99.00,      8.49,    -99.00,      0.00,      6.93,      0.00,    301.90,    340.05,    368.81,
   38.1549,    -99.00,      8.49,    -99.00,      0.00,      6.96,      0.00,    301.90,    340.05,    368.81,
   38.1969,    -99.00,      8.48,    -99.00,      0.00,      6.93,      0.00,    301.90,    340.05,    368.81,
   38.2382,    -99.00,      8.46,    -99.00,      0.00,      6.94,      0.00,    301.90,    340.05,    368.81,
   38.2799,    -99.00,      8.45,    -99.00,      0.00,      6.93,      0.00,    301.90,    340.05,    368.81,
   38.3219,    -99.00,      8.44,    -99.00,      0.00,      6.94,      0.00,    301.90,    340.05,    368.81,
   38.3639,    -99.00,      8.44,    -99.00,      0.00,      6.93,      0.00,    301.90,    340.05,    368.81,
   38.4054,    -99.00,      8.43,    -99.00,      0.00,      6.93,      0.00,    301.90,    340.05,    368.81,
   38.4467,    -99.00,      8.43,    -99.00,      0.00,      6.94,      0.00,    301.90,    340.05,    368.81,
   38.4885,    -99.00,      8.43,    -99.00,      0.00,      6.93,      0.00,    301.90,    340.05,    368.81,
   38.5304,    -99.00,      8.43,    -99.00,      0.00,      6.92,      0.00,    301.90,    340.05,    368.81,
   38.5721,    -99.00,      8.44,    -99.00,      0.00,      6.93,      0.00,    301.90,    340.05,    368.81,
   38.6135,    -99.00,      8.44,    -99.00,      0.00,      6.94,      0.00,    301.90,    340.05,    368.81,
   38.6553,    -99.00,      8.44,    -99.00,      0.00,      6.93,      0.00,    301.90,    340.05,    368.81,
   38.6969,    -99.00,      8.44,    -99.00,      0.00,      6.94,      0.00,    301.90,    340.05,    368.81,
   38.7386,    -99.00,      8.44,    -99.00,      0.00,      6.93,      0.00,    301.90,    340.05,    368.81,
   38.7806,    -99.00,      8.44,    -99.00,      0.00,      6.94,      0.00,    301.90,    340.05,    368.81,
   38.8226,    -99.00,      8.45,    -99.00,      0.00,      6.93,      0.00,    301.90,    340.05,    368.81,
   38.8638,    -99.00,      8.45,    -99.00,      0.00,      6.93,      0.00,    301.90,    340.05,    368.81,
   38.9056,    -99.00,      8.45,    -99.00,      0.00,      6.94,      0.00,    301.90,    340.05,    368.81,
   38.9476,    -99.00,      8.45,    -99.00,      0.00,      6.93,      0.00,    301.90,    340.05,    368.81,
   38.9888,    -99.00,      8.46,    -99.00,      0.00,      6.94,      0.00,    301.90,    340.05,    368.81,
   39.0305,    -99.00,      8.46,    -99.00,      0.00,      6.93,      0.00,    301.90,    340.05,    368.81,
   39.0726,    -99.00,      8.46,    -99.00,      0.00,      6.94,      0.00,    301.90,    340.05,    368.81,
   39.1138,    -99.00,      8.46,    -99.00,      0.00,      6.93,      0.00,    301.90,    340.05,    368.81,
   39.1561,    -99.00,      8.46,    -99.00,      0.00,      6.94,      0.00,    301.90,    340.05,    368.81,
   39.1976,    -99.00,      8.46,    -99.00,      0.00,      6.93,      0.00,    301.90,    340.05,    368.81,
   39.2395,    -99.00,      8.48,    -99.00,      0.00,      6.93,      0.00,    301.90,    340.05,    368.81,
   39.2810,    -99.00,      8.48,    -99.00,      0.00,      6.94,      0.00,    301.90,    340.05,    368.81,
   39.3226,    -99.00,      8.47,    -99.00,      0.00,      6.93,      0.00,    301.90,    340.05,    368.81,
   39.3646,    -99.00,      8.47,    -99.00,      0.00,      6.94,      0.00,    301.90,    340.05,    368.81,
   39.4058,    -99.00,      8.47,    -99.00,      0.00,      6.93,      0.00,    301.90,    340.05,    368.81,
   39.4476,    -99.00,      8.47,    -99.00,      0.00,      6.94,      0.00,    301.90,    340.05,    368.81,
   39.4892,    -99.00,      8.47,    -99.00,      0.00,      6.93,      0.00,    301.90,    340.05,    368.81,
   39.5311,    -99.00,      8.47,    -99.00,      0.00,      6.94,      0.00,    301.90,    340.05,    368.81,
   39.5727,    -99.00,      8.47,    -99.00,      0.00,      6.93,      0.00,    301.90,    340.05,    368.81,
   39.6143,    -99.00,      8.47,    -99.00,      0.00,      6.94,      0.00,    301.90,    340.05,    368.81,
   39.6566,    -99.00,      8.47,    -99.00,      0.00,      6.93,      0.00,    301.90,    340.05,    368.81,
   39.6978,    -99.00,      8.47,    -99.00,      0.00,      6.94,      0.00,    301.90,    340.05,    368.81,
   39.7400,    -99.00,      8.47,    -99.00,      0.00,      6.93,      0.00,    301.90,    340.05,    368.81,
   39.7813,    -99.00,      8.47,    -99.00,      0.00,      6.94,      0.00,    301.90,    340.05,    368.81,
   39.8232,    -99.00,      8.47,    -99.00,      0.00,      6.93,      0.00,    301.90,    340.05,    368.81,
   39.8649,    -99.00,      8.47,    -99.00,      0.00,      6.93,      0.00,    301.90,    340.05,    368.81,
   39.9067,    -99.00,      8.46,    -99.00,      0.00,      6.94,      0.00,    301.90,    340.05,    368.81,
   39.9483,    -99.00,      8.46,    -99.00,      0.00,      6.91,      0.00,    301.90,    340.05,    368.81,
   39.9901,    -99.00,      8.46,    -99.00,      0.00,      6.96,      0.00,    301.90,    340.05,    368.81,
   40.0313,    -99.00,      8.45,    -99.00,      0.00,      6.93,      0.00,    301.90,    340.05,    368.81,
   40.0733,    -99.00,      8.45,    -99.00,      0.00,      6.94,      0.00,    301.90,    340.05,    368.81,
   40.1151,    -99.00,      8.44,    -99.00,      0.00,      6.93,      0.00,    301.90,    340.05,    368.81,
   40.1570,    -99.00,      8.43,    -99.00,      0.00,      6.94,      0.00,    301.90,    340.05,    368.81,
   40.1983,    -99.00,      8.42,    -99.00,      0.00,      6.93,      0.00,    301.90,    340.05,    368.81,
   40.2402,    -99.00,      8.42,    -99.00,      0.00,      6.94,      0.00,    301.90,    340.05,    368.81,
   40.2819,    -99.00,      8.42,    -99.00,      0.00,      6.91,      0.00,    301.90,    340.05,    368.81,
   40.3233,    -99.00,      8.42,    -99.00,      0.00,      6.93,      0.00,    301.90,    340.05,    368.81,
   40.3650,    -99.00,      8.41,    -99.00,      0.00,      6.94,      0.00,    301.90,    340.05,    368.81,
   40.4070,    -99.00,      8.41,    -99.00,      0.00,      6.93,      0.00,    301.90,    340.05,    368.81,
   40.4486,    -99.00,      8.41,    -99.00,      0.00,      6.94,      0.00,    301.90,    340.05,    368.81,
   40.4901,    -99.00,      8.40,    -99.00,      0.00,      6.93,      0.00,    301.90,    340.05,    368.81,
   40.5321,    -99.00,      8.40,    -99.00,      0.00,      6.94,      0.00,    301.90,    340.05,    368.81,
   40.5735,    -99.00,      8.40,    -99.00,      0.00,      6.93,      0.00,    301.90,    340.05,    368.81,
   40.6150,    -99.00,      8.40,    -99.00,      0.00,      6.94,      0.00,    301.90,    340.05,    368.81,
   40.6571,    -99.00,      8.41,    -99.00,      0.00,      6.93,      0.00,    301.90,    340.05,    368.81,
   40.6985,    -99.00,      8.41,    -99.00,      0.00,      6.94,      0.00,    301.90,    340.05,    368.81,
   40.7404,    -99.00,      8.41,    -99.00,      0.00,      6.93,      0.00,    301.90,    340.05,    368.81,
   40.7820,    -99.00,      8.40,    -99.00,      0.00,      6.93,      0.00,    301.90,    340.05,    368.81,
   40.8240,      8.40,    -99.00,    -99.00,      6.94,      0.00,      0.00,    301.90,    340.05,    368.81,
   40.8658,      8.40,    -99.00,    -99.00,      6.93,      0.00,      0.00,    301.90,    340.05,    368.81,
   40.9070,      8.39,    -99.00,    -99.00,      6.94,      0.00,      0.00,    301.90,    340.05,    368.81,
   40.9490,      8.39,    -99.00,    -99.00,      6.93,      0.00,      0.00,    301.90,    340.05,    368.81,
   40.9908,      8.39,    -99.00,    -99.00,      6.94,      0.00,      0.00,    301.90,    340.05,    368.81,
   41.0327,      8.38,    -99.00,    -99.00,      6.93,      0.00,      0.00,    301.90,    340.05,    368.81,
   41.0740,      8.38,    -99.00,    -99.00,      6.94,      0.00,      0.00,    301.90,    340.05,    368.81,
   41.1157,      8.37,    -99.00,    -99.00,      6.93,      0.00,      0.00,    301.90,    340.05,    368.81,
   41.1577,      8.37,    -99.00,    -99.00,      6.94,      0.00,      0.00,    301.90,    340.05,    368.81,
   41.1990,      8.36,    -99.00,    -99.00,      6.93,      0.00,      0.00,    301.90,    340.05,    368.81,
   41.2407,      8.36,    -99.00,    -99.00,      6.93,      0.00,      0.00,    301.90,    340.05,    368.81,
   41.2827,      8.35,    -99.00,    -99.00,      6.92,      0.00,      0.00,    301.90,    340.05,    368.81,
   41.3240,      8.35,    -99.00,    -99.00,      6.93,      0.00,      0.00,    301.90,    340.05,    368.81,
   41.3657,      8.35,    -99.00,    -99.00,      6.94,      0.00,      0.00,    301.90,    340.05,    368.81,
   41.4077,      8.35,    -99.00,    -99.00,      6.93,      0.00,      0.00,    301.90,    340.05,    368.81,
   41.4497,      8.35,    -99.00,    -99.00,      6.94,      0.00,      0.00,    301.90,    340.05,    368.81,
   41.4913,      8.35,    -99.00,    -99.00,      6.93,      0.00,      0.00,    301.90,    340.05,    368.81,
   41.5327,      8.35,    -99.00,    -99.00,      6.94,      0.00,      0.00,    301.90,    340.05,    368.81,
   41.5747,      8.35,    -99.00,    -99.00,      6.93,      0.00,      0.00,    301.90,    340.05,    368.81,
   41.6163,      8.35,    -99.00,    -99.00,      6.94,      0.00,      0.00,    301.90,    340.05,    368.81,
   41.6577,      8.35,    -99.00,    -99.00,      6.93,      0.00,      0.00,    301.90,    340.05,    368.81,
   41.6997,      8.35,    -99.00,    -99.00,      6.96,      0.00,      0.00,    301.90,    340.05,    368.81,
   41.7413,      8.35,    -99.00,    -99.00,      6.93,      0.00,      0.00,    301.90,    340.05,    368.81,
   41.7829,      8.35,    -99.00,    -99.00,      6.91,      0.00,      0.00,    301.90,    340.05,    368.81,
   41.8247,      8.35,    -99.00,    -99.00,      6.94,      0.00,      0.00,    301.90,    340.05,    368.81,
   41.8664,      8.35,    -99.00,    -99.00,      6.93,      0.00,      0.00,    301.90,    340.05,    368.81,
   41.9082,      8.35,    -99.00,    -99.00,      6.94,      0.00,      0.00,    301.90,    340.05,    368.81,
   41.9497,      8.35,    -99.00,    -99.00,      6.93,      0.00,      0.00,    301.90,    340.05,    368.81,
   41.9913,      8.34,    -99.00,    -99.00,      6.94,      0.00,      0.00,    301.90,    340.05,    368.81,
   42.0333,      8.34,    -99.00,    -99.00,      6.93,      0.00,      0.00,    301.90,    340.05,    368.81,
   42.0747,      8.33,    -99.00,    -99.00,      6.94,      0.00,      0.00,    301.90,    340.05,    368.81,
   42.1166,      8.33,    -99.00,    -99.00,      6.93,      0.00,      0.00,    301.90,    340.05,    368.81,
   42.1582,      8.32,    -99.00,    -99.00,      6.93,      0.00,      0.00,    301.90,    340.05,    368.81,
   42.1997,      8.32,    -99.00,    -99.00,      6.94,      0.00,      0.00,    301.90,    340.05,    368.81,
   42.2417,      8.32,    -99.00,    -99.00,      6.93,      0.00,      0.00,    301.90,    340.05,    368.81,
   42.2833,      8.31,    -99.00,    -99.00,      6.94,      0.00,      0.00,    301.90,    340.05,    368.81,
   42.3253,      8.31,    -99.00,    -99.00,      6.93,      0.00,      0.00,    301.90,    340.05,    368.81,
   42.3666,      8.31,    -99.00,    -99.00,      6.94,      0.00,      0.00,    301.90,    340.05,    368.81,
   42.4083,      8.31,    -99.00,    -99.00,      6.93,      0.00,      0.00,    301.90,    340.05,    368.81,
   42.4503,      8.31,    -99.00,    -99.00,      6.94,      0.00,      0.00,    301.90,    340.05,    368.81,
   42.4920,      8.31,    -99.00,    -99.00,      6.93,      0.00,      0.00,    301.90,    340.05,    368.81,
   42.5333,      8.31,    -99.00,    -99.00,      6.94,      0.00,      0.00,    301.90,    340.05,    368.81,
   42.5753,      8.31,    -99.00,    -99.00,      6.93,      0.00,      0.00,    301.90,    340.05,    368.81,
   42.6171,      8.31,    -99.00,    -99.00,      6.94,      0.00,      0.00,    301.90,    340.05,    368.81,
   42.6583,      8.31,    -99.00,    -99.00,      6.93,      0.00,      0.00,    301.90,    340.05,    368.81,
   42.7003,      8.31,    -99.00,    -99.00,      6.93,      0.00,      0.00,    301.90,    340.05,    368.81,
   42.7423,      8.31,    -99.00,    -99.00,      6.94,      0.00,      0.00,    301.90,    340.05,    368.81,
   42.7837,      8.31,    -99.00,    -99.00,      6.93,      0.00,      0.00,    301.90,    340.05,    368.81,
   42.8252,      8.31,    -99.00,    -99.00,      6.94,      0.00,      0.00,    301.90,    340.05,    368.81,
   42.8670,      8.30,    -99.00,    -99.00,      6.93,      0.00,      0.00,    301.90,    340.05,    368.81,
   42.9086,      8.30,    -99.00,    -99.00,      6.94,      0.00,      0.00,    301.90,    340.05,    368.81,
   42.9503,      8.30,    -99.00,    -99.00,      6.91,      0.00,      0.00,    301.90,    340.05,    368.81,
   42.9923,      8.29,    -99.00,    -99.00,      6.94,      0.00,      0.00,    301.90,    340.05,    368.81,
   43.0340,      8.29,    -99.00,    -99.00,      6.93,      0.00,      0.00,    301.90,    340.05,    368.81,
   43.0753,      8.29,    -99.00,    -99.00,      6.94,      0.00,      0.00,    301.90,    340.05,    368.81,
   43.1172,      8.28,    -99.00,    -99.00,      6.93,      0.00,      0.00,    301.90,    340.05,    368.81,
   43.1590,      8.28,    -99.00,    -99.00,      6.96,      0.00,      0.00,    301.90,    340.05,    368.81,
   43.2010,      8.28,    -99.00,    -99.00,      6.93,      0.00,      0.00,    301.90,    340.05,    368.81,
   43.2423,      8.28,    -99.00,    -99.00,      6.93,      0.00,      0.00,    301.90,    340.05,    368.81,
   43.2840,      8.27,    -99.00,    -99.00,      6.92,      0.00,      0.00,    301.90,    340.05,    368.81,
   43.3255,      8.27,    -99.00,    -99.00,      6.93,      0.00,      0.00,    301.90,    340.05,    368.81,
   43.3674,      8.27,    -99.00,    -99.00,      6.94,      0.00,      0.00,    301.90,    340.05,    368.81,
   43.4090,      8.27,    -99.00,    -99.00,      6.93,      0.00,      0.00,    301.90,    340.05,    368.81,
   43.4509,      8.27,    -99.00,    -99.00,      6.94,      0.00,      0.00,    301.90,    340.05,    368.81,
   43.4927,      8.27,    -99.00,    -99.00,      6.93,      0.00,      0.00,    301.90,    340.05,    368.81,
   43.5343,      8.27,    -99.00,    -99.00,      6.93,      0.00,      0.00,    301.90,    340.05,    368.81,
   43.5757,      8.27,    -99.00,    -99.00,      6.94,      0.00,      0.00,    301.90,    340.05,    368.81,
   43.6176,      8.27,    -99.00,    -99.00,      6.93,      0.00,      0.00,    301.90,    340.05,    368.81,
   43.6592,      8.27,    -99.00,    -99.00,      6.94,      0.00,      0.00,    301.90,    340.05,    368.81,
   43.7011,      8.26,    -99.00,    -99.00,      6.93,      0.00,      0.00,    301.90,    340.05,    368.81,
   43.7428,      8.26,    -99.00,    -99.00,      6.94,      0.00,      0.00,    301.90,    340.05,    368.81,
   43.7843,      8.26,    -99.00,    -99.00,      6.93,      0.00,      0.00,    301.90,    340.05,    368.81,
   43.8259,      8.25,    -99.00,    -99.00,      6.94,      0.00,      0.00,    301.90,    340.05,    368.81,
   43.8678,      8.25,    -99.00,    -99.00,      6.93,      0.00,      0.00,    301.90,    340.05,    368.81,
   43.9095,      8.24,    -99.00,    -99.00,      6.94,      0.00,      0.00,    301.90,    340.05,    368.81,
   43.9510,      8.24,    -99.00,    -99.00,      6.93,      0.00,      0.00,    301.90,    340.05,    368.81,
   43.9932,      8.23,    -99.00,    -99.00,      6.94,      0.00,      0.00,    301.90,    340.05,    368.81,
   44.0347,      8.23,    -99.00,    -99.00,      6.93,      0.00,      0.00,    301.90,    340.05,    368.81,
   44.0767,      8.23,    -99.00,    -99.00,      6.93,      0.00,      0.00,    301.90,    340.05,    368.81,
   44.1178,      8.22,    -99.00,    -99.00,      6.94,      0.00,      0.00,    301.90,    340.05,    368.81,
   44.1597,      8.22,    -99.00,    -99.00,      6.93,      0.00,      0.00,    301.90,    340.05,    368.81,
   44.2017,      8.21,    -99.00,    -99.00,      6.92,      0.00,      0.00,    301.90,    340.05,    368.81,
   44.2429,      8.21,    -99.00,    -99.00,      6.93,      0.00,      0.00,    301.90,    340.05,    368.81,
   44.2847,      8.20,    -99.00,    -99.00,      6.94,      0.00,      0.00,    301.90,    340.05,    368.81,
   44.3267,      8.20,    -99.00,    -99.00,      6.93,      0.00,      0.00,    301.90,    340.05,    368.81,
   44.3681,      8.19,    -99.00,    -99.00,      6.94,      0.00,      0.00,    301.90,    340.05,    368.81,
   44.4100,      8.19,    -99.00,    -99.00,      6.93,      0.00,      0.00,    301.90,    340.05,    368.81,
   44.4518,      8.19,    -99.00,    -99.00,      6.94,      0.00,      0.00,    301.90,    340.05,    368.81,
   44.4934,      8.19,    -99.00,    -99.00,      6.93,      0.00,      0.00,    301.90,    340.05,    368.81,
   44.5351,      8.19,    -99.00,    -99.00,      6.94,      0.00,      0.00,    301.90,    340.05,    368.81,
   44.5769,      8.19,    -99.00,    -99.00,      6.93,      0.00,      0.00,    301.90,    340.05,    368.81,
   44.6184,      8.19,    -99.00,    -99.00,      6.93,      0.00,      0.00,    301.90,    340.05,    368.81,
   44.6602,      8.19,    -99.00,    -99.00,      6.94,      0.00,      0.00,    301.90,    340.05,    368.81,
   44.7019,      8.19,    -99.00,    -99.00,      6.93,      0.00,      0.00,    301.90,    340.05,    368.81,
   44.7437,      8.18,    -99.00,    -99.00,      6.94,      0.00,      0.00,    301.90,    340.05,    368.81,
   44.7854,      8.18,    -99.00,    -99.00,      6.93,      0.00,      0.00,    301.90,    340.05,    368.81,
   44.8270,      8.17,    -99.00,    -99.00,      6.94,      0.00,      0.00,    301.90,    340.05,    368.81,
   44.8685,      8.17,    -99.00,    -99.00,      6.93,      0.00,      0.00,    301.90,    340.05,    368.81,
   44.9103,      8.17,    -99.00,    -99.00,      6.94,      0.00,      0.00,    301.90,    340.05,    368.81,
   44.9520,      8.16,    -99.00,    -99.00,      6.93,      0.00,      0.00,    301.90,    340.05,    368.81,
   44.9941,      8.16,    -99.00,    -99.00,      6.93,      0.00,      0.00,    301.90,    340.05,    368.81,
   45.0354,      8.16,    -99.00,    -99.00,      6.94,      0.00,      0.00,    301.90,    340.05,    368.81,
   45.0774,      8.15,    -99.00,    -99.00,      6.93,      0.00,      0.00,    301.90,    340.05,    368.81,
   45.1192,      8.15,    -99.00,    -99.00,      6.94,      0.00,      0.00,    301.90,    340.05,    368.81,
   45.1609,      8.15,    -99.00,    -99.00,      6.93,      0.00,      0.00,    301.90,    340.05,    368.81,
   45.2024,      8.14,    -99.00,    -99.00,      6.94,      0.00,      0.00,    301.90,    340.05,    368.81,
   45.2438,      8.14,    -99.00,    -99.00,      6.93,      0.00,      0.00,    301.90,    340.05,    368.81,
   45.2854,      8.13,    -99.00,    -99.00,      6.94,      0.00,      0.00,    301.90,    340.05,    368.81,
   45.3274,      8.13,    -99.00,    -99.00,      6.93,      0.00,      0.00,    301.90,    340.05,    368.81,
   45.3690,      8.13,    -99.00,    -99.00,      6.94,      0.00,      0.00,    301.90,    340.05,    368.81,
   45.4107,      8.13,    -99.00,    -99.00,      6.93,      0.00,      0.00,    301.90,    340.05,    368.81,
   45.4525,      8.13,    -99.00,    -99.00,      6.93,      0.00,      0.00,    301.90,    340.05,    368.81,
   45.4942,      8.13,    -99.00,    -99.00,      6.94,      0.00,      0.00,    301.90,    340.05,    368.81,
   45.5359,      8.13,    -99.00,    -99.00,      6.93,      0.00,      0.00,    301.90,    340.05,    368.81,
   45.5776,      8.13,    -99.00,    -99.00,      6.94,      0.00,      0.00,    301.90,    340.05,    368.81,
   45.6192,      8.13,    -99.00,    -99.00,      6.93,      0.00,      0.00,    301.90,    340.05,    368.81,
   45.6610,      8.13,    -99.00,    -99.00,      6.94,      0.00,      0.00,    301.90,    340.05,    368.81,
   45.7028,      8.13,    -99.00,    -99.00,      6.93,      0.00,      0.00,    301.90,    340.05,    368.81,
   45.7442,      8.13,    -99.00,    -99.00,      6.94,      0.00,      0.00,    301.90,    340.05,    368.81,
   45.7862,      8.12,    -99.00,    -99.00,      6.93,      0.00,      0.00,    301.90,    340.05,    368.81,
   45.8276,      8.12,    -99.00,    -99.00,      6.94,      0.00,      0.00,    301.90,    340.05,    368.81,
   45.8696,      8.12,    -99.00,    -99.00,      6.93,      0.00,      0.00,    301.90,    340.05,    368.81,
   45.9111,      8.12,    -99.00,    -99.00,      6.94,      0.00,      0.00,    301.90,    340.05,    368.81,
   45.9527,      8.11,    -99.00,    -99.00,      6.91,      0.00,      0.00,    301.90,    340.05,    368.81,
   45.9944,      8.10,    -99.00,    -99.00,      6.93,      0.00,      0.00,    301.90,    340.05,    368.81,
   46.0363,      8.09,    -99.00,    -99.00,      6.94,      0.00,      0.00,    301.90,    340.05,    368.81,
   46.0777,      8.09,    -99.00,    -99.00,      6.93,      0.00,      0.00,    301.90,    340.05,    368.81,
   46.1198,      8.08,    -99.00,    -99.00,      6.94,      0.00,      0.00,    301.90,    340.05,    368.81,
   46.1611,      8.08,    -99.00,    -99.00,      6.93,      0.00,      0.00,    301.90,    340.05,    368.81,
   46.2031,      8.08,    -99.00,    -99.00,      6.94,      0.00,      0.00,    301.90,    340.05,    368.81,
   46.2445,      8.08,    -99.00,    -99.00,      6.93,      0.00,      0.00,    301.90,    340.05,    368.81,
   46.2868,      8.07,    -99.00,    -99.00,      6.94,      0.00,      0.00,    301.90,    340.05,    368.81,
   46.3279,      8.07,    -99.00,    -99.00,      6.93,      0.00,      0.00,    301.90,    340.05,    368.81,
   46.3699,      8.07,    -99.00,    -99.00,      6.93,      0.00,      0.00,    301.90,    340.05,    368.81,
   46.4116,      8.06,    -99.00,    -99.00,      6.94,      0.00,      0.00,    301.90,    340.05,    368.81,
   46.4532,      8.06,    -99.00,    -99.00,      6.93,      0.00,      0.00,    301.90,    340.05,    368.81,
   46.4948,      8.05,    -99.00,    -99.00,      6.94,      0.00,      0.00,    301.90,    340.05,    368.81,
   46.5366,      8.05,    -99.00,    -99.00,      6.93,      0.00,      0.00,    301.90,    340.05,    368.81,
   46.5782,      8.04,    -99.00,    -99.00,      6.94,      0.00,      0.00,    301.90,    340.05,    368.81,
   46.6200,      8.03,    -99.00,    -99.00,      6.93,      0.00,      0.00,    301.90,    340.05,    368.81,
   46.6618,      8.02,    -99.00,    -99.00,      6.94,      0.00,      0.00,    301.90,    340.05,    368.81,
   46.7036,      8.01,    -99.00,    -99.00,      6.93,      0.00,      0.00,    301.90,    340.05,    368.81,
   46.7450,      8.00,    -99.00,    -99.00,      6.94,      0.00,      0.00,    301.90,    340.05,    368.81,
   46.7866,      7.98,    -99.00,    -99.00,      6.93,      0.00,      0.00,    301.90,    340.05,    368.81,
   46.8285,      7.97,    -99.00,    -99.00,      6.94,      0.00,      0.00,    301.90,    340.05,    368.81,
   46.8701,      7.95,    -99.00,    -99.00,      6.93,      0.00,      0.00,    301.90,    340.05,    368.81,
   46.9120,      7.93,    -99.00,    -99.00,      6.94,      0.00,      0.00,    301.90,    340.05,    368.81,
   46.9537,      7.92,    -99.00,    -99.00,      6.93,      0.00,      0.00,    301.90,    340.05,    368.81,
   46.9955,      7.90,    -99.00,    -99.00,      6.93,      0.00,      0.00,    301.90,    340.05,    368.81,
   47.0371,      7.90,    -99.00,    -99.00,      6.94,      0.00,      0.00,    301.90,    340.05,    368.81,
   47.0789,      7.89,    -99.00,    -99.00,      6.93,      0.00,      0.00,    301.90,    340.05,    368.81,
   47.1205,      7.89,    -99.00,    -99.00,      6.94,      0.00,      0.00,    301.90,    340.05,    368.81,
   47.1625,      7.88,    -99.00,    -99.00,      6.93,      0.00,      0.00,    301.90,    340.05,    368.81,
   47.2038,      7.88,    -99.00,    -99.00,      6.94,      0.00,      0.00,    301.90,    340.05,    368.81,
   47.2457,      7.88,    -99.00,    -99.00,      6.93,      0.00,      0.00,    301.90,    340.05,    368.81,
   47.2872,      7.87,    -99.00,    -99.00,      6.92,      0.00,      0.00,    301.90,    340.05,    368.81,
