 Branch:,           3 , # of structures:,           3 , outlet temperatures
      JDAY,      T(C),      T(C),      T(C),   Q(m3/s),   Q(m3/s),   Q(m3/s),    ELEVCL,    ELEVCL,    ELEVCL,
  202.0364,     10.28,     12.45,    -99.00,      2.01,      2.23,      0.00,    301.90,    340.05,    368.81,
  202.0774,     10.28,     12.46,    -99.00,      2.08,      2.17,      0.00,    301.90,    340.05,    368.81,
  202.1191,     10.28,     12.46,    -99.00,      2.08,      2.16,      0.00,    301.90,    340.05,    368.81,
  202.1611,     10.28,     12.46,    -99.00,      2.08,      2.16,      0.00,    301.90,    340.05,    368.81,
  202.2028,     10.28,     12.46,    -99.00,      2.09,      2.16,      0.00,    301.90,    340.05,    368.81,
  202.2443,     10.28,     12.46,    -99.00,      2.03,      2.22,      0.00,    301.90,    340.05,    368.81,
  202.2865,     10.28,     12.45,    -99.00,      2.02,      2.22,      0.00,    301.90,    340.05,    368.81,
  202.3281,     10.29,     12.44,    -99.00,      1.92,      2.33,      0.00,    301.90,    340.05,    368.81,
  202.3698,     10.29,     12.44,    -99.00,      1.91,      2.33,      0.00,    301.90,    340.05,    368.81,
  202.4111,     10.29,     12.43,    -99.00,      1.88,      2.38,      0.00,    301.90,    340.05,    368.81,
  202.4531,     10.29,     12.43,    -99.00,      1.81,      2.44,      0.00,    301.90,    340.05,    368.81,
  202.4948,     10.29,     12.42,    -99.00,      1.65,      2.58,      0.00,    301.90,    340.05,    368.81,
  202.5361,     10.29,     12.41,    -99.00,      1.65,      2.60,      0.00,    301.90,    340.05,    368.81,
  202.5781,     10.29,     12.41,    -99.00,      1.64,      2.59,      0.00,    301.90,    340.05,    368.81,
  202.6198,     10.29,     12.41,    -99.00,      1.78,      2.46,      0.00,    301.90,    340.05,    368.81,
  202.6613,     10.29,     12.41,    -99.00,      1.75,      2.50,      0.00,    301.90,    340.05,    368.81,
  202.7035,     10.29,     12.41,    -99.00,      1.85,      2.40,      0.00,    301.90,    340.05,    368.81,
  202.7451,     10.30,     12.41,    -99.00,      1.89,      2.36,      0.00,    301.90,    340.05,    368.81,
  202.7863,     10.30,     12.41,    -99.00,      1.94,      2.30,      0.00,    301.90,    340.05,    368.81,
  202.8281,     10.29,     12.41,    -99.00,      1.94,      2.30,      0.00,    301.90,    340.05,    368.81,
  202.8698,     10.29,     12.41,    -99.00,      1.94,      2.30,      0.00,    301.90,    340.05,    368.81,
  202.9116,     10.29,     12.41,    -99.00,      1.94,      2.30,      0.00,    301.90,    340.05,    368.81,
  202.9534,     10.29,     12.42,    -99.00,      1.95,      2.29,      0.00,    301.90,    340.05,    368.81,
  202.9954,     10.29,     12.42,    -99.00,      1.95,      2.29,      0.00,    301.90,    340.05,    368.81,
  203.0366,     10.30,     12.44,    -99.00,      2.01,      2.24,      0.00,    301.90,    340.05,    368.81,
  203.0788,     10.29,     12.44,    -99.00,      2.01,      2.22,      0.00,    301.90,    340.05,    368.81,
  203.1202,     10.29,     12.44,    -99.00,      2.03,      2.23,      0.00,    301.90,    340.05,    368.81,
  203.1618,     10.30,     12.44,    -99.00,      2.02,      2.22,      0.00,    301.90,    340.05,    368.81,
  203.2037,     10.30,     12.44,    -99.00,      2.02,      2.22,      0.00,    301.90,    340.05,    368.81,
  203.2452,     10.30,     12.45,    -99.00,      1.98,      2.26,      0.00,    301.90,    340.05,    368.81,
  203.2868,     10.30,     12.45,    -99.00,      1.99,      2.26,      0.00,    301.90,    340.05,    368.81,
  203.3287,     10.30,     12.45,    -99.00,      1.93,      2.31,      0.00,    301.90,    340.05,    368.81,
  203.3705,     10.30,     12.45,    -99.00,      1.84,      2.41,      0.00,    301.90,    340.05,    368.81,
  203.4118,     10.30,     12.45,    -99.00,      1.80,      2.45,      0.00,    301.90,    340.05,    368.81,
  203.4538,     10.30,     12.44,    -99.00,      1.70,      2.55,      0.00,    301.90,    340.05,    368.81,
  203.4955,     10.30,     12.44,    -99.00,      1.69,      2.56,      0.00,    301.90,    340.05,    368.81,
  203.5375,     10.30,     12.44,    -99.00,      1.69,      2.56,      0.00,    301.90,    340.05,    368.81,
  203.5788,     10.30,     12.43,    -99.00,      1.58,      2.66,      0.00,    301.90,    340.05,    368.81,
  203.6205,     10.31,     12.44,    -99.00,      1.68,      2.56,      0.00,    301.90,    340.05,    368.81,
  203.6621,     10.31,     12.44,    -99.00,      1.73,      2.52,      0.00,    301.90,    340.05,    368.81,
  203.7038,     10.31,     12.43,    -99.00,      1.78,      2.45,      0.00,    301.90,    340.05,    368.81,
  203.7457,     10.31,     12.44,    -99.00,      1.89,      2.37,      0.00,    301.90,    340.05,    368.81,
  203.7872,     10.31,     12.44,    -99.00,      1.93,      2.32,      0.00,    301.90,    340.05,    368.81,
  203.8289,     10.31,     12.44,    -99.00,      1.92,      2.31,      0.00,    301.90,    340.05,    368.81,
  203.8707,     10.31,     12.43,    -99.00,      1.93,      2.32,      0.00,    301.90,    340.05,    368.81,
  203.9123,     10.31,     12.43,    -99.00,      1.92,      2.32,      0.00,    301.90,    340.05,    368.81,
  203.9541,     10.31,     12.43,    -99.00,      1.92,      2.32,      0.00,    301.90,    340.05,    368.81,
  203.9959,     10.31,     12.43,    -99.00,      1.88,      2.36,      0.00,    301.90,    340.05,    368.81,
  204.0375,     10.31,     12.44,    -99.00,      1.93,      2.31,      0.00,    301.90,    340.05,    368.81,
  204.0791,     10.31,     12.45,    -99.00,      1.94,      2.30,      0.00,    301.90,    340.05,    368.81,
  204.1208,     10.31,     12.45,    -99.00,      1.95,      2.30,      0.00,    301.90,    340.05,    368.81,
  204.1626,     10.31,     12.45,    -99.00,      2.00,      2.24,      0.00,    301.90,    340.05,    368.81,
  204.2043,     10.31,     12.45,    -99.00,      2.00,      2.24,      0.00,    301.90,    340.05,    368.81,
  204.2460,     10.31,     12.45,    -99.00,      2.00,      2.24,      0.00,    301.90,    340.05,    368.81,
  204.2877,     10.31,     12.45,    -99.00,      1.95,      2.31,      0.00,    301.90,    340.05,    368.81,
  204.3293,     10.32,     12.45,    -99.00,      1.91,      2.34,      0.00,    301.90,    340.05,    368.81,
  204.3713,     10.32,     12.45,    -99.00,      1.80,      2.43,      0.00,    301.90,    340.05,    368.81,
  204.4130,     10.32,     12.45,    -99.00,      1.75,      2.50,      0.00,    301.90,    340.05,    368.81,
  204.4548,     10.32,     12.45,    -99.00,      1.61,      2.63,      0.00,    301.90,    340.05,    368.81,
  204.4963,     10.32,     12.44,    -99.00,      1.57,      2.68,      0.00,    301.90,    340.05,    368.81,
  204.5380,     10.32,     12.44,    -99.00,      1.60,      2.64,      0.00,    301.90,    340.05,    368.81,
  204.5795,     10.32,     12.44,    -99.00,      1.66,      2.58,      0.00,    301.90,    340.05,    368.81,
  204.6214,     10.32,     12.44,    -99.00,      1.66,      2.59,      0.00,    301.90,    340.05,    368.81,
  204.6629,     10.32,     12.44,    -99.00,      1.74,      2.50,      0.00,    301.90,    340.05,    368.81,
  204.7046,     10.32,     12.45,    -99.00,      1.75,      2.50,      0.00,    301.90,    340.05,    368.81,
  204.7462,     10.32,     12.45,    -99.00,      1.82,      2.43,      0.00,    301.90,    340.05,    368.81,
  204.7881,     10.32,     12.45,    -99.00,      1.92,      2.33,      0.00,    301.90,    340.05,    368.81,
  204.8298,     10.32,     12.45,    -99.00,      1.91,      2.33,      0.00,    301.90,    340.05,    368.81,
  204.8715,     10.32,     12.45,    -99.00,      1.91,      2.34,      0.00,    301.90,    340.05,    368.81,
  204.9132,     10.32,     12.45,    -99.00,      1.85,      2.39,      0.00,    301.90,    340.05,    368.81,
  204.9550,     10.32,     12.46,    -99.00,      1.82,      2.42,      0.00,    301.90,    340.05,    368.81,
  204.9965,     10.32,     12.47,    -99.00,      1.88,      2.38,      0.00,    301.90,    340.05,    368.81,
  205.0383,     10.32,     12.47,    -99.00,      1.94,      2.31,      0.00,    301.90,    340.05,    368.81,
  205.0802,     10.32,     12.47,    -99.00,      1.94,      2.30,      0.00,    301.90,    340.05,    368.81,
  205.1219,     10.32,     12.48,    -99.00,      1.99,      2.27,      0.00,    301.90,    340.05,    368.81,
  205.1638,     10.32,     12.48,    -99.00,      1.99,      2.25,      0.00,    301.90,    340.05,    368.81,
  205.2052,     10.33,     12.48,    -99.00,      1.99,      2.26,      0.00,    301.90,    340.05,    368.81,
  205.2467,     10.33,     12.48,    -99.00,      1.99,      2.26,      0.00,    301.90,    340.05,    368.81,
  205.2888,     10.33,     12.48,    -99.00,      1.95,      2.30,      0.00,    301.90,    340.05,    368.81,
  205.3302,     10.33,     12.48,    -99.00,      1.89,      2.35,      0.00,    301.90,    340.05,    368.81,
  205.3721,     10.33,     12.47,    -99.00,      1.79,      2.45,      0.00,    301.90,    340.05,    368.81,
  205.4136,     10.33,     12.47,    -99.00,      1.75,      2.50,      0.00,    301.90,    340.05,    368.81,
  205.4552,     10.33,     12.47,    -99.00,      1.71,      2.54,      0.00,    301.90,    340.05,    368.81,
  205.4974,     10.33,     12.47,    -99.00,      1.61,      2.64,      0.00,    301.90,    340.05,    368.81,
  205.5389,     10.33,     12.46,    -99.00,      1.70,      2.54,      0.00,    301.90,    340.05,    368.81,
  205.5807,     10.33,     12.46,    -99.00,      1.74,      2.51,      0.00,    301.90,    340.05,    368.81,
  205.6224,     10.33,     12.46,    -99.00,      1.74,      2.51,      0.00,    301.90,    340.05,    368.81,
  205.6639,     10.34,     12.46,    -99.00,      1.84,      2.40,      0.00,    301.90,    340.05,    368.81,
  205.7053,     10.34,     12.47,    -99.00,      1.85,      2.41,      0.00,    301.90,    340.05,    368.81,
  205.7472,     10.34,     12.47,    -99.00,      1.84,      2.39,      0.00,    301.90,    340.05,    368.81,
  205.7888,     10.34,     12.47,    -99.00,      1.85,      2.40,      0.00,    301.90,    340.05,    368.81,
  205.8305,     10.34,     12.47,    -99.00,      1.85,      2.40,      0.00,    301.90,    340.05,    368.81,
  205.8722,     10.34,     12.47,    -99.00,      1.89,      2.36,      0.00,    301.90,    340.05,    368.81,
  205.9140,     10.34,     12.47,    -99.00,      1.85,      2.40,      0.00,    301.90,    340.05,    368.81,
  205.9558,     10.34,     12.47,    -99.00,      1.89,      2.36,      0.00,    301.90,    340.05,    368.81,
  205.9976,     10.34,     12.47,    -99.00,      1.95,      2.30,      0.00,    301.90,    340.05,    368.81,
  206.0395,     10.34,     12.47,    -99.00,      1.95,      2.29,      0.00,    301.90,    340.05,    368.81,
  206.0809,     10.34,     12.48,    -99.00,      1.96,      2.29,      0.00,    301.90,    340.05,    368.81,
  206.1226,     10.34,     12.48,    -99.00,      1.91,      2.34,      0.00,    301.90,    340.05,    368.81,
  206.1644,     10.34,     12.49,    -99.00,      1.91,      2.34,      0.00,    301.90,    340.05,    368.81,
  206.2059,     10.34,     12.48,    -99.00,      1.91,      2.34,      0.00,    301.90,    340.05,    368.81,
  206.2478,     10.34,     12.47,    -99.00,      1.97,      2.28,      0.00,    301.90,    340.05,    368.81,
  206.2896,     10.34,     12.46,    -99.00,      1.96,      2.29,      0.00,    301.90,    340.05,    368.81,
  206.3309,     10.34,     12.46,    -99.00,      1.89,      2.36,      0.00,    301.90,    340.05,    368.81,
  206.3726,     10.35,     12.45,    -99.00,      1.74,      2.51,      0.00,    301.90,    340.05,    368.81,
  206.4146,     10.34,     12.45,    -99.00,      1.73,      2.51,      0.00,    301.90,    340.05,    368.81,
  206.4559,     10.34,     12.45,    -99.00,      1.73,      2.51,      0.00,    301.90,    340.05,    368.81,
  206.4983,     10.35,     12.45,    -99.00,      1.69,      2.55,      0.00,    301.90,    340.05,    368.81,
  206.5396,     10.35,     12.45,    -99.00,      1.63,      2.60,      0.00,    301.90,    340.05,    368.81,
  206.5816,     10.35,     12.45,    -99.00,      1.59,      2.65,      0.00,    301.90,    340.05,    368.81,
  206.6228,     10.35,     12.44,    -99.00,      1.63,      2.62,      0.00,    301.90,    340.05,    368.81,
  206.6645,     10.35,     12.44,    -99.00,      1.73,      2.52,      0.00,    301.90,    340.05,    368.81,
  206.7062,     10.35,     12.44,    -99.00,      1.73,      2.52,      0.00,    301.90,    340.05,    368.81,
  206.7479,     10.35,     12.45,    -99.00,      1.77,      2.47,      0.00,    301.90,    340.05,    368.81,
  206.7896,     10.35,     12.45,    -99.00,      1.83,      2.41,      0.00,    301.90,    340.05,    368.81,
  206.8313,     10.35,     12.45,    -99.00,      1.84,      2.41,      0.00,    301.90,    340.05,    368.81,
  206.8731,     10.35,     12.46,    -99.00,      1.88,      2.36,      0.00,    301.90,    340.05,    368.81,
  206.9146,     10.35,     12.46,    -99.00,      1.89,      2.36,      0.00,    301.90,    340.05,    368.81,
  206.9567,     10.35,     12.46,    -99.00,      1.89,      2.35,      0.00,    301.90,    340.05,    368.81,
  206.9983,     10.35,     12.47,    -99.00,      1.86,      2.39,      0.00,    301.90,    340.05,    368.81,
  207.0399,     10.35,     12.48,    -99.00,      1.87,      2.38,      0.00,    301.90,    340.05,    368.81,
  207.0815,     10.35,     12.49,    -99.00,      1.87,      2.36,      0.00,    301.90,    340.05,    368.81,
  207.1232,     10.35,     12.49,    -99.00,      1.88,      2.36,      0.00,    301.90,    340.05,    368.81,
  207.1649,     10.35,     12.49,    -99.00,      1.92,      2.32,      0.00,    301.90,    340.05,    368.81,
  207.2067,     10.35,     12.49,    -99.00,      1.89,      2.36,      0.00,    301.90,    340.05,    368.81,
  207.2484,     10.35,     12.49,    -99.00,      1.89,      2.36,      0.00,    301.90,    340.05,    368.81,
  207.2900,     10.35,     12.49,    -99.00,      1.89,      2.35,      0.00,    301.90,    340.05,    368.81,
  207.3319,     10.35,     12.50,    -99.00,      1.79,      2.45,      0.00,    301.90,    340.05,    368.81,
  207.3740,     10.36,     12.50,    -99.00,      1.76,      2.49,      0.00,    301.90,    340.05,    368.81,
  207.4153,     10.36,     12.50,    -99.00,      1.66,      2.59,      0.00,    301.90,    340.05,    368.81,
  207.4573,     10.36,     12.50,    -99.00,      1.56,      2.69,      0.00,    301.90,    340.05,    368.81,
  207.4990,     10.36,     12.49,    -99.00,      1.60,      2.65,      0.00,    301.90,    340.05,    368.81,
  207.5403,     10.36,     12.49,    -99.00,      1.56,      2.69,      0.00,    301.90,    340.05,    368.81,
  207.5823,     10.36,     12.49,    -99.00,      1.56,      2.69,      0.00,    301.90,    340.05,    368.81,
  207.6240,     10.36,     12.49,    -99.00,      1.59,      2.65,      0.00,    301.90,    340.05,    368.81,
  207.6657,     10.36,     12.48,    -99.00,      1.69,      2.56,      0.00,    301.90,    340.05,    368.81,
  207.7070,     10.36,     12.48,    -99.00,      1.74,      2.50,      0.00,    301.90,    340.05,    368.81,
  207.7487,     10.36,     12.48,    -99.00,      1.79,      2.47,      0.00,    301.90,    340.05,    368.81,
  207.7905,     10.36,     12.47,    -99.00,      1.82,      2.42,      0.00,    301.90,    340.05,    368.81,
  207.8320,     10.36,     12.47,    -99.00,      1.81,      2.42,      0.00,    301.90,    340.05,    368.81,
  207.8737,     10.36,     12.46,    -99.00,      1.87,      2.37,      0.00,    301.90,    340.05,    368.81,
  207.9156,     10.37,     12.46,    -99.00,      1.86,      2.38,      0.00,    301.90,    340.05,    368.81,
  207.9573,     10.37,     12.47,    -99.00,      1.87,      2.38,      0.00,    301.90,    340.05,    368.81,
  207.9991,     10.37,     12.47,    -99.00,      1.82,      2.43,      0.00,    301.90,    340.05,    368.81,
  208.0405,     10.37,     12.48,    -99.00,      1.82,      2.42,      0.00,    301.90,    340.05,    368.81,
  208.0822,     10.37,     12.48,    -99.00,      1.83,      2.42,      0.00,    301.90,    340.05,    368.81,
  208.1242,     10.37,     12.49,    -99.00,      1.89,      2.35,      0.00,    301.90,    340.05,    368.81,
  208.1659,     10.37,     12.49,    -99.00,      1.90,      2.35,      0.00,    301.90,    340.05,    368.81,
  208.2075,     10.37,     12.49,    -99.00,      1.90,      2.35,      0.00,    301.90,    340.05,    368.81,
  208.2490,     10.37,     12.49,    -99.00,      1.84,      2.41,      0.00,    301.90,    340.05,    368.81,
  208.2908,     10.37,     12.49,    -99.00,      1.84,      2.40,      0.00,    301.90,    340.05,    368.81,
  208.3328,     10.37,     12.49,    -99.00,      1.76,      2.48,      0.00,    301.90,    340.05,    368.81,
  208.3747,     10.37,     12.49,    -99.00,      1.67,      2.58,      0.00,    301.90,    340.05,    368.81,
  208.4160,     10.37,     12.49,    -99.00,      1.56,      2.68,      0.00,    301.90,    340.05,    368.81,
  208.4580,     10.37,     12.49,    -99.00,      1.46,      2.78,      0.00,    301.90,    340.05,    368.81,
  208.4997,     10.37,     12.49,    -99.00,      1.52,      2.72,      0.00,    301.90,    340.05,    368.81,
  208.5411,     10.37,     12.49,    -99.00,      1.52,      2.73,      0.00,    301.90,    340.05,    368.81,
  208.5828,     10.37,     12.48,    -99.00,      1.60,      2.66,      0.00,    301.90,    340.05,    368.81,
  208.6249,     10.37,     12.48,    -99.00,      1.55,      2.69,      0.00,    301.90,    340.05,    368.81,
  208.6663,     10.37,     12.48,    -99.00,      1.59,      2.66,      0.00,    301.90,    340.05,    368.81,
  208.7078,     10.37,     12.48,    -99.00,      1.75,      2.49,      0.00,    301.90,    340.05,    368.81,
  208.7494,     10.37,     12.48,    -99.00,      1.79,      2.45,      0.00,    301.90,    340.05,    368.81,
  208.7912,     10.37,     12.48,    -99.00,      1.79,      2.46,      0.00,    301.90,    340.05,    368.81,
  208.8328,     10.37,     12.48,    -99.00,      1.79,      2.46,      0.00,    301.90,    340.05,    368.81,
  208.8745,     10.37,     12.48,    -99.00,      1.75,      2.50,      0.00,    301.90,    340.05,    368.81,
  208.9164,     10.37,     12.48,    -99.00,      1.75,      2.50,      0.00,    301.90,    340.05,    368.81,
  208.9580,     10.38,     12.49,    -99.00,      1.75,      2.49,      0.00,    301.90,    340.05,    368.81,
  208.9998,     10.38,     12.50,    -99.00,      1.81,      2.44,      0.00,    301.90,    340.05,    368.81,
  209.0418,     10.38,     12.50,    -99.00,      1.78,      2.47,      0.00,    301.90,    340.05,    368.81,
  209.0830,     10.38,     12.51,    -99.00,      1.79,      2.46,      0.00,    301.90,    340.05,    368.81,
  209.1250,     10.38,     12.51,    -99.00,      1.79,      2.45,      0.00,    301.90,    340.05,    368.81,
  209.1669,     10.38,     12.51,    -99.00,      1.79,      2.45,      0.00,    301.90,    340.05,    368.81,
  209.2086,     10.38,     12.51,    -99.00,      1.84,      2.42,      0.00,    301.90,    340.05,    368.81,
  209.2500,     10.38,     12.51,    -99.00,      1.83,      2.41,      0.00,    301.90,    340.05,    368.81,
  209.2917,     10.38,     12.51,    -99.00,      1.83,      2.41,      0.00,    301.90,    340.05,    368.81,
  209.3337,     10.38,     12.50,    -99.00,      1.73,      2.52,      0.00,    301.90,    340.05,    368.81,
  209.3750,     10.38,     12.50,    -99.00,      1.62,      2.62,      0.00,    301.90,    340.05,    368.81,
  209.4167,     10.38,     12.49,    -99.00,      1.54,      2.71,      0.00,    301.90,    340.05,    368.81,
  209.4587,     10.38,     12.49,    -99.00,      1.53,      2.72,      0.00,    301.90,    340.05,    368.81,
  209.5000,     10.38,     12.50,    -99.00,      1.48,      2.76,      0.00,    301.90,    340.05,    368.81,
  209.5420,     10.38,     12.48,    -99.00,      1.52,      2.73,      0.00,    301.90,    340.05,    368.81,
  209.5836,     10.38,     12.48,    -99.00,      1.56,      2.69,      0.00,    301.90,    340.05,    368.81,
  209.6256,     10.38,     12.48,    -99.00,      1.56,      2.69,      0.00,    301.90,    340.05,    368.81,
  209.6670,     10.39,     12.48,    -99.00,      1.60,      2.64,      0.00,    301.90,    340.05,    368.81,
  209.7089,     10.39,     12.48,    -99.00,      1.60,      2.64,      0.00,    301.90,    340.05,    368.81,
  209.7502,     10.39,     12.48,    -99.00,      1.71,      2.55,      0.00,    301.90,    340.05,    368.81,
  209.7920,     10.39,     12.48,    -99.00,      1.71,      2.53,      0.00,    301.90,    340.05,    368.81,
  209.8339,     10.39,     12.48,    -99.00,      1.71,      2.54,      0.00,    301.90,    340.05,    368.81,
  209.8754,     10.39,     12.49,    -99.00,      1.71,      2.54,      0.00,    301.90,    340.05,    368.81,
  209.9170,     10.39,     12.48,    -99.00,      1.71,      2.53,      0.00,    301.90,    340.05,    368.81,
  209.9592,     10.39,     12.49,    -99.00,      1.71,      2.53,      0.00,    301.90,    340.05,    368.81,
  210.0004,     10.39,     12.49,    -99.00,      1.72,      2.53,      0.00,    301.90,    340.05,    368.81,
  210.0424,     10.39,     12.50,    -99.00,      1.73,      2.52,      0.00,    301.90,    340.05,    368.81,
  210.0841,     10.39,     12.50,    -99.00,      1.73,      2.51,      0.00,    301.90,    340.05,    368.81,
  210.1258,     10.39,     12.50,    -99.00,      1.80,      2.45,      0.00,    301.90,    340.05,    368.81,
  210.1674,     10.39,     12.50,    -99.00,      1.79,      2.45,      0.00,    301.90,    340.05,    368.81,
  210.2091,     10.39,     12.49,    -99.00,      1.79,      2.46,      0.00,    301.90,    340.05,    368.81,
  210.2508,     10.39,     12.49,    -99.00,      1.78,      2.45,      0.00,    301.90,    340.05,    368.81,
  210.2924,     10.39,     12.49,    -99.00,      1.83,      2.43,      0.00,    301.90,    340.05,    368.81,
  210.3344,     10.40,     12.49,    -99.00,      1.73,      2.52,      0.00,    301.90,    340.05,    368.81,
  210.3761,     10.39,     12.50,    -99.00,      1.62,      2.61,      0.00,    301.90,    340.05,    368.81,
  210.4177,     10.40,     12.50,    -99.00,      1.60,      2.66,      0.00,    301.90,    340.05,    368.81,
  210.4594,     10.40,     12.50,    -99.00,      1.55,      2.68,      0.00,    301.90,    340.05,    368.81,
  210.5014,     10.40,     12.51,    -99.00,      1.49,      2.76,      0.00,    301.90,    340.05,    368.81,
  210.5427,     10.40,     12.50,    -99.00,      1.55,      2.69,      0.00,    301.90,    340.05,    368.81,
  210.5842,     10.40,     12.49,    -99.00,      1.49,      2.76,      0.00,    301.90,    340.05,    368.81,
  210.6261,     10.40,     12.49,    -99.00,      1.55,      2.70,      0.00,    301.90,    340.05,    368.81,
  210.6678,     10.40,     12.50,    -99.00,      1.59,      2.66,      0.00,    301.90,    340.05,    368.81,
  210.7094,     10.40,     12.49,    -99.00,      1.63,      2.62,      0.00,    301.90,    340.05,    368.81,
  210.7512,     10.40,     12.49,    -99.00,      1.69,      2.56,      0.00,    301.90,    340.05,    368.81,
  210.7928,     10.40,     12.49,    -99.00,      1.69,      2.56,      0.00,    301.90,    340.05,    368.81,
  210.8345,     10.40,     12.49,    -99.00,      1.69,      2.56,      0.00,    301.90,    340.05,    368.81,
  210.8763,     10.40,     12.50,    -99.00,      1.74,      2.51,      0.00,    301.90,    340.05,    368.81,
  210.9181,     10.40,     12.50,    -99.00,      1.74,      2.51,      0.00,    301.90,    340.05,    368.81,
  210.9595,     10.40,     12.51,    -99.00,      1.81,      2.43,      0.00,    301.90,    340.05,    368.81,
  211.0013,     10.40,     12.51,    -99.00,      1.76,      2.49,      0.00,    301.90,    340.05,    368.81,
  211.0430,     10.40,     12.50,    -99.00,      1.81,      2.44,      0.00,    301.90,    340.05,    368.81,
  211.0848,     10.40,     12.50,    -99.00,      1.74,      2.50,      0.00,    301.90,    340.05,    368.81,
  211.1266,     10.40,     12.50,    -99.00,      1.74,      2.51,      0.00,    301.90,    340.05,    368.81,
  211.1680,     10.40,     12.50,    -99.00,      1.74,      2.50,      0.00,    301.90,    340.05,    368.81,
  211.2101,     10.40,     12.50,    -99.00,      1.74,      2.50,      0.00,    301.90,    340.05,    368.81,
  211.2516,     10.41,     12.50,    -99.00,      1.74,      2.50,      0.00,    301.90,    340.05,    368.81,
  211.2935,     10.41,     12.50,    -99.00,      1.74,      2.49,      0.00,    301.90,    340.05,    368.81,
  211.3351,     10.41,     12.50,    -99.00,      1.70,      2.54,      0.00,    301.90,    340.05,    368.81,
  211.3771,     10.41,     12.49,    -99.00,      1.59,      2.65,      0.00,    301.90,    340.05,    368.81,
  211.4184,     10.41,     12.49,    -99.00,      1.56,      2.69,      0.00,    301.90,    340.05,    368.81,
  211.4601,     10.41,     12.49,    -99.00,      1.49,      2.76,      0.00,    301.90,    340.05,    368.81,
  211.5021,     10.41,     12.49,    -99.00,      1.45,      2.80,      0.00,    301.90,    340.05,    368.81,
  211.5434,     10.41,     12.50,    -99.00,      1.49,      2.75,      0.00,    301.90,    340.05,    368.81,
  211.5857,     10.41,     12.48,    -99.00,      1.50,      2.75,      0.00,    301.90,    340.05,    368.81,
  211.6268,     10.41,     12.47,    -99.00,      1.46,      2.79,      0.00,    301.90,    340.05,    368.81,
  211.6687,     10.41,     12.47,    -99.00,      1.43,      2.82,      0.00,    301.90,    340.05,    368.81,
  211.7102,     10.41,     12.47,    -99.00,      1.61,      2.64,      0.00,    301.90,    340.05,    368.81,
  211.7519,     10.41,     12.47,    -99.00,      1.67,      2.57,      0.00,    301.90,    340.05,    368.81,
  211.7936,     10.41,     12.47,    -99.00,      1.67,      2.58,      0.00,    301.90,    340.05,    368.81,
  211.8352,     10.41,     12.47,    -99.00,      1.67,      2.57,      0.00,    301.90,    340.05,    368.81,
  211.8769,     10.41,     12.47,    -99.00,      1.71,      2.52,      0.00,    301.90,    340.05,    368.81,
  211.9186,     10.41,     12.48,    -99.00,      1.72,      2.53,      0.00,    301.90,    340.05,    368.81,
  211.9608,     10.41,     12.48,    -99.00,      1.68,      2.56,      0.00,    301.90,    340.05,    368.81,
  212.0023,     10.41,     12.49,    -99.00,      1.69,      2.55,      0.00,    301.90,    340.05,    368.81,
  212.0439,     10.41,     12.50,    -99.00,      1.70,      2.54,      0.00,    301.90,    340.05,    368.81,
  212.0856,     10.41,     12.50,    -99.00,      1.71,      2.54,      0.00,    301.90,    340.05,    368.81,
  212.1272,     10.41,     12.50,    -99.00,      1.71,      2.53,      0.00,    301.90,    340.05,    368.81,
  212.1689,     10.42,     12.51,    -99.00,      1.72,      2.53,      0.00,    301.90,    340.05,    368.81,
  212.2107,     10.42,     12.51,    -99.00,      1.76,      2.49,      0.00,    301.90,    340.05,    368.81,
  212.2524,     10.42,     12.50,    -99.00,      1.76,      2.49,      0.00,    301.90,    340.05,    368.81,
  212.2941,     10.42,     12.50,    -99.00,      1.71,      2.52,      0.00,    301.90,    340.05,    368.81,
  212.3358,     10.42,     12.50,    -99.00,      1.62,      2.64,      0.00,    301.90,    340.05,    368.81,
  212.3778,     10.42,     12.50,    -99.00,      1.50,      2.73,      0.00,    301.90,    340.05,    368.81,
  212.4191,     10.42,     12.51,    -99.00,      1.49,      2.77,      0.00,    301.90,    340.05,    368.81,
  212.4608,     10.42,     12.50,    -99.00,      1.41,      2.82,      0.00,    301.90,    340.05,    368.81,
  212.5025,     10.42,     12.50,    -99.00,      1.41,      2.83,      0.00,    301.90,    340.05,    368.81,
  212.5442,     10.42,     12.50,    -99.00,      1.31,      2.95,      0.00,    301.90,    340.05,    368.81,
  212.5859,     10.42,     12.50,    -99.00,      1.41,      2.82,      0.00,    301.90,    340.05,    368.81,
  212.6276,     10.43,     12.49,    -99.00,      1.46,      2.79,      0.00,    301.90,    340.05,    368.81,
  212.6695,     10.43,     12.49,    -99.00,      1.50,      2.75,      0.00,    301.90,    340.05,    368.81,
  212.7110,     10.43,     12.49,    -99.00,      1.56,      2.69,      0.00,    301.90,    340.05,    368.81,
  212.7528,     10.43,     12.48,    -99.00,      1.60,      2.65,      0.00,    301.90,    340.05,    368.81,
  212.7945,     10.43,     12.48,    -99.00,      1.63,      2.61,      0.00,    301.90,    340.05,    368.81,
  212.8360,     10.43,     12.49,    -99.00,      1.64,      2.61,      0.00,    301.90,    340.05,    368.81,
  212.8779,     10.43,     12.50,    -99.00,      1.66,      2.59,      0.00,    301.90,    340.05,    368.81,
  212.9195,     10.43,     12.51,    -99.00,      1.67,      2.58,      0.00,    301.90,    340.05,    368.81,
