$Lewiston 2019 withdrawals YC 06/15/22,,,
",,,",,,
Julian Day,Fish Hatchery,Power Plant + River,Clear Creek Intake
61.75,1.6982264,2.8586962,5.9474431
61.792,1.6982264,2.8586962,41.8888959
61.833,1.6982264,2.8586962,45.9863114
61.875,1.6982264,2.8586962,23.1323351
61.917,1.6982264,2.8586962,2.5150493
61.958,1.6982264,2.8586962,0.8469907
62,1.6982264,2.8586962,0.8832147
62.042,1.6982264,2.8586962,0.8904312
62.083,1.6982264,2.8586962,0.8760265
62.125,1.6982264,2.8586962,0.8757718
62.167,1.6982264,2.8586962,0.8762529
62.208,1.6982264,2.8586962,0.8832147
62.25,1.6982264,2.8586962,0.8760265
62.292,1.6935003,2.8508288,0.8832147
62.333,1.6982264,2.8586962,0.8879408
62.375,1.7029525,2.8665636,0.885507
62.417,1.6982264,2.8586962,0.8693194
62.458,1.6935003,2.8508288,0.8906576
62.5,1.6982264,2.8586962,0.8670554
62.542,1.6982264,2.8586962,0.8640273
62.583,1.7029525,2.8665636,0.8898086
62.625,1.6935003,2.8508288,0.8503584
62.667,1.6982264,2.8586962,0.8994306
62.708,1.6982264,2.8586962,0.8481793
62.75,1.6982264,2.8586962,2.0711921
62.792,1.6982264,2.8586962,2.9362948
62.833,1.6982264,2.8586962,2.8952881
62.875,1.6982264,2.8586962,2.9572934
62.917,1.6982264,2.8586962,1.1327641
62.958,1.6982264,2.8586962,0.8688383
63,1.6982264,2.8586962,0.8688383
63.042,1.6982264,2.8586962,0.8798753
63.083,1.6982264,2.8586962,0.8647631
63.125,1.6982264,2.8586962,0.8400289
63.167,1.6982264,2.8586962,0.8688383
63.208,1.6982264,2.8586962,0.8270958
63.25,1.6982264,2.8586962,2.0836724
63.292,1.6982264,2.8586962,6.604654
63.333,1.6982264,2.8586962,56.1464925
63.375,1.6982264,2.8586962,38.80779
63.417,1.6982264,2.8586962,4.8794577
63.458,1.6982264,2.8586962,5.3478227
63.5,1.6982264,2.8586962,1.3398352
63.542,1.6982264,2.8586962,0.8690647
63.583,1.6982264,2.8586962,0.8527639
63.625,1.6982264,2.8586962,0.8688383
63.667,1.6982264,2.8586962,0.8472454
63.708,1.6982264,2.8586962,2.1959385
63.75,1.6982264,2.8586962,8.2662319
63.792,1.6982264,2.8586962,8.6254438
63.833,1.6982264,2.8586962,4.6537086
63.875,1.6982264,2.8586962,9.9933809
63.917,1.6982264,2.8586962,3.8287353
63.958,1.6982264,2.8586962,1.0785696
64,1.6982264,2.8586962,0.8669139
64.042,1.6982264,2.8586962,0.8462832
64.083,1.6982264,2.8586962,0.873621
64.125,1.6935003,2.8508288,0.8712438
64.167,1.7029525,2.8665636,0.8688383
64.208,1.6982264,2.8586962,0.8498773
64.25,1.6982264,2.8586962,0.8664328
64.292,1.6982264,2.8586962,0.8474718
64.333,1.6935003,2.8508288,0.8591031
64.375,1.7029525,2.8665636,0.8639141
64.417,1.6982264,2.8586962,0.8398025
64.458,1.6935003,2.8508288,0.8447267
64.5,1.6982264,2.8586962,0.8762812
64.542,1.6982264,2.8586962,0.8630651
64.583,1.7029525,2.8665636,0.8394346
64.625,1.6935003,2.8508288,0.8304352
64.667,1.6982264,2.8586962,0.8521696
64.708,1.6982264,2.8586962,2.9057025
64.75,1.7029525,2.8665636,18.0327883
64.792,1.6935003,2.8508288,18.5115394
64.833,1.6982264,2.8586962,18.4103952
64.875,1.6982264,2.8586962,17.9021272
64.917,1.6982264,2.8586962,3.8160852
64.958,1.6982264,2.8586962,3.176958
65,1.6982264,2.8586962,3.1496202
65.042,1.6982264,2.8586962,3.1821086
65.083,1.6982264,2.8586962,3.1552519
65.125,1.6982264,2.8586962,3.210918
65.167,1.6982264,2.8586962,3.1686944
65.208,1.6982264,2.8586962,3.1943625
65.25,1.6982264,2.8586962,3.1859574
65.292,1.6982264,2.8586962,4.7268641
65.333,1.6982264,2.8586962,11.9359778
65.375,1.6982264,2.8586962,11.0944773
65.417,1.6982264,2.8586962,10.8964905
65.458,1.6982264,2.8586962,11.0335191
65.5,1.6982264,2.8586962,15.6257884
65.542,1.6982264,2.8586962,19.4106304
65.583,1.6982264,2.8586962,15.9636055
65.625,1.6982264,2.8586962,11.0164825
65.667,1.6982264,2.8586962,2.0709374
65.708,1.6982264,2.8586962,11.7720642
65.75,1.6982264,2.8586962,38.5981153
65.792,1.6982264,2.8586962,42.4473398
65.833,1.6982264,2.8586962,44.4790817
65.875,1.6982264,2.8586962,40.7700271
65.917,1.6982264,2.8586962,6.6689516
65.958,1.6982264,2.8586962,5.0076001
66,1.6935003,2.8508288,3.1638834
66.042,1.7029525,2.8665636,1.1200291
66.083,1.6982264,2.8586962,0.8786584
66.125,1.6982264,2.8586962,0.8904312
66.167,1.6935003,2.8508288,0.8708759
66.208,1.7029525,2.8665636,0.866546
66.25,1.6982264,2.8586962,0.8335482
66.292,1.6982264,2.8586962,0.873621
66.333,1.6935003,2.8508288,0.8635745
66.375,1.6982264,2.8586962,0.8497641
66.417,1.7029525,2.8665636,0.8804696
66.458,1.6982264,2.8586962,1.9741231
66.5,1.6935003,2.8508288,3.6725476
66.542,1.6982264,2.8586962,3.3780578
66.583,1.6982264,2.8586962,1.1846097
66.625,1.7029525,2.8665636,0.8732814
66.667,1.6935003,2.8508288,0.8283976
66.708,1.6982264,2.8586962,0.8635745
66.75,1.6982264,2.8586962,3.4009242
66.792,1.6982264,2.8586962,32.2072395
66.833,1.6982264,2.8586962,39.521233
66.875,1.6982264,2.8586962,37.6719412
66.917,1.6982264,2.8586962,5.9539238
66.958,1.6982264,2.8586962,7.0757924
67,1.6982264,2.8586962,6.7468049
67.042,1.6982264,2.8586962,13.7206041
67.083,1.6982264,2.8586962,5.5208489
67.125,1.6982264,2.8586962,3.7498349
67.167,1.6982264,2.8586962,3.6535866
67.208,1.6982264,2.8586962,3.821066
67.25,1.6982264,2.8586962,11.3564504
67.292,1.6982264,2.8586962,11.763178
67.333,1.6982264,2.8586962,8.7660382
67.375,1.6982264,2.8586962,8.3953648
67.417,1.6982264,2.8586962,1.8979395
67.458,1.6982264,2.8586962,0.8832147
67.5,1.6982264,2.8586962,0.8839505
67.542,1.6982264,2.8586962,0.8820261
67.583,1.6982264,2.8586962,0.8565844
67.625,1.6982264,2.8586962,0.8594993
67.667,1.6982264,2.8586962,0.883243
67.708,1.6982264,2.8586962,2.7574388
67.75,1.6982264,2.8586962,18.2387557
67.792,1.6982264,2.8586962,18.8774584
67.833,1.6982264,2.8586962,18.5530555
67.875,1.6982264,2.8586962,18.008705
67.917,1.6982264,2.8586962,2.4524497
67.958,1.6982264,2.8586962,0.8873182
68,1.6982264,2.8586962,0.8688383
68.042,1.6982264,3.7266855,0.8906576
68.083,1.6982264,2.8586962,0.8472454
68.125,1.6982264,2.8586962,2.6151181
68.167,1.6982264,2.8586962,15.7092734
68.208,1.6935003,2.8508288,16.181091
68.25,1.6982264,2.8586962,15.8119458
68.292,1.7029525,2.8665636,15.7807026
68.333,1.6982264,2.8586962,16.3321281
68.375,1.6935003,2.8508288,16.1973069
68.417,1.6982264,2.8586962,16.1598094
68.458,1.7029525,2.8665636,16.1458292
68.5,1.6935003,2.8508288,16.1219723
68.542,1.6982264,2.8382636,15.9798214
68.583,1.6982264,2.8586962,16.1265003
68.625,1.7029525,2.8665636,16.1595547
68.667,1.6935003,2.8508288,16.1644223
68.708,1.6982264,2.8586962,15.7288287
68.75,1.6982264,2.8586962,2.3267128
68.792,1.7029525,2.8665636,0.8711023
68.833,1.6935003,2.8508288,0.8699137
68.875,1.6982264,2.8586962,0.8937706
68.917,1.6982264,2.8586962,0.933617
68.958,1.6982264,2.8586962,0.8648763
69,1.6982264,2.8586962,0.8809507
69.042,1.6982264,2.8586962,0.9031379
69.083,1.6982264,2.8586962,0.8983552
69.125,1.6888025,2.8429614,0.8876861
69.167,1.6982264,2.8586962,0.9095054
69.208,1.6982264,2.8586962,0.8733946
69.25,1.6982264,2.8586962,0.9120241
69.292,1.6982264,2.8586962,0.8659517
69.333,1.6982264,2.8586962,0.889469
69.375,1.6982264,2.8586962,2.3158739
69.417,1.6982264,2.8586962,12.9336094
69.458,1.6982264,2.8586962,13.4296235
69.5,1.6982264,2.8586962,13.5267774
69.542,1.6982264,2.8586962,13.3293
69.583,1.6982264,2.8586962,13.3902299
69.625,1.6982264,2.8586962,13.3964559
69.667,1.6982264,2.8586962,13.4245012
69.708,1.6982264,2.8586962,13.4669795
69.75,1.6982264,2.8586962,13.4799692
69.792,1.6982264,2.8586962,13.2520127
69.833,1.6982264,2.8586962,2.0819744
69.875,1.6982264,2.8586962,0.878432
69.917,1.6982264,2.8586962,0.8690647
69.958,1.6982264,2.8586962,0.8832147
70,1.6982264,2.8586962,0.8664328
70.042,1.6982264,2.8586962,0.8798753
70.083,1.6982264,2.8586962,0.8885068
70.125,1.6982264,2.8586962,0.8904312
70.167,1.6982264,2.8586962,0.9048359
70.208,1.6982264,2.8586962,0.8901765
70.25,1.6982264,2.8586962,0.8976194
70.292,1.6935003,2.8508288,3.9979976
70.333,1.7029525,2.8665636,47.4445255
70.375,1.6982264,2.8586962,46.9377291
70.417,1.6935003,2.8508288,46.4284423
70.458,1.6982264,2.8586962,46.2950927
70.5,1.7029525,2.8665636,45.9346922
70.542,1.6982264,2.8586962,46.1412539
70.583,1.6982264,2.8586962,44.7686473
70.625,1.6935003,2.8508288,3.7820686
70.667,1.6982264,2.8586962,1.4810522
70.708,1.7029525,2.8665636,1.0462227
70.75,1.6935003,2.8508288,2.2271534
70.792,1.6982264,2.8586962,1.5482364
70.833,1.6982264,2.8586962,0.8414722
70.875,1.6982264,2.8586962,0.9321737
70.917,1.6982264,2.8586962,1.4004255
70.958,1.6982264,2.8586962,1.7322713
71,1.6982264,2.8586962,0.8196529
71.042,1.6982264,2.8586962,2.0790878
71.083,1.6982264,2.8586962,1.2939892
71.125,1.6982264,2.8586962,1.8366134
71.167,1.6982264,2.8586962,1.0695702
71.208,1.6982264,2.8586962,2.067598
71.25,1.6982264,2.8586962,1.0188
71.292,1.6982264,2.8586962,1.9893485
71.333,1.6982264,2.8586962,1.3132049
71.375,1.6982264,2.8586962,1.8374624
71.417,1.6982264,2.8586962,1.5310866
71.458,1.6982264,2.8586962,1.7263849
71.5,1.6982264,2.8586962,0.9372111
71.542,1.6982264,2.8586962,1.3081675
71.583,1.6982264,2.8586962,1.8295667
71.625,1.6982264,2.8586962,1.3775025
71.667,1.6982264,2.8586962,3.5869401
71.708,1.6982264,2.8586962,36.3461145
71.75,1.6982264,2.8586962,40.4096266
71.792,1.6982264,2.8586962,39.5936527
71.833,1.6982264,2.8586962,40.1175423
71.875,1.6982264,2.8586962,38.8117803
71.917,1.6982264,2.8586962,3.3974716
71.958,1.6982264,2.8586962,1.3820871
72,1.6982264,2.8586962,1.8929021
72.042,1.6982264,2.8586962,1.039176
72.083,1.6982264,2.8586962,1.3103183
72.125,1.6982264,2.8586962,1.73479
72.167,1.6935003,2.8508288,1.4694209
72.208,1.7029525,2.8665636,1.7290168
72.25,1.6935003,2.8508288,1.6088267
72.292,1.7029525,2.8665636,1.6740865
72.333,1.6982264,2.8586962,1.162281
72.375,1.6935003,2.8508288,1.7201306
72.417,1.7029525,2.8665636,1.3021679
72.458,1.6982264,2.8586962,1.4254993
72.5,1.6982264,2.8586962,1.883082
72.542,1.6935003,2.8508288,1.4665343
72.583,1.7029525,2.8665636,1.8511596
72.625,1.6982264,2.8586962,1.5231343
72.667,1.6935003,2.8508288,1.6587196
72.708,1.6982264,2.8586962,1.1531684
72.75,1.7029525,2.8665636,1.2659439
72.792,1.6982264,2.8586962,1.1389901
72.833,1.6935003,2.8508288,1.7923805
72.875,1.6982264,2.8586962,1.6955662
72.917,1.6982264,2.8586962,0.9338717
72.958,1.7029525,2.8665636,1.4354609
73,1.6935003,2.8508288,2.1419704
73.042,1.6982264,2.8586962,1.4616101
73.083,1.6982264,2.8586962,1.3465706
73.125,1.7029525,2.8665636,1.3368354
73.167,1.6935003,2.8508288,1.436791
73.208,1.6982264,2.8586962,2.1648368
73.25,1.6982264,2.8586962,18.59593
73.292,1.6982264,2.8586962,35.9387926
73.333,1.6982264,2.8586962,9.8443531
73.375,1.6982264,1.144735,8.7166547
73.417,1.6982264,0.0566,3.1722602
73.458,1.6982264,0.0566,1.8506785
73.5,1.6982264,0.0566,1.7311959
73.542,1.6982264,0.1540935,1.304347
73.583,1.6982264,2.8586962,2.7542975
73.625,1.6982264,2.8586962,2.4265835
73.667,1.6982264,2.8586962,4.47706
73.708,1.6982264,2.8586962,4.0403344
73.75,1.6982264,2.8586962,3.581082
73.792,1.6982264,2.8586962,3.2670935
73.833,1.6982264,2.8586962,5.937906
73.875,1.6982264,2.8586962,4.1356205
73.917,1.6982264,2.8586962,5.444354
73.958,1.6982264,2.8586962,5.573685
74,1.6982264,2.8586962,18.8416589
74.042,1.6982264,2.8586962,15.8104176
74.083,1.6982264,2.8586962,13.2671815
74.125,1.6982264,2.8586962,13.9026863
74.167,1.6982264,2.8555549,17.1928443
74.208,1.6982264,2.8586962,14.0760521
74.25,1.6982264,2.8586962,14.8310112
74.292,1.6982264,2.8586962,6.7447107
74.333,1.6982264,2.8586962,3.748901
74.375,1.6982264,2.8586962,4.3926128
74.417,1.6982264,2.8586962,4.4446848
74.458,1.6982264,2.8586962,3.4511567
74.5,1.6982264,2.8586962,1.2274559
74.542,1.6935003,2.8508288,1.4307914
74.583,1.7029525,2.8665636,0.7704675
74.625,1.6982264,2.8586962,1.130868
74.667,1.6935003,2.8508288,0.957389
74.708,1.6982264,2.8586962,1.6140905
74.75,1.7029525,2.8665636,1.8583478
74.792,1.6982264,2.8586962,1.0583634
74.833,1.6935003,2.8508288,0.9674355
74.875,1.6982264,2.8586962,1.812898
74.917,1.7029525,2.8665636,1.0805789
74.958,1.6982264,2.8586962,0.9129863
75,1.6935003,2.8508288,1.2827258
75.042,1.6982264,2.8586962,1.2056083
75.083,1.6982264,2.8586962,1.002952
75.125,1.7029525,2.8665636,1.6437206
75.167,1.6935003,2.8508288,1.2069101
75.208,1.6982264,2.8586962,1.0452888
75.25,1.6982264,2.8586962,3.2443403
75.292,1.6982264,2.8586962,18.2221153
75.333,1.6982264,2.8586962,19.6402283
75.375,1.6982264,2.8586962,37.5945124
75.417,1.6982264,2.8586962,19.4272142
75.458,1.6982264,2.8586962,17.7844275
75.5,1.6982264,2.8586962,4.7787946
75.542,1.6982264,2.8586962,3.8416967
75.583,1.6982264,2.8586962,4.0346744
75.625,1.6982264,2.8586962,4.1267626
75.667,1.6982264,2.8586962,13.7711762
75.708,1.6982264,2.8586962,13.2275898
75.75,1.6982264,2.8586962,19.4873517
75.792,1.6982264,2.8586962,19.2541031
75.833,1.6982264,2.8586962,13.8758579
75.875,1.6982264,2.8586962,14.0939943
75.917,1.6982264,2.8586962,13.6038666
75.958,1.6982264,2.8586962,13.2401833
76,1.6982264,2.8586962,14.2380696
76.042,1.6982264,2.8586962,14.0994845
76.083,1.6982264,2.8586962,13.7920616
76.125,1.6982264,2.8586962,13.4058515
76.167,1.6982264,2.8586962,13.7714026
76.208,1.6982264,2.8586962,13.4918835
76.25,1.6982264,2.8586962,4.7478344
76.292,1.6982264,2.8586962,17.0119224
76.333,1.6982264,2.8586962,2.1706383
76.375,1.6982264,2.8586962,1.5274925
76.417,1.6982264,2.8586962,1.9274564
76.458,1.6982264,2.8586962,1.4593461
76.5,1.6982264,2.8586962,1.6493523
76.542,1.6935003,2.8508288,1.5868659
76.583,1.7029525,2.8665636,1.254539
76.625,1.6982264,2.8586962,1.553387
76.667,1.6935003,2.8508288,2.4167068
76.708,1.6982264,2.8586962,3.0240814
76.75,1.7029525,2.8665636,19.2100966
76.792,1.6982264,2.8586962,38.9029063
76.833,1.6935003,2.8508288,39.7801214
76.875,1.6982264,2.8586962,37.8346096
76.917,1.7029525,2.8665636,3.9980542
76.958,1.6982264,2.8586962,1.1476216
77,1.6935003,2.8508288,1.2792449
77.042,1.6982264,2.8586962,1.2272861
77.083,1.7029525,2.8665636,1.1801383
77.125,1.6982264,2.8586962,1.2875368
77.167,1.6935003,2.8508288,0.8881389
77.208,1.6982264,2.8586962,1.3175348
77.25,1.6982264,2.8586962,1.103983
77.292,1.6982264,2.8586962,1.4419416
77.333,1.6982264,2.8586962,0.9241365
77.375,1.6982264,2.8586962,1.1927318
77.417,1.6982264,2.8586962,1.7381577
77.458,1.6982264,2.8586962,1.1186141
77.5,1.6982264,2.8586962,1.2107589
77.542,1.6982264,2.8586962,1.0785413
77.583,1.6982264,2.8586962,1.5397181
77.625,1.6982264,2.8586962,1.6788692
77.667,1.6982264,2.8586962,3.0989349
77.708,1.6982264,2.8586962,13.9485606
77.75,1.6982264,2.8586962,38.6864396
77.792,1.6982264,2.8586962,42.40472
77.833,1.6982264,2.8586962,38.1918971
77.875,1.6982264,2.8586962,14.0643642
77.917,1.6982264,2.8586962,2.0420431
77.958,1.6982264,2.8586962,1.5241248
78,1.6982264,2.8586962,0.9271363
78.042,1.6982264,2.8586962,1.6532011
78.083,1.6982264,2.8586962,1.9831225
78.125,1.6982264,2.8586962,1.3021679
78.167,1.6982264,2.8586962,0.9640961
78.208,1.6982264,2.8586962,1.6083173
78.25,1.6982264,2.8586962,1.9924898
78.292,1.6982264,2.8586962,2.4066037
78.333,1.6982264,2.8586962,5.0935189
78.375,1.6982264,2.8586962,2.7378269
78.417,1.6982264,2.8586962,1.2465018
78.458,1.6982264,2.8586962,1.310573
78.5,1.6982264,2.8586962,1.856197
78.542,1.6982264,2.8586962,1.3674277
78.583,1.6935003,2.8508288,1.9356351
78.625,1.7029525,2.8665636,1.3302415
78.667,1.6982264,2.8586962,1.4562048
78.708,1.6935003,2.8508288,1.5821964
78.75,1.6982264,2.8586962,2.5878369
78.792,1.7029525,2.8665636,4.4285255
78.833,1.6982264,2.8586962,3.7497217
78.875,1.6935003,2.8508288,3.1806936
78.917,1.6982264,2.8586962,3.8582805
78.958,1.7029525,2.8665636,2.2958375
79,1.6935003,2.8508288,2.2321908
79.042,1.6982264,2.8586962,0.9416542
79.083,1.6982264,2.8586962,1.2820183
79.125,1.7029525,2.8665636,0.9961034
79.167,1.6935003,2.8508288,1.6004216
79.208,1.7029525,2.8665636,1.072287
79.25,1.6935003,2.8508288,1.5306055
79.292,1.6982264,2.8586962,1.2416059
79.333,1.6982264,2.8586962,1.7076786
79.375,1.6982264,2.8586962,1.0582785
79.417,1.6982264,2.8586962,1.9701611
79.458,1.6982264,2.8586962,1.2178339
79.5,1.6982264,2.8586962,1.5980161
79.542,1.6982264,2.8586962,1.2266069
79.583,1.6982264,2.8586962,1.1969485
79.625,1.6982264,2.8586962,1.2375024
79.667,1.6982264,2.8586962,1.4384607
79.708,1.6982264,2.8586962,0.7987675
79.75,1.6982264,2.8586962,1.2932817
79.792,1.6982264,2.8586962,1.0214319
79.833,1.6982264,2.8586962,1.2623498
79.875,1.6982264,2.8586962,1.1106901
79.917,1.6982264,2.8586962,1.4655721
79.958,1.6982264,2.8586962,1.0475811
80,1.6982264,2.8586962,1.4279048
80.042,1.6982264,2.8586962,1.3810966
80.083,1.6982264,2.8586962,1.5327563
80.125,1.6982264,2.8586962,1.6033082
80.167,1.6982264,2.8586962,1.4458753
80.208,1.6982264,2.8586962,1.7724573
80.25,1.6982264,2.8586962,1.0343933
80.292,1.6982264,2.8586962,1.2601707
80.333,1.6982264,2.8586962,1.6690208
80.375,1.6982264,2.8586962,1.0797582
80.417,1.6982264,2.8586962,1.8948265
80.458,1.6982264,2.8586962,1.3340903
80.5,1.6982264,2.8586962,2.184194
80.542,1.6982264,2.8586962,1.3566171
80.583,1.6982264,2.8586962,1.9792737
80.625,1.6935003,2.8508288,1.3407974
80.667,1.7029525,2.8665636,1.6016102
80.708,1.6982264,2.8586962,1.7602034
80.75,1.6935003,2.8508288,1.2714624
80.792,1.6982264,2.8586962,1.2492752
80.833,1.7029525,2.8665636,1.0978702
80.875,1.6982264,2.8586962,1.2565766
80.917,1.6935003,2.8508288,1.5987236
80.958,1.6982264,2.8586962,0.9812459
81,1.7029525,2.8665636,0.9951412
81.042,1.6982264,2.8586962,0.8733946
81.083,1.6935003,2.8508288,1.3520891
81.125,1.6982264,2.8586962,0.8795074
81.167,1.6982264,2.8586962,1.6870196
81.208,1.6982264,2.8586962,1.1139446
81.25,1.6982264,2.8586962,0.7866551
81.292,1.6982264,2.8586962,0.9758406
81.333,1.6982264,2.8586962,1.8020874
81.375,1.6982264,2.8586962,1.1447633
81.417,1.6982264,2.8586962,0.7868815
81.458,1.6982264,2.8586962,1.6011291
81.5,1.6982264,2.8586962,1.9452005
81.542,1.6982264,2.8586962,0.9315511
81.583,1.6982264,2.8586962,1.4393097
81.625,1.6982264,2.8586962,1.5042016
81.667,1.6982264,2.8586962,1.3206478
81.708,1.6982264,2.8586962,3.8165097
81.75,1.6982264,2.8586962,36.9882981
81.792,1.6982264,2.8586962,5.5088497
81.833,1.6982264,2.8586962,3.1209523
81.875,1.6982264,2.8586962,3.283932
81.917,1.6982264,2.8586962,2.2083056
81.958,1.6982264,2.8586962,1.8144545
82,1.6982264,2.8586962,2.0032721
82.042,1.6982264,2.8586962,1.6524936
82.083,1.6982264,2.8586962,1.5915354
82.125,1.6982264,2.8586962,1.4883536
82.167,1.6982264,2.8586962,1.7246869
82.208,1.6982264,2.8586962,1.3839832
82.25,1.6935003,2.8508288,1.3141671
82.292,1.7029525,2.8665636,1.938267
82.333,1.6982264,2.8586962,1.6592007
82.375,1.6935003,2.8508288,1.3810966
82.417,1.6982264,2.8586962,2.0860496
82.458,1.7029525,2.8665636,2.1141232
82.5,1.6982264,2.8586962,1.3209025
82.542,1.6935003,2.8508288,1.4744583
82.583,1.6982264,2.8586962,1.3580887
82.625,1.7029525,2.8665636,1.9425686
82.667,1.6982264,2.8586962,1.5889035
82.708,1.6935003,2.8508288,1.5932334
82.75,1.6982264,2.8586962,1.5680181
82.792,1.7029525,2.8665636,3.3360323
82.833,1.6935003,2.8508288,13.0131041
82.875,1.6982264,2.8586962,6.1156017
82.917,1.6982264,2.8586962,1.4605913
82.958,1.6982264,2.8586962,0.5719147
83,1.6982264,2.8586962,1.8668661
83.042,1.6982264,2.8586962,2.0234217
83.083,1.6982264,2.8586962,2.0673433
83.125,1.6982264,2.8586962,1.9669349
83.167,1.6982264,2.8586962,1.2432473
83.208,1.6982264,2.8586962,1.2497563
83.25,1.6982264,2.8586962,1.1388769
83.292,1.6982264,2.8586962,1.1505365
83.333,1.6982264,2.8586962,1.9767833
83.375,1.6982264,2.8586962,1.3883131
83.417,1.6982264,2.8586962,0.8922141
83.458,1.6982264,2.8586962,1.5984972
83.5,1.6982264,2.8586962,1.4882404
83.542,1.6982264,2.8586962,1.2169849
83.583,1.6982264,2.8586962,1.7516851
83.625,1.6982264,2.8586962,1.4973813
83.667,1.6982264,2.8586962,1.7671935
83.708,1.6982264,2.8586962,1.6867083
83.75,1.6982264,2.8586962,1.8826009
83.792,1.6982264,2.8586962,1.1793176
83.833,1.6982264,2.8586962,1.0413551
83.875,1.6982264,2.8586962,1.5255681
83.917,1.6982264,2.8586962,1.9754532
83.958,1.6982264,2.8586962,1.7966821
84,1.6982264,2.8586962,1.0183189
84.042,1.6982264,2.8586962,1.8768277
84.083,1.6982264,2.8586962,1.436791
84.125,1.6935003,2.8508288,1.6241936
84.167,1.7029525,2.8665636,0.878432
84.208,1.6982264,2.8586962,1.3206478
84.25,1.6982264,2.8586962,1.294725
84.292,1.6935003,2.8508288,1.3887659
84.333,1.7029525,2.8665636,1.6810483
84.375,1.6982264,2.8586962,1.4939004
84.417,1.6982264,2.8586962,1.7463081
84.458,1.6935003,2.8508288,1.6239389
84.5,1.6982264,2.8586962,2.2446711
84.542,1.7029525,2.8665636,1.1231704
84.583,1.6935003,2.8508288,1.040874
84.625,1.6982264,2.8586962,1.4339044
84.667,1.6982264,2.8586962,1.2940175
84.708,1.6982264,2.8586962,1.9300883
84.75,1.6982264,2.8586962,1.371984
84.792,1.6982264,2.8586962,1.7462798
84.833,1.6982264,2.8586962,0.8853938
84.875,1.6982264,2.8586962,1.5938277
84.917,1.6982264,2.8586962,1.5700557
84.958,1.6982264,2.8586962,1.8470844
85,1.6982264,2.8586962,1.2462471
85.042,1.6982264,2.8586962,1.2613593
85.083,1.6982264,2.8586962,1.4714302
85.125,1.6982264,2.8586962,1.2336536
85.167,1.6982264,2.8586962,1.3379108
85.208,1.6982264,2.8586962,1.4810522
85.25,1.6982264,2.8586962,1.3674277
85.292,1.6982264,2.8586962,1.7600902
85.333,1.6982264,2.8586962,1.2362006
85.375,1.6982264,2.8586962,1.4956833
85.417,1.6982264,2.8586962,0.779099
85.458,1.6982264,2.8586962,1.4052082
85.5,1.6982264,2.8586962,1.3489761
85.542,1.6982264,2.8586962,1.5136821
85.583,1.6935003,2.8508288,1.553387
85.625,1.6982264,2.8586962,1.526502
85.667,1.6982264,2.8586962,1.7786833
85.708,1.7029525,2.8665636,1.2851313
85.75,1.6982264,2.8586962,1.0610236
85.792,1.6935003,2.8508288,1.398869
85.833,1.6982264,2.8586962,1.3415049
85.875,1.6982264,2.8586962,1.3081675
85.917,1.7029525,2.8665636,0.9148824
85.958,1.6982264,2.8586962,1.5562453
86,1.6935003,2.8508288,1.4154245
86.042,1.6982264,2.8586962,1.782051
86.083,1.6982264,2.8586962,1.0809185
86.125,1.7029525,2.8665636,1.4273954
86.167,1.6935003,2.8508288,1.5759421
86.208,1.6982264,2.8586962,0.9540213
86.25,1.6982264,2.8586962,1.7074239
86.292,1.6982264,2.8586962,1.419245
86.333,1.6982264,2.8586962,1.1447633
86.375,1.6982264,2.8586962,1.1562814
86.417,1.6982264,2.8586962,1.3990954
86.458,1.6982264,2.8586962,1.0773527
86.5,1.6982264,2.8586962,1.4168678
86.542,1.6982264,2.8586962,1.5270114
86.583,1.6982264,2.8586962,1.2952061
86.625,1.6982264,2.8586962,1.258501
86.667,1.6982264,2.8586962,1.2246825
86.708,1.6982264,2.8586962,1.4722792
86.75,1.6982264,2.8586962,2.9373985
86.792,1.6982264,2.8586962,8.3260298
86.833,1.6982264,2.8586962,8.5491753
86.875,1.6982264,2.8586962,4.1219233
86.917,1.6982264,2.8586962,1.0463642
86.958,1.6982264,2.8586962,1.6682001
87,1.6982264,2.8586962,1.6181657
87.042,1.6982264,2.8586962,1.4549879
87.083,1.6982264,2.8586962,1.7944181
87.125,1.6982264,2.8586962,2.5900726
87.167,1.6982264,2.8586962,1.2649817
87.208,1.6982264,2.8586962,2.686236
87.25,1.6982264,2.8586962,2.8809117
87.292,1.6982264,2.8586962,4.3221741
87.333,1.6982264,2.8586962,3.6184663
87.375,1.6982264,2.8586962,1.6280424
87.417,1.6982264,2.8586962,1.3226854
87.458,1.6982264,2.8586962,1.5476421
87.5,1.6935003,2.8508288,1.6644645
87.542,1.7029525,2.8665636,1.3655033
87.583,1.6982264,2.8586962,1.3647958
87.625,1.6935003,2.8508288,1.212655
87.667,1.7029525,2.8665636,1.2972437
87.708,1.6982264,2.8586962,1.3840964
87.75,1.6982264,2.8586962,2.3821242
87.792,1.6935003,2.8508288,8.772151
87.833,1.6982264,2.8586962,19.3885564
87.875,1.7029525,2.8665636,4.0229016
87.917,1.6982264,2.8586962,1.092946
87.958,1.6935003,2.8508288,1.1874963
88,1.6982264,2.8586962,2.4070848
88.042,1.6982264,2.8586962,1.3254588
88.083,1.7029525,2.8665636,1.1783554
88.125,1.6935003,2.8508288,1.3837568
88.167,1.6982264,2.8586962,1.5629807
88.208,1.6982264,2.8586962,2.7144511
88.25,1.6982264,2.8586962,3.2095313
88.292,1.6982264,2.8586962,3.56014
