$Trinity Br2 inflow year 2019 updated YC 6/1/23,
6.417,10.98683279
6.458,10.98683279
6.5,10.98683279
6.542,10.98683279
6.583,10.98683279
6.625,10.98683279
6.667,10.98683279
6.708,10.98683279
6.75,10.98683279
6.792,10.98683279
6.833,10.98683279
6.875,10.98683279
6.917,10.98683279
6.958,10.98683279
7,6.767662466
7.042,6.767662466
7.083,6.767662466
7.125,6.767662466
7.167,6.767662466
7.208,6.767662466
7.25,6.767662466
7.292,6.767662466
7.333,6.767662466
7.375,6.767662466
7.417,6.767662466
7.458,6.767662466
7.5,6.767662466
7.542,6.767662466
7.583,6.767662466
7.625,6.767662466
7.667,6.767662466
7.708,6.767662466
7.75,6.767662466
7.792,6.767662466
7.833,6.767662466
7.875,6.767662466
7.917,6.767662466
7.958,6.767662466
8,16.98994761
8.042,16.98994761
8.083,16.98994761
8.125,16.98994761
8.167,16.98994761
8.208,16.98994761
8.25,16.98994761
8.292,16.98994761
8.333,16.98994761
8.375,16.98994761
8.417,16.98994761
8.458,16.98994761
8.5,16.98994761
8.542,16.98994761
8.583,16.98994761
8.625,16.98994761
8.667,16.98994761
8.708,16.98994761
8.75,16.98994761
8.792,16.98994761
8.833,16.98994761
8.875,16.98994761
8.917,16.98994761
8.958,16.98994761
9,47.03383831
9.042,47.03383831
9.083,47.03383831
9.125,47.03383831
9.167,47.03383831
9.208,47.03383831
9.25,47.03383831
9.292,47.03383831
9.333,47.03383831
9.375,47.03383831
9.417,47.03383831
9.458,47.03383831
9.5,47.03383831
9.542,47.03383831
9.583,47.03383831
9.625,47.03383831
9.667,47.03383831
9.708,47.03383831
9.75,47.03383831
9.792,47.03383831
9.833,47.03383831
9.875,47.03383831
9.917,47.03383831
9.958,47.03383831
10,29.87399122
10.042,29.87399122
10.083,29.87399122
10.125,29.87399122
10.167,29.87399122
10.208,29.87399122
10.25,29.87399122
10.292,29.87399122
10.333,29.87399122
10.375,29.87399122
10.417,29.87399122
10.458,29.87399122
10.5,29.87399122
10.542,29.87399122
10.583,29.87399122
10.625,29.87399122
10.667,29.87399122
10.708,29.87399122
10.75,29.87399122
10.792,29.87399122
10.833,29.87399122
10.875,29.87399122
10.917,29.87399122
10.958,29.87399122
11,19.22695738
11.042,19.22695738
11.083,19.22695738
11.125,19.22695738
11.167,19.22695738
11.208,19.22695738
11.25,19.22695738
11.292,19.22695738
11.333,19.22695738
11.375,19.22695738
11.417,19.22695738
11.458,19.22695738
11.5,19.22695738
11.542,19.22695738
11.583,19.22695738
11.625,19.22695738
11.667,19.22695738
11.708,19.22695738
11.75,19.22695738
11.792,19.22695738
11.833,19.22695738
11.875,19.22695738
11.917,19.22695738
11.958,19.22695738
12,14.75293785
12.042,14.75293785
12.083,14.75293785
12.125,14.75293785
12.167,14.75293785
12.208,14.75293785
12.25,14.75293785
12.292,14.75293785
12.333,14.75293785
12.375,14.75293785
12.417,14.75293785
12.458,14.75293785
12.5,14.75293785
12.542,14.75293785
12.583,14.75293785
12.625,14.75293785
12.667,14.75293785
12.708,14.75293785
12.75,14.75293785
12.792,14.75293785
12.833,14.75293785
12.875,14.75293785
12.917,14.75293785
12.958,14.75293785
13,11.89296333
13.042,11.89296333
13.083,11.89296333
13.125,11.89296333
13.167,11.89296333
13.208,11.89296333
13.25,11.89296333
13.292,11.89296333
13.333,11.89296333
13.375,11.89296333
13.417,11.89296333
13.458,11.89296333
13.5,11.89296333
13.542,11.89296333
13.583,11.89296333
13.625,11.89296333
13.667,11.89296333
13.708,11.89296333
13.75,11.89296333
13.792,11.89296333
13.833,11.89296333
13.875,11.89296333
13.917,11.89296333
13.958,11.89296333
14,11.07178253
14.042,11.07178253
14.083,11.07178253
14.125,11.07178253
14.167,11.07178253
14.208,11.07178253
14.25,11.07178253
14.292,11.07178253
14.333,11.07178253
14.375,11.07178253
14.417,11.07178253
14.458,11.07178253
14.5,11.07178253
14.542,11.07178253
14.583,11.07178253
14.625,11.07178253
14.667,11.07178253
14.708,11.07178253
14.75,11.07178253
14.792,11.07178253
14.833,11.07178253
14.875,11.07178253
14.917,11.07178253
14.958,11.07178253
15,15.60243523
15.042,15.60243523
15.083,15.60243523
15.125,15.60243523
15.167,15.60243523
15.208,15.60243523
15.25,15.60243523
15.292,15.60243523
15.333,15.60243523
15.375,15.60243523
15.417,15.60243523
15.458,15.60243523
15.5,15.60243523
15.542,15.60243523
15.583,15.60243523
15.625,15.60243523
15.667,15.60243523
15.708,15.60243523
15.75,15.60243523
15.792,15.60243523
15.833,15.60243523
15.875,15.60243523
15.917,15.60243523
15.958,15.60243523
16,47.11878805
16.042,47.11878805
16.083,47.11878805
16.125,47.11878805
16.167,47.11878805
16.208,47.11878805
16.25,47.11878805
16.292,47.11878805
16.333,47.11878805
16.375,47.11878805
16.417,47.11878805
16.458,47.11878805
16.5,47.11878805
16.542,47.11878805
16.583,47.11878805
16.625,47.11878805
16.667,47.11878805
16.708,47.11878805
16.75,47.11878805
16.792,47.11878805
16.833,47.11878805
16.875,47.11878805
16.917,47.11878805
16.958,47.11878805
17,71.78252867
17.042,71.78252867
17.083,71.78252867
17.125,71.78252867
17.167,71.78252867
17.208,71.78252867
17.25,71.78252867
17.292,71.78252867
17.333,71.78252867
17.375,71.78252867
17.417,71.78252867
17.458,71.78252867
17.5,71.78252867
17.542,71.78252867
17.583,71.78252867
17.625,71.78252867
17.667,71.78252867
17.708,71.78252867
17.75,71.78252867
17.792,71.78252867
17.833,71.78252867
17.875,71.78252867
17.917,71.78252867
17.958,71.78252867
18,42.75803483
18.042,42.75803483
18.083,42.75803483
18.125,42.75803483
18.167,42.75803483
18.208,42.75803483
18.25,42.75803483
18.292,42.75803483
18.333,42.75803483
18.375,42.75803483
18.417,42.75803483
18.458,42.75803483
18.5,42.75803483
18.542,42.75803483
18.583,42.75803483
18.625,42.75803483
18.667,42.75803483
18.708,42.75803483
18.75,42.75803483
18.792,42.75803483
18.833,42.75803483
18.875,42.75803483
18.917,42.75803483
18.958,42.75803483
19,57.25612346
19.042,57.25612346
19.083,57.25612346
19.125,57.25612346
19.167,57.25612346
19.208,57.25612346
19.25,57.25612346
19.292,57.25612346
19.333,57.25612346
19.375,57.25612346
19.417,57.25612346
19.458,57.25612346
19.5,57.25612346
19.542,57.25612346
19.583,57.25612346
19.625,57.25612346
19.667,57.25612346
19.708,57.25612346
19.75,57.25612346
19.792,57.25612346
19.833,57.25612346
19.875,57.25612346
19.917,57.25612346
19.958,57.25612346
20,78.06880929
20.042,78.06880929
20.083,78.06880929
20.125,78.06880929
20.167,78.06880929
20.208,78.06880929
20.25,78.06880929
20.292,78.06880929
20.333,78.06880929
20.375,78.06880929
20.417,78.06880929
20.458,78.06880929
20.5,78.06880929
20.542,78.06880929
20.583,78.06880929
20.625,78.06880929
20.667,78.06880929
20.708,78.06880929
20.75,78.06880929
20.792,78.06880929
20.833,78.06880929
20.875,78.06880929
20.917,78.06880929
20.958,78.06880929
21,45.64632592
21.042,45.64632592
21.083,45.64632592
21.125,45.64632592
21.167,45.64632592
21.208,45.64632592
21.25,45.64632592
21.292,45.64632592
21.333,45.64632592
21.375,45.64632592
21.417,45.64632592
21.458,45.64632592
21.5,45.64632592
21.542,45.64632592
21.583,45.64632592
21.625,45.64632592
21.667,45.64632592
21.708,45.64632592
21.75,45.64632592
21.792,45.64632592
21.833,45.64632592
21.875,45.64632592
21.917,45.64632592
21.958,45.64632592
22,28.31657936
22.042,28.31657936
22.083,28.31657936
22.125,28.31657936
22.167,28.31657936
22.208,28.31657936
22.25,28.31657936
22.292,28.31657936
22.333,28.31657936
22.375,28.31657936
22.417,28.31657936
22.458,28.31657936
22.5,28.31657936
22.542,28.31657936
22.583,28.31657936
22.625,28.31657936
22.667,28.31657936
22.708,28.31657936
22.75,28.31657936
22.792,28.31657936
22.833,28.31657936
22.875,28.31657936
22.917,28.31657936
22.958,28.31657936
23,23.55939403
23.042,23.55939403
23.083,23.55939403
23.125,23.55939403
23.167,23.55939403
23.208,23.55939403
23.25,23.55939403
23.292,23.55939403
23.333,23.55939403
23.375,23.55939403
23.417,23.55939403
23.458,23.55939403
23.5,23.55939403
23.542,23.55939403
23.583,23.55939403
23.625,23.55939403
23.667,23.55939403
23.708,23.55939403
23.75,23.55939403
23.792,23.55939403
23.833,23.55939403
23.875,23.55939403
23.917,23.55939403
23.958,23.55939403
24,21.23743452
24.042,21.23743452
24.083,21.23743452
24.125,21.23743452
24.167,21.23743452
24.208,21.23743452
24.25,21.23743452
24.292,21.23743452
24.333,21.23743452
24.375,21.23743452
24.417,21.23743452
24.458,21.23743452
24.5,21.23743452
24.542,21.23743452
24.583,21.23743452
24.625,21.23743452
24.667,21.23743452
24.708,21.23743452
24.75,21.23743452
24.792,21.23743452
24.833,21.23743452
24.875,21.23743452
24.917,21.23743452
24.958,21.23743452
25,15.68738496
25.042,15.68738496
25.083,15.68738496
25.125,15.68738496
25.167,15.68738496
25.208,15.68738496
25.25,15.68738496
25.292,15.68738496
25.333,15.68738496
25.375,15.68738496
25.417,15.68738496
25.458,15.68738496
25.5,15.68738496
25.542,15.68738496
25.583,15.68738496
25.625,15.68738496
25.667,15.68738496
25.708,15.68738496
25.75,15.68738496
25.792,15.68738496
25.833,15.68738496
25.875,15.68738496
25.917,15.68738496
25.958,15.68738496
26,14.41313889
26.042,14.41313889
26.083,14.41313889
26.125,14.41313889
26.167,14.41313889
26.208,14.41313889
26.25,14.41313889
26.292,14.41313889
26.333,14.41313889
26.375,14.41313889
26.417,14.41313889
26.458,14.41313889
26.5,14.41313889
26.542,14.41313889
26.583,14.41313889
26.625,14.41313889
26.667,14.41313889
26.708,14.41313889
26.75,14.41313889
26.792,14.41313889
26.833,14.41313889
26.875,14.41313889
26.917,14.41313889
26.958,14.41313889
27,16.08381707
27.042,16.08381707
27.083,16.08381707
27.125,16.08381707
27.167,16.08381707
27.208,16.08381707
27.25,16.08381707
27.292,16.08381707
27.333,16.08381707
27.375,16.08381707
27.417,16.08381707
27.458,16.08381707
27.5,16.08381707
27.542,16.08381707
27.583,16.08381707
27.625,16.08381707
27.667,16.08381707
27.708,16.08381707
27.75,16.08381707
27.792,16.08381707
27.833,16.08381707
27.875,16.08381707
27.917,16.08381707
27.958,16.08381707
28,13.90344046
28.042,13.90344046
28.083,13.90344046
28.125,13.90344046
28.167,13.90344046
28.208,13.90344046
28.25,13.90344046
28.292,13.90344046
28.333,13.90344046
28.375,13.90344046
28.417,13.90344046
28.458,13.90344046
28.5,13.90344046
28.542,13.90344046
28.583,13.90344046
28.625,13.90344046
28.667,13.90344046
28.708,13.90344046
28.75,13.90344046
28.792,13.90344046
28.833,13.90344046
28.875,13.90344046
28.917,13.90344046
28.958,13.90344046
29,15.43253575
29.042,15.43253575
29.083,15.43253575
29.125,15.43253575
29.167,15.43253575
29.208,15.43253575
29.25,15.43253575
29.292,15.43253575
29.333,15.43253575
29.375,15.43253575
29.417,15.43253575
29.458,15.43253575
29.5,15.43253575
29.542,15.43253575
29.583,15.43253575
29.625,15.43253575
29.667,15.43253575
29.708,15.43253575
29.75,15.43253575
29.792,15.43253575
29.833,15.43253575
29.875,15.43253575
29.917,15.43253575
29.958,15.43253575
30,15.20600311
30.042,15.20600311
30.083,15.20600311
30.125,15.20600311
30.167,15.20600311
30.208,15.20600311
30.25,15.20600311
30.292,15.20600311
30.333,15.20600311
30.375,15.20600311
30.417,15.20600311
30.458,15.20600311
30.5,15.20600311
30.542,15.20600311
30.583,15.20600311
30.625,15.20600311
30.667,15.20600311
30.708,15.20600311
30.75,15.20600311
30.792,15.20600311
30.833,15.20600311
30.875,15.20600311
30.917,15.20600311
30.958,15.20600311
31,13.45037519
31.042,13.45037519
31.083,13.45037519
31.125,13.45037519
31.167,13.45037519
31.208,13.45037519
31.25,13.45037519
31.292,13.45037519
31.333,13.45037519
31.375,13.45037519
31.417,13.45037519
31.458,13.45037519
31.5,13.45037519
31.542,13.45037519
31.583,13.45037519
31.625,13.45037519
31.667,13.45037519
31.708,13.45037519
31.75,13.45037519
31.792,13.45037519
31.833,13.45037519
31.875,13.45037519
31.917,13.45037519
31.958,13.45037519
32,22.45504743
32.042,22.45504743
32.083,22.45504743
32.125,22.45504743
32.167,22.45504743
32.208,22.45504743
32.25,22.45504743
32.292,22.45504743
32.333,22.45504743
32.375,22.45504743
32.417,22.45504743
32.458,22.45504743
32.5,22.45504743
32.542,22.45504743
32.583,22.45504743
32.625,22.45504743
32.667,22.45504743
32.708,22.45504743
32.75,22.45504743
32.792,22.45504743
32.833,22.45504743
32.875,22.45504743
32.917,22.45504743
32.958,22.45504743
33,49.21421492
33.042,49.21421492
33.083,49.21421492
33.125,49.21421492
33.167,49.21421492
33.208,49.21421492
33.25,49.21421492
33.292,49.21421492
33.333,49.21421492
33.375,49.21421492
33.417,49.21421492
33.458,49.21421492
33.5,49.21421492
33.542,49.21421492
33.583,49.21421492
33.625,49.21421492
33.667,49.21421492
33.708,49.21421492
33.75,49.21421492
33.792,49.21421492
33.833,49.21421492
33.875,49.21421492
33.917,49.21421492
33.958,49.21421492
34,39.69984426
34.042,39.69984426
34.083,39.69984426
34.125,39.69984426
34.167,39.69984426
34.208,39.69984426
34.25,39.69984426
34.292,39.69984426
34.333,39.69984426
34.375,39.69984426
34.417,39.69984426
34.458,39.69984426
34.5,39.69984426
34.542,39.69984426
34.583,39.69984426
34.625,39.69984426
34.667,39.69984426
34.708,39.69984426
34.75,39.69984426
34.792,39.69984426
34.833,39.69984426
34.875,39.69984426
34.917,39.69984426
34.958,39.69984426
35,30.78012176
35.042,30.78012176
35.083,30.78012176
35.125,30.78012176
35.167,30.78012176
35.208,30.78012176
35.25,30.78012176
35.292,30.78012176
35.333,30.78012176
35.375,30.78012176
35.417,30.78012176
35.458,30.78012176
35.5,30.78012176
35.542,30.78012176
35.583,30.78012176
35.625,30.78012176
35.667,30.78012176
35.708,30.78012176
35.75,30.78012176
35.792,30.78012176
35.833,30.78012176
35.875,30.78012176
35.917,30.78012176
35.958,30.78012176
36,24.8336401
36.042,24.8336401
36.083,24.8336401
36.125,24.8336401
36.167,24.8336401
36.208,24.8336401
36.25,24.8336401
36.292,24.8336401
36.333,24.8336401
36.375,24.8336401
36.417,24.8336401
36.458,24.8336401
36.5,24.8336401
36.542,24.8336401
36.583,24.8336401
36.625,24.8336401
36.667,24.8336401
36.708,24.8336401
36.75,24.8336401
36.792,24.8336401
36.833,24.8336401
36.875,24.8336401
36.917,24.8336401
36.958,24.8336401
37,19.73665581
37.042,19.73665581
37.083,19.73665581
37.125,19.73665581
37.167,19.73665581
37.208,19.73665581
37.25,19.73665581
37.292,19.73665581
37.333,19.73665581
37.375,19.73665581
37.417,19.73665581
37.458,19.73665581
37.5,19.73665581
37.542,19.73665581
37.583,19.73665581
37.625,19.73665581
37.667,19.73665581
37.708,19.73665581
37.75,19.73665581
37.792,19.73665581
37.833,19.73665581
37.875,19.73665581
37.917,19.73665581
37.958,19.73665581
38,18.12261079
38.042,18.12261079
38.083,18.12261079
38.125,18.12261079
38.167,18.12261079
38.208,18.12261079
38.25,18.12261079
38.292,18.12261079
38.333,18.12261079
38.375,18.12261079
38.417,18.12261079
38.458,18.12261079
38.5,18.12261079
38.542,18.12261079
38.583,18.12261079
38.625,18.12261079
38.667,18.12261079
38.708,18.12261079
38.75,18.12261079
38.792,18.12261079
38.833,18.12261079
38.875,18.12261079
38.917,18.12261079
38.958,18.12261079
39,14.32818915
39.042,14.32818915
39.083,14.32818915
39.125,14.32818915
39.167,14.32818915
39.208,14.32818915
39.25,14.32818915
39.292,14.32818915
39.333,14.32818915
39.375,14.32818915
39.417,14.32818915
39.458,14.32818915
39.5,14.32818915
39.542,14.32818915
39.583,14.32818915
39.625,14.32818915
39.667,14.32818915
39.708,14.32818915
39.75,14.32818915
39.792,14.32818915
39.833,14.32818915
39.875,14.32818915
39.917,14.32818915
39.958,14.32818915
40,16.16876681
40.042,16.16876681
40.083,16.16876681
40.125,16.16876681
40.167,16.16876681
40.208,16.16876681
40.25,16.16876681
40.292,16.16876681
40.333,16.16876681
40.375,16.16876681
40.417,16.16876681
40.458,16.16876681
40.5,16.16876681
40.542,16.16876681
40.583,16.16876681
40.625,16.16876681
40.667,16.16876681
40.708,16.16876681
40.75,16.16876681
40.792,16.16876681
40.833,16.16876681
40.875,16.16876681
40.917,16.16876681
40.958,16.16876681
41,12.79909387
41.042,12.79909387
41.083,12.79909387
41.125,12.79909387
41.167,12.79909387
41.208,12.79909387
41.25,12.79909387
41.292,12.79909387
41.333,12.79909387
41.375,12.79909387
41.417,12.79909387
41.458,12.79909387
41.5,12.79909387
41.542,12.79909387
41.583,12.79909387
41.625,12.79909387
41.667,12.79909387
41.708,12.79909387
41.75,12.79909387
41.792,12.79909387
41.833,12.79909387
41.875,12.79909387
41.917,12.79909387
41.958,12.79909387
42,11.80801359
42.042,11.80801359
42.083,11.80801359
42.125,11.80801359
42.167,11.80801359
42.208,11.80801359
42.25,11.80801359
42.292,11.80801359
42.333,11.80801359
42.375,11.80801359
42.417,11.80801359
42.458,11.80801359
42.5,11.80801359
42.542,11.80801359
42.583,11.80801359
42.625,11.80801359
42.667,11.80801359
42.708,11.80801359
42.75,11.80801359
42.792,11.80801359
42.833,11.80801359
42.875,11.80801359
42.917,11.80801359
42.958,11.80801359
43,24.26730851
43.042,24.26730851
43.083,24.26730851
43.125,24.26730851
43.167,24.26730851
43.208,24.26730851
43.25,24.26730851
43.292,24.26730851
43.333,24.26730851
43.375,24.26730851
43.417,24.26730851
43.458,24.26730851
43.5,24.26730851
43.542,24.26730851
43.583,24.26730851
43.625,24.26730851
43.667,24.26730851
43.708,24.26730851
43.75,24.26730851
43.792,24.26730851
43.833,24.26730851
43.875,24.26730851
43.917,24.26730851
43.958,24.26730851
44,29.9023078
44.042,29.9023078
44.083,29.9023078
44.125,29.9023078
44.167,29.9023078
44.208,29.9023078
44.25,29.9023078
44.292,29.9023078
44.333,29.9023078
44.375,29.9023078
44.417,29.9023078
44.458,29.9023078
44.5,29.9023078
44.542,29.9023078
44.583,29.9023078
44.625,29.9023078
44.667,29.9023078
44.708,29.9023078
44.75,29.9023078
44.792,29.9023078
44.833,29.9023078
44.875,29.9023078
44.917,29.9023078
44.958,29.9023078
45,58.41710321
45.042,58.41710321
45.083,58.41710321
45.125,58.41710321
45.167,58.41710321
45.208,58.41710321
45.25,58.41710321
45.292,58.41710321
45.333,58.41710321
45.375,58.41710321
45.417,58.41710321
45.458,58.41710321
45.5,58.41710321
45.542,58.41710321
45.583,58.41710321
45.625,58.41710321
45.667,58.41710321
45.708,58.41710321
45.75,58.41710321
45.792,58.41710321
45.833,58.41710321
45.875,58.41710321
45.917,58.41710321
45.958,58.41710321
46,42.3899193
46.042,42.3899193
46.083,42.3899193
46.125,42.3899193
46.167,42.3899193
46.208,42.3899193
46.25,42.3899193
46.292,42.3899193
46.333,42.3899193
46.375,42.3899193
46.417,42.3899193
46.458,42.3899193
46.5,42.3899193
46.542,42.3899193
46.583,42.3899193
46.625,42.3899193
46.667,42.3899193
46.708,42.3899193
46.75,42.3899193
46.792,42.3899193
46.833,42.3899193
46.875,42.3899193
46.917,42.3899193
46.958,42.3899193
47,29.36429279
47.042,29.36429279
47.083,29.36429279
47.125,29.36429279
47.167,29.36429279
47.208,29.36429279
47.25,29.36429279
47.292,29.36429279
47.333,29.36429279
47.375,29.36429279
47.417,29.36429279
47.458,29.36429279
47.5,29.36429279
47.542,29.36429279
47.583,29.36429279
47.625,29.36429279
47.667,29.36429279
47.708,29.36429279
47.75,29.36429279
47.792,29.36429279
47.833,29.36429279
47.875,29.36429279
47.917,29.36429279
47.958,29.36429279
48,23.38949455
48.042,23.38949455
48.083,23.38949455
48.125,23.38949455
48.167,23.38949455
48.208,23.38949455
48.25,23.38949455
48.292,23.38949455
48.333,23.38949455
48.375,23.38949455
48.417,23.38949455
48.458,23.38949455
48.5,23.38949455
48.542,23.38949455
48.583,23.38949455
48.625,23.38949455
48.667,23.38949455
48.708,23.38949455
48.75,23.38949455
48.792,23.38949455
48.833,23.38949455
48.875,23.38949455
48.917,23.38949455
48.958,23.38949455
49,19.51012318
49.042,19.51012318
49.083,19.51012318
49.125,19.51012318
49.167,19.51012318
49.208,19.51012318
49.25,19.51012318
49.292,19.51012318
49.333,19.51012318
49.375,19.51012318
49.417,19.51012318
49.458,19.51012318
49.5,19.51012318
49.542,19.51012318
49.583,19.51012318
49.625,19.51012318
49.667,19.51012318
49.708,19.51012318
49.75,19.51012318
49.792,19.51012318
49.833,19.51012318
49.875,19.51012318
49.917,19.51012318
49.958,19.51012318
50,16.28203313
50.042,16.28203313
50.083,16.28203313
50.125,16.28203313
50.167,16.28203313
50.208,16.28203313
50.25,16.28203313
50.292,16.28203313
50.333,16.28203313
50.375,16.28203313
50.417,16.28203313
50.458,16.28203313
50.5,16.28203313
50.542,16.28203313
50.583,16.28203313
50.625,16.28203313
50.667,16.28203313
50.708,16.28203313
50.75,16.28203313
50.792,16.28203313
50.833,16.28203313
50.875,16.28203313
50.917,16.28203313
50.958,16.28203313
51,18.5190429
51.042,18.5190429
51.083,18.5190429
51.125,18.5190429
51.167,18.5190429
51.208,18.5190429
51.25,18.5190429
51.292,18.5190429
51.333,18.5190429
51.375,18.5190429
51.417,18.5190429
51.458,18.5190429
51.5,18.5190429
51.542,18.5190429
51.583,18.5190429
51.625,18.5190429
51.667,18.5190429
51.708,18.5190429
51.75,18.5190429
51.792,18.5190429
51.833,18.5190429
51.875,18.5190429
51.917,18.5190429
51.958,18.5190429
52,16.11213365
52.042,16.11213365
52.083,16.11213365
52.125,16.11213365
52.167,16.11213365
52.208,16.11213365
52.25,16.11213365
52.292,16.11213365
52.333,16.11213365
52.375,16.11213365
52.417,16.11213365
52.458,16.11213365
52.5,16.11213365
52.542,16.11213365
52.583,16.11213365
52.625,16.11213365
52.667,16.11213365
52.708,16.11213365
52.75,16.11213365
52.792,16.11213365
52.833,16.11213365
52.875,16.11213365
52.917,16.11213365
52.958,16.11213365
53,12.77077729
53.042,12.77077729
53.083,12.77077729
53.125,12.77077729
53.167,12.77077729
53.208,12.77077729
53.25,12.77077729
53.292,12.77077729
53.333,12.77077729
53.375,12.77077729
53.417,12.77077729
53.458,12.77077729
53.5,12.77077729
53.542,12.77077729
53.583,12.77077729
53.625,12.77077729
53.667,12.77077729
53.708,12.77077729
53.75,12.77077729
53.792,12.77077729
53.833,12.77077729
53.875,12.77077729
53.917,12.77077729
53.958,12.77077729
54,15.48916891
54.042,15.48916891
54.083,15.48916891
54.125,15.48916891
54.167,15.48916891
54.208,15.48916891
54.25,15.48916891
54.292,15.48916891
54.333,15.48916891
54.375,15.48916891
54.417,15.48916891
54.458,15.48916891
54.5,15.48916891
54.542,15.48916891
54.583,15.48916891
54.625,15.48916891
54.667,15.48916891
54.708,15.48916891
54.75,15.48916891
54.792,15.48916891
54.833,15.48916891
54.875,15.48916891
54.917,15.48916891
54.958,15.48916891
55,20.47288688
55.042,20.47288688
55.083,20.47288688
55.125,20.47288688
55.167,20.47288688
55.208,20.47288688
55.25,20.47288688
55.292,20.47288688
55.333,20.47288688
55.375,20.47288688
55.417,20.47288688
55.458,20.47288688
55.5,20.47288688
55.542,20.47288688
55.583,20.47288688
55.625,20.47288688
55.667,20.47288688
55.708,20.47288688
55.75,20.47288688
55.792,20.47288688
55.833,20.47288688
55.875,20.47288688
55.917,20.47288688
55.958,20.47288688
56,48.05323517
56.042,48.05323517
56.083,48.05323517
56.125,48.05323517
56.167,48.05323517
56.208,48.05323517
56.25,48.05323517
56.292,48.05323517
56.333,48.05323517
56.375,48.05323517
56.417,48.05323517
56.458,48.05323517
56.5,48.05323517
56.542,48.05323517
56.583,48.05323517
56.625,48.05323517
56.667,48.05323517
56.708,48.05323517
56.75,48.05323517
56.792,48.05323517
56.833,48.05323517
56.875,48.05323517
56.917,48.05323517
56.958,48.05323517
57,105.7624239
57.042,105.7624239
57.083,105.7624239
57.125,105.7624239
57.167,105.7624239
57.208,105.7624239
57.25,105.7624239
57.292,105.7624239
57.333,105.7624239
57.375,105.7624239
57.417,105.7624239
57.458,105.7624239
57.5,105.7624239
57.542,105.7624239
57.583,105.7624239
57.625,105.7624239
57.667,105.7624239
57.708,105.7624239
57.75,105.7624239
57.792,105.7624239
57.833,105.7624239
57.875,105.7624239
57.917,105.7624239
57.958,105.7624239
58,142.3474444
58.042,142.3474444
58.083,142.3474444
58.125,142.3474444
58.167,142.3474444
58.208,142.3474444
58.25,142.3474444
58.292,142.3474444
58.333,142.3474444
58.375,142.3474444
58.417,142.3474444
58.458,142.3474444
58.5,142.3474444
58.542,142.3474444
58.583,142.3474444
58.625,142.3474444
58.667,142.3474444
58.708,142.3474444
58.75,142.3474444
58.792,142.3474444
58.833,142.3474444
58.875,142.3474444
58.917,142.3474444
58.958,142.3474444
59,77.16267875
59.042,77.16267875
59.083,77.16267875
59.125,77.16267875
59.167,77.16267875
59.208,77.16267875
59.25,77.16267875
59.292,77.16267875
59.333,77.16267875
59.375,77.16267875
59.417,77.16267875
