$Trinity Br4 inflow year 2019 YC the same Tw as Stuart Fork 06/1/23,
",,,",
Jday,Stuart
148,8.22
148.042,8.22
148.083,8.22
148.125,8.22
148.167,8.22
148.208,8.22
148.25,8.22
148.292,8.22
148.333,8.22
148.375,8.22
148.417,8.22
148.458,8.22
148.5,8.22
148.542,8.22
148.583,8.22
148.625,8.22
148.667,8.22
148.708,8.22
148.75,8.22
148.792,8.22
148.833,8.22
148.875,8.22
148.917,8.22
148.958,8.22
149,8.43
149.042,8.43
149.083,8.43
149.125,8.43
149.167,8.43
149.208,8.43
149.25,8.43
149.292,8.43
149.333,8.43
149.375,8.43
149.417,8.43
149.458,8.43
149.5,8.43
149.542,8.43
149.583,8.43
149.625,8.43
149.667,8.43
149.708,8.43
149.75,8.43
149.792,8.43
149.833,8.43
149.875,8.43
149.917,8.43
149.958,8.43
150,8.08
150.042,8.08
150.083,8.08
150.125,8.08
150.167,8.08
150.208,8.08
150.25,8.08
150.292,8.08
150.333,8.08
150.375,8.08
150.417,8.08
150.458,8.08
150.5,8.08
150.542,8.08
150.583,8.08
150.625,8.08
150.667,8.08
150.708,8.08
150.75,8.08
150.792,8.08
150.833,8.08
150.875,8.08
150.917,8.08
150.958,8.08
151,8.18
151.042,8.18
151.083,8.18
151.125,8.18
151.167,8.18
151.208,8.18
151.25,8.18
151.292,8.18
151.333,8.18
151.375,8.18
151.417,8.18
151.458,8.18
151.5,8.18
151.542,8.18
151.583,8.18
151.625,8.18
151.667,8.18
151.708,8.18
151.75,8.18
151.792,8.18
151.833,8.18
151.875,8.18
151.917,8.18
151.958,8.18
152,8.9
152.042,8.9
152.083,8.9
152.125,8.9
152.167,8.9
152.208,8.9
152.25,8.9
152.292,8.9
152.333,8.9
152.375,8.9
152.417,8.9
152.458,8.9
152.5,8.9
152.542,8.9
152.583,8.9
152.625,8.9
152.667,8.9
152.708,8.9
152.75,8.9
152.792,8.9
152.833,8.9
152.875,8.9
152.917,8.9
152.958,8.9
153,9.07
153.042,9.07
153.083,9.07
153.125,9.07
153.167,9.07
153.208,9.07
153.25,9.07
153.292,9.07
153.333,9.07
153.375,9.07
153.417,9.07
153.458,9.07
153.5,9.07
153.542,9.07
153.583,9.07
153.625,9.07
153.667,9.07
153.708,9.07
153.75,9.07
153.792,9.07
153.833,9.07
153.875,9.07
153.917,9.07
153.958,9.07
154,9.32
154.042,9.32
154.083,9.32
154.125,9.32
154.167,9.32
154.208,9.32
154.25,9.32
154.292,9.32
154.333,9.32
154.375,9.32
154.417,9.32
154.458,9.32
154.5,9.32
154.542,9.32
154.583,9.32
154.625,9.32
154.667,9.32
154.708,9.32
154.75,9.32
154.792,9.32
154.833,9.32
154.875,9.32
154.917,9.32
154.958,9.32
155,8.99
155.042,8.99
155.083,8.99
155.125,8.99
155.167,8.99
155.208,8.99
155.25,8.99
155.292,8.99
155.333,8.99
155.375,8.99
155.417,8.99
155.458,8.99
155.5,8.99
155.542,8.99
155.583,8.99
155.625,8.99
155.667,8.99
155.708,8.99
155.75,8.99
155.792,8.99
155.833,8.99
155.875,8.99
155.917,8.99
155.958,8.99
156,9.39
156.042,9.39
156.083,9.39
156.125,9.39
156.167,9.39
156.208,9.39
156.25,9.39
156.292,9.39
156.333,9.39
156.375,9.39
156.417,9.39
156.458,9.39
156.5,9.39
156.542,9.39
156.583,9.39
156.625,9.39
156.667,9.39
156.708,9.39
156.75,9.39
156.792,9.39
156.833,9.39
156.875,9.39
156.917,9.39
156.958,9.39
157,8.84
157.042,8.84
157.083,8.84
157.125,8.84
157.167,8.84
157.208,8.84
157.25,8.84
157.292,8.84
157.333,8.84
157.375,8.84
157.417,8.84
157.458,8.84
157.5,8.84
157.542,8.84
157.583,8.84
157.625,8.84
157.667,8.84
157.708,8.84
157.75,8.84
157.792,8.84
157.833,8.84
157.875,8.84
157.917,8.84
157.958,8.84
158,7.8
158.042,7.8
158.083,7.8
158.125,7.8
158.167,7.8
158.208,7.8
158.25,7.8
158.292,7.8
158.333,7.8
158.375,7.8
158.417,7.8
158.458,7.8
158.5,7.8
158.542,7.8
158.583,7.8
158.625,7.8
158.667,7.8
158.708,7.8
158.75,7.8
158.792,7.8
158.833,7.8
158.875,7.8
158.917,7.8
158.958,7.8
159,7.97
159.042,7.97
159.083,7.97
159.125,7.97
159.167,7.97
159.208,7.97
159.25,7.97
159.292,7.97
159.333,7.97
159.375,7.97
159.417,7.97
159.458,7.97
159.5,7.97
159.542,7.97
159.583,7.97
159.625,7.97
159.667,7.97
159.708,7.97
159.75,7.97
159.792,7.97
159.833,7.97
159.875,7.97
159.917,7.97
159.958,7.97
160,8.94
160.042,8.94
160.083,8.94
160.125,8.94
160.167,8.94
160.208,8.94
160.25,8.94
160.292,8.94
160.333,8.94
160.375,8.94
160.417,8.94
160.458,8.94
160.5,8.94
160.542,8.94
160.583,8.94
160.625,8.94
160.667,8.94
160.708,8.94
160.75,8.94
160.792,8.94
160.833,8.94
160.875,8.94
160.917,8.94
160.958,8.94
161,9.99
161.042,9.99
161.083,9.99
161.125,9.99
161.167,9.99
161.208,9.99
161.25,9.99
161.292,9.99
161.333,9.99
161.375,9.99
161.417,9.99
161.458,9.99
161.5,9.99
161.542,9.99
161.583,9.99
161.625,9.99
161.667,9.99
161.708,9.99
161.75,9.99
161.792,9.99
161.833,9.99
161.875,9.99
161.917,9.99
161.958,9.99
162,10.58
162.042,10.58
162.083,10.58
162.125,10.58
162.167,10.58
162.208,10.58
162.25,10.58
162.292,10.58
162.333,10.58
162.375,10.58
162.417,10.58
162.458,10.58
162.5,10.58
162.542,10.58
162.583,10.58
162.625,10.58
162.667,10.58
162.708,10.58
162.75,10.58
162.792,10.58
162.833,10.58
162.875,10.58
162.917,10.58
162.958,10.58
163,10.55
163.042,10.55
163.083,10.55
163.125,10.55
163.167,10.55
163.208,10.55
163.25,10.55
163.292,10.55
163.333,10.55
163.375,10.55
163.417,10.55
163.458,10.55
163.5,10.55
163.542,10.55
163.583,10.55
163.625,10.55
163.667,10.55
163.708,10.55
163.75,10.55
163.792,10.55
163.833,10.55
163.875,10.55
163.917,10.55
163.958,10.55
164,10.53
164.042,10.53
164.083,10.53
164.125,10.53
164.167,10.53
164.208,10.53
164.25,10.53
164.292,10.53
164.333,10.53
164.375,10.53
164.417,10.53
164.458,10.53
164.5,10.53
164.542,10.53
164.583,10.53
164.625,10.53
164.667,10.53
164.708,10.53
164.75,10.53
164.792,10.53
164.833,10.53
164.875,10.53
164.917,10.53
164.958,10.53
165,10.64
165.042,10.64
165.083,10.64
165.125,10.64
165.167,10.64
165.208,10.64
165.25,10.64
165.292,10.64
165.333,10.64
165.375,10.64
165.417,10.64
165.458,10.64
165.5,10.64
165.542,10.64
165.583,10.64
165.625,10.64
165.667,10.64
165.708,10.64
165.75,10.64
165.792,10.64
165.833,10.64
165.875,10.64
165.917,10.64
165.958,10.64
166,11.08
166.042,11.08
166.083,11.08
166.125,11.08
166.167,11.08
166.208,11.08
166.25,11.08
166.292,11.08
166.333,11.08
166.375,11.08
166.417,11.08
166.458,11.08
166.5,11.08
166.542,11.08
166.583,11.08
166.625,11.08
166.667,11.08
166.708,11.08
166.75,11.08
166.792,11.08
166.833,11.08
166.875,11.08
166.917,11.08
166.958,11.08
167,11.2
167.042,11.2
167.083,11.2
167.125,11.2
167.167,11.2
167.208,11.2
167.25,11.2
167.292,11.2
167.333,11.2
167.375,11.2
167.417,11.2
167.458,11.2
167.5,11.2
167.542,11.2
167.583,11.2
167.625,11.2
167.667,11.2
167.708,11.2
167.75,11.2
167.792,11.2
167.833,11.2
167.875,11.2
167.917,11.2
167.958,11.2
168,11.34
168.042,11.34
168.083,11.34
168.125,11.34
168.167,11.34
168.208,11.34
168.25,11.34
168.292,11.34
168.333,11.34
168.375,11.34
168.417,11.34
168.458,11.34
168.5,11.34
168.542,11.34
168.583,11.34
168.625,11.34
168.667,11.34
168.708,11.34
168.75,11.34
168.792,11.34
168.833,11.34
168.875,11.34
168.917,11.34
168.958,11.34
169,11.44
169.042,11.44
169.083,11.44
169.125,11.44
169.167,11.44
169.208,11.44
169.25,11.44
169.292,11.44
169.333,11.44
169.375,11.44
169.417,11.44
169.458,11.44
169.5,11.44
169.542,11.44
169.583,11.44
169.625,11.44
169.667,11.44
169.708,11.44
169.75,11.44
169.792,11.44
169.833,11.44
169.875,11.44
169.917,11.44
169.958,11.44
170,11.82
170.042,11.82
170.083,11.82
170.125,11.82
170.167,11.82
170.208,11.82
170.25,11.82
170.292,11.82
170.333,11.82
170.375,11.82
170.417,11.82
170.458,11.82
170.5,11.82
170.542,11.82
170.583,11.82
170.625,11.82
170.667,11.82
170.708,11.82
170.75,11.82
170.792,11.82
170.833,11.82
170.875,11.82
170.917,11.82
170.958,11.82
171,11.26
171.042,11.26
171.083,11.26
171.125,11.26
171.167,11.26
171.208,11.26
171.25,11.26
171.292,11.26
171.333,11.26
171.375,11.26
171.417,11.26
171.458,11.26
171.5,11.26
171.542,11.26
171.583,11.26
171.625,11.26
171.667,11.26
171.708,11.26
171.75,11.26
171.792,11.26
171.833,11.26
171.875,11.26
171.917,11.26
171.958,11.26
172,10.6
172.042,10.6
172.083,10.6
172.125,10.6
172.167,10.6
172.208,10.6
172.25,10.6
172.292,10.6
172.333,10.6
172.375,10.6
172.417,10.6
172.458,10.6
172.5,10.6
172.542,10.6
172.583,10.6
172.625,10.6
172.667,10.6
172.708,10.6
172.75,10.6
172.792,10.6
172.833,10.6
172.875,10.6
172.917,10.6
172.958,10.6
173,10.98
173.042,10.98
173.083,10.98
173.125,10.98
173.167,10.98
173.208,10.98
173.25,10.98
173.292,10.98
173.333,10.98
173.375,10.98
173.417,10.98
173.458,10.98
173.5,10.98
173.542,10.98
173.583,10.98
173.625,10.98
173.667,10.98
173.708,10.98
173.75,10.98
173.792,10.98
173.833,10.98
173.875,10.98
173.917,10.98
173.958,10.98
174,11.76
174.042,11.76
174.083,11.76
174.125,11.76
174.167,11.76
174.208,11.76
174.25,11.76
174.292,11.76
174.333,11.76
174.375,11.76
174.417,11.76
174.458,11.76
174.5,11.76
174.542,11.76
174.583,11.76
174.625,11.76
174.667,11.76
174.708,11.76
174.75,11.76
174.792,11.76
174.833,11.76
174.875,11.76
174.917,11.76
174.958,11.76
175,11.79
175.042,11.79
175.083,11.79
175.125,11.79
175.167,11.79
175.208,11.79
175.25,11.79
175.292,11.79
175.333,11.79
175.375,11.79
175.417,11.79
175.458,11.79
175.5,11.79
175.542,11.79
175.583,11.79
175.625,11.79
175.667,11.79
175.708,11.79
175.75,11.79
175.792,11.79
175.833,11.79
175.875,11.79
175.917,11.79
175.958,11.79
176,11.42
176.042,11.42
176.083,11.42
176.125,11.42
176.167,11.42
176.208,11.42
176.25,11.42
176.292,11.42
176.333,11.42
176.375,11.42
176.417,11.42
176.458,11.42
176.5,11.42
176.542,11.42
176.583,11.42
176.625,11.42
176.667,11.42
176.708,11.42
176.75,11.42
176.792,11.42
176.833,11.42
176.875,11.42
176.917,11.42
176.958,11.42
177,10.88
177.042,10.88
177.083,10.88
177.125,10.88
177.167,10.88
177.208,10.88
177.25,10.88
177.292,10.88
177.333,10.88
177.375,10.88
177.417,10.88
177.458,10.88
177.5,10.88
177.542,10.88
177.583,10.88
177.625,10.88
177.667,10.88
177.708,10.88
177.75,10.88
177.792,10.88
177.833,10.88
177.875,10.88
177.917,10.88
177.958,10.88
178,10.64
178.042,10.64
178.083,10.64
178.125,10.64
178.167,10.64
178.208,10.64
178.25,10.64
178.292,10.64
178.333,10.64
178.375,10.64
178.417,10.64
178.458,10.64
178.5,10.64
178.542,10.64
178.583,10.64
178.625,10.64
178.667,10.64
178.708,10.64
178.75,10.64
178.792,10.64
178.833,10.64
178.875,10.64
178.917,10.64
178.958,10.64
179,10.83
179.042,10.83
179.083,10.83
179.125,10.83
179.167,10.83
179.208,10.83
179.25,10.83
179.292,10.83
179.333,10.83
179.375,10.83
179.417,10.83
179.458,10.83
179.5,10.83
179.542,10.83
179.583,10.83
179.625,10.83
179.667,10.83
179.708,10.83
179.75,10.83
179.792,10.83
179.833,10.83
179.875,10.83
179.917,10.83
179.958,10.83
180,11.36
180.042,11.36
180.083,11.36
180.125,11.36
180.167,11.36
180.208,11.36
180.25,11.36
180.292,11.36
180.333,11.36
180.375,11.36
180.417,11.36
180.458,11.36
180.5,11.36
180.542,11.36
180.583,11.36
180.625,11.36
180.667,11.36
180.708,11.36
180.75,11.36
180.792,11.36
180.833,11.36
180.875,11.36
180.917,11.36
180.958,11.36
181,11.7
181.042,11.7
181.083,11.7
181.125,11.7
181.167,11.7
181.208,11.7
181.25,11.7
181.292,11.7
181.333,11.7
181.375,11.7
181.417,11.7
181.458,11.7
181.5,11.7
181.542,11.7
181.583,11.7
181.625,11.7
181.667,11.7
181.708,11.7
181.75,11.7
181.792,11.7
181.833,11.7
181.875,11.7
181.917,11.7
181.958,11.7
182,11.84
182.042,11.84
182.083,11.84
182.125,11.84
182.167,11.84
182.208,11.84
182.25,11.84
182.292,11.84
182.333,11.84
182.375,11.84
182.417,11.84
182.458,11.84
182.5,11.84
182.542,11.84
182.583,11.84
182.625,11.84
182.667,11.84
182.708,11.84
182.75,11.84
182.792,11.84
182.833,11.84
182.875,11.84
182.917,11.84
182.958,11.84
183,11.66
183.042,11.66
183.083,11.66
183.125,11.66
183.167,11.66
183.208,11.66
183.25,11.66
183.292,11.66
183.333,11.66
183.375,11.66
183.417,11.66
183.458,11.66
183.5,11.66
183.542,11.66
183.583,11.66
183.625,11.66
183.667,11.66
183.708,11.66
183.75,11.66
183.792,11.66
183.833,11.66
183.875,11.66
183.917,11.66
183.958,11.66
184,11.96
184.042,11.96
184.083,11.96
184.125,11.96
184.167,11.96
184.208,11.96
184.25,11.96
184.292,11.96
184.333,11.96
184.375,11.96
184.417,11.96
184.458,11.96
184.5,11.96
184.542,11.96
184.583,11.96
184.625,11.96
184.667,11.96
184.708,11.96
184.75,11.96
184.792,11.96
184.833,11.96
184.875,11.96
184.917,11.96
184.958,11.96
185,12.29
185.042,12.29
185.083,12.29
185.125,12.29
185.167,12.29
185.208,12.29
185.25,12.29
185.292,12.29
185.333,12.29
185.375,12.29
185.417,12.29
185.458,12.29
185.5,12.29
185.542,12.29
185.583,12.29
185.625,12.29
185.667,12.29
185.708,12.29
185.75,12.29
185.792,12.29
185.833,12.29
185.875,12.29
185.917,12.29
185.958,12.29
186,12.7
186.042,12.7
186.083,12.7
186.125,12.7
186.167,12.7
186.208,12.7
186.25,12.7
186.292,12.7
186.333,12.7
186.375,12.7
186.417,12.7
186.458,12.7
186.5,12.7
186.542,12.7
186.583,12.7
186.625,12.7
186.667,12.7
186.708,12.7
186.75,12.7
186.792,12.7
186.833,12.7
186.875,12.7
186.917,12.7
186.958,12.7
187,12.63
187.042,12.63
187.083,12.63
187.125,12.63
187.167,12.63
187.208,12.63
187.25,12.63
187.292,12.63
187.333,12.63
187.375,12.63
187.417,12.63
187.458,12.63
187.5,12.63
187.542,12.63
187.583,12.63
187.625,12.63
187.667,12.63
187.708,12.63
187.75,12.63
187.792,12.63
187.833,12.63
187.875,12.63
187.917,12.63
187.958,12.63
188,12.63
188.042,12.63
188.083,12.63
188.125,12.63
188.167,12.63
188.208,12.63
188.25,12.63
188.292,12.63
188.333,12.63
188.375,12.63
188.417,12.63
188.458,12.63
188.5,12.63
188.542,12.63
188.583,12.63
188.625,12.63
188.667,12.63
188.708,12.63
188.75,12.63
188.792,12.63
188.833,12.63
188.875,12.63
188.917,12.63
188.958,12.63
189,12.89
189.042,12.89
189.083,12.89
189.125,12.89
189.167,12.89
189.208,12.89
189.25,12.89
189.292,12.89
189.333,12.89
189.375,12.89
189.417,12.89
189.458,12.89
189.5,12.89
189.542,12.89
189.583,12.89
189.625,12.89
189.667,12.89
189.708,12.89
189.75,12.89
189.792,12.89
189.833,12.89
189.875,12.89
189.917,12.89
189.958,12.89
190,12.74
190.042,12.74
190.083,12.74
190.125,12.74
190.167,12.74
190.208,12.74
190.25,12.74
190.292,12.74
190.333,12.74
190.375,12.74
190.417,12.74
190.458,12.74
190.5,12.74
190.542,12.74
190.583,12.74
190.625,12.74
190.667,12.74
190.708,12.74
190.75,12.74
190.792,12.74
190.833,12.74
190.875,12.74
190.917,12.74
190.958,12.74
191,13.25
191.042,13.25
191.083,13.25
191.125,13.25
191.167,13.25
191.208,13.25
191.25,13.25
191.292,13.25
191.333,13.25
191.375,13.25
191.417,13.25
191.458,13.25
191.5,13.25
191.542,13.25
191.583,13.25
191.625,13.25
191.667,13.25
191.708,13.25
191.75,13.25
191.792,13.25
191.833,13.25
191.875,13.25
191.917,13.25
191.958,13.25
192,13.76
192.042,13.76
192.083,13.76
192.125,13.76
192.167,13.76
192.208,13.76
192.25,13.76
192.292,13.76
192.333,13.76
192.375,13.76
192.417,13.76
192.458,13.76
192.5,13.76
192.542,13.76
192.583,13.76
192.625,13.76
192.667,13.76
192.708,13.76
192.75,13.76
192.792,13.76
192.833,13.76
192.875,13.76
192.917,13.76
192.958,13.76
193,14.12
193.042,14.12
193.083,14.12
193.125,14.12
193.167,14.12
193.208,14.12
193.25,14.12
193.292,14.12
193.333,14.12
193.375,14.12
193.417,14.12
193.458,14.12
193.5,14.12
193.542,14.12
193.583,14.12
193.625,14.12
193.667,14.12
193.708,14.12
193.75,14.12
193.792,14.12
193.833,14.12
193.875,14.12
193.917,14.12
193.958,14.12
194,14.16
194.042,14.16
194.083,14.16
194.125,14.16
194.167,14.16
194.208,14.16
194.25,14.16
194.292,14.16
194.333,14.16
194.375,14.16
194.417,14.16
194.458,14.16
194.5,14.16
194.542,14.16
194.583,14.16
194.625,14.16
194.667,14.16
194.708,14.16
194.75,14.16
194.792,14.16
194.833,14.16
194.875,14.16
194.917,14.16
194.958,14.16
195,14.04
195.042,14.04
195.083,14.04
195.125,14.04
195.167,14.04
195.208,14.04
195.25,14.04
195.292,14.04
195.333,14.04
195.375,14.04
195.417,14.04
195.458,14.04
195.5,14.04
195.542,14.04
195.583,14.04
195.625,14.04
195.667,14.04
195.708,14.04
195.75,14.04
195.792,14.04
195.833,14.04
195.875,14.04
195.917,14.04
195.958,14.04
196,14.07
196.042,14.07
196.083,14.07
196.125,14.07
196.167,14.07
196.208,14.07
196.25,14.07
196.292,14.07
196.333,14.07
196.375,14.07
196.417,14.07
196.458,14.07
196.5,14.07
196.542,14.07
196.583,14.07
196.625,14.07
196.667,14.07
196.708,14.07
196.75,14.07
196.792,14.07
196.833,14.07
196.875,14.07
196.917,14.07
196.958,14.07
197,14.32
197.042,14.32
197.083,14.32
197.125,14.32
197.167,14.32
197.208,14.32
197.25,14.32
197.292,14.32
197.333,14.32
197.375,14.32
197.417,14.32
197.458,14.32
197.5,14.32
197.542,14.32
197.583,14.32
197.625,14.32
197.667,14.32
197.708,14.32
197.75,14.32
197.792,14.32
197.833,14.32
197.875,14.32
197.917,14.32
197.958,14.32
198,14.29
198.042,14.29
198.083,14.29
198.125,14.29
198.167,14.29
198.208,14.29
198.25,14.29
198.292,14.29
198.333,14.29
198.375,14.29
198.417,14.29
198.458,14.29
198.5,14.29
198.542,14.29
198.583,14.29
198.625,14.29
198.667,14.29
198.708,14.29
198.75,14.29
198.792,14.29
198.833,14.29
198.875,14.29
198.917,14.29
198.958,14.29
199,14.65
199.042,14.65
199.083,14.65
199.125,14.65
199.167,14.65
199.208,14.65
199.25,14.65
199.292,14.65
199.333,14.65
199.375,14.65
199.417,14.65
199.458,14.65
199.5,14.65
199.542,14.65
199.583,14.65
199.625,14.65
199.667,14.65
199.708,14.65
199.75,14.65
199.792,14.65
199.833,14.65
199.875,14.65
199.917,14.65
199.958,14.65
200,15.22
200.042,15.22
200.083,15.22
200.125,15.22
200.167,15.22
200.208,15.22
200.25,15.22
200.292,15.22
200.333,15.22
200.375,15.22
200.417,15.22
200.458,15.22
200.5,15.22
200.542,15.22
200.583,15.22
200.625,15.22
200.667,15.22
200.708,15.22
200.75,15.22
200.792,15.22
200.833,15.22
200.875,15.22
200.917,15.22
200.958,15.22
201,15.25
201.042,15.25
201.083,15.25
201.125,15.25
201.167,15.25
201.208,15.25
201.25,15.25
201.292,15.25
201.333,15.25
201.375,15.25
201.417,15.25
201.458,15.25
201.5,15.25
201.542,15.25
201.583,15.25
201.625,15.25
201.667,15.25
201.708,15.25
201.75,15.25
201.792,15.25
201.833,15.25
201.875,15.25
201.917,15.25
201.958,15.25
202,15.28
202.042,15.28
202.083,15.28
202.125,15.28
202.167,15.28
202.208,15.28
202.25,15.28
202.292,15.28
202.333,15.28
202.375,15.28
202.417,15.28
202.458,15.28
202.5,15.28
202.542,15.28
202.583,15.28
202.625,15.28
202.667,15.28
202.708,15.28
202.75,15.28
202.792,15.28
202.833,15.28
202.875,15.28
202.917,15.28
202.958,15.28
203,15.41
203.042,15.41
203.083,15.41
203.125,15.41
203.167,15.41
203.208,15.41
203.25,15.41
203.292,15.41
203.333,15.41
203.375,15.41
203.417,15.41
203.458,15.41
203.5,15.41
203.542,15.41
203.583,15.41
203.625,15.41
203.667,15.41
203.708,15.41
203.75,15.41
203.792,15.41
203.833,15.41
203.875,15.41
203.917,15.41
203.958,15.41
204,15.47
204.042,15.47
204.083,15.47
204.125,15.47
204.167,15.47
204.208,15.47
204.25,15.47
204.292,15.47
204.333,15.47
204.375,15.47
204.417,15.47
204.458,15.47
204.5,15.47
204.542,15.47
204.583,15.47
204.625,15.47
204.667,15.47
204.708,15.47
204.75,15.47
204.792,15.47
204.833,15.47
204.875,15.47
204.917,15.47
204.958,15.47
205,15.04
205.042,15.04
205.083,15.04
205.125,15.04
205.167,15.04
205.208,15.04
205.25,15.04
205.292,15.04
205.333,15.04
205.375,15.04
205.417,15.04
205.458,15.04
205.5,15.04
205.542,15.04
205.583,15.04
205.625,15.04
205.667,15.04
205.708,15.04
205.75,15.04
205.792,15.04
205.833,15.04
205.875,15.04
205.917,15.04
205.958,15.04
206,14.97
206.042,14.97
206.083,14.97
206.125,14.97
206.167,14.97
206.208,14.97
206.25,14.97
206.292,14.97
206.333,14.97
206.375,14.97
206.417,14.97
206.458,14.97
206.5,14.97
206.542,14.97
206.583,14.97
206.625,14.97
206.667,14.97
206.708,14.97
206.75,14.97
206.792,14.97
206.833,14.97
206.875,14.97
206.917,14.97
206.958,14.97
207,15.2
207.042,15.2
207.083,15.2
207.125,15.2
207.167,15.2
207.208,15.2
207.25,15.2
207.292,15.2
207.333,15.2
207.375,15.2
207.417,15.2
207.458,15.2
207.5,15.2
207.542,15.2
207.583,15.2
207.625,15.2
207.667,15.2
207.708,15.2
207.75,15.2
207.792,15.2
207.833,15.2
207.875,15.2
207.917,15.2
207.958,15.2
208,15.63
208.042,15.63
208.083,15.63
208.125,15.63
208.167,15.63
208.208,15.63
208.25,15.63
208.292,15.63
208.333,15.63
208.375,15.63
208.417,15.63
208.458,15.63
208.5,15.63
208.542,15.63
208.583,15.63
208.625,15.63
208.667,15.63
208.708,15.63
208.75,15.63
208.792,15.63
208.833,15.63
208.875,15.63
208.917,15.63
208.958,15.63
209,15.84
209.042,15.84
209.083,15.84
209.125,15.84
209.167,15.84
209.208,15.84
209.25,15.84
209.292,15.84
209.333,15.84
209.375,15.84
209.417,15.84
209.458,15.84
209.5,15.84
209.542,15.84
209.583,15.84
209.625,15.84
209.667,15.84
209.708,15.84
209.75,15.84
209.792,15.84
209.833,15.84
209.875,15.84
209.917,15.84
209.958,15.84
210,15.9
210.042,15.9
210.083,15.9
210.125,15.9
210.167,15.9
210.208,15.9
210.25,15.9
210.292,15.9
210.333,15.9
210.375,15.9
210.417,15.9
210.458,15.9
210.5,15.9
210.542,15.9
210.583,15.9
210.625,15.9
210.667,15.9
210.708,15.9
210.75,15.9
210.792,15.9
210.833,15.9
210.875,15.9
210.917,15.9
210.958,15.9
211,15.71
211.042,15.71
211.083,15.71
211.125,15.71
211.167,15.71
211.208,15.71
211.25,15.71
211.292,15.71
211.333,15.71
211.375,15.71
211.417,15.71
211.458,15.71
211.5,15.71
211.542,15.71
211.583,15.71
211.625,15.71
211.667,15.71
211.708,15.71
211.75,15.71
211.792,15.71
211.833,15.71
211.875,15.71
211.917,15.71
211.958,15.71
212,15.82
212.042,15.82
212.083,15.82
212.125,15.82
212.167,15.82
212.208,15.82
212.25,15.82
212.292,15.82
212.333,15.82
212.375,15.82
212.417,15.82
212.458,15.82
212.5,15.82
212.542,15.82
212.583,15.82
212.625,15.82
212.667,15.82
212.708,15.82
212.75,15.82
212.792,15.82
212.833,15.82
212.875,15.82
212.917,15.82
212.958,15.82
213,15.88
213.042,15.88
213.083,15.88
213.125,15.88
213.167,15.88
213.208,15.88
213.25,15.88
213.292,15.88
213.333,15.88
213.375,15.88
213.417,15.88
213.458,15.88
213.5,15.88
213.542,15.88
213.583,15.88
213.625,15.88
213.667,15.88
213.708,15.88
213.75,15.88
213.792,15.88
213.833,15.88
213.875,15.88
213.917,15.88
213.958,15.88
214,15.97
214.042,15.97
214.083,15.97
214.125,15.97
214.167,15.97
214.208,15.97
214.25,15.97
214.292,15.97
214.333,15.97
214.375,15.97
214.417,15.97
214.458,15.97
214.5,15.97
214.542,15.97
214.583,15.97
214.625,15.97
214.667,15.97
214.708,15.97
214.75,15.97
214.792,15.97
214.833,15.97
214.875,15.97
214.917,15.97
214.958,15.97
215,16.15
215.042,16.15
215.083,16.15
215.125,16.15
215.167,16.15
215.208,16.15
215.25,16.15
215.292,16.15
215.333,16.15
215.375,16.15
215.417,16.15
215.458,16.15
215.5,16.15
215.542,16.15
215.583,16.15
215.625,16.15
215.667,16.15
215.708,16.15
215.75,16.15
215.792,16.15
215.833,16.15
215.875,16.15
215.917,16.15
215.958,16.15
216,16.63
216.042,16.63
216.083,16.63
216.125,16.63
216.167,16.63
216.208,16.63
216.25,16.63
216.292,16.63
216.333,16.63
216.375,16.63
216.417,16.63
216.458,16.63
216.5,16.63
216.542,16.63
216.583,16.63
216.625,16.63
216.667,16.63
216.708,16.63
216.75,16.63
216.792,16.63
216.833,16.63
216.875,16.63
216.917,16.63
216.958,16.63
217,16.6
217.042,16.6
217.083,16.6
217.125,16.6
217.167,16.6
217.208,16.6
217.25,16.6
217.292,16.6
217.333,16.6
217.375,16.6
217.417,16.6
217.458,16.6
217.5,16.6
217.542,16.6
217.583,16.6
217.625,16.6
217.667,16.6
217.708,16.6
217.75,16.6
217.792,16.6
217.833,16.6
217.875,16.6
217.917,16.6
217.958,16.6
218,16.58
218.042,16.58
218.083,16.58
218.125,16.58
218.167,16.58
218.208,16.58
218.25,16.58
218.292,16.58
218.333,16.58
218.375,16.58
218.417,16.58
218.458,16.58
218.5,16.58
218.542,16.58
218.583,16.58
218.625,16.58
218.667,16.58
218.708,16.58
218.75,16.58
218.792,16.58
218.833,16.58
218.875,16.58
218.917,16.58
218.958,16.58
219,16.53
219.042,16.53
219.083,16.53
219.125,16.53
219.167,16.53
219.208,16.53
219.25,16.53
219.292,16.53
219.333,16.53
219.375,16.53
219.417,16.53
219.458,16.53
219.5,16.53
219.542,16.53
219.583,16.53
219.625,16.53
219.667,16.53
219.708,16.53
219.75,16.53
219.792,16.53
219.833,16.53
219.875,16.53
219.917,16.53
219.958,16.53
220,17.61
220.042,17.61
220.083,17.61
220.125,17.61
220.167,17.61
220.208,17.61
220.25,17.61
220.292,17.61
220.333,17.61
220.375,17.61
220.417,17.61
220.458,17.61
220.5,17.61
220.542,17.61
220.583,17.61
220.625,17.61
220.667,17.61
220.708,17.61
220.75,17.61
220.792,17.61
220.833,17.61
220.875,17.61
220.917,17.61
220.958,17.61
221,16.68
221.042,16.68
221.083,16.68
221.125,16.68
221.167,16.68
221.208,16.68
221.25,16.68
221.292,16.68
221.333,16.68
