$Swift Cr inflow Tw year 2019 YC updated 06/1/23,
",,,",
Jday,Swift 
358.333,2.88
358.375,2.88
358.417,2.88
358.458,2.88
358.5,2.88
358.542,2.88
358.583,2.88
358.625,2.88
358.667,2.88
358.708,2.88
358.75,2.88
358.792,2.88
358.833,2.88
358.875,2.88
358.917,2.88
358.958,2.88
359,2.95
359.042,2.95
359.083,2.95
359.125,2.95
359.167,2.95
359.208,2.95
359.25,2.95
359.292,2.95
359.333,2.95
359.375,2.95
359.417,2.95
359.458,2.95
359.5,2.95
359.542,2.95
359.583,2.95
359.625,2.95
359.667,2.95
359.708,2.95
359.75,2.95
359.792,2.95
359.833,2.95
359.875,2.95
359.917,2.95
359.958,2.95
360,2.77
360.042,2.77
360.083,2.77
360.125,2.77
360.167,2.77
360.208,2.77
360.25,2.77
360.292,2.77
360.333,2.77
360.375,2.77
360.417,2.77
360.458,2.77
360.5,2.77
360.542,2.77
360.583,2.77
360.625,2.77
360.667,2.77
360.708,2.77
360.75,2.77
360.792,2.77
360.833,2.77
360.875,2.77
360.917,2.77
360.958,2.77
361,1.79
361.042,1.79
361.083,1.79
361.125,1.79
361.167,1.79
361.208,1.79
361.25,1.79
361.292,1.79
361.333,1.79
361.375,1.79
361.417,1.79
361.458,1.79
361.5,1.79
361.542,1.79
361.583,1.79
361.625,1.79
361.667,1.79
361.708,1.79
361.75,1.79
361.792,1.79
361.833,1.79
361.875,1.79
361.917,1.79
361.958,1.79
362,2.06
362.042,2.06
362.083,2.06
362.125,2.06
362.167,2.06
362.208,2.06
362.25,2.06
362.292,2.06
362.333,2.06
362.375,2.06
362.417,2.06
362.458,2.06
362.5,2.06
362.542,2.06
362.583,2.06
362.625,2.06
362.667,2.06
362.708,2.06
362.75,2.06
362.792,2.06
362.833,2.06
362.875,2.06
362.917,2.06
362.958,2.06
363,2.74
363.042,2.74
363.083,2.74
363.125,2.74
363.167,2.74
363.208,2.74
363.25,2.74
363.292,2.74
363.333,2.74
363.375,2.74
363.417,2.74
363.458,2.74
363.5,2.74
363.542,2.74
363.583,2.74
363.625,2.74
363.667,2.74
363.708,2.74
363.75,2.74
363.792,2.74
363.833,2.74
363.875,2.74
363.917,2.74
363.958,2.74
364,3.56
364.042,3.56
364.083,3.56
364.125,3.56
364.167,3.56
364.208,3.56
364.25,3.56
364.292,3.56
364.333,3.56
364.375,3.56
364.417,3.56
364.458,3.56
364.5,3.56
364.542,3.56
364.583,3.56
364.625,3.56
364.667,3.56
364.708,3.56
364.75,3.56
364.792,3.56
364.833,3.56
364.875,3.56
364.917,3.56
364.958,3.56
365,3.44
365.042,3.44
365.083,3.44
365.125,3.44
365.167,3.44
365.208,3.44
365.25,3.44
365.292,3.44
365.333,3.44
365.375,3.44
365.417,3.44
365.458,3.44
365.5,3.44
365.542,3.44
365.583,3.44
365.625,3.44
365.667,3.44
365.708,3.44
365.75,3.44
365.792,3.44
365.833,3.44
365.875,3.44
365.917,3.44
365.958,3.44
366,4.07
