$Trinity Lake qdt 2019 calculated using updated data on Grabdata2 YC updated 08/07/2023,
",,,",
JDAY,QDT 
19.417,-10.47886428
19.458,-2.153864283
19.5,36.81113572
19.542,-2.153864283
19.583,-2.153864283
19.625,-2.153864283
19.667,-2.153864283
19.708,49.32713572
19.75,-2.153864283
19.792,-48.04486428
19.833,-2.153864283
19.875,41.61113572
19.917,107.1591357
19.958,-2.153864283
20,-3.438345495
20.042,-108.4383455
20.083,-87.5003455
20.125,-22.8513455
20.167,-82.1103455
20.208,-14.8723455
20.25,-0.346345495
20.292,-0.346345495
20.333,2.544654505
20.375,139.6146545
20.417,-0.346345495
20.458,67.50765451
20.5,108.9306545
20.542,28.85965451
20.583,37.26865451
20.625,-0.346345495
20.667,-43.0893455
20.708,-0.346345495
20.75,24.99365451
20.792,-0.346345495
20.833,-0.346345495
20.875,-0.346345495
20.917,-66.5263455
20.958,-0.346345495
21,63.54798888
21.042,-0.107011118
21.083,-0.107011118
21.125,41.76698888
21.167,79.96398888
21.208,2.457988882
21.25,40.35998888
21.292,-0.107011118
21.333,-0.107011118
21.375,82.17298888
21.417,-0.107011118
21.458,-3.201011118
21.5,-55.98001112
21.542,-13.44001112
21.583,-0.107011118
21.625,-0.107011118
21.667,-0.107011118
21.708,-0.107011118
21.75,-0.107011118
21.792,-52.97401112
21.833,-33.31401112
21.875,-46.79501112
21.917,-118.5550111
21.958,-0.107011118
22,38.00022273
22.042,0.792222725
22.083,28.10022273
22.125,0.792222725
22.167,14.23122273
22.208,0.792222725
22.25,60.05122273
22.292,0.792222725
22.333,0.792222725
22.375,0.792222725
22.417,22.14522273
22.458,0.792222725
22.5,0.792222725
22.542,0.077222725
22.583,0.792222725
22.625,56.31222273
22.667,0.792222725
22.708,-56.81477728
22.75,-40.40677728
22.792,0.792222725
22.833,43.05222273
22.875,-8.778777275
22.917,-15.25777728
22.958,-74.97977728
23,0.038699399
23.042,80.7796994
23.083,0.038699399
23.125,27.2706994
23.167,0.038699399
23.208,0.038699399
23.25,0.038699399
23.292,0.038699399
23.333,0.038699399
23.375,0.038699399
23.417,0.038699399
23.458,0.038699399
23.5,69.3216994
23.542,0.038699399
23.583,-42.1543006
23.625,0.038699399
23.667,80.7796994
23.708,-11.6583006
23.75,-155.0953006
23.792,-68.9213006
23.833,34.6936994
23.875,21.9086994
23.917,0.038699399
23.958,0.038699399
24,-36.06970933
24.042,-1.495709334
24.083,51.53529067
24.125,23.76029067
24.167,-1.495709334
24.208,-32.94470933
24.25,-1.495709334
24.292,-1.495709334
24.333,-1.495709334
24.375,-1.495709334
24.417,-9.014709334
24.458,-1.495709334
24.5,15.62729067
24.542,-1.495709334
24.583,-1.495709334
24.625,-1.495709334
24.667,-1.495709334
24.708,-1.495709334
24.75,-3.203709334
24.792,-35.07370933
24.833,-1.495709334
24.875,21.13229067
24.917,-1.495709334
24.958,-1.495709334
25,-9.24885027
25.042,-0.36185027
25.083,-0.36185027
25.125,-3.13285027
25.167,-2.86585027
25.208,-0.36185027
25.25,-0.36185027
25.292,-0.36185027
25.333,-0.36185027
25.375,-0.36185027
25.417,-0.36185027
25.458,5.01314973
25.5,38.33314973
25.542,-0.36185027
25.583,-0.36185027
25.625,-0.36185027
25.667,-0.36185027
25.708,-0.36185027
25.75,-73.52685027
25.792,-0.36185027
25.833,70.39314973
25.875,-0.36185027
25.917,-7.94585027
25.958,-19.62385027
26,1.113123677
26.042,13.65912368
26.083,32.11512368
26.125,1.113123677
26.167,-40.08587632
26.208,1.113123677
26.25,70.19012368
26.292,1.113123677
26.333,-2.559876323
26.375,-61.30287632
26.417,1.113123677
26.458,1.113123677
26.5,46.26212368
26.542,1.113123677
26.583,-32.97787632
26.625,1.113123677
26.667,43.15912368
26.708,1.113123677
26.75,-29.17287632
26.792,-55.25387632
26.833,1.113123677
26.875,2.710123677
26.917,1.113123677
26.958,1.113123677
27,-0.263982819
27.042,-0.263982819
27.083,-0.263982819
27.125,53.89401718
27.167,-0.263982819
27.208,-0.263982819
27.25,28.97601718
27.292,-12.38198282
27.333,-56.41898282
27.375,-0.263982819
27.417,-13.70298282
27.458,-17.49998282
27.5,-24.67298282
27.542,8.889017181
27.583,18.67001718
27.625,38.00901718
27.667,-0.263982819
27.708,31.05801718
27.75,-9.718982819
27.792,-0.263982819
27.833,-0.263982819
27.875,-0.263982819
27.917,-28.91598282
27.958,-42.50398282
28,-1.366816761
28.042,-1.366816761
28.083,50.81818324
28.125,-1.366816761
28.167,-1.366816761
28.208,8.365183239
28.25,-1.366816761
28.292,-1.366816761
28.333,-75.47681676
28.375,-18.19181676
28.417,0.240183239
28.458,71.97218324
28.5,-1.366816761
28.542,-1.366816761
28.583,-1.366816761
28.625,8.284183239
28.667,-1.366816761
28.708,-31.82781676
28.75,-1.366816761
28.792,-1.366816761
28.833,65.14318324
28.875,-1.366816761
28.917,-105.5998168
28.958,-1.366816761
29,36.42094591
29.042,0.44494591
29.083,29.45394591
29.125,0.44494591
29.167,-40.82505409
29.208,0.44494591
29.25,64.32994591
29.292,0.44494591
29.333,-23.25605409
29.375,-33.40505409
29.417,0.44494591
29.458,66.23894591
29.5,0.44494591
29.542,0.44494591
29.583,-47.89605409
29.625,0.44494591
29.667,30.56094591
29.708,0.44494591
29.75,-34.72605409
29.792,-54.22905409
29.833,0.44494591
29.875,79.98594591
29.917,0.44494591
29.958,-20.45505409
30,-24.2501823
30.042,-0.128182295
30.083,55.46881771
30.125,-0.128182295
30.167,-24.5371823
30.208,-0.128182295
30.25,-20.9481823
30.292,-0.128182295
30.333,-0.128182295
30.375,-12.5981823
30.417,-0.128182295
30.458,-0.128182295
30.5,57.21081771
30.542,-0.128182295
30.583,-12.3141823
30.625,-27.1791823
30.667,-13.5671823
30.708,-0.128182295
30.75,-3.705182295
30.792,-58.1881823
30.833,7.208817705
30.875,36.77081771
30.917,20.89481771
30.958,-0.128182295
31,-23.03796426
31.042,0.197035742
31.083,0.197035742
31.125,0.197035742
31.167,0.197035742
31.208,-29.94496426
31.25,0.197035742
31.292,0.197035742
31.333,0.197035742
31.375,0.197035742
31.417,-9.629964258
31.458,3.946035742
31.5,1.044035742
31.542,40.46703574
31.583,0.197035742
31.625,1.086035742
31.667,0.232035742
31.708,20.45503574
31.75,0.197035742
31.792,-8.232964258
31.833,-36.15096426
31.875,0.197035742
31.917,31.30803574
31.958,0.197035742
32,-0.253245785
32.042,-11.56824579
32.083,-35.68824579
32.125,-0.253245785
32.167,-26.28524579
32.208,-64.02824579
32.25,-0.253245785
32.292,-6.144245785
32.333,-21.78824579
32.375,-59.16024579
32.417,-21.24124579
32.458,-14.35824579
32.5,-21.27624579
32.542,-9.530245785
32.583,-115.6992458
32.625,-0.253245785
32.667,54.42075422
32.708,-0.253245785
32.75,51.35775422
32.792,-0.253245785
32.833,15.45275422
32.875,127.5777542
32.917,73.78575422
32.958,31.61675422
33,-3.342572522
33.042,-14.46757252
33.083,-62.43357252
33.125,-60.71157252
33.167,-0.993572522
33.208,-0.993572522
33.25,-8.076572522
33.292,-17.81857252
33.333,-0.993572522
33.375,-0.993572522
33.417,46.71442748
33.458,-0.993572522
33.5,-0.993572522
33.542,-0.993572522
33.583,-0.993572522
33.625,81.12142748
33.667,-0.993572522
33.708,-149.6195725
33.75,-0.993572522
33.792,21.08742748
33.833,95.44642748
33.875,-0.993572522
33.917,-94.29157252
33.958,-0.993572522
34,262.9631054
34.042,-0.187894577
34.083,-29.72989458
34.125,-59.55289458
34.167,-0.187894577
34.208,88.97610542
34.25,-0.187894577
34.292,-47.66589458
34.333,-22.17789458
34.375,-0.187894577
34.417,-0.187894577
34.458,-0.187894577
34.5,-0.187894577
34.542,-40.07789458
34.583,-0.187894577
34.625,26.57410542
34.667,-0.187894577
34.708,-79.70289458
34.75,-0.187894577
34.792,-0.187894577
34.833,10.19110542
34.875,-0.187894577
34.917,-0.187894577
34.958,-0.187894577
35,35.26654433
35.042,61.21654433
35.083,-0.723455674
35.125,-0.723455674
35.167,15.40354433
35.208,38.35354433
35.25,47.63654433
35.292,-29.54145567
35.333,-161.4494557
35.375,-91.44745567
35.417,60.29954433
35.458,42.73554433
35.5,80.33854433
35.542,-0.723455674
35.583,-17.85745567
35.625,-119.1724557
35.667,-0.723455674
35.708,108.5395443
35.75,-0.723455674
35.792,-77.61645567
35.833,-124.9504557
35.875,-0.723455674
35.917,118.8725443
35.958,-0.723455674
36,-0.682202713
36.042,-0.682202713
36.083,-0.682202713
36.125,116.0337973
36.167,-19.77320271
36.208,-39.36620271
36.25,-0.682202713
36.292,-0.682202713
36.333,32.08179729
36.375,-0.682202713
36.417,-94.21320271
36.458,-0.682202713
36.5,24.04779729
36.542,-0.682202713
36.583,-0.682202713
36.625,-9.556202713
36.667,-0.682202713
36.708,-2.586202713
36.75,-4.068202713
36.792,-55.82120271
36.833,-77.14020271
36.875,6.378797287
36.917,8.664797287
36.958,87.11179729
37,0.0361913
37.042,0.0361913
37.083,0.0361913
37.125,3.2161913
37.167,0.0361913
37.208,0.0361913
37.25,-11.7908087
37.292,-10.9688087
37.333,0.0361913
37.375,0.0361913
37.417,0.0361913
37.458,-4.1568087
37.5,0.0361913
37.542,43.2801913
37.583,30.3881913
37.625,-15.0718087
37.667,-49.9468087
37.708,0.0361913
37.75,0.0361913
37.792,0.0361913
37.833,-71.6578087
37.875,-29.6288087
37.917,30.5481913
37.958,72.1681913
38,0.198748186
38.042,-21.41225181
38.083,0.198748186
38.125,0.198748186
38.167,36.89074819
38.208,0.198748186
38.25,-27.02825181
38.292,0.198748186
38.333,0.198748186
38.375,0.198748186
38.417,-0.847251814
38.458,-28.48925181
38.5,0.198748186
38.542,73.10874819
38.583,0.198748186
38.625,-27.83825181
38.667,0.198748186
38.708,0.198748186
38.75,20.48674819
38.792,0.198748186
38.833,-15.50525181
38.875,-51.51225181
38.917,0.198748186
38.958,0.198748186
39,-1.205378523
39.042,-1.205378523
39.083,-1.205378523
39.125,31.02062148
39.167,11.06062148
39.208,-1.205378523
39.25,-5.333378523
39.292,-1.205378523
39.333,-1.205378523
39.375,1.041621477
39.417,-1.205378523
39.458,22.91062148
39.5,25.96762148
39.542,47.15462148
39.583,-1.205378523
39.625,-49.30937852
39.667,-1.205378523
39.708,-1.205378523
39.75,-29.13637852
39.792,-21.47537852
39.833,-48.10637852
39.875,-1.205378523
39.917,23.06362148
39.958,46.52662148
40,1.278849642
40.042,-76.92615036
40.083,1.278849642
40.125,23.71684964
40.167,1.278849642
40.208,-63.11315036
40.25,-40.27315036
40.292,3.961849642
40.333,43.88484964
40.375,1.278849642
40.417,1.278849642
40.458,1.278849642
40.5,1.278849642
40.542,21.99084964
40.583,1.278849642
40.625,1.278849642
40.667,1.278849642
40.708,1.278849642
40.75,1.278849642
40.792,-10.58915036
40.833,-14.33115036
40.875,1.278849642
40.917,1.278849642
40.958,70.41784964
41,18.96674707
41.042,7.686747072
41.083,5.235747072
41.125,11.91974707
41.167,9.344747072
41.208,1.766747072
41.25,0.032747072
41.292,0.032747072
41.333,-55.39425293
41.375,0.032747072
41.417,44.08974707
41.458,0.032747072
41.5,0.032747072
41.542,0.032747072
41.583,-25.27225293
41.625,0.032747072
41.667,0.032747072
41.708,0.032747072
41.75,0.032747072
41.792,-53.77325293
41.833,-34.69125293
41.875,0.032747072
41.917,46.66474707
41.958,0.032747072
42,41.79486843
42.042,15.49286843
42.083,6.289868425
42.125,9.531868425
42.167,46.00486843
42.208,0.219868425
42.25,0.219868425
42.292,0.219868425
42.333,0.219868425
42.375,0.219868425
42.417,-57.47913158
42.458,-37.10613158
42.5,0.219868425
42.542,7.838868425
42.583,12.39686843
42.625,-8.844131575
42.667,-52.37313158
42.708,-30.16813158
42.75,8.623868425
42.792,0.219868425
42.833,0.219868425
42.875,0.219868425
42.917,2.903868425
42.958,0.219868425
43,-3.133793349
43.042,-36.79579335
43.083,-3.133793349
43.125,-3.133793349
43.167,-5.302793349
43.208,-22.24879335
43.25,-99.81879335
43.292,-16.06079335
43.333,-5.77179335
43.375,-17.52579335
43.417,-100.6647933
43.458,-3.133793349
43.5,-3.133793349
43.542,-3.133793349
43.583,-4.127793349
43.625,-3.133793349
43.667,-3.133793349
43.708,-3.133793349
43.75,-3.133793349
43.792,-8.710793349
43.833,-3.133793349
43.875,38.42720665
43.917,118.1372067
43.958,99.34020665
44,96.16087863
44.042,-39.60312137
44.083,0.702878634
44.125,69.88287863
44.167,47.83687863
44.208,-2.409121366
44.25,-34.05512137
44.292,-60.66412137
44.333,-0.488121366
44.375,-8.777121366
44.417,-36.23812137
44.458,-0.488121366
44.5,-73.79412137
44.542,-77.63112137
44.583,4.219878634
44.625,-19.08712137
44.667,-69.16612137
44.708,-0.116121366
44.75,-0.488121366
44.792,-0.488121366
44.833,1.494878634
44.875,-0.488121366
44.917,-0.488121366
44.958,46.05187863
45,143.8930386
45.042,42.16403856
45.083,0.612038557
45.125,-0.803961443
45.167,0.612038557
45.208,0.612038557
45.25,-73.37596144
45.292,-134.4149614
45.333,0.612038557
45.375,-59.64196144
45.417,-54.09696144
45.458,0.612038557
45.5,0.612038557
45.542,-33.72196144
45.583,22.50903856
45.625,0.612038557
45.667,1.459038557
45.708,61.99803856
45.75,0.612038557
45.792,0.612038557
45.833,0.612038557
45.875,43.17203856
45.917,42.48203856
45.958,103.0140386
46,-4.049973887
46.042,-155.7739739
46.083,-0.288973887
46.125,134.3610261
46.167,-0.288973887
46.208,-0.288973887
46.25,-40.31297389
46.292,-0.288973887
46.333,21.07202611
46.375,-0.288973887
46.417,-0.288973887
46.458,-27.78697389
46.5,-0.288973887
46.542,121.7520261
46.583,-0.288973887
46.625,-0.288973887
46.667,-162.6659739
46.708,-0.288973887
46.75,-5.21897389
46.792,-0.288973887
46.833,-64.24297389
46.875,-65.22797389
46.917,5.707026113
46.958,135.1550261
47,0.04287869
47.042,-46.96812131
47.083,0.04287869
47.125,0.04287869
47.167,119.3768787
47.208,0.04287869
47.25,-180.4691213
47.292,0.04287869
47.333,40.56587869
47.375,107.4208787
47.417,0.04287869
47.458,-108.9601213
47.5,0.04287869
47.542,28.95387869
47.583,0.04287869
47.625,0.04287869
47.667,-10.17012131
47.708,0.04287869
47.75,7.87087869
47.792,0.04287869
47.833,0.04287869
47.875,0.04287869
47.917,0.04287869
47.958,63.76387869
48,-0.198713778
48.042,-45.48971378
48.083,-29.97271378
48.125,-0.198713778
48.167,100.6482862
48.208,-0.198713778
48.25,-16.38371378
48.292,-0.198713778
48.333,19.21328622
48.375,-0.198713778
48.417,-15.32171378
48.458,-40.48771378
48.5,-0.198713778
48.542,23.75228622
48.583,-0.198713778
48.625,-1.495713778
48.667,-0.198713778
48.708,2.772286222
48.75,-0.864713778
48.792,-61.75071378
48.833,-40.78471378
48.875,-0.198713778
48.917,16.90928622
48.958,-0.198713778
49,-0.509543952
49.042,-42.55854395
49.083,-0.509543952
49.125,71.07745605
49.167,-0.509543952
49.208,-1.058543952
49.25,-14.19554395
49.292,1.599456048
49.333,72.15445605
49.375,-0.509543952
49.417,-113.569544
49.458,-0.509543952
49.5,79.98045605
49.542,71.27245605
49.583,-0.509543952
49.625,-17.77654395
49.667,-0.509543952
49.708,-0.509543952
49.75,-0.509543952
49.792,-73.35354395
49.833,-0.509543952
49.875,-0.509543952
49.917,43.11445605
49.958,-0.509543952
50,-34.34972021
50.042,0.562279792
50.083,0.562279792
50.125,0.562279792
50.167,0.562279792
50.208,-79.00572021
50.25,0.562279792
50.292,103.9492798
50.333,0.562279792
50.375,0.562279792
50.417,-83.04472021
50.458,0.562279792
50.5,83.43427979
50.542,0.562279792
50.583,0.562279792
50.625,-26.94072021
50.667,0.562279792
50.708,0.562279792
50.75,29.14127979
50.792,0.562279792
50.833,0.562279792
50.875,0.562279792
50.917,24.46227979
50.958,-2.193720208
51,-68.80479778
51.042,-1.415797777
51.083,66.54020222
51.125,79.74820222
51.167,-1.415797777
51.208,-101.3487978
51.25,-1.415797777
51.292,25.07420222
51.333,82.63020222
51.375,-1.415797777
51.417,-138.9827978
51.458,-1.415797777
51.5,136.9912022
51.542,-1.415797777
51.583,-65.78679778
51.625,-73.16279778
51.667,-4.837797777
51.708,-1.415797777
51.75,-43.24379778
51.792,-1.415797777
51.833,-0.477797777
51.875,28.46120222
51.917,-3.816797777
51.958,-1.415797777
52,-71.88625269
52.042,-0.442252694
52.083,13.63274731
52.125,-0.442252694
52.167,5.033747306
52.208,-0.406252694
52.25,-39.73625269
52.292,23.47274731
52.333,-0.442252694
52.375,-0.442252694
52.417,-0.442252694
52.458,74.49774731
52.5,-0.442252694
52.542,-0.442252694
52.583,-0.442252694
52.625,35.88974731
52.667,-11.13125269
52.708,-1.309252694
52.75,-43.80125269
52.792,-58.57325269
52.833,2.951747306
52.875,-0.442252694
52.917,2.091747306
52.958,8.045747306
53,-0.273088056
53.042,-0.273088056
53.083,-0.273088056
53.125,-23.83408806
53.167,-53.25408806
53.208,-0.273088056
53.25,2.799911944
53.292,1.454911944
53.333,-4.168088056
53.375,-0.273088056
53.417,-0.273088056
53.458,1.913911944
53.5,28.95291194
53.542,27.91091194
53.583,-0.273088056
53.625,-0.273088056
53.667,28.20191194
53.708,-0.273088056
53.75,-14.77908806
53.792,-63.48308806
53.833,-0.273088056
53.875,16.75091194
53.917,-0.273088056
53.958,-0.273088056
54,20.33150854
54.042,11.48450854
54.083,10.04150854
54.125,-6.532491458
54.167,-3.895491458
54.208,-33.07249146
54.25,-0.473491458
54.292,0.505508542
54.333,42.51450854
54.375,-0.473491458
54.417,-0.473491458
54.458,-37.20749146
54.5,7.625508542
54.542,-0.473491458
54.583,-0.473491458
54.625,-28.44249146
54.667,-11.60549146
54.708,-0.473491458
54.75,-21.98849146
54.792,-3.859491458
54.833,-0.473491458
54.875,-0.473491458
54.917,11.89150854
54.958,-0.473491458
55,-1.74021871
55.042,-30.19421871
55.083,-1.74021871
55.125,-1.74021871
55.167,-39.38321871
55.208,-56.01221871
55.25,4.58278129
55.292,10.25278129
55.333,-1.74021871
55.375,-1.74021871
55.417,-1.74021871
55.458,28.52178129
55.5,52.54578129
55.542,-1.74021871
55.583,-7.95121871
55.625,-27.02521871
55.667,-1.74021871
55.708,-1.74021871
55.75,-23.27721871
55.792,-6.42321871
55.833,-1.74021871
55.875,-1.74021871
55.917,65.12578129
55.958,-1.74021871
56,-4.709934075
56.042,-49.87993408
56.083,-0.316934075
56.125,10.79506593
56.167,-2.527934075
56.208,-39.48093408
56.25,-104.5859341
56.292,-0.316934075
56.333,13.77506593
56.375,-14.85093408
56.417,-0.316934075
56.458,40.56406593
56.5,34.99206593
56.542,34.14506593
56.583,49.11306593
56.625,-3.275934075
56.667,-0.316934075
56.708,61.45606593
56.75,-1.834934075
56.792,-87.30193408
56.833,-0.316934075
56.875,39.50406593
56.917,-0.316934075
56.958,-0.316934075
57,-134.8555728
57.042,-196.8865728
57.083,-104.6215728
57.125,-121.0485728
57.167,-137.1215728
57.208,-121.3875728
57.25,-196.8865728
57.292,-113.3235728
57.333,-70.18557283
57.375,-110.5455728
57.417,-70.21957283
57.458,-71.78857283
57.5,-28.03257283
57.542,-28.87857283
57.583,-62.27857283
57.625,3.008427169
57.667,134.7904272
57.708,139.0264272
57.75,123.6084272
57.792,104.6664272
57.833,41.06842717
57.875,215.5334272
57.917,259.7284272
57.958,297.9044272
58,93.02934109
58.042,148.0243411
58.083,29.14234109
58.125,229.1843411
58.167,-1.715658914
58.208,40.4943411
58.25,-20.65765891
58.292,-27.60665891
58.333,2.903341086
58.375,-1.715658914
58.417,-22.81265891
58.458,-56.71565891
58.5,-48.61265891
58.542,-119.7406589
58.583,-97.07165891
58.625,-15.47265891
58.667,-87.00665891
58.708,-58.51765891
58.75,-11.55665891
58.792,-37.20065891
58.833,-66.75565891
58.875,-59.98765891
58.917,-24.22065891
58.958,-109.5376589
59,0.815238607
59.042,53.35023861
59.083,114.9022386
59.125,69.01223861
59.167,19.48823861
59.208,40.08223861
59.25,-5.838761393
59.292,-23.12276139
59.333,0.299238607
59.375,0.299238607
59.417,23.28423861
59.458,0.299238607
59.5,-4.812761393
59.542,-13.59876139
59.583,-10.25376139
59.625,-23.12176139
59.667,-57.12576139
59.708,-57.58676139
59.75,-71.69376139
59.792,-31.86976139
59.833,-27.37876139
59.875,-58.81876139
59.917,-48.44876139
59.958,-10.32376139
60,-25.16638931
60.042,-27.00038931
60.083,0.865610688
60.125,23.63261069
60.167,53.18961069
60.208,35.26561069
60.25,0.865610688
60.292,0.865610688
60.333,1.908610688
60.375,56.52761069
60.417,0.865610688
60.458,0.865610688
60.5,-58.07538931
60.542,0.865610688
60.583,-55.37238931
60.625,-25.23638931
60.667,-37.36938931
60.708,-31.22038931
60.75,23.44061069
60.792,-5.201389312
60.833,-73.06338931
60.875,0.865610688
60.917,29.87361069
60.958,0.865610688
61,33.4484035
61.042,-2.468596499
61.083,-2.468596499
61.125,-2.468596499
61.167,-2.468596499
61.208,-2.468596499
61.25,3.773403501
61.292,38.4484035
61.333,24.2704035
61.375,-2.468596499
61.417,-37.3185965
61.458,-22.0525965
61.5,-60.4705965
61.542,-2.468596499
61.583,-4.717596499
61.625,-19.8935965
61.667,-62.5045965
61.708,-7.743596499
61.75,-9.452596499
61.792,-37.4425965
61.833,-36.2895965
61.875,21.8354035
61.917,31.3944035
61.958,46.5694035
62,0.072173826
62.042,-31.25082617
62.083,0.072173826
62.125,0.072173826
62.167,64.05317383
62.208,0.072173826
62.25,-51.89782617
62.292,-10.36882617
62.333,-3.468826174
62.375,0.001173826
62.417,-16.39282617
62.458,-51.59882617
62.5,8.226173826
62.542,13.12317383
62.583,0.072173826
62.625,-12.87482617
62.667,0.072173826
62.708,-5.127826174
62.75,-2.340826174
62.792,-29.48682617
62.833,-3.540826174
62.875,0.072173826
62.917,5.462173826
62.958,49.06917383
63,-3.935852563
63.042,-1.212852563
63.083,-10.05785256
63.125,2.506147437
63.167,-1.212852563
63.208,-28.69285256
63.25,-1.212852563
63.292,37.87014744
63.333,-1.212852563
63.375,-20.25885256
63.417,-1.212852563
63.458,-1.212852563
63.5,-20.85085256
63.542,-8.16185256
63.583,-5.620852563
63.625,-45.51685256
63.667,-1.212852563
63.708,-1.212852563
63.75,-5.337852563
63.792,-61.74185256
63.833,-1.212852563
63.875,74.03714744
63.917,63.47914744
63.958,-30.09885256
64,-62.39252652
64.042,-0.115526515
64.083,-0.115526515
64.125,-0.115526515
64.167,-39.35552652
64.208,-106.2755265
64.25,-0.115526515
64.292,-10.27552652
64.333,5.304473485
64.375,-0.115526515
64.417,-67.01652652
64.458,-0.115526515
64.5,70.65347349
64.542,-0.115526515
64.583,-0.115526515
64.625,-0.115526515
64.667,-0.115526515
64.708,-0.115526515
64.75,-0.115526515
64.792,-0.115526515
64.833,-0.115526515
64.875,-0.115526515
64.917,75.87247349
64.958,-0.115526515
65,-76.28025756
65.042,-0.844257557
65.083,6.468742443
65.125,-1.397257557
65.167,-5.147257557
65.208,-116.9042576
65.25,-33.29625756
65.292,-0.844257557
65.333,-0.844257557
65.375,-0.844257557
65.417,-66.86225756
65.458,3.444742443
65.5,126.9547424
65.542,-0.844257557
65.583,-85.90325756
65.625,-0.844257557
65.667,-0.844257557
65.708,63.20874244
65.75,-0.844257557
65.792,-21.79725756
65.833,-0.844257557
65.875,72.06174244
65.917,-0.844257557
65.958,-31.49925756
66,-18.34310416
66.042,-0.115104155
66.083,55.36389585
66.125,40.23789585
66.167,-14.22410416
66.208,-45.06510416
66.25,-0.115104155
66.292,25.35189585
66.333,-0.565104155
66.375,-1.032104155
66.417,-0.115104155
66.458,93.63889585
66.5,-0.115104155
66.542,-24.73610416
66.583,-8.137104155
66.625,-60.10210416
66.667,-0.115104155
66.708,-0.115104155
66.75,-50.52810416
66.792,-3.642104155
66.833,-56.70010416
66.875,-0.477104155
66.917,-13.30710416
66.958,-0.115104155
67,-91.29508279
67.042,3.471917215
67.083,68.40191722
67.125,-1.373082785
67.167,-1.373082785
67.208,-0.849082785
67.25,-1.373082785
67.292,-1.373082785
67.333,-1.373082785
67.375,-1.373082785
67.417,-1.373082785
67.458,-10.69108279
67.5,-11.03808279
67.542,-1.373082785
67.583,-1.373082785
67.625,-101.3910828
67.667,-1.373082785
67.708,-24.51408279
67.75,19.72091722
67.792,-1.373082785
67.833,-39.39708279
67.875,0.017917215
67.917,-1.373082785
67.958,-1.373082785
68,-17.56801173
68.042,10.23198827
68.083,5.060988268
68.125,0.496988268
68.167,0.496988268
68.208,44.67098827
68.25,13.61898827
68.292,-6.677011732
68.333,0.496988268
68.375,-11.86901173
68.417,-1.196011732
68.458,0.496988268
68.5,-30.33501173
68.542,-1.196011732
68.583,0.496988268
68.625,-6.432011732
68.667,-15.74701173
68.708,-30.00001173
68.75,-1.055011732
68.792,-0.138011732
68.833,0.496988268
68.875,-1.067011732
68.917,-43.17201173
68.958,-0.226011732
69,0.529705737
69.042,0.529705737
69.083,17.46270574
69.125,18.30670574
69.167,0.529705737
69.208,0.529705737
69.25,0.529705737
69.292,-22.24029426
69.333,0.529705737
69.375,0.529705737
69.417,-3.567294263
69.458,0.529705737
69.5,-3.751294263
69.542,0.529705737
69.583,0.529705737
69.625,0.529705737
69.667,-31.73029426
69.708,-32.56729426
69.75,0.529705737
69.792,0.529705737
69.833,0.529705737
69.875,-6.584294263
69.917,-25.09629426
69.958,-27.65429426
70,-0.386663697
70.042,-0.386663697
70.083,-0.386663697
70.125,16.4033363
70.167,-0.386663697
70.208,-20.4436637
70.25,-7.716663697
70.292,-0.386663697
70.333,-0.386663697
70.375,-74.3756637
70.417,-0.386663697
70.458,-0.386663697
70.5,-0.386663697
70.542,11.1223363
70.583,47.6703363
70.625,-0.386663697
70.667,-0.386663697
70.708,-0.386663697
70.75,12.8333363
70.792,-0.386663697
70.833,20.7843363
70.875,-1.802663697
70.917,-42.9266637
70.958,-7.613663697
71,-0.755086795
71.042,1.008913205
71.083,1.008913205
71.125,1.008913205
71.167,1.008913205
71.208,45.26891321
71.25,56.67091321
71.292,1.008913205
71.333,1.008913205
71.375,-45.1770868
71.417,1.008913205
71.458,1.008913205
71.5,1.008913205
71.542,-46.5690868
71.583,1.008913205
71.625,1.391913205
71.667,8.133913205
71.708,-0.734086795
71.75,1.008913205
71.792,-40.6140868
71.833,0.141913205
71.875,0.091913205
71.917,-50.2790868
71.958,1.008913205
72,-6.16706287
72.042,-13.78306287
72.083,-12.46106287
72.125,-10.69806287
72.167,-6.16706287
72.208,-6.16706287
72.25,-18.45806287
72.292,-6.16706287
72.333,-20.85506287
72.375,-6.16706287
72.417,-1.71806287
72.458,-6.16706287
72.5,-16.37006287
72.542,0.81693713
72.583,67.25793713
72.625,-6.16706287
72.667,24.80293713
72.708,-25.28106287
72.75,-20.08206287
72.792,-9.76506287
72.833,-8.78206287
72.875,-7.08406287
72.917,-7.99406287
72.958,-7.03406287
73,-51.38138098
73.042,6.89761902
73.083,-0.15738098
73.125,-0.15738098
73.167,11.19661902
73.208,-0.15738098
73.25,-0.15738098
73.292,7.53861902
73.333,-9.28538098
73.375,-38.18938098
73.417,-0.15738098
73.458,-0.15738098
73.5,-0.15738098
73.542,38.71961902
73.583,-0.15738098
73.625,-0.15738098
73.667,5.47661902
73.708,-0.24538098
73.75,-9.92238098
73.792,-0.15738098
73.833,-0.15738098
73.875,-10.81538098
73.917,7.97561902
73.958,-1.02438098
74,0.191180517
74.042,-39.41881948
74.083,0.191180517
74.125,-49.22081948
74.167,0.191180517
74.208,0.191180517
74.25,0.191180517
74.292,3.066180517
74.333,-28.91081948
74.375,0.191180517
74.417,5.553180517
74.458,36.55218052
74.5,3.860180517
74.542,10.77318052
74.583,-4.425819483
74.625,-3.335819483
