$Trinity Lake updated withdrawals year 2018 YC 08/31/22,,
",,,",,
Jday,Power generation and Jet (cms),Auxiallary (cms)
189.5,101.8053729,0.0283
189.542,104.2435877,0.0283
189.583,104.2665956,0.0283
189.625,104.292858,0.0283
189.667,104.018348,0.0283
189.708,104.0677315,0.0283
189.75,103.9748509,0.0283
189.792,103.7561202,0.0283
189.833,104.408888,0.0283
189.875,103.7352914,0.0283
189.917,100.1725761,0.0283
189.958,20.1321672,0.0283
190,2.3566542,0.0283
190.042,0.0283,0.0283
190.083,0.0283,0.0283
190.125,0.0283,0.0283
190.167,0.0283,0.0283
190.208,4.5172743,0.0283
190.25,51.7458142,0.0283
190.292,54.2341766,0.0283
190.333,56.15286,0.0283
190.375,101.7119263,0.0283
190.417,104.3341194,0.0283
190.458,104.4404708,0.0283
190.5,104.4378955,0.0283
190.542,104.4704122,0.0283
190.583,104.4334807,0.0283
190.625,104.5571517,0.0283
190.667,104.4637051,0.0283
190.708,104.6910956,0.0283
190.75,104.4203212,0.0283
190.792,104.6029128,0.0283
190.833,104.6250717,0.0283
190.875,102.9456648,0.0283
190.917,61.9620859,0.0283
190.958,51.8080176,0.0283
191,3.2750458,0.0283
191.042,0.153952,0.0283
191.083,0.0283,0.0283
191.125,0.0283,0.0283
191.167,0.0283,0.0283
191.208,3.0549284,0.0283
191.25,51.8777205,0.0283
191.292,54.2520339,0.0283
191.333,54.2644859,0.0283
191.375,54.2141119,0.0283
191.417,55.8795669,0.0283
191.458,102.1082395,0.0283
191.5,104.483034,0.0283
191.542,104.027121,0.0283
191.583,104.7177825,0.0283
191.625,104.2586716,0.0283
191.667,104.811031,0.0283
191.708,104.2748026,0.0283
191.75,104.7743825,0.0283
191.792,104.2368806,0.0283
191.833,104.8194927,0.0283
191.875,104.3805031,0.0283
191.917,100.6617699,0.0283
191.958,19.9878089,0.0283
192,2.9962342,0.0283
192.042,0.0283,0.0283
192.083,0.0283,0.0283
192.125,0.0283,0.0283
192.167,0.0283,0.0283
192.208,0.0283,0.0283
192.25,6.2333014,0.0283
192.292,51.3663395,0.0283
192.333,55.4787823,0.0283
192.375,102.1086923,0.0283
192.417,104.7906833,0.0283
192.458,104.7595533,0.0283
192.5,104.7359794,0.0283
192.542,104.8976856,0.0283
192.583,104.7969093,0.0283
192.625,104.9285892,0.0283
192.667,104.931872,0.0283
192.708,104.9541441,0.0283
192.75,104.827728,0.0283
192.792,104.860556,0.0283
192.833,104.8167759,0.0283
192.875,104.9677564,0.0283
192.917,100.7114081,0.0283
192.958,22.087867,0.0283
193,2.1971837,0.0283
193.042,0.0283,0.0283
193.083,0.0283,0.0283
193.125,0.0283,0.0283
193.167,0.0283,0.0283
193.208,0.0283,0.0283
193.25,0.0283,0.0283
193.292,3.2538774,0.0283
193.333,53.5573538,0.0283
193.375,102.3493555,0.0283
193.417,104.2967351,0.0283
193.458,105.094597,0.0283
193.5,104.5186354,0.0283
193.542,105.0100649,0.0283
193.583,104.5892156,0.0283
193.625,105.0981345,0.0283
193.667,104.6346088,0.0283
193.708,105.2515205,0.0283
193.75,104.6753325,0.0283
193.792,104.8467456,0.0283
193.833,104.9036286,0.0283
193.875,104.9819913,0.0283
193.917,101.0658656,0.0283
193.958,20.1709665,0.0283
194,1.6021762,0.0283
194.042,0.0283,0.0283
194.083,0.0283,0.0283
194.125,0.0283,0.0283
194.167,0.0283,0.0283
194.208,5.093434,0.0283
194.25,51.4440796,0.0283
194.292,53.8029412,0.0283
194.333,53.8133839,0.0283
194.375,53.8478816,0.0283
194.417,55.7439533,0.0283
194.458,102.7366976,0.0283
194.5,105.249398,0.0283
194.542,105.3978315,0.0283
194.583,105.2942252,0.0283
194.625,105.4103684,0.0283
194.667,105.4097175,0.0283
194.708,105.2458322,0.0283
194.75,105.6503241,0.0283
194.792,105.2208433,0.0283
194.833,101.4988839,0.0283
194.875,19.9960159,0.0283
194.917,1.2413229,0.0283
194.958,0.0283,0.0283
195,0.0283,0.0283
195.042,0.0283,0.0283
195.083,0.0283,0.0283
195.125,0.0283,0.0283
195.167,0.0283,0.0283
195.208,3.5716581,0.0283
195.25,52.0702454,0.0283
195.292,54.309681,0.0283
195.333,54.3901096,0.0283
195.375,54.332604,0.0283
195.417,56.1451907,0.0283
195.458,102.6113852,0.0283
195.5,105.1947224,0.0283
195.542,105.3943506,0.0283
195.583,105.2627273,0.0283
195.625,99.6187451,0.0283
195.667,55.2143188,0.0283
195.708,85.485244,0.0283
195.75,86.9309778,0.0283
195.792,87.0272261,0.0283
195.833,84.0918652,0.0283
195.875,26.4767442,0.0283
195.917,22.6773277,0.0283
195.958,16.1577152,0.0283
196,1.6400133,0.0283
196.042,0.0283,0.0283
196.083,0.0283,0.0283
196.125,0.0283,0.0283
196.167,0.0283,0.0283
196.208,0.0283,0.0283
196.25,0.0283,0.0283
196.292,3.5173787,0.0283
196.333,51.6072857,0.0283
196.375,53.897067,0.0283
196.417,55.8362679,0.0283
196.458,102.8427943,0.0283
196.5,105.1641584,0.0283
196.542,105.6565784,0.0283
196.583,105.1682619,0.0283
196.625,105.7765987,0.0283
196.667,105.2529921,0.0283
196.708,105.6644175,0.0283
196.75,105.1713749,0.0283
196.792,105.4027274,0.0283
196.833,103.8808666,0.0283
196.875,72.2582202,0.0283
196.917,99.8403624,0.0283
196.958,23.2027455,0.0283
197,2.2035229,0.0283
197.042,0.0283,0.0283
197.083,0.0283,0.0283
197.125,0.0283,0.0283
197.167,0.0283,0.0283
197.208,6.6972233,0.0283
197.25,52.1243833,0.0283
197.292,54.439295,0.0283
197.333,54.4468511,0.0283
197.375,54.4115044,0.0283
197.417,56.3177641,0.0283
197.458,102.9971991,0.0283
197.5,105.5674617,0.0283
197.542,105.6266087,0.0283
197.583,105.6750017,0.0283
197.625,105.7439688,0.0283
197.667,105.7079146,0.0283
197.708,105.7891356,0.0283
197.75,105.6861236,0.0283
197.792,105.7983614,0.0283
197.833,105.5522646,0.0283
197.875,106.1218587,0.0283
197.917,105.6588141,0.0283
197.958,101.7019081,0.0283
198,6.3257009,0.0283
198.042,0.076976,0.0283
198.083,0.0283,0.0283
198.125,0.0283,0.0283
198.167,0.0283,0.0283
198.208,5.1475719,0.0283
198.25,52.2366494,0.0283
198.292,54.4210698,0.0283
198.333,56.4360864,0.0283
198.375,102.8857537,0.0283
198.417,105.742667,0.0283
198.458,105.765873,0.0283
198.5,105.9052788,0.0283
198.542,105.9146178,0.0283
198.583,105.9265604,0.0283
198.625,105.9011753,0.0283
198.667,105.7801645,0.0283
198.708,106.0157054,0.0283
198.75,106.0382605,0.0283
198.792,103.7386308,0.0283
198.833,56.1723587,0.0283
198.875,54.2644859,0.0283
198.917,54.180916,0.0283
198.958,51.8001785,0.0283
199,3.1938531,0.0283
199.042,0.0283,0.0283
199.083,0.0283,0.0283
199.125,0.0283,0.0283
199.167,0.0283,0.0283
199.208,6.4833602,0.0283
199.25,52.2313007,0.0283
199.292,54.508347,0.0283
199.333,54.5993598,0.0283
199.375,54.6142456,0.0283
199.417,54.5846155,0.0283
199.458,56.3846653,0.0283
199.5,102.9901807,0.0283
199.542,106.178487,0.0283
199.583,105.647013,0.0283
199.625,106.2303043,0.0283
199.667,105.7184139,0.0283
199.708,106.3438156,0.0283
199.75,105.753421,0.0283
199.792,105.9977915,0.0283
199.833,106.1501021,0.0283
199.875,106.1238114,0.0283
199.917,102.1145787,0.0283
199.958,20.5409607,0.0283
200,1.5620751,0.0283
200.042,0.0283,0.0283
200.083,0.0283,0.0283
200.125,0.0283,0.0283
200.167,0.0283,0.0283
200.208,5.5286597,0.0283
200.25,51.7959618,0.0283
200.292,54.2271582,0.0283
200.333,54.2822866,0.0283
200.375,54.1751428,0.0283
200.417,54.2793434,0.0283
200.458,55.9995306,0.0283
200.5,103.4608097,0.0283
200.542,106.2997808,0.0283
200.583,106.0921154,0.0283
200.625,106.2368133,0.0283
200.667,106.2620286,0.0283
200.708,106.251501,0.0283
200.75,106.2556328,0.0283
200.792,106.4321682,0.0283
200.833,106.2976866,0.0283
200.875,104.4907599,0.0283
200.917,62.6889997,0.0283
200.958,52.2759298,0.0283
201,3.2081446,0.0283
201.042,0.0283,0.0283
201.083,0.0283,0.0283
201.125,0.0283,0.0283
201.167,0.0283,0.0283
201.208,3.2512738,0.0283
201.25,52.4280423,0.0283
201.292,56.4262097,0.0283
201.333,103.8316812,0.0283
201.375,106.0908136,0.0283
201.417,106.4544403,0.0283
201.458,106.7750227,0.0283
201.5,106.1654407,0.0283
201.542,106.8252835,0.0283
201.583,106.2766597,0.0283
201.625,106.9142021,0.0283
201.667,106.3415233,0.0283
201.708,106.873818,0.0283
201.75,106.1904296,0.0283
201.792,106.526011,0.0283
201.833,106.5585843,0.0283
201.875,102.6060082,0.0283
201.917,20.2065113,0.0283
201.958,1.6814728,0.0283
202,0.0283,0.0283
202.042,0.0283,0.0283
202.083,0.0283,0.0283
202.125,0.0283,0.0283
202.167,0.0283,0.0283
202.208,4.2299727,0.0283
202.25,52.0370778,0.0283
202.292,56.1998097,0.0283
202.333,103.9401268,0.0283
202.375,106.7736077,0.0283
202.417,106.7598822,0.0283
202.458,106.8057565,0.0283
202.5,106.7487886,0.0283
202.542,106.4305268,0.0283
202.583,107.0541456,0.0283
202.625,106.5204642,0.0283
202.667,107.1782977,0.0283
202.708,106.5779415,0.0283
202.75,107.1821465,0.0283
202.792,106.5066255,0.0283
202.833,107.1626478,0.0283
202.875,102.8395681,0.0283
202.917,20.3801601,0.0283
202.958,2.7995209,0.0283
203,0.0283,0.0283
203.042,0.0283,0.0283
203.083,0.0283,0.0283
203.125,0.0283,0.0283
203.167,0.0283,0.0283
203.208,5.2231329,0.0283
203.25,52.158881,0.0283
203.292,54.4554543,0.0283
203.333,54.3460182,0.0283
203.375,56.3383099,0.0283
203.417,104.347194,0.0283
203.458,107.0405616,0.0283
203.5,107.1374608,0.0283
203.542,106.9792072,0.0283
203.583,107.0730783,0.0283
203.625,106.8966278,0.0283
203.667,102.7698935,0.0283
203.708,107.0672768,0.0283
203.75,103.8764518,0.0283
203.792,106.3085538,0.0283
203.833,106.9732359,0.0283
203.875,103.4826856,0.0283
203.917,26.5543994,0.0283
203.958,17.5060687,0.0283
204,42.6409118,0.0283
204.042,43.9225905,0.0283
204.083,43.8148524,0.0283
204.125,43.8352284,0.0283
204.167,45.2061936,0.0283
204.208,60.4828166,0.0283
204.25,54.8850766,0.0283
204.292,54.5763519,0.0283
204.333,54.9162349,0.0283
204.375,54.5671261,0.0283
204.417,54.8416078,0.0283
204.458,54.5614944,0.0283
204.5,54.6772414,0.0283
204.542,54.7313793,0.0283
204.583,54.7324547,0.0283
204.625,54.6526487,0.0283
204.667,54.6933441,0.0283
204.708,54.8320707,0.0283
204.75,52.8727768,55.4936964
204.792,21.5706562,66.334068
204.833,20.3489169,65.9643285
204.875,20.3788866,66.1459013
204.917,20.4271664,66.1437788
204.958,21.6836581,59.1601029
205,53.0713862,0.0283
205.042,54.7196914,0.0283
205.083,54.7686787,0.0283
205.125,53.196642,0.0283
205.167,24.9798723,0.0283
205.208,23.8517211,0.0283
205.25,23.8977369,0.0283
205.292,23.8285717,0.0283
205.333,25.0172566,0.0283
205.375,53.3219544,0.0283
205.417,54.7784139,0.0283
205.458,54.7764612,0.0283
205.5,54.8106759,0.0283
205.542,55.5853035,0.0283
205.583,55.1904053,0.0283
205.625,55.1612846,0.0283
205.667,55.0479997,0.0283
205.708,55.0714887,0.0283
205.75,55.1319375,0.0283
205.792,55.2345533,0.0283
205.833,55.124155,0.0283
205.875,54.9629016,0.0283
205.917,54.9387051,0.0283
205.958,54.6298955,0.0283
206,54.45203,0.0283
206.042,54.843702,0.0283
206.083,54.5873606,0.0283
206.125,54.8277408,0.0283
206.167,54.5892567,0.0283
206.208,54.8320141,0.0283
206.25,54.7485008,0.0283
206.292,54.810308,0.0283
206.333,54.7946298,0.0283
206.375,54.8450604,0.0283
206.417,54.8212035,0.0283
206.458,54.7530005,0.0283
206.5,54.8152888,0.0283
206.542,54.7626791,0.0283
206.583,54.7873284,0.0283
206.625,54.8579369,0.0283
206.667,54.7656789,0.0283
206.708,54.6136513,0.0283
206.75,52.3988933,0.0283
206.792,19.2082854,0.0283
206.833,20.3869521,0.0283
206.875,54.6485735,0.0283
206.917,52.5300355,0.0283
206.958,54.7525194,0.0283
207,54.7487272,0.0283
207.042,54.7993559,0.0283
207.083,54.7991012,0.0283
207.125,45.1186051,0.0283
207.167,55.4954793,0.0283
207.208,54.1447203,0.0283
207.25,35.6533871,0.0283
207.292,35.7248446,0.0283
207.333,36.3859043,0.0283
207.375,33.3151845,0.0283
207.417,17.0416657,0.0283
207.458,17.8351977,0.0283
207.5,18.5000779,0.0283
207.542,19.1160557,0.0283
207.583,19.0172038,0.0283
207.625,19.3579641,0.0283
207.667,20.1093857,0.0283
207.708,20.3171643,0.0283
207.75,20.0933679,0.0283
207.792,25.47,0.0283
207.833,25.47,0.0283
207.875,25.47,0.0283
207.917,25.47,0.0283
207.958,25.47,0.0283
208,25.47,0.0283
208.042,25.47,0.0283
208.083,25.47,0.0283
208.125,25.47,0.0283
208.167,25.47,0.0283
208.208,25.47,0.0283
208.25,25.47,0.0283
208.292,25.47,0.0283
208.333,25.47,0.0283
208.375,25.47,0.0283
208.417,50.94,0.0283
208.458,50.94,0.0283
208.5,50.94,0.0283
208.542,91.975,0.0283
208.583,28.3,0.0283
208.625,28.3,0.0283
208.667,28.3,0.0283
208.708,28.3,0.0283
208.75,79.24,0.0283
208.792,79.24,0.0283
208.833,79.24,0.0283
208.875,79.24,0.0283
208.917,79.24,0.0283
208.958,79.24,0.0283
209,79.24,0.0283
209.042,79.24,0.0283
209.083,79.24,0.0283
209.125,42.45,0.0283
209.167,42.45,0.0283
209.208,42.45,0.0283
209.25,42.45,0.0283
209.292,42.45,0.0283
209.333,42.45,0.0283
209.375,42.45,0.0283
209.417,14.15,0.0283
209.458,2.83,0.0283
209.5,2.83,0.0283
209.542,2.83,0.0283
209.583,2.83,0.0283
209.625,16.98,0.0283
209.667,16.98,0.0283
209.708,31.13,0.0283
209.75,33.96,0.0283
209.792,33.96,0.0283
209.833,33.96,0.0283
209.875,33.96,0.0283
209.917,16.98,0.0283
209.958,16.98,0.0283
210,16.98,0.0283
210.042,16.98,0.0283
210.083,16.98,0.0283
210.125,16.98,0.0283
210.167,16.98,0.0283
210.208,16.98,0.0283
210.25,16.98,0.0283
210.292,16.98,0.0283
210.333,16.98,0.0283
210.375,16.98,0.0283
210.417,16.98,0.0283
210.458,16.98,0.0283
210.5,16.98,0.0283
210.542,16.98,0.0283
210.583,16.98,0.0283
210.625,16.98,0.0283
210.667,28.3,0.0283
210.708,28.3,0.0283
210.75,28.3,0.0283
210.792,28.3,0.0283
210.833,28.3,0.0283
210.875,28.3,0.0283
210.917,48.11,0.0283
210.958,22.64,0.0283
211,22.64,0.0283
211.042,22.64,0.0283
211.083,22.64,0.0283
211.125,22.64,0.0283
211.167,22.64,0.0283
211.208,45.28,0.0283
211.25,45.28,0.0283
211.292,45.28,20.5317915
211.333,25.47,65.9984583
211.375,38.6632336,62.3312028
211.417,39.2911823,65.9963924
211.458,39.9105561,66.1791255
211.5,40.2529578,65.8127537
211.542,36.4280713,52.6136903
211.583,36.8864464,0.0283
211.625,25.47,0.0283
211.667,25.47,0.0283
211.708,21.6368216,22.1815683
211.75,42.4883465,0.0283
211.792,42.4878654,0.0283
211.833,42.4877805,0.0283
211.875,42.3696563,0.0283
211.917,34.5396972,0.0283
211.958,33.9936204,0.0283
212,33.9929978,0.0283
212.042,33.8983343,0.0283
212.083,34.0866142,0.0283
212.125,33.9917809,0.0283
212.167,33.8968627,0.0283
212.208,33.9910168,0.549869
212.25,33.9904225,65.9832895
212.292,33.989715,56.8177968
212.333,37.2587612,0.0283
212.375,37.2265558,0.0283
212.417,38.5940118,0.0283
212.458,38.6132558,0.0283
212.5,38.487434,0.0283
212.542,38.4709917,0.0283
212.583,39.902151,0.0283
212.625,40.0129455,0.0283
212.667,37.357981,0.0283
212.708,36.9010492,0.0283
212.75,36.8344593,0.0283
212.792,32.7820974,0.0283
212.833,20.5109627,0.0283
212.875,16.5502362,0.0283
212.917,16.4419038,0.0283
212.958,15.7065849,0.0283
213,15.6427967,0.0283
213.042,15.6563241,0.0283
213.083,15.6300051,0.0283
213.125,15.6389479,0.0283
213.167,15.7463464,0.0283
213.208,15.6787943,0.0283
213.25,15.7750143,0.0283
213.292,15.7397242,0.0283
213.333,23.7305971,0.0283
213.375,24.7851117,0.0283
213.417,25.8396263,0.0283
213.458,30.5371433,0.0283
213.5,30.424481,0.0283
213.542,30.5457465,0.0283
213.583,30.7409599,0.0283
213.625,31.6496729,0.0283
213.667,31.5142008,0.0283
213.708,31.9361255,0.0283
213.75,31.8670452,0.0283
213.792,32.2045793,0.0283
213.833,31.8707808,0.0283
213.875,31.4011989,0.0283
213.917,31.1502062,0.0283
213.958,30.7941922,0.0283
214,30.3664377,0.0283
214.042,30.4643274,0.0283
214.083,30.3871816,0.0283
214.125,30.2267489,0.0283
214.167,30.0763344,0.0283
214.208,30.5467653,0.0283
214.25,30.7245176,0.0283
214.292,29.4745915,0.0283
214.333,29.9721055,0.0283
214.375,29.6242702,0.0283
214.417,29.5956872,0.0283
214.458,29.9820388,0.0283
214.5,31.2235598,0.0283
214.542,31.686378,0.0283
214.583,31.3595696,0.0283
214.625,31.3392785,0.0283
214.667,32.7934174,0.0283
214.708,32.92705,0.0283
214.75,32.7821823,0.0283
214.792,32.5164736,0.0283
214.833,31.9205039,0.0283
214.875,30.6246752,0.0283
214.917,32.1292164,0.0283
214.958,32.2251251,0.0283
215,32.1768453,0.0283
215.042,32.2077489,0.0283
215.083,32.1303484,0.0283
215.125,31.9992062,0.0283
215.167,32.1961176,0.0283
215.208,32.0945489,0.0283
215.25,32.251529,0.0283
215.292,32.3041387,0.0283
215.333,32.1587616,0.0283
215.375,32.1393761,0.0283
215.417,29.8060411,0.0283
215.458,29.8913656,0.0283
215.5,30.6376083,0.0283
215.542,30.5634623,0.0283
215.583,30.5484916,0.1831293
215.625,31.1574793,0.0283
215.667,31.4716942,0.0283
215.708,26.2648621,9.5218463
215.75,14.2072226,0.0283
215.792,14.207166,0.0283
215.833,14.2072226,0.0283
215.875,21.7630962,1.4648646
215.917,30.6538525,0.0283
215.958,29.8530191,0.0283
216,29.5802354,0.0283
216.042,29.3861823,0.0283
216.083,29.290217,0.0283
216.125,29.2564834,0.0283
216.167,29.2283532,0.0283
216.208,29.2650866,0.0283
216.25,29.3375063,0.0283
216.292,29.4349998,0.0283
216.333,29.4275569,0.0283
216.375,29.6656165,0.0283
216.417,29.7533465,0.0283
216.458,29.8958936,0.0283
216.5,30.1596496,0.0283
216.542,30.282698,0.0283
216.583,30.370428,0.0283
216.625,30.7243195,0.0283
216.667,30.7489405,0.0283
216.708,30.7055566,0.0283
216.75,30.8273881,0.0283
216.792,24.5013476,0.0283
216.833,14.2421448,0.0283
216.875,16.3676729,0.0283
216.917,19.0016671,0.0283
216.958,28.4397454,0.0283
217,28.2502203,0.0283
217.042,28.2746998,0.0283
217.083,28.2547766,0.0283
217.125,28.2545502,0.0283
217.167,28.253588,0.0283
217.208,28.2548898,0.0283
217.25,28.2789731,0.0283
217.292,28.3480251,0.0283
217.333,29.8316809,0.0283
217.375,30.1133791,0.0283
217.417,30.0147536,0.0283
217.458,30.0420065,0.0283
217.5,30.0743817,0.0283
217.542,30.1850913,0.0283
217.583,30.3971149,0.0283
217.625,30.4650349,0.0283
217.667,30.769741,0.0283
217.708,30.9034302,0.0283
217.75,30.8414532,0.0283
217.792,30.5824799,0.0283
217.833,30.3550328,0.0283
217.875,30.0345919,0.0283
217.917,29.6860491,0.0283
217.958,29.4734595,0.0283
218,29.2348339,0.0283
218.042,29.3215451,0.0283
218.083,29.220033,0.0283
218.125,29.200789,0.0283
218.167,29.1111346,0.0283
218.208,29.2977731,0.0283
218.25,26.8853396,0.0283
218.292,14.2389186,0.0283
218.333,14.1993835,0.0283
218.375,14.1599333,0.0283
218.417,20.9867706,0.0283
218.458,30.8755264,0.0283
218.5,30.1607533,0.0283
218.542,30.213363,0.0283
218.583,30.1136904,0.0283
218.625,14.5197395,0.0283
218.667,30.7808912,0.0283
218.708,65.5214901,0.0283
218.75,66.1959074,0.0283
218.792,64.0228353,0.0283
218.833,62.4286963,0.0283
218.875,30.8848088,0.0283
218.917,29.8566698,0.0283
218.958,29.8855075,0.0283
219,29.8866678,0.0283
219.042,29.9198637,0.0283
219.083,29.861877,0.0283
219.125,30.7070282,0.0283
219.167,35.8351863,0.0283
219.208,14.1966101,0.0283
219.25,14.1964403,0.0283
219.292,14.1962422,0.0283
219.333,14.196129,0.0283
219.375,14.1961007,0.0283
219.417,14.1959875,0.0283
219.458,14.1959592,0.0283
219.5,14.1959592,0.0283
219.542,14.1959026,0.0283
219.583,14.1565939,0.0283
219.625,14.2753973,0.0283
219.667,42.2389103,0.0283
219.708,52.0385211,0.0283
219.75,52.1833605,0.7317531
219.792,52.3272943,0.0283
219.833,52.1817474,0.0283
219.875,52.1811248,0.0283
219.917,52.0349836,0.0283
219.958,52.1791438,0.0283
220,52.1783797,0.0283
220.042,52.1777005,0.0283
220.083,52.1766251,0.0283
220.125,52.175578,0.0283
220.167,52.1748139,0.0283
220.208,52.1740215,0.0283
220.25,52.1729178,0.0283
220.292,52.1720688,0.0283
220.333,52.1709368,0.0283
220.375,56.9485145,0.0283
220.417,69.1866797,0.0283
220.458,69.0666028,0.0283
220.5,28.4361796,0.0283
220.542,17.2014758,0.0283
220.583,16.3193082,0.0283
220.625,16.1782893,0.0283
220.667,17.587884,0.0283
220.708,52.9149721,0.0283
220.75,54.8965381,0.0283
220.792,54.7336999,0.0283
220.833,54.7770838,0.0283
220.875,54.8061196,0.0283
220.917,54.6713267,0.0283
220.958,52.9980892,0.0283
221,24.2960594,0.0283
221.042,23.3694042,0.0283
221.083,23.3631216,0.0283
221.125,23.3799035,0.0283
221.167,23.3889029,0.0283
221.208,23.3911386,0.0283
221.25,23.3392364,0.0283
221.292,23.3850541,0.0283
221.333,23.4246458,0.0283
221.375,23.4106656,0.0283
221.417,14.0466201,0.0283
221.458,8.698005,0.0283
221.5,13.0977494,0.0283
221.542,23.3268693,0.0283
221.583,23.7284463,0.0283
221.625,29.3270919,0.0283
221.667,30.4605635,0.0283
221.708,53.6843925,0.0283
221.75,54.9006699,0.0283
221.792,54.9625054,0.0283
221.833,54.9873528,0.0283
221.875,53.3044084,0.0283
221.917,24.4257866,0.0283
221.958,23.1589088,0.0283
222,16.5124274,0.0283
222.042,18.3867081,0.0283
222.083,16.0868237,0.0283
222.125,15.9880284,0.0283
222.167,16.0318085,0.0283
222.208,16.6745581,0.0283
222.25,17.1579504,0.0283
222.292,16.1330942,0.0283
222.333,16.0428455,0.0283
222.375,16.1405371,0.0283
222.417,16.1334621,0.0283
222.458,16.1906564,0.0283
222.5,16.2544729,0.0283
222.542,16.1587906,0.0283
222.583,16.093644,0.0283
222.625,17.4439219,0.0283
222.667,52.9814488,0.0283
222.708,55.0042762,0.0283
222.75,52.9228961,0.0283
222.792,18.9821401,0.0283
222.833,52.9951177,0.0283
222.875,52.8600418,0.0283
222.917,17.716649,0.0283
222.958,17.1912029,0.0283
223,37.8002251,0.0283
223.042,17.0348737,0.0283
223.083,16.0273937,0.0283
223.125,16.075532,0.0283
223.167,16.1269814,0.0283
223.208,16.1079921,0.0283
223.25,16.1320471,0.0283
223.292,16.1816004,0.0283
223.333,16.1409333,0.0283
223.375,16.0720794,0.0283
223.417,16.1116428,0.0283
223.458,16.0527505,0.0283
223.5,16.0461283,0.0283
223.542,16.0748811,0.0283
223.583,16.059401,0.0283
223.625,17.4309888,0.0283
223.667,52.9168965,0.0283
223.708,55.0058327,0.0283
223.75,55.064442,0.0283
223.792,55.1175611,0.0283
223.833,55.2133283,0.0283
223.875,53.9902306,0.0283
223.917,33.0778324,0.0283
223.958,32.2130693,0.0283
224,26.1233055,0.0283
224.042,19.0749641,0.0283
224.083,32.0859457,0.0283
224.125,33.5758841,0.0283
224.167,18.8561485,0.0283
224.208,18.4959744,0.0283
224.25,17.0049323,0.0283
224.292,16.0383175,0.0283
224.333,16.0185924,0.0283
224.375,16.057703,0.0283
224.417,16.0826353,0.0283
224.458,16.0918328,0.0283
224.5,16.1407635,0.0283
224.542,17.4378657,0.0283
224.583,42.897706,0.0283
224.625,44.4934015,0.0283
224.667,44.2774159,0.0283
224.708,44.3290351,0.0283
224.75,44.2402863,0.0283
224.792,44.3376949,0.0283
224.833,44.4642808,0.0283
224.875,44.8187666,0.0283
224.917,52.4507106,0.0283
224.958,17.601751,0.0283
225,16.1453764,0.0283
225.042,16.2683682,0.0283
225.083,16.1880245,0.0283
225.125,16.117133,0.0283
225.167,16.1120673,0.0283
225.208,16.3123747,0.0283
225.25,22.0586048,0.0283
225.292,19.6663209,0.0283
225.333,16.5854697,0.0283
225.375,16.6473335,0.0283
225.417,16.4123303,0.0283
225.458,16.5395105,0.0283
225.5,22.0122211,0.0283
225.542,17.2541987,0.0283
225.583,18.8431305,0.0283
225.625,52.8481841,0.0283
225.667,54.8814825,0.0283
225.708,54.7785837,0.0283
225.75,54.8746056,0.0283
225.792,54.9413087,0.0283
225.833,55.0310197,0.0283
225.875,53.0023059,0.0283
225.917,17.5106816,0.0283
225.958,16.9921973,0.0283
226,35.0610964,0.0283
226.042,35.8125463,0.0283
226.083,35.9960435,0.0283
226.125,35.9363022,0.0283
226.167,35.8991443,0.0283
226.208,35.4612018,0.0283
226.25,23.8919354,0.0283
226.292,23.3720927,0.0283
226.333,23.3307464,0.0283
226.375,23.3727719,0.0283
226.417,23.4268249,0.0283
226.458,23.3810355,0.0283
226.5,23.8632958,0.0283
226.542,32.0351472,0.0283
226.583,39.425013,0.0283
226.625,40.0160019,0.0283
226.667,40.2098003,0.0283
226.708,48.2937519,0.0283
226.75,36.4277317,0.0283
226.792,35.8786834,0.0283
226.833,35.9006442,0.0283
226.875,35.1815978,0.0283
226.917,23.8585414,0.0283
226.958,22.924698,0.0283
227,16.2721604,0.0283
227.042,16.4738545,0.0283
227.083,23.0241725,0.0283
227.125,23.356839,0.0283
227.167,23.3585653,0.0283
227.208,23.3562447,0.0283
227.25,23.4166652,0.0283
227.292,23.3258788,0.0283
227.333,23.3424626,0.0283
227.375,23.3441323,0.0283
227.417,23.3556504,0.0283
227.458,24.4251923,0.0283
227.5,53.2378468,0.0283
227.542,55.4931304,0.0283
227.583,54.9101221,0.0283
227.625,54.8628045,0.0283
227.667,55.0378117,0.0283
227.708,55.2921438,0.0283
227.75,55.0952324,0.0283
227.792,54.8491922,0.0283
227.833,55.0806862,0.0283
227.875,52.9772321,0.0283
227.917,17.6074676,0.0283
227.958,16.1441595,0.0283
228,16.1079072,0.0283
228.042,16.0082346,0.0283
228.083,16.001386,0.0283
228.125,16.0502884,0.0283
228.167,16.0614952,0.0283
228.208,16.100719,0.0283
228.25,21.3658774,0.0283
228.292,17.3535317,0.0283
228.333,22.9629879,0.0283
228.375,23.3408212,0.0283
228.417,23.3305766,0.0283
228.458,23.3355574,0.0283
228.5,23.3253411,0.0283
228.542,23.719928,0.0283
228.583,23.3433399,0.0283
228.625,25.4597271,0.0283
228.667,53.2305171,0.0283
228.708,55.0973549,0.0283
228.75,54.9705992,0.0283
228.792,55.1387861,0.0283
228.833,55.0993925,0.0283
228.875,53.1099591,0.0283
228.917,17.5835824,0.0283
228.958,16.2480205,0.0283
229,16.1288209,0.0283
229.042,16.1821381,0.0283
229.083,16.082324,0.0283
229.125,16.0581841,0.0283
229.167,16.1810344,0.0283
229.208,16.4605535,0.0283
