$Trinity Lake updated withdrawals year 2018 YC 08/31/22,,
",,,",,
Jday,Power generation and Jet (cms),Auxiallary (cms)
88.75,52.1263926,0.0283
88.792,52.5019336,0.0283
88.833,52.5651275,0.0283
88.875,50.2719219,0.0283
88.917,3.4062446,0.0283
88.958,0.8457738,0.0283
89,0.0283,0.0283
89.042,0.0283,0.0283
89.083,0.0283,0.0283
89.125,0.0283,0.0283
89.167,0.0283,0.0283
89.208,2.6034302,0.0283
89.25,41.3139531,0.0283
89.292,43.1700369,0.0283
89.333,41.2079413,0.0283
89.375,4.0879916,0.0283
89.417,12.2629277,0.0283
89.458,13.1639148,0.0283
89.5,5.0439373,0.0283
89.542,2.3489283,0.0283
89.583,19.649822,0.0283
89.625,38.7825464,0.0283
89.667,52.3236719,0.0283
89.708,52.5156308,0.0283
89.75,52.3262472,0.0283
89.792,53.1009314,0.0283
89.833,52.6316042,0.0283
89.875,50.6419444,0.0283
89.917,3.5628851,0.0283
89.958,1.4985416,0.0283
90,12.9227139,0.0283
90.042,12.990266,0.0283
90.083,8.7998284,0.0283
90.125,9.6605163,0.0283
90.167,13.8544065,0.0283
90.208,14.6092241,0.0283
90.25,50.5247541,0.0283
90.292,52.792801,0.0283
90.333,50.6526135,0.0283
90.375,3.2130971,0.0283
90.417,0.0283,0.0283
90.458,0.0283,0.0283
90.5,0.0283,0.0283
90.542,2.1864014,0.0283
90.583,22.8328928,0.0283
90.625,23.4421352,0.0283
90.667,24.4990553,0.0283
90.708,51.5881832,0.0283
90.75,52.8713335,0.0283
90.792,52.9341595,0.0283
90.833,52.877418,0.0283
90.875,50.514368,0.0283
90.917,3.0945484,0.0283
90.958,0.0283,0.0283
91,0.0283,0.0283
91.042,0.0283,0.0283
91.083,0.0283,0.0283
91.125,0.0283,0.0283
91.167,0.0283,0.0283
91.208,0.0283,0.0283
91.25,0.0283,0.0283
91.292,0.0283,0.0283
91.333,0.0283,0.0283
91.375,4.1185839,0.0283
91.417,38.01539,0.0283
91.458,52.298117,0.0283
91.5,52.9071896,0.0283
91.542,52.7510302,0.0283
91.583,52.4472863,0.0283
91.625,43.0413285,0.0283
91.667,35.4337225,0.0283
91.708,37.3061354,0.0283
91.75,8.5010653,0.0283
91.792,9.6122365,0.0283
91.833,0.6536168,0.0283
91.875,0.0283,0.0283
91.917,0.0283,0.0283
91.958,0.0283,0.0283
92,0.0283,0.0283
92.042,0.0283,0.0283
92.083,0.0283,0.0283
92.125,0.0283,0.0283
92.167,0.0283,0.0283
92.208,0.0283,0.0283
92.25,0.0283,0.0283
92.292,0.0283,0.0283
92.333,0.0283,0.0283
92.375,0.0283,0.0283
92.417,0.0283,0.0283
92.458,0.0283,0.0283
92.5,0.0283,0.0283
92.542,0.0283,0.0283
92.583,0.0283,0.0283
92.625,0.1162564,0.0283
92.667,5.7170245,0.0283
92.708,50.3741415,0.0283
92.75,52.8662395,0.0283
92.792,52.4820104,0.0283
92.833,52.810347,0.0283
92.875,50.544083,0.0283
92.917,3.148375,0.0283
92.958,0.0283,0.0283
93,0.0283,0.0283
93.042,0.0283,0.0283
93.083,0.0283,0.0283
93.125,0.0283,0.0283
93.167,0.0283,0.0283
93.208,0.0283,0.0283
93.25,0.0283,0.0283
93.292,0.0283,0.0283
93.333,0.0283,0.0283
93.375,0.0283,0.0283
93.417,0.0283,0.0283
93.458,0.0283,0.0283
93.5,0.0283,0.0283
93.542,0.0283,0.0283
93.583,0.0283,0.0283
93.625,0.0283,0.0283
93.667,2.9909421,0.0283
93.708,50.4739273,0.0283
93.75,52.7021278,0.0283
93.792,52.6607249,0.0283
93.833,52.7190512,0.0283
93.875,50.4415521,0.0283
93.917,3.1625533,0.0283
93.958,0.0283,0.0283
94,0.0283,0.0283
94.042,0.0283,0.0283
94.083,0.0283,0.0283
94.125,0.0283,0.0283
94.167,0.0283,0.0283
94.208,0.0283,0.0283
94.25,0.0283,0.0283
94.292,0.0283,0.0283
94.333,0.0283,0.0283
94.375,0.0283,0.0283
94.417,0.0283,0.0283
94.458,0.0283,0.0283
94.5,0.0283,0.0283
94.542,0.0283,0.0283
94.583,0.0283,0.0283
94.625,0.0283,0.0283
94.667,0.0283,56.9446374
94.708,0.0283,67.6564987
94.75,0.0283,34.2040309
94.792,0.0283,0.0283
94.833,0.0283,0.0283
94.875,0.0283,0.0283
94.917,0.0283,0.0283
94.958,0.0283,0.0283
95,0.0283,0.0283
95.042,0.0283,0.0283
95.083,0.0283,0.0283
95.125,0.0283,0.0283
95.167,0.0283,0.0283
95.208,0.0283,0.0283
95.25,0.0283,0.0283
95.292,0.0283,0.0283
95.333,0.0283,0.0283
95.375,0.0283,0.0283
95.417,0.0283,0.0283
95.458,0.0283,0.0283
95.5,0.0283,0.0283
95.542,0.0283,0.0283
95.583,0.4614598,0.0283
95.625,1.1141427,0.0283
95.667,0.5377566,0.0283
95.708,2.8403012,0.0283
95.75,50.2144729,0.0283
95.792,52.5460533,0.0283
95.833,52.5569771,0.0283
95.875,52.6451033,0.0283
95.917,52.4755863,0.0283
95.958,50.4397975,0.0283
96,3.1253954,0.0283
96.042,0.0283,0.0283
96.083,0.0283,0.0283
96.125,0.0283,0.0283
96.167,0.0283,0.0283
96.208,0.0283,0.0283
96.25,0.0283,0.0283
96.292,0.0283,0.0283
96.333,0.0283,0.0283
96.375,0.0283,0.0283
96.417,0.0283,0.0283
96.458,0.0283,0.0283
96.5,0.0283,0.0283
96.542,2.7942005,0.0283
96.583,50.3413701,0.0283
96.625,52.6676301,0.0283
96.667,52.6341795,0.0283
96.708,52.5192815,0.0283
96.75,52.6183032,0.0283
96.792,52.5808906,0.0283
96.833,52.9013598,0.0283
96.875,52.7912445,0.0283
96.917,57.3061699,0.0283
96.958,45.9059394,0.0283
97,4.0726247,0.0283
97.042,0.0283,0.0283
97.083,0.0283,0.0283
97.125,0.0283,0.0283
97.167,0.0283,0.0283
97.208,0.0283,0.0283
97.25,0.0283,0.0283
97.292,0.0283,0.0283
97.333,0.0283,0.0283
97.375,0.0283,0.0283
97.417,0.0283,0.0283
97.458,0.0283,0.0283
97.5,0.0283,0.0283
97.542,0.0283,0.0283
97.583,0.0283,0.0283
97.625,0.0283,0.0283
97.667,0.0283,0.0283
97.708,2.2446994,0.0283
97.75,49.8993241,0.0283
97.792,57.2674838,0.0283
97.833,57.5920282,0.0283
97.875,57.3893436,0.0283
97.917,50.1033105,0.0283
97.958,3.2317185,0.0283
98,3.427979,0.0283
98.042,1.7285074,0.0283
98.083,2.766042,0.0283
98.125,3.6503604,0.0283
98.167,10.2280728,0.0283
98.208,0.0283,0.0283
98.25,7.647226,0.0283
98.292,0.0283,0.0283
98.333,0.0283,0.0283
98.375,0.0283,0.0283
98.417,0.0283,0.0283
98.458,0.0283,0.0283
98.5,0.0283,0.0283
98.542,3.0369579,0.0283
98.583,50.051946,0.0283
98.625,52.4645776,0.0283
98.667,52.0341063,0.0283
98.708,52.254818,0.0283
98.75,52.2954002,0.0283
98.792,52.3160875,0.0283
98.833,52.1434575,0.0283
98.875,50.0308625,0.0283
98.917,6.6597258,0.0283
98.958,7.5373088,0.0283
99,18.9151257,0.0283
99.042,15.5977997,0.0283
99.083,15.2857639,0.0283
99.125,15.2609448,0.0283
99.167,15.1341891,0.0283
99.208,20.6109466,0.0283
99.25,48.8574879,0.0283
99.292,51.8594387,0.0283
99.333,51.6915631,0.0283
99.375,41.2023379,0.0283
99.417,3.0064788,0.0283
99.458,0.0283,0.0283
99.5,0.0283,0.0283
99.542,0.0384031,0.0283
99.583,0.0283,0.0283
99.625,6.3787634,0.0283
99.667,5.6234364,0.0283
99.708,0.0283,0.0283
99.75,2.3184209,0.0283
99.792,18.4591561,0.0283
99.833,50.4087524,0.0283
99.875,52.0484827,0.0283
99.917,52.0604819,0.0283
99.958,49.8473087,0.0283
100,3.157714,0.0283
100.042,0.0283,0.0283
100.083,0.0283,0.0283
100.125,0.0283,0.0283
100.167,0.0283,0.0283
100.208,0.0283,0.0283
100.25,0.0283,0.0283
100.292,0.0283,0.0283
100.333,0.0283,0.0283
100.375,0.0283,0.0283
100.417,0.0283,0.0283
100.458,0.0283,0.0283
100.5,0.0283,0.0283
100.542,0.0283,0.0283
100.583,0.0283,0.0283
100.625,0.0283,0.0283
100.667,0.0283,0.0283
100.708,0.0283,0.0283
100.75,3.1722319,0.0283
100.792,45.0829471,0.0283
100.833,47.0304965,0.0283
100.875,47.0480142,0.0283
100.917,45.2045805,0.0283
100.958,3.1033214,0.0283
101,0.0384031,0.0283
101.042,0.0283,0.0283
101.083,0.0283,0.0283
101.125,0.0283,0.0283
101.167,0.0283,0.0283
101.208,0.0283,0.0283
101.25,0.0283,0.0283
101.292,0.0283,0.0283
101.333,0.0283,0.0283
101.375,0.0283,0.0283
101.417,0.0283,0.0283
101.458,0.0283,0.0283
101.5,0.0283,0.0283
101.542,0.0283,0.0283
101.583,0.0283,0.0283
101.625,0.0283,0.0283
101.667,0.0283,0.0283
101.708,41.1558976,0.0283
101.75,47.0195444,0.0283
101.792,47.0802762,0.0283
101.833,47.0098941,0.0283
101.875,45.0552697,0.0283
101.917,3.0573339,0.0283
101.958,0.0283,0.0283
102,0.0283,0.0283
102.042,0.0283,0.0283
102.083,0.0283,0.0283
102.125,0.0283,0.0283
102.167,0.0283,0.0283
102.208,0.0283,0.0283
102.25,0.0283,0.0283
102.292,0.0283,0.0283
102.333,0.0283,0.0283
102.375,0.0283,0.0283
102.417,0.0283,0.0283
102.458,0.0283,0.0283
102.5,0.0283,0.0283
102.542,0.0283,0.0283
102.583,0.0283,0.0283
102.625,0.0283,0.0283
102.667,3.0149405,0.0283
102.708,49.88724,0.0283
102.75,51.7457293,0.0283
102.792,52.1218929,0.0283
102.833,49.6357945,0.0283
102.875,3.1509503,0.0283
102.917,0.0283,0.0283
102.958,0.0283,0.0283
103,0.0283,0.0283
103.042,0.0283,0.0283
103.083,0.0283,0.0283
103.125,0.0283,0.0283
103.167,0.0283,0.0283
103.208,0.0283,0.0283
103.25,0.0283,0.0283
103.292,0.0283,0.0283
103.333,0.0283,0.0283
103.375,0.0283,0.0283
103.417,0.0283,0.0283
103.458,0.0283,0.0283
103.5,0.0283,0.0283
103.542,0.0283,0.0283
103.583,0.0283,0.0283
103.625,0.0283,0.0283
103.667,0.0283,0.0283
103.708,2.800002,0.0283
103.75,40.8469182,0.0283
103.792,42.3497048,0.0283
103.833,42.406135,0.0283
103.875,40.8702657,0.0283
103.917,3.0825775,0.0283
103.958,0.0283,0.0283
104,0.0283,0.0283
104.042,0.0283,0.0283
104.083,0.0283,0.0283
104.125,0.0283,0.0283
104.167,0.0283,0.0283
104.208,0.0283,0.0283
104.25,0.0283,0.0283
104.292,0.0283,0.0283
104.333,0.0283,0.0283
104.375,0.0283,0.0283
104.417,0.0283,0.0283
104.458,0.0283,0.0283
104.5,0.0283,0.0283
104.542,0.0283,0.0283
104.583,0.0283,0.0283
104.625,0.0283,0.0283
104.667,0.0283,0.0283
104.708,0.0283,0.0283
104.75,1.8061626,0.0283
104.792,12.8627179,0.0283
104.833,15.2171081,0.0283
104.875,15.2826226,0.0283
104.917,15.2844621,0.0283
104.958,15.24521,0.0283
105,2.2937999,0.0283
105.042,0.0283,0.0283
105.083,0.0283,0.0283
105.125,0.0283,0.0283
105.167,0.0283,0.0283
105.208,0.0283,0.0283
105.25,0.0283,0.0283
105.292,0.0283,0.0283
105.333,0.0283,0.0283
105.375,3.0197515,0.0283
105.417,49.5623843,0.0283
105.458,51.9782421,0.0283
105.5,56.790459,0.0283
105.542,57.0163496,0.0283
105.583,56.9744373,0.0283
105.625,57.0262829,0.0283
105.667,56.813099,0.0283
105.708,51.7995559,0.0283
105.75,51.8448359,0.0283
105.792,51.6459152,0.0283
105.833,51.7282682,0.0283
105.875,50.0111374,0.0283
105.917,21.0242398,0.0283
105.958,19.7993592,0.0283
106,17.4059999,0.0283
106.042,17.3479283,0.0283
106.083,17.4561758,0.0283
106.125,17.4605906,0.0283
106.167,17.5023897,0.0283
106.208,18.593383,0.0283
106.25,50.1366196,0.0283
106.292,51.712024,0.0283
106.333,51.8255353,0.0283
106.375,49.6621135,0.0283
106.417,3.2325109,0.0283
106.458,34.7835866,0.0283
106.5,51.8373081,0.0283
106.542,51.5607605,0.0283
106.583,51.8202432,0.0283
106.625,51.6454341,0.0283
106.667,51.6839787,0.0283
106.708,51.9273021,0.0283
106.75,56.7103134,0.0283
106.792,56.9443827,0.0283
106.833,56.8975179,0.0283
106.875,54.9023679,0.0283
106.917,18.5438014,0.0283
106.958,18.6334558,0.0283
107,54.9535343,0.0283
107.042,57.0525453,0.0283
107.083,56.9956623,0.0283
107.125,56.9932002,0.0283
107.167,57.0514416,0.0283
107.208,56.9827292,0.0283
107.25,56.8069579,0.0283
107.292,57.0147931,0.0283
107.333,57.1314174,0.0283
107.375,56.9886439,0.0283
107.417,57.0016902,0.0283
107.458,56.9906532,0.0283
107.5,56.8579545,0.0283
107.542,56.9913324,0.0283
107.583,56.9511181,0.0283
107.625,56.9599477,0.0283
107.667,56.9360059,0.0283
107.708,56.9815123,0.0283
107.75,56.9525614,0.0283
107.792,57.0204814,0.0283
107.833,56.8721045,0.0283
107.875,56.7711301,0.0283
107.917,56.8360503,0.0283
107.958,56.4864604,0.0283
108,47.1904764,0.0283
108.042,46.7919841,0.0283
108.083,45.4773925,0.0283
108.125,43.7344238,0.0283
108.167,38.5227524,0.0283
108.208,47.7466563,0.0283
108.25,56.8862262,0.0283
108.292,56.9752014,0.0283
108.333,56.9481749,0.0283
108.375,56.9392887,0.0283
108.417,56.9424866,0.0283
108.458,56.9342513,0.0283
108.5,56.949788,0.0283
108.542,56.9823613,0.0283
108.583,56.9236105,0.0283
108.625,57.051668,0.0283
108.667,56.9897193,0.0283
108.708,56.7515748,0.0283
108.75,57.0005865,0.0283
108.792,56.9602307,0.0283
108.833,56.890641,0.0283
108.875,56.734142,0.0283
108.917,56.9414112,0.0283
108.958,56.7054458,0.0283
109,52.0213713,0.0283
109.042,51.7335886,0.0283
109.083,51.7518704,0.0283
109.125,51.5781084,0.0283
109.167,51.9041527,0.0283
109.208,56.7517163,0.0283
109.25,56.9807765,0.0283
109.292,56.937336,0.0283
109.333,56.8980839,0.0283
109.375,57.0458948,0.0283
109.417,56.9883043,0.0283
109.458,56.9487692,0.0283
109.5,56.9754844,0.0283
109.542,56.9153186,0.0283
109.583,56.9840876,0.0283
109.625,56.923186,0.0283
109.667,56.9541745,0.0283
109.708,56.9307138,0.0283
109.75,56.9123471,0.0283
109.792,56.8987631,0.0283
109.833,56.8944049,0.0283
109.875,56.8337297,0.0283
109.917,56.8866224,0.0283
109.958,56.9689471,0.0283
110,56.6496948,0.0283
110.042,51.8082157,0.0283
110.083,51.8283087,0.0283
110.125,51.7913772,0.0283
110.167,52.0568029,0.0283
110.208,56.8776796,0.0283
110.25,56.9958604,0.0283
110.292,57.0140856,0.0283
110.333,57.0144252,0.0283
110.375,57.0026807,0.0283
110.417,56.9996809,0.0283
110.458,57.0050296,0.0283
110.5,57.0391594,0.0283
110.542,56.7756298,0.0283
110.583,56.9572309,0.0283
110.625,56.9502974,0.0283
110.667,57.1168995,0.0283
110.708,56.9422319,0.0283
110.75,56.744896,0.0283
110.792,56.9433922,0.0283
110.833,56.8993574,0.0283
110.875,56.8559735,0.0283
110.917,56.9088662,0.0283
110.958,56.9718054,0.0283
111,56.6646372,0.0283
111.042,53.1911801,0.0283
111.083,56.7869215,0.0283
111.125,56.9463637,0.0283
111.167,57.0602429,0.0283
111.208,56.9764466,0.0283
111.25,56.9652398,0.0283
111.292,56.9898608,0.0283
111.333,56.9628909,0.0283
111.375,56.984314,0.0283
111.417,56.9978131,0.0283
111.458,56.9660605,0.0283
111.5,56.9770975,0.0283
111.542,56.1471434,0.0283
111.583,42.8598972,0.0283
111.625,42.948646,0.0283
111.667,56.2357224,0.0283
111.708,56.8455874,0.0283
111.75,56.8483042,0.0283
111.792,56.9123471,0.0283
111.833,56.9873987,0.0283
111.875,56.8837924,0.0283
111.917,56.9262707,0.0283
111.958,56.93111,0.0283
112,56.7240106,0.0283
112.042,57.1160222,0.0283
112.083,56.2218837,0.0283
112.125,47.1509413,0.0283
112.167,47.2183519,0.0283
112.208,56.5316272,0.0283
112.25,56.9139036,0.0283
112.292,56.8749911,0.0283
112.333,56.9354399,0.0283
112.375,56.88583,0.0283
112.417,52.2674115,0.0283
112.458,55.4155318,0.0283
112.5,56.9311949,0.0283
112.542,56.8939521,0.0283
112.583,56.944694,0.0283
112.625,56.8817548,0.0283
112.667,56.909602,0.0283
112.708,56.8866224,0.0283
112.75,56.9523916,0.0283
112.792,56.8618882,0.0283
112.833,56.8415688,0.0283
112.875,56.9174694,0.0283
112.917,56.8409745,0.0283
112.958,56.4432746,0.0283
113,47.2054754,0.0283
113.042,46.8277836,0.0283
113.083,46.8108885,0.0283
113.125,46.8140015,0.0283
113.167,47.1677515,0.0283
113.208,56.5171659,0.0283
113.25,56.9008007,0.0283
113.292,56.8240794,0.0283
113.333,56.9322703,0.0283
113.375,56.9172996,0.0283
113.417,56.9836914,0.0283
113.458,56.9351003,0.0283
113.5,56.981201,0.0283
113.542,57.0563941,0.0283
113.583,56.9914456,0.0283
113.625,56.993936,0.0283
113.667,56.9999356,0.0283
113.708,56.9653813,0.0283
113.75,56.9912475,0.0283
113.792,56.9087247,0.0283
113.833,56.9587308,0.0283
113.875,56.9496465,0.0283
113.917,57.0166043,0.0283
113.958,56.6424783,0.0283
114,52.0711793,0.0283
114.042,51.6794507,0.0283
114.083,51.9216421,0.0283
114.125,51.7070432,0.0283
114.167,51.8239505,0.0283
114.208,51.7137503,0.0283
114.25,46.9592088,0.0283
114.292,45.083032,0.0283
114.333,3.8196793,0.0283
114.375,0.0283,0.0283
114.417,0.0283,0.0283
114.458,0.0283,0.0283
114.5,2.8165575,0.0283
114.542,54.4690383,0.0283
114.583,57.0102085,0.0283
114.625,57.1131356,0.0283
114.667,57.0333579,0.0283
114.708,57.0470268,0.0283
114.75,57.1371906,0.0283
114.792,57.1568874,0.0283
114.833,57.1324645,0.0283
114.875,57.0948255,0.0283
114.917,55.032746,0.0283
114.958,19.922068,0.0283
115,55.1018829,0.0283
115.042,57.0883731,0.0283
115.083,57.1058059,0.0283
115.125,57.1289553,0.0283
115.167,57.1281629,0.0283
115.208,57.1134186,0.0283
115.25,57.1448882,0.0283
115.292,56.5821144,0.0283
115.333,43.8156448,0.0283
115.375,40.7007204,0.0283
115.417,2.8127936,0.0283
115.458,1.2679532,0.0283
115.5,0.1536407,0.0283
115.542,0.3074512,0.0283
115.583,7.5192817,0.0283
115.625,2.3747662,0.0283
115.667,39.7853286,0.0283
115.708,42.2492964,0.0283
115.75,42.8274088,0.0283
115.792,56.2651827,0.0283
115.833,57.0736854,0.0283
115.875,56.8826321,0.0283
115.917,56.7197656,0.0283
115.958,56.778007,0.0283
116,50.4177235,0.0283
116.042,20.9510277,0.0283
116.083,19.8789105,0.0283
116.125,19.7670972,0.0283
116.167,20.9336798,0.0283
116.208,50.3500865,0.0283
116.25,51.9456122,0.0283
116.292,51.7228629,0.0283
116.333,51.7288908,0.0283
116.375,51.785604,0.0283
116.417,51.8111589,0.0283
116.458,51.8628064,0.0283
116.5,51.8390061,0.0283
116.542,51.7179104,0.0283
116.583,51.9008699,0.0283
116.625,51.9405182,0.0283
116.667,56.6912392,0.0283
116.708,56.918375,0.0283
116.75,56.7869498,0.0283
116.792,56.8606713,0.0283
116.833,56.940166,0.0283
116.875,56.5942834,0.0283
116.917,51.9497723,0.0283
116.958,51.4636066,0.0283
117,42.7178312,0.0283
117.042,42.3540347,0.0283
117.083,42.2310146,0.0283
117.125,42.3607984,0.0283
117.167,42.7525553,0.0283
117.208,51.3270308,0.0283
117.25,51.6971382,0.0283
117.292,51.7651148,0.0283
117.333,51.551846,0.0283
117.375,51.729004,0.0283
117.417,51.8830692,0.0283
117.458,51.957951,0.0283
117.5,51.8829843,0.0283
117.542,51.9688465,0.0283
117.583,51.691365,0.0283
117.625,51.7651148,0.0283
117.667,51.8862105,0.0283
117.708,51.8246863,0.0283
117.75,51.8538636,0.0283
117.792,52.0541993,0.0283
117.833,56.7815445,0.0283
117.875,56.8800002,0.0283
117.917,56.8641522,0.0283
117.958,56.6822398,0.0283
118,52.0950079,0.0283
118.042,51.6720644,0.0283
118.083,51.7662751,0.0283
118.125,51.999269,0.0283
118.167,51.8123475,0.0283
118.208,52.1801626,0.0283
118.25,56.8298243,0.0283
118.292,57.0181042,0.0283
118.333,57.0481871,0.0283
118.375,57.1111263,0.0283
118.417,57.0237076,0.0283
118.458,57.0691857,0.0283
118.5,57.0529415,0.0283
118.542,56.9845687,0.0283
118.583,56.7844594,0.0283
118.625,57.1858383,0.0283
118.667,56.9741826,0.0283
118.708,56.8859432,0.0283
118.75,56.7684133,0.0283
118.792,56.948373,0.0283
118.833,56.889509,0.0283
118.875,56.8280131,0.0283
118.917,56.9464769,0.0283
118.958,56.6332808,0.0283
119,51.8304595,0.0283
119.042,51.6684703,0.0283
119.083,50.0509838,0.0283
119.125,21.1148564,0.0283
119.167,21.000015,0.0283
119.208,50.217218,0.0283
119.25,51.7513044,0.0283
119.292,51.664763,0.0283
119.333,51.7762367,0.0283
119.375,51.7899056,0.0283
119.417,51.7794346,0.0283
119.458,51.7314944,0.0283
119.5,51.7048924,0.0283
119.542,51.7800289,0.0283
119.583,51.8363742,0.0283
119.625,51.7728973,0.0283
119.667,51.679762,0.0283
119.708,51.8010841,0.0283
119.75,51.72391,0.0283
119.792,51.6615085,0.0283
119.833,51.8740698,0.0283
119.875,51.8336574,0.0283
119.917,51.7333056,0.0283
119.958,50.2277173,0.0283
120,21.0043732,0.0283
120.042,19.9174268,0.0283
120.083,19.9258036,0.0283
120.125,19.8131413,0.0283
120.167,19.7970952,0.0283
120.208,21.1825783,0.0283
120.25,52.8212991,0.0283
120.292,16.5389445,0.0283
120.333,16.5892619,0.0283
120.375,54.6078498,0.0283
120.417,57.1276252,0.0283
120.458,56.724803,0.0283
120.5,56.8048071,0.0283
120.542,56.9574007,0.0283
120.583,57.1445769,0.0283
120.625,56.8297111,0.0283
120.667,57.1189371,0.0283
120.708,56.7625269,0.0283
120.75,56.8555207,0.0283
120.792,57.0008978,0.0283
120.833,56.9368549,0.0283
120.875,57.0231416,0.0283
120.917,55.2262897,0.0283
120.958,21.251602,0.0283
121,23.1019975,0.0283
121.042,23.2643546,0.0283
121.083,23.3031822,0.0283
121.125,23.2868814,0.0283
121.167,23.2531195,0.0283
121.208,22.6760259,0.0283
121.25,41.5462961,0.0283
121.292,42.3546573,0.0283
121.333,42.3829856,0.0283
121.375,42.3995977,0.0283
121.417,42.36227,0.0283
121.458,42.3490539,0.0283
121.5,42.4046634,0.0283
121.542,42.3688073,0.0283
121.583,42.3979563,0.0283
121.625,42.2690498,0.0283
121.667,42.4008429,0.0283
121.708,42.7815345,0.0283
121.75,51.3350963,0.0283
121.792,51.7267683,0.0283
121.833,51.6727719,0.0283
121.875,50.5018594,0.0283
121.917,24.1839065,0.0283
121.958,24.3911474,0.0283
122,50.4532966,0.0283
122.042,51.9431784,0.0283
122.083,51.8491941,0.0283
122.125,51.8037726,0.0283
122.167,51.9054262,0.0283
122.208,51.7903867,0.0283
122.25,51.9484139,0.0283
122.292,51.8503261,0.0283
122.333,51.8900027,0.0283
122.375,51.8734755,0.0283
122.417,51.8745226,0.0283
122.458,51.926821,0.0283
122.5,51.840789,0.0283
122.542,51.9398673,0.0283
122.583,51.9809872,0.0283
122.625,51.9526023,0.0283
122.667,51.7686806,0.0283
122.708,51.9828833,0.0283
122.75,51.7757273,0.0283
122.792,51.7334188,0.0283
122.833,51.9759781,0.0283
122.875,51.7339282,0.0283
122.917,51.7430974,0.0283
122.958,51.9561681,0.0283
123,52.2133585,0.0283
123.042,52.6812424,0.0283
123.083,54.2162061,0.0283
123.125,56.2149785,0.0283
123.167,57.0255188,0.0283
123.208,56.7338873,0.0283
123.25,57.0353106,0.0283
123.292,57.2306938,0.0283
123.333,57.2147043,0.0283
123.375,57.1905078,0.0283
123.417,57.1965357,0.0283
123.458,57.2388725,0.0283
123.5,57.1965923,0.0283
123.542,57.1445203,0.0283
123.583,57.2032994,0.0283
123.625,57.1617833,0.0283
123.667,57.1391716,0.0283
123.708,57.0695253,0.0283
123.75,57.0630446,0.0283
123.792,57.1539442,0.0283
123.833,56.9888986,0.0283
123.875,56.9611929,0.0283
123.917,56.9650417,0.0283
123.958,55.3307733,0.0283
124,24.4866316,0.0283
124.042,23.2615812,0.0283
124.083,23.2101884,0.0283
124.125,23.2899661,0.0283
124.167,23.3519714,0.0283
124.208,24.3391603,0.0283
124.25,50.5707133,0.0283
124.292,51.6284258,0.0283
124.333,51.9573567,0.0283
124.375,51.665046,0.0283
124.417,51.9966654,0.0283
124.458,51.7913489,0.0283
124.5,51.920312,0.0283
124.542,51.8334027,0.0283
124.583,51.7362488,0.0283
124.625,51.7953109,0.0283
124.667,51.8079327,0.0283
124.708,51.8468735,0.0283
124.75,51.8374779,0.0283
124.792,51.8235543,0.0283
124.833,51.9187272,0.0283
124.875,50.5953626,0.0283
124.917,24.314228,0.0283
124.958,23.2795517,0.0283
125,23.2411203,0.0283
125.042,23.238545,0.0283
125.083,23.2516762,0.0283
125.125,23.2150277,0.0283
125.167,23.2342151,0.0283
125.208,24.5349963,0.0283
125.25,55.4318609,0.0283
125.292,57.0702611,0.0283
125.333,57.0196607,0.0283
125.375,57.0758362,0.0283
125.417,56.9972471,0.0283
125.458,56.9501276,0.0283
125.5,56.9939077,0.0283
125.542,57.2137138,0.0283
125.583,57.0395839,0.0283
125.625,56.986295,0.0283
125.667,56.8589167,0.0283
125.708,57.077987,0.0283
125.75,57.0093312,0.0283
125.792,57.0548093,0.0283
125.833,56.9580799,0.0283
125.875,55.4062211,0.0283
125.917,24.399411,0.0283
125.958,24.8484188,0.0283
126,55.3139065,0.0283
126.042,57.0492908,0.0283
126.083,57.0434044,0.0283
126.125,57.1366246,0.0283
126.167,57.0612617,0.0283
126.208,57.0768833,0.0283
126.25,57.1339078,0.0283
126.292,56.9349871,0.0283
126.333,52.0822446,0.0283
126.375,51.9108315,0.0283
126.417,51.8363176,0.0283
126.458,51.801169,0.0283
126.5,51.7864247,0.0283
126.542,51.9389051,0.0283
126.583,51.8633441,0.0283
126.625,51.9615451,0.0283
126.667,51.8377609,0.0283
126.708,51.9315754,0.0283
126.75,51.9818645,0.0283
126.792,51.841355,0.0283
126.833,51.8672495,0.0283
126.875,52.0719434,0.0283
126.917,56.8813586,0.0283
126.958,55.2859178,0.0283
127,24.4393989,0.0283
127.042,23.2083206,0.0283
127.083,23.2929659,0.0283
127.125,23.273071,0.0283
127.167,23.2299701,0.0283
127.208,24.3100113,0.0283
127.25,50.6135312,0.0283
127.292,51.663914,0.0283
127.333,51.8670231,0.0283
127.375,51.9512722,0.0283
127.417,51.61354,0.0283
127.458,51.7833117,0.0283
127.5,51.9749876,0.0283
127.542,51.5581569,0.0283
127.583,51.8247712,0.0283
127.625,51.9135766,0.0283
127.667,51.8283936,0.0283
127.708,51.972384,0.0283
127.75,56.8712272,0.0283
127.792,56.9920965,0.0283
127.833,57.073459,0.0283
127.875,55.3197929,0.0283
127.917,24.4421723,0.0283
127.958,24.0115029,0.0283
128,41.5362213,0.0283
128.042,42.4088518,0.0283
128.083,42.3384131,0.0283
128.125,42.4485284,0.0283
128.167,42.3887022,0.0283
128.208,42.3884192,0.0283
128.25,42.4095593,0.0283
128.292,42.4162947,0.0283
128.333,42.4448211,0.0283
128.375,42.4119648,0.0283
128.417,42.3953527,0.0283
128.458,42.4182757,0.0283
