$Trinity Lake Br3 inflow updated YC 06/01/23,
",,,",
Jday,USBR TL Inflow (QI)
59.167,2.548492142
59.208,2.548492142
59.25,2.548492142
59.292,2.548492142
59.333,2.548492142
59.375,2.548492142
59.417,2.548492142
59.458,2.548492142
59.5,2.548492142
59.542,2.548492142
59.583,2.548492142
59.625,2.548492142
59.667,2.548492142
59.708,2.548492142
59.75,2.548492142
59.792,2.548492142
59.833,2.548492142
59.875,2.548492142
59.917,2.548492142
59.958,2.548492142
60,3.596205578
60.042,3.596205578
60.083,3.596205578
60.125,3.596205578
60.167,3.596205578
60.208,3.596205578
60.25,3.596205578
60.292,3.596205578
60.333,3.596205578
60.375,3.596205578
60.417,3.596205578
60.458,3.596205578
60.5,3.596205578
60.542,3.596205578
60.583,3.596205578
60.625,3.596205578
60.667,3.596205578
60.708,3.596205578
60.75,3.596205578
60.792,3.596205578
60.833,3.596205578
60.875,3.596205578
60.917,3.596205578
60.958,3.596205578
61,1.415828968
61.042,1.415828968
61.083,1.415828968
61.125,1.415828968
61.167,1.415828968
61.208,1.415828968
61.25,1.415828968
61.292,1.415828968
61.333,1.415828968
61.375,1.415828968
61.417,1.415828968
61.458,1.415828968
61.5,1.415828968
61.542,1.415828968
61.583,1.415828968
61.625,1.415828968
61.667,1.415828968
61.708,1.415828968
61.75,1.415828968
61.792,1.415828968
61.833,1.415828968
61.875,1.415828968
61.917,1.415828968
61.958,1.415828968
62,2.152060031
62.042,2.152060031
62.083,2.152060031
62.125,2.152060031
62.167,2.152060031
62.208,2.152060031
62.25,2.152060031
62.292,2.152060031
62.333,2.152060031
62.375,2.152060031
62.417,2.152060031
62.458,2.152060031
62.5,2.152060031
62.542,2.152060031
62.583,2.152060031
62.625,2.152060031
62.667,2.152060031
62.708,2.152060031
62.75,2.152060031
62.792,2.152060031
62.833,2.152060031
62.875,2.152060031
62.917,2.152060031
62.958,2.152060031
63,2.152060031
63.042,2.152060031
63.083,2.152060031
63.125,2.152060031
63.167,2.152060031
63.208,2.152060031
63.25,2.152060031
63.292,2.152060031
63.333,2.152060031
63.375,2.152060031
63.417,2.152060031
63.458,2.152060031
63.5,2.152060031
63.542,2.152060031
63.583,2.152060031
63.625,2.152060031
63.667,2.152060031
63.708,2.152060031
63.75,2.152060031
63.792,2.152060031
63.833,2.152060031
63.875,2.152060031
63.917,2.152060031
63.958,2.152060031
64,1.500778706
64.042,1.500778706
64.083,1.500778706
64.125,1.500778706
64.167,1.500778706
64.208,1.500778706
64.25,1.500778706
64.292,1.500778706
64.333,1.500778706
64.375,1.500778706
64.417,1.500778706
64.458,1.500778706
64.5,1.500778706
64.542,1.500778706
64.583,1.500778706
64.625,1.500778706
64.667,1.500778706
64.708,1.500778706
64.75,1.500778706
64.792,1.500778706
64.833,1.500778706
64.875,1.500778706
64.917,1.500778706
64.958,1.500778706
65,2.180376611
65.042,2.180376611
65.083,2.180376611
65.125,2.180376611
65.167,2.180376611
65.208,2.180376611
65.25,2.180376611
65.292,2.180376611
65.333,2.180376611
65.375,2.180376611
65.417,2.180376611
65.458,2.180376611
65.5,2.180376611
65.542,2.180376611
65.583,2.180376611
65.625,2.180376611
65.667,2.180376611
65.708,2.180376611
65.75,2.180376611
65.792,2.180376611
65.833,2.180376611
65.875,2.180376611
65.917,2.180376611
65.958,2.180376611
66,2.576808722
66.042,2.576808722
66.083,2.576808722
66.125,2.576808722
66.167,2.576808722
66.208,2.576808722
66.25,2.576808722
66.292,2.576808722
66.333,2.576808722
66.375,2.576808722
66.417,2.576808722
66.458,2.576808722
66.5,2.576808722
66.542,2.576808722
66.583,2.576808722
66.625,2.576808722
66.667,2.576808722
66.708,2.576808722
66.75,2.576808722
66.792,2.576808722
66.833,2.576808722
66.875,2.576808722
66.917,2.576808722
66.958,2.576808722
67,1.897210817
67.042,1.897210817
67.083,1.897210817
67.125,1.897210817
67.167,1.897210817
67.208,1.897210817
67.25,1.897210817
67.292,1.897210817
67.333,1.897210817
67.375,1.897210817
67.417,1.897210817
67.458,1.897210817
67.5,1.897210817
67.542,1.897210817
67.583,1.897210817
67.625,1.897210817
67.667,1.897210817
67.708,1.897210817
67.75,1.897210817
67.792,1.897210817
67.833,1.897210817
67.875,1.897210817
67.917,1.897210817
67.958,1.897210817
68,4.049270848
68.042,4.049270848
68.083,4.049270848
68.125,4.049270848
68.167,4.049270848
68.208,4.049270848
68.25,4.049270848
68.292,4.049270848
68.333,4.049270848
68.375,4.049270848
68.417,4.049270848
68.458,4.049270848
68.5,4.049270848
68.542,4.049270848
68.583,4.049270848
68.625,4.049270848
68.667,4.049270848
68.708,4.049270848
68.75,4.049270848
68.792,4.049270848
68.833,4.049270848
68.875,4.049270848
68.917,4.049270848
68.958,4.049270848
69,2.859974515
69.042,2.859974515
69.083,2.859974515
69.125,2.859974515
69.167,2.859974515
69.208,2.859974515
69.25,2.859974515
69.292,2.859974515
69.333,2.859974515
69.375,2.859974515
69.417,2.859974515
69.458,2.859974515
69.5,2.859974515
69.542,2.859974515
69.583,2.859974515
69.625,2.859974515
69.667,2.859974515
69.708,2.859974515
69.75,2.859974515
69.792,2.859974515
69.833,2.859974515
69.875,2.859974515
69.917,2.859974515
69.958,2.859974515
70,2.803341356
70.042,2.803341356
70.083,2.803341356
70.125,2.803341356
70.167,2.803341356
70.208,2.803341356
70.25,2.803341356
70.292,2.803341356
70.333,2.803341356
70.375,2.803341356
70.417,2.803341356
70.458,2.803341356
70.5,2.803341356
70.542,2.803341356
70.583,2.803341356
70.625,2.803341356
70.667,2.803341356
70.708,2.803341356
70.75,2.803341356
70.792,2.803341356
70.833,2.803341356
70.875,2.803341356
70.917,2.803341356
70.958,2.803341356
71,2.690075039
71.042,2.690075039
71.083,2.690075039
71.125,2.690075039
71.167,2.690075039
71.208,2.690075039
71.25,2.690075039
71.292,2.690075039
71.333,2.690075039
71.375,2.690075039
71.417,2.690075039
71.458,2.690075039
71.5,2.690075039
71.542,2.690075039
71.583,2.690075039
71.625,2.690075039
71.667,2.690075039
71.708,2.690075039
71.75,2.690075039
71.792,2.690075039
71.833,2.690075039
71.875,2.690075039
71.917,2.690075039
71.958,2.690075039
72,11.41158148
72.042,11.41158148
72.083,11.41158148
72.125,11.41158148
72.167,11.41158148
72.208,11.41158148
72.25,11.41158148
72.292,11.41158148
72.333,11.41158148
72.375,11.41158148
72.417,11.41158148
72.458,11.41158148
72.5,11.41158148
72.542,11.41158148
72.583,11.41158148
72.625,11.41158148
72.667,11.41158148
72.708,11.41158148
72.75,11.41158148
72.792,11.41158148
72.833,11.41158148
72.875,11.41158148
72.917,11.41158148
72.958,11.41158148
73,7.333994054
73.042,7.333994054
73.083,7.333994054
73.125,7.333994054
73.167,7.333994054
73.208,7.333994054
73.25,7.333994054
73.292,7.333994054
73.333,7.333994054
73.375,7.333994054
73.417,7.333994054
73.458,7.333994054
73.5,7.333994054
73.542,7.333994054
73.583,7.333994054
73.625,7.333994054
73.667,7.333994054
73.708,7.333994054
73.75,7.333994054
73.792,7.333994054
73.833,7.333994054
73.875,7.333994054
73.917,7.333994054
73.958,7.333994054
74,7.277360895
74.042,7.277360895
74.083,7.277360895
74.125,7.277360895
74.167,7.277360895
74.208,7.277360895
74.25,7.277360895
74.292,7.277360895
74.333,7.277360895
74.375,7.277360895
74.417,7.277360895
74.458,7.277360895
74.5,7.277360895
74.542,7.277360895
74.583,7.277360895
74.625,7.277360895
74.667,7.277360895
74.708,7.277360895
74.75,7.277360895
74.792,7.277360895
74.833,7.277360895
74.875,7.277360895
74.917,7.277360895
74.958,7.277360895
75,4.870451649
75.042,4.870451649
75.083,4.870451649
75.125,4.870451649
75.167,4.870451649
75.208,4.870451649
75.25,4.870451649
75.292,4.870451649
75.333,4.870451649
75.375,4.870451649
75.417,4.870451649
75.458,4.870451649
75.5,4.870451649
75.542,4.870451649
75.583,4.870451649
75.625,4.870451649
75.667,4.870451649
75.708,4.870451649
75.75,4.870451649
75.792,4.870451649
75.833,4.870451649
75.875,4.870451649
75.917,4.870451649
75.958,4.870451649
76,4.247486904
76.042,4.247486904
76.083,4.247486904
76.125,4.247486904
76.167,4.247486904
76.208,4.247486904
76.25,4.247486904
76.292,4.247486904
76.333,4.247486904
76.375,4.247486904
76.417,4.247486904
76.458,4.247486904
76.5,4.247486904
76.542,4.247486904
76.583,4.247486904
76.625,4.247486904
76.667,4.247486904
76.708,4.247486904
76.75,4.247486904
76.792,4.247486904
76.833,4.247486904
76.875,4.247486904
76.917,4.247486904
76.958,4.247486904
77,3.794421634
77.042,3.794421634
77.083,3.794421634
77.125,3.794421634
77.167,3.794421634
77.208,3.794421634
77.25,3.794421634
77.292,3.794421634
77.333,3.794421634
77.375,3.794421634
77.417,3.794421634
77.458,3.794421634
77.5,3.794421634
77.542,3.794421634
77.583,3.794421634
77.625,3.794421634
77.667,3.794421634
77.708,3.794421634
77.75,3.794421634
77.792,3.794421634
77.833,3.794421634
77.875,3.794421634
77.917,3.794421634
77.958,3.794421634
78,4.304120062
78.042,4.304120062
78.083,4.304120062
78.125,4.304120062
78.167,4.304120062
78.208,4.304120062
78.25,4.304120062
78.292,4.304120062
78.333,4.304120062
78.375,4.304120062
78.417,4.304120062
78.458,4.304120062
78.5,4.304120062
78.542,4.304120062
78.583,4.304120062
78.625,4.304120062
78.667,4.304120062
78.708,4.304120062
78.75,4.304120062
78.792,4.304120062
78.833,4.304120062
78.875,4.304120062
78.917,4.304120062
78.958,4.304120062
79,4.105904007
79.042,4.105904007
79.083,4.105904007
79.125,4.105904007
79.167,4.105904007
79.208,4.105904007
79.25,4.105904007
79.292,4.105904007
79.333,4.105904007
79.375,4.105904007
79.417,4.105904007
79.458,4.105904007
79.5,4.105904007
79.542,4.105904007
79.583,4.105904007
79.625,4.105904007
79.667,4.105904007
79.708,4.105904007
79.75,4.105904007
79.792,4.105904007
79.833,4.105904007
79.875,4.105904007
79.917,4.105904007
79.958,4.105904007
80,5.125300864
80.042,5.125300864
80.083,5.125300864
80.125,5.125300864
80.167,5.125300864
80.208,5.125300864
80.25,5.125300864
80.292,5.125300864
80.333,5.125300864
80.375,5.125300864
80.417,5.125300864
80.458,5.125300864
80.5,5.125300864
80.542,5.125300864
80.583,5.125300864
80.625,5.125300864
80.667,5.125300864
80.708,5.125300864
80.75,5.125300864
80.792,5.125300864
80.833,5.125300864
80.875,5.125300864
80.917,5.125300864
80.958,5.125300864
81,8.523290387
81.042,8.523290387
81.083,8.523290387
81.125,8.523290387
81.167,8.523290387
81.208,8.523290387
81.25,8.523290387
81.292,8.523290387
81.333,8.523290387
81.375,8.523290387
81.417,8.523290387
81.458,8.523290387
81.5,8.523290387
81.542,8.523290387
81.583,8.523290387
81.625,8.523290387
81.667,8.523290387
81.708,8.523290387
81.75,8.523290387
81.792,8.523290387
81.833,8.523290387
81.875,8.523290387
81.917,8.523290387
81.958,8.523290387
82,6.994195101
82.042,6.994195101
82.083,6.994195101
82.125,6.994195101
82.167,6.994195101
82.208,6.994195101
82.25,6.994195101
82.292,6.994195101
82.333,6.994195101
82.375,6.994195101
82.417,6.994195101
82.458,6.994195101
82.5,6.994195101
82.542,6.994195101
82.583,6.994195101
82.625,6.994195101
82.667,6.994195101
82.708,6.994195101
82.75,6.994195101
82.792,6.994195101
82.833,6.994195101
82.875,6.994195101
82.917,6.994195101
82.958,6.994195101
83,6.62607957
83.042,6.62607957
83.083,6.62607957
83.125,6.62607957
83.167,6.62607957
83.208,6.62607957
83.25,6.62607957
83.292,6.62607957
83.333,6.62607957
83.375,6.62607957
83.417,6.62607957
83.458,6.62607957
83.5,6.62607957
83.542,6.62607957
83.583,6.62607957
83.625,6.62607957
83.667,6.62607957
83.708,6.62607957
83.75,6.62607957
83.792,6.62607957
83.833,6.62607957
83.875,6.62607957
83.917,6.62607957
83.958,6.62607957
84,5.550049554
84.042,5.550049554
84.083,5.550049554
84.125,5.550049554
84.167,5.550049554
84.208,5.550049554
84.25,5.550049554
84.292,5.550049554
84.333,5.550049554
84.375,5.550049554
84.417,5.550049554
84.458,5.550049554
84.5,5.550049554
84.542,5.550049554
84.583,5.550049554
84.625,5.550049554
84.667,5.550049554
84.708,5.550049554
84.75,5.550049554
84.792,5.550049554
84.833,5.550049554
84.875,5.550049554
84.917,5.550049554
84.958,5.550049554
85,4.445702959
85.042,4.445702959
85.083,4.445702959
85.125,4.445702959
85.167,4.445702959
85.208,4.445702959
85.25,4.445702959
85.292,4.445702959
85.333,4.445702959
85.375,4.445702959
85.417,4.445702959
85.458,4.445702959
85.5,4.445702959
85.542,4.445702959
85.583,4.445702959
85.625,4.445702959
85.667,4.445702959
85.708,4.445702959
85.75,4.445702959
85.792,4.445702959
85.833,4.445702959
85.875,4.445702959
85.917,4.445702959
85.958,4.445702959
86,5.040351126
86.042,5.040351126
86.083,5.040351126
86.125,5.040351126
86.167,5.040351126
86.208,5.040351126
86.25,5.040351126
86.292,5.040351126
86.333,5.040351126
86.375,5.040351126
86.417,5.040351126
86.458,5.040351126
86.5,5.040351126
86.542,5.040351126
86.583,5.040351126
86.625,5.040351126
86.667,5.040351126
86.708,5.040351126
86.75,5.040351126
86.792,5.040351126
86.833,5.040351126
86.875,5.040351126
86.917,5.040351126
86.958,5.040351126
87,4.927084808
87.042,4.927084808
87.083,4.927084808
87.125,4.927084808
87.167,4.927084808
87.208,4.927084808
87.25,4.927084808
87.292,4.927084808
87.333,4.927084808
87.375,4.927084808
87.417,4.927084808
87.458,4.927084808
87.5,4.927084808
87.542,4.927084808
87.583,4.927084808
87.625,4.927084808
87.667,4.927084808
87.708,4.927084808
87.75,4.927084808
87.792,4.927084808
87.833,4.927084808
87.875,4.927084808
87.917,4.927084808
87.958,4.927084808
88,5.040351126
88.042,5.040351126
88.083,5.040351126
88.125,5.040351126
88.167,5.040351126
88.208,5.040351126
88.25,5.040351126
88.292,5.040351126
88.333,5.040351126
88.375,5.040351126
88.417,5.040351126
88.458,5.040351126
88.5,5.040351126
88.542,5.040351126
88.583,5.040351126
88.625,5.040351126
88.667,5.040351126
88.708,5.040351126
88.75,5.040351126
88.792,5.040351126
88.833,5.040351126
88.875,5.040351126
88.917,5.040351126
88.958,5.040351126
89,5.040351126
89.042,5.040351126
89.083,5.040351126
89.125,5.040351126
89.167,5.040351126
89.208,5.040351126
89.25,5.040351126
89.292,5.040351126
89.333,5.040351126
89.375,5.040351126
89.417,5.040351126
89.458,5.040351126
89.5,5.040351126
89.542,5.040351126
89.583,5.040351126
89.625,5.040351126
89.667,5.040351126
89.708,5.040351126
89.75,5.040351126
89.792,5.040351126
89.833,5.040351126
89.875,5.040351126
89.917,5.040351126
89.958,5.040351126
90,4.983717967
90.042,4.983717967
90.083,4.983717967
90.125,4.983717967
90.167,4.983717967
90.208,4.983717967
90.25,4.983717967
90.292,4.983717967
90.333,4.983717967
90.375,4.983717967
90.417,4.983717967
90.458,4.983717967
90.5,4.983717967
90.542,4.983717967
90.583,4.983717967
90.625,4.983717967
90.667,4.983717967
90.708,4.983717967
90.75,4.983717967
90.792,4.983717967
90.833,4.983717967
90.875,4.983717967
90.917,4.983717967
90.958,4.983717967
91,6.059747982
91.042,6.059747982
91.083,6.059747982
91.125,6.059747982
91.167,6.059747982
91.208,6.059747982
91.25,6.059747982
91.292,6.059747982
91.333,6.059747982
91.375,6.059747982
91.417,6.059747982
91.458,6.059747982
91.5,6.059747982
91.542,6.059747982
91.583,6.059747982
91.625,6.059747982
91.667,6.059747982
91.708,6.059747982
91.75,6.059747982
91.792,6.059747982
91.833,6.059747982
91.875,6.059747982
91.917,6.059747982
91.958,6.059747982
92,7.05082826
92.042,7.05082826
92.083,7.05082826
92.125,7.05082826
92.167,7.05082826
92.208,7.05082826
92.25,7.05082826
92.292,7.05082826
92.333,7.05082826
92.375,7.05082826
92.417,7.05082826
92.458,7.05082826
92.5,7.05082826
92.542,7.05082826
92.583,7.05082826
92.625,7.05082826
92.667,7.05082826
92.708,7.05082826
92.75,7.05082826
92.792,7.05082826
92.833,7.05082826
92.875,7.05082826
92.917,7.05082826
92.958,7.05082826
93,5.663315871
93.042,5.663315871
93.083,5.663315871
93.125,5.663315871
93.167,5.663315871
93.208,5.663315871
93.25,5.663315871
93.292,5.663315871
93.333,5.663315871
93.375,5.663315871
93.417,5.663315871
93.458,5.663315871
93.5,5.663315871
93.542,5.663315871
93.583,5.663315871
93.625,5.663315871
93.667,5.663315871
93.708,5.663315871
93.75,5.663315871
93.792,5.663315871
93.833,5.663315871
93.875,5.663315871
93.917,5.663315871
93.958,5.663315871
94,6.824295625
94.042,6.824295625
94.083,6.824295625
94.125,6.824295625
94.167,6.824295625
94.208,6.824295625
94.25,6.824295625
94.292,6.824295625
94.333,6.824295625
94.375,6.824295625
94.417,6.824295625
94.458,6.824295625
94.5,6.824295625
94.542,6.824295625
94.583,6.824295625
94.625,6.824295625
94.667,6.824295625
94.708,6.824295625
94.75,6.824295625
94.792,6.824295625
94.833,6.824295625
94.875,6.824295625
94.917,6.824295625
94.958,6.824295625
95,7.985275379
95.042,7.985275379
95.083,7.985275379
95.125,7.985275379
95.167,7.985275379
95.208,7.985275379
95.25,7.985275379
95.292,7.985275379
95.333,7.985275379
95.375,7.985275379
95.417,7.985275379
95.458,7.985275379
95.5,7.985275379
95.542,7.985275379
95.583,7.985275379
95.625,7.985275379
95.667,7.985275379
95.708,7.985275379
95.75,7.985275379
95.792,7.985275379
95.833,7.985275379
95.875,7.985275379
95.917,7.985275379
95.958,7.985275379
96,23.92750956
96.042,23.92750956
96.083,23.92750956
96.125,23.92750956
96.167,23.92750956
96.208,23.92750956
96.25,23.92750956
96.292,23.92750956
96.333,23.92750956
96.375,23.92750956
96.417,23.92750956
96.458,23.92750956
96.5,23.92750956
96.542,23.92750956
96.583,23.92750956
96.625,23.92750956
96.667,23.92750956
96.708,23.92750956
96.75,23.92750956
96.792,23.92750956
96.833,23.92750956
96.875,23.92750956
96.917,23.92750956
96.958,23.92750956
97,49.32748124
97.042,49.32748124
97.083,49.32748124
97.125,49.32748124
97.167,49.32748124
97.208,49.32748124
97.25,49.32748124
97.292,49.32748124
97.333,49.32748124
97.375,49.32748124
97.417,49.32748124
97.458,49.32748124
97.5,49.32748124
97.542,49.32748124
97.583,49.32748124
97.625,49.32748124
97.667,49.32748124
97.708,49.32748124
97.75,49.32748124
97.792,49.32748124
97.833,49.32748124
97.875,49.32748124
97.917,49.32748124
97.958,49.32748124
98,21.97366558
98.042,21.97366558
98.083,21.97366558
98.125,21.97366558
98.167,21.97366558
98.208,21.97366558
98.25,21.97366558
98.292,21.97366558
98.333,21.97366558
98.375,21.97366558
98.417,21.97366558
98.458,21.97366558
98.5,21.97366558
98.542,21.97366558
98.583,21.97366558
98.625,21.97366558
98.667,21.97366558
98.708,21.97366558
98.75,21.97366558
98.792,21.97366558
98.833,21.97366558
98.875,21.97366558
98.917,21.97366558
98.958,21.97366558
99,15.26263627
99.042,15.26263627
99.083,15.26263627
99.125,15.26263627
99.167,15.26263627
99.208,15.26263627
99.25,15.26263627
99.292,15.26263627
99.333,15.26263627
99.375,15.26263627
99.417,15.26263627
99.458,15.26263627
99.5,15.26263627
99.542,15.26263627
99.583,15.26263627
99.625,15.26263627
99.667,15.26263627
99.708,15.26263627
99.75,15.26263627
99.792,15.26263627
99.833,15.26263627
99.875,15.26263627
99.917,15.26263627
99.958,15.26263627
100,13.22384256
100.042,13.22384256
100.083,13.22384256
100.125,13.22384256
100.167,13.22384256
100.208,13.22384256
100.25,13.22384256
100.292,13.22384256
100.333,13.22384256
100.375,13.22384256
100.417,13.22384256
100.458,13.22384256
100.5,13.22384256
100.542,13.22384256
100.583,13.22384256
100.625,13.22384256
100.667,13.22384256
100.708,13.22384256
100.75,13.22384256
100.792,13.22384256
100.833,13.22384256
100.875,13.22384256
100.917,13.22384256
100.958,13.22384256
101,10.87356647
101.042,10.87356647
101.083,10.87356647
101.125,10.87356647
101.167,10.87356647
101.208,10.87356647
101.25,10.87356647
101.292,10.87356647
101.333,10.87356647
101.375,10.87356647
101.417,10.87356647
101.458,10.87356647
101.5,10.87356647
101.542,10.87356647
101.583,10.87356647
101.625,10.87356647
101.667,10.87356647
101.708,10.87356647
101.75,10.87356647
101.792,10.87356647
101.833,10.87356647
101.875,10.87356647
101.917,10.87356647
101.958,10.87356647
102,9.825853037
102.042,9.825853037
102.083,9.825853037
102.125,9.825853037
102.167,9.825853037
102.208,9.825853037
102.25,9.825853037
102.292,9.825853037
102.333,9.825853037
102.375,9.825853037
102.417,9.825853037
102.458,9.825853037
102.5,9.825853037
102.542,9.825853037
102.583,9.825853037
102.625,9.825853037
102.667,9.825853037
102.708,9.825853037
102.75,9.825853037
102.792,9.825853037
102.833,9.825853037
102.875,9.825853037
102.917,9.825853037
102.958,9.825853037
103,7.956958799
103.042,7.956958799
103.083,7.956958799
103.125,7.956958799
103.167,7.956958799
103.208,7.956958799
103.25,7.956958799
103.292,7.956958799
103.333,7.956958799
103.375,7.956958799
103.417,7.956958799
103.458,7.956958799
103.5,7.956958799
103.542,7.956958799
103.583,7.956958799
103.625,7.956958799
103.667,7.956958799
103.708,7.956958799
103.75,7.956958799
103.792,7.956958799
103.833,7.956958799
103.875,7.956958799
103.917,7.956958799
103.958,7.956958799
104,7.560526688
104.042,7.560526688
104.083,7.560526688
104.125,7.560526688
104.167,7.560526688
104.208,7.560526688
104.25,7.560526688
104.292,7.560526688
104.333,7.560526688
104.375,7.560526688
104.417,7.560526688
104.458,7.560526688
104.5,7.560526688
104.542,7.560526688
104.583,7.560526688
104.625,7.560526688
104.667,7.560526688
104.708,7.560526688
104.75,7.560526688
104.792,7.560526688
104.833,7.560526688
104.875,7.560526688
104.917,7.560526688
104.958,7.560526688
105,7.702109585
105.042,7.702109585
105.083,7.702109585
105.125,7.702109585
105.167,7.702109585
105.208,7.702109585
105.25,7.702109585
105.292,7.702109585
105.333,7.702109585
105.375,7.702109585
105.417,7.702109585
105.458,7.702109585
105.5,7.702109585
105.542,7.702109585
105.583,7.702109585
105.625,7.702109585
105.667,7.702109585
105.708,7.702109585
105.75,7.702109585
105.792,7.702109585
105.833,7.702109585
105.875,7.702109585
105.917,7.702109585
105.958,7.702109585
106,6.399546935
106.042,6.399546935
106.083,6.399546935
106.125,6.399546935
106.167,6.399546935
106.208,6.399546935
106.25,6.399546935
106.292,6.399546935
106.333,6.399546935
106.375,6.399546935
106.417,6.399546935
106.458,6.399546935
106.5,6.399546935
106.542,6.399546935
106.583,6.399546935
106.625,6.399546935
106.667,6.399546935
106.708,6.399546935
106.75,6.399546935
106.792,6.399546935
106.833,6.399546935
106.875,6.399546935
106.917,6.399546935
106.958,6.399546935
107,6.739345887
107.042,6.739345887
107.083,6.739345887
107.125,6.739345887
107.167,6.739345887
107.208,6.739345887
107.25,6.739345887
107.292,6.739345887
107.333,6.739345887
107.375,6.739345887
107.417,6.739345887
107.458,6.739345887
107.5,6.739345887
107.542,6.739345887
107.583,6.739345887
107.625,6.739345887
107.667,6.739345887
107.708,6.739345887
107.75,6.739345887
107.792,6.739345887
107.833,6.739345887
107.875,6.739345887
107.917,6.739345887
107.958,6.739345887
108,5.833215348
108.042,5.833215348
108.083,5.833215348
108.125,5.833215348
108.167,5.833215348
108.208,5.833215348
108.25,5.833215348
108.292,5.833215348
108.333,5.833215348
108.375,5.833215348
108.417,5.833215348
108.458,5.833215348
108.5,5.833215348
108.542,5.833215348
108.583,5.833215348
108.625,5.833215348
108.667,5.833215348
108.708,5.833215348
108.75,5.833215348
108.792,5.833215348
108.833,5.833215348
108.875,5.833215348
108.917,5.833215348
108.958,5.833215348
109,5.918165086
109.042,5.918165086
109.083,5.918165086
109.125,5.918165086
109.167,5.918165086
109.208,5.918165086
109.25,5.918165086
109.292,5.918165086
109.333,5.918165086
109.375,5.918165086
109.417,5.918165086
109.458,5.918165086
109.5,5.918165086
109.542,5.918165086
109.583,5.918165086
109.625,5.918165086
109.667,5.918165086
109.708,5.918165086
109.75,5.918165086
109.792,5.918165086
109.833,5.918165086
109.875,5.918165086
109.917,5.918165086
109.958,5.918165086
110,6.767662466
110.042,6.767662466
110.083,6.767662466
110.125,6.767662466
110.167,6.767662466
110.208,6.767662466
110.25,6.767662466
110.292,6.767662466
110.333,6.767662466
110.375,6.767662466
110.417,6.767662466
110.458,6.767662466
110.5,6.767662466
110.542,6.767662466
110.583,6.767662466
110.625,6.767662466
110.667,6.767662466
110.708,6.767662466
110.75,6.767662466
110.792,6.767662466
110.833,6.767662466
110.875,6.767662466
110.917,6.767662466
110.958,6.767662466
111,5.918165086
111.042,5.918165086
111.083,5.918165086
111.125,5.918165086
111.167,5.918165086
111.208,5.918165086
111.25,5.918165086
111.292,5.918165086
111.333,5.918165086
111.375,5.918165086
111.417,5.918165086
111.458,5.918165086
111.5,5.918165086
111.542,5.918165086
111.583,5.918165086
111.625,5.918165086
111.667,5.918165086
111.708,5.918165086
111.75,5.918165086
111.792,5.918165086
111.833,5.918165086
111.875,5.918165086
111.917,5.918165086
111.958,5.918165086
112,6.852612204
112.042,6.852612204
112.083,6.852612204
112.125,6.852612204
112.167,6.852612204
112.208,6.852612204
112.25,6.852612204
112.292,6.852612204
112.333,6.852612204
112.375,6.852612204
112.417,6.852612204
112.458,6.852612204
112.5,6.852612204
112.542,6.852612204
112.583,6.852612204
112.625,6.852612204
112.667,6.852612204
112.708,6.852612204
112.75,6.852612204
112.792,6.852612204
112.833,6.852612204
112.875,6.852612204
112.917,6.852612204
112.958,6.852612204
113,6.342913776
113.042,6.342913776
113.083,6.342913776
113.125,6.342913776
113.167,6.342913776
113.208,6.342913776
113.25,6.342913776
113.292,6.342913776
113.333,6.342913776
113.375,6.342913776
113.417,6.342913776
113.458,6.342913776
113.5,6.342913776
113.542,6.342913776
113.583,6.342913776
113.625,6.342913776
113.667,6.342913776
113.708,6.342913776
113.75,6.342913776
113.792,6.342913776
113.833,6.342913776
113.875,6.342913776
113.917,6.342913776
113.958,6.342913776
114,6.59776299
114.042,6.59776299
114.083,6.59776299
114.125,6.59776299
114.167,6.59776299
114.208,6.59776299
114.25,6.59776299
114.292,6.59776299
114.333,6.59776299
114.375,6.59776299
114.417,6.59776299
114.458,6.59776299
114.5,6.59776299
114.542,6.59776299
114.583,6.59776299
114.625,6.59776299
114.667,6.59776299
114.708,6.59776299
114.75,6.59776299
114.792,6.59776299
114.833,6.59776299
114.875,6.59776299
114.917,6.59776299
114.958,6.59776299
115,7.079144839
115.042,7.079144839
115.083,7.079144839
115.125,7.079144839
115.167,7.079144839
115.208,7.079144839
115.25,7.079144839
115.292,7.079144839
115.333,7.079144839
115.375,7.079144839
115.417,7.079144839
115.458,7.079144839
115.5,7.079144839
115.542,7.079144839
115.583,7.079144839
115.625,7.079144839
115.667,7.079144839
115.708,7.079144839
115.75,7.079144839
115.792,7.079144839
115.833,7.079144839
115.875,7.079144839
115.917,7.079144839
115.958,7.079144839
116,7.107461419
116.042,7.107461419
116.083,7.107461419
116.125,7.107461419
116.167,7.107461419
116.208,7.107461419
116.25,7.107461419
116.292,7.107461419
116.333,7.107461419
116.375,7.107461419
116.417,7.107461419
116.458,7.107461419
116.5,7.107461419
116.542,7.107461419
116.583,7.107461419
116.625,7.107461419
116.667,7.107461419
116.708,7.107461419
116.75,7.107461419
116.792,7.107461419
116.833,7.107461419
116.875,7.107461419
116.917,7.107461419
116.958,7.107461419
117,5.74826561
117.042,5.74826561
117.083,5.74826561
117.125,5.74826561
117.167,5.74826561
117.208,5.74826561
117.25,5.74826561
117.292,5.74826561
117.333,5.74826561
117.375,5.74826561
117.417,5.74826561
117.458,5.74826561
117.5,5.74826561
117.542,5.74826561
117.583,5.74826561
117.625,5.74826561
117.667,5.74826561
117.708,5.74826561
