$Trinity Lake Br2 inflow Tw year 2018 YC updated 06/01/23,
",,,",
Jday,EF Trinity R
298.958,11.88
299,12.18
299.042,12.18
299.083,12.18
299.125,12.18
299.167,12.18
299.208,12.18
299.25,12.18
299.292,12.18
299.333,12.18
299.375,12.18
299.417,12.18
299.458,12.18
299.5,12.18
299.542,12.18
299.583,12.18
299.625,12.18
299.667,12.18
299.708,12.18
299.75,12.18
299.792,12.18
299.833,12.18
299.875,12.18
299.917,12.18
299.958,12.18
300,12.29
300.042,12.29
300.083,12.29
300.125,12.29
300.167,12.29
300.208,12.29
300.25,12.29
300.292,12.29
300.333,12.29
300.375,12.29
300.417,12.29
300.458,12.29
300.5,12.29
300.542,12.29
300.583,12.29
300.625,12.29
300.667,12.29
300.708,12.29
300.75,12.29
300.792,12.29
300.833,12.29
300.875,12.29
300.917,12.29
300.958,12.29
301,12.66
301.042,12.66
301.083,12.66
301.125,12.66
301.167,12.66
301.208,12.66
301.25,12.66
301.292,12.66
301.333,12.66
301.375,12.66
301.417,12.66
301.458,12.66
301.5,12.66
301.542,12.66
301.583,12.66
301.625,12.66
301.667,12.66
301.708,12.66
301.75,12.66
301.792,12.66
301.833,12.66
301.875,12.66
301.917,12.66
301.958,12.66
302,11.93
302.042,11.93
302.083,11.93
302.125,11.93
302.167,11.93
302.208,11.93
302.25,11.93
302.292,11.93
302.333,11.93
302.375,11.93
302.417,11.93
302.458,11.93
302.5,11.93
302.542,11.93
302.583,11.93
302.625,11.93
302.667,11.93
302.708,11.93
302.75,11.93
302.792,11.93
302.833,11.93
302.875,11.93
302.917,11.93
302.958,11.93
303,10.89
303.042,10.89
303.083,10.89
303.125,10.89
303.167,10.89
303.208,10.89
303.25,10.89
303.292,10.89
303.333,10.89
303.375,10.89
303.417,10.89
303.458,10.89
303.5,10.89
303.542,10.89
303.583,10.89
303.625,10.89
303.667,10.89
303.708,10.89
303.75,10.89
303.792,10.89
303.833,10.89
303.875,10.89
303.917,10.89
303.958,10.89
304,10.61
304.042,10.61
304.083,10.61
304.125,10.61
304.167,10.61
304.208,10.61
304.25,10.61
304.292,10.61
304.333,10.61
304.375,10.61
304.417,10.61
304.458,10.61
304.5,10.61
304.542,10.61
304.583,10.61
304.625,10.61
304.667,10.61
304.708,10.61
304.75,10.61
304.792,10.61
304.833,10.61
304.875,10.61
304.917,10.61
304.958,10.61
305,11.37
305.042,11.37
305.083,11.37
305.125,11.37
305.167,11.37
305.208,11.37
305.25,11.37
305.292,11.37
305.333,11.37
305.375,11.37
305.417,11.37
305.458,11.37
305.5,11.37
305.542,11.37
305.583,11.37
305.625,11.37
305.667,11.37
305.708,11.37
305.75,11.37
305.792,11.37
305.833,11.37
305.875,11.37
305.917,11.37
305.958,11.37
306,11.47
306.042,11.47
306.083,11.47
306.125,11.47
306.167,11.47
306.208,11.47
306.25,11.47
306.292,11.47
306.333,11.47
306.375,11.47
306.417,11.47
306.458,11.47
306.5,11.47
306.542,11.47
306.583,11.47
306.625,11.47
306.667,11.47
306.708,11.47
306.75,11.47
306.792,11.47
306.833,11.47
306.875,11.47
306.917,11.47
306.958,11.47
307,11.24
307.042,11.24
307.083,11.24
307.125,11.24
307.167,11.24
307.208,11.24
307.25,11.24
307.292,11.24
307.333,11.24
307.375,11.24
307.417,11.24
307.458,11.24
307.5,11.24
307.542,11.24
307.583,11.24
307.625,11.24
307.667,11.24
307.708,11.24
307.75,11.24
307.792,11.24
307.833,11.24
307.875,11.24
307.917,11.24
307.958,11.24
308,10.67
308.042,10.67
308.083,10.67
308.125,10.67
308.167,10.67
308.208,10.67
308.25,10.67
308.292,10.67
308.333,10.67
308.375,10.67
308.417,10.67
308.458,10.67
308.5,10.67
308.542,10.67
308.583,10.67
308.625,10.67
308.667,10.67
308.708,10.67
308.75,10.67
308.792,10.67
308.833,10.67
308.875,10.67
308.917,10.67
308.958,10.67
309,10.41
309.042,10.41
309.083,10.41
309.125,10.41
309.167,10.41
309.208,10.41
309.25,10.41
309.292,10.41
309.333,10.41
309.375,10.41
309.417,10.41
309.458,10.41
309.5,10.41
309.542,10.41
309.583,10.41
309.625,10.41
309.667,10.41
309.708,10.41
309.75,10.41
309.792,10.41
309.833,10.41
309.875,10.41
309.917,10.41
309.958,10.41
310,9.57
310.042,9.57
310.083,9.57
310.125,9.57
310.167,9.57
310.208,9.57
310.25,9.57
310.292,9.57
310.333,9.57
310.375,9.57
310.417,9.57
310.458,9.57
310.5,9.57
310.542,9.57
310.583,9.57
310.625,9.57
310.667,9.57
310.708,9.57
310.75,9.57
310.792,9.57
310.833,9.57
310.875,9.57
310.917,9.57
310.958,9.57
311,8.44
311.042,8.44
311.083,8.44
311.125,8.44
311.167,8.44
311.208,8.44
311.25,8.44
311.292,8.44
311.333,8.44
311.375,8.44
311.417,8.44
311.458,8.44
311.5,8.44
311.542,8.44
311.583,8.44
311.625,8.44
311.667,8.44
311.708,8.44
311.75,8.44
311.792,8.44
311.833,8.44
311.875,8.44
311.917,8.44
311.958,8.44
312,7.52
312.042,7.52
312.083,7.52
312.125,7.52
312.167,7.52
312.208,7.52
312.25,7.52
312.292,7.52
312.333,7.52
312.375,7.52
312.417,7.52
312.458,7.52
312.5,7.52
312.542,7.52
312.583,7.52
312.625,7.52
312.667,7.52
312.708,7.52
312.75,7.52
312.792,7.52
312.833,7.52
312.875,7.52
312.917,7.52
312.958,7.52
313,6.76
313.042,6.76
313.083,6.76
313.125,6.76
313.167,6.76
313.208,6.76
313.25,6.76
313.292,6.76
313.333,6.76
313.375,6.76
313.417,6.76
313.458,6.76
313.5,6.76
313.542,6.76
313.583,6.76
313.625,6.76
313.667,6.76
313.708,6.76
313.75,6.76
313.792,6.76
313.833,6.76
313.875,6.76
313.917,6.76
313.958,6.76
314,6.25
314.042,6.25
314.083,6.25
314.125,6.25
314.167,6.25
314.208,6.25
314.25,6.25
314.292,6.25
314.333,6.25
314.375,6.25
314.417,6.25
314.458,6.25
314.5,6.25
314.542,6.25
314.583,6.25
314.625,6.25
314.667,6.25
314.708,6.25
314.75,6.25
314.792,6.25
314.833,6.25
314.875,6.25
314.917,6.25
314.958,6.25
315,6
315.042,6
315.083,6
315.125,6
315.167,6
315.208,6
315.25,6
315.292,6
315.333,6
315.375,6
315.417,6
315.458,6
315.5,6
315.542,6
315.583,6
315.625,6
315.667,6
315.708,6
315.75,6
315.792,6
315.833,6
315.875,6
315.917,6
315.958,6
316,5.65
316.042,5.65
316.083,5.65
316.125,5.65
316.167,5.65
316.208,5.65
316.25,5.65
316.292,5.65
316.333,5.65
316.375,5.65
316.417,5.65
316.458,5.65
316.5,5.65
316.542,5.65
316.583,5.65
316.625,5.65
316.667,5.65
316.708,5.65
316.75,5.65
316.792,5.65
316.833,5.65
316.875,5.65
316.917,5.65
316.958,5.65
317,5.96
317.042,5.96
317.083,5.96
317.125,5.96
317.167,5.96
317.208,5.96
317.25,5.96
317.292,5.96
317.333,5.96
317.375,5.96
317.417,5.96
317.458,5.96
317.5,5.96
317.542,5.96
317.583,5.96
317.625,5.96
317.667,5.96
317.708,5.96
317.75,5.96
317.792,5.96
317.833,5.96
317.875,5.96
317.917,5.96
317.958,5.96
318,5.91
318.042,5.91
318.083,5.91
318.125,5.91
318.167,5.91
318.208,5.91
318.25,5.91
318.292,5.91
318.333,5.91
318.375,5.91
318.417,5.91
318.458,5.91
318.5,5.91
318.542,5.91
318.583,5.91
318.625,5.91
318.667,5.91
318.708,5.91
318.75,5.91
318.792,5.91
318.833,5.91
318.875,5.91
318.917,5.91
318.958,5.91
319,5.57
319.042,5.57
319.083,5.57
319.125,5.57
319.167,5.57
319.208,5.57
319.25,5.57
319.292,5.57
319.333,5.57
319.375,5.57
319.417,5.57
319.458,5.57
319.5,5.57
319.542,5.57
319.583,5.57
319.625,5.57
319.667,5.57
319.708,5.57
319.75,5.57
319.792,5.57
319.833,5.57
319.875,5.57
319.917,5.57
319.958,5.57
320,5.53
320.042,5.53
320.083,5.53
320.125,5.53
320.167,5.53
320.208,5.53
320.25,5.53
320.292,5.53
320.333,5.53
320.375,5.53
320.417,5.53
320.458,5.53
320.5,5.53
320.542,5.53
320.583,5.53
320.625,5.53
320.667,5.53
320.708,5.53
320.75,5.53
320.792,5.53
320.833,5.53
320.875,5.53
320.917,5.53
320.958,5.53
321,5.39
321.042,5.39
321.083,5.39
321.125,5.39
321.167,5.39
321.208,5.39
321.25,5.39
321.292,5.39
321.333,5.39
321.375,5.39
321.417,5.39
321.458,5.39
321.5,5.39
321.542,5.39
321.583,5.39
321.625,5.39
321.667,5.39
321.708,5.39
321.75,5.39
321.792,5.39
321.833,5.39
321.875,5.39
321.917,5.39
321.958,5.39
322,5.32
322.042,5.32
322.083,5.32
322.125,5.32
322.167,5.32
322.208,5.32
322.25,5.32
322.292,5.32
322.333,5.32
322.375,5.32
322.417,5.32
322.458,5.32
322.5,5.32
322.542,5.32
322.583,5.32
322.625,5.32
322.667,5.32
322.708,5.32
322.75,5.32
322.792,5.32
322.833,5.32
322.875,5.32
322.917,5.32
322.958,5.32
323,4.95
323.042,4.95
323.083,4.95
323.125,4.95
323.167,4.95
323.208,4.95
323.25,4.95
323.292,4.95
323.333,4.95
323.375,4.95
323.417,4.95
323.458,4.95
323.5,4.95
323.542,4.95
323.583,4.95
323.625,4.95
323.667,4.95
323.708,4.95
323.75,4.95
323.792,4.95
323.833,4.95
323.875,4.95
323.917,4.95
323.958,4.95
324,4.9
324.042,4.9
324.083,4.9
324.125,4.9
324.167,4.9
324.208,4.9
324.25,4.9
324.292,4.9
324.333,4.9
324.375,4.9
324.417,4.9
324.458,4.9
324.5,4.9
324.542,4.9
324.583,4.9
324.625,4.9
324.667,4.9
324.708,4.9
324.75,4.9
324.792,4.9
324.833,4.9
324.875,4.9
324.917,4.9
324.958,4.9
325,6.64
325.042,6.64
325.083,6.64
325.125,6.64
325.167,6.64
325.208,6.64
325.25,6.64
325.292,6.64
325.333,6.64
325.375,6.64
325.417,6.64
325.458,6.64
325.5,6.64
325.542,6.64
325.583,6.64
325.625,6.64
325.667,6.64
325.708,6.64
325.75,6.64
325.792,6.64
325.833,6.64
325.875,6.64
325.917,6.64
325.958,6.64
326,7.26
326.042,7.26
326.083,7.26
326.125,7.26
326.167,7.26
326.208,7.26
326.25,7.26
326.292,7.26
326.333,7.26
326.375,7.26
326.417,7.26
326.458,7.26
326.5,7.26
326.542,7.26
326.583,7.26
326.625,7.26
326.667,7.26
326.708,7.26
326.75,7.26
326.792,7.26
326.833,7.26
326.875,7.26
326.917,7.26
326.958,7.26
327,7.11
327.042,7.11
327.083,7.11
327.125,7.11
327.167,7.11
327.208,7.11
327.25,7.11
327.292,7.11
327.333,7.11
327.375,7.11
327.417,7.11
327.458,7.11
327.5,7.11
327.542,7.11
327.583,7.11
327.625,7.11
327.667,7.11
327.708,7.11
327.75,7.11
327.792,7.11
327.833,7.11
327.875,7.11
327.917,7.11
327.958,7.11
328,7.04
328.042,7.04
328.083,7.04
328.125,7.04
328.167,7.04
328.208,7.04
328.25,7.04
328.292,7.04
328.333,7.04
328.375,7.04
328.417,7.04
328.458,7.04
328.5,7.04
328.542,7.04
328.583,7.04
328.625,7.04
328.667,7.04
328.708,7.04
328.75,7.04
328.792,7.04
328.833,7.04
328.875,7.04
328.917,7.04
328.958,7.04
329,7.32
329.042,7.32
329.083,7.32
329.125,7.32
329.167,7.32
329.208,7.32
329.25,7.32
329.292,7.32
329.333,7.32
329.375,7.32
329.417,7.32
329.458,7.32
329.5,7.32
329.542,7.32
329.583,7.32
329.625,7.32
329.667,7.32
329.708,7.32
329.75,7.32
329.792,7.32
329.833,7.32
329.875,7.32
329.917,7.32
329.958,7.32
330,7.43
330.042,7.43
330.083,7.43
330.125,7.43
330.167,7.43
330.208,7.43
330.25,7.43
330.292,7.43
330.333,7.43
330.375,7.43
330.417,7.43
330.458,7.43
330.5,7.43
330.542,7.43
330.583,7.43
330.625,7.43
330.667,7.43
330.708,7.43
330.75,7.43
330.792,7.43
330.833,7.43
330.875,7.43
330.917,7.43
330.958,7.43
331,7.62
331.042,7.62
331.083,7.62
331.125,7.62
331.167,7.62
331.208,7.62
331.25,7.62
331.292,7.62
331.333,7.62
331.375,7.62
331.417,7.62
331.458,7.62
331.5,7.62
331.542,7.62
331.583,7.62
331.625,7.62
331.667,7.62
331.708,7.62
331.75,7.62
331.792,7.62
331.833,7.62
331.875,7.62
331.917,7.62
331.958,7.62
332,7.59
332.042,7.59
332.083,7.59
332.125,7.59
332.167,7.59
332.208,7.59
332.25,7.59
332.292,7.59
332.333,7.59
332.375,7.59
332.417,7.59
332.458,7.59
332.5,7.59
332.542,7.59
332.583,7.59
332.625,7.59
332.667,7.59
332.708,7.59
332.75,7.59
332.792,7.59
332.833,7.59
332.875,7.59
332.917,7.59
332.958,7.59
333,7.62
333.042,7.62
333.083,7.62
333.125,7.62
333.167,7.62
333.208,7.62
333.25,7.62
333.292,7.62
333.333,7.62
333.375,7.62
333.417,7.62
333.458,7.62
333.5,7.62
333.542,7.62
333.583,7.62
333.625,7.62
333.667,7.62
333.708,7.62
333.75,7.62
333.792,7.62
333.833,7.62
333.875,7.62
333.917,7.62
333.958,7.62
334,6.81
334.042,6.81
334.083,6.81
334.125,6.81
334.167,6.81
334.208,6.81
334.25,6.81
334.292,6.81
334.333,6.81
334.375,6.81
334.417,6.81
334.458,6.81
334.5,6.81
334.542,6.81
334.583,6.81
334.625,6.81
334.667,6.81
334.708,6.81
334.75,6.81
334.792,6.81
334.833,6.81
334.875,6.81
334.917,6.81
334.958,6.81
335,6.52
335.042,6.52
335.083,6.52
335.125,6.52
335.167,6.52
335.208,6.52
335.25,6.52
335.292,6.52
335.333,6.52
335.375,6.52
335.417,6.52
335.458,6.52
335.5,6.52
335.542,6.52
335.583,6.52
335.625,6.52
335.667,6.52
335.708,6.52
335.75,6.52
335.792,6.52
335.833,6.52
335.875,6.52
335.917,6.52
335.958,6.52
336,5.57
336.042,5.57
336.083,5.57
336.125,5.57
336.167,5.57
336.208,5.57
336.25,5.57
336.292,5.57
336.333,5.57
336.375,5.57
336.417,5.57
336.458,5.57
336.5,5.57
336.542,5.57
336.583,5.57
336.625,5.57
336.667,5.57
336.708,5.57
336.75,5.57
336.792,5.57
336.833,5.57
336.875,5.57
336.917,5.57
336.958,5.57
337,4.79
337.042,4.79
337.083,4.79
337.125,4.79
337.167,4.79
337.208,4.79
337.25,4.79
337.292,4.79
337.333,4.79
337.375,4.79
337.417,4.79
337.458,4.79
337.5,4.79
337.542,4.79
337.583,4.79
337.625,4.79
337.667,4.79
337.708,4.79
337.75,4.79
337.792,4.79
337.833,4.79
337.875,4.79
337.917,4.79
337.958,4.79
338,5.36
338.042,5.36
338.083,5.36
338.125,5.36
338.167,5.36
338.208,5.36
338.25,5.36
338.292,5.36
338.333,5.36
338.375,5.36
338.417,5.36
338.458,5.36
338.5,5.36
338.542,5.36
338.583,5.36
338.625,5.36
338.667,5.36
338.708,5.36
338.75,5.36
338.792,5.36
338.833,5.36
338.875,5.36
338.917,5.36
338.958,5.36
339,5.99
339.042,5.99
339.083,5.99
339.125,5.99
339.167,5.99
339.208,5.99
339.25,5.99
339.292,5.99
339.333,5.99
339.375,5.99
339.417,5.99
339.458,5.99
339.5,5.99
339.542,5.99
339.583,5.99
339.625,5.99
339.667,5.99
339.708,5.99
339.75,5.99
339.792,5.99
339.833,5.99
339.875,5.99
339.917,5.99
339.958,5.99
340,5.05
340.042,5.05
340.083,5.05
340.125,5.05
340.167,5.05
340.208,5.05
340.25,5.05
340.292,5.05
340.333,5.05
340.375,5.05
340.417,5.05
340.458,5.05
340.5,5.05
340.542,5.05
340.583,5.05
340.625,5.05
340.667,5.05
340.708,5.05
340.75,5.05
340.792,5.05
340.833,5.05
340.875,5.05
340.917,5.05
340.958,5.05
341,4.76
341.042,4.76
341.083,4.76
341.125,4.76
341.167,4.76
341.208,4.76
341.25,4.76
341.292,4.76
341.333,4.76
341.375,4.76
341.417,4.76
341.458,4.76
341.5,4.76
341.542,4.76
341.583,4.76
341.625,4.76
341.667,4.76
341.708,4.76
341.75,4.76
341.792,4.76
341.833,4.76
341.875,4.76
341.917,4.76
341.958,4.76
342,5.61
342.042,5.61
342.083,5.61
342.125,5.61
342.167,5.61
342.208,5.61
342.25,5.61
342.292,5.61
342.333,5.61
342.375,5.61
342.417,5.61
342.458,5.61
342.5,5.61
342.542,5.61
342.583,5.61
342.625,5.61
342.667,5.61
342.708,5.61
342.75,5.61
342.792,5.61
342.833,5.61
342.875,5.61
342.917,5.61
342.958,5.61
343,5.87
343.042,5.87
343.083,5.87
343.125,5.87
343.167,5.87
343.208,5.87
343.25,5.87
343.292,5.87
343.333,5.87
343.375,5.87
343.417,5.87
343.458,5.87
343.5,5.87
343.542,5.87
343.583,5.87
343.625,5.87
343.667,5.87
343.708,5.87
343.75,5.87
343.792,5.87
343.833,5.87
343.875,5.87
343.917,5.87
343.958,5.87
344,6.67
344.042,6.67
344.083,6.67
344.125,6.67
344.167,6.67
344.208,6.67
344.25,6.67
344.292,6.67
344.333,6.67
344.375,6.67
344.417,6.67
344.458,6.67
344.5,6.67
344.542,6.67
344.583,6.67
344.625,6.67
344.667,6.67
344.708,6.67
344.75,6.67
344.792,6.67
344.833,6.67
344.875,6.67
344.917,6.67
344.958,6.67
345,6.09
345.042,6.09
345.083,6.09
345.125,6.09
345.167,6.09
345.208,6.09
345.25,6.09
345.292,6.09
345.333,6.09
345.375,6.09
345.417,6.09
345.458,6.09
345.5,6.09
345.542,6.09
345.583,6.09
345.625,6.09
345.667,6.09
345.708,6.09
345.75,6.09
345.792,6.09
345.833,6.09
345.875,6.09
345.917,6.09
345.958,6.09
346,5.61
346.042,5.61
346.083,5.61
346.125,5.61
346.167,5.61
346.208,5.61
346.25,5.61
346.292,5.61
346.333,5.61
346.375,5.61
346.417,5.61
346.458,5.61
346.5,5.61
346.542,5.61
346.583,5.61
346.625,5.61
346.667,5.61
346.708,5.61
346.75,5.61
346.792,5.61
346.833,5.61
346.875,5.61
346.917,5.61
346.958,5.61
347,4.35
347.042,4.35
347.083,4.35
347.125,4.35
347.167,4.35
347.208,4.35
347.25,4.35
347.292,4.35
347.333,4.35
347.375,4.35
347.417,4.35
347.458,4.35
347.5,4.35
347.542,4.35
347.583,4.35
347.625,4.35
347.667,4.35
347.708,4.35
347.75,4.35
347.792,4.35
347.833,4.35
347.875,4.35
347.917,4.35
347.958,4.35
348,4.21
348.042,4.21
348.083,4.21
348.125,4.21
348.167,4.21
348.208,4.21
348.25,4.21
348.292,4.21
348.333,4.21
348.375,4.21
348.417,4.21
348.458,4.21
348.5,4.21
348.542,4.21
348.583,4.21
348.625,4.21
348.667,4.21
348.708,4.21
348.75,4.21
348.792,4.21
348.833,4.21
348.875,4.21
348.917,4.21
348.958,4.21
349,4.77
349.042,4.77
349.083,4.77
349.125,4.77
349.167,4.77
349.208,4.77
349.25,4.77
349.292,4.77
349.333,4.77
349.375,4.77
349.417,4.77
349.458,4.77
349.5,4.77
349.542,4.77
349.583,4.77
349.625,4.77
349.667,4.77
349.708,4.77
349.75,4.77
349.792,4.77
349.833,4.77
349.875,4.77
349.917,4.77
349.958,4.77
350,5.8
350.042,5.8
350.083,5.8
350.125,5.8
350.167,5.8
350.208,5.8
350.25,5.8
350.292,5.8
350.333,5.8
350.375,5.8
350.417,5.8
350.458,5.8
350.5,5.8
350.542,5.8
350.583,5.8
350.625,5.8
350.667,5.8
350.708,5.8
350.75,5.8
350.792,5.8
350.833,5.8
350.875,5.8
350.917,5.8
350.958,5.8
351,5.43
351.042,5.43
351.083,5.43
351.125,5.43
351.167,5.43
351.208,5.43
351.25,5.43
351.292,5.43
351.333,5.43
351.375,5.43
351.417,5.43
351.458,5.43
351.5,5.43
351.542,5.43
351.583,5.43
351.625,5.43
351.667,5.43
351.708,5.43
351.75,5.43
351.792,5.43
351.833,5.43
351.875,5.43
351.917,5.43
351.958,5.43
352,5.78
352.042,5.78
352.083,5.78
352.125,5.78
352.167,5.78
352.208,5.78
352.25,5.78
352.292,5.78
352.333,5.78
352.375,5.78
352.417,5.78
352.458,5.78
352.5,5.78
352.542,5.78
352.583,5.78
352.625,5.78
352.667,5.78
352.708,5.78
352.75,5.78
352.792,5.78
352.833,5.78
352.875,5.78
352.917,5.78
352.958,5.78
353,5.44
353.042,5.44
353.083,5.44
353.125,5.44
353.167,5.44
353.208,5.44
353.25,5.44
353.292,5.44
353.333,5.44
353.375,5.44
353.417,5.44
353.458,5.44
353.5,5.44
353.542,5.44
353.583,5.44
353.625,5.44
353.667,5.44
353.708,5.44
353.75,5.44
353.792,5.44
353.833,5.44
353.875,5.44
353.917,5.44
353.958,5.44
354,5.89
354.042,5.89
354.083,5.89
354.125,5.89
354.167,5.89
354.208,5.89
354.25,5.89
354.292,5.89
354.333,5.89
354.375,5.89
354.417,5.89
354.458,5.89
354.5,5.89
354.542,5.89
354.583,5.89
354.625,5.89
354.667,5.89
354.708,5.89
354.75,5.89
354.792,5.89
354.833,5.89
354.875,5.89
354.917,5.89
354.958,5.89
355,5.81
355.042,5.81
355.083,5.81
355.125,5.81
355.167,5.81
355.208,5.81
355.25,5.81
355.292,5.81
355.333,5.81
355.375,5.81
355.417,5.81
355.458,5.81
355.5,5.81
355.542,5.81
355.583,5.81
355.625,5.81
355.667,5.81
355.708,5.81
355.75,5.81
355.792,5.81
355.833,5.81
355.875,5.81
355.917,5.81
355.958,5.81
356,4.6
356.042,4.6
356.083,4.6
356.125,4.6
356.167,4.6
356.208,4.6
356.25,4.6
356.292,4.6
356.333,4.6
356.375,4.6
356.417,4.6
356.458,4.6
356.5,4.6
356.542,4.6
356.583,4.6
356.625,4.6
356.667,4.6
356.708,4.6
356.75,4.6
356.792,4.6
356.833,4.6
356.875,4.6
356.917,4.6
356.958,4.6
357,5.1
357.042,5.1
357.083,5.1
357.125,5.1
357.167,5.1
357.208,5.1
357.25,5.1
357.292,5.1
357.333,5.1
357.375,5.1
357.417,5.1
357.458,5.1
357.5,5.1
357.542,5.1
357.583,5.1
357.625,5.1
357.667,5.1
357.708,5.1
357.75,5.1
357.792,5.1
357.833,5.1
357.875,5.1
357.917,5.1
357.958,5.1
358,5.74
358.042,5.74
358.083,5.74
358.125,5.74
358.167,5.74
358.208,5.74
358.25,5.74
358.292,5.74
358.333,5.74
358.375,5.74
358.417,5.74
358.458,5.74
358.5,5.74
358.542,5.74
358.583,5.74
358.625,5.74
358.667,5.74
358.708,5.74
358.75,5.74
358.792,5.74
358.833,5.74
358.875,5.74
358.917,5.74
358.958,5.74
359,5.25
359.042,5.25
359.083,5.25
359.125,5.25
359.167,5.25
359.208,5.25
359.25,5.25
359.292,5.25
359.333,5.25
359.375,5.25
359.417,5.25
359.458,5.25
359.5,5.25
359.542,5.25
359.583,5.25
359.625,5.25
359.667,5.25
359.708,5.25
359.75,5.25
359.792,5.25
359.833,5.25
359.875,5.25
359.917,5.25
359.958,5.25
360,5.12
360.042,5.12
360.083,5.12
360.125,5.12
360.167,5.12
360.208,5.12
360.25,5.12
360.292,5.12
360.333,5.12
360.375,5.12
360.417,5.12
360.458,5.12
360.5,5.12
360.542,5.12
360.583,5.12
360.625,5.12
360.667,5.12
360.708,5.12
360.75,5.12
360.792,5.12
360.833,5.12
360.875,5.12
360.917,5.12
360.958,5.12
361,4.34
361.042,4.34
361.083,4.34
361.125,4.34
361.167,4.34
361.208,4.34
361.25,4.34
361.292,4.34
361.333,4.34
361.375,4.34
361.417,4.34
361.458,4.34
361.5,4.34
361.542,4.34
361.583,4.34
361.625,4.34
361.667,4.34
361.708,4.34
361.75,4.34
361.792,4.34
361.833,4.34
361.875,4.34
361.917,4.34
361.958,4.34
362,3.47
362.042,3.47
362.083,3.47
362.125,3.47
362.167,3.47
362.208,3.47
362.25,3.47
362.292,3.47
362.333,3.47
362.375,3.47
362.417,3.47
362.458,3.47
362.5,3.47
362.542,3.47
362.583,3.47
362.625,3.47
362.667,3.47
362.708,3.47
362.75,3.47
362.792,3.47
362.833,3.47
362.875,3.47
362.917,3.47
362.958,3.47
363,3.29
363.042,3.29
363.083,3.29
363.125,3.29
363.167,3.29
363.208,3.29
363.25,3.29
363.292,3.29
363.333,3.29
363.375,3.29
363.417,3.29
363.458,3.29
363.5,3.29
363.542,3.29
363.583,3.29
363.625,3.29
363.667,3.29
363.708,3.29
363.75,3.29
363.792,3.29
363.833,3.29
363.875,3.29
363.917,3.29
363.958,3.29
364,3.93
364.042,3.93
364.083,3.93
364.125,3.93
364.167,3.93
364.208,3.93
364.25,3.93
364.292,3.93
364.333,3.93
364.375,3.93
364.417,3.93
364.458,3.93
364.5,3.93
364.542,3.93
364.583,3.93
364.625,3.93
364.667,3.93
364.708,3.93
364.75,3.93
364.792,3.93
364.833,3.93
364.875,3.93
364.917,3.93
364.958,3.93
365,3.54
365.042,3.54
365.083,3.54
365.125,3.54
365.167,3.54
365.208,3.54
365.25,3.54
365.292,3.54
365.333,3.54
365.375,3.54
365.417,3.54
365.458,3.54
365.5,3.54
365.542,3.54
365.583,3.54
365.625,3.54
365.667,3.54
365.708,3.54
365.75,3.54
365.792,3.54
365.833,3.54
365.875,3.54
365.917,3.54
365.958,3.54
366,2.23
