$Trinity Lake Br2 inflow Tw year 2018 YC updated 06/01/23,
",,,",
Jday,EF Trinity R
74.667,3.22
74.708,3.22
74.75,3.22
74.792,3.22
74.833,3.22
74.875,3.22
74.917,3.22
74.958,3.22
75,3.72
75.042,3.72
75.083,3.72
75.125,3.72
75.167,3.72
75.208,3.72
75.25,3.72
75.292,3.72
75.333,3.72
75.375,3.72
75.417,3.72
75.458,3.72
75.5,3.72
75.542,3.72
75.583,3.72
75.625,3.72
75.667,3.72
75.708,3.72
75.75,3.72
75.792,3.72
75.833,3.72
75.875,3.72
75.917,3.72
75.958,3.72
76,4.35
76.042,4.35
76.083,4.35
76.125,4.35
76.167,4.35
76.208,4.35
76.25,4.35
76.292,4.35
76.333,4.35
76.375,4.35
76.417,4.35
76.458,4.35
76.5,4.35
76.542,4.35
76.583,4.35
76.625,4.35
76.667,4.35
76.708,4.35
76.75,4.35
76.792,4.35
76.833,4.35
76.875,4.35
76.917,4.35
76.958,4.35
77,4.38
77.042,4.38
77.083,4.38
77.125,4.38
77.167,4.38
77.208,4.38
77.25,4.38
77.292,4.38
77.333,4.38
77.375,4.38
77.417,4.38
77.458,4.38
77.5,4.38
77.542,4.38
77.583,4.38
77.625,4.38
77.667,4.38
77.708,4.38
77.75,4.38
77.792,4.38
77.833,4.38
77.875,4.38
77.917,4.38
77.958,4.38
78,5.31
78.042,5.31
78.083,5.31
78.125,5.31
78.167,5.31
78.208,5.31
78.25,5.31
78.292,5.31
78.333,5.31
78.375,5.31
78.417,5.31
78.458,5.31
78.5,5.31
78.542,5.31
78.583,5.31
78.625,5.31
78.667,5.31
78.708,5.31
78.75,5.31
78.792,5.31
78.833,5.31
78.875,5.31
78.917,5.31
78.958,5.31
79,5.3
79.042,5.3
79.083,5.3
79.125,5.3
79.167,5.3
79.208,5.3
79.25,5.3
79.292,5.3
79.333,5.3
79.375,5.3
79.417,5.3
79.458,5.3
79.5,5.3
79.542,5.3
79.583,5.3
79.625,5.3
79.667,5.3
79.708,5.3
79.75,5.3
79.792,5.3
79.833,5.3
79.875,5.3
79.917,5.3
79.958,5.3
80,6.1
80.042,6.1
80.083,6.1
80.125,6.1
80.167,6.1
80.208,6.1
80.25,6.1
80.292,6.1
80.333,6.1
80.375,6.1
80.417,6.1
80.458,6.1
80.5,6.1
80.542,6.1
80.583,6.1
80.625,6.1
80.667,6.1
80.708,6.1
80.75,6.1
80.792,6.1
80.833,6.1
80.875,6.1
80.917,6.1
80.958,6.1
81,5.98
81.042,5.98
81.083,5.98
81.125,5.98
81.167,5.98
81.208,5.98
81.25,5.98
81.292,5.98
81.333,5.98
81.375,5.98
81.417,5.98
81.458,5.98
81.5,5.98
81.542,5.98
81.583,5.98
81.625,5.98
81.667,5.98
81.708,5.98
81.75,5.98
81.792,5.98
81.833,5.98
81.875,5.98
81.917,5.98
81.958,5.98
82,4.24
82.042,4.24
82.083,4.24
82.125,4.24
82.167,4.24
82.208,4.24
82.25,4.24
82.292,4.24
82.333,4.24
82.375,4.24
82.417,4.24
82.458,4.24
82.5,4.24
82.542,4.24
82.583,4.24
82.625,4.24
82.667,4.24
82.708,4.24
82.75,4.24
82.792,4.24
82.833,4.24
82.875,4.24
82.917,4.24
82.958,4.24
83,3.81
83.042,3.81
83.083,3.81
83.125,3.81
83.167,3.81
83.208,3.81
83.25,3.81
83.292,3.81
83.333,3.81
83.375,3.81
83.417,3.81
83.458,3.81
83.5,3.81
83.542,3.81
83.583,3.81
83.625,3.81
83.667,3.81
83.708,3.81
83.75,3.81
83.792,3.81
83.833,3.81
83.875,3.81
83.917,3.81
83.958,3.81
84,4.46
84.042,4.46
84.083,4.46
84.125,4.46
84.167,4.46
84.208,4.46
84.25,4.46
84.292,4.46
84.333,4.46
84.375,4.46
84.417,4.46
84.458,4.46
84.5,4.46
84.542,4.46
84.583,4.46
84.625,4.46
84.667,4.46
84.708,4.46
84.75,4.46
84.792,4.46
84.833,4.46
84.875,4.46
84.917,4.46
84.958,4.46
85,5.07
85.042,5.07
85.083,5.07
85.125,5.07
85.167,5.07
85.208,5.07
85.25,5.07
85.292,5.07
85.333,5.07
85.375,5.07
85.417,5.07
85.458,5.07
85.5,5.07
85.542,5.07
85.583,5.07
85.625,5.07
85.667,5.07
85.708,5.07
85.75,5.07
85.792,5.07
85.833,5.07
85.875,5.07
85.917,5.07
85.958,5.07
86,6.07
86.042,6.07
86.083,6.07
86.125,6.07
86.167,6.07
86.208,6.07
86.25,6.07
86.292,6.07
86.333,6.07
86.375,6.07
86.417,6.07
86.458,6.07
86.5,6.07
86.542,6.07
86.583,6.07
86.625,6.07
86.667,6.07
86.708,6.07
86.75,6.07
86.792,6.07
86.833,6.07
86.875,6.07
86.917,6.07
86.958,6.07
87,7.25
87.042,7.25
87.083,7.25
87.125,7.25
87.167,7.25
87.208,7.25
87.25,7.25
87.292,7.25
87.333,7.25
87.375,7.25
87.417,7.25
87.458,7.25
87.5,7.25
87.542,7.25
87.583,7.25
87.625,7.25
87.667,7.25
87.708,7.25
87.75,7.25
87.792,7.25
87.833,7.25
87.875,7.25
87.917,7.25
87.958,7.25
88,7.42
88.042,7.42
88.083,7.42
88.125,7.42
88.167,7.42
88.208,7.42
88.25,7.42
88.292,7.42
88.333,7.42
88.375,7.42
88.417,7.42
88.458,7.42
88.5,7.42
88.542,7.42
88.583,7.42
88.625,7.42
88.667,7.42
88.708,7.42
88.75,7.42
88.792,7.42
88.833,7.42
88.875,7.42
88.917,7.42
88.958,7.42
89,7.34
89.042,7.34
89.083,7.34
89.125,7.34
89.167,7.34
89.208,7.34
89.25,7.34
89.292,7.34
89.333,7.34
89.375,7.34
89.417,7.34
89.458,7.34
89.5,7.34
89.542,7.34
89.583,7.34
89.625,7.34
89.667,7.34
89.708,7.34
89.75,7.34
89.792,7.34
89.833,7.34
89.875,7.34
89.917,7.34
89.958,7.34
90,7.8
90.042,7.8
90.083,7.8
90.125,7.8
90.167,7.8
90.208,7.8
90.25,7.8
90.292,7.8
90.333,7.8
90.375,7.8
90.417,7.8
90.458,7.8
90.5,7.8
90.542,7.8
90.583,7.8
90.625,7.8
90.667,7.8
90.708,7.8
90.75,7.8
90.792,7.8
90.833,7.8
90.875,7.8
90.917,7.8
90.958,7.8
91,7.8
91.042,7.8
91.083,7.8
91.125,7.8
91.167,7.8
91.208,7.8
91.25,7.8
91.292,7.8
91.333,7.8
91.375,7.8
91.417,7.8
91.458,7.8
91.5,7.8
91.542,7.8
91.583,7.8
91.625,7.8
91.667,7.8
91.708,7.8
91.75,7.8
91.792,7.8
91.833,7.8
91.875,7.8
91.917,7.8
91.958,7.8
92,7.91
92.042,7.91
92.083,7.91
92.125,7.91
92.167,7.91
92.208,7.91
92.25,7.91
92.292,7.91
92.333,7.91
92.375,7.91
92.417,7.91
92.458,7.91
92.5,7.91
92.542,7.91
92.583,7.91
92.625,7.91
92.667,7.91
92.708,7.91
92.75,7.91
92.792,7.91
92.833,7.91
92.875,7.91
92.917,7.91
92.958,7.91
93,7.33
93.042,7.33
93.083,7.33
93.125,7.33
93.167,7.33
93.208,7.33
93.25,7.33
93.292,7.33
93.333,7.33
93.375,7.33
93.417,7.33
93.458,7.33
93.5,7.33
93.542,7.33
93.583,7.33
93.625,7.33
93.667,7.33
93.708,7.33
93.75,7.33
93.792,7.33
93.833,7.33
93.875,7.33
93.917,7.33
93.958,7.33
94,8.24
94.042,8.24
94.083,8.24
94.125,8.24
94.167,8.24
94.208,8.24
94.25,8.24
94.292,8.24
94.333,8.24
94.375,8.24
94.417,8.24
94.458,8.24
94.5,8.24
94.542,8.24
94.583,8.24
94.625,8.24
94.667,8.24
94.708,8.24
94.75,8.24
94.792,8.24
94.833,8.24
94.875,8.24
94.917,8.24
94.958,8.24
95,7.72
95.042,7.72
95.083,7.72
95.125,7.72
95.167,7.72
95.208,7.72
95.25,7.72
95.292,7.72
95.333,7.72
95.375,7.72
95.417,7.72
95.458,7.72
95.5,7.72
95.542,7.72
95.583,7.72
95.625,7.72
95.667,7.72
95.708,7.72
95.75,7.72
95.792,7.72
95.833,7.72
95.875,7.72
95.917,7.72
95.958,7.72
96,6.3
96.042,6.3
96.083,6.3
96.125,6.3
96.167,6.3
96.208,6.3
96.25,6.3
96.292,6.3
96.333,6.3
96.375,6.3
96.417,6.3
96.458,6.3
96.5,6.3
96.542,6.3
96.583,6.3
96.625,6.3
96.667,6.3
96.708,6.3
96.75,6.3
96.792,6.3
96.833,6.3
96.875,6.3
96.917,6.3
96.958,6.3
97,6.27
97.042,6.27
97.083,6.27
97.125,6.27
97.167,6.27
97.208,6.27
97.25,6.27
97.292,6.27
97.333,6.27
97.375,6.27
97.417,6.27
97.458,6.27
97.5,6.27
97.542,6.27
97.583,6.27
97.625,6.27
97.667,6.27
97.708,6.27
97.75,6.27
97.792,6.27
97.833,6.27
97.875,6.27
97.917,6.27
97.958,6.27
98,6.69
98.042,6.69
98.083,6.69
98.125,6.69
98.167,6.69
98.208,6.69
98.25,6.69
98.292,6.69
98.333,6.69
98.375,6.69
98.417,6.69
98.458,6.69
98.5,6.69
98.542,6.69
98.583,6.69
98.625,6.69
98.667,6.69
98.708,6.69
98.75,6.69
98.792,6.69
98.833,6.69
98.875,6.69
98.917,6.69
98.958,6.69
99,7.55
99.042,7.55
99.083,7.55
99.125,7.55
99.167,7.55
99.208,7.55
99.25,7.55
99.292,7.55
99.333,7.55
99.375,7.55
99.417,7.55
99.458,7.55
99.5,7.55
99.542,7.55
99.583,7.55
99.625,7.55
99.667,7.55
99.708,7.55
99.75,7.55
99.792,7.55
99.833,7.55
99.875,7.55
99.917,7.55
99.958,7.55
100,8.24
100.042,8.24
100.083,8.24
100.125,8.24
100.167,8.24
100.208,8.24
100.25,8.24
100.292,8.24
100.333,8.24
100.375,8.24
100.417,8.24
100.458,8.24
100.5,8.24
100.542,8.24
100.583,8.24
100.625,8.24
100.667,8.24
100.708,8.24
100.75,8.24
100.792,8.24
100.833,8.24
100.875,8.24
100.917,8.24
100.958,8.24
101,6.34
101.042,6.34
101.083,6.34
101.125,6.34
101.167,6.34
101.208,6.34
101.25,6.34
101.292,6.34
101.333,6.34
101.375,6.34
101.417,6.34
101.458,6.34
101.5,6.34
101.542,6.34
101.583,6.34
101.625,6.34
101.667,6.34
101.708,6.34
101.75,6.34
101.792,6.34
101.833,6.34
101.875,6.34
101.917,6.34
101.958,6.34
102,5.7
102.042,5.7
102.083,5.7
102.125,5.7
102.167,5.7
102.208,5.7
102.25,5.7
102.292,5.7
102.333,5.7
102.375,5.7
102.417,5.7
102.458,5.7
102.5,5.7
102.542,5.7
102.583,5.7
102.625,5.7
102.667,5.7
102.708,5.7
102.75,5.7
102.792,5.7
102.833,5.7
102.875,5.7
102.917,5.7
102.958,5.7
103,6.15
103.042,6.15
103.083,6.15
103.125,6.15
103.167,6.15
103.208,6.15
103.25,6.15
103.292,6.15
103.333,6.15
103.375,6.15
103.417,6.15
103.458,6.15
103.5,6.15
103.542,6.15
103.583,6.15
103.625,6.15
103.667,6.15
103.708,6.15
103.75,6.15
103.792,6.15
103.833,6.15
103.875,6.15
103.917,6.15
103.958,6.15
104,7.78
104.042,7.78
104.083,7.78
104.125,7.78
104.167,7.78
104.208,7.78
104.25,7.78
104.292,7.78
104.333,7.78
104.375,7.78
104.417,7.78
104.458,7.78
104.5,7.78
104.542,7.78
104.583,7.78
104.625,7.78
104.667,7.78
104.708,7.78
104.75,7.78
104.792,7.78
104.833,7.78
104.875,7.78
104.917,7.78
104.958,7.78
105,7.1
105.042,7.1
105.083,7.1
105.125,7.1
105.167,7.1
105.208,7.1
105.25,7.1
105.292,7.1
105.333,7.1
105.375,7.1
105.417,7.1
105.458,7.1
105.5,7.1
105.542,7.1
105.583,7.1
105.625,7.1
105.667,7.1
105.708,7.1
105.75,7.1
105.792,7.1
105.833,7.1
105.875,7.1
105.917,7.1
105.958,7.1
106,6.24
106.042,6.24
106.083,6.24
106.125,6.24
106.167,6.24
106.208,6.24
106.25,6.24
106.292,6.24
106.333,6.24
106.375,6.24
106.417,6.24
106.458,6.24
106.5,6.24
106.542,6.24
106.583,6.24
106.625,6.24
106.667,6.24
106.708,6.24
106.75,6.24
106.792,6.24
106.833,6.24
106.875,6.24
106.917,6.24
106.958,6.24
107,6.23
107.042,6.23
107.083,6.23
107.125,6.23
107.167,6.23
107.208,6.23
107.25,6.23
107.292,6.23
107.333,6.23
107.375,6.23
107.417,6.23
107.458,6.23
107.5,6.23
107.542,6.23
107.583,6.23
107.625,6.23
107.667,6.23
107.708,6.23
107.75,6.23
107.792,6.23
107.833,6.23
107.875,6.23
107.917,6.23
107.958,6.23
108,6.9
108.042,6.9
108.083,6.9
108.125,6.9
108.167,6.9
108.208,6.9
108.25,6.9
108.292,6.9
108.333,6.9
108.375,6.9
108.417,6.9
108.458,6.9
108.5,6.9
108.542,6.9
108.583,6.9
108.625,6.9
108.667,6.9
108.708,6.9
108.75,6.9
108.792,6.9
108.833,6.9
108.875,6.9
108.917,6.9
108.958,6.9
109,7.5
109.042,7.5
109.083,7.5
109.125,7.5
109.167,7.5
109.208,7.5
109.25,7.5
109.292,7.5
109.333,7.5
109.375,7.5
109.417,7.5
109.458,7.5
109.5,7.5
109.542,7.5
109.583,7.5
109.625,7.5
109.667,7.5
109.708,7.5
109.75,7.5
109.792,7.5
109.833,7.5
109.875,7.5
109.917,7.5
109.958,7.5
110,8.44
110.042,8.44
110.083,8.44
110.125,8.44
110.167,8.44
110.208,8.44
110.25,8.44
110.292,8.44
110.333,8.44
110.375,8.44
110.417,8.44
110.458,8.44
110.5,8.44
110.542,8.44
110.583,8.44
110.625,8.44
110.667,8.44
110.708,8.44
110.75,8.44
110.792,8.44
110.833,8.44
110.875,8.44
110.917,8.44
110.958,8.44
111,9.42
111.042,9.42
111.083,9.42
111.125,9.42
111.167,9.42
111.208,9.42
111.25,9.42
111.292,9.42
111.333,9.42
111.375,9.42
111.417,9.42
111.458,9.42
111.5,9.42
111.542,9.42
111.583,9.42
111.625,9.42
111.667,9.42
111.708,9.42
111.75,9.42
111.792,9.42
111.833,9.42
111.875,9.42
111.917,9.42
111.958,9.42
112,9.53
112.042,9.53
112.083,9.53
112.125,9.53
112.167,9.53
112.208,9.53
112.25,9.53
112.292,9.53
112.333,9.53
112.375,9.53
112.417,9.53
112.458,9.53
112.5,9.53
112.542,9.53
112.583,9.53
112.625,9.53
112.667,9.53
112.708,9.53
112.75,9.53
112.792,9.53
112.833,9.53
112.875,9.53
112.917,9.53
112.958,9.53
113,9.78
113.042,9.78
113.083,9.78
113.125,9.78
113.167,9.78
113.208,9.78
113.25,9.78
113.292,9.78
113.333,9.78
113.375,9.78
113.417,9.78
113.458,9.78
113.5,9.78
113.542,9.78
113.583,9.78
113.625,9.78
113.667,9.78
113.708,9.78
113.75,9.78
113.792,9.78
113.833,9.78
113.875,9.78
113.917,9.78
113.958,9.78
114,9.9
114.042,9.9
114.083,9.9
114.125,9.9
114.167,9.9
114.208,9.9
114.25,9.9
114.292,9.9
114.333,9.9
114.375,9.9
114.417,9.9
114.458,9.9
114.5,9.9
114.542,9.9
114.583,9.9
114.625,9.9
114.667,9.9
114.708,9.9
114.75,9.9
114.792,9.9
114.833,9.9
114.875,9.9
114.917,9.9
114.958,9.9
115,10.3
115.042,10.3
115.083,10.3
115.125,10.3
115.167,10.3
115.208,10.3
115.25,10.3
115.292,10.3
115.333,10.3
115.375,10.3
115.417,10.3
115.458,10.3
115.5,10.3
115.542,10.3
115.583,10.3
115.625,10.3
115.667,10.3
115.708,10.3
115.75,10.3
115.792,10.3
115.833,10.3
115.875,10.3
115.917,10.3
115.958,10.3
116,10.51
116.042,10.51
116.083,10.51
116.125,10.51
116.167,10.51
116.208,10.51
116.25,10.51
116.292,10.51
116.333,10.51
116.375,10.51
116.417,10.51
116.458,10.51
116.5,10.51
116.542,10.51
116.583,10.51
116.625,10.51
116.667,10.51
116.708,10.51
116.75,10.51
116.792,10.51
116.833,10.51
116.875,10.51
116.917,10.51
116.958,10.51
117,9.23
117.042,9.23
117.083,9.23
117.125,9.23
117.167,9.23
117.208,9.23
117.25,9.23
117.292,9.23
117.333,9.23
117.375,9.23
117.417,9.23
117.458,9.23
117.5,9.23
117.542,9.23
117.583,9.23
117.625,9.23
117.667,9.23
117.708,9.23
117.75,9.23
117.792,9.23
117.833,9.23
117.875,9.23
117.917,9.23
117.958,9.23
118,8.03
118.042,8.03
118.083,8.03
118.125,8.03
118.167,8.03
118.208,8.03
118.25,8.03
118.292,8.03
118.333,8.03
118.375,8.03
118.417,8.03
118.458,8.03
118.5,8.03
118.542,8.03
118.583,8.03
118.625,8.03
118.667,8.03
118.708,8.03
118.75,8.03
118.792,8.03
118.833,8.03
118.875,8.03
118.917,8.03
118.958,8.03
119,8.45
119.042,8.45
119.083,8.45
119.125,8.45
119.167,8.45
119.208,8.45
119.25,8.45
119.292,8.45
119.333,8.45
119.375,8.45
119.417,8.45
119.458,8.45
119.5,8.45
119.542,8.45
119.583,8.45
119.625,8.45
119.667,8.45
119.708,8.45
119.75,8.45
119.792,8.45
119.833,8.45
119.875,8.45
119.917,8.45
119.958,8.45
120,9.05
120.042,9.05
120.083,9.05
120.125,9.05
120.167,9.05
120.208,9.05
120.25,9.05
120.292,9.05
120.333,9.05
120.375,9.05
120.417,9.05
120.458,9.05
120.5,9.05
120.542,9.05
120.583,9.05
120.625,9.05
120.667,9.05
120.708,9.05
120.75,9.05
120.792,9.05
120.833,9.05
120.875,9.05
120.917,9.05
120.958,9.05
121,9.43
121.042,9.43
121.083,9.43
121.125,9.43
121.167,9.43
121.208,9.43
121.25,9.43
121.292,9.43
121.333,9.43
121.375,9.43
121.417,9.43
121.458,9.43
121.5,9.43
121.542,9.43
121.583,9.43
121.625,9.43
121.667,9.43
121.708,9.43
121.75,9.43
121.792,9.43
121.833,9.43
121.875,9.43
121.917,9.43
121.958,9.43
122,10
122.042,10
122.083,10
122.125,10
122.167,10
122.208,10
122.25,10
122.292,10
122.333,10
122.375,10
122.417,10
122.458,10
122.5,10
122.542,10
122.583,10
122.625,10
122.667,10
122.708,10
122.75,10
122.792,10
122.833,10
122.875,10
122.917,10
122.958,10
123,10.78
123.042,10.78
123.083,10.78
123.125,10.78
123.167,10.78
123.208,10.78
123.25,10.78
123.292,10.78
123.333,10.78
123.375,10.78
123.417,10.78
123.458,10.78
123.5,10.78
123.542,10.78
123.583,10.78
123.625,10.78
123.667,10.78
123.708,10.78
123.75,10.78
123.792,10.78
123.833,10.78
123.875,10.78
123.917,10.78
123.958,10.78
124,11.24
124.042,11.24
124.083,11.24
124.125,11.24
124.167,11.24
124.208,11.24
124.25,11.24
124.292,11.24
124.333,11.24
124.375,11.24
124.417,11.24
124.458,11.24
124.5,11.24
124.542,11.24
124.583,11.24
124.625,11.24
124.667,11.24
124.708,11.24
124.75,11.24
124.792,11.24
124.833,11.24
124.875,11.24
124.917,11.24
124.958,11.24
125,11.33
125.042,11.33
125.083,11.33
125.125,11.33
125.167,11.33
125.208,11.33
125.25,11.33
125.292,11.33
125.333,11.33
125.375,11.33
125.417,11.33
125.458,11.33
125.5,11.33
125.542,11.33
125.583,11.33
125.625,11.33
125.667,11.33
125.708,11.33
125.75,11.33
125.792,11.33
125.833,11.33
125.875,11.33
125.917,11.33
125.958,11.33
126,11.72
126.042,11.72
126.083,11.72
126.125,11.72
126.167,11.72
126.208,11.72
126.25,11.72
126.292,11.72
126.333,11.72
126.375,11.72
126.417,11.72
126.458,11.72
126.5,11.72
126.542,11.72
126.583,11.72
126.625,11.72
126.667,11.72
126.708,11.72
126.75,11.72
126.792,11.72
126.833,11.72
126.875,11.72
126.917,11.72
126.958,11.72
127,11.37
127.042,11.37
127.083,11.37
127.125,11.37
127.167,11.37
127.208,11.37
127.25,11.37
127.292,11.37
127.333,11.37
127.375,11.37
127.417,11.37
127.458,11.37
127.5,11.37
127.542,11.37
127.583,11.37
127.625,11.37
127.667,11.37
127.708,11.37
127.75,11.37
127.792,11.37
127.833,11.37
127.875,11.37
127.917,11.37
127.958,11.37
128,11.45
128.042,11.45
128.083,11.45
128.125,11.45
128.167,11.45
128.208,11.45
128.25,11.45
128.292,11.45
128.333,11.45
128.375,11.45
128.417,11.45
128.458,11.45
128.5,11.45
128.542,11.45
128.583,11.45
128.625,11.45
128.667,11.45
128.708,11.45
128.75,11.45
128.792,11.45
128.833,11.45
128.875,11.45
128.917,11.45
128.958,11.45
129,11.7
129.042,11.7
129.083,11.7
129.125,11.7
129.167,11.7
129.208,11.7
129.25,11.7
129.292,11.7
129.333,11.7
129.375,11.7
129.417,11.7
129.458,11.7
129.5,11.7
129.542,11.7
129.583,11.7
129.625,11.7
129.667,11.7
129.708,11.7
129.75,11.7
129.792,11.7
129.833,11.7
129.875,11.7
129.917,11.7
129.958,11.7
130,10.95
130.042,10.95
130.083,10.95
130.125,10.95
130.167,10.95
130.208,10.95
130.25,10.95
130.292,10.95
130.333,10.95
130.375,10.95
130.417,10.95
130.458,10.95
130.5,10.95
130.542,10.95
130.583,10.95
130.625,10.95
130.667,10.95
130.708,10.95
130.75,10.95
130.792,10.95
130.833,10.95
130.875,10.95
130.917,10.95
130.958,10.95
131,11.13
131.042,11.13
131.083,11.13
131.125,11.13
131.167,11.13
131.208,11.13
131.25,11.13
131.292,11.13
131.333,11.13
131.375,11.13
131.417,11.13
131.458,11.13
131.5,11.13
131.542,11.13
131.583,11.13
131.625,11.13
131.667,11.13
131.708,11.13
131.75,11.13
131.792,11.13
131.833,11.13
131.875,11.13
131.917,11.13
131.958,11.13
132,11.36
132.042,11.36
132.083,11.36
132.125,11.36
132.167,11.36
132.208,11.36
132.25,11.36
132.292,11.36
132.333,11.36
132.375,11.36
132.417,11.36
132.458,11.36
132.5,11.36
132.542,11.36
132.583,11.36
132.625,11.36
132.667,11.36
132.708,11.36
132.75,11.36
132.792,11.36
132.833,11.36
132.875,11.36
132.917,11.36
132.958,11.36
133,12.21
133.042,12.21
133.083,12.21
133.125,12.21
133.167,12.21
133.208,12.21
133.25,12.21
133.292,12.21
133.333,12.21
133.375,12.21
133.417,12.21
133.458,12.21
133.5,12.21
133.542,12.21
133.583,12.21
133.625,12.21
133.667,12.21
133.708,12.21
133.75,12.21
133.792,12.21
133.833,12.21
133.875,12.21
133.917,12.21
133.958,12.21
134,12.5
134.042,12.5
134.083,12.5
134.125,12.5
134.167,12.5
134.208,12.5
134.25,12.5
134.292,12.5
134.333,12.5
134.375,12.5
134.417,12.5
134.458,12.5
134.5,12.5
134.542,12.5
134.583,12.5
134.625,12.5
134.667,12.5
134.708,12.5
134.75,12.5
134.792,12.5
134.833,12.5
134.875,12.5
134.917,12.5
134.958,12.5
135,12.22
135.042,12.22
135.083,12.22
135.125,12.22
135.167,12.22
135.208,12.22
135.25,12.22
135.292,12.22
135.333,12.22
135.375,12.22
135.417,12.22
135.458,12.22
135.5,12.22
135.542,12.22
135.583,12.22
135.625,12.22
135.667,12.22
135.708,12.22
135.75,12.22
135.792,12.22
135.833,12.22
135.875,12.22
135.917,12.22
135.958,12.22
136,11.65
136.042,11.65
136.083,11.65
136.125,11.65
136.167,11.65
136.208,11.65
136.25,11.65
136.292,11.65
136.333,11.65
136.375,11.65
136.417,11.65
136.458,11.65
136.5,11.65
136.542,11.65
136.583,11.65
136.625,11.65
136.667,11.65
136.708,11.65
136.75,11.65
136.792,11.65
136.833,11.65
136.875,11.65
136.917,11.65
136.958,11.65
137,12.37
137.042,12.37
137.083,12.37
137.125,12.37
137.167,12.37
137.208,12.37
137.25,12.37
137.292,12.37
137.333,12.37
137.375,12.37
137.417,12.37
137.458,12.37
137.5,12.37
137.542,12.37
137.583,12.37
137.625,12.37
137.667,12.37
137.708,12.37
137.75,12.37
137.792,12.37
137.833,12.37
137.875,12.37
137.917,12.37
137.958,12.37
138,12.83
138.042,12.83
138.083,12.83
138.125,12.83
138.167,12.83
138.208,12.83
138.25,12.83
138.292,12.83
138.333,12.83
138.375,12.83
138.417,12.83
138.458,12.83
138.5,12.83
138.542,12.83
138.583,12.83
138.625,12.83
138.667,12.83
138.708,12.83
138.75,12.83
138.792,12.83
138.833,12.83
138.875,12.83
138.917,12.83
138.958,12.83
139,12.56
139.042,12.56
139.083,12.56
139.125,12.56
139.167,12.56
139.208,12.56
139.25,12.56
139.292,12.56
139.333,12.56
139.375,12.56
139.417,12.56
139.458,12.56
139.5,12.56
139.542,12.56
139.583,12.56
139.625,12.56
139.667,12.56
139.708,12.56
139.75,12.56
139.792,12.56
139.833,12.56
139.875,12.56
139.917,12.56
139.958,12.56
140,12.62
140.042,12.62
140.083,12.62
140.125,12.62
140.167,12.62
140.208,12.62
140.25,12.62
140.292,12.62
140.333,12.62
140.375,12.62
140.417,12.62
140.458,12.62
140.5,12.62
140.542,12.62
140.583,12.62
140.625,12.62
140.667,12.62
140.708,12.62
140.75,12.62
140.792,12.62
140.833,12.62
140.875,12.62
140.917,12.62
140.958,12.62
141,12.74
141.042,12.74
141.083,12.74
141.125,12.74
141.167,12.74
141.208,12.74
141.25,12.74
141.292,12.74
141.333,12.74
141.375,12.74
141.417,12.74
141.458,12.74
141.5,12.74
141.542,12.74
141.583,12.74
141.625,12.74
141.667,12.74
141.708,12.74
141.75,12.74
141.792,12.74
141.833,12.74
141.875,12.74
141.917,12.74
141.958,12.74
142,13.6
142.042,13.6
142.083,13.6
142.125,13.6
142.167,13.6
142.208,13.6
142.25,13.6
142.292,13.6
142.333,13.6
142.375,13.6
142.417,13.6
142.458,13.6
142.5,13.6
142.542,13.6
142.583,13.6
142.625,13.6
142.667,13.6
142.708,13.6
142.75,13.6
142.792,13.6
142.833,13.6
142.875,13.6
142.917,13.6
142.958,13.6
143,14.03
143.042,14.03
143.083,14.03
143.125,14.03
143.167,14.03
143.208,14.03
143.25,14.03
143.292,14.03
143.333,14.03
143.375,14.03
143.417,14.03
143.458,14.03
143.5,14.03
143.542,14.03
143.583,14.03
143.625,14.03
143.667,14.03
143.708,14.03
143.75,14.03
143.792,14.03
143.833,14.03
143.875,14.03
143.917,14.03
143.958,14.03
144,14.04
144.042,14.04
144.083,14.04
144.125,14.04
144.167,14.04
144.208,14.04
144.25,14.04
144.292,14.04
144.333,14.04
144.375,14.04
144.417,14.04
144.458,14.04
144.5,14.04
144.542,14.04
144.583,14.04
144.625,14.04
144.667,14.04
144.708,14.04
144.75,14.04
144.792,14.04
144.833,14.04
144.875,14.04
144.917,14.04
144.958,14.04
145,12.36
145.042,12.36
145.083,12.36
145.125,12.36
145.167,12.36
145.208,12.36
145.25,12.36
145.292,12.36
145.333,12.36
145.375,12.36
145.417,12.36
145.458,12.36
145.5,12.36
145.542,12.36
145.583,12.36
145.625,12.36
145.667,12.36
145.708,12.36
145.75,12.36
145.792,12.36
145.833,12.36
145.875,12.36
145.917,12.36
145.958,12.36
146,12.31
146.042,12.31
146.083,12.31
146.125,12.31
146.167,12.31
146.208,12.31
146.25,12.31
146.292,12.31
146.333,12.31
146.375,12.31
146.417,12.31
146.458,12.31
146.5,12.31
146.542,12.31
146.583,12.31
146.625,12.31
146.667,12.31
146.708,12.31
146.75,12.31
146.792,12.31
146.833,12.31
146.875,12.31
146.917,12.31
146.958,12.31
147,13.3
147.042,13.3
147.083,13.3
147.125,13.3
147.167,13.3
147.208,13.3
147.25,13.3
147.292,13.3
147.333,13.3
147.375,13.3
147.417,13.3
147.458,13.3
147.5,13.3
147.542,13.3
147.583,13.3
147.625,13.3
147.667,13.3
147.708,13.3
147.75,13.3
147.792,13.3
147.833,13.3
147.875,13.3
147.917,13.3
147.958,13.3
148,14.26
148.042,14.26
148.083,14.26
148.125,14.26
148.167,14.26
148.208,14.26
148.25,14.26
148.292,14.26
