$Trinity Lake Swift Cr inflow Tw updated YC 06/01/23,
",,,",
Jday,Swift 
221.042,19.86
221.083,19.86
221.125,19.86
221.167,19.86
221.208,19.86
221.25,19.86
221.292,19.86
221.333,19.86
221.375,19.86
221.417,19.86
221.458,19.86
221.5,19.86
221.542,19.86
221.583,19.86
221.625,19.86
221.667,19.86
221.708,19.86
221.75,19.86
221.792,19.86
221.833,19.86
221.875,19.86
221.917,19.86
221.958,19.86
222,20.21
222.042,20.21
222.083,20.21
222.125,20.21
222.167,20.21
222.208,20.21
222.25,20.21
222.292,20.21
222.333,20.21
222.375,20.21
222.417,20.21
222.458,20.21
222.5,20.21
222.542,20.21
222.583,20.21
222.625,20.21
222.667,20.21
222.708,20.21
222.75,20.21
222.792,20.21
222.833,20.21
222.875,20.21
222.917,20.21
222.958,20.21
223,20.35
223.042,20.35
223.083,20.35
223.125,20.35
223.167,20.35
223.208,20.35
223.25,20.35
223.292,20.35
223.333,20.35
223.375,20.35
223.417,20.35
223.458,20.35
223.5,20.35
223.542,20.35
223.583,20.35
223.625,20.35
223.667,20.35
223.708,20.35
223.75,20.35
223.792,20.35
223.833,20.35
223.875,20.35
223.917,20.35
223.958,20.35
224,19.91
224.042,19.91
224.083,19.91
224.125,19.91
224.167,19.91
224.208,19.91
224.25,19.91
224.292,19.91
224.333,19.91
224.375,19.91
224.417,19.91
224.458,19.91
224.5,19.91
224.542,19.91
224.583,19.91
224.625,19.91
224.667,19.91
224.708,19.91
224.75,19.91
224.792,19.91
224.833,19.91
224.875,19.91
224.917,19.91
224.958,19.91
225,20.11
225.042,20.11
225.083,20.11
225.125,20.11
225.167,20.11
225.208,20.11
225.25,20.11
225.292,20.11
225.333,20.11
225.375,20.11
225.417,20.11
225.458,20.11
225.5,20.11
225.542,20.11
225.583,20.11
225.625,20.11
225.667,20.11
225.708,20.11
225.75,20.11
225.792,20.11
225.833,20.11
225.875,20.11
225.917,20.11
225.958,20.11
226,19.88
226.042,19.88
226.083,19.88
226.125,19.88
226.167,19.88
226.208,19.88
226.25,19.88
226.292,19.88
226.333,19.88
226.375,19.88
226.417,19.88
226.458,19.88
226.5,19.88
226.542,19.88
226.583,19.88
226.625,19.88
226.667,19.88
226.708,19.88
226.75,19.88
226.792,19.88
226.833,19.88
226.875,19.88
226.917,19.88
226.958,19.88
227,19.84
227.042,19.84
227.083,19.84
227.125,19.84
227.167,19.84
227.208,19.84
227.25,19.84
227.292,19.84
227.333,19.84
227.375,19.84
227.417,19.84
227.458,19.84
227.5,19.84
227.542,19.84
227.583,19.84
227.625,19.84
227.667,19.84
227.708,19.84
227.75,19.84
227.792,19.84
227.833,19.84
227.875,19.84
227.917,19.84
227.958,19.84
228,19.76
228.042,19.76
228.083,19.76
228.125,19.76
228.167,19.76
228.208,19.76
228.25,19.76
228.292,19.76
228.333,19.76
228.375,19.76
228.417,19.76
228.458,19.76
228.5,19.76
228.542,19.76
228.583,19.76
228.625,19.76
228.667,19.76
228.708,19.76
228.75,19.76
228.792,19.76
228.833,19.76
228.875,19.76
228.917,19.76
228.958,19.76
229,19.42
229.042,19.42
229.083,19.42
229.125,19.42
229.167,19.42
229.208,19.42
229.25,19.42
229.292,19.42
229.333,19.42
229.375,19.42
229.417,19.42
229.458,19.42
229.5,19.42
229.542,19.42
229.583,19.42
229.625,19.42
229.667,19.42
229.708,19.42
229.75,19.42
229.792,19.42
229.833,19.42
229.875,19.42
229.917,19.42
229.958,19.42
230,19.32
230.042,19.32
230.083,19.32
230.125,19.32
230.167,19.32
230.208,19.32
230.25,19.32
230.292,19.32
230.333,19.32
230.375,19.32
230.417,19.32
230.458,19.32
230.5,19.32
230.542,19.32
230.583,19.32
230.625,19.32
230.667,19.32
230.708,19.32
230.75,19.32
230.792,19.32
230.833,19.32
230.875,19.32
230.917,19.32
230.958,19.32
231,19.29
231.042,19.29
231.083,19.29
231.125,19.29
231.167,19.29
231.208,19.29
231.25,19.29
231.292,19.29
231.333,19.29
231.375,19.29
231.417,19.29
231.458,19.29
231.5,19.29
231.542,19.29
231.583,19.29
231.625,19.29
231.667,19.29
231.708,19.29
231.75,19.29
231.792,19.29
231.833,19.29
231.875,19.29
231.917,19.29
231.958,19.29
232,19.4
232.042,19.4
232.083,19.4
232.125,19.4
232.167,19.4
232.208,19.4
232.25,19.4
232.292,19.4
232.333,19.4
232.375,19.4
232.417,19.4
232.458,19.4
232.5,19.4
232.542,19.4
232.583,19.4
232.625,19.4
232.667,19.4
232.708,19.4
232.75,19.4
232.792,19.4
232.833,19.4
232.875,19.4
232.917,19.4
232.958,19.4
233,19.42
233.042,19.42
233.083,19.42
233.125,19.42
233.167,19.42
233.208,19.42
233.25,19.42
233.292,19.42
233.333,19.42
233.375,19.42
233.417,19.42
233.458,19.42
233.5,19.42
233.542,19.42
233.583,19.42
233.625,19.42
233.667,19.42
233.708,19.42
233.75,19.42
233.792,19.42
233.833,19.42
233.875,19.42
233.917,19.42
233.958,19.42
234,19.37
234.042,19.37
234.083,19.37
234.125,19.37
234.167,19.37
234.208,19.37
234.25,19.37
234.292,19.37
234.333,19.37
234.375,19.37
234.417,19.37
234.458,19.37
234.5,19.37
234.542,19.37
234.583,19.37
234.625,19.37
234.667,19.37
234.708,19.37
234.75,19.37
234.792,19.37
234.833,19.37
234.875,19.37
234.917,19.37
234.958,19.37
235,19.23
235.042,19.23
235.083,19.23
235.125,19.23
235.167,19.23
235.208,19.23
235.25,19.23
235.292,19.23
235.333,19.23
235.375,19.23
235.417,19.23
235.458,19.23
235.5,19.23
235.542,19.23
235.583,19.23
235.625,19.23
235.667,19.23
235.708,19.23
235.75,19.23
235.792,19.23
235.833,19.23
235.875,19.23
235.917,19.23
235.958,19.23
236,19.03
236.042,19.03
236.083,19.03
236.125,19.03
236.167,19.03
236.208,19.03
236.25,19.03
236.292,19.03
236.333,19.03
236.375,19.03
236.417,19.03
236.458,19.03
236.5,19.03
236.542,19.03
236.583,19.03
236.625,19.03
236.667,19.03
236.708,19.03
236.75,19.03
236.792,19.03
236.833,19.03
236.875,19.03
236.917,19.03
236.958,19.03
237,18.81
237.042,18.81
237.083,18.81
237.125,18.81
237.167,18.81
237.208,18.81
237.25,18.81
237.292,18.81
237.333,18.81
237.375,18.81
237.417,18.81
237.458,18.81
237.5,18.81
237.542,18.81
237.583,18.81
237.625,18.81
237.667,18.81
237.708,18.81
237.75,18.81
237.792,18.81
237.833,18.81
237.875,18.81
237.917,18.81
237.958,18.81
238,18.79
238.042,18.79
238.083,18.79
238.125,18.79
238.167,18.79
238.208,18.79
238.25,18.79
238.292,18.79
238.333,18.79
238.375,18.79
238.417,18.79
238.458,18.79
238.5,18.79
238.542,18.79
238.583,18.79
238.625,18.79
238.667,18.79
238.708,18.79
238.75,18.79
238.792,18.79
238.833,18.79
238.875,18.79
238.917,18.79
238.958,18.79
239,19.02
239.042,19.02
239.083,19.02
239.125,19.02
239.167,19.02
239.208,19.02
239.25,19.02
239.292,19.02
239.333,19.02
239.375,19.02
239.417,19.02
239.458,19.02
239.5,19.02
239.542,19.02
239.583,19.02
239.625,19.02
239.667,19.02
239.708,19.02
239.75,19.02
239.792,19.02
239.833,19.02
239.875,19.02
239.917,19.02
239.958,19.02
240,18.8
240.042,18.8
240.083,18.8
240.125,18.8
240.167,18.8
240.208,18.8
240.25,18.8
240.292,18.8
240.333,18.8
240.375,18.8
240.417,18.8
240.458,18.8
240.5,18.8
240.542,18.8
240.583,18.8
240.625,18.8
240.667,18.8
240.708,18.8
240.75,18.8
240.792,18.8
240.833,18.8
240.875,18.8
240.917,18.8
240.958,18.8
241,19.08
241.042,19.08
241.083,19.08
241.125,19.08
241.167,19.08
241.208,19.08
241.25,19.08
241.292,19.08
241.333,19.08
241.375,19.08
241.417,19.08
241.458,19.08
241.5,19.08
241.542,19.08
241.583,19.08
241.625,19.08
241.667,19.08
241.708,19.08
241.75,19.08
241.792,19.08
241.833,19.08
241.875,19.08
241.917,19.08
241.958,19.08
242,18.94
242.042,18.94
242.083,18.94
242.125,18.94
242.167,18.94
242.208,18.94
242.25,18.94
242.292,18.94
242.333,18.94
242.375,18.94
242.417,18.94
242.458,18.94
242.5,18.94
242.542,18.94
242.583,18.94
242.625,18.94
242.667,18.94
242.708,18.94
242.75,18.94
242.792,18.94
242.833,18.94
242.875,18.94
242.917,18.94
242.958,18.94
243,18.58
243.042,18.58
243.083,18.58
243.125,18.58
243.167,18.58
243.208,18.58
243.25,18.58
243.292,18.58
243.333,18.58
243.375,18.58
243.417,18.58
243.458,18.58
243.5,18.58
243.542,18.58
243.583,18.58
243.625,18.58
243.667,18.58
243.708,18.58
243.75,18.58
243.792,18.58
243.833,18.58
243.875,18.58
243.917,18.58
243.958,18.58
244,18.51
244.042,18.51
244.083,18.51
244.125,18.51
244.167,18.51
244.208,18.51
244.25,18.51
244.292,18.51
244.333,18.51
244.375,18.51
244.417,18.51
244.458,18.51
244.5,18.51
244.542,18.51
244.583,18.51
244.625,18.51
244.667,18.51
244.708,18.51
244.75,18.51
244.792,18.51
244.833,18.51
244.875,18.51
244.917,18.51
244.958,18.51
245,18.71
245.042,18.71
245.083,18.71
245.125,18.71
245.167,18.71
245.208,18.71
245.25,18.71
245.292,18.71
245.333,18.71
245.375,18.71
245.417,18.71
245.458,18.71
245.5,18.71
245.542,18.71
245.583,18.71
245.625,18.71
245.667,18.71
245.708,18.71
245.75,18.71
245.792,18.71
245.833,18.71
245.875,18.71
245.917,18.71
245.958,18.71
246,18.65
246.042,18.65
246.083,18.65
246.125,18.65
246.167,18.65
246.208,18.65
246.25,18.65
246.292,18.65
246.333,18.65
246.375,18.65
246.417,18.65
246.458,18.65
246.5,18.65
246.542,18.65
246.583,18.65
246.625,18.65
246.667,18.65
246.708,18.65
246.75,18.65
246.792,18.65
246.833,18.65
246.875,18.65
246.917,18.65
246.958,18.65
247,18.77
247.042,18.77
247.083,18.77
247.125,18.77
247.167,18.77
247.208,18.77
247.25,18.77
247.292,18.77
247.333,18.77
247.375,18.77
247.417,18.77
247.458,18.77
247.5,18.77
247.542,18.77
247.583,18.77
247.625,18.77
247.667,18.77
247.708,18.77
247.75,18.77
247.792,18.77
247.833,18.77
247.875,18.77
247.917,18.77
247.958,18.77
248,18.84
248.042,18.84
248.083,18.84
248.125,18.84
248.167,18.84
248.208,18.84
248.25,18.84
248.292,18.84
248.333,18.84
248.375,18.84
248.417,18.84
248.458,18.84
248.5,18.84
248.542,18.84
248.583,18.84
248.625,18.84
248.667,18.84
248.708,18.84
248.75,18.84
248.792,18.84
248.833,18.84
248.875,18.84
248.917,18.84
248.958,18.84
249,18.83
249.042,18.83
249.083,18.83
249.125,18.83
249.167,18.83
249.208,18.83
249.25,18.83
249.292,18.83
249.333,18.83
249.375,18.83
249.417,18.83
249.458,18.83
249.5,18.83
249.542,18.83
249.583,18.83
249.625,18.83
249.667,18.83
249.708,18.83
249.75,18.83
249.792,18.83
249.833,18.83
249.875,18.83
249.917,18.83
249.958,18.83
250,18.33
250.042,18.33
250.083,18.33
250.125,18.33
250.167,18.33
250.208,18.33
250.25,18.33
250.292,18.33
250.333,18.33
250.375,18.33
250.417,18.33
250.458,18.33
250.5,18.33
250.542,18.33
250.583,18.33
250.625,18.33
250.667,18.33
250.708,18.33
250.75,18.33
250.792,18.33
250.833,18.33
250.875,18.33
250.917,18.33
250.958,18.33
251,17.99
251.042,17.99
251.083,17.99
251.125,17.99
251.167,17.99
251.208,17.99
251.25,17.99
251.292,17.99
251.333,17.99
251.375,17.99
251.417,17.99
251.458,17.99
251.5,17.99
251.542,17.99
251.583,17.99
251.625,17.99
251.667,17.99
251.708,17.99
251.75,17.99
251.792,17.99
251.833,17.99
251.875,17.99
251.917,17.99
251.958,17.99
252,17.69
252.042,17.69
252.083,17.69
252.125,17.69
252.167,17.69
252.208,17.69
252.25,17.69
252.292,17.69
252.333,17.69
252.375,17.69
252.417,17.69
252.458,17.69
252.5,17.69
252.542,17.69
252.583,17.69
252.625,17.69
252.667,17.69
252.708,17.69
252.75,17.69
252.792,17.69
252.833,17.69
252.875,17.69
252.917,17.69
252.958,17.69
253,17.44
253.042,17.44
253.083,17.44
253.125,17.44
253.167,17.44
253.208,17.44
253.25,17.44
253.292,17.44
253.333,17.44
253.375,17.44
253.417,17.44
253.458,17.44
253.5,17.44
253.542,17.44
253.583,17.44
253.625,17.44
253.667,17.44
253.708,17.44
253.75,17.44
253.792,17.44
253.833,17.44
253.875,17.44
253.917,17.44
253.958,17.44
254,16.81
254.042,16.81
254.083,16.81
254.125,16.81
254.167,16.81
254.208,16.81
254.25,16.81
254.292,16.81
254.333,16.81
254.375,16.81
254.417,16.81
254.458,16.81
254.5,16.81
254.542,16.81
254.583,16.81
254.625,16.81
254.667,16.81
254.708,16.81
254.75,16.81
254.792,16.81
254.833,16.81
254.875,16.81
254.917,16.81
254.958,16.81
255,16.27
255.042,16.27
255.083,16.27
255.125,16.27
255.167,16.27
255.208,16.27
255.25,16.27
255.292,16.27
255.333,16.27
255.375,16.27
255.417,16.27
255.458,16.27
255.5,16.27
255.542,16.27
255.583,16.27
255.625,16.27
255.667,16.27
255.708,16.27
255.75,16.27
255.792,16.27
255.833,16.27
255.875,16.27
255.917,16.27
255.958,16.27
256,15.96
256.042,15.96
256.083,15.96
256.125,15.96
256.167,15.96
256.208,15.96
256.25,15.96
256.292,15.96
256.333,15.96
256.375,15.96
256.417,15.96
256.458,15.96
256.5,15.96
256.542,15.96
256.583,15.96
256.625,15.96
256.667,15.96
256.708,15.96
256.75,15.96
256.792,15.96
256.833,15.96
256.875,15.96
256.917,15.96
256.958,15.96
257,16
257.042,16
257.083,16
257.125,16
257.167,16
257.208,16
257.25,16
257.292,16
257.333,16
257.375,16
257.417,16
257.458,16
257.5,16
257.542,16
257.583,16
257.625,16
257.667,16
257.708,16
257.75,16
257.792,16
257.833,16
257.875,16
257.917,16
257.958,16
258,15.76
258.042,15.76
258.083,15.76
258.125,15.76
258.167,15.76
258.208,15.76
258.25,15.76
258.292,15.76
258.333,15.76
258.375,15.76
258.417,15.76
258.458,15.76
258.5,15.76
258.542,15.76
258.583,15.76
258.625,15.76
258.667,15.76
258.708,15.76
258.75,15.76
258.792,15.76
258.833,15.76
258.875,15.76
258.917,15.76
258.958,15.76
259,15.48
259.042,15.48
259.083,15.48
259.125,15.48
259.167,15.48
259.208,15.48
259.25,15.48
259.292,15.48
259.333,15.48
259.375,15.48
259.417,15.48
259.458,15.48
259.5,15.48
259.542,15.48
259.583,15.48
259.625,15.48
259.667,15.48
259.708,15.48
259.75,15.48
259.792,15.48
259.833,15.48
259.875,15.48
259.917,15.48
259.958,15.48
260,15.61
260.042,15.61
260.083,15.61
260.125,15.61
260.167,15.61
260.208,15.61
260.25,15.61
260.292,15.61
260.333,15.61
260.375,15.61
260.417,15.61
260.458,15.61
260.5,15.61
260.542,15.61
260.583,15.61
260.625,15.61
260.667,15.61
260.708,15.61
260.75,15.61
260.792,15.61
260.833,15.61
260.875,15.61
260.917,15.61
260.958,15.61
261,15.75
261.042,15.75
261.083,15.75
261.125,15.75
261.167,15.75
261.208,15.75
261.25,15.75
261.292,15.75
261.333,15.75
261.375,15.75
261.417,15.75
261.458,15.75
261.5,15.75
261.542,15.75
261.583,15.75
261.625,15.75
261.667,15.75
261.708,15.75
261.75,15.75
261.792,15.75
261.833,15.75
261.875,15.75
261.917,15.75
261.958,15.75
262,15.61
262.042,15.61
262.083,15.61
262.125,15.61
262.167,15.61
262.208,15.61
262.25,15.61
262.292,15.61
262.333,15.61
262.375,15.61
262.417,15.61
262.458,15.61
262.5,15.61
262.542,15.61
262.583,15.61
262.625,15.61
262.667,15.61
262.708,15.61
262.75,15.61
262.792,15.61
262.833,15.61
262.875,15.61
262.917,15.61
262.958,15.61
263,15.4
263.042,15.4
263.083,15.4
263.125,15.4
263.167,15.4
263.208,15.4
263.25,15.4
263.292,15.4
263.333,15.4
263.375,15.4
263.417,15.4
263.458,15.4
263.5,15.4
263.542,15.4
263.583,15.4
263.625,15.4
263.667,15.4
263.708,15.4
263.75,15.4
263.792,15.4
263.833,15.4
263.875,15.4
263.917,15.4
263.958,15.4
264,15.36
264.042,15.36
264.083,15.36
264.125,15.36
264.167,15.36
264.208,15.36
264.25,15.36
264.292,15.36
264.333,15.36
264.375,15.36
264.417,15.36
264.458,15.36
264.5,15.36
264.542,15.36
264.583,15.36
264.625,15.36
264.667,15.36
264.708,15.36
264.75,15.36
264.792,15.36
264.833,15.36
264.875,15.36
264.917,15.36
264.958,15.36
265,15.63
265.042,15.63
265.083,15.63
265.125,15.63
265.167,15.63
265.208,15.63
265.25,15.63
265.292,15.63
265.333,15.63
265.375,15.63
265.417,15.63
265.458,15.63
265.5,15.63
265.542,15.63
265.583,15.63
265.625,15.63
265.667,15.63
265.708,15.63
265.75,15.63
265.792,15.63
265.833,15.63
265.875,15.63
265.917,15.63
265.958,15.63
266,15.81
266.042,15.81
266.083,15.81
266.125,15.81
266.167,15.81
266.208,15.81
266.25,15.81
266.292,15.81
266.333,15.81
266.375,15.81
266.417,15.81
266.458,15.81
266.5,15.81
266.542,15.81
266.583,15.81
266.625,15.81
266.667,15.81
266.708,15.81
266.75,15.81
266.792,15.81
266.833,15.81
266.875,15.81
266.917,15.81
266.958,15.81
267,15.18
267.042,15.18
267.083,15.18
267.125,15.18
267.167,15.18
267.208,15.18
267.25,15.18
267.292,15.18
267.333,15.18
267.375,15.18
267.417,15.18
267.458,15.18
267.5,15.18
267.542,15.18
267.583,15.18
267.625,15.18
267.667,15.18
267.708,15.18
267.75,15.18
267.792,15.18
267.833,15.18
267.875,15.18
267.917,15.18
267.958,15.18
268,14.86
268.042,14.86
268.083,14.86
268.125,14.86
268.167,14.86
268.208,14.86
268.25,14.86
268.292,14.86
268.333,14.86
268.375,14.86
268.417,14.86
268.458,14.86
268.5,14.86
268.542,14.86
268.583,14.86
268.625,14.86
268.667,14.86
268.708,14.86
268.75,14.86
268.792,14.86
268.833,14.86
268.875,14.86
268.917,14.86
268.958,14.86
269,14.63
269.042,14.63
269.083,14.63
269.125,14.63
269.167,14.63
269.208,14.63
269.25,14.63
269.292,14.63
269.333,14.63
269.375,14.63
269.417,14.63
269.458,14.63
269.5,14.63
269.542,14.63
269.583,14.63
269.625,14.63
269.667,14.63
269.708,14.63
269.75,14.63
269.792,14.63
269.833,14.63
269.875,14.63
269.917,14.63
269.958,14.63
270,14.92
270.042,14.92
270.083,14.92
270.125,14.92
270.167,14.92
270.208,14.92
270.25,14.92
270.292,14.92
270.333,14.92
270.375,14.92
270.417,14.92
270.458,14.92
270.5,14.92
270.542,14.92
270.583,14.92
270.625,14.92
270.667,14.92
270.708,14.92
270.75,14.92
270.792,14.92
270.833,14.92
270.875,14.92
270.917,14.92
270.958,14.92
271,15.11
271.042,15.11
271.083,15.11
271.125,15.11
271.167,15.11
271.208,15.11
271.25,15.11
271.292,15.11
271.333,15.11
271.375,15.11
271.417,15.11
271.458,15.11
271.5,15.11
271.542,15.11
271.583,15.11
271.625,15.11
271.667,15.11
271.708,15.11
271.75,15.11
271.792,15.11
271.833,15.11
271.875,15.11
271.917,15.11
271.958,15.11
272,14.88
272.042,14.88
272.083,14.88
272.125,14.88
272.167,14.88
272.208,14.88
272.25,14.88
272.292,14.88
272.333,14.88
272.375,14.88
272.417,14.88
272.458,14.88
272.5,14.88
272.542,14.88
272.583,14.88
272.625,14.88
272.667,14.88
272.708,14.88
272.75,14.88
272.792,14.88
272.833,14.88
272.875,14.88
272.917,14.88
272.958,14.88
273,14.9
273.042,14.9
273.083,14.9
273.125,14.9
273.167,14.9
273.208,14.9
273.25,14.9
273.292,14.9
273.333,14.9
273.375,14.9
273.417,14.9
273.458,14.9
273.5,14.9
273.542,14.9
273.583,14.9
273.625,14.9
273.667,14.9
273.708,14.9
273.75,14.9
273.792,14.9
273.833,14.9
273.875,14.9
273.917,14.9
273.958,14.9
274,14.26
274.042,14.26
274.083,14.26
274.125,14.26
274.167,14.26
274.208,14.26
274.25,14.26
274.292,14.26
274.333,14.26
274.375,14.26
274.417,14.26
274.458,14.26
274.5,14.26
274.542,14.26
274.583,14.26
274.625,14.26
274.667,14.26
274.708,14.26
274.75,14.26
274.792,14.26
274.833,14.26
274.875,14.26
274.917,14.26
274.958,14.26
275,15.1
275.042,15.1
275.083,15.1
275.125,15.1
275.167,15.1
275.208,15.1
275.25,15.1
275.292,15.1
275.333,15.1
275.375,15.1
275.417,15.1
275.458,15.1
275.5,15.1
275.542,15.1
275.583,15.1
275.625,15.1
275.667,15.1
275.708,15.1
275.75,15.1
275.792,15.1
275.833,15.1
275.875,15.1
275.917,15.1
275.958,15.1
276,15.69
276.042,15.69
276.083,15.69
276.125,15.69
276.167,15.69
276.208,15.69
276.25,15.69
276.292,15.69
276.333,15.69
276.375,15.69
276.417,15.69
276.458,15.69
276.5,15.69
276.542,15.69
276.583,15.69
276.625,15.69
276.667,15.69
276.708,15.69
276.75,15.69
276.792,15.69
276.833,15.69
276.875,15.69
276.917,15.69
276.958,15.69
277,15.7
277.042,15.7
277.083,15.7
277.125,15.7
277.167,15.7
277.208,15.7
277.25,15.7
277.292,15.7
277.333,15.7
277.375,15.7
277.417,15.7
277.458,15.7
277.5,15.7
277.542,15.7
277.583,15.7
277.625,15.7
277.667,15.7
277.708,15.7
277.75,15.7
277.792,15.7
277.833,15.7
277.875,15.7
277.917,15.7
277.958,15.7
278,13.62
278.042,13.62
278.083,13.62
278.125,13.62
278.167,13.62
278.208,13.62
278.25,13.62
278.292,13.62
278.333,13.62
278.375,13.62
278.417,13.62
278.458,13.62
278.5,13.62
278.542,13.62
278.583,13.62
278.625,13.62
278.667,13.62
278.708,13.62
278.75,13.62
278.792,13.62
278.833,13.62
278.875,13.62
278.917,13.62
278.958,13.62
279,14.02
279.042,14.02
279.083,14.02
279.125,14.02
279.167,14.02
279.208,14.02
279.25,14.02
279.292,14.02
279.333,14.02
279.375,14.02
279.417,14.02
279.458,14.02
279.5,14.02
279.542,14.02
279.583,14.02
279.625,14.02
279.667,14.02
279.708,14.02
279.75,14.02
279.792,14.02
279.833,14.02
279.875,14.02
279.917,14.02
279.958,14.02
280,13.83
280.042,13.83
280.083,13.83
280.125,13.83
280.167,13.83
280.208,13.83
280.25,13.83
280.292,13.83
280.333,13.83
280.375,13.83
280.417,13.83
280.458,13.83
280.5,13.83
280.542,13.83
280.583,13.83
280.625,13.83
280.667,13.83
280.708,13.83
280.75,13.83
280.792,13.83
280.833,13.83
280.875,13.83
280.917,13.83
280.958,13.83
281,13.64
281.042,13.64
281.083,13.64
281.125,13.64
281.167,13.64
281.208,13.64
281.25,13.64
281.292,13.64
281.333,13.64
281.375,13.64
281.417,13.64
281.458,13.64
281.5,13.64
281.542,13.64
281.583,13.64
281.625,13.64
281.667,13.64
281.708,13.64
281.75,13.64
281.792,13.64
281.833,13.64
281.875,13.64
281.917,13.64
281.958,13.64
282,13.89
282.042,13.89
282.083,13.89
282.125,13.89
282.167,13.89
282.208,13.89
282.25,13.89
282.292,13.89
282.333,13.89
282.375,13.89
282.417,13.89
282.458,13.89
282.5,13.89
282.542,13.89
282.583,13.89
282.625,13.89
282.667,13.89
282.708,13.89
282.75,13.89
282.792,13.89
282.833,13.89
282.875,13.89
282.917,13.89
282.958,13.89
283,12.99
283.042,12.99
283.083,12.99
283.125,12.99
283.167,12.99
283.208,12.99
283.25,12.99
283.292,12.99
283.333,12.99
283.375,12.99
283.417,12.99
283.458,12.99
283.5,12.99
283.542,12.99
283.583,12.99
283.625,12.99
283.667,12.99
283.708,12.99
283.75,12.99
283.792,12.99
283.833,12.99
283.875,12.99
283.917,12.99
283.958,12.99
284,12.15
284.042,12.15
284.083,12.15
284.125,12.15
284.167,12.15
284.208,12.15
284.25,12.15
284.292,12.15
284.333,12.15
284.375,12.15
284.417,12.15
284.458,12.15
284.5,12.15
284.542,12.15
284.583,12.15
284.625,12.15
284.667,12.15
284.708,12.15
284.75,12.15
284.792,12.15
284.833,12.15
284.875,12.15
284.917,12.15
284.958,12.15
285,11.79
285.042,11.79
285.083,11.79
285.125,11.79
285.167,11.79
285.208,11.79
285.25,11.79
285.292,11.79
285.333,11.79
285.375,11.79
285.417,11.79
285.458,11.79
285.5,11.79
285.542,11.79
285.583,11.79
285.625,11.79
285.667,11.79
285.708,11.79
285.75,11.79
285.792,11.79
285.833,11.79
285.875,11.79
285.917,11.79
285.958,11.79
286,11.57
286.042,11.57
286.083,11.57
286.125,11.57
286.167,11.57
286.208,11.57
286.25,11.57
286.292,11.57
286.333,11.57
286.375,11.57
286.417,11.57
286.458,11.57
286.5,11.57
286.542,11.57
286.583,11.57
286.625,11.57
286.667,11.57
286.708,11.57
286.75,11.57
286.792,11.57
286.833,11.57
286.875,11.57
286.917,11.57
286.958,11.57
287,10.95
287.042,10.95
287.083,10.95
287.125,10.95
287.167,10.95
287.208,10.95
287.25,10.95
287.292,10.95
287.333,10.95
287.375,10.95
287.417,10.95
287.458,10.95
287.5,10.95
287.542,10.95
287.583,10.95
287.625,10.95
287.667,10.95
287.708,10.95
287.75,10.95
287.792,10.95
287.833,10.95
287.875,10.95
287.917,10.95
287.958,10.95
288,10.61
288.042,10.61
288.083,10.61
288.125,10.61
288.167,10.61
288.208,10.61
288.25,10.61
288.292,10.61
288.333,10.61
288.375,10.61
288.417,10.61
288.458,10.61
288.5,10.61
288.542,10.61
288.583,10.61
288.625,10.61
288.667,10.61
288.708,10.61
288.75,10.61
288.792,10.61
288.833,10.61
288.875,10.61
288.917,10.61
288.958,10.61
289,10.27
289.042,10.27
289.083,10.27
289.125,10.27
289.167,10.27
289.208,10.27
289.25,10.27
289.292,10.27
289.333,10.27
289.375,10.27
289.417,10.27
289.458,10.27
289.5,10.27
289.542,10.27
289.583,10.27
289.625,10.27
289.667,10.27
289.708,10.27
289.75,10.27
289.792,10.27
289.833,10.27
289.875,10.27
289.917,10.27
289.958,10.27
290,10.56
290.042,10.56
290.083,10.56
290.125,10.56
290.167,10.56
290.208,10.56
290.25,10.56
290.292,10.56
290.333,10.56
290.375,10.56
290.417,10.56
290.458,10.56
290.5,10.56
290.542,10.56
290.583,10.56
290.625,10.56
290.667,10.56
290.708,10.56
290.75,10.56
290.792,10.56
290.833,10.56
290.875,10.56
290.917,10.56
290.958,10.56
291,10.55
291.042,10.55
291.083,10.55
291.125,10.55
291.167,10.55
291.208,10.55
291.25,10.55
291.292,10.55
291.333,10.55
291.375,10.55
291.417,10.55
291.458,10.55
291.5,10.55
291.542,10.55
291.583,10.55
291.625,10.55
291.667,10.55
291.708,10.55
291.75,10.55
291.792,10.55
291.833,10.55
291.875,10.55
291.917,10.55
291.958,10.55
292,10.58
292.042,10.58
292.083,10.58
292.125,10.58
292.167,10.58
292.208,10.58
292.25,10.58
292.292,10.58
292.333,10.58
292.375,10.58
292.417,10.58
292.458,10.58
292.5,10.58
292.542,10.58
292.583,10.58
292.625,10.58
292.667,10.58
292.708,10.58
292.75,10.58
292.792,10.58
292.833,10.58
292.875,10.58
292.917,10.58
292.958,10.58
293,10.36
293.042,10.36
293.083,10.36
293.125,10.36
293.167,10.36
293.208,10.36
293.25,10.36
293.292,10.36
293.333,10.36
293.375,10.36
293.417,10.36
293.458,10.36
293.5,10.36
293.542,10.36
293.583,10.36
293.625,10.36
293.667,10.36
293.708,10.36
293.75,10.36
293.792,10.36
293.833,10.36
293.875,10.36
293.917,10.36
293.958,10.36
294,10.08
294.042,10.08
294.083,10.08
294.125,10.08
294.167,10.08
294.208,10.08
294.25,10.08
294.292,10.08
294.333,10.08
294.375,10.08
294.417,10.08
294.458,10.08
294.5,10.08
294.542,10.08
294.583,10.08
294.625,10.08
294.667,10.08
