$Trinity Lake Swift Cr inflow Tw updated YC 06/01/23,
",,,",
Jday,Swift 
73.708,4.06
73.75,4.06
73.792,4.06
73.833,4.06
73.875,4.06
73.917,4.06
73.958,4.06
74,2.22
74.042,2.22
74.083,2.22
74.125,2.22
74.167,2.22
74.208,2.22
74.25,2.22
74.292,2.22
74.333,2.22
74.375,2.22
74.417,2.22
74.458,2.22
74.5,2.22
74.542,2.22
74.583,2.22
74.625,2.22
74.667,2.22
74.708,2.22
74.75,2.22
74.792,2.22
74.833,2.22
74.875,2.22
74.917,2.22
74.958,2.22
75,2.69
75.042,2.69
75.083,2.69
75.125,2.69
75.167,2.69
75.208,2.69
75.25,2.69
75.292,2.69
75.333,2.69
75.375,2.69
75.417,2.69
75.458,2.69
75.5,2.69
75.542,2.69
75.583,2.69
75.625,2.69
75.667,2.69
75.708,2.69
75.75,2.69
75.792,2.69
75.833,2.69
75.875,2.69
75.917,2.69
75.958,2.69
76,3.3
76.042,3.3
76.083,3.3
76.125,3.3
76.167,3.3
76.208,3.3
76.25,3.3
76.292,3.3
76.333,3.3
76.375,3.3
76.417,3.3
76.458,3.3
76.5,3.3
76.542,3.3
76.583,3.3
76.625,3.3
76.667,3.3
76.708,3.3
76.75,3.3
76.792,3.3
76.833,3.3
76.875,3.3
76.917,3.3
76.958,3.3
77,3.33
77.042,3.33
77.083,3.33
77.125,3.33
77.167,3.33
77.208,3.33
77.25,3.33
77.292,3.33
77.333,3.33
77.375,3.33
77.417,3.33
77.458,3.33
77.5,3.33
77.542,3.33
77.583,3.33
77.625,3.33
77.667,3.33
77.708,3.33
77.75,3.33
77.792,3.33
77.833,3.33
77.875,3.33
77.917,3.33
77.958,3.33
78,4.21
78.042,4.21
78.083,4.21
78.125,4.21
78.167,4.21
78.208,4.21
78.25,4.21
78.292,4.21
78.333,4.21
78.375,4.21
78.417,4.21
78.458,4.21
78.5,4.21
78.542,4.21
78.583,4.21
78.625,4.21
78.667,4.21
78.708,4.21
78.75,4.21
78.792,4.21
78.833,4.21
78.875,4.21
78.917,4.21
78.958,4.21
79,4.21
79.042,4.21
79.083,4.21
79.125,4.21
79.167,4.21
79.208,4.21
79.25,4.21
79.292,4.21
79.333,4.21
79.375,4.21
79.417,4.21
79.458,4.21
79.5,4.21
79.542,4.21
79.583,4.21
79.625,4.21
79.667,4.21
79.708,4.21
79.75,4.21
79.792,4.21
79.833,4.21
79.875,4.21
79.917,4.21
79.958,4.21
80,4.97
80.042,4.97
80.083,4.97
80.125,4.97
80.167,4.97
80.208,4.97
80.25,4.97
80.292,4.97
80.333,4.97
80.375,4.97
80.417,4.97
80.458,4.97
80.5,4.97
80.542,4.97
80.583,4.97
80.625,4.97
80.667,4.97
80.708,4.97
80.75,4.97
80.792,4.97
80.833,4.97
80.875,4.97
80.917,4.97
80.958,4.97
81,4.85
81.042,4.85
81.083,4.85
81.125,4.85
81.167,4.85
81.208,4.85
81.25,4.85
81.292,4.85
81.333,4.85
81.375,4.85
81.417,4.85
81.458,4.85
81.5,4.85
81.542,4.85
81.583,4.85
81.625,4.85
81.667,4.85
81.708,4.85
81.75,4.85
81.792,4.85
81.833,4.85
81.875,4.85
81.917,4.85
81.958,4.85
82,3.19
82.042,3.19
82.083,3.19
82.125,3.19
82.167,3.19
82.208,3.19
82.25,3.19
82.292,3.19
82.333,3.19
82.375,3.19
82.417,3.19
82.458,3.19
82.5,3.19
82.542,3.19
82.583,3.19
82.625,3.19
82.667,3.19
82.708,3.19
82.75,3.19
82.792,3.19
82.833,3.19
82.875,3.19
82.917,3.19
82.958,3.19
83,2.78
83.042,2.78
83.083,2.78
83.125,2.78
83.167,2.78
83.208,2.78
83.25,2.78
83.292,2.78
83.333,2.78
83.375,2.78
83.417,2.78
83.458,2.78
83.5,2.78
83.542,2.78
83.583,2.78
83.625,2.78
83.667,2.78
83.708,2.78
83.75,2.78
83.792,2.78
83.833,2.78
83.875,2.78
83.917,2.78
83.958,2.78
84,3.41
84.042,3.41
84.083,3.41
84.125,3.41
84.167,3.41
84.208,3.41
84.25,3.41
84.292,3.41
84.333,3.41
84.375,3.41
84.417,3.41
84.458,3.41
84.5,3.41
84.542,3.41
84.583,3.41
84.625,3.41
84.667,3.41
84.708,3.41
84.75,3.41
84.792,3.41
84.833,3.41
84.875,3.41
84.917,3.41
84.958,3.41
85,3.98
85.042,3.98
85.083,3.98
85.125,3.98
85.167,3.98
85.208,3.98
85.25,3.98
85.292,3.98
85.333,3.98
85.375,3.98
85.417,3.98
85.458,3.98
85.5,3.98
85.542,3.98
85.583,3.98
85.625,3.98
85.667,3.98
85.708,3.98
85.75,3.98
85.792,3.98
85.833,3.98
85.875,3.98
85.917,3.98
85.958,3.98
86,4.94
86.042,4.94
86.083,4.94
86.125,4.94
86.167,4.94
86.208,4.94
86.25,4.94
86.292,4.94
86.333,4.94
86.375,4.94
86.417,4.94
86.458,4.94
86.5,4.94
86.542,4.94
86.583,4.94
86.625,4.94
86.667,4.94
86.708,4.94
86.75,4.94
86.792,4.94
86.833,4.94
86.875,4.94
86.917,4.94
86.958,4.94
87,6.06
87.042,6.06
87.083,6.06
87.125,6.06
87.167,6.06
87.208,6.06
87.25,6.06
87.292,6.06
87.333,6.06
87.375,6.06
87.417,6.06
87.458,6.06
87.5,6.06
87.542,6.06
87.583,6.06
87.625,6.06
87.667,6.06
87.708,6.06
87.75,6.06
87.792,6.06
87.833,6.06
87.875,6.06
87.917,6.06
87.958,6.06
88,6.23
88.042,6.23
88.083,6.23
88.125,6.23
88.167,6.23
88.208,6.23
88.25,6.23
88.292,6.23
88.333,6.23
88.375,6.23
88.417,6.23
88.458,6.23
88.5,6.23
88.542,6.23
88.583,6.23
88.625,6.23
88.667,6.23
88.708,6.23
88.75,6.23
88.792,6.23
88.833,6.23
88.875,6.23
88.917,6.23
88.958,6.23
89,6.15
89.042,6.15
89.083,6.15
89.125,6.15
89.167,6.15
89.208,6.15
89.25,6.15
89.292,6.15
89.333,6.15
89.375,6.15
89.417,6.15
89.458,6.15
89.5,6.15
89.542,6.15
89.583,6.15
89.625,6.15
89.667,6.15
89.708,6.15
89.75,6.15
89.792,6.15
89.833,6.15
89.875,6.15
89.917,6.15
89.958,6.15
90,6.59
90.042,6.59
90.083,6.59
90.125,6.59
90.167,6.59
90.208,6.59
90.25,6.59
90.292,6.59
90.333,6.59
90.375,6.59
90.417,6.59
90.458,6.59
90.5,6.59
90.542,6.59
90.583,6.59
90.625,6.59
90.667,6.59
90.708,6.59
90.75,6.59
90.792,6.59
90.833,6.59
90.875,6.59
90.917,6.59
90.958,6.59
91,6.59
91.042,6.59
91.083,6.59
91.125,6.59
91.167,6.59
91.208,6.59
91.25,6.59
91.292,6.59
91.333,6.59
91.375,6.59
91.417,6.59
91.458,6.59
91.5,6.59
91.542,6.59
91.583,6.59
91.625,6.59
91.667,6.59
91.708,6.59
91.75,6.59
91.792,6.59
91.833,6.59
91.875,6.59
91.917,6.59
91.958,6.59
92,6.69
92.042,6.69
92.083,6.69
92.125,6.69
92.167,6.69
92.208,6.69
92.25,6.69
92.292,6.69
92.333,6.69
92.375,6.69
92.417,6.69
92.458,6.69
92.5,6.69
92.542,6.69
92.583,6.69
92.625,6.69
92.667,6.69
92.708,6.69
92.75,6.69
92.792,6.69
92.833,6.69
92.875,6.69
92.917,6.69
92.958,6.69
93,6.14
93.042,6.14
93.083,6.14
93.125,6.14
93.167,6.14
93.208,6.14
93.25,6.14
93.292,6.14
93.333,6.14
93.375,6.14
93.417,6.14
93.458,6.14
93.5,6.14
93.542,6.14
93.583,6.14
93.625,6.14
93.667,6.14
93.708,6.14
93.75,6.14
93.792,6.14
93.833,6.14
93.875,6.14
93.917,6.14
93.958,6.14
94,7
94.042,7
94.083,7
94.125,7
94.167,7
94.208,7
94.25,7
94.292,7
94.333,7
94.375,7
94.417,7
94.458,7
94.5,7
94.542,7
94.583,7
94.625,7
94.667,7
94.708,7
94.75,7
94.792,7
94.833,7
94.875,7
94.917,7
94.958,7
95,6.51
95.042,6.51
95.083,6.51
95.125,6.51
95.167,6.51
95.208,6.51
95.25,6.51
95.292,6.51
95.333,6.51
95.375,6.51
95.417,6.51
95.458,6.51
95.5,6.51
95.542,6.51
95.583,6.51
95.625,6.51
95.667,6.51
95.708,6.51
95.75,6.51
95.792,6.51
95.833,6.51
95.875,6.51
95.917,6.51
95.958,6.51
96,5.16
96.042,5.16
96.083,5.16
96.125,5.16
96.167,5.16
96.208,5.16
96.25,5.16
96.292,5.16
96.333,5.16
96.375,5.16
96.417,5.16
96.458,5.16
96.5,5.16
96.542,5.16
96.583,5.16
96.625,5.16
96.667,5.16
96.708,5.16
96.75,5.16
96.792,5.16
96.833,5.16
96.875,5.16
96.917,5.16
96.958,5.16
97,5.13
97.042,5.13
97.083,5.13
97.125,5.13
97.167,5.13
97.208,5.13
97.25,5.13
97.292,5.13
97.333,5.13
97.375,5.13
97.417,5.13
97.458,5.13
97.5,5.13
97.542,5.13
97.583,5.13
97.625,5.13
97.667,5.13
97.708,5.13
97.75,5.13
97.792,5.13
97.833,5.13
97.875,5.13
97.917,5.13
97.958,5.13
98,5.53
98.042,5.53
98.083,5.53
98.125,5.53
98.167,5.53
98.208,5.53
98.25,5.53
98.292,5.53
98.333,5.53
98.375,5.53
98.417,5.53
98.458,5.53
98.5,5.53
98.542,5.53
98.583,5.53
98.625,5.53
98.667,5.53
98.708,5.53
98.75,5.53
98.792,5.53
98.833,5.53
98.875,5.53
98.917,5.53
98.958,5.53
99,6.35
99.042,6.35
99.083,6.35
99.125,6.35
99.167,6.35
99.208,6.35
99.25,6.35
99.292,6.35
99.333,6.35
99.375,6.35
99.417,6.35
99.458,6.35
99.5,6.35
99.542,6.35
99.583,6.35
99.625,6.35
99.667,6.35
99.708,6.35
99.75,6.35
99.792,6.35
99.833,6.35
99.875,6.35
99.917,6.35
99.958,6.35
100,7.01
100.042,7.01
100.083,7.01
100.125,7.01
100.167,7.01
100.208,7.01
100.25,7.01
100.292,7.01
100.333,7.01
100.375,7.01
100.417,7.01
100.458,7.01
100.5,7.01
100.542,7.01
100.583,7.01
100.625,7.01
100.667,7.01
100.708,7.01
100.75,7.01
100.792,7.01
100.833,7.01
100.875,7.01
100.917,7.01
100.958,7.01
101,5.19
101.042,5.19
101.083,5.19
101.125,5.19
101.167,5.19
101.208,5.19
101.25,5.19
101.292,5.19
101.333,5.19
101.375,5.19
101.417,5.19
101.458,5.19
101.5,5.19
101.542,5.19
101.583,5.19
101.625,5.19
101.667,5.19
101.708,5.19
101.75,5.19
101.792,5.19
101.833,5.19
101.875,5.19
101.917,5.19
101.958,5.19
102,4.59
102.042,4.59
102.083,4.59
102.125,4.59
102.167,4.59
102.208,4.59
102.25,4.59
102.292,4.59
102.333,4.59
102.375,4.59
102.417,4.59
102.458,4.59
102.5,4.59
102.542,4.59
102.583,4.59
102.625,4.59
102.667,4.59
102.708,4.59
102.75,4.59
102.792,4.59
102.833,4.59
102.875,4.59
102.917,4.59
102.958,4.59
103,5.01
103.042,5.01
103.083,5.01
103.125,5.01
103.167,5.01
103.208,5.01
103.25,5.01
103.292,5.01
103.333,5.01
103.375,5.01
103.417,5.01
103.458,5.01
103.5,5.01
103.542,5.01
103.583,5.01
103.625,5.01
103.667,5.01
103.708,5.01
103.75,5.01
103.792,5.01
103.833,5.01
103.875,5.01
103.917,5.01
103.958,5.01
104,6.56
104.042,6.56
104.083,6.56
104.125,6.56
104.167,6.56
104.208,6.56
104.25,6.56
104.292,6.56
104.333,6.56
104.375,6.56
104.417,6.56
104.458,6.56
104.5,6.56
104.542,6.56
104.583,6.56
104.625,6.56
104.667,6.56
104.708,6.56
104.75,6.56
104.792,6.56
104.833,6.56
104.875,6.56
104.917,6.56
104.958,6.56
105,5.92
105.042,5.92
105.083,5.92
105.125,5.92
105.167,5.92
105.208,5.92
105.25,5.92
105.292,5.92
105.333,5.92
105.375,5.92
105.417,5.92
105.458,5.92
105.5,5.92
105.542,5.92
105.583,5.92
105.625,5.92
105.667,5.92
105.708,5.92
105.75,5.92
105.792,5.92
105.833,5.92
105.875,5.92
105.917,5.92
105.958,5.92
106,5.1
106.042,5.1
106.083,5.1
106.125,5.1
106.167,5.1
106.208,5.1
106.25,5.1
106.292,5.1
106.333,5.1
106.375,5.1
106.417,5.1
106.458,5.1
106.5,5.1
106.542,5.1
106.583,5.1
106.625,5.1
106.667,5.1
106.708,5.1
106.75,5.1
106.792,5.1
106.833,5.1
106.875,5.1
106.917,5.1
106.958,5.1
107,5.09
107.042,5.09
107.083,5.09
107.125,5.09
107.167,5.09
107.208,5.09
107.25,5.09
107.292,5.09
107.333,5.09
107.375,5.09
107.417,5.09
107.458,5.09
107.5,5.09
107.542,5.09
107.583,5.09
107.625,5.09
107.667,5.09
107.708,5.09
107.75,5.09
107.792,5.09
107.833,5.09
107.875,5.09
107.917,5.09
107.958,5.09
108,5.73
108.042,5.73
108.083,5.73
108.125,5.73
108.167,5.73
108.208,5.73
108.25,5.73
108.292,5.73
108.333,5.73
108.375,5.73
108.417,5.73
108.458,5.73
108.5,5.73
108.542,5.73
108.583,5.73
108.625,5.73
108.667,5.73
108.708,5.73
108.75,5.73
108.792,5.73
108.833,5.73
108.875,5.73
108.917,5.73
108.958,5.73
109,6.3
109.042,6.3
109.083,6.3
109.125,6.3
109.167,6.3
109.208,6.3
109.25,6.3
109.292,6.3
109.333,6.3
109.375,6.3
109.417,6.3
109.458,6.3
109.5,6.3
109.542,6.3
109.583,6.3
109.625,6.3
109.667,6.3
109.708,6.3
109.75,6.3
109.792,6.3
109.833,6.3
109.875,6.3
109.917,6.3
109.958,6.3
110,7.2
110.042,7.2
110.083,7.2
110.125,7.2
110.167,7.2
110.208,7.2
110.25,7.2
110.292,7.2
110.333,7.2
110.375,7.2
110.417,7.2
110.458,7.2
110.5,7.2
110.542,7.2
110.583,7.2
110.625,7.2
110.667,7.2
110.708,7.2
110.75,7.2
110.792,7.2
110.833,7.2
110.875,7.2
110.917,7.2
110.958,7.2
111,8.13
111.042,8.13
111.083,8.13
111.125,8.13
111.167,8.13
111.208,8.13
111.25,8.13
111.292,8.13
111.333,8.13
111.375,8.13
111.417,8.13
111.458,8.13
111.5,8.13
111.542,8.13
111.583,8.13
111.625,8.13
111.667,8.13
111.708,8.13
111.75,8.13
111.792,8.13
111.833,8.13
111.875,8.13
111.917,8.13
111.958,8.13
112,8.24
112.042,8.24
112.083,8.24
112.125,8.24
112.167,8.24
112.208,8.24
112.25,8.24
112.292,8.24
112.333,8.24
112.375,8.24
112.417,8.24
112.458,8.24
112.5,8.24
112.542,8.24
112.583,8.24
112.625,8.24
112.667,8.24
112.708,8.24
112.75,8.24
112.792,8.24
112.833,8.24
112.875,8.24
112.917,8.24
112.958,8.24
113,8.48
113.042,8.48
113.083,8.48
113.125,8.48
113.167,8.48
113.208,8.48
113.25,8.48
113.292,8.48
113.333,8.48
113.375,8.48
113.417,8.48
113.458,8.48
113.5,8.48
113.542,8.48
113.583,8.48
113.625,8.48
113.667,8.48
113.708,8.48
113.75,8.48
113.792,8.48
113.833,8.48
113.875,8.48
113.917,8.48
113.958,8.48
114,8.59
114.042,8.59
114.083,8.59
114.125,8.59
114.167,8.59
114.208,8.59
114.25,8.59
114.292,8.59
114.333,8.59
114.375,8.59
114.417,8.59
114.458,8.59
114.5,8.59
114.542,8.59
114.583,8.59
114.625,8.59
114.667,8.59
114.708,8.59
114.75,8.59
114.792,8.59
114.833,8.59
114.875,8.59
114.917,8.59
114.958,8.59
115,8.97
115.042,8.97
115.083,8.97
115.125,8.97
115.167,8.97
115.208,8.97
115.25,8.97
115.292,8.97
115.333,8.97
115.375,8.97
115.417,8.97
115.458,8.97
115.5,8.97
115.542,8.97
115.583,8.97
115.625,8.97
115.667,8.97
115.708,8.97
115.75,8.97
115.792,8.97
115.833,8.97
115.875,8.97
115.917,8.97
115.958,8.97
116,9.17
116.042,9.17
116.083,9.17
116.125,9.17
116.167,9.17
116.208,9.17
116.25,9.17
116.292,9.17
116.333,9.17
116.375,9.17
116.417,9.17
116.458,9.17
116.5,9.17
116.542,9.17
116.583,9.17
116.625,9.17
116.667,9.17
116.708,9.17
116.75,9.17
116.792,9.17
116.833,9.17
116.875,9.17
116.917,9.17
116.958,9.17
117,7.95
117.042,7.95
117.083,7.95
117.125,7.95
117.167,7.95
117.208,7.95
117.25,7.95
117.292,7.95
117.333,7.95
117.375,7.95
117.417,7.95
117.458,7.95
117.5,7.95
117.542,7.95
117.583,7.95
117.625,7.95
117.667,7.95
117.708,7.95
117.75,7.95
117.792,7.95
117.833,7.95
117.875,7.95
117.917,7.95
117.958,7.95
118,6.8
118.042,6.8
118.083,6.8
118.125,6.8
118.167,6.8
118.208,6.8
118.25,6.8
118.292,6.8
118.333,6.8
118.375,6.8
118.417,6.8
118.458,6.8
118.5,6.8
118.542,6.8
118.583,6.8
118.625,6.8
118.667,6.8
118.708,6.8
118.75,6.8
118.792,6.8
118.833,6.8
118.875,6.8
118.917,6.8
118.958,6.8
119,7.21
119.042,7.21
119.083,7.21
119.125,7.21
119.167,7.21
119.208,7.21
119.25,7.21
119.292,7.21
119.333,7.21
119.375,7.21
119.417,7.21
119.458,7.21
119.5,7.21
119.542,7.21
119.583,7.21
119.625,7.21
119.667,7.21
119.708,7.21
119.75,7.21
119.792,7.21
119.833,7.21
119.875,7.21
119.917,7.21
119.958,7.21
120,7.77
120.042,7.77
120.083,7.77
120.125,7.77
120.167,7.77
120.208,7.77
120.25,7.77
120.292,7.77
120.333,7.77
120.375,7.77
120.417,7.77
120.458,7.77
120.5,7.77
120.542,7.77
120.583,7.77
120.625,7.77
120.667,7.77
120.708,7.77
120.75,7.77
120.792,7.77
120.833,7.77
120.875,7.77
120.917,7.77
120.958,7.77
121,8.14
121.042,8.14
121.083,8.14
121.125,8.14
121.167,8.14
121.208,8.14
121.25,8.14
121.292,8.14
121.333,8.14
121.375,8.14
121.417,8.14
121.458,8.14
121.5,8.14
121.542,8.14
121.583,8.14
121.625,8.14
121.667,8.14
121.708,8.14
121.75,8.14
121.792,8.14
121.833,8.14
121.875,8.14
121.917,8.14
121.958,8.14
122,8.68
122.042,8.68
122.083,8.68
122.125,8.68
122.167,8.68
122.208,8.68
122.25,8.68
122.292,8.68
122.333,8.68
122.375,8.68
122.417,8.68
122.458,8.68
122.5,8.68
122.542,8.68
122.583,8.68
122.625,8.68
122.667,8.68
122.708,8.68
122.75,8.68
122.792,8.68
122.833,8.68
122.875,8.68
122.917,8.68
122.958,8.68
123,9.43
123.042,9.43
123.083,9.43
123.125,9.43
123.167,9.43
123.208,9.43
123.25,9.43
123.292,9.43
123.333,9.43
123.375,9.43
123.417,9.43
123.458,9.43
123.5,9.43
123.542,9.43
123.583,9.43
123.625,9.43
123.667,9.43
123.708,9.43
123.75,9.43
123.792,9.43
123.833,9.43
123.875,9.43
123.917,9.43
123.958,9.43
124,9.86
124.042,9.86
124.083,9.86
124.125,9.86
124.167,9.86
124.208,9.86
124.25,9.86
124.292,9.86
124.333,9.86
124.375,9.86
124.417,9.86
124.458,9.86
124.5,9.86
124.542,9.86
124.583,9.86
124.625,9.86
124.667,9.86
124.708,9.86
124.75,9.86
124.792,9.86
124.833,9.86
124.875,9.86
124.917,9.86
124.958,9.86
125,9.95
125.042,9.95
125.083,9.95
125.125,9.95
125.167,9.95
125.208,9.95
125.25,9.95
125.292,9.95
125.333,9.95
125.375,9.95
125.417,9.95
125.458,9.95
125.5,9.95
125.542,9.95
125.583,9.95
125.625,9.95
125.667,9.95
125.708,9.95
125.75,9.95
125.792,9.95
125.833,9.95
125.875,9.95
125.917,9.95
125.958,9.95
126,10.32
126.042,10.32
126.083,10.32
126.125,10.32
126.167,10.32
126.208,10.32
126.25,10.32
126.292,10.32
126.333,10.32
126.375,10.32
126.417,10.32
126.458,10.32
126.5,10.32
126.542,10.32
126.583,10.32
126.625,10.32
126.667,10.32
126.708,10.32
126.75,10.32
126.792,10.32
126.833,10.32
126.875,10.32
126.917,10.32
126.958,10.32
127,9.99
127.042,9.99
127.083,9.99
127.125,9.99
127.167,9.99
127.208,9.99
127.25,9.99
127.292,9.99
127.333,9.99
127.375,9.99
127.417,9.99
127.458,9.99
127.5,9.99
127.542,9.99
127.583,9.99
127.625,9.99
127.667,9.99
127.708,9.99
127.75,9.99
127.792,9.99
127.833,9.99
127.875,9.99
127.917,9.99
127.958,9.99
128,10.06
128.042,10.06
128.083,10.06
128.125,10.06
128.167,10.06
128.208,10.06
128.25,10.06
128.292,10.06
128.333,10.06
128.375,10.06
128.417,10.06
128.458,10.06
128.5,10.06
128.542,10.06
128.583,10.06
128.625,10.06
128.667,10.06
128.708,10.06
128.75,10.06
128.792,10.06
128.833,10.06
128.875,10.06
128.917,10.06
128.958,10.06
129,10.31
129.042,10.31
129.083,10.31
129.125,10.31
129.167,10.31
129.208,10.31
129.25,10.31
129.292,10.31
129.333,10.31
129.375,10.31
129.417,10.31
129.458,10.31
129.5,10.31
129.542,10.31
129.583,10.31
129.625,10.31
129.667,10.31
129.708,10.31
129.75,10.31
129.792,10.31
129.833,10.31
129.875,10.31
129.917,10.31
129.958,10.31
130,9.59
130.042,9.59
130.083,9.59
130.125,9.59
130.167,9.59
130.208,9.59
130.25,9.59
130.292,9.59
130.333,9.59
130.375,9.59
130.417,9.59
130.458,9.59
130.5,9.59
130.542,9.59
130.583,9.59
130.625,9.59
130.667,9.59
130.708,9.59
130.75,9.59
130.792,9.59
130.833,9.59
130.875,9.59
130.917,9.59
130.958,9.59
131,9.76
131.042,9.76
131.083,9.76
131.125,9.76
131.167,9.76
131.208,9.76
131.25,9.76
131.292,9.76
131.333,9.76
131.375,9.76
131.417,9.76
131.458,9.76
131.5,9.76
131.542,9.76
131.583,9.76
131.625,9.76
131.667,9.76
131.708,9.76
131.75,9.76
131.792,9.76
131.833,9.76
131.875,9.76
131.917,9.76
131.958,9.76
132,9.98
132.042,9.98
132.083,9.98
132.125,9.98
132.167,9.98
132.208,9.98
132.25,9.98
132.292,9.98
132.333,9.98
132.375,9.98
132.417,9.98
132.458,9.98
132.5,9.98
132.542,9.98
132.583,9.98
132.625,9.98
132.667,9.98
132.708,9.98
132.75,9.98
132.792,9.98
132.833,9.98
132.875,9.98
132.917,9.98
132.958,9.98
133,10.79
133.042,10.79
133.083,10.79
133.125,10.79
133.167,10.79
133.208,10.79
133.25,10.79
133.292,10.79
133.333,10.79
133.375,10.79
133.417,10.79
133.458,10.79
133.5,10.79
133.542,10.79
133.583,10.79
133.625,10.79
133.667,10.79
133.708,10.79
133.75,10.79
133.792,10.79
133.833,10.79
133.875,10.79
133.917,10.79
133.958,10.79
134,11.06
134.042,11.06
134.083,11.06
134.125,11.06
134.167,11.06
134.208,11.06
134.25,11.06
134.292,11.06
134.333,11.06
134.375,11.06
134.417,11.06
134.458,11.06
134.5,11.06
134.542,11.06
134.583,11.06
134.625,11.06
134.667,11.06
134.708,11.06
134.75,11.06
134.792,11.06
134.833,11.06
134.875,11.06
134.917,11.06
134.958,11.06
135,10.8
135.042,10.8
135.083,10.8
135.125,10.8
135.167,10.8
135.208,10.8
135.25,10.8
135.292,10.8
135.333,10.8
135.375,10.8
135.417,10.8
135.458,10.8
135.5,10.8
135.542,10.8
135.583,10.8
135.625,10.8
135.667,10.8
135.708,10.8
135.75,10.8
135.792,10.8
135.833,10.8
135.875,10.8
135.917,10.8
135.958,10.8
136,10.26
136.042,10.26
136.083,10.26
136.125,10.26
136.167,10.26
136.208,10.26
136.25,10.26
136.292,10.26
136.333,10.26
136.375,10.26
136.417,10.26
136.458,10.26
136.5,10.26
136.542,10.26
136.583,10.26
136.625,10.26
136.667,10.26
136.708,10.26
136.75,10.26
136.792,10.26
136.833,10.26
136.875,10.26
136.917,10.26
136.958,10.26
137,10.95
137.042,10.95
137.083,10.95
137.125,10.95
137.167,10.95
137.208,10.95
137.25,10.95
137.292,10.95
137.333,10.95
137.375,10.95
137.417,10.95
137.458,10.95
137.5,10.95
137.542,10.95
137.583,10.95
137.625,10.95
137.667,10.95
137.708,10.95
137.75,10.95
137.792,10.95
137.833,10.95
137.875,10.95
137.917,10.95
137.958,10.95
138,11.38
138.042,11.38
138.083,11.38
138.125,11.38
138.167,11.38
138.208,11.38
138.25,11.38
138.292,11.38
138.333,11.38
138.375,11.38
138.417,11.38
138.458,11.38
138.5,11.38
138.542,11.38
138.583,11.38
138.625,11.38
138.667,11.38
138.708,11.38
138.75,11.38
138.792,11.38
138.833,11.38
138.875,11.38
138.917,11.38
138.958,11.38
139,11.13
139.042,11.13
139.083,11.13
139.125,11.13
139.167,11.13
139.208,11.13
139.25,11.13
139.292,11.13
139.333,11.13
139.375,11.13
139.417,11.13
139.458,11.13
139.5,11.13
139.542,11.13
139.583,11.13
139.625,11.13
139.667,11.13
139.708,11.13
139.75,11.13
139.792,11.13
139.833,11.13
139.875,11.13
139.917,11.13
139.958,11.13
140,11.18
140.042,11.18
140.083,11.18
140.125,11.18
140.167,11.18
140.208,11.18
140.25,11.18
140.292,11.18
140.333,11.18
140.375,11.18
140.417,11.18
140.458,11.18
140.5,11.18
140.542,11.18
140.583,11.18
140.625,11.18
140.667,11.18
140.708,11.18
140.75,11.18
140.792,11.18
140.833,11.18
140.875,11.18
140.917,11.18
140.958,11.18
141,11.3
141.042,11.3
141.083,11.3
141.125,11.3
141.167,11.3
141.208,11.3
141.25,11.3
141.292,11.3
141.333,11.3
141.375,11.3
141.417,11.3
141.458,11.3
141.5,11.3
141.542,11.3
141.583,11.3
141.625,11.3
141.667,11.3
141.708,11.3
141.75,11.3
141.792,11.3
141.833,11.3
141.875,11.3
141.917,11.3
141.958,11.3
142,12.11
142.042,12.11
142.083,12.11
142.125,12.11
142.167,12.11
142.208,12.11
142.25,12.11
142.292,12.11
142.333,12.11
142.375,12.11
142.417,12.11
142.458,12.11
142.5,12.11
142.542,12.11
142.583,12.11
142.625,12.11
142.667,12.11
142.708,12.11
142.75,12.11
142.792,12.11
142.833,12.11
142.875,12.11
142.917,12.11
142.958,12.11
143,12.53
143.042,12.53
143.083,12.53
143.125,12.53
143.167,12.53
143.208,12.53
143.25,12.53
143.292,12.53
143.333,12.53
143.375,12.53
143.417,12.53
143.458,12.53
143.5,12.53
143.542,12.53
143.583,12.53
143.625,12.53
143.667,12.53
143.708,12.53
143.75,12.53
143.792,12.53
143.833,12.53
143.875,12.53
143.917,12.53
143.958,12.53
144,12.54
144.042,12.54
144.083,12.54
144.125,12.54
144.167,12.54
144.208,12.54
144.25,12.54
144.292,12.54
144.333,12.54
144.375,12.54
144.417,12.54
144.458,12.54
144.5,12.54
144.542,12.54
144.583,12.54
144.625,12.54
144.667,12.54
144.708,12.54
144.75,12.54
144.792,12.54
144.833,12.54
144.875,12.54
144.917,12.54
144.958,12.54
145,10.93
145.042,10.93
145.083,10.93
145.125,10.93
145.167,10.93
145.208,10.93
145.25,10.93
145.292,10.93
145.333,10.93
145.375,10.93
145.417,10.93
145.458,10.93
145.5,10.93
145.542,10.93
145.583,10.93
145.625,10.93
145.667,10.93
145.708,10.93
145.75,10.93
145.792,10.93
145.833,10.93
145.875,10.93
145.917,10.93
145.958,10.93
146,10.89
146.042,10.89
146.083,10.89
146.125,10.89
146.167,10.89
146.208,10.89
146.25,10.89
146.292,10.89
146.333,10.89
146.375,10.89
146.417,10.89
146.458,10.89
146.5,10.89
146.542,10.89
146.583,10.89
146.625,10.89
146.667,10.89
146.708,10.89
146.75,10.89
146.792,10.89
146.833,10.89
146.875,10.89
146.917,10.89
146.958,10.89
147,11.83
147.042,11.83
147.083,11.83
147.125,11.83
147.167,11.83
147.208,11.83
147.25,11.83
147.292,11.83
147.333,11.83
