$Trinity Lake qdt year 2018 YC 08/26/22,
",,,",
JDAY,qdt
55.958,26.43827635
56,87.32995125
56.042,-0.360048753
56.083,-70.49104875
56.125,-0.360048753
56.167,-17.00904875
56.208,-0.360048753
56.25,-0.360048753
56.292,-81.38804875
56.333,-0.360048753
56.375,11.99795125
56.417,75.62595125
56.458,-0.360048753
56.5,36.20995125
56.542,-24.06404875
56.583,-47.28704875
56.625,-10.94204875
56.667,-5.545048753
56.708,-90.26004875
56.75,-0.360048753
56.792,72.36895125
56.833,43.72295125
56.875,46.13095125
56.917,18.12295125
56.958,3.252951247
57,73.11869009
57.042,0.286690086
57.083,-15.98730991
57.125,0.286690086
57.167,0.286690086
57.208,48.96869009
57.25,0.286690086
57.292,-86.55630991
57.333,0.286690086
57.375,16.19069009
57.417,117.9586901
57.458,0.286690086
57.5,-80.46430991
57.542,0.286690086
57.583,0.286690086
57.625,0.286690086
57.667,0.286690086
57.708,-37.50630991
57.75,-81.26530991
57.792,0.286690086
57.833,42.94769009
57.875,14.38669009
57.917,0.286690086
57.958,0.286690086
58,-0.114514274
58.042,-0.114514274
58.083,-0.114514274
58.125,-0.114514274
58.167,-53.53851427
58.208,-0.114514274
58.25,16.06348573
58.292,-0.114514274
58.333,-32.41651427
58.375,-8.261514274
58.417,-0.114514274
58.458,63.29048573
58.5,-0.114514274
58.542,-0.114514274
58.583,-0.114514274
58.625,-0.114514274
58.667,-0.114514274
58.708,-0.114514274
58.75,-24.04451427
58.792,-17.04151427
58.833,-1.053514274
58.875,0.732485726
58.917,-0.114514274
58.958,24.70148573
59,-1.046051063
59.042,-1.046051063
59.083,-1.046051063
59.125,-33.65705106
59.167,-21.22305106
59.208,-1.046051063
59.25,-1.046051063
59.292,-1.046051063
59.333,-55.09605106
59.375,7.296948937
59.417,21.74094894
59.458,40.36294894
59.5,-1.046051063
59.542,-105.4550511
59.583,-1.046051063
59.625,41.12394894
59.667,-1.046051063
59.708,-0.585051063
59.75,-1.046051063
59.792,-1.046051063
59.833,13.29894894
59.875,-1.046051063
59.917,12.92194894
59.958,72.04294894
60,-0.803688001
60.042,-0.803688001
60.083,-0.803688001
60.125,23.797312
60.167,12.459312
60.208,-0.803688001
60.25,-0.803688001
60.292,-16.475688
60.333,-30.130688
60.375,-0.803688001
60.417,-15.688688
60.458,-0.803688001
60.5,-0.803688001
60.542,57.242312
60.583,61.201312
60.625,-7.870688001
60.667,-126.306688
60.708,-0.803688001
60.75,-0.803688001
60.792,-75.128688
60.833,-0.803688001
60.875,-31.883688
60.917,8.931311999
60.958,86.136312
61,0.726592281
61.042,-1.883407719
61.083,0.726592281
61.125,42.85359228
61.167,0.726592281
61.208,0.726592281
61.25,-28.00240772
61.292,0.726592281
61.333,62.44259228
61.375,0.726592281
61.417,0.726592281
61.458,0.726592281
61.5,59.88559228
61.542,0.726592281
61.583,0.726592281
61.625,0.726592281
61.667,0.726592281
61.708,61.14959228
61.75,-8.721407719
61.792,-179.1684077
61.833,0.726592281
61.875,12.01559228
61.917,0.726592281
61.958,0.726592281
62,-41.46864102
62.042,30.21535898
62.083,106.668359
62.125,0.374358978
62.167,0.374358978
62.208,0.374358978
62.25,0.374358978
62.292,6.416358978
62.333,0.374358978
62.375,-13.60664102
62.417,0.374358978
62.458,0.374358978
62.5,0.374358978
62.542,0.374358978
62.583,-52.73464102
62.625,0.374358978
62.667,0.374358978
62.708,7.661358978
62.75,0.374358978
62.792,-93.59364102
62.833,0.374358978
62.875,12.05835898
62.917,42.03935898
62.958,0.374358978
63,3.977067701
63.042,4.3190677
63.083,6.169067701
63.125,-3.731932299
63.167,-3.731932299
63.208,-18.1419323
63.25,-3.731932299
63.292,29.6370677
63.333,40.3510677
63.375,-3.731932299
63.417,-32.7269323
63.458,-3.731932299
63.5,52.0610677
63.542,-3.731932299
63.583,-33.2219323
63.625,-44.5229323
63.667,-3.731932299
63.708,-3.731932299
63.75,-32.8649323
63.792,-26.3769323
63.833,-19.1249323
63.875,-3.731932299
63.917,12.9880677
63.958,12.4560677
64,0.930058379
64.042,0.930058379
64.083,0.930058379
64.125,0.930058379
64.167,-10.04594162
64.208,-26.96494162
64.25,0.930058379
64.292,41.35305838
64.333,0.930058379
64.375,0.930058379
64.417,-12.70294162
64.458,0.930058379
64.5,31.54405838
64.542,0.930058379
64.583,0.595058379
64.625,-54.79094162
64.667,0.930058379
64.708,51.01705838
64.75,0.930058379
64.792,-21.92694162
64.833,-3.550941621
64.875,0.930058379
64.917,46.56705838
64.958,0.930058379
65,-47.34219963
65.042,-28.37619963
65.083,-2.072199625
65.125,19.23980038
65.167,-2.072199625
65.208,-42.38119963
65.25,-20.48519963
65.292,-2.072199625
65.333,28.53680038
65.375,-2.072199625
65.417,-7.292199625
65.458,-2.072199625
65.5,25.90380038
65.542,27.69880038
65.583,-2.072199625
65.625,-4.390199625
65.667,-1.601199625
65.708,-2.072199625
65.75,-37.55519963
65.792,-21.33119963
65.833,-13.18619963
65.875,-2.072199625
65.917,84.84180038
65.958,-2.072199625
66,-67.54533687
66.042,-16.67333687
66.083,-1.788336868
66.125,16.55366313
66.167,-1.788336868
66.208,-46.99033687
66.25,-1.788336868
66.292,-1.788336868
66.333,-1.788336868
66.375,-52.03033687
66.417,-26.40933687
66.458,-19.71033687
66.5,-1.788336868
66.542,42.16266313
66.583,-1.788336868
66.625,-1.788336868
66.667,-14.32733687
66.708,-1.788336868
66.75,7.812663132
66.792,-1.788336868
66.833,-7.494336868
66.875,-1.788336868
66.917,-1.788336868
66.958,100.3866631
67,0.103160964
67.042,-83.28383904
67.083,0.103160964
67.125,30.66116096
67.167,0.103160964
67.208,-6.075839036
67.25,0.103160964
67.292,0.103160964
67.333,0.103160964
67.375,0.103160964
67.417,-1.209839036
67.458,0.103160964
67.5,2.352160964
67.542,53.64816096
67.583,0.103160964
67.625,-12.95983904
67.667,-38.65283904
67.708,-18.75883904
67.75,0.103160964
67.792,-5.116839036
67.833,0.103160964
67.875,0.103160964
67.917,10.20716096
67.958,93.31716096
68,-0.609827892
68.042,-45.40682789
68.083,-58.13382789
68.125,-0.609827892
68.167,9.972172108
68.208,-0.609827892
68.25,-17.02982789
68.292,-0.609827892
68.333,30.90017211
68.375,64.07617211
68.417,-0.609827892
68.458,-0.609827892
68.5,-0.609827892
68.542,12.72217211
68.583,-2.082827892
68.625,-85.37282789
68.667,-30.45082789
68.708,-0.609827892
68.75,12.58417211
68.792,56.03617211
68.833,-0.609827892
68.875,-43.84882789
68.917,-13.44082789
68.958,-0.609827892
69,0.082356919
69.042,0.082356919
69.083,0.082356919
69.125,7.106356919
69.167,45.22635692
69.208,0.082356919
69.25,-56.55464308
69.292,0.082356919
69.333,12.61535692
69.375,0.082356919
69.417,-25.11364308
69.458,-34.09964308
69.5,0.082356919
69.542,20.32935692
69.583,55.18935692
69.625,0.082356919
69.667,-97.75864308
69.708,0.082356919
69.75,0.082356919
69.792,68.57435692
69.833,0.082356919
69.875,-14.55164308
69.917,0.082356919
69.958,56.36335692
70,23.97313731
70.042,-0.647862686
70.083,-18.66586269
70.125,-58.56686269
70.167,-0.647862686
70.208,-0.647862686
70.25,-0.647862686
70.292,-0.647862686
70.333,-40.98386269
70.375,9.017137314
70.417,-3.328862686
70.458,-0.647862686
70.5,5.745137314
70.542,15.43113731
70.583,-0.647862686
70.625,-0.647862686
70.667,6.133137314
70.708,-8.495862686
70.75,1.736137314
70.792,25.66613731
70.833,-0.647862686
70.875,14.09813731
70.917,-0.647862686
70.958,28.33813731
71,1.571954979
71.042,1.571954979
71.083,-11.22804502
71.125,-39.96704502
71.167,1.571954979
71.208,2.823954979
71.25,1.571954979
71.292,1.571954979
71.333,2.823954979
71.375,28.58895498
71.417,1.571954979
71.458,1.571954979
71.5,-58.71504502
71.542,1.571954979
71.583,28.65495498
71.625,1.571954979
71.667,1.571954979
71.708,3.346954979
71.75,1.571954979
71.792,1.571954979
71.833,6.208954979
71.875,1.571954979
71.917,-39.59704502
71.958,1.571954979
72,1.632429017
72.042,-51.61457098
72.083,-64.92557098
72.125,-124.759571
72.167,1.632429017
72.208,44.54342902
72.25,-8.341570983
72.292,-151.948571
72.333,12.04442902
72.375,35.84742902
72.417,84.59042902
72.458,62.69742902
72.5,1.632429017
72.542,1.632429017
72.583,1.632429017
72.625,1.632429017
72.667,1.632429017
72.708,138.611429
72.75,1.632429017
72.792,1.632429017
72.833,24.22342902
72.875,-19.32257098
72.917,-17.62657098
72.958,8.080429017
73,-2.927125185
73.042,-5.18512518
73.083,16.87387482
73.125,77.77887482
73.167,12.02887482
73.208,10.58687482
73.25,-2.927125185
73.292,-2.927125185
73.333,-13.57412519
73.375,-21.34012519
73.417,-13.43912519
73.458,-2.927125185
73.5,-16.21512519
73.542,-20.37712519
73.583,-2.927125185
73.625,-2.927125185
73.667,-19.82412519
73.708,-2.927125185
73.75,-48.07912519
73.792,-2.927125185
73.833,-47.87712519
73.875,-35.44912519
73.917,17.90987482
73.958,28.92387482
74,-1.214184544
74.042,-53.91318454
74.083,-1.214184544
74.125,-8.579184544
74.167,-1.214184544
74.208,-1.214184544
74.25,-6.113184544
74.292,-1.214184544
74.333,6.304815456
74.375,33.98881546
74.417,-1.214184544
74.458,-1.214184544
74.5,-1.214184544
74.542,-1.214184544
74.583,-1.214184544
74.625,-38.22918454
74.667,-1.214184544
74.708,81.00981546
74.75,-1.214184544
74.792,-62.59018454
74.833,-84.30818454
74.875,-1.214184544
74.917,-1.214184544
74.958,-1.214184544
75,11.5126941
75.042,0.192694099
75.083,-42.9473059
75.125,18.9576941
75.167,0.192694099
75.208,-5.364305901
75.25,4.214694099
75.292,26.5776941
75.333,6.414694099
75.375,0.192694099
75.417,-0.512305901
75.458,0.299694099
75.5,0.192694099
75.542,-8.704305901
75.583,0.192694099
75.625,-8.987305901
75.667,-92.7883059
75.708,0.192694099
75.75,22.5216941
75.792,43.9776941
75.833,0.192694099
75.875,0.192694099
75.917,0.192694099
75.958,14.6876941
76,3.234693176
76.042,-2.056306824
76.083,-2.056306824
76.125,-2.056306824
76.167,-2.056306824
76.208,-2.056306824
76.25,-18.51030682
76.292,-2.056306824
76.333,-2.056306824
76.375,-2.056306824
76.417,-2.056306824
76.458,-0.012306824
76.5,-3.503306824
76.542,-2.056306824
76.583,30.57169318
76.625,-2.056306824
76.667,-20.61030682
76.708,-12.89630682
76.75,-39.82830682
76.792,-2.056306824
76.833,-2.056306824
76.875,14.47069318
76.917,1.013693176
76.958,-2.056306824
77,-0.381203981
77.042,5.756796019
77.083,13.47279602
77.125,-0.381203981
77.167,-0.381203981
77.208,-0.381203981
77.25,-0.381203981
77.292,-0.381203981
77.333,-56.70820398
77.375,-0.381203981
77.417,-0.381203981
77.458,4.246796019
77.5,-0.381203981
77.542,-0.381203981
77.583,-0.381203981
77.625,9.409796019
77.667,-0.381203981
77.708,-3.821203981
77.75,-0.381203981
77.792,-0.381203981
77.833,-0.381203981
77.875,2.622796019
77.917,-0.381203981
77.958,22.75679602
78,-1.186280625
78.042,-1.186280625
78.083,-55.34728063
78.125,-1.186280625
78.167,-1.186280625
78.208,-1.186280625
78.25,14.24571938
78.292,4.104719375
78.333,-1.186280625
78.375,-1.186280625
78.417,-1.186280625
78.458,-1.186280625
78.5,-1.186280625
78.542,-2.633280625
78.583,-64.63628063
78.625,-1.186280625
78.667,2.411719375
78.708,13.26671938
78.75,-1.186280625
78.792,-9.158280625
78.833,-1.186280625
78.875,-1.186280625
78.917,55.80271938
78.958,-1.186280625
79,-68.48642261
79.042,-0.424422611
79.083,1.813577389
79.125,62.69057739
79.167,-0.424422611
79.208,-118.0484226
79.25,-0.424422611
79.292,-0.424422611
79.333,-0.424422611
79.375,-0.424422611
79.417,49.83357739
79.458,8.41357739
79.5,-11.00642261
79.542,-0.424422611
79.583,-29.73342261
79.625,-0.424422611
79.667,0.422577389
79.708,-0.424422611
79.75,-26.59942261
79.792,-47.47942261
79.833,-0.424422611
79.875,81.41157739
79.917,-0.424422611
79.958,50.30757739
80,1.828265775
80.042,-80.48273423
80.083,1.828265775
80.125,91.79426578
80.167,1.828265775
80.208,-98.06773423
80.25,1.828265775
80.292,1.828265775
80.333,39.88726578
80.375,-20.25273423
80.417,-76.05573423
80.458,-44.42273423
80.5,25.50126578
80.542,1.828265775
80.583,1.828265775
80.625,-95.91473423
80.667,1.828265775
80.708,1.828265775
80.75,65.09026578
80.792,1.828265775
80.833,-42.61573423
80.875,34.22726578
80.917,123.0982658
80.958,51.30926578
81,-0.920909635
81.042,-59.33390964
81.083,-0.920909635
81.125,87.53909037
81.167,-0.920909635
81.208,-0.920909635
81.25,-100.2879096
81.292,-0.920909635
81.333,125.5180904
81.375,-0.920909635
81.417,-0.920909635
81.458,-0.920909635
81.5,-15.05790964
81.542,-0.920909635
81.583,-80.15690964
81.625,-58.48690964
81.667,-0.920909635
81.708,29.73009037
81.75,54.45409037
81.792,-0.920909635
81.833,-40.41990964
81.875,-0.920909635
81.917,-2.684909635
81.958,-0.920909635
82,-25.8948677
82.042,-29.3898677
82.083,-1.617867699
82.125,45.3441323
82.167,-1.946867699
82.208,-1.946867699
82.25,14.4771323
82.292,5.108132301
82.333,-1.946867699
82.375,39.2071323
82.417,-1.946867699
82.458,-17.5558677
82.5,-32.5448677
82.542,-6.390867699
82.583,-20.5938677
82.625,-31.9998677
82.667,-1.946867699
82.708,-1.946867699
82.75,-1.946867699
82.792,-15.2038677
82.833,-1.946867699
82.875,28.0791323
82.917,-1.946867699
82.958,-54.7818677
83,1.46557555
83.042,116.8715756
83.083,1.46557555
83.125,-0.43442445
83.167,34.94157555
83.208,-17.11442445
83.25,1.46557555
83.292,18.84557555
83.333,1.46557555
83.375,1.46557555
83.417,1.46557555
83.458,-8.30142445
83.5,-29.92342445
83.542,-17.22942445
83.583,1.46557555
83.625,1.46557555
83.667,-20.68142445
83.708,-69.21142445
83.75,-26.31042445
83.792,-55.18342445
83.833,-13.06042445
83.875,10.23557555
83.917,1.46557555
83.958,29.50757555
84,-2.134603221
84.042,7.600396779
84.083,-2.134603221
84.125,1.540396779
84.167,-2.134603221
84.208,-2.134603221
84.25,-2.134603221
84.292,-2.134603221
84.333,19.95739678
84.375,-2.134603221
84.417,-2.134603221
84.458,-22.94860322
84.5,-2.134603221
84.542,44.77939678
84.583,-2.134603221
84.625,-21.98460322
84.667,-88.00260322
84.708,-2.134603221
84.75,50.91639678
84.792,-28.04560322
84.833,-81.95260322
84.875,-2.134603221
84.917,33.28039678
84.958,16.87139678
85,-6.828249194
85.042,-1.594249194
85.083,-1.594249194
85.125,-15.55724919
85.167,-1.594249194
85.208,-1.594249194
85.25,-1.594249194
85.292,-1.594249194
85.333,14.13175081
85.375,-1.594249194
85.417,-71.14624919
85.458,-1.594249194
85.5,29.69575081
85.542,49.69375081
85.583,1.151750806
85.625,9.975750806
85.667,-1.594249194
85.708,-1.594249194
85.75,-15.41124919
85.792,-1.594249194
85.833,0.036750806
85.875,-15.63824919
85.917,-1.594249194
85.958,-1.594249194
86,-65.51714691
86.042,-45.70614691
86.083,25.00385309
86.125,-5.066146914
86.167,-3.237146914
86.208,-3.237146914
86.25,-3.237146914
86.292,-3.237146914
86.333,-32.38914691
86.375,0.996853086
86.417,29.56685309
86.458,39.32785309
86.5,2.027853086
86.542,-3.237146914
86.583,2.966853086
86.625,-1.473146914
86.667,-3.237146914
86.708,-3.237146914
86.75,-53.78114691
86.792,-3.237146914
86.833,-3.237146914
86.875,53.82385309
86.917,-3.237146914
86.958,-23.36614691
87,-1.589799307
87.042,-72.48879931
87.083,-1.589799307
87.125,-45.98379931
87.167,-4.270799307
87.208,-44.15479931
87.25,-1.589799307
87.292,-1.589799307
87.333,-1.589799307
87.375,-45.85579931
87.417,31.40920069
87.458,83.56220069
87.5,47.15820069
87.542,-1.589799307
87.583,13.57720069
87.625,-38.76779931
87.667,-1.589799307
87.708,-1.589799307
87.75,-1.589799307
87.792,-38.17279931
87.833,-1.589799307
87.875,-1.589799307
87.917,19.97820069
87.958,-1.589799307
88,-37.58377566
88.042,12.87222434
88.083,-4.031775661
88.125,-70.09277566
88.167,-2.224775661
88.208,-3.002775661
88.25,-53.11577566
88.292,23.45422434
88.333,5.296224339
88.375,-3.212775661
88.417,-3.071775661
88.458,-1.491775661
88.5,-3.093775661
88.542,-2.224775661
88.583,-5.911775661
88.625,-2.224775661
88.667,31.42622434
88.708,-11.40977566
88.75,-4.834775661
88.792,-2.224775661
88.833,7.748224339
88.875,6.027224339
88.917,58.86822434
88.958,-2.224775661
89,-11.86780799
89.042,-44.34180799
89.083,-3.224807992
89.125,4.002192008
89.167,4.002192008
89.208,4.002192008
89.25,-83.87480799
89.292,4.002192008
89.333,23.64419201
89.375,13.73719201
89.417,9.364192008
89.458,9.422192008
89.5,4.002192008
89.542,4.002192008
89.583,4.002192008
89.625,4.002192008
89.667,-7.776807992
89.708,-10.52380799
89.75,4.002192008
89.792,0.475192008
89.833,4.002192008
89.875,4.002192008
89.917,36.66519201
89.958,11.30119201
90,-2.127711464
90.042,8.260288536
90.083,-2.127711464
90.125,-2.127711464
90.167,-2.127711464
90.208,-30.39671146
90.25,-19.83471146
90.292,-13.69671146
90.333,-2.127711464
90.375,-2.127711464
90.417,-17.21871146
90.458,2.28028854
90.5,-7.347711464
90.542,-1.210711464
90.583,18.65528854
90.625,-2.127711464
90.667,-2.127711464
90.708,-13.40671146
90.75,-5.654711464
90.792,9.442288536
90.833,0.546288536
90.875,-2.127711464
90.917,-2.127711464
90.958,54.96628854
91,-1.818841736
91.042,-1.818841736
91.083,-31.49384174
91.125,-16.24784174
91.167,-1.818841736
91.208,-1.818841736
91.25,-27.11884174
91.292,-1.818841736
91.333,-3.421841736
91.375,3.810158264
91.417,-1.818841736
91.458,-50.00484174
91.5,-1.818841736
91.542,56.46615826
91.583,-1.818841736
91.625,-1.818841736
91.667,-13.31784174
91.708,-1.818841736
91.75,12.95515826
91.792,10.95415826
91.833,-1.818841736
91.875,-48.60384174
91.917,-1.818841736
91.958,50.17315826
92,-2.777275113
92.042,-24.01227511
92.083,-15.53927511
92.125,-16.88627511
92.167,-2.777275113
92.208,-2.777275113
92.25,-2.777275113
92.292,-2.777275113
92.333,-2.777275113
92.375,-2.777275113
92.417,-2.777275113
92.458,-2.777275113
92.5,2.047724887
92.542,-2.777275113
92.583,35.37272489
92.625,-2.777275113
92.667,-2.777275113
92.708,-41.56227511
92.75,-2.777275113
92.792,-10.07827511
92.833,-2.777275113
92.875,-14.27627511
92.917,-9.620275113
92.958,-2.777275113
93,-14.13168499
93.042,-6.230684985
93.083,-76.99568499
93.125,0.330315015
93.167,-5.665684985
93.208,-7.402684985
93.25,-5.313684985
93.292,-43.33868499
93.333,23.51331502
93.375,5.621315015
93.417,33.20531502
93.458,0.330315015
93.5,-1.923684985
93.542,0.330315015
93.583,0.330315015
93.625,0.330315015
93.667,-5.438684985
93.708,0.330315015
93.75,0.330315015
93.792,0.330315015
93.833,1.716315015
93.875,-9.968684985
93.917,0.330315015
93.958,0.330315015
94,-9.846195833
94.042,-9.846195833
94.083,28.23480417
94.125,7.578804167
94.167,-9.846195833
94.208,-9.846195833
94.25,-16.56219583
94.292,-54.07919583
94.333,-53.83119583
94.375,-51.77319583
94.417,-9.846195833
94.458,40.58380417
94.5,-9.846195833
94.542,31.07080417
94.583,-9.846195833
94.625,-9.846195833
94.667,-9.846195833
94.708,-29.95519583
94.75,-39.22219583
94.792,-9.846195833
94.833,-9.846195833
94.875,59.71980417
94.917,78.61780417
94.958,-9.846195833
95,6.737793293
95.042,6.737793293
95.083,6.737793293
95.125,-47.89420671
95.167,-110.0182067
95.208,-68.20320671
95.25,29.65879329
95.292,6.737793293
95.333,-23.42020671
95.375,-2.61120671
95.417,-17.31920671
95.458,6.737793293
95.5,14.58279329
95.542,6.737793293
95.583,-94.25720671
95.625,6.737793293
95.667,10.33579329
95.708,25.88879329
95.75,-22.18120671
95.792,6.737793293
95.833,33.06679329
95.875,48.57179329
95.917,6.737793293
95.958,105.9787933
96,9.442218771
96.042,-64.56178123
96.083,-65.23578123
96.125,-111.6877812
96.167,-78.03578123
96.208,-119.3367812
96.25,-12.80878123
96.292,-23.57378123
96.333,9.442218771
96.375,-60.80278123
96.417,9.442218771
96.458,-62.64678123
96.5,5.844218771
96.542,-73.48978123
96.583,9.442218771
96.625,-18.60578123
96.667,-19.90578123
96.708,10.53021877
96.75,28.30921877
96.792,72.72321877
96.833,69.71221877
96.875,98.45821877
96.917,169.0902188
96.958,164.6152188
97,106.9764796
97.042,76.78247964
97.083,133.4174796
97.125,61.54447964
97.167,4.471479644
97.208,77.26647964
97.25,221.9684796
97.292,96.39447964
97.333,-5.334520356
97.375,18.29947964
97.417,-5.334520356
97.458,6.134479644
97.5,69.51547964
97.542,-30.43252036
97.583,-236.6985204
97.625,-127.4515204
97.667,-34.75252036
97.708,-207.2475204
97.75,-87.84652036
97.792,-128.3685204
97.833,-118.6885204
97.875,-119.4095204
97.917,-127.5215204
97.958,-110.9885204
98,9.11183464
98.042,17.15383464
98.083,44.13683464
98.125,19.69383464
98.167,9.74683464
98.208,17.66783464
98.25,-6.90316536
98.292,-6.90316536
98.333,-2.21116536
98.375,13.48483464
98.417,-6.90316536
98.458,-6.90316536
98.5,-82.46416536
98.542,-6.90316536
98.583,-108.9851654
98.625,-73.35816536
98.667,-19.39016536
98.708,-19.83916536
98.75,-26.58616536
98.792,3.82483464
98.833,-6.90316536
98.875,-70.93916536
98.917,-24.08416536
98.958,-20.63416536
99,-36.36958993
99.042,-25.04958993
99.083,-1.307589925
99.125,74.79541008
99.167,-1.307589925
99.208,-75.08158993
99.25,-31.78358993
99.292,-28.25658993
99.333,-1.307589925
99.375,-1.307589925
99.417,115.0334101
99.458,-1.307589925
99.5,-30.76158993
99.542,-1.307589925
99.583,-1.605589925
99.625,-42.29458993
99.667,-27.33958993
99.708,-1.307589925
99.75,-1.307589925
99.792,-1.307589925
99.833,-52.05358993
99.875,-1.307589925
99.917,-50.61958993
99.958,-1.307589925
100,20.82448258
100.042,-2.793517419
100.083,-69.26151742
100.125,-12.67051742
100.167,-2.793517419
100.208,-2.793517419
100.25,-2.793517419
100.292,-2.793517419
100.333,18.90448258
100.375,67.33048258
100.417,-2.793517419
100.458,-67.16851742
100.5,-2.793517419
100.542,40.90048258
100.583,-2.793517419
100.625,-28.19651742
100.667,-21.62951742
100.708,-50.63451742
100.75,-26.03551742
100.792,-29.74251742
100.833,-12.55951742
100.875,-2.793517419
100.917,-2.793517419
100.958,58.99648258
101,3.770819278
101.042,30.43781928
101.083,-21.01618072
101.125,3.770819278
101.167,-54.54918072
101.208,3.770819278
101.25,-41.31718072
101.292,12.00781928
101.333,2.072819278
101.375,3.770819278
101.417,3.770819278
101.458,3.770819278
101.5,-0.723180722
101.542,3.770819278
101.583,28.64381928
101.625,61.19581928
101.667,3.770819278
101.708,-188.4811807
101.75,3.770819278
101.792,49.89081928
101.833,3.770819278
101.875,-35.47118072
101.917,3.770819278
101.958,3.770819278
102,78.3456301
102.042,-8.148369896
102.083,-8.148369896
102.125,-8.148369896
102.167,-8.148369896
102.208,-15.9163699
102.25,-45.1853699
102.292,-8.148369896
102.333,-8.148369896
102.375,-13.3713699
102.417,-43.1643699
102.458,-35.6813699
102.5,-8.148369896
102.542,-8.148369896
102.583,-8.148369896
102.625,-69.4063699
102.667,-8.148369896
102.708,-8.148369896
102.75,-8.148369896
102.792,-17.0423699
102.833,-7.231369896
102.875,5.325630104
102.917,29.0526301
102.958,-8.148369896
103,-8.532953478
103.042,-6.417953478
103.083,-0.138953478
103.125,26.90404652
103.167,-0.138953478
103.208,-33.95895348
103.25,-0.138953478
103.292,-0.138953478
103.333,-0.138953478
103.375,-0.138953478
103.417,-0.138953478
103.458,-0.138953478
103.5,-0.138953478
103.542,-0.138953478
103.583,-0.138953478
103.625,-0.138953478
103.667,-0.138953478
103.708,18.98604652
103.75,-9.558953478
103.792,-0.138953478
103.833,-0.138953478
103.875,-0.138953478
103.917,-14.04895348
103.958,-13.86995348
104,-17.27339799
104.042,-17.20239799
104.083,-1.964397988
104.125,-1.964397988
104.167,-1.964397988
104.208,-1.964397988
104.25,-29.22039799
104.292,-16.35639799
104.333,-18.44139799
104.375,-1.964397988
104.417,-1.964397988
104.458,-1.964397988
104.5,13.38260201
104.542,3.396602012
104.583,-1.964397988
104.625,30.20760201
104.667,-1.964397988
104.708,-45.97539799
104.75,-1.964397988
104.792,-1.964397988
104.833,-1.964397988
104.875,-6.432397988
104.917,-1.964397988
104.958,-10.95439799
105,-1.426757019
105.042,3.236242981
105.083,-1.426757019
105.125,-4.143757019
105.167,-15.81875702
105.208,-16.09675702
105.25,-17.57775702
105.292,-6.85975702
105.333,-5.039757019
105.375,-1.426757019
105.417,-41.00375702
105.458,-43.35075702
105.5,-1.426757019
105.542,-1.426757019
105.583,-1.426757019
105.625,-1.426757019
105.667,-9.85175702
105.708,-1.426757019
105.75,-1.426757019
105.792,62.27724298
105.833,-1.426757019
105.875,-47.79575702
105.917,-1.426757019
105.958,24.07324298
106,43.38739588
106.042,-2.668604125
106.083,-55.30260413
106.125,-2.668604125
106.167,-2.668604125
106.208,-2.668604125
106.25,-6.945604125
106.292,-7.183604125
106.333,-0.555604125
106.375,76.34439588
106.417,23.71639588
106.458,-2.668604125
106.5,-35.10860413
106.542,-2.668604125
106.583,-20.00460413
106.625,-2.668604125
106.667,-2.668604125
106.708,4.063395875
106.75,-2.668604125
106.792,-2.668604125
106.833,-61.08860413
106.875,-2.668604125
106.917,55.06439588
106.958,-2.668604125
107,-9.594146642
107.042,-15.83814664
107.083,-0.529146642
107.125,-30.72614664
107.167,-11.30314664
107.208,-0.529146642
107.25,-0.529146642
107.292,-0.529146642
107.333,-15.79614664
107.375,1.561853358
107.417,11.46385336
107.458,2.288853358
107.5,2.915853358
107.542,19.22485336
107.583,9.587853358
107.625,8.500853358
107.667,4.832853358
107.708,-4.913146642
107.75,-0.529146642
107.792,18.37785336
107.833,-0.529146642
107.875,-0.529146642
107.917,-29.31214664
107.958,-0.529146642
108,-1.378120179
108.042,-1.378120179
108.083,-1.378120179
108.125,-29.93612018
108.167,-1.378120179
108.208,-1.378120179
108.25,-1.06212018
108.292,14.77687982
108.333,1.367879821
108.375,9.415879821
108.417,-1.378120179
108.458,-1.378120179
108.5,-1.378120179
108.542,10.67287982
108.583,4.113879821
108.625,52.51987982
108.667,-1.378120179
108.708,-1.378120179
108.75,-1.378120179
108.792,-57.28812018
108.833,-1.378120179
108.875,-27.59812018
108.917,-1.378120179
108.958,-1.378120179
109,-0.718114267
109.042,-1.267114267
109.083,-1.267114267
109.125,-43.47911427
109.167,-1.267114267
109.208,-1.267114267
109.25,-6.278114267
109.292,-60.11611427
109.333,-1.267114267
109.375,16.56888573
109.417,89.53288573
109.458,74.25188573
109.5,2.330885733
109.542,19.33288573
109.583,-6.511114267
109.625,9.455885733
109.667,13.12488573
109.708,-1.267114267
109.75,-1.267114267
109.792,-1.267114267
109.833,-48.11111427
109.875,-49.66211427
109.917,-37.10511427
109.958,-1.267114267
110,6.821462579
110.042,-14.23853742
110.083,-3.660537421
110.125,-3.660537421
110.167,-23.56753742
110.208,-51.52453742
110.25,-3.660537421
110.292,2.618462579
110.333,11.08146258
110.375,23.49646258
110.417,14.32946258
110.458,11.08146258
110.5,-0.062537421
110.542,7.979462579
110.583,11.08146258
110.625,10.66046258
110.667,11.64846258
110.708,11.00946258
110.75,-8.460537421
110.792,-61.86153742
110.833,-3.660537421
110.875,-3.660537421
110.917,10.27146258
110.958,0.892462579
111,20.45118309
111.042,-1.499816913
111.083,-35.07881691
111.125,-1.499816913
111.167,-25.69781691
