$Lewiston qdt year 2018 YC 06/23/22 modified from old qdt,
",,,",
JDAY,qdt
55.750,2.351627467
55.792,-7.007515133
55.833,-3.031327633
55.875,0.355236000
55.917,-5.118218600
55.958,5.265343567
56.000,-2.174479833
56.042,-0.549325800
56.083,-1.357190367
56.125,5.259480133
56.167,7.967266067
56.208,1.191301000
56.250,27.178839200
56.292,-5.873389600
56.333,-32.716660200
56.375,5.648825367
56.417,1.242265567
56.458,2.673970067
56.500,1.892346100
56.542,-9.413715567
56.583,0.596322667
56.625,-2.484220700
56.667,-1.110655633
56.708,-4.080281933
56.750,-3.087225967
56.792,-1.838113767
56.833,1.179696467
56.875,2.939661100
56.917,-14.265314470
56.958,7.564002967
57.000,9.468281100
57.042,-3.895731367
57.083,-10.096376770
57.125,5.345308567
57.167,2.918656367
57.208,6.098911133
57.250,3.221455400
57.292,4.303252500
57.333,0.161279967
57.375,0.605590267
57.417,5.075046333
57.458,-3.568769567
57.500,-6.232535400
57.542,-13.799774000
57.583,-11.150194230
57.625,13.325582530
57.667,35.536423330
57.708,17.525039830
57.750,-0.559626833
57.792,4.497482700
57.833,-30.141219930
57.875,-4.035903530
57.917,-2.527042633
57.958,-1.836860233
58.000,-6.094310233
58.042,0.598970600
58.083,4.220874333
58.125,1.668937167
58.167,2.024552267
58.208,5.726846600
58.250,-0.279134600
58.292,-0.996023833
58.333,4.949847800
58.375,-1.202447333
58.417,1.534753000
58.458,6.742857900
58.500,1.463662800
58.542,-1.131661533
58.583,2.570719900
58.625,-0.906611433
58.667,2.997369600
58.708,-1.434802139
58.750,35.022197860
58.792,2.744197861
58.833,-3.698802139
58.875,-4.431802139
58.917,-7.085802139
58.958,-3.698802139
59.000,-29.073689430
59.042,-0.068284733
59.083,-4.147037700
59.125,2.708737100
59.167,0.786028367
59.208,-1.570529533
59.250,5.232691433
59.292,-0.948423233
59.333,4.147140300
59.375,-0.962912833
59.417,3.073179300
59.458,2.742254900
59.500,2.213989900
59.542,-0.491642433
59.583,3.128509600
59.625,-0.952866333
59.667,2.361847800
59.708,3.716002633
59.750,3.517152233
59.792,23.464041130
59.833,3.596541170
59.875,8.722686767
59.917,-38.679066670
59.958,6.727299870
60.000,1.555419900
60.042,-6.454713767
60.083,-3.494069700
60.125,3.516186833
60.167,1.704514900
60.208,4.447497100
60.250,-1.056614133
60.292,4.411104900
60.333,-0.166642433
60.375,2.109254900
60.417,5.798774200
60.458,7.498735600
60.500,-3.619511467
60.542,1.362545767
60.583,2.590502567
60.625,-3.182207233
60.667,0.444116267
60.708,35.197182830
60.750,-10.714164100
60.792,7.531738400
60.833,0.786972867
60.875,-0.032080333
60.917,-43.990622530
60.958,-0.275469230
61.000,6.546888100
61.042,-2.673444633
61.083,-5.994472933
61.125,2.021201200
61.167,7.696965133
61.208,-1.983272833
61.250,2.391774700
61.292,2.144545000
61.333,1.079469100
61.375,1.475941600
61.417,-0.551171533
61.458,1.428397100
61.500,-0.003006833
61.542,4.525344733
61.583,-4.041096567
61.625,0.943004700
61.667,0.910040100
61.708,20.531376770
61.750,-26.780367230
61.792,-0.086103533
61.833,-2.087706033
61.875,1.069420600
61.917,28.590622970
61.958,-35.423031200
62.000,11.842712400
62.042,3.830884367
62.083,-4.659189033
62.125,-7.153140167
62.167,0.498753500
62.208,4.012263133
62.250,2.470933200
62.292,1.937753500
62.333,-1.696369333
62.375,-0.601625333
62.417,7.459057933
62.458,-0.897483233
62.500,4.180302700
62.542,-1.262256433
62.583,27.525550600
62.625,3.197480000
62.667,0.908560930
62.708,-54.414268600
62.750,18.204931870
62.792,4.580166833
62.833,18.219176330
62.875,0.591546500
62.917,-40.374176930
62.958,1.870802100
63.000,11.249046570
63.042,-3.545612467
63.083,4.827698200
63.125,-4.062241233
63.167,0.662117400
63.208,3.377030100
63.250,2.551366000
63.292,-0.903001733
63.333,2.931759000
63.375,3.606110100
63.417,-0.928924533
63.458,3.502888100
63.500,0.214419267
63.542,1.851338500
63.583,3.259808900
63.625,-0.649850633
63.667,1.206898700
63.708,26.107299570
63.750,1.762237067
63.792,4.371482067
63.833,-4.830968967
63.875,4.874069967
63.917,-33.957805030
63.958,0.610791067
64.000,5.578808900
64.042,0.372000967
64.083,-7.507988933
64.125,1.925481300
64.167,1.898832000
64.208,2.998494800
64.250,2.299201100
64.292,-1.214018733
64.333,1.786111300
64.375,3.537819600
64.417,-1.105456133
64.458,1.921781400
64.500,2.794113900
64.542,1.870592800
64.583,-4.801259558
64.625,33.027740440
64.667,-6.352259558
64.708,-6.352259558
64.750,-15.205997130
64.792,-4.339668433
64.833,-5.492056033
64.875,-0.813245833
64.917,-7.331377333
64.958,9.587512467
65.000,1.710220533
65.042,-3.979295167
65.083,-4.862115633
65.125,2.538659800
65.167,2.275180700
65.208,2.521544300
65.250,2.290585400
65.292,0.247209367
65.333,1.948656500
65.375,1.813394300
65.417,2.030177000
65.458,2.812837200
65.500,0.099788467
65.542,1.974252200
65.583,2.560017700
65.625,0.064158767
65.667,0.703201600
65.708,29.490793130
65.750,-2.118373430
65.792,5.296711433
65.833,-0.646766500
65.875,-35.832707670
65.917,3.925290700
65.958,4.395598200
66.000,-3.812735433
66.042,2.294835200
66.083,-7.040916133
66.125,1.778380400
66.167,3.848139200
66.208,0.098438367
66.250,1.975706667
66.292,-0.079010233
66.333,2.096610400
66.375,4.249817400
66.417,5.057818033
66.458,-3.712250567
66.500,1.972090500
66.542,6.914922333
66.583,-3.722014067
66.625,1.344577000
66.667,18.066146800
66.708,12.047034170
66.750,-29.428073170
66.792,1.605569267
66.833,-0.879816933
66.875,2.934116933
66.917,8.683053630
66.958,-4.520545800
67.000,-4.219283267
67.042,-4.598781033
67.083,-8.705479467
67.125,5.607006233
67.167,1.057108900
67.208,5.932894433
67.250,-1.358004933
67.292,-2.389976633
67.333,1.757137200
67.375,2.441363600
67.417,1.424694300
67.458,5.394593133
67.500,0.475431667
67.542,2.164828200
67.583,3.365454433
67.625,0.273421000
67.667,0.657713900
67.708,5.622560267
67.750,29.023650030
67.792,-0.371099730
67.833,3.369991267
67.875,3.019561100
67.917,-39.802350270
67.958,3.805957970
68.000,1.424670433
68.042,-5.378438533
68.083,-4.172390800
68.125,0.803421000
68.167,-0.210617200
68.208,4.145506533
68.250,0.847828500
68.292,5.516725033
68.333,5.454612833
68.375,0.564232800
68.417,1.148647267
68.458,-8.175069167
68.500,6.250227167
68.542,-6.443186800
68.583,14.413034500
68.625,3.261382600
68.667,1.454071500
68.708,-23.110975870
68.750,1.158605933
68.792,-8.278498233
68.833,4.048365533
68.875,-11.967092300
68.917,6.683470700
68.958,-1.706063733
69.000,-0.885416067
69.042,-5.004729267
69.083,-1.134765067
69.125,2.634974667
69.167,4.288408567
69.208,1.829055567
69.250,2.634264267
69.292,-1.858289267
69.333,9.256697500
69.375,4.493175633
69.417,1.387848033
69.458,0.755299867
69.500,7.113035767
69.542,7.406124567
69.583,0.177789033
69.625,16.625978000
69.667,2.220375000
69.708,-0.839575630
69.750,-26.613444170
69.792,3.487884467
69.833,-9.630841633
69.875,-1.037913000
69.917,-12.659496300
69.958,8.622296700
70.000,-0.746136167
70.042,0.389330583
70.083,-6.786651333
70.125,1.520413400
70.167,2.034139900
70.208,1.565245000
70.250,1.766257300
70.292,-1.635066133
70.333,1.439245800
70.375,2.111869400
70.417,1.894869400
70.458,1.992388300
70.500,2.583652900
70.542,0.892060000
70.583,25.612943000
70.625,-2.271651230
70.667,-2.531080470
70.708,-4.027136030
70.750,-14.746660570
70.792,-3.043296933
70.833,2.265719433
70.875,-44.143734700
70.917,24.797262000
70.958,3.936217500
71.000,-2.203020067
71.042,2.919171000
71.083,2.854915900
71.125,4.902217500
71.167,1.269171000
71.208,-0.318763333
71.250,1.505351300
71.292,2.055462300
71.333,1.265462300
71.375,1.404021000
71.417,2.471691900
71.458,-1.580425133
71.500,3.379662800
71.542,2.983842700
71.583,-4.225188067
71.625,6.013779467
71.667,-1.663620833
71.708,3.174389100
71.750,-1.802903833
71.792,39.198663300
71.833,8.340001700
71.875,-36.482427570
71.917,17.872475470
71.958,12.196226800
72.000,-7.207043900
72.042,-12.513360670
72.083,7.169004633
72.125,6.032231067
72.167,0.395915833
72.208,4.138893233
72.250,-1.765225800
72.292,-1.087120300
72.333,1.461774200
72.375,2.673841100
72.417,3.607549000
72.458,-1.649272733
72.500,3.514926633
72.542,-4.212170067
72.583,7.144738433
72.625,0.968437800
72.667,3.231377700
72.708,-1.708770933
72.750,30.066865730
72.792,15.750258770
72.833,-37.234876370
72.875,13.726493270
72.917,1.235132367
72.958,-1.647170067
73.000,3.843926630
73.042,3.279624600
73.083,1.348360000
73.125,-5.220346333
73.167,-0.013942400
73.208,1.645548200
73.250,0.643156400
73.292,8.198884230
73.333,-20.807211270
73.375,34.683117500
73.417,6.950158470
73.458,11.069126200
73.500,14.564855830
73.542,1.367681700
73.583,13.954868500
73.625,15.566496030
73.667,8.223143300
73.708,11.666430370
73.750,9.693919300
73.792,6.923348770
73.833,-6.991570330
73.875,-8.067986530
73.917,0.665927233
73.958,2.279039467
74.000,3.497591300
74.042,6.199544200
74.083,1.765055200
74.125,2.226767967
74.167,0.596957800
74.208,1.672148400
74.250,2.894053600
74.292,2.658751200
74.333,-1.387193833
74.375,4.059924233
74.417,3.458441300
74.458,2.567779100
74.500,2.185110200
74.542,1.525932500
74.583,2.459591300
74.625,5.306083933
74.667,-1.298013133
74.708,1.024779100
74.750,30.979033730
74.792,-0.840925930
74.833,4.285895467
74.875,-35.791198370
74.917,7.367659170
74.958,-2.442306033
75.000,-3.498154033
75.042,-4.245115433
75.083,2.517403100
75.125,3.400072800
75.167,1.242781900
75.208,-0.822596933
75.250,0.205998400
75.292,2.476544200
75.333,-0.014973333
75.375,3.055402900
75.417,0.735301767
75.458,2.457417200
75.500,-1.359027933
75.542,7.157697133
75.583,-4.260548567
75.625,-1.419588400
75.667,23.657874700
75.708,13.415478170
75.750,-7.253144400
75.792,6.395293200
75.833,-38.718313300
75.875,-2.811223867
75.917,-2.164068900
75.958,-1.965380867
76.000,0.464196500
76.042,-1.319662633
76.083,2.766895300
76.125,-1.317228833
76.167,0.596377200
76.208,-1.739115433
76.250,1.910714600
76.292,2.257454800
76.333,-0.096921433
76.375,2.070433400
76.417,-0.943477533
76.458,-0.118533333
76.500,1.293431300
76.542,4.244317100
76.583,-1.281218533
76.625,26.825990370
76.667,-1.007571470
76.708,0.254587200
76.750,-15.642569170
76.792,-16.391939970
76.833,3.843763967
76.875,-12.808274370
76.917,6.813723000
76.958,-32.580804830
77.000,19.723227170
77.042,11.878297970
77.083,-0.882566233
77.125,-4.264141133
77.167,1.977024400
77.208,3.640025400
77.250,0.056273967
77.292,-0.375557933
77.333,0.226907667
77.375,1.762445867
77.417,1.625835867
77.458,2.359245967
77.500,-0.681077067
77.542,2.545321633
77.583,1.824227433
77.625,13.461110630
77.667,-17.397573400
77.708,18.636602970
77.750,-0.011974670
77.792,5.079962200
77.833,0.634258733
77.875,-36.976440170
77.917,-3.919511967
77.958,1.493969767
78.000,-4.637871933
78.042,-4.516116333
78.083,4.306355700
78.125,2.592611600
78.167,-3.070946333
78.208,-0.936021933
78.250,2.268875400
78.292,-0.004833733
78.333,0.133494467
78.375,1.884768667
78.417,-3.095255467
78.458,-0.373241167
78.500,3.829200267
78.542,6.419467533
78.583,6.161284033
78.625,0.500095600
78.667,-9.671536130
78.708,11.725326170
78.750,3.458167170
78.792,3.909422333
78.833,2.794586700
78.875,-38.657476300
78.917,-4.830904767
78.958,2.138344967
79.000,-3.942910133
79.042,-5.655833733
79.083,2.424722600
79.125,2.580137967
79.167,0.374063600
79.208,-0.343266733
79.250,-1.147199633
79.292,3.925946433
79.333,0.453394533
79.375,1.338792100
79.417,4.416204530
79.458,-11.021826030
79.500,6.808086633
79.542,3.348937733
79.583,27.372466900
79.625,-0.053850170
79.667,5.013995367
79.708,-23.883395670
79.750,-41.864860630
79.792,-32.075704270
79.833,-21.540361030
79.875,-44.333637270
79.917,8.539230230
79.958,1.656501400
80.000,-1.998837033
80.042,-6.506874833
80.083,2.494060300
80.125,7.026186033
80.167,-3.383865333
80.208,27.127189700
80.250,-0.594732000
80.292,-41.124686500
80.333,10.371627170
80.375,6.512908300
80.417,-4.377989033
80.458,-5.448100233
80.500,5.273694433
80.542,2.568637800
80.583,-1.025256533
80.625,-1.505679033
80.667,-2.636743467
80.708,15.700098100
80.750,-41.596565600
80.792,-26.811895500
80.833,-19.894822430
80.875,-43.177213630
80.917,8.697722900
80.958,4.640478700
81.000,-2.778513233
81.042,-0.723044300
81.083,-0.665215033
81.125,5.932128967
81.167,-4.592758667
81.208,-0.130386733
81.250,-3.928730733
81.292,18.173082600
81.333,-5.280705767
81.375,1.206067667
81.417,3.455175933
81.458,-1.588386733
81.500,31.419087530
81.542,-3.428752830
81.583,-19.959328430
81.625,-17.514155530
81.667,5.747447233
81.708,7.672226667
81.750,-4.151773567
81.792,-5.666948633
81.833,-0.991405067
81.875,-28.902762870
81.917,21.232979670
81.958,-1.675478067
82.000,2.206084600
82.042,-1.466668433
82.083,6.526894233
82.125,2.625112900
82.167,-1.512967233
82.208,1.009804600
82.250,25.184602700
82.292,-31.865703000
82.333,9.368516400
82.375,6.516823833
82.417,-0.053143400
82.458,-3.350023200
82.500,9.909614900
82.542,35.215996170
82.583,-2.897088100
82.625,-4.514268830
82.667,0.930645900
82.708,-18.712771330
82.750,-10.344084930
82.792,-4.762415833
82.833,-5.746582100
82.875,-32.193512830
82.917,27.413120830
82.958,4.708908000
83.000,0.001970233
83.042,-2.209218933
83.083,1.340764900
83.125,4.539662233
83.167,0.931198900
83.208,0.105520067
83.250,-0.634900433
83.292,3.623865933
83.333,-1.466668433
83.375,2.661112900
83.417,1.966928300
83.458,-0.556529233
83.500,4.876175933
83.542,3.455175933
83.583,16.817428170
83.625,4.441759200
83.667,-2.376509567
83.708,1.192675600
83.750,-16.838080030
83.792,-15.586228570
83.833,3.296094133
83.875,-37.970002630
83.917,19.489706770
83.958,4.191764900
84.000,-2.293029767
84.042,0.931764900
84.083,7.239764900
84.125,4.886662233
84.167,-1.070160733
84.208,-1.631160733
84.250,1.461968600
84.292,2.588112900
84.333,1.039236600
84.375,1.394483800
84.417,2.736252100
84.458,0.092613267
84.500,-1.267386733
84.542,0.651394600
84.583,26.825467770
84.625,-1.413241370
84.667,-3.738049467
84.708,17.185618770
84.750,-26.873654770
84.792,-8.338510667
84.833,-1.883655767
84.875,-24.711806170
84.917,2.667986070
84.958,3.493616733
85.000,4.932879700
85.042,-1.522670133
85.083,-3.231132433
85.125,1.659736600
85.167,1.639274300
85.208,2.611764900
85.250,-0.472132433
85.292,1.859736600
85.333,2.243446200
85.375,2.056477500
85.417,-2.461945433
85.458,6.251948367
85.500,5.999957267
85.542,-1.588415033
85.583,10.210521700
85.625,-12.732974530
85.667,18.019687230
85.708,1.809866600
85.750,-5.375989330
85.792,-17.192158930
85.833,1.069372500
85.875,-36.105010200
85.917,20.141789030
85.958,0.841191367
86.000,0.687867567
86.042,2.721035900
86.083,1.720112900
86.125,3.367363300
86.167,-1.542427533
86.208,2.294579200
86.250,2.532084600
86.292,1.284084600
86.333,-1.918418033
86.375,1.569394600
86.417,2.597928300
86.458,2.532394600
86.500,-1.588386733
86.542,1.896366300
86.583,2.089422900
86.625,4.056720733
86.667,24.080055170
86.708,-1.489095770
86.750,3.140085730
86.792,-8.199498667
86.833,1.898553467
86.875,-39.160151800
86.917,-1.904872230
86.958,4.542764900
87.000,-10.003086370
87.042,2.559764900
87.083,-0.443263400
87.125,-0.135235100
87.167,0.130839267
87.208,1.601650100
87.250,2.832758600
87.292,-1.635239833
87.333,1.487227700
87.375,1.753042500
87.417,-1.888386733
87.458,3.640147633
87.500,-1.588386733
87.542,27.959055030
87.583,2.244082870
87.625,-3.322931300
87.667,7.606940230
87.708,-24.677548500
87.750,-6.296169667
87.792,-1.995957300
87.833,-12.290183170
87.875,-32.931159600
87.917,31.703519830
87.958,6.318350500
88.000,0.780810967
88.042,-2.794132433
88.083,2.288736600
88.125,1.626764900
88.167,1.998736600
88.208,-0.348160733
88.250,-1.213132433
88.292,2.319764900
88.333,1.977764900
88.375,1.209764900
88.417,3.958662233
88.458,6.993626667
88.500,6.707371267
88.542,4.333336467
88.583,24.574450600
88.625,-3.170255930
88.667,13.329577070
88.708,-22.142599100
88.750,-8.380815267
88.792,-6.928608767
88.833,1.579569033
88.875,-41.672545770
88.917,21.110880600
88.958,3.490687700
89.000,-2.238916367
89.042,4.840160200
89.083,4.859774900
89.125,3.119746600
89.167,-3.225880033
89.208,29.617104570
89.250,-14.838209170
89.292,0.876120167
89.333,-27.226300800
89.375,11.400898570
89.417,-8.262401867
89.458,-4.174521670
89.500,2.516830533
89.542,19.687054230
89.583,22.193481500
89.625,-2.546408133
89.667,1.446093700
89.708,2.970633930
89.750,-23.202965770
89.792,-2.448512433
89.833,-1.180104400
89.875,-37.443585500
89.917,26.182450830
89.958,15.189027970
90.000,-16.553864630
90.042,-10.334696430
90.083,-2.410258833
90.125,-2.837900667
90.167,-10.962762570
90.208,16.480090330
90.250,3.158337000
90.292,-17.093407570
90.333,-36.469031430
90.375,11.824507370
90.417,6.537672233
90.458,-0.071122433
90.500,3.789265233
90.542,21.893369400
90.583,4.714631633
90.625,-0.755588400
90.667,8.959036900
90.708,-13.009361630
90.750,-0.438670633
90.792,-3.201008833
90.833,1.353195033
90.875,-36.964575930
90.917,20.163992870
90.958,-1.314150733
91.000,-0.668150733
91.042,2.145774900
91.083,7.073746600
91.125,2.259774900
91.167,-0.992150733
91.208,1.766746600
91.250,-1.758142833
91.292,5.993154933
91.333,0.905066300
91.375,17.805582700
91.417,8.486508600
91.458,4.631576267
91.500,1.399503667
91.542,1.620897700
91.583,-10.913614030
91.625,-27.532359370
91.667,-5.818421100
91.708,-24.487062900
91.750,6.335096167
91.792,-8.822336067
91.833,9.494693230
91.875,-22.591456100
91.917,27.592987630
91.958,16.683206300
92.000,6.721472200
92.042,-2.183686733
92.083,1.796094600
92.125,4.985875933
92.167,0.905122900
92.208,-2.018686733
92.250,1.145094600
92.292,1.363416967
92.333,2.912320033
92.375,-1.171368433
92.417,0.816260900
92.458,0.786234600
92.500,-1.675575033
92.542,4.176987633
92.583,0.763028600
92.625,1.624512567
92.667,29.150087430
92.708,-6.235453530
92.750,6.874075567
92.792,0.526835900
92.833,0.089889367
92.875,-37.139644400
92.917,-2.261936400
92.958,2.147849267
93.000,-7.554688433
93.042,-6.412102033
93.083,5.262643933
93.125,2.115746600
93.167,0.156081267
93.208,1.382094600
93.250,-2.093658433
93.292,3.870875933
93.333,-1.616658433
93.375,2.687122900
93.417,3.162066300
93.458,0.167313267
93.500,2.450724200
93.542,1.015178000
93.583,0.785640300
93.625,-2.477575033
93.667,25.850390130
93.708,8.420760667
93.750,-1.499853670
93.792,-5.322891633
93.833,5.584591500
93.875,-37.133113500
93.917,-5.778012030
93.958,4.063746600
94.000,-6.170150733
94.042,-2.753253400
94.083,1.926746600
94.125,-0.389179033
94.167,1.433743500
94.208,0.319877567
94.250,-4.841444467
94.292,0.933123300
94.333,1.796257600
94.375,2.409774900
94.417,-1.781122433
94.458,2.496668500
94.500,2.819693500
94.542,2.405206300
94.583,-1.712312433
94.625,28.118954600
94.667,14.442024900
94.708,29.972176930
94.750,-45.997352970
94.792,-1.254770700
94.833,0.290718300
94.875,-0.405458733
94.917,-4.648150733
94.958,-1.781150733
95.000,3.053746600
95.042,1.988746600
95.083,2.188774900
95.125,-0.925150733
95.167,1.239746600
95.208,2.182774900
95.250,-1.456122433
95.292,1.703893600
95.333,-1.659460733
95.375,6.798478233
95.417,1.026812900
95.458,0.996701700
95.500,-2.502711733
95.542,5.993767467
95.583,3.248416133
95.625,8.721514567
95.667,6.892860800
95.708,27.292173730
95.750,-14.135318300
95.792,-3.829898133
95.833,-0.686409133
95.875,-14.165244130
95.917,38.849694300
95.958,-32.450874230
96.000,10.634761500
96.042,2.841464900
96.083,-4.848432433
96.125,-3.356535100
96.167,3.466362233
96.208,3.842362233
96.250,3.605362233
96.292,4.119362233
96.333,3.453362233
96.375,3.916362233
96.417,4.880362233
96.458,5.075594233
96.500,1.002956000
96.542,26.026041730
96.583,8.229808800
96.625,-0.403029467
96.667,7.877467930
96.708,-24.545849170
96.750,-8.136421800
96.792,8.821414730
96.833,-1.671002100
96.875,3.537969800
96.917,-1.927259430
96.958,-21.856880270
97.000,16.056014630
97.042,-6.345223800
97.083,38.852869230
97.125,18.964949570
97.167,1.010127600
97.208,7.408104567
97.250,7.219314167
97.292,9.217362233
97.333,4.240259567
97.375,-2.554535100
97.417,8.592156900
97.458,8.160826800
97.500,-1.659432433
97.542,8.020551100
97.583,3.496416833
97.625,-5.234428670
97.667,21.349313370
97.708,0.112900430
97.750,-4.933211267
97.792,1.565522833
97.833,-1.558851467
97.875,3.643959130
97.917,-35.270735130
97.958,36.156307430
98.000,6.904252267
98.042,-0.542070800
98.083,3.188360667
98.125,5.224796500
98.167,-6.617710567
98.208,7.903042100
98.250,-3.897892067
98.292,8.348259567
98.333,8.642259567
98.375,3.083362233
98.417,3.466362233
98.458,8.637259567
98.500,3.359190133
98.542,25.746628730
98.583,6.648490567
98.625,-0.512720267
98.667,1.763911100
98.708,-28.900720330
98.750,-8.426824033
98.792,-2.754308967
98.833,4.264958367
98.875,-26.119669430
98.917,-3.207850270
98.958,14.138295100
99.000,-7.997911600
99.042,3.880254167
99.083,1.010312633
99.125,-1.599944467
99.167,3.052064133
99.208,13.160193430
99.250,-3.115322767
99.292,13.520444830
99.333,17.046894300
99.375,-20.296444100
99.417,12.732860400
99.458,2.663637600
99.500,1.751284233
99.542,1.672797167
99.583,3.545509533
99.625,-2.154563267
99.667,-0.269078467
99.708,3.808246733
99.750,14.602973700
99.792,8.487289300
99.833,2.038646130
99.875,5.281857167
99.917,2.327857967
99.958,-30.174207630
100.000,-5.588903467
100.042,2.546400633
100.083,-1.495492033
100.125,-5.146618433
100.167,3.985157900
100.208,1.298504600
100.250,1.713126600
100.292,-0.981742433
100.333,3.588080533
100.375,1.245154900
100.417,2.509154900
100.458,1.738183200
100.500,4.248080533
100.542,1.841285867
100.583,0.162581567
100.625,0.779784600
100.667,1.541246900
100.708,1.033350200
100.750,21.951048300
100.792,8.186555000
100.833,4.269996700
100.875,1.039643800
100.917,-30.477032770
100.958,0.701525500
101.000,1.927751800
101.042,-9.234639767
101.083,-1.616307400
101.125,2.023379700
101.167,0.528617200
101.208,2.937930100
101.250,2.648154900
101.292,2.571154900
101.333,-1.291742433
101.375,-1.537742433
101.417,6.150949567
101.458,-1.537742433
101.500,5.631154900
101.542,-1.553279133
101.583,5.465895800
101.625,-2.435940133
101.667,31.354243870
101.708,10.667488670
101.750,-9.471237500
101.792,4.785928033
101.833,4.537310133
101.875,-37.090320130
101.917,3.410513000
101.958,7.943577400
102.000,-2.822845100
102.042,-5.755845100
102.083,-3.724845100
102.125,0.376154900
102.167,4.610183200
102.208,1.553183200
102.250,2.323183200
102.292,-4.100611467
102.333,4.075080533
102.375,5.696748167
102.417,-1.561401233
102.458,2.132985500
102.500,-1.983640733
102.542,3.572175933
102.583,0.948546800
102.625,3.517528633
102.667,27.123853430
102.708,6.721147530
102.750,-0.766927500
102.792,5.412323867
102.833,-36.290694500
102.875,-10.013435770
102.917,6.216855733
102.958,-0.366319933
103.000,-1.026742433
103.042,-7.291980333
103.083,0.909237800
103.125,6.291208533
103.167,-1.446814533
103.208,2.058793300
103.250,2.399885700
103.292,-1.491443633
103.333,4.797938033
103.375,-1.537742433
103.417,2.973154900
103.458,2.861589900
103.500,2.844309900
103.542,2.062436600
103.583,0.003567567
103.625,1.228464900
103.667,0.903436600
103.708,22.571235170
103.750,6.713875733
103.792,1.031014767
103.833,4.174346667
103.875,-30.089862330
103.917,-3.604525270
103.958,4.480052233
104.000,-2.696742433
104.042,-4.026280133
104.083,1.500692600
104.125,2.046154900
104.167,1.767154900
104.208,-2.023742433
104.250,2.165154900
104.292,1.999154900
104.333,-0.492742433
104.375,1.885617200
104.417,3.087930100
104.458,1.010495500
104.500,4.569378400
104.542,1.076567567
104.583,-2.424432433
104.625,3.819189133
104.667,-1.698514733
104.708,0.899612200
104.750,4.949883100
104.792,-0.070807967
104.833,-4.919544467
104.875,-0.451785833
104.917,-2.507973867
104.958,-7.010876433
105.000,1.554296133
105.042,7.892076267
105.083,5.824322267
105.125,0.687099633
105.167,3.517112133
105.208,6.589179767
105.250,3.409778833
105.292,4.171407933
105.333,3.055004233
105.375,24.557299300
105.417,3.078382270
105.458,18.639674000
105.500,-27.855947270
105.542,-26.428441100
105.583,-4.107253833
105.625,-9.480486033
105.667,-3.585497900
105.708,-4.296619567
105.750,4.436982500
105.792,1.390956867
105.833,2.257656700
105.875,-13.371653800
105.917,18.644093770
105.958,1.165077033
106.000,1.835436333
106.042,-0.198389400
106.083,-0.960636900
106.125,-1.509589400
106.167,-4.531249900
106.208,18.658284930
106.250,-18.230001530
106.292,-14.772128670
106.333,-0.761519633
106.375,-22.498007470
106.417,16.362044670
106.458,13.170951530
106.500,-2.528688300
106.542,1.986551900
106.583,-5.498519700
106.625,-0.028205433
106.667,-4.419020367
106.708,-1.117898167
106.750,-2.094680133
106.792,-3.931500433
106.833,-3.737291233
106.875,-22.748085830
106.917,17.352976630
106.958,19.930179300
107.000,2.683054400
107.042,-2.903547367
107.083,-8.326136830
107.125,-18.157572930
107.167,-12.590865500
107.208,-8.443680733
107.250,0.012829100
107.292,-7.812191030
107.333,13.465784400
107.375,-6.773923167
107.417,3.203943070
107.458,-4.592681033
107.500,-7.806878633
107.542,2.969508167
107.583,0.652397033
107.625,1.399501167
107.667,1.325785933
107.708,9.437563300
107.750,-16.609426070
107.792,2.373113800
107.833,-8.400773870
107.875,4.419015100
107.917,24.538786130
107.958,11.279853000
108.000,-0.823276433
108.042,3.207611567
108.083,0.366658133
108.125,1.462160233
108.167,4.673514467
108.208,0.370057167
108.250,1.477559100
108.292,2.387114833
108.333,-2.488152600
108.375,2.673637767
108.417,-2.461071033
108.458,-1.303982467
108.500,-5.001672233
108.542,-3.541412133
108.583,-0.815504870
108.625,-18.179137870
108.667,-13.053221300
108.708,1.542835633
108.750,1.854164633
108.792,1.064423133
108.833,-0.382994733
108.875,-1.596830300
108.917,18.767877770
108.958,9.347542267
109.000,-1.221878800
109.042,2.936257967
109.083,-0.576096267
109.125,-1.641589767
109.167,-0.082475567
109.208,-1.223208970
109.250,-20.285083000
109.292,-8.161065567
109.333,-6.233069200
109.375,1.589603167
109.417,-4.686437600
109.458,4.944067000
109.500,0.324784967
109.542,-1.047377933
109.583,-5.903455367
109.625,2.821765333
109.667,-0.737720400
109.708,-4.749200067
109.750,-0.362087300
109.792,-2.154992133
109.833,-5.126899533
109.875,1.832440630
109.917,22.284764670
109.958,2.569456030
110.000,-6.565415267
110.042,-1.731953700
110.083,-2.610906400
110.125,-3.925394900
110.167,-3.585460230
110.208,-28.959447000
110.250,-15.486711300
110.292,-10.410551430
110.333,-3.350836800
110.375,-2.538476600
110.417,-3.269918000
110.458,-2.033704700
110.500,-4.986610233
110.542,-3.120113500
110.583,-3.273535300
110.625,-1.874082700
110.667,-0.679784900
110.708,-7.049128933
110.750,-2.510501500
110.792,-4.746271200
110.833,-3.865743600
110.875,-1.880063500
110.917,-5.404571730
110.958,3.727848000
111.000,7.431972970
111.042,11.527695630
111.083,2.328392467
111.125,-2.424657033
111.167,3.961880567
111.208,-5.425508200
111.250,-22.705477200
111.292,-11.145996030
111.333,-2.558489000
111.375,-5.543022833
111.417,-4.848258733
111.458,-2.163575300
111.500,-1.973043800
111.542,-6.152449000
