$Lewiston qdt year 2018 YC 06/23/22 modified from old qdt,
",,,",
JDAY,qdt
111.583,-1.085710100
111.625,7.951584067
111.667,-6.322872167
111.708,-1.814940100
111.750,-2.547084933
111.792,-3.980810600
111.833,-2.592199400
111.875,-6.621338433
111.917,-6.969921333
111.958,3.245192100
112.000,5.789530667
112.042,-3.339679100
112.083,1.487655100
112.125,1.148326367
112.167,4.657358400
112.208,-9.602634500
112.250,-4.565831067
112.292,-4.973882633
112.333,-4.494715367
112.375,-2.454669933
112.417,1.754926200
112.458,-1.019739733
112.500,0.603315267
112.542,-1.129716933
112.583,-0.685369733
112.625,-3.320178267
112.667,-2.354127533
112.708,-8.754942433
112.750,-2.952827833
112.792,-7.193104567
112.833,-5.798131667
112.875,-2.322468600
112.917,0.585350700
112.958,-3.405059867
113.000,7.319392800
113.042,-1.845009300
113.083,-4.320846133
113.125,0.281697300
113.167,4.108442733
113.208,-5.333275870
113.250,-0.916987233
113.292,-9.874185700
113.333,-3.747910067
113.375,-12.264786430
113.417,18.115978470
113.458,14.091878730
113.500,-6.312518467
113.542,-6.291754270
113.583,-9.839702270
113.625,-29.186005770
113.667,-10.492123370
113.708,-8.925923567
113.750,-1.284783867
113.792,-4.041281867
113.833,-5.039865267
113.875,-4.207605900
113.917,2.752195900
113.958,-2.866329030
114.000,13.735156500
114.042,0.526263667
114.083,-5.033681667
114.125,0.782968467
114.167,-3.150383367
114.208,-3.744275200
114.250,1.631809800
114.292,-26.848901030
114.333,-13.707919870
114.375,14.404003870
114.417,-4.602517367
114.458,-1.884884500
114.500,37.412928800
114.542,1.761115300
114.583,3.636226700
114.625,1.479757133
114.667,-3.148393367
114.708,-4.617484470
114.750,-18.532692200
114.792,-14.973638430
114.833,-2.649848600
114.875,-3.459472033
114.917,-25.265281600
114.958,12.920475870
115.000,16.765762100
115.042,8.501050900
115.083,-1.447429600
115.125,-4.268150233
115.167,-3.756500067
115.208,-2.337604830
115.250,-21.725003200
115.292,-7.728595367
115.333,11.980930300
115.375,-26.989161770
115.417,7.177136533
115.458,-0.050942367
115.500,3.186316600
115.542,10.990555670
115.583,-12.159545100
115.625,25.981173970
115.667,4.038731233
115.708,-0.999959833
115.750,6.916414400
115.792,-23.387450200
115.833,-0.237874867
115.875,-12.071821500
115.917,1.926509267
115.958,-0.503729900
116.000,-3.118231630
116.042,-18.732727130
116.083,-12.306580870
116.125,0.948942200
116.167,15.788399900
116.208,-5.202789000
116.250,4.093023900
116.292,0.166176967
116.333,3.056341167
116.375,1.587813567
116.417,-0.611138533
116.458,2.431148967
116.500,-4.330172267
116.542,1.305007200
116.583,-0.344549400
116.625,-3.693412900
116.667,9.974150100
116.708,-1.211351200
116.750,2.007579900
116.792,-6.150757967
116.833,-9.378265367
116.875,-3.989545567
116.917,-2.025851500
116.958,-9.777086870
117.000,12.197432700
117.042,7.183421733
117.083,-3.538001633
117.125,-3.196434733
117.167,3.665988567
117.208,-3.617998033
117.250,-4.074805333
117.292,0.730919700
117.333,-1.489441833
117.375,-3.604620033
117.417,0.499131400
117.458,-3.986876933
117.500,-3.037835633
117.542,-2.152357933
117.583,0.210350000
117.625,3.612714533
117.667,-2.013577133
117.708,-2.973443933
117.750,7.275002730
117.792,-19.229695470
117.833,-2.603976600
117.875,-6.174841167
117.917,-5.437383670
117.958,9.837447070
118.000,-3.775406967
118.042,5.633372367
118.083,-0.048202933
118.125,-4.421202567
118.167,-4.625929400
118.208,-3.546074500
118.250,-6.411951633
118.292,-9.497452030
118.333,-3.874796533
118.375,-6.807412500
118.417,-0.820195300
118.458,-6.159224667
118.500,-1.771888500
118.542,1.467003333
118.583,-2.281305600
118.625,1.116790833
118.667,3.190730533
118.708,2.404278370
118.750,-11.275939430
118.792,4.106818600
118.833,0.945250933
118.875,-8.737366430
118.917,28.952801830
118.958,10.720091900
119.000,-4.070821400
119.042,3.701167800
119.083,-8.918267000
119.125,-2.867103167
119.167,20.004389970
119.208,-2.499132200
119.250,3.626312267
119.292,-1.166292867
119.333,0.871514867
119.375,2.468572100
119.417,4.144576700
119.458,-1.885856333
119.500,0.841049700
119.542,-2.038633500
119.583,-4.404553833
119.625,-1.404767200
119.667,-0.371148567
119.708,1.278055400
119.750,-18.041368400
119.792,-14.635677630
119.833,2.668116533
119.875,-0.636748570
119.917,20.920121300
119.958,-15.453642230
120.000,7.216407233
120.042,5.466866133
120.083,2.823112833
120.125,4.713671067
120.167,0.412390233
120.208,12.283765600
120.250,-7.432365600
120.292,-2.360663433
120.333,21.955172300
120.375,-11.431837900
120.417,5.045492067
120.458,2.095381800
120.500,-6.384140967
120.542,-2.836470800
120.583,-2.172442200
120.625,-1.741696967
120.667,-5.129626070
120.708,-13.416052130
120.750,-19.883667200
120.792,-2.962337967
120.833,-6.763811233
120.875,-3.778876600
120.917,-24.283193030
120.958,18.828480830
121.000,6.412667500
121.042,1.930593833
121.083,-1.690260000
121.125,1.409347633
121.167,-3.524862567
121.208,9.301427300
121.250,-5.442768200
121.292,-1.842288800
121.333,-3.842333500
121.375,-1.995327600
121.417,0.152541733
121.458,0.474355500
121.500,-0.460009700
121.542,0.810271400
121.583,2.059105300
121.625,1.418337100
121.667,-1.234785733
121.708,-2.470494100
121.750,-19.794477070
121.792,-14.394879800
121.833,3.035493400
121.875,-8.461783730
121.917,21.829889100
121.958,10.670133830
122.000,0.891466970
122.042,2.966237333
122.083,-2.594788167
122.125,-4.400753567
122.167,-5.822407867
122.208,17.421236130
122.250,-26.293410700
122.292,-9.830605900
122.333,-2.223205067
122.375,-11.477271270
122.417,14.130255800
122.458,-2.199237633
122.500,-0.268049333
122.542,-0.294658367
122.583,4.350149430
122.625,-9.637699233
122.667,2.986531933
122.708,-9.432016700
122.750,1.314144533
122.792,1.627817833
122.833,-0.985265733
122.875,-4.636370330
122.917,19.147046570
122.958,11.431958770
123.000,-4.480066200
123.042,-8.216516100
123.083,-1.921767467
123.125,-6.405030867
123.167,-10.180596630
123.208,-1.003439030
123.250,-22.615534570
123.292,-6.395559270
123.333,2.767300500
123.375,-1.579435633
123.417,6.546472067
123.458,-4.451257300
123.500,-0.018445367
123.542,2.797230067
123.583,0.828617067
123.625,-0.037362933
123.667,0.402103333
123.708,2.703645170
123.750,-8.700195867
123.792,-5.954619767
123.833,-2.368783633
123.875,-4.591200030
123.917,18.270000000
123.958,-18.834937700
124.000,10.521755670
124.042,3.891912933
124.083,1.840305733
124.125,0.580658200
124.167,-4.483925167
124.208,13.233579970
124.250,3.854976400
124.292,1.666922767
124.333,-0.081122733
124.375,0.304115267
124.417,1.265225867
124.458,-0.854631367
124.500,2.138948967
124.542,1.378106667
124.583,1.616042767
124.625,-0.514670433
124.667,4.028110233
124.708,-1.659091433
124.750,3.366270033
124.792,-5.382107100
124.833,2.481583233
124.875,-12.528339800
124.917,0.617276500
124.958,1.306034300
125.000,3.317661700
125.042,2.604752700
125.083,0.034615167
125.125,3.214297700
125.167,-0.072438633
125.208,15.012648700
125.250,1.000932533
125.292,1.387761800
125.333,-2.186652100
125.375,-1.181020900
125.417,-0.685656700
125.458,-0.095291900
125.500,0.074138300
125.542,-4.839782433
125.583,0.678338233
125.625,1.292974233
125.667,0.693250133
125.708,-2.077533033
125.750,-0.944656730
125.792,-18.471793070
125.833,3.207840600
125.875,-19.317665630
125.917,15.769604100
125.958,15.120854400
126.000,5.473818300
126.042,9.567187833
126.083,-4.214322100
126.125,-3.514539500
126.167,1.345002200
126.208,-2.813798233
126.250,-3.812414333
126.292,-12.750611830
126.333,1.717841800
126.375,-2.411650267
126.417,-0.761085733
126.458,-0.104298967
126.500,1.589573333
126.542,-0.541915667
126.583,0.654155067
126.625,3.275490900
126.667,-0.630608633
126.708,0.191963670
126.750,-17.578257970
126.792,-7.776280700
126.833,3.054742667
126.875,5.134418400
126.917,19.421949670
126.958,-15.575647730
127.000,2.580408067
127.042,9.618097567
127.083,3.382163933
127.125,9.185770133
127.167,0.955240833
127.208,10.163358070
127.250,0.084815233
127.292,2.607119500
127.333,-3.800675033
127.375,2.056791400
127.417,-0.475743933
127.458,1.113296600
127.500,1.585285100
127.542,1.951487100
127.583,-1.036723100
127.625,1.616286933
127.667,0.542455633
127.708,0.286623300
127.750,-0.945732570
127.792,-17.288897400
127.833,1.202479733
127.875,-17.939264270
127.917,10.895726700
127.958,17.465468800
128.000,6.910147133
128.042,7.368122933
128.083,1.681706200
128.125,-0.597219600
128.167,5.567115267
128.208,-1.803181800
128.250,1.102528633
128.292,-3.960284833
128.333,-3.453617067
128.375,-2.956809000
128.417,1.329407200
128.458,3.047403100
128.500,2.929405800
128.542,0.995323100
128.583,1.746043533
128.625,14.962211530
128.667,-28.952602430
128.708,-11.480856270
128.750,2.484317133
128.792,-3.113616900
128.833,-0.633274400
128.875,1.953553870
128.917,24.345236100
128.958,13.664440100
129.000,1.521435933
129.042,0.925950767
129.083,-2.976968533
129.125,-0.782946400
129.167,-1.474179100
129.208,-3.347529100
129.250,-0.772388500
129.292,-8.437152567
129.333,-6.892173167
129.375,-5.165065867
129.417,-4.361569500
129.458,-4.527344933
129.500,-2.142108367
129.542,-1.270780467
129.583,-3.457897900
129.625,-1.739311933
129.667,-2.707219833
129.708,0.799684200
129.750,-16.209384530
129.792,9.573378033
129.833,3.605704867
129.875,-19.252630400
129.917,17.672402530
129.958,2.605931233
130.000,6.612665600
130.042,3.183406133
130.083,1.510000133
130.125,11.349752930
130.167,2.106448533
130.208,2.521923867
130.250,-2.032582700
130.292,-4.652868167
130.333,-4.634935500
130.375,-0.945320633
130.417,-0.151392500
130.458,-5.813121967
130.500,-3.856133133
130.542,2.229671300
130.583,-1.960058433
130.625,-3.205516300
130.667,3.322721270
130.708,-15.898012470
130.750,-11.747069800
130.792,-0.837124767
130.833,0.731910500
130.875,-0.626526330
130.917,20.385051630
130.958,10.020426167
131.000,2.209176367
131.042,-3.016611933
131.083,-1.693871933
131.125,-4.719742967
131.167,-4.636193567
131.208,-0.301976833
131.250,-5.165463400
131.292,-18.375207700
131.333,10.060690867
131.375,-5.894120567
131.417,-3.788844400
131.458,0.728086000
131.500,-5.998341970
131.542,-26.315754270
131.583,0.604191567
131.625,4.341718267
131.667,20.301718100
131.708,-15.989806700
131.750,6.844352970
131.792,8.419468630
131.833,-16.114510530
131.875,-3.826595730
131.917,36.171175530
131.958,17.932913530
132.000,-0.387051667
132.042,1.371306433
132.083,4.289629367
132.125,-0.538033133
132.167,-2.359873467
132.208,-0.487456167
132.250,1.311477333
132.292,-3.827547133
132.333,0.535198067
132.375,-3.337967200
132.417,0.264367300
132.458,-1.203264000
132.500,1.021715100
132.542,2.446576900
132.583,-0.381672200
132.625,2.421603933
132.667,3.564909000
132.708,9.514334200
132.750,-21.861247670
132.792,-5.085750433
132.833,0.999895200
132.875,3.083904270
132.917,23.137867470
132.958,12.117957630
133.000,1.842698200
133.042,-0.258224500
133.083,-1.511457833
133.125,-2.097922133
133.167,0.719798600
133.208,-0.208815033
133.250,-5.754773200
133.292,-3.973696500
133.333,2.398168300
133.375,1.359015700
133.417,-0.573458633
133.458,3.938721033
133.500,-0.431474100
133.542,-0.196757733
133.583,-0.096474433
133.625,4.180361633
133.667,2.689958567
133.708,1.209567333
133.750,-4.327282333
133.792,6.845714930
133.833,-23.393923170
133.875,-6.948560470
133.917,27.935223500
133.958,3.751124000
134.000,0.072105300
134.042,1.333547633
134.083,0.682631333
134.125,-0.320819367
134.167,-1.608259867
134.208,0.517009167
134.250,-2.663988067
134.292,-4.086832100
134.333,-1.992184433
134.375,-6.066419100
134.417,-0.292764967
134.458,-1.450157700
134.500,1.271837133
134.542,0.432487433
134.583,1.865623367
134.625,0.158405867
134.667,-2.309527867
134.708,-2.626243433
134.750,6.519509530
134.792,-20.765051530
134.833,3.079147733
134.875,-4.351222470
134.917,7.705086200
134.958,9.895219033
135.000,4.345986333
135.042,-2.173884767
135.083,-0.845019967
135.125,0.291444267
135.167,-1.423551933
135.208,-3.753588767
135.250,-0.909854767
135.292,-5.704796133
135.333,-5.159952167
135.375,-4.118333767
135.417,1.658724833
135.458,-2.548748200
135.500,5.171556800
135.542,0.824382300
135.583,6.303604667
135.625,-2.761767833
135.667,-2.552769767
135.708,4.323777500
135.750,-19.406293570
135.792,-12.488074800
135.833,4.232486000
135.875,-6.799983730
135.917,27.763617370
135.958,14.454639870
136.000,0.175380033
136.042,-1.982808333
136.083,-0.505259133
136.125,-0.848979300
136.167,-0.389681433
136.208,-4.746637167
136.250,-4.913743167
136.292,1.962629167
136.333,1.394915333
136.375,-8.870087000
136.417,-3.973872567
136.458,2.069878233
136.500,0.692901367
136.542,7.383253667
136.583,3.106371900
136.625,-3.242240100
136.667,6.761292970
136.708,-20.649433630
136.750,-7.044177800
136.792,-0.203112333
136.833,0.470127033
136.875,-1.328934930
136.917,22.620449000
136.958,9.862192867
137.000,-1.696222867
137.042,4.466154167
137.083,-1.337722033
137.125,-1.014748933
137.167,-3.492948267
137.208,-2.024745300
137.250,-1.847728633
137.292,-4.802508267
137.333,-3.864708800
137.375,-7.385845300
137.417,-0.829367133
137.458,1.321326067
137.500,-0.840330433
137.542,-0.679451600
137.583,0.072714600
137.625,-1.117359700
137.667,3.253541800
137.708,-18.482911400
137.750,-10.211984800
137.792,0.427156533
137.833,-1.738992600
137.875,3.462033900
137.917,22.536924430
137.958,5.894677233
138.000,4.587468033
138.042,-0.544851700
138.083,-1.501585767
138.125,2.003930467
138.167,-0.190699233
138.208,1.194776600
138.250,-5.588188833
138.292,-3.543058367
138.333,-3.576930433
138.375,4.799502333
138.417,6.136028600
138.458,-4.271096267
138.500,-3.316532967
138.542,8.470828730
138.583,4.785607070
138.625,-17.516768300
138.667,-20.621124100
138.708,3.597919967
138.750,4.863276233
138.792,4.864274533
138.833,0.862879433
138.875,0.869389170
138.917,19.443594130
138.958,10.636867430
139.000,2.742510433
139.042,1.184338067
139.083,0.819179767
139.125,-0.195188933
139.167,-2.752031033
139.208,0.387068800
139.250,-2.046833067
139.292,-6.587844533
139.333,-2.127682033
139.375,-5.022901700
139.417,7.849845533
139.458,7.803034330
139.500,-2.728898630
139.542,-12.265220630
139.583,-11.039770830
139.625,-7.130558700
139.667,0.100049033
139.708,-0.994846200
139.750,6.815589133
139.792,-0.652555100
139.833,0.964387067
139.875,-0.499301170
139.917,23.627779700
139.958,13.660589600
140.000,4.088880133
140.042,-0.643412200
140.083,0.150581333
140.125,-0.021222567
140.167,0.261278867
140.208,4.598613200
140.250,-3.443131200
140.292,-0.662279867
140.333,-3.198926500
140.375,-5.409368433
140.417,-3.269982233
140.458,-4.050142700
140.500,-4.916582200
140.542,-0.408331667
140.583,-7.763930633
140.625,1.523617570
140.667,-15.984055630
140.708,-11.066005870
140.750,0.249833100
140.792,1.303461233
140.833,1.135947400
140.875,0.166101530
140.917,26.616830800
140.958,7.949066367
141.000,6.909178633
141.042,0.731685800
141.083,-1.692234000
141.125,1.482370933
141.167,1.254532033
141.208,2.026726267
141.250,-1.102023433
141.292,-4.684117767
141.333,-4.987024600
141.375,-4.455029100
141.417,1.440970633
141.458,-3.943605433
141.500,-4.525815100
141.542,2.726463633
141.583,0.917890233
141.625,1.811056370
141.667,-19.855502300
141.708,-7.308610933
141.750,-2.067276400
141.792,2.364859500
141.833,2.570587500
141.875,-2.304448630
141.917,23.731960670
141.958,12.865634970
142.000,1.318400000
142.042,-1.148405600
142.083,-3.612466600
142.125,-0.912899767
142.167,-4.014468333
142.208,-7.763877567
142.250,0.902377067
142.292,-2.631292767
142.333,-3.799786600
142.375,-3.964132400
142.417,-1.008621167
142.458,5.569646867
142.500,5.674909667
142.542,-1.615068700
142.583,-21.102745170
142.625,1.115995770
142.667,1.149979467
142.708,-5.472656467
142.750,8.994230570
142.792,-7.036423767
142.833,-3.736118767
142.875,5.540666470
142.917,24.384601870
142.958,11.129031800
143.000,-3.712188433
143.042,2.310265367
143.083,0.417261267
143.125,-2.990229833
143.167,3.829993000
143.208,-1.513830433
143.250,-2.502000267
143.292,-4.517861533
143.333,-2.183624933
143.375,2.529646500
143.417,-3.924531967
143.458,-2.276169267
143.500,-2.088600767
143.542,-2.917257267
143.583,-4.814102067
143.625,1.107654630
143.667,-16.315212930
143.708,-6.723736733
143.750,-3.445970367
143.792,2.033225767
143.833,-0.051441467
143.875,1.065738330
143.917,22.206427230
143.958,9.002716800
144.000,-0.626181133
144.042,3.571274167
144.083,2.298893367
144.125,2.854683000
144.167,1.539336267
144.208,1.120280367
144.250,0.366551833
144.292,1.109847933
144.333,1.835079733
144.375,1.178824200
144.417,1.083842967
144.458,3.897603300
144.500,3.567189400
144.542,3.688948200
144.583,6.166525467
144.625,4.301028733
144.667,0.313215233
144.708,2.323712870
144.750,-14.590107170
144.792,-12.167820670
144.833,11.974466900
144.875,-1.332717570
144.917,34.781045030
144.958,24.423281700
145.000,2.518737067
145.042,5.822417667
145.083,3.033896367
145.125,3.114037133
145.167,0.872589500
145.208,4.758108700
145.250,-23.249136130
145.292,-7.125958470
145.333,25.013017430
145.375,-2.281338767
145.417,0.188990967
145.458,1.892056067
145.500,2.545663133
145.542,5.874764267
145.583,6.402145467
145.625,4.804893900
145.667,13.958476300
145.708,-13.417902030
145.750,-8.126892333
145.792,5.679100600
145.833,0.601503700
145.875,1.385009130
145.917,26.025985830
145.958,12.748259600
146.000,3.739848033
146.042,3.883291833
146.083,-0.421330367
146.125,1.388312267
146.167,-0.681276967
146.208,1.527706700
146.250,0.605965667
146.292,-8.180256333
146.333,-0.486598700
146.375,1.917604367
146.417,-3.586211267
146.458,0.125714367
146.500,0.125030033
146.542,4.209380400
146.583,1.783974967
146.625,0.894619167
146.667,0.010321400
146.708,5.897150300
146.750,-14.967612630
146.792,-12.852851530
146.833,2.802322433
146.875,-0.533130800
146.917,20.428310730
146.958,9.166425333
147.000,4.333168500
147.042,-1.396916733
147.083,3.476762633
147.125,-1.660166567
147.167,4.890900700
147.208,-0.715841533
147.250,4.164381300
147.292,0.276264167
147.333,-1.344309767
147.375,-3.167741000
147.417,4.806830833
147.458,1.393308000
147.500,0.972599900
147.542,4.927391133
147.583,1.072440867
147.625,5.746197700
147.667,-17.263233000
147.708,-6.475783367
147.750,4.344631767
147.792,4.722375867
147.833,5.025138233
147.875,6.571398430
147.917,22.784401130
147.958,13.005355430
148.000,4.741262033
148.042,2.835122933
148.083,2.262841733
148.125,-1.546188967
148.167,0.573792000
148.208,-4.633835167
148.250,1.375010100
148.292,3.898225733
148.333,0.693488900
148.375,-2.686568333
148.417,-2.352906833
148.458,1.815542700
148.500,-1.509792500
148.542,-0.407635933
148.583,2.574885400
148.625,-3.915923633
148.667,4.959644933
148.708,1.348057000
148.750,12.577992600
148.792,-17.177377200
148.833,-3.376331100
148.875,-22.231463370
148.917,37.075838430
148.958,-10.602485130
149.000,6.722585400
149.042,5.989288400
149.083,4.921931900
149.125,5.970475000
149.167,1.281819600
149.208,13.000613600
149.250,1.743093100
149.292,-3.086439800
149.333,5.011525333
149.375,6.836823433
149.417,6.565080333
149.458,14.748695130
149.500,10.467284230
149.542,4.280085167
149.583,-0.826874533
149.625,5.585965467
149.667,5.109180267
149.708,8.178671100
149.750,10.023588400
149.792,-10.547935500
149.833,12.632498500
149.875,-14.923516300
149.917,13.112072500
149.958,18.155673900
150.000,14.151298870
150.042,10.971218570
150.083,1.824776233
150.125,9.790140667
150.167,4.849813400
150.208,9.103099930
150.250,2.758894500
150.292,10.953268930
150.333,-20.380271530
150.375,-2.342494430
150.417,30.307890170
150.458,2.552530500
150.500,14.674798330
150.542,9.472340367
150.583,5.190638233
150.625,0.845411133
150.667,6.014213630
150.708,-14.310410570
150.750,5.199732570
150.792,-0.126538433
150.833,0.742466933
150.875,0.703801970
150.917,26.251382100
150.958,-12.765259630
151.000,18.157247900
151.042,-0.173994567
151.083,4.427540367
151.125,1.242953767
151.167,-1.688964533
151.208,9.048108730
151.250,4.583127833
151.292,6.218112567
151.333,4.190339067
151.375,1.636811133
151.417,3.277804233
151.458,-0.204524533
151.500,7.505505667
151.542,3.557710333
151.583,5.466629367
151.625,0.933081033
151.667,4.821783900
151.708,1.531263567
151.750,-2.891743167
151.792,3.684844333
151.833,5.176576700
151.875,-11.030037630
151.917,-0.829722367
151.958,-1.583307367
152.000,0.077158200
152.042,0.566893733
152.083,2.049867633
152.125,0.986615633
152.167,1.268138367
152.208,5.949936733
152.250,3.566351800
152.292,12.337333730
152.333,0.018658830
152.375,2.382209430
152.417,0.510681100
152.458,-1.218426567
152.500,9.849550600
152.542,7.200179767
152.583,1.912301267
152.625,2.093811567
152.667,6.033082733
152.708,27.014811170
152.750,19.976636500
152.792,24.250202270
152.833,15.102562900
152.875,-32.667585730
152.917,-8.917504300
152.958,-27.628893730
153.000,-3.610508300
153.042,9.392068170
153.083,1.132715700
153.125,4.983396667
153.167,2.386696900
153.208,22.807317200
153.250,1.303248133
153.292,-4.691468333
153.333,12.429303730
153.375,-9.513530200
153.417,8.119423567
153.458,-4.088924270
153.500,-3.015064133
153.542,17.648679770
153.583,4.933128600
153.625,4.781836800
153.667,1.130545867
153.708,20.470731570
153.750,23.388141700
153.792,22.737356330
153.833,22.411970530
153.875,-47.088112730
153.917,-19.772246170
153.958,7.786258200
154.000,-6.061751100
154.042,1.743920400
154.083,2.993444067
154.125,5.751288667
154.167,-2.035506000
154.208,16.705666770
154.250,14.350182730
154.292,5.691418433
154.333,-1.273632633
154.375,5.421802300
154.417,8.141371000
154.458,1.374596367
154.500,9.886865767
154.542,1.105378000
154.583,5.528276833
154.625,-4.994284570
154.667,2.589701370
154.708,35.012067370
154.750,5.558334070
154.792,5.784534970
154.833,19.966088130
154.875,-42.183286530
154.917,0.909725967
154.958,-6.197719200
155.000,1.240002967
155.042,-3.624051733
155.083,1.527598567
155.125,-3.260206333
155.167,0.052314533
155.208,14.763283770
155.250,9.816690233
155.292,-5.419703633
155.333,-2.232252633
155.375,2.840429267
155.417,6.393398100
155.458,8.079296800
155.500,-1.921494400
155.542,-3.324548267
155.583,3.981403700
155.625,-23.511228900
155.667,28.396181400
155.708,-7.321081030
155.750,-5.543835230
155.792,-5.596145333
155.833,7.197478930
155.875,-18.413107800
155.917,37.219013830
155.958,-19.747370230
156.000,21.675606100
156.042,9.785988933
156.083,1.704988433
156.125,2.832991433
156.167,-0.138569733
156.208,29.010068030
156.250,-4.679920867
156.292,-17.608220970
156.333,16.696094800
156.375,3.624783100
156.417,11.007189000
156.458,12.996274600
156.500,1.345036700
156.542,4.398021267
156.583,8.159531567
156.625,4.469114367
156.667,33.915483500
156.708,-19.665765170
156.750,-25.586499830
156.792,1.808653070
156.833,-16.719015630
156.875,26.952474270
156.917,5.105162467
156.958,37.696261600
157.000,2.907469133
157.042,1.680010667
157.083,3.737806400
157.125,1.146943367
157.167,-8.055989300
157.208,12.448402000
157.250,9.538688033
157.292,-7.871653130
157.333,-8.090667000
157.375,9.769007667
157.417,4.332685900
157.458,-0.079902433
157.500,0.161926167
157.542,-5.627000333
157.583,5.372207933
157.625,20.736244770
157.667,18.319225400
157.708,-34.263113670
157.750,-6.613846370
157.792,11.932063570
157.833,11.447200370
157.875,-6.033205800
157.917,54.606291000
157.958,-18.999742070
158.000,7.047605233
158.042,3.435948667
158.083,3.872530267
158.125,0.662689867
158.167,1.523405500
158.208,24.440623700
158.250,10.054818567
158.292,9.413770367
158.333,-9.889665767
158.375,1.827006133
158.417,3.026998500
158.458,6.405380167
158.500,6.133609900
158.542,5.150856300
158.583,5.317986800
158.625,1.386823433
158.667,13.886169970
158.708,16.842353330
158.750,-5.577438900
158.792,15.998469470
158.833,3.700877130
158.875,-15.022693630
158.917,-44.074713330
158.958,31.950667670
159.000,-7.887589200
159.042,4.254435133
159.083,-3.856185200
159.125,4.727419633
159.167,7.037983933
159.208,57.214014670
159.250,10.798008370
159.292,-33.428231730
159.333,-11.627521430
159.375,16.588587130
159.417,4.701417670
159.458,6.121390233
159.500,15.168883330
159.542,15.962630700
159.583,13.028264100
159.625,11.045316830
159.667,5.563208800
159.708,9.918164130
159.750,14.640413830
159.792,38.018602400
159.833,20.469703070
159.875,-6.819233200
159.917,26.736387030
159.958,-2.197383730
160.000,6.679347700
160.042,1.420576200
160.083,5.232060733
160.125,3.945101300
160.167,2.798705033
160.208,36.655987730
160.250,13.224375100
160.292,-11.033013400
160.333,-29.582956900
160.375,-16.874007670
160.417,10.891782500
160.458,18.726928600
160.500,-5.045534000
160.542,17.481681700
160.583,0.866193170
160.625,6.060844033
160.667,12.100288700
160.708,9.593082467
160.750,22.172123630
160.792,13.769565730
160.833,10.673805570
160.875,-13.665309930
160.917,50.427545130
160.958,14.130846270
161.000,-13.798291930
161.042,2.082235933
161.083,1.260644867
161.125,23.983847730
161.167,4.533631633
161.208,2.171645400
161.250,6.006362400
161.292,-20.538876830
161.333,17.163818700
161.375,11.282321230
161.417,7.006061470
161.458,4.773202970
161.500,11.503059670
161.542,-20.976348100
161.583,17.120893330
161.625,2.582608167
161.667,10.800269430
161.708,13.888868430
161.750,8.307352600
161.792,5.558679900
161.833,13.432377730
161.875,13.333828230
161.917,7.865737100
161.958,17.942860900
162.000,21.060581570
162.042,2.553514167
162.083,-3.841021633
162.125,0.095436400
162.167,9.680775670
162.208,7.821617870
162.250,-9.202478400
162.292,-2.409645633
162.333,3.026326300
162.375,23.110539300
162.417,9.206145800
162.458,2.963854467
162.500,22.003558000
162.542,-62.549443770
162.583,-4.647662470
162.625,3.688309270
162.667,-1.043662567
162.708,12.272476870
162.750,7.690528270
162.792,6.716607067
162.833,11.470134200
162.875,8.269331467
162.917,15.485152600
162.958,-21.133119830
163.000,38.841950230
163.042,18.241220170
163.083,-1.283313267
163.125,-3.199838333
163.167,1.931189800
163.208,8.201736770
163.250,12.459323170
163.292,7.464250400
163.333,-20.317032970
163.375,1.835362870
163.417,5.491553833
163.458,5.380761900
163.500,10.011624930
163.542,12.677086630
163.583,14.990125770
163.625,5.819543233
163.667,11.797356370
163.708,9.157904170
163.750,10.330599200
163.792,10.889220100
163.833,4.523606670
163.875,-20.716494470
163.917,45.506744370
163.958,-18.860785930
164.000,23.493753530
164.042,2.879933333
164.083,3.537418533
164.125,-0.802405467
164.167,20.958285330
164.208,16.296586600
164.250,10.310898830
164.292,8.272618430
164.333,-28.405638630
164.375,-5.718918600
164.417,1.730416670
164.458,10.565344270
164.500,8.201182300
164.542,15.734953830
164.583,5.237172333
164.625,9.630033100
164.667,9.647080530
164.708,6.946773900
164.750,10.298951330
164.792,13.516448170
164.833,-3.677454130
164.875,16.895927730
164.917,-26.201517100
164.958,16.834878830
165.000,5.616083467
165.042,-2.015445767
165.083,1.726789233
165.125,2.147533433
165.167,-0.400147900
165.208,55.922863200
165.250,14.784637900
165.292,-9.997768570
165.333,-17.820448770
165.375,-9.213347333
165.417,1.935189400
165.458,22.660216770
165.500,-7.031098970
165.542,5.026333367
165.583,9.341921670
165.625,10.678523300
165.667,11.001353000
165.708,10.262911700
165.750,5.156388700
165.792,11.626565570
165.833,10.686634630
165.875,4.918839970
165.917,-5.059514630
165.958,23.789350700
166.000,12.318612870
166.042,1.720374867
166.083,1.764273167
166.125,-4.820237767
166.167,-2.106943467
166.208,39.380262930
166.250,24.227805900
166.292,-12.733159470
166.333,-29.255999530
166.375,11.193866230
166.417,1.028151867
166.458,10.749016600
166.500,7.715222900
166.542,9.436210800
166.583,-9.323320200
166.625,13.028718770
166.667,8.251799233
166.708,11.876213970
166.750,6.685564033
166.792,10.268965970
166.833,7.703862900
166.875,-25.044664330
166.917,40.997685370
166.958,15.864885400
167.000,-4.477169030
167.042,6.084876900
167.083,-1.549514933
167.125,2.377098400
167.167,-2.776395233
167.208,21.519268970
167.250,26.576405070
