$Lewiston qdt year 2017 YC 06/22/22,
170.917,45.436552230
170.958,13.304510100
171.000,26.856228800
171.042,18.231520570
171.083,15.151492530
171.125,18.702867570
171.167,15.773493470
171.208,-64.458852130
171.250,76.856801700
171.292,12.681389870
171.333,6.882023233
171.375,-4.627144200
171.417,11.081598300
171.458,11.293383030
171.500,5.886277800
171.542,12.988137130
171.583,8.226954067
171.625,-41.669484870
171.667,6.210663900
171.708,27.089685530
171.750,3.229351630
171.792,55.067388630
171.833,42.186827900
171.875,15.603334130
171.917,29.097614930
171.958,10.686826770
172.000,14.059106970
172.042,38.275189100
172.083,13.774651530
172.125,-5.992206433
172.167,-6.334525900
172.208,-3.730444600
172.250,18.679888330
172.292,8.569963000
172.333,13.859322830
172.375,-1.201270900
172.417,1.250259200
172.458,-5.458024270
172.500,20.042274830
172.542,-33.726034800
172.583,2.507004900
172.625,10.055663370
172.667,71.832098530
172.708,-2.312383030
172.750,65.967278730
172.792,-9.805606230
172.833,11.229390330
172.875,21.999406900
172.917,34.662299470
172.958,24.084730370
173.000,35.517026500
173.042,-5.950804100
173.083,-12.964776800
173.125,-8.701111600
173.167,19.226522500
173.208,9.513152900
173.250,-0.942136100
173.292,42.740715600
173.333,33.040576900
173.375,-3.519730933
173.417,-37.099405200
173.458,-24.171038800
173.500,20.084921600
173.542,32.214017930
173.583,24.540897670
173.625,24.444384370
173.667,17.244248470
173.708,20.554049600
173.750,13.394402930
173.792,16.587078270
173.833,21.742238170
173.875,19.389865800
173.917,21.934999270
173.958,60.893692970
174.000,9.315440770
174.042,40.472936670
174.083,16.115696900
174.125,19.515289700
174.167,-22.567098830
174.208,-63.378186730
174.250,-0.435388530
174.292,95.504252600
174.333,-4.096138530
174.375,53.236822870
174.417,32.948095930
174.458,15.153842800
174.500,-4.198262600
174.542,0.347930070
174.583,-3.932264070
174.625,17.090368470
174.667,23.399448030
174.708,30.491676970
174.750,15.975976000
174.792,25.090579470
174.833,26.658119930
174.875,57.485921130
174.917,4.218121170
174.958,57.556372170
175.000,20.167209870
175.042,25.927684300
175.083,-40.251130930
175.125,4.433240630
175.167,-14.106325270
175.208,-35.431020970
175.250,8.241085770
175.292,65.301952170
175.333,14.200706830
175.375,62.477864530
175.417,53.026741130
175.458,2.489120570
175.500,17.123111770
175.542,-15.841358070
175.583,-19.957636630
175.625,-5.944227900
175.667,10.321933330
175.708,25.214331300
175.750,28.382039670
175.792,18.427813070
175.833,22.711005530
175.875,31.532659630
175.917,65.773860500
175.958,5.677386700
176.000,-6.631573800
176.042,-4.985789933
176.083,19.781563170
176.125,11.157136770
176.167,5.584469567
176.208,-38.304529870
176.250,28.046996130
176.292,38.045927100
176.333,-11.623060930
176.375,44.245679970
176.417,61.383644070
176.458,15.117935470
176.500,-42.219846530
176.542,18.738346200
176.583,-9.076124770
176.625,20.352737070
176.667,17.520724230
176.708,23.080704270
176.750,17.617839370
176.792,21.820611730
176.833,22.011362470
176.875,64.295530370
176.917,2.101918330
176.958,20.788059030
177.000,20.343565030
177.042,6.011550400
177.083,16.274234600
177.125,14.925238230
177.167,-24.103144470
177.208,3.773731600
177.250,22.256874370
177.292,11.043513370
177.333,68.587636200
177.375,29.197769370
177.417,20.997709700
177.458,29.840318970
177.500,-1.938732170
177.542,-6.501825900
177.583,20.143887800
177.625,12.072334430
177.667,19.387496800
177.708,17.633913630
177.750,21.307060270
177.792,20.057696970
177.833,20.249651200
177.875,19.375154500
177.917,18.406065500
177.958,21.054131130
178.000,19.591612630
178.042,20.858642270
178.083,22.740343370
178.125,20.391220070
178.167,17.449093370
178.208,16.982560070
178.250,22.834084230
178.292,46.064207370
178.333,-13.905583600
178.375,10.151681630
178.417,-4.203665530
178.458,9.856622930
178.500,14.689348030
178.542,10.741444270
178.583,20.121138100
178.625,10.766278230
178.667,-22.589598170
178.708,53.662719500
178.750,33.568824500
178.792,19.878565800
178.833,17.090510630
178.875,5.205828730
178.917,23.422572870
178.958,16.425996970
179.000,15.718538370
179.042,17.305014470
179.083,19.899554170
179.125,15.234079030
179.167,22.121652630
179.208,20.173126700
179.250,16.051065200
179.292,52.905307270
179.333,-47.096330730
179.375,25.765011370
179.417,2.985226830
179.458,14.296499570
179.500,6.446849767
179.542,-9.028922800
179.583,18.364600370
179.625,2.214508400
179.667,4.473938433
179.708,36.461035170
179.750,53.074623270
179.792,25.844373270
179.833,12.465917270
179.875,10.219548000
179.917,16.527323270
179.958,10.790007370
180.000,13.225868800
180.042,16.477534470
180.083,17.843034630
180.125,14.370037230
180.167,15.986746830
180.208,23.183082230
180.250,-14.818599000
180.292,24.901679170
180.333,10.423008570
180.375,2.511011470
180.417,16.425639070
180.458,12.121254000
180.500,5.732144267
180.542,-13.337677230
180.583,7.393195630
180.625,6.927330867
180.667,45.958335170
180.708,28.423844030
180.750,38.493771970
180.792,9.464099570
180.833,15.193491170
180.875,15.402317370
180.917,16.547975730
180.958,6.924713667
181.000,-18.893751200
181.042,24.347491030
181.083,8.624382930
181.125,19.217184100
181.167,50.074126970
181.208,29.715908430
181.250,42.455046900
181.292,19.804618330
181.333,-31.890510870
181.375,12.883580870
181.417,-11.864692530
181.458,28.699108530
181.500,4.545244467
181.542,-7.342509500
181.583,17.489501400
181.625,-2.376402330
181.667,5.267031300
181.708,44.121110130
181.750,51.312699770
181.792,-4.714370470
181.833,41.076730000
181.875,-4.665975470
181.917,15.204902500
181.958,10.352964970
182.000,17.661451800
182.042,17.058376700
182.083,18.098113500
182.125,11.821047630
182.167,-23.581886630
182.208,-1.706561800
182.250,24.945138970
182.292,28.904740930
182.333,20.099049230
182.375,20.708098200
182.417,6.844728200
182.458,8.573883800
182.500,3.752085433
182.542,-14.103353330
182.583,35.135084800
182.625,9.857379770
182.667,46.715904800
182.708,7.115396330
182.750,20.570406970
182.792,4.016544930
182.833,16.327663330
182.875,16.163071630
182.917,15.180696700
182.958,15.547796830
183.000,8.706671370
183.042,-21.783796600
183.083,7.403134000
183.125,6.429748770
183.167,12.889375000
183.208,14.842161130
183.250,15.716332800
183.292,38.797087900
183.333,4.023441833
183.375,39.264100530
183.417,33.610597500
183.458,22.387199800
183.500,2.028969070
183.542,33.378664700
183.583,-32.676717470
183.625,-38.502950630
183.667,4.912439400
183.708,12.700638330
183.750,-17.338494830
183.792,25.580653330
183.833,55.444524570
183.875,37.948360670
183.917,29.034451800
183.958,9.930394200
184.000,18.532585400
184.042,10.230256130
184.083,19.191302600
184.125,13.721503470
184.167,19.621011470
184.208,-21.117313600
184.250,-7.606888070
184.292,38.993575400
184.333,16.792368800
184.375,13.349872170
184.417,8.881197700
184.458,11.155860300
184.500,4.493684567
184.542,10.747882930
184.583,5.628345300
184.625,6.327349500
184.667,-3.435626467
184.708,-41.692311700
184.750,49.839244070
184.792,18.260981100
184.833,11.130749870
184.875,44.444334970
184.917,17.980458630
184.958,25.478241000
185.000,21.702894030
185.042,17.784832100
185.083,11.363773700
185.125,13.431483000
185.167,17.818887730
185.208,11.726711870
185.250,-0.474707667
185.292,0.874145000
185.333,17.969417600
185.375,3.097474367
185.417,13.475280500
185.458,18.195934800
185.500,6.734467970
185.542,6.564713900
185.583,-0.684065800
185.625,-29.134461400
185.667,0.856535730
185.708,33.356555970
185.750,5.120697130
185.792,49.445475730
185.833,14.377974600
185.875,39.880367500
185.917,12.019325770
185.958,29.186140970
186.000,14.568718800
186.042,20.113174670
186.083,12.378326930
186.125,11.351127430
186.167,15.419931430
186.208,19.698911770
186.250,-35.379942030
186.292,33.523797800
186.333,9.984178600
186.375,14.741354030
186.417,4.292903533
186.458,9.521556567
186.500,9.347758167
186.542,-2.463427867
186.583,11.585762200
186.625,-48.132232630
186.667,20.915804300
186.708,25.328637030
186.750,32.419864370
186.792,5.730743670
186.833,18.424507770
186.875,51.081194930
186.917,5.196657800
186.958,31.168341100
187.000,20.167637100
187.042,10.914019830
187.083,16.362566970
187.125,17.516363600
187.167,13.986775130
187.208,-17.845273930
187.250,23.392463200
187.292,10.617380670
187.333,7.682780867
187.375,7.553221167
187.417,-0.220807733
187.458,3.238678500
187.500,5.367486170
187.542,1.544152100
187.583,-3.877647830
187.625,5.730340030
187.667,6.259211233
187.708,9.006059600
187.750,39.273187600
187.792,7.382742500
187.833,26.252651330
187.875,34.877285030
187.917,38.257325700
187.958,17.026409800
188.000,10.136748730
188.042,10.894627500
188.083,13.044091600
188.125,19.391634100
188.167,-42.590241970
188.208,9.598716970
188.250,31.989467130
188.292,18.096127130
188.333,12.624978500
188.375,6.330489830
188.417,4.116790300
188.458,5.785853400
188.500,-11.584000870
188.542,4.014249830
188.583,9.439182130
188.625,-2.493806230
188.667,3.370328533
188.708,10.810265230
188.750,22.852980970
188.792,16.584081330
188.833,40.877676230
188.875,27.648422630
188.917,30.998535270
188.958,22.876281700
189.000,-21.382365970
189.042,-2.526673670
189.083,-16.241042030
189.125,16.828673630
189.167,8.577186933
189.208,17.677313400
189.250,28.101516900
189.292,9.485842833
189.333,18.938054670
189.375,5.302697233
189.417,6.353527467
189.458,3.270974767
189.500,8.071205900
189.542,0.149513433
189.583,21.832791470
189.625,28.012856730
189.667,-3.071733867
189.708,-15.867702130
189.750,10.181074370
189.792,-5.354633430
189.833,23.049666630
189.875,33.931327500
189.917,-20.617022800
189.958,42.555294700
190.000,0.121839567
190.042,23.665191870
190.083,-0.121010700
190.125,-11.719896030
190.167,17.973919000
190.208,-8.482285967
190.250,3.933483867
190.292,8.671703033
190.333,29.057062530
190.375,3.936926967
190.417,21.349738200
190.458,4.205742400
190.500,8.232068500
190.542,-3.310990633
190.583,-25.925972770
190.625,29.420889730
190.667,7.660097400
190.708,7.209735400
190.750,27.674108230
190.792,13.536710400
190.833,14.962718800
190.875,27.088615070
190.917,-7.223599800
190.958,32.181749770
191.000,8.457755367
191.042,18.265901770
191.083,-6.269505567
191.125,8.557069230
191.167,9.239851633
191.208,1.564787533
191.250,7.118915700
191.292,5.128358833
191.333,6.594033533
191.375,5.626158333
191.417,1.200221433
191.458,-14.065690730
191.500,-16.200516030
191.542,22.272982470
191.583,32.076053400
191.625,-2.192088900
191.667,15.091743630
191.708,18.388356030
191.750,17.574729200
191.792,16.561943630
191.833,14.978519300
191.875,14.939781530
191.917,18.911645800
191.958,38.120757470
192.000,12.309292200
192.042,21.031819130
192.083,15.097955100
192.125,-18.595001700
192.167,-11.856584600
192.208,-8.471670130
192.250,32.325621330
192.292,30.554604770
192.333,9.009016333
192.375,12.098439700
192.417,8.126887533
192.458,10.911889870
192.500,0.818329367
192.542,-11.809322370
192.583,2.500571330
192.625,20.305910000
192.667,25.506054970
192.708,-2.446439600
192.750,4.699726600
192.792,2.010025930
192.833,13.752753430
192.875,28.861105270
192.917,30.597441170
192.958,-33.262383570
193.000,-4.014424330
193.042,11.042877130
193.083,5.180058933
193.125,9.937412333
193.167,14.705156400
193.208,12.656520900
193.250,26.361137370
193.292,6.553178570
193.333,12.967099130
193.375,8.440382867
193.417,4.004670667
193.458,6.648153067
193.500,-2.338708100
193.542,-15.622881870
193.583,14.180769770
193.625,-9.927995433
193.667,23.900196800
193.708,-10.129390370
193.750,20.523921700
193.792,17.964363270
193.833,24.104201600
193.875,32.851632500
193.917,25.598686300
193.958,27.905867000
194.000,-14.187560400
194.042,-30.408095630
194.083,3.532367070
194.125,8.825301270
194.167,10.361863170
194.208,7.352445367
194.250,11.875642030
194.292,31.242284700
194.333,0.738385967
194.375,7.118227567
194.417,9.569471700
194.458,7.894654800
194.500,-0.298143200
194.542,-11.620085430
194.583,6.388428700
194.625,3.056795067
194.667,24.164998000
194.708,-25.297875570
194.750,18.293715570
194.792,24.541440300
194.833,15.596204770
194.875,17.233876400
194.917,38.102230800
194.958,7.260771200
195.000,20.209772300
195.042,-21.751674930
195.083,18.963969070
195.125,-9.951978100
195.167,12.548374300
195.208,6.132754567
195.250,7.891789867
195.292,-1.287781733
195.333,13.475315400
195.375,6.926658367
195.417,7.871103400
195.458,9.679153500
195.500,6.943949800
195.542,7.965501500
195.583,7.468396200
195.625,2.894378533
195.667,5.293901300
195.708,3.370440400
195.750,40.684178130
195.792,26.605756570
195.833,12.266126600
195.875,40.733763770
195.917,-0.194465300
195.958,7.651513000
196.000,6.639885600
196.042,-41.378983000
196.083,6.798521300
196.125,-11.175439900
196.167,11.199011200
196.208,7.326811200
196.250,12.139717400
196.292,6.634011100
196.333,7.329107000
196.375,8.311526000
196.417,8.466538200
196.458,6.461390967
196.500,3.650353467
196.542,10.766090330
196.583,13.199849330
196.625,1.578505567
196.667,1.040305600
196.708,5.934778600
196.750,29.697254470
196.792,35.840598570
196.833,49.882424170
196.875,-14.199928530
196.917,-1.599360570
196.958,12.070570030
197.000,-22.120865230
197.042,-5.184499670
197.083,-33.642846130
197.125,18.164350070
197.167,17.524118930
197.208,11.134092970
197.250,13.192153800
197.292,7.051298000
197.333,-16.460542600
197.375,38.468963370
197.417,18.186324500
197.458,30.160458200
197.500,14.638640630
197.542,12.930382000
197.583,-0.348920770
197.625,10.831997500
197.667,-35.210794130
197.708,-13.063358800
197.750,14.983005030
197.792,6.634477430
197.833,10.550295630
197.875,9.325428633
197.917,8.879225233
197.958,4.508679200
198.000,6.989634467
198.042,4.263185100
198.083,6.148753500
198.125,7.810443200
198.167,6.777052433
198.208,0.439895700
198.250,12.273691100
198.292,8.496450030
198.333,3.918892767
198.375,2.752105467
198.417,25.610851600
198.458,35.860442470
198.500,28.622362870
198.542,16.043863600
198.583,4.604583870
198.625,4.876585470
198.667,-5.976209533
198.708,-25.772157830
198.750,5.785312670
198.792,8.411196930
198.833,11.053310370
198.875,10.824224670
198.917,1.444760333
198.958,8.433549430
199.000,3.063373133
199.042,3.786481633
199.083,6.744084967
199.125,7.150624733
199.167,5.627326133
199.208,5.028335633
199.250,5.612473533
199.292,8.965821767
199.333,2.997465800
199.375,6.967204467
199.417,5.426868733
199.458,19.634815130
199.500,17.423903500
199.542,48.619891770
199.583,1.182751870
199.625,7.607114130
199.667,10.822025270
199.708,13.057583630
199.750,-45.203952600
199.792,17.548885400
199.833,-23.876540200
199.875,0.079307870
199.917,16.815725830
199.958,16.062979330
200.000,-1.143389667
200.042,17.416365900
200.083,37.157756870
200.125,37.073073070
200.167,6.477969530
200.208,-26.985963730
200.250,-3.034863633
200.292,33.816216830
200.333,6.255098900
200.375,6.801426867
200.417,13.401063730
200.458,0.243731433
200.500,0.813986967
200.542,-17.090003170
200.583,2.672389370
200.625,-7.517054230
200.667,6.962230630
200.708,6.824317900
200.750,2.535133967
200.792,37.118741170
200.833,36.496484430
200.875,5.944903500
200.917,34.912234670
200.958,-2.010631170
201.000,6.373323170
201.042,13.412669400
201.083,-27.915900500
201.125,-14.051367100
201.167,4.850756300
201.208,9.081588167
201.250,16.416202870
201.292,25.498774670
201.333,14.178617970
201.375,11.831277100
201.417,9.928497200
201.458,-4.065772167
201.500,2.850394833
201.542,-19.680280300
201.583,17.549725530
201.625,-3.204893600
201.667,1.840879100
201.708,3.242467200
201.750,7.023258833
201.792,4.824700833
201.833,5.661140800
201.875,6.159226200
201.917,3.617274500
201.958,27.977032930
202.000,28.254548270
202.042,51.527121430
202.083,-1.724039000
202.125,-28.557506600
202.167,-6.046743667
202.208,-9.843697300
202.250,41.042798430
202.292,4.018832967
202.333,21.763303700
202.375,-5.417406567
202.417,5.492175667
202.458,3.134635367
202.500,-8.064913233
202.542,-26.661616200
202.583,10.959705530
202.625,-0.826451800
202.667,4.582289933
202.708,1.707977767
202.750,11.269250030
202.792,8.539557100
202.833,5.133897533
202.875,12.791733630
202.917,23.858080070
202.958,27.590301770
203.000,49.103517470
203.042,-28.454455030
203.083,-8.211253933
203.125,-5.937304230
203.167,2.715141333
203.208,8.978706600
203.250,19.824063700
203.292,11.466998730
203.333,7.141863467
203.375,7.377557867
203.417,10.176137670
203.458,-3.321359733
203.500,3.087378000
203.542,-3.125250833
203.583,-24.112684400
203.625,6.030798930
203.667,-3.678565670
203.708,4.490312433
203.750,3.069750900
203.792,7.866336767
203.833,12.216744470
203.875,6.105856200
203.917,9.723652500
203.958,6.420297567
204.000,2.476369167
204.042,23.018968700
204.083,26.798695100
204.125,49.669448130
204.167,-5.342284600
204.208,5.562676330
204.250,-9.896507400
204.292,-23.531490100
204.333,12.992592430
204.375,-7.438863270
204.417,17.721687430
204.458,-2.732895067
204.500,-7.891941800
204.542,0.050115200
204.583,14.109046470
204.625,-4.675137733
204.667,1.321181833
204.708,9.184753400
204.750,8.141004930
204.792,-25.842736770
204.833,8.723967470
204.875,25.730502730
204.917,11.885075270
204.958,29.143695270
205.000,16.838770030
205.042,8.552063567
205.083,0.197440167
205.125,1.128214633
205.167,2.352847400
205.208,-19.230091230
205.250,44.456179330
205.292,48.118304870
205.333,4.143829330
205.375,-17.351151970
205.417,-14.534887130
205.458,-4.390862370
205.500,7.367004833
205.542,-1.391332400
205.583,1.605765367
205.625,3.405568700
205.667,-0.331150033
205.708,3.951195467
205.750,9.203974900
205.792,18.083470630
205.833,42.794032870
205.875,-11.113809200
205.917,-12.441024270
205.958,-1.973121600
206.000,13.425451130
206.042,5.333134033
206.083,4.243864233
206.125,9.307955100
206.167,20.879270200
206.208,21.994410900
206.250,10.818916970
206.292,-0.139098933
206.333,-0.251242300
206.375,0.295133400
206.417,0.616858267
206.458,1.350500267
206.500,-1.508310700
206.542,-14.250714600
206.583,9.633192000
206.625,-8.209500033
206.667,6.786694833
206.708,2.174399800
206.750,7.839394900
206.792,3.235170500
206.833,6.778987100
206.875,4.015928667
206.917,6.871997200
206.958,1.423324100
207.000,1.364867033
207.042,3.110534533
207.083,8.887884867
207.125,4.107543200
207.167,3.028727333
207.208,13.329239430
207.250,30.274487300
207.292,2.827998133
207.333,13.331397170
207.375,6.606140900
207.417,7.530716233
207.458,1.280794367
207.500,5.539831967
207.542,-9.353440267
207.583,-39.124421070
207.625,1.700222830
207.667,9.331134700
207.708,32.793337530
207.750,63.150002000
207.792,38.545112930
207.833,-14.168370330
207.875,-9.446057530
207.917,-33.816783200
207.958,-5.443475470
208.000,-7.024290630
208.042,16.743235400
208.083,22.699999970
208.125,-6.984430167
208.167,5.732112733
208.208,10.992680300
208.250,31.124986600
208.292,1.181101800
208.333,18.292059830
208.375,-0.239640767
208.417,4.650053733
208.458,-15.817830470
208.500,16.518446000
208.542,-9.145050133
208.583,1.234743700
208.625,-28.827605530
208.667,9.049774700
208.708,30.283483400
208.750,7.780288230
208.792,22.441544570
208.833,57.807848430
208.875,19.716323500
208.917,4.782804830
208.958,7.422404270
209.000,17.787244570
209.042,-40.783705070
209.083,-1.012779570
209.125,-11.285153070
209.167,23.631970970
209.208,9.740255000
209.250,35.437025200
209.292,16.134027600
209.333,10.052928570
209.375,-0.531416100
209.417,-0.295097733
209.458,2.478725233
209.500,1.510509633
209.542,-17.241553900
209.583,5.317774267
209.625,-5.699693670
209.667,1.369913567
209.708,3.219596633
209.750,4.178495900
209.792,-11.140705770
209.833,30.815957370
209.875,7.264260167
209.917,4.201943867
209.958,5.740269067
210.000,23.319017970
210.042,17.908336400
210.083,43.329091970
210.125,8.421402900
210.167,2.602607500
210.208,9.929854670
210.250,-29.249460530
210.292,-1.352761130
210.333,23.632802970
210.375,17.483292800
210.417,3.449546033
210.458,11.743646600
210.500,16.360884570
210.542,-54.870076530
210.583,21.179582730
210.625,-0.362635800
210.667,9.240316530
210.708,16.807165230
210.750,-9.972154733
210.792,3.665413167
210.833,10.489238870
210.875,4.970720167
210.917,5.993295467
210.958,5.229759967
211.000,6.894887600
211.042,26.166529500
211.083,15.121024470
211.125,45.027958500
211.167,-5.775050067
211.208,-10.480479230
211.250,13.993663270
211.292,2.978891600
211.333,10.021148867
211.375,1.933085633
211.417,2.247432367
211.458,6.607709000
211.500,-2.930020700
211.542,-15.304734230
211.583,-5.182158067
211.625,-1.680318770
211.667,-0.159144167
211.708,4.105320033
211.750,17.148410230
211.792,0.628314400
211.833,3.074582800
211.875,4.880818833
211.917,7.470845100
211.958,23.976713000
212.000,0.790802133
212.042,7.793073833
212.083,6.429124133
212.125,5.216260633
212.167,5.137713833
212.208,2.991531433
212.250,4.458674233
212.292,-15.844277770
212.333,4.562207600
212.375,-0.096263967
212.417,-56.706613700
212.458,-83.755093400
212.500,-71.197898700
212.542,23.514978130
212.583,18.260370870
212.625,-42.371897970
212.667,15.673625230
212.708,-1.595128870
212.750,43.334595870
212.792,5.477286470
212.833,33.403352200
212.875,-12.877906970
212.917,8.520560830
212.958,-3.134617567
213.000,-21.417260870
213.042,17.616237530
213.083,8.136075267
213.125,4.620354467
213.167,23.572352300
213.208,15.453951400
213.250,20.582044470
213.292,36.082385530
213.333,5.867060270
213.375,-26.106922370
213.417,-0.423628633
213.458,-11.150828900
213.500,25.833580770
213.542,-11.431929170
213.583,7.608419767
213.625,4.719832067
213.667,-36.816777900
213.708,54.914874100
213.750,6.593480100
213.792,3.799958800
213.833,-1.714649100
213.875,-5.593452033
213.917,12.041095100
213.958,2.686994133
214.000,4.435758667
214.042,5.818242567
214.083,4.033485533
214.125,6.981313867
214.167,9.730720730
214.208,9.675931600
214.250,18.670333370
214.292,38.042102030
214.333,14.164099700
214.375,12.851814370
214.417,-22.005008470
214.458,1.754178300
214.500,7.951833200
214.542,-15.321951530
214.583,-5.408703400
214.625,-28.076638030
214.667,24.885870570
214.708,12.030532000
214.750,-18.214369870
214.792,6.675342900
214.833,6.538727800
214.875,40.804462400
214.917,52.873595670
214.958,25.771609030
215.000,10.476828770
215.042,-21.555012570
215.083,-3.647610030
215.125,-14.800274430
215.167,7.428812667
215.208,7.509362667
215.250,9.938330033
215.292,35.484149900
215.333,17.380645930
215.375,9.026437700
215.417,0.295054967
215.458,-17.851661830
215.500,-10.719494100
215.542,-3.620431600
215.583,2.049130967
215.625,8.244931867
215.667,10.748184600
215.708,3.882067033
215.750,-1.703885233
215.792,33.082408870
215.833,28.663752800
215.875,9.148578970
215.917,-38.522789270
215.958,-4.152406570
216.000,22.831027270
216.042,14.157294400
216.083,8.189147067
216.125,7.892370100
216.167,4.072616567
216.208,5.061131567
216.250,8.883220870
216.292,28.973625870
216.333,17.993180070
216.375,5.436457200
216.417,4.031008267
216.458,-1.889291300
216.500,3.710579033
216.542,-1.112941433
216.583,-20.635378870
216.625,-3.296482233
216.667,-3.909957500
216.708,0.837595467
216.750,10.877839600
216.792,6.226430767
216.833,3.998459467
216.875,8.610325100
216.917,5.607771300
216.958,5.170942767
217.000,3.536176267
217.042,10.379667330
217.083,4.126640900
217.125,5.468478867
217.167,4.212789767
217.208,6.818683400
217.250,8.546613933
217.292,29.164918670
217.333,12.876614770
217.375,8.630204933
217.417,3.747118933
217.458,2.806987633
217.500,-2.222212833
217.542,-25.521662630
217.583,3.463825400
217.625,-1.833083430
217.667,0.221324067
217.708,7.139031800
217.750,6.146813600
217.792,5.035054467
217.833,9.683737000
217.875,3.628464067
217.917,6.735709733
217.958,20.316147030
218.000,8.395475400
218.042,7.865183700
218.083,1.225302867
218.125,6.646765533
218.167,1.392993167
218.208,-8.810907200
218.250,35.265905170
218.292,-30.515635070
218.333,-3.206029867
218.375,36.000222130
218.417,22.288925030
218.458,-18.209575770
218.500,12.142944500
218.542,7.312004400
218.583,8.240589600
218.625,6.664375833
218.667,-24.098250430
218.708,24.242506630
218.750,2.434958300
218.792,13.042519770
218.833,29.517143300
218.875,7.398540770
218.917,18.009743970
218.958,12.615693530
219.000,13.362542870
219.042,-51.387725100
219.083,27.415365230
219.125,-3.570456630
219.167,1.616969100
219.208,2.902091867
219.250,12.909035300
219.292,30.081619300
219.333,17.152760100
219.375,66.019111430
219.417,12.560516830
219.458,4.758234770
219.500,0.096988300
219.542,-16.098971570
219.583,5.823370670
219.625,-69.500390270
219.667,-16.388607600
219.708,12.417534370
219.750,16.892939570
219.792,-0.300151467
219.833,21.739263700
219.875,47.264550530
219.917,42.422463170
219.958,32.900580730
220.000,7.539619900
220.042,18.659455800
220.083,3.581200130
220.125,2.621441470
220.167,-75.997598230
220.208,24.575024800
220.250,-2.862967970
220.292,-17.906877130
220.333,2.397806170
220.375,4.018333467
220.417,3.166656130
220.458,-0.500509533
220.500,43.859945300
220.542,41.961480100
220.583,-5.036515630
220.625,10.672942530
220.667,8.894086470
220.708,11.814495500
220.750,27.515989800
220.792,24.227501370
220.833,-43.218181930
220.875,53.868589300
220.917,5.369439770
220.958,-11.107525000
221.000,4.242022600
221.042,-4.279427100
221.083,4.068752633
221.125,-4.998132633
221.167,2.614547033
221.208,-4.798993233
221.250,1.542569733
221.292,-1.648686100
221.333,-8.571971000
221.375,-7.542481600
221.417,-11.832999570
221.458,-3.618228900
221.500,-18.491833830
221.542,0.957622400
221.583,22.615184530
221.625,32.856159530
221.667,30.302462870
221.708,8.957886130
221.750,17.379914070
221.792,-17.914532570
221.833,21.970370330
221.875,44.809862370
221.917,-9.825583500
221.958,21.579046100
222.000,8.705275433
222.042,6.918794167
222.083,-35.481608000
222.125,12.201924470
222.167,0.496379700
222.208,3.076719130
222.250,36.617137830
222.292,16.553547470
222.333,-1.035488333
222.375,-34.241872530
222.417,4.763824770
222.458,2.893628970
222.500,-39.374204800
222.542,8.111132670
222.583,-0.208952870
222.625,-0.332324567
222.667,31.905532030
222.708,41.438084070
222.750,43.458130470
222.792,7.213633170
222.833,9.413577970
222.875,23.938748030
222.917,43.009003730
222.958,-20.480755330
223.000,4.078388533
223.042,-13.499565400
223.083,7.036167800
223.125,6.016899733
223.167,7.963925167
223.208,-5.395045500
223.250,5.561427967
223.292,-3.354321667
223.333,5.555399733
223.375,8.796227267
223.417,1.158815933
223.458,7.492289567
223.500,4.295823433
223.542,0.984008267
223.583,-16.410142670
223.625,-12.440892570
223.667,0.192401030
223.708,14.563479130
223.750,2.708529233
223.792,50.651505530
223.833,20.031066870
223.875,35.847611830
223.917,8.690455500
223.958,6.857100333
224.000,3.508412400
224.042,4.352493800
224.083,5.363347700
224.125,5.551071700
224.167,-4.818159533
224.208,4.433334233
224.250,1.204650767
224.292,-21.092375700
224.333,5.096468900
224.375,-3.733510870
224.417,4.244085500
224.458,5.920529300
224.500,5.478661900
224.542,4.156897700
224.583,1.419523333
224.625,10.462194170
224.667,4.938328800
224.708,10.610700830
224.750,4.103750700
224.792,6.553342133
224.833,5.628804467
224.875,25.159593270
224.917,4.041337367
224.958,-13.612516270
225.000,3.582546500
225.042,7.930665500
225.083,1.051061567
225.125,4.500446267
225.167,9.148842567
225.208,1.055284533
225.250,6.136544800
225.292,31.575802530
225.333,-2.647486500
225.375,9.093598933
225.417,2.407573567
225.458,3.092488467
225.500,1.855386700
225.542,-7.280710530
225.583,-50.397753700
225.625,-41.428675630
225.667,8.057871630
225.708,-14.766083500
225.750,-0.394534100
225.792,5.929577600
225.833,5.370263700
225.875,5.711451367
225.917,13.336459700
225.958,1.755738833
226.000,9.884475867
226.042,5.087767967
226.083,4.936549533
226.125,8.258532600
226.167,0.339746900
226.208,4.247075033
226.250,5.935314667
226.292,7.370756970
226.333,-21.768385000
226.375,40.963541570
226.417,3.090298000
226.458,2.467161367
226.500,9.171849533
226.542,-22.448492630
226.583,7.463492330
226.625,-4.087461230
226.667,2.316735700
226.708,6.173966133
226.750,6.316445600
226.792,8.197189200
226.833,13.871347730
226.875,6.866741733
226.917,7.496035033
226.958,-2.822815400
227.000,5.300676700
227.042,3.130472000
227.083,4.538885800
227.125,5.971037200
227.167,3.747198000
227.208,4.630041500
227.250,12.906241900
227.292,15.846544570
227.333,-0.895922067
227.375,0.585940900
227.417,17.528468430
227.458,3.908363733
227.500,2.402712300
227.542,-8.158710700
227.583,2.193147067
227.625,-1.278884867
227.667,3.201042100
227.708,4.748880033
227.750,2.679282867
227.792,11.330506200
227.833,-1.694580367
