$Lewiston inflow sum of individual outflows from Trinity Lake year 2019 YC updated 8/7/23,
",,,",
Julian Date,Inflow
309.5,22.9039993
309.542,23.8710003
309.583,22.7320004
309.625,24.4890003
309.667,28.0030003
309.708,29.5450001
309.75,44.3160019
309.792,45.6629982
309.833,45.6660004
309.875,45.6399994
309.917,44.0040016
309.958,16.7169991
310,15.5719995
310.042,15.6210003
310.083,15.6020002
310.125,15.5710001
310.167,15.8509998
310.208,22.0090008
310.25,17.0779991
310.292,44.0890007
310.333,45.644001
310.375,44.0130005
310.417,16.8120003
310.458,15.6169996
310.5,15.618
310.542,15.6079998
310.583,15.5419998
310.625,15.4890003
310.667,16.8330002
310.708,44.0639992
310.75,45.5880013
310.792,45.5139999
310.833,45.7150002
310.875,45.743
310.917,45.3540001
310.958,33.4329987
311,16.309
311.042,15.6429996
311.083,15.6389999
311.125,15.6350002
311.167,15.6090002
311.208,15.6809998
311.25,16.9659996
311.292,44.2700005
311.333,44.262001
311.375,16.7280006
311.417,15.6099997
311.458,15.5559998
311.5,15.4910002
311.542,15.5220003
311.583,16.7539997
311.625,44.2449989
311.667,45.7649994
311.708,45.7820015
311.75,45.6080017
311.792,45.7319984
311.833,45.7589989
311.875,44.2859993
311.917,19.4430008
311.958,15.6479998
312,15.5170002
312.042,15.599
312.083,20.2719994
312.125,18.191
312.167,15.625
312.208,16.9279995
312.25,17.0179996
312.292,44.0519981
312.333,44.2200012
312.375,16.9389992
312.417,15.7609997
312.458,15.7349997
312.5,15.7220001
312.542,15.5459995
312.583,15.552
312.625,15.4580002
312.667,16.8199997
312.708,44.2410011
312.75,45.6100006
312.792,45.7080002
312.833,45.6990013
312.875,45.6819992
312.917,44.1749992
312.958,16.7520008
313,15.8260002
313.042,22.7320004
313.083,16.5890007
313.125,19.7159996
313.167,15.7329998
313.208,16.1030006
313.25,16.8939991
313.292,44.1609993
313.333,44.2120018
313.375,16.7810001
313.417,15.5880003
313.458,15.5389996
313.5,15.6129999
313.542,15.5419998
313.583,15.5380001
313.625,15.5699997
313.667,16.7709999
313.708,44.1469994
313.75,45.6899986
313.792,45.7249985
313.833,45.5559998
313.875,45.7109985
313.917,44.1469994
313.958,16.6809998
314,15.5249996
314.042,15.4799995
314.083,15.54
314.125,15.5799999
314.167,15.5539999
314.208,15.5450001
314.25,15.7709999
314.292,22.4209995
314.333,22.309
314.375,15.7709999
314.417,15.5909996
314.458,1.665
314.5,0.085
314.542,0.085
314.583,0.085
314.625,0.085
314.667,4.5640001
314.708,44.012001
314.75,45.6769981
314.792,45.8289986
314.833,45.8059998
314.875,45.7970009
314.917,44.1310005
314.958,16.698
315,15.4989996
315.042,15.5139999
315.083,15.5810003
315.125,15.5710001
315.167,15.526
315.208,15.5010004
315.25,16.8180008
315.292,44.230999
315.333,44.362999
315.375,16.8899994
315.417,15.651
315.458,15.5509996
315.5,15.4799995
315.542,15.5080004
315.583,15.5559998
315.625,15.5349998
315.667,16.9449997
315.708,44.2459984
315.75,45.7989998
315.792,45.8089981
315.833,45.8190002
315.875,45.776001
315.917,44.2980003
315.958,16.7630005
316,15.6429996
316.042,18.1399994
316.083,18.0809994
316.125,15.7740002
316.167,15.6709995
316.208,15.6730003
316.25,17.2900009
316.292,44.2739983
316.333,44.3300018
316.375,16.6970005
316.417,15.5450001
316.458,15.5319996
316.5,17.132
316.542,16.7679996
316.583,15.5710001
316.625,15.5839996
316.667,16.8099995
316.708,44.269001
316.75,45.7869987
316.792,45.8190002
316.833,45.6959991
316.875,45.6100006
316.917,36.868
316.958,16.4290009
317,15.5469999
317.042,15.5459995
317.083,15.5450001
317.125,15.5430002
317.167,15.5410004
317.208,15.5469999
317.25,16.8460007
317.292,44.2229996
317.333,44.4710007
317.375,16.8610001
317.417,15.6000004
317.458,15.5279999
317.5,15.5539999
317.542,15.552
317.583,15.507
317.625,15.5819998
317.667,15.618
317.708,16.8990002
317.75,44.3160019
317.792,45.894001
317.833,45.9090004
317.875,45.8709984
317.917,44.4059982
317.958,16.7189999
318,15.5600004
318.042,15.552
318.083,15.5719995
318.125,15.5830002
318.167,15.4829998
318.208,15.5380001
318.25,15.6090002
318.292,15.573
318.333,15.5819998
318.375,15.5719995
318.417,15.5100002
318.458,15.5620003
318.5,15.5600004
318.542,15.6009998
318.583,15.54
318.625,16.5639992
318.667,37.6640015
318.708,45.5839996
318.75,45.9179993
318.792,45.9029999
318.833,45.9119987
318.875,44.2900009
318.917,16.9810009
318.958,15.7080002
319,15.9300003
319.042,27.0939999
319.083,26.5370007
319.125,18.1000004
319.167,15.7889996
319.208,20.9540005
319.25,16.8929996
319.292,44.4350014
319.333,44.4480019
319.375,16.7859993
319.417,15.5629997
319.458,15.5530005
319.5,15.5830002
319.542,15.5719995
319.583,15.717
319.625,15.6110001
319.667,16.8479996
319.708,44.3300018
319.75,46.026001
319.792,46.0470009
319.833,46.0470009
319.875,46.0340004
319.917,44.4109993
319.958,16.7789993
320,15.4849997
320.042,15.5229998
320.083,15.5389996
320.125,15.5369997
320.167,15.4860001
320.208,15.5319996
320.25,16.7849998
320.292,44.3950005
320.333,44.4309998
320.375,16.7600002
320.417,15.5150003
320.458,15.5340004
320.5,15.533
320.542,15.5489998
320.583,15.5559998
320.625,15.5860004
320.667,16.9190006
320.708,44.3730011
320.75,46.0460014
320.792,46.0379982
320.833,46.0530014
320.875,46.0730019
320.917,44.5760002
320.958,16.7600002
321,15.599
321.042,15.724
321.083,15.6169996
321.125,15.5780001
321.167,15.6960001
321.208,15.7089996
321.25,16.9459991
321.292,44.4760017
321.333,44.5390015
321.375,16.9669991
321.417,15.6020002
321.458,15.5609999
321.5,15.5880003
321.542,15.5450001
321.583,15.5649996
321.625,15.5749998
321.667,16.9710007
321.708,44.4589996
321.75,46.0250015
321.792,45.8969994
321.833,46.0250015
321.875,46.0279999
321.917,44.4339981
321.958,16.9050007
322,15.8249998
322.042,15.6780005
322.083,15.6300001
322.125,15.6829996
322.167,15.743
322.208,15.9160004
322.25,19.3299999
322.292,44.6300011
322.333,44.4920006
322.375,16.8190002
322.417,15.7589998
322.458,15.6829996
322.5,15.632
322.542,15.8459997
322.583,15.6639996
322.625,15.6199999
322.667,16.9179993
322.708,44.5880013
322.75,46.1419983
322.792,46.0950012
322.833,46.0730019
322.875,45.9140015
322.917,44.4230003
322.958,16.8649998
323,15.5389996
323.042,15.5340004
323.083,15.5600004
323.125,15.5559998
323.167,15.5600004
323.208,15.6520004
323.25,16.8110008
323.292,40.3300018
323.333,40.112999
323.375,16.6879997
323.417,15.5690002
323.458,15.5670004
323.5,15.5609999
323.542,15.5439997
323.583,15.5489998
323.625,15.5860004
323.667,16.7959995
323.708,44.4319992
323.75,46.0019989
323.792,46.0299988
323.833,46.0029984
323.875,46.0200005
323.917,44.4259987
323.958,16.8719997
324,15.6409998
324.042,15.6949997
324.083,15.7049999
324.125,15.7270002
324.167,15.6370001
324.208,15.7550001
324.25,17
324.292,44.4790001
324.333,44.5180016
324.375,16.8199997
324.417,15.5900002
324.458,15.566
324.5,15.592
324.542,15.5270004
324.583,15.5819998
324.625,15.7550001
324.667,12.6400003
324.708,1.099
324.75,45.8909988
324.792,45.3120003
324.833,45.8419991
324.875,45.8959999
324.917,45.7169991
324.958,44.2700005
325,16.8710003
325.042,15.717
325.083,15.6199999
325.125,15.802
325.167,15.6680002
325.208,15.599
325.25,16.8320007
325.292,44.2529984
325.333,44.4760017
325.375,11.6660004
325.417,0.085
325.458,0.085
325.5,3.483
325.542,15.474
325.583,15.4119997
325.625,32.9339981
325.667,49.7809982
325.708,53.2410011
325.75,48.3470001
325.792,45.9350014
325.833,45.8619995
325.875,44.3580017
325.917,16.9139996
325.958,15.5609999
326,15.5679998
326.042,15.4919996
326.083,15.7130003
326.125,15.599
326.167,15.5679998
326.208,15.5209999
326.25,16.8810005
326.292,44.2859993
326.333,44.2879982
326.375,16.7439995
326.417,15.507
326.458,15.5640001
326.5,15.5439997
326.542,15.5699997
326.583,15.6490002
326.625,15.651
326.667,15.7349997
326.708,16.9979992
326.75,44.151001
326.792,45.8670006
326.833,45.8779984
326.875,45.8950005
326.917,44.2849998
326.958,16.7959995
327,15.6890001
327.042,15.5790005
327.083,15.7180004
327.125,15.7010002
327.167,15.5880003
327.208,15.7489996
327.25,16.7740002
327.292,44.4770012
327.333,44.4169998
327.375,16.8080006
327.417,15.6190004
327.458,15.6540003
327.5,15.6870003
327.542,15.6280003
327.583,15.5579996
327.625,15.5559998
327.667,15.7390003
327.708,16.9769993
327.75,44.4720001
327.792,46.0079994
327.833,45.8899994
327.875,46.0569992
327.917,44.4329987
327.958,16.9360008
328,15.7180004
328.042,15.717
328.083,15.6090002
328.125,15.5579996
328.167,15.5579996
328.208,15.5439997
328.25,16.816
328.292,44.5219994
328.333,44.5079994
328.375,16.8619995
328.417,15.6459999
328.458,15.7209997
328.5,15.618
328.542,15.6260004
328.583,15.7030001
328.625,15.7060003
328.667,17.2280006
328.708,44.4529991
328.75,46.0769997
328.792,46.0499992
328.833,46.0289993
328.875,46.0289993
328.917,44.3370018
328.958,16.7140007
329,15.6389999
329.042,15.625
329.083,15.658
329.125,15.6009998
329.167,15.6429996
329.208,15.6029997
329.25,17.0799999
329.292,44.3880005
329.333,44.3530006
329.375,16.9319992
329.417,15.6110001
329.458,15.6129999
329.5,2.704
329.542,14.6829996
329.583,15.7770004
329.625,15.573
329.667,16.9179993
329.708,44.4889984
329.75,45.9679985
329.792,45.8089981
329.833,45.987999
329.875,45.9889984
329.917,44.3129997
329.958,17.0009995
330,15.599
330.042,15.6190004
330.083,15.6520004
330.125,15.7049999
330.167,15.6549997
330.208,15.599
330.25,16.9230003
330.292,44.5509987
330.333,44.5470009
330.375,16.7159996
330.417,15.5450001
330.458,15.5539999
330.5,15.5299997
330.542,15.6280003
330.583,15.6040001
330.625,15.6870003
330.667,16.9969997
330.708,44.4920006
330.75,45.993
330.792,45.8320007
330.833,45.9119987
330.875,45.9029999
330.917,44.3089981
330.958,16.7849998
331,15.8610001
331.042,15.7849998
331.083,15.7950001
331.125,15.6809998
331.167,15.7609997
331.208,15.816
331.25,17.0580006
331.292,42.7089996
331.333,16.7789993
331.375,15.6099997
331.417,15.8360004
331.458,15.7060003
331.5,15.809
331.542,19.7059994
331.583,15.8710003
331.625,15.6920004
331.667,17.0529995
331.708,44.4020004
331.75,45.7890015
331.792,45.9389992
331.833,45.8800011
331.875,45.8650017
331.917,44.2799988
331.958,16.7929993
332,15.6400003
332.042,15.585
332.083,15.5740004
332.125,15.7110004
332.167,15.6879997
332.208,15.6210003
332.25,16.9200001
332.292,44.3759995
332.333,44.2330017
332.375,16.8560009
332.417,15.7700005
332.458,15.8070002
332.5,15.7399998
332.542,15.7889996
332.583,15.8710003
332.625,15.8210001
332.667,17.0170002
332.708,44.4570007
332.75,46.0099983
332.792,45.9500008
332.833,45.8180008
332.875,44.3269997
332.917,16.7830009
332.958,15.5690002
333,15.6309996
333.042,15.5909996
333.083,15.6129999
333.125,15.6090002
333.167,15.632
333.208,15.6379995
333.25,16.9139996
333.292,44.4290009
333.333,44.4109993
333.375,16.7670002
333.417,15.7589998
333.458,15.717
333.5,15.8149996
333.542,15.7980003
333.583,15.8699999
333.625,15.7840004
333.667,16.9549999
333.708,44.3989983
333.75,45.9379997
333.792,45.9420013
333.833,45.8100014
333.875,45.9490013
333.917,44.5489998
333.958,16.8279991
334,15.5939999
334.042,15.5760002
334.083,15.5579996
334.125,15.5179996
334.167,15.5579996
334.208,15.5450001
334.25,16.8250008
334.292,44.4080009
334.333,44.3269997
334.375,16.8150005
334.417,15.5830002
334.458,15.651
334.5,15.6059999
334.542,15.5539999
334.583,15.5629997
334.625,15.7700005
334.667,16.9150009
334.708,44.3790016
334.75,45.9410019
334.792,45.9259987
334.833,45.7579994
334.875,45.8790016
334.917,44.4519997
334.958,16.816
335,15.6190004
335.042,15.533
335.083,15.5319996
335.125,15.698
335.167,15.7880001
335.208,15.8760004
335.25,15.8570004
335.292,15.783
335.333,15.8030005
335.375,15.8400002
335.417,15.816
335.458,15.8769999
335.5,15.8699999
335.542,15.7690001
335.583,15.8660002
335.625,15.7869997
335.667,16.9750004
335.708,44.375
335.75,45.7719994
335.792,45.8569984
335.833,44.0340004
335.875,3.3010001
335.917,0.085
335.958,0.085
336,0.085
336.042,0.085
336.083,0.085
336.125,0.085
336.167,0.085
336.208,0.085
336.25,0.085
336.292,0.085
336.333,0.085
336.375,0.085
336.417,0.085
336.458,0.085
336.5,0.085
336.542,0.085
336.583,4.6680002
336.625,15.5839996
336.667,15.5900002
336.708,16.7159996
336.75,40.1570015
336.792,41.3300018
336.833,41.3330002
336.875,40.1980019
336.917,16.8339996
336.958,15.6120005
337,15.5410004
337.042,15.882
337.083,15.6009998
337.125,15.6029997
337.167,15.6230001
337.208,15.6129999
337.25,15.618
337.292,15.6190004
337.333,15.5889997
337.375,15.552
337.417,15.5509996
337.458,15.507
337.5,15.5559998
337.542,15.5059996
337.583,15.448
337.625,15.4659996
337.667,16.7749996
337.708,44.3600006
337.75,45.9609985
337.792,45.9690018
337.833,45.8470001
337.875,40.4269981
337.917,16.6889992
337.958,15.5690002
338,15.526
338.042,15.5439997
338.083,15.533
338.125,15.4910002
338.167,15.5450001
338.208,15.5799999
338.25,15.5970001
338.292,15.6070004
338.333,15.6630001
338.375,15.6099997
338.417,15.5190001
338.458,15.5880003
338.5,15.6120005
338.542,15.5249996
338.583,15.5369997
338.625,15.5010004
338.667,16.3910007
338.708,33.1790009
338.75,33.973999
338.792,33.9570007
338.833,33.8670006
338.875,33.9679985
338.917,33.1189995
338.958,16.4279995
339,15.5319996
339.042,17.1009998
339.083,22.3630009
339.125,16.5489998
339.167,15.5939999
339.208,15.6630001
339.25,16.5809994
339.292,15.8260002
339.333,15.7790003
339.375,15.7469997
339.417,16.6760006
339.458,40.2099991
339.5,41.3409996
339.542,41.4860001
339.583,41.5050011
339.625,41.5149994
339.667,41.5439987
339.708,41.5439987
339.75,41.4599991
339.792,41.5740013
339.833,41.5499992
339.875,40.1720009
339.917,3.2869999
339.958,0.085
340,0.085
340.042,0.085
340.083,0.085
340.125,0.085
340.167,0.085
340.208,0.085
340.25,0.085
340.292,0.085
340.333,0.085
340.375,0.085
340.417,0.085
340.458,0.085
340.5,0.085
340.542,0.085
340.583,0.085
340.625,0.085
340.667,3.9419999
340.708,27.4820004
340.75,28.8619995
340.792,29.4619999
340.833,28.3290005
340.875,18.7740002
340.917,3.05
340.958,0.085
341,0.085
341.042,0.085
341.083,0.085
341.125,0.085
341.167,0.085
341.208,0.085
341.25,0.085
341.292,0.085
341.333,0.085
341.375,0.085
341.417,0.085
341.458,0.085
341.5,0.085
341.542,0.085
341.583,0.085
341.625,0.085
341.667,0.085
341.708,0.085
341.75,0.085
341.792,2.8970001
341.833,27.3999996
341.875,28.1270008
341.917,28.0160007
341.958,28.1170006
342,27.7000008
342.042,16.1749992
342.083,15.7519999
342.125,15.684
342.167,15.6870003
342.208,15.6549997
342.25,15.7089996
342.292,15.7010002
342.333,15.5939999
342.375,15.7629995
342.417,15.7189999
342.458,15.6540003
342.5,15.802
342.542,15.757
342.583,15.8570004
342.625,15.7449999
342.667,16.6669998
342.708,40.1930008
342.75,41.3670006
342.792,40.1380005
342.833,16.6989994
342.875,15.7010002
342.917,15.7130003
342.958,15.7329998
343,15.7620001
343.042,15.823
343.083,15.8509998
343.125,15.7209997
343.167,15.6029997
343.208,15.5579996
343.25,16.4130001
343.292,33.0900002
343.333,33.2509995
343.375,16.0639992
343.417,2.316
343.458,8.0310001
343.5,15.7950001
343.542,15.8529997
343.583,15.8109999
343.625,15.6929998
343.667,16.8579998
343.708,44.3510017
343.75,45.8790016
343.792,45.8499985
343.833,45.8470001
343.875,44.2109985
343.917,16.8670006
343.958,15.5109997
344,15.3669996
344.042,2.516
344.083,0.085
344.125,0.085
344.167,0.085
344.208,0.085
344.25,0.085
344.292,0.085
344.333,0.085
344.375,0.085
344.417,0.085
344.458,0.085
344.5,0.085
344.542,0.085
344.583,0.085
344.625,0.085
344.667,3.816
344.708,43.8660011
344.75,45.7999992
344.792,45.6969986
344.833,45.8199997
344.875,45.8310013
344.917,43.973999
344.958,3.086
345,0.085
345.042,0.085
345.083,0.085
345.125,0.085
345.167,0.085
345.208,0.085
345.25,0.085
345.292,0.085
345.333,0.085
345.375,0.085
345.417,0.085
345.458,0.085
345.5,0.085
345.542,0.085
345.583,0.085
345.625,0.614
345.667,0.085
345.708,5.6459999
345.75,39.9129982
345.792,41.3740005
345.833,40.1220016
345.875,3.4990001
345.917,0.085
345.958,0.085
346,0.085
346.042,0.085
346.083,0.085
346.125,0.085
346.167,0.085
346.208,0.085
346.25,0.085
346.292,0.085
346.333,0.085
346.375,0.085
346.417,0.085
346.458,0.085
346.5,0.085
346.542,0.085
346.583,0.085
346.625,0.296
346.667,0.085
346.708,4.4260001
346.75,39.868
346.792,41.3450012
346.833,41.3429985
346.875,39.9970016
346.917,3.73
346.958,0.085
347,0.085
347.042,0.085
347.083,0.085
347.125,0.085
347.167,0.085
347.208,0.085
347.25,0.085
347.292,0.085
347.333,0.085
347.375,0.085
347.417,0.085
347.458,0.085
347.5,0.085
347.542,0.085
347.583,0.085
347.625,0.085
347.667,0.085
347.708,4.4229999
347.75,44.0219994
347.792,45.8240013
347.833,45.8069992
347.875,43.8409996
347.917,3.2809999
347.958,0.085
348,0.085
348.042,0.085
348.083,0.085
348.125,0.085
348.167,0.085
348.208,0.085
348.25,0.085
348.292,0.085
348.333,0.085
348.375,0.085
348.417,0.085
348.458,0.085
348.5,0.085
348.542,0.085
348.583,0.085
348.625,2.98
348.667,27.3710003
348.708,28.5720005
348.75,44.6879997
348.792,45.8100014
348.833,44.0909996
348.875,5.1329999
348.917,0.085
348.958,0.085
349,0.085
349.042,0.085
349.083,0.085
349.125,0.085
349.167,0.085
349.208,0.085
349.25,0.085
349.292,0.085
349.333,0.085
349.375,0.085
349.417,0.085
349.458,0.085
349.5,0.085
349.542,0.085
349.583,0.085
349.625,0.085
349.667,0.085
349.708,6.1370001
349.75,43.9379997
349.792,45.7610016
349.833,45.6459999
349.875,43.9939995
349.917,3.2850001
349.958,0.085
350,0.085
350.042,0.085
350.083,0.085
350.125,0.085
350.167,0.085
350.208,0.085
350.25,0.085
350.292,0.085
350.333,0.085
350.375,0.085
350.417,0.085
350.458,0.085
350.5,0.085
350.542,0.085
350.583,0.085
350.625,0.085
350.667,0.085
350.708,4.6370001
350.75,43.9220009
350.792,45.7400017
350.833,44.1069984
350.875,3.973
350.917,0.085
350.958,0.085
351,0.085
351.042,0.085
351.083,0.085
351.125,0.085
351.167,0.085
351.208,0.085
351.25,0.085
351.292,0.085
351.333,0.085
351.375,0.085
351.417,0.085
351.458,0.085
351.5,0.085
351.542,0.085
351.583,0.085
351.625,0.085
351.667,0.085
351.708,5.5430002
351.75,43.8849983
351.792,45.7070007
351.833,45.5789986
351.875,43.987999
351.917,3.5139999
351.958,0.085
352,0.085
352.042,0.085
352.083,0.085
352.125,0.085
352.167,0.085
352.208,0.085
352.25,0.085
352.292,0.085
352.333,0.085
352.375,0.085
352.417,0.085
352.458,0.085
352.5,0.085
352.542,0.085
352.583,0.085
352.625,0.085
352.667,0.085
352.708,3.5079999
352.75,43.8330002
352.792,45.7000008
352.833,45.723999
352.875,43.848999
352.917,3.9790001
352.958,0.085
353,0.085
353.042,0.085
353.083,0.085
353.125,0.085
353.167,0.085
353.208,0.085
353.25,0.085
353.292,0.085
353.333,0.085
353.375,3.7520001
353.417,15.6300001
353.458,15.599
353.5,15.7299995
353.542,15.7379999
353.583,15.6920004
353.625,15.823
353.667,15.717
353.708,16.6679993
353.75,39.9790001
353.792,41.3230019
353.833,39.9490013
353.875,3.5650001
353.917,0.085
353.958,0.085
354,0.085
354.042,0.085
354.083,0.085
354.125,0.085
354.167,0.085
354.208,0.085
354.25,0.085
354.292,0.085
354.333,0.085
354.375,0.085
354.417,0.085
354.458,0.085
354.5,0.085
354.542,0.085
354.583,0.085
354.625,0.085
354.667,0.085
354.708,5.0799999
354.75,43.8019981
354.792,45.7280006
354.833,45.7509995
354.875,45.637001
354.917,43.9720001
354.958,4.052
355,0.085
355.042,0.085
355.083,0.085
355.125,0.085
355.167,0.085
355.208,0.085
355.25,0.085
355.292,0.085
355.333,0.085
355.375,0.085
355.417,0.085
355.458,0.085
355.5,0.085
355.542,0.085
355.583,0.085
355.625,0.085
355.667,0.085
355.708,5.8670001
355.75,43.8740005
355.792,45.5960007
355.833,45.7560005
355.875,44.0820007
355.917,3.1070001
355.958,0.085
356,0.085
356.042,0.085
356.083,0.085
356.125,0.085
356.167,0.085
356.208,0.085
356.25,0.085
356.292,0.085
356.333,0.085
356.375,0.085
356.417,0.085
356.458,0.734
356.5,0.085
356.542,0.085
356.583,0.085
356.625,0.085
356.667,0.085
356.708,5.197
356.75,39.4469986
356.792,41.1980019
356.833,41.2589989
356.875,39.6870003
356.917,3.2460001
356.958,0.085
357,0.085
357.042,0.085
357.083,0.085
357.125,0.085
357.167,0.085
357.208,0.085
357.25,0.085
357.292,0.085
357.333,0.085
357.375,0.085
357.417,0.085
357.458,0.085
357.5,0.085
357.542,0.085
357.583,0.085
357.625,0.085
357.667,5.3530002
357.708,5.5409999
357.75,43.8079987
357.792,45.5610008
357.833,44.9020004
357.875,28.1940002
357.917,2.6619999
357.958,0.085
358,0.085
358.042,0.085
358.083,0.085
358.125,0.085
358.167,0.085
358.208,0.085
358.25,0.085
358.292,0.085
358.333,0.085
358.375,0.085
358.417,0.085
358.458,0.085
358.5,0.085
358.542,0.085
358.583,0.085
358.625,0.085
358.667,0.085
358.708,4.4510002
358.75,43.7389984
358.792,45.7270012
358.833,44.0079994
358.875,3.5220001
358.917,0.085
358.958,0.085
359,0.085
359.042,0.085
359.083,0.085
359.125,0.085
359.167,0.085
359.208,0.085
359.25,0.085
359.292,0.085
359.333,0.085
359.375,0.085
359.417,0.085
359.458,0.085
359.5,0.085
359.542,0.085
359.583,0.085
359.625,0.085
359.667,0.085
359.708,5.3330002
359.75,43.7459984
359.792,45.7039986
359.833,43.9090004
359.875,3.881
359.917,0.085
359.958,0.085
360,0.085
360.042,0.085
360.083,0.085
360.125,0.085
360.167,0.085
360.208,0.085
360.25,0.085
360.292,0.085
360.333,0.085
360.375,0.085
360.417,0.085
360.458,0.085
360.5,0.085
360.542,0.085
360.583,0.085
360.625,0.085
360.667,0.085
360.708,5.257
360.75,43.9189987
360.792,45.5480003
360.833,44.0219994
360.875,3.266
360.917,0.085
360.958,0.085
361,0.085
361.042,0.085
361.083,0.085
361.125,0.085
361.167,0.085
361.208,0.085
361.25,0.085
361.292,0.085
361.333,0.085
361.375,0.085
361.417,0.085
361.458,0.085
361.5,0.085
361.542,0.085
361.583,0.085
361.625,0.085
361.667,0.085
361.708,6.2319999
361.75,43.6269989
361.792,45.644001
361.833,45.6769981
361.875,45.7080002
361.917,44.0559998
361.958,3.8499999
362,0.085
362.042,0.085
362.083,0.085
362.125,0.085
362.167,0.085
362.208,0.085
362.25,0.085
362.292,0.085
362.333,0.085
362.375,0.085
362.417,0.085
362.458,0.085
362.5,0.085
362.542,0.085
362.583,0.085
362.625,0.085
362.667,0.085
362.708,6.2410002
362.75,43.4850006
362.792,45.6949997
362.833,45.7000008
362.875,45.5800018
362.917,44.0670013
362.958,4.7449999
363,0.085
363.042,0.085
363.083,0.085
363.125,0.085
363.167,0.085
363.208,0.085
363.25,0.085
363.292,0.085
363.333,0.085
363.375,0.085
363.417,0.085
363.458,0.085
363.5,0.085
363.542,0.085
363.583,0.085
363.625,0.085
363.667,4.5869999
363.708,43.7840004
363.75,45.7200012
363.792,45.6100006
363.833,45.7420006
363.875,45.7529984
363.917,43.8349991
363.958,3.306
364,0.085
364.042,0.085
364.083,0.085
364.125,0.085
364.167,0.085
364.208,0.085
364.25,0.085
364.292,0.085
364.333,0.085
364.375,0.085
364.417,3.9349999
364.458,39.5499992
364.5,40.8610001
364.542,42.012001
364.583,41.2669983
364.625,41.0470009
364.667,37.3600006
364.708,45.3860016
364.75,45.7089996
364.792,45.8860016
364.833,45.8479996
364.875,45.8230019
364.917,45.6479988
364.958,45.3279991
365,38.0779991
365.042,45.348999
365.083,45.7589989
365.125,45.632
365.167,45.7669983
365.208,45.7290001
365.25,45.7210007
365.292,45.730999
365.333,45.6539993
365.375,45.5470009
365.417,45.6389999
365.458,45.651001
365.5,45.6160011
365.542,45.6160011
365.583,45.519001
365.625,45.644001
365.667,45.6570015
365.708,45.6020012
365.75,45.6040001
365.792,45.598999
365.833,45.4500008
365.875,45.5750008
365.917,45.5569992
365.958,45.5509987
366,45.5509987
