$Trinity Lake Br1 inflow Tw year 2017 updated YC 06/01/23,
16.167,3.87
16.208,3.87
16.25,3.87
16.292,3.87
16.333,3.87
16.375,3.87
16.417,3.87
16.458,3.87
16.5,3.87
16.542,3.87
16.583,3.87
16.625,3.87
16.667,3.87
16.708,3.87
16.75,3.87
16.792,3.87
16.833,3.87
16.875,3.87
16.917,3.87
16.958,3.87
17,4
17.042,4
17.083,4
17.125,4
17.167,4
17.208,4
17.25,4
17.292,4
17.333,4
17.375,4
17.417,4
17.458,4
17.5,4
17.542,4
17.583,4
17.625,4
17.667,4
17.708,4
17.75,4
17.792,4
17.833,4
17.875,4
17.917,4
17.958,4
18,4.35
18.042,4.35
18.083,4.35
18.125,4.35
18.167,4.35
18.208,4.35
18.25,4.35
18.292,4.35
18.333,4.35
18.375,4.35
18.417,4.35
18.458,4.35
18.5,4.35
18.542,4.35
18.583,4.35
18.625,4.35
18.667,4.35
18.708,4.35
18.75,4.35
18.792,4.35
18.833,4.35
18.875,4.35
18.917,4.35
18.958,4.35
19,4.69
19.042,4.69
19.083,4.69
19.125,4.69
19.167,4.69
19.208,4.69
19.25,4.69
19.292,4.69
19.333,4.69
19.375,4.69
19.417,4.69
19.458,4.69
19.5,4.69
19.542,4.69
19.583,4.69
19.625,4.69
19.667,4.69
19.708,4.69
19.75,4.69
19.792,4.69
19.833,4.69
19.875,4.69
19.917,4.69
19.958,4.69
20,5.42
20.042,5.42
20.083,5.42
20.125,5.42
20.167,5.42
20.208,5.42
20.25,5.42
20.292,5.42
20.333,5.42
20.375,5.42
20.417,5.42
20.458,5.42
20.5,5.42
20.542,5.42
20.583,5.42
20.625,5.42
20.667,5.42
20.708,5.42
20.75,5.42
20.792,5.42
20.833,5.42
20.875,5.42
20.917,5.42
20.958,5.42
21,5.64
21.042,5.64
21.083,5.64
21.125,5.64
21.167,5.64
21.208,5.64
21.25,5.64
21.292,5.64
21.333,5.64
21.375,5.64
21.417,5.64
21.458,5.64
21.5,5.64
21.542,5.64
21.583,5.64
21.625,5.64
21.667,5.64
21.708,5.64
21.75,5.64
21.792,5.64
21.833,5.64
21.875,5.64
21.917,5.64
21.958,5.64
22,5.57
22.042,5.57
22.083,5.57
22.125,5.57
22.167,5.57
22.208,5.57
22.25,5.57
22.292,5.57
22.333,5.57
22.375,5.57
22.417,5.57
22.458,5.57
22.5,5.57
22.542,5.57
22.583,5.57
22.625,5.57
22.667,5.57
22.708,5.57
22.75,5.57
22.792,5.57
22.833,5.57
22.875,5.57
22.917,5.57
22.958,5.57
23,5.63
23.042,5.63
23.083,5.63
23.125,5.63
23.167,5.63
23.208,5.63
23.25,5.63
23.292,5.63
23.333,5.63
23.375,5.63
23.417,5.63
23.458,5.63
23.5,5.63
23.542,5.63
23.583,5.63
23.625,5.63
23.667,5.63
23.708,5.63
23.75,5.63
23.792,5.63
23.833,5.63
23.875,5.63
23.917,5.63
23.958,5.63
24,5.42
24.042,5.42
24.083,5.42
24.125,5.42
24.167,5.42
24.208,5.42
24.25,5.42
24.292,5.42
24.333,5.42
24.375,5.42
24.417,5.42
24.458,5.42
24.5,5.42
24.542,5.42
24.583,5.42
24.625,5.42
24.667,5.42
24.708,5.42
24.75,5.42
24.792,5.42
24.833,5.42
24.875,5.42
24.917,5.42
24.958,5.42
25,5.11
25.042,5.11
25.083,5.11
25.125,5.11
25.167,5.11
25.208,5.11
25.25,5.11
25.292,5.11
25.333,5.11
25.375,5.11
25.417,5.11
25.458,5.11
25.5,5.11
25.542,5.11
25.583,5.11
25.625,5.11
25.667,5.11
25.708,5.11
25.75,5.11
25.792,5.11
25.833,5.11
25.875,5.11
25.917,5.11
25.958,5.11
26,4.88
26.042,4.88
26.083,4.88
26.125,4.88
26.167,4.88
26.208,4.88
26.25,4.88
26.292,4.88
26.333,4.88
26.375,4.88
26.417,4.88
26.458,4.88
26.5,4.88
26.542,4.88
26.583,4.88
26.625,4.88
26.667,4.88
26.708,4.88
26.75,4.88
26.792,4.88
26.833,4.88
26.875,4.88
26.917,4.88
26.958,4.88
27,4.41
27.042,4.41
27.083,4.41
27.125,4.41
27.167,4.41
27.208,4.41
27.25,4.41
27.292,4.41
27.333,4.41
27.375,4.41
27.417,4.41
27.458,4.41
27.5,4.41
27.542,4.41
27.583,4.41
27.625,4.41
27.667,4.41
27.708,4.41
27.75,4.41
27.792,4.41
27.833,4.41
27.875,4.41
27.917,4.41
27.958,4.41
28,4.44
28.042,4.44
28.083,4.44
28.125,4.44
28.167,4.44
28.208,4.44
28.25,4.44
28.292,4.44
28.333,4.44
28.375,4.44
28.417,4.44
28.458,4.44
28.5,4.44
28.542,4.44
28.583,4.44
28.625,4.44
28.667,4.44
28.708,4.44
28.75,4.44
28.792,4.44
28.833,4.44
28.875,4.44
28.917,4.44
28.958,4.44
29,4.41
29.042,4.41
29.083,4.41
29.125,4.41
29.167,4.41
29.208,4.41
29.25,4.41
29.292,4.41
29.333,4.41
29.375,4.41
29.417,4.41
29.458,4.41
29.5,4.41
29.542,4.41
29.583,4.41
29.625,4.41
29.667,4.41
29.708,4.41
29.75,4.41
29.792,4.41
29.833,4.41
29.875,4.41
29.917,4.41
29.958,4.41
30,4.31
30.042,4.31
30.083,4.31
30.125,4.31
30.167,4.31
30.208,4.31
30.25,4.31
30.292,4.31
30.333,4.31
30.375,4.31
30.417,4.31
30.458,4.31
30.5,4.31
30.542,4.31
30.583,4.31
30.625,4.31
30.667,4.31
30.708,4.31
30.75,4.31
30.792,4.31
30.833,4.31
30.875,4.31
30.917,4.31
30.958,4.31
31,4.29
31.042,4.29
31.083,4.29
31.125,4.29
31.167,4.29
31.208,4.29
31.25,4.29
31.292,4.29
31.333,4.29
31.375,4.29
31.417,4.29
31.458,4.29
31.5,4.29
31.542,4.29
31.583,4.29
31.625,4.29
31.667,4.29
31.708,4.29
31.75,4.29
31.792,4.29
31.833,4.29
31.875,4.29
31.917,4.29
31.958,4.29
32,4.89
32.042,4.89
32.083,4.89
32.125,4.89
32.167,4.89
32.208,4.89
32.25,4.89
32.292,4.89
32.333,4.89
32.375,4.89
32.417,4.89
32.458,4.89
32.5,4.89
32.542,4.89
32.583,4.89
32.625,4.89
32.667,4.89
32.708,4.89
32.75,4.89
32.792,4.89
32.833,4.89
32.875,4.89
32.917,4.89
32.958,4.89
33,5.68
33.042,5.68
33.083,5.68
33.125,5.68
33.167,5.68
33.208,5.68
33.25,5.68
33.292,5.68
33.333,5.68
33.375,5.68
33.417,5.68
33.458,5.68
33.5,5.68
33.542,5.68
33.583,5.68
33.625,5.68
33.667,5.68
33.708,5.68
33.75,5.68
33.792,5.68
33.833,5.68
33.875,5.68
33.917,5.68
33.958,5.68
34,6.06
34.042,6.06
34.083,6.06
34.125,6.06
34.167,6.06
34.208,6.06
34.25,6.06
34.292,6.06
34.333,6.06
34.375,6.06
34.417,6.06
34.458,6.06
34.5,6.06
34.542,6.06
34.583,6.06
34.625,6.06
34.667,6.06
34.708,6.06
34.75,6.06
34.792,6.06
34.833,6.06
34.875,6.06
34.917,6.06
34.958,6.06
35,5.89
35.042,5.89
35.083,5.89
35.125,5.89
35.167,5.89
35.208,5.89
35.25,5.89
35.292,5.89
35.333,5.89
35.375,5.89
35.417,5.89
35.458,5.89
35.5,5.89
35.542,5.89
35.583,5.89
35.625,5.89
35.667,5.89
35.708,5.89
35.75,5.89
35.792,5.89
35.833,5.89
35.875,5.89
35.917,5.89
35.958,5.89
36,6.2
36.042,6.2
36.083,6.2
36.125,6.2
36.167,6.2
36.208,6.2
36.25,6.2
36.292,6.2
36.333,6.2
36.375,6.2
36.417,6.2
36.458,6.2
36.5,6.2
36.542,6.2
36.583,6.2
36.625,6.2
36.667,6.2
36.708,6.2
36.75,6.2
36.792,6.2
36.833,6.2
36.875,6.2
36.917,6.2
36.958,6.2
37,6.29
37.042,6.29
37.083,6.29
37.125,6.29
37.167,6.29
37.208,6.29
37.25,6.29
37.292,6.29
37.333,6.29
37.375,6.29
37.417,6.29
37.458,6.29
37.5,6.29
37.542,6.29
37.583,6.29
37.625,6.29
37.667,6.29
37.708,6.29
37.75,6.29
37.792,6.29
37.833,6.29
37.875,6.29
37.917,6.29
37.958,6.29
38,6.23
38.042,6.23
38.083,6.23
38.125,6.23
38.167,6.23
38.208,6.23
38.25,6.23
38.292,6.23
38.333,6.23
38.375,6.23
38.417,6.23
38.458,6.23
38.5,6.23
38.542,6.23
38.583,6.23
38.625,6.23
38.667,6.23
38.708,6.23
38.75,6.23
38.792,6.23
38.833,6.23
38.875,6.23
38.917,6.23
38.958,6.23
39,5.91
39.042,5.91
39.083,5.91
39.125,5.91
39.167,5.91
39.208,5.91
39.25,5.91
39.292,5.91
39.333,5.91
39.375,5.91
39.417,5.91
39.458,5.91
39.5,5.91
39.542,5.91
39.583,5.91
39.625,5.91
39.667,5.91
39.708,5.91
39.75,5.91
39.792,5.91
39.833,5.91
39.875,5.91
39.917,5.91
39.958,5.91
40,6.82
40.042,6.82
40.083,6.82
40.125,6.82
40.167,6.82
40.208,6.82
40.25,6.82
40.292,6.82
40.333,6.82
40.375,6.82
40.417,6.82
40.458,6.82
40.5,6.82
40.542,6.82
40.583,6.82
40.625,6.82
40.667,6.82
40.708,6.82
40.75,6.82
40.792,6.82
40.833,6.82
40.875,6.82
40.917,6.82
40.958,6.82
41,7.09
41.042,7.09
41.083,7.09
41.125,7.09
41.167,7.09
41.208,7.09
41.25,7.09
41.292,7.09
41.333,7.09
41.375,7.09
41.417,7.09
41.458,7.09
41.5,7.09
41.542,7.09
41.583,7.09
41.625,7.09
41.667,7.09
41.708,7.09
41.75,7.09
41.792,7.09
41.833,7.09
41.875,7.09
41.917,7.09
41.958,7.09
42,6.64
42.042,6.64
42.083,6.64
42.125,6.64
42.167,6.64
42.208,6.64
42.25,6.64
42.292,6.64
42.333,6.64
42.375,6.64
42.417,6.64
42.458,6.64
42.5,6.64
42.542,6.64
42.583,6.64
42.625,6.64
42.667,6.64
42.708,6.64
42.75,6.64
42.792,6.64
42.833,6.64
42.875,6.64
42.917,6.64
42.958,6.64
43,6.47
43.042,6.47
43.083,6.47
43.125,6.47
43.167,6.47
43.208,6.47
43.25,6.47
43.292,6.47
43.333,6.47
43.375,6.47
43.417,6.47
43.458,6.47
43.5,6.47
43.542,6.47
43.583,6.47
43.625,6.47
43.667,6.47
43.708,6.47
43.75,6.47
43.792,6.47
43.833,6.47
43.875,6.47
43.917,6.47
43.958,6.47
44,7.04
44.042,7.04
44.083,7.04
44.125,7.04
44.167,7.04
44.208,7.04
44.25,7.04
44.292,7.04
44.333,7.04
44.375,7.04
44.417,7.04
44.458,7.04
44.5,7.04
44.542,7.04
44.583,7.04
44.625,7.04
44.667,7.04
44.708,7.04
44.75,7.04
44.792,7.04
44.833,7.04
44.875,7.04
44.917,7.04
44.958,7.04
45,6.85
45.042,6.85
45.083,6.85
45.125,6.85
45.167,6.85
45.208,6.85
45.25,6.85
45.292,6.85
45.333,6.85
45.375,6.85
45.417,6.85
45.458,6.85
45.5,6.85
45.542,6.85
45.583,6.85
45.625,6.85
45.667,6.85
45.708,6.85
45.75,6.85
45.792,6.85
45.833,6.85
45.875,6.85
45.917,6.85
45.958,6.85
46,7.32
46.042,7.32
46.083,7.32
46.125,7.32
46.167,7.32
46.208,7.32
46.25,7.32
46.292,7.32
46.333,7.32
46.375,7.32
46.417,7.32
46.458,7.32
46.5,7.32
46.542,7.32
46.583,7.32
46.625,7.32
46.667,7.32
46.708,7.32
46.75,7.32
46.792,7.32
46.833,7.32
46.875,7.32
46.917,7.32
46.958,7.32
47,7.1
47.042,7.1
47.083,7.1
47.125,7.1
47.167,7.1
47.208,7.1
47.25,7.1
47.292,7.1
47.333,7.1
47.375,7.1
47.417,7.1
47.458,7.1
47.5,7.1
47.542,7.1
47.583,7.1
47.625,7.1
47.667,7.1
47.708,7.1
47.75,7.1
47.792,7.1
47.833,7.1
47.875,7.1
47.917,7.1
47.958,7.1
48,6.73
48.042,6.73
48.083,6.73
48.125,6.73
48.167,6.73
48.208,6.73
48.25,6.73
48.292,6.73
48.333,6.73
48.375,6.73
48.417,6.73
48.458,6.73
48.5,6.73
48.542,6.73
48.583,6.73
48.625,6.73
48.667,6.73
48.708,6.73
48.75,6.73
48.792,6.73
48.833,6.73
48.875,6.73
48.917,6.73
48.958,6.73
49,6.97
49.042,6.97
49.083,6.97
49.125,6.97
49.167,6.97
49.208,6.97
49.25,6.97
49.292,6.97
49.333,6.97
49.375,6.97
49.417,6.97
49.458,6.97
49.5,6.97
49.542,6.97
49.583,6.97
49.625,6.97
49.667,6.97
49.708,6.97
49.75,6.97
49.792,6.97
49.833,6.97
49.875,6.97
49.917,6.97
49.958,6.97
50,6.89
50.042,6.89
50.083,6.89
50.125,6.89
50.167,6.89
50.208,6.89
50.25,6.89
50.292,6.89
50.333,6.89
50.375,6.89
50.417,6.89
50.458,6.89
50.5,6.89
50.542,6.89
50.583,6.89
50.625,6.89
50.667,6.89
50.708,6.89
50.75,6.89
50.792,6.89
50.833,6.89
50.875,6.89
50.917,6.89
50.958,6.89
51,7.45
51.042,7.45
51.083,7.45
51.125,7.45
51.167,7.45
51.208,7.45
51.25,7.45
51.292,7.45
51.333,7.45
51.375,7.45
51.417,7.45
51.458,7.45
51.5,7.45
51.542,7.45
51.583,7.45
51.625,7.45
51.667,7.45
51.708,7.45
51.75,7.45
51.792,7.45
51.833,7.45
51.875,7.45
51.917,7.45
51.958,7.45
52,7.37
52.042,7.37
52.083,7.37
52.125,7.37
52.167,7.37
52.208,7.37
52.25,7.37
52.292,7.37
52.333,7.37
52.375,7.37
52.417,7.37
52.458,7.37
52.5,7.37
52.542,7.37
52.583,7.37
52.625,7.37
52.667,7.37
52.708,7.37
52.75,7.37
52.792,7.37
52.833,7.37
52.875,7.37
52.917,7.37
52.958,7.37
53,6.55
53.042,6.55
53.083,6.55
53.125,6.55
53.167,6.55
53.208,6.55
53.25,6.55
53.292,6.55
53.333,6.55
53.375,6.55
53.417,6.55
53.458,6.55
53.5,6.55
53.542,6.55
53.583,6.55
53.625,6.55
53.667,6.55
53.708,6.55
53.75,6.55
53.792,6.55
53.833,6.55
53.875,6.55
53.917,6.55
53.958,6.55
54,5.76
54.042,5.76
54.083,5.76
54.125,5.76
54.167,5.76
54.208,5.76
54.25,5.76
54.292,5.76
54.333,5.76
54.375,5.76
54.417,5.76
54.458,5.76
54.5,5.76
54.542,5.76
54.583,5.76
54.625,5.76
54.667,5.76
54.708,5.76
54.75,5.76
54.792,5.76
54.833,5.76
54.875,5.76
54.917,5.76
54.958,5.76
55,5.35
55.042,5.35
55.083,5.35
55.125,5.35
55.167,5.35
55.208,5.35
55.25,5.35
55.292,5.35
55.333,5.35
55.375,5.35
55.417,5.35
55.458,5.35
55.5,5.35
55.542,5.35
55.583,5.35
55.625,5.35
55.667,5.35
55.708,5.35
55.75,5.35
55.792,5.35
55.833,5.35
55.875,5.35
55.917,5.35
55.958,5.35
56,5.65
56.042,5.65
56.083,5.65
56.125,5.65
56.167,5.65
56.208,5.65
56.25,5.65
56.292,5.65
56.333,5.65
56.375,5.65
56.417,5.65
56.458,5.65
56.5,5.65
56.542,5.65
56.583,5.65
56.625,5.65
56.667,5.65
56.708,5.65
56.75,5.65
56.792,5.65
56.833,5.65
56.875,5.65
56.917,5.65
56.958,5.65
57,5.11
57.042,5.11
57.083,5.11
57.125,5.11
57.167,5.11
57.208,5.11
57.25,5.11
57.292,5.11
57.333,5.11
57.375,5.11
57.417,5.11
57.458,5.11
57.5,5.11
57.542,5.11
57.583,5.11
57.625,5.11
57.667,5.11
57.708,5.11
57.75,5.11
57.792,5.11
57.833,5.11
57.875,5.11
57.917,5.11
57.958,5.11
58,5.11
58.042,5.11
58.083,5.11
58.125,5.11
58.167,5.11
58.208,5.11
58.25,5.11
58.292,5.11
58.333,5.11
58.375,5.11
58.417,5.11
58.458,5.11
58.5,5.11
58.542,5.11
58.583,5.11
58.625,5.11
58.667,5.11
58.708,5.11
58.75,5.11
58.792,5.11
58.833,5.11
58.875,5.11
58.917,5.11
58.958,5.11
59,5.58
59.042,5.58
59.083,5.58
59.125,5.58
59.167,5.58
59.208,5.58
59.25,5.58
59.292,5.58
59.333,5.58
59.375,5.58
59.417,5.58
59.458,5.58
59.5,5.58
59.542,5.58
59.583,5.58
59.625,5.58
59.667,5.58
59.708,5.58
59.75,5.58
59.792,5.58
59.833,5.58
59.875,5.58
59.917,5.58
59.958,5.58
60,5.32
60.042,5.32
60.083,5.32
60.125,5.32
60.167,5.32
60.208,5.32
60.25,5.32
60.292,5.32
60.333,5.32
60.375,5.32
60.417,5.32
60.458,5.32
60.5,5.32
60.542,5.32
60.583,5.32
60.625,5.32
60.667,5.32
60.708,5.32
60.75,5.32
60.792,5.32
60.833,5.32
60.875,5.32
60.917,5.32
60.958,5.32
61,5.64
61.042,5.64
61.083,5.64
61.125,5.64
61.167,5.64
61.208,5.64
61.25,5.64
61.292,5.64
61.333,5.64
61.375,5.64
61.417,5.64
61.458,5.64
61.5,5.64
61.542,5.64
61.583,5.64
61.625,5.64
61.667,5.64
61.708,5.64
61.75,5.64
61.792,5.64
61.833,5.64
61.875,5.64
61.917,5.64
61.958,5.64
62,5.91
62.042,5.91
62.083,5.91
62.125,5.91
62.167,5.91
62.208,5.91
62.25,5.91
62.292,5.91
62.333,5.91
62.375,5.91
62.417,5.91
62.458,5.91
62.5,5.91
62.542,5.91
62.583,5.91
62.625,5.91
62.667,5.91
62.708,5.91
62.75,5.91
62.792,5.91
62.833,5.91
62.875,5.91
62.917,5.91
62.958,5.91
63,6.37
63.042,6.37
63.083,6.37
63.125,6.37
63.167,6.37
63.208,6.37
63.25,6.37
63.292,6.37
63.333,6.37
63.375,6.37
63.417,6.37
63.458,6.37
63.5,6.37
63.542,6.37
63.583,6.37
63.625,6.37
63.667,6.37
63.708,6.37
63.75,6.37
63.792,6.37
63.833,6.37
63.875,6.37
63.917,6.37
63.958,6.37
64,5
64.042,5
64.083,5
64.125,5
64.167,5
64.208,5
64.25,5
64.292,5
64.333,5
64.375,5
64.417,5
64.458,5
64.5,5
64.542,5
64.583,5
64.625,5
64.667,5
64.708,5
64.75,5
64.792,5
64.833,5
64.875,5
64.917,5
64.958,5
65,3.97
65.042,3.97
65.083,3.97
65.125,3.97
65.167,3.97
65.208,3.97
65.25,3.97
65.292,3.97
65.333,3.97
65.375,3.97
65.417,3.97
65.458,3.97
65.5,3.97
65.542,3.97
65.583,3.97
65.625,3.97
65.667,3.97
65.708,3.97
65.75,3.97
65.792,3.97
65.833,3.97
65.875,3.97
65.917,3.97
65.958,3.97
66,4.84
66.042,4.84
66.083,4.84
66.125,4.84
66.167,4.84
66.208,4.84
66.25,4.84
66.292,4.84
66.333,4.84
66.375,4.84
66.417,4.84
66.458,4.84
66.5,4.84
66.542,4.84
66.583,4.84
66.625,4.84
66.667,4.84
66.708,4.84
66.75,4.84
66.792,4.84
66.833,4.84
66.875,4.84
66.917,4.84
66.958,4.84
67,6.27
67.042,6.27
67.083,6.27
67.125,6.27
67.167,6.27
67.208,6.27
67.25,6.27
67.292,6.27
67.333,6.27
67.375,6.27
67.417,6.27
67.458,6.27
67.5,6.27
67.542,6.27
67.583,6.27
67.625,6.27
67.667,6.27
67.708,6.27
67.75,6.27
67.792,6.27
67.833,6.27
67.875,6.27
67.917,6.27
67.958,6.27
68,7.16
68.042,7.16
68.083,7.16
68.125,7.16
68.167,7.16
68.208,7.16
68.25,7.16
68.292,7.16
68.333,7.16
68.375,7.16
68.417,7.16
68.458,7.16
68.5,7.16
68.542,7.16
68.583,7.16
68.625,7.16
68.667,7.16
68.708,7.16
68.75,7.16
68.792,7.16
68.833,7.16
68.875,7.16
68.917,7.16
68.958,7.16
69,7.32
69.042,7.32
69.083,7.32
69.125,7.32
69.167,7.32
69.208,7.32
69.25,7.32
69.292,7.32
69.333,7.32
69.375,7.32
69.417,7.32
69.458,7.32
69.5,7.32
69.542,7.32
69.583,7.32
69.625,7.32
69.667,7.32
69.708,7.32
69.75,7.32
69.792,7.32
69.833,7.32
69.875,7.32
69.917,7.32
69.958,7.32
70,7.24
70.042,7.24
70.083,7.24
70.125,7.24
70.167,7.24
70.208,7.24
70.25,7.24
70.292,7.24
70.333,7.24
70.375,7.24
70.417,7.24
70.458,7.24
70.5,7.24
70.542,7.24
70.583,7.24
70.625,7.24
70.667,7.24
70.708,7.24
70.75,7.24
70.792,7.24
70.833,7.24
70.875,7.24
70.917,7.24
70.958,7.24
71,7.27
71.042,7.27
71.083,7.27
71.125,7.27
71.167,7.27
71.208,7.27
71.25,7.27
71.292,7.27
71.333,7.27
71.375,7.27
71.417,7.27
71.458,7.27
71.5,7.27
71.542,7.27
71.583,7.27
71.625,7.27
71.667,7.27
71.708,7.27
71.75,7.27
71.792,7.27
71.833,7.27
71.875,7.27
71.917,7.27
71.958,7.27
72,7.29
72.042,7.29
72.083,7.29
72.125,7.29
72.167,7.29
72.208,7.29
72.25,7.29
72.292,7.29
72.333,7.29
72.375,7.29
72.417,7.29
72.458,7.29
72.5,7.29
72.542,7.29
72.583,7.29
72.625,7.29
72.667,7.29
72.708,7.29
72.75,7.29
72.792,7.29
72.833,7.29
72.875,7.29
72.917,7.29
72.958,7.29
73,8
73.042,8
73.083,8
73.125,8
73.167,8
73.208,8
73.25,8
73.292,8
73.333,8
73.375,8
73.417,8
73.458,8
73.5,8
73.542,8
73.583,8
73.625,8
73.667,8
73.708,8
73.75,8
73.792,8
73.833,8
73.875,8
73.917,8
73.958,8
74,7.64
74.042,7.64
74.083,7.64
74.125,7.64
74.167,7.64
74.208,7.64
74.25,7.64
74.292,7.64
74.333,7.64
74.375,7.64
74.417,7.64
74.458,7.64
74.5,7.64
74.542,7.64
74.583,7.64
74.625,7.64
74.667,7.64
74.708,7.64
74.75,7.64
74.792,7.64
74.833,7.64
74.875,7.64
74.917,7.64
