$Trinity Lake updated withdrawals year 2017 YC 08/31/22,,
",,,",,
Jday,Power generation and Jet (cms),Auxiallary (cms)
90.458,0.0283,0.0283
90.5,0.0283,0.0283
90.542,0.0283,0.0283
90.583,0.0283,0.0283
90.625,0.0283,0.0283
90.667,0.0283,0.0283
90.708,4.8335268,0.0283
90.75,37.9816281,0.0283
90.792,39.2969838,0.0283
90.833,39.2533452,0.0283
90.875,37.8860873,0.0283
90.917,2.7130078,0.0283
90.958,0.0283,0.0283
91,0.0283,0.0283
91.042,0.0283,0.0283
91.083,0.0283,0.0283
91.125,0.0283,0.0283
91.167,0.0283,0.0283
91.208,0.0283,0.0283
91.25,0.0283,0.0283
91.292,0.0283,0.0283
91.333,0.0283,0.0283
91.375,0.0283,0.0283
91.417,0.0283,0.0283
91.458,0.0283,0.0283
91.5,0.0283,0.0283
91.542,0.0283,0.0283
91.583,0.0283,0.0283
91.625,0.0283,0.0283
91.667,0.0283,0.0283
91.708,4.2196998,0.0283
91.75,37.9946461,0.0283
91.792,38.9507899,0.0283
91.833,39.0032015,0.0283
91.875,37.7492285,0.0283
91.917,2.707178,0.0283
91.958,0.0283,0.0283
92,0.0283,0.0283
92.042,0.0283,0.0283
92.083,0.0283,0.0283
92.125,0.0283,0.0283
92.167,0.0283,0.0283
92.208,0.0283,0.0283
92.25,0.0283,0.0283
92.292,0.0283,0.0283
92.333,0.0283,0.0283
92.375,0.0283,0.0283
92.417,0.0283,0.0283
92.458,0.0283,0.0283
92.5,0.0283,0.0283
92.542,0.0283,0.0283
92.583,0.0283,0.0283
92.625,0.0283,0.0283
92.667,0.0283,0.0283
92.708,0.0283,0.0283
92.75,7.1828513,0.0283
92.792,37.728428,0.0283
92.833,39.124467,0.0283
92.875,37.5994932,0.0283
92.917,2.9400021,0.0283
92.958,0.0283,0.0283
93,0.0283,0.0283
93.042,0.0283,0.0283
93.083,0.0283,0.0283
93.125,0.0283,0.0283
93.167,0.0283,0.0283
93.208,0.0283,0.0283
93.25,0.0283,0.0283
93.292,0.0283,0.0283
93.333,0.0283,0.0283
93.375,9.68709,0.0283
93.417,0.0283,0.0283
93.458,0.0283,0.0283
93.5,0.0283,0.0283
93.542,0.0283,0.0283
93.583,0.0283,0.0283
93.625,0.0283,0.0283
93.667,0.0283,0.0283
93.708,2.8604791,0.0283
93.75,31.4236691,0.0283
93.792,32.2399826,0.0283
93.833,32.2832533,0.0283
93.875,32.2852909,0.0283
93.917,31.3398162,0.0283
93.958,2.7169132,0.0283
94,0.0283,0.0283
94.042,0.0283,0.0283
94.083,0.0283,0.0283
94.125,0.0283,0.0283
94.167,0.0283,0.0283
94.208,0.0283,0.0283
94.25,0.0283,0.0283
94.292,0.0283,0.0283
94.333,0.0283,0.0283
94.375,0.0283,0.0283
94.417,0.0283,0.0283
94.458,0.0283,0.0283
94.5,0.0283,0.0283
94.542,0.0283,0.0283
94.583,0.0283,0.0283
94.625,0.0283,0.0283
94.667,0.0283,0.0283
94.708,7.0510582,0.0283
94.75,37.3914882,0.0283
94.792,38.4636054,0.0283
94.833,38.5699285,0.0283
94.875,37.3311243,0.0283
94.917,2.7979927,0.0283
94.958,0.0283,0.0283
95,0.0283,0.0283
95.042,0.0283,0.0283
95.083,0.0283,0.0283
95.125,0.0283,0.0283
95.167,0.0283,0.0283
95.208,0.0283,0.0283
95.25,0.0283,0.0283
95.292,0.0283,0.0283
95.333,0.0283,0.0283
95.375,0.0283,0.0283
95.417,0.0283,0.0283
95.458,0.0283,0.0283
95.5,0.0283,0.0283
95.542,3.0198081,0.0283
95.583,37.2334893,0.0283
95.625,38.4426351,0.0283
95.667,38.4850285,0.0283
95.708,38.4629545,0.0283
95.75,38.4640016,0.0283
95.792,38.439324,0.0283
95.833,38.4609452,0.0283
95.875,38.4120145,0.0283
95.917,38.4772177,0.0283
95.958,38.4711898,0.0283
96,38.4638318,0.0283
96.042,38.4035245,0.0283
96.083,38.4641997,0.0283
96.125,38.4553135,0.0283
96.167,38.4628979,0.0283
96.208,38.4533042,0.0283
96.25,38.3727624,0.0283
96.292,38.553373,0.0283
96.333,38.3429059,0.0283
96.375,38.5527504,0.0283
96.417,38.3947798,0.0283
96.458,38.5305066,0.0283
96.5,38.4231647,0.0283
96.542,38.5230354,0.0283
96.583,38.350745,0.0283
96.625,38.4553135,0.0283
96.667,38.4688692,0.0283
96.708,38.4690956,0.0283
96.75,38.4566719,0.0283
96.792,38.4255702,0.0283
96.833,38.4123541,0.0283
96.875,38.4306642,0.0283
96.917,38.3596029,0.0283
96.958,38.4103165,0.0283
97,38.3742057,0.0283
97.042,38.3832617,0.0283
97.083,38.4357582,0.0283
97.125,38.4167972,0.0283
97.167,38.4456349,0.0283
97.208,38.39461,0.0283
97.25,38.415552,0.0283
97.292,38.4315698,0.0283
97.333,38.3711776,0.0283
97.375,38.4104297,0.0283
97.417,38.3472075,0.0283
97.458,38.3666496,0.0283
97.5,38.3257561,0.0283
97.542,38.345085,0.0283
97.583,38.3806298,0.0283
97.625,38.350462,0.0283
97.667,38.3676684,0.0283
97.708,38.3855257,0.0283
97.75,38.4380505,0.0283
97.792,38.4304661,0.0283
97.833,38.4088732,0.0283
97.875,38.4116749,0.0283
97.917,38.4396919,0.0283
97.958,38.2483556,0.0283
98,35.4553154,0.0283
98.042,35.5921176,0.0283
98.083,35.2081149,0.0283
98.125,35.4898697,0.0283
98.167,35.3584728,0.0283
98.208,35.4518345,0.0283
98.25,35.5527523,0.0283
98.292,35.2296512,0.0283
98.333,35.4948505,0.0283
98.375,35.2887416,0.0283
98.417,35.4337508,0.0283
98.458,35.3000616,0.0283
98.5,35.3774904,0.0283
98.542,35.3331726,0.0283
98.583,35.337644,0.0283
98.625,35.3562654,0.0283
98.667,35.346134,0.0283
98.708,35.3378704,0.0283
98.75,35.3757075,0.0283
98.792,35.4064413,0.0283
98.833,35.4142521,0.0283
98.875,35.4504761,0.0283
98.917,35.4209026,0.0283
98.958,35.5435831,0.0283
99,38.2069527,0.0283
99.042,38.3409815,0.0283
99.083,38.2893057,0.0283
99.125,38.2697221,0.0283
99.167,38.3454812,0.0283
99.208,38.296409,0.0283
99.25,38.2599586,0.0283
99.292,38.2860512,0.0283
99.333,38.2944846,0.0283
99.375,38.270939,0.0283
99.417,38.2150465,0.0283
99.458,38.2138579,0.0283
99.5,38.2275551,0.0283
99.542,38.2434314,0.0283
99.583,38.1725965,0.0283
99.625,38.3967608,0.0283
99.667,38.2376299,0.0283
99.708,38.4706521,0.0283
99.75,38.2693825,0.0283
99.792,38.4888207,0.0283
99.833,38.2406297,0.0283
99.875,38.4430313,0.0283
99.917,38.2160087,0.0283
99.958,38.4152407,0.0283
100,38.2112543,0.0283
100.042,38.334614,0.0283
100.083,38.2932394,0.0283
100.125,38.3575653,0.0283
100.167,38.2787498,0.0283
100.208,38.3197565,0.0283
100.25,38.2911735,0.0283
100.292,38.308578,0.0283
100.333,38.2589681,0.0283
100.375,38.2447898,0.0283
100.417,38.2702881,0.0283
100.458,38.2548363,0.0283
100.5,38.2802497,0.0283
100.542,38.2501951,0.0283
100.583,38.266694,0.0283
100.625,38.3131626,0.0283
100.667,38.3211432,0.0283
100.708,38.353575,0.0283
100.75,38.3994776,0.0283
100.792,38.3871388,0.0283
100.833,38.3922045,0.0283
100.875,38.350745,0.0283
100.917,38.3425946,0.0283
100.958,38.3306237,0.0283
101,38.3356611,0.0283
101.042,38.3299728,0.0283
101.083,38.1796715,0.0283
101.125,38.4330131,0.0283
101.167,38.2162068,0.0283
101.208,38.3866577,0.0283
101.25,38.1896614,0.0283
101.292,37.1113182,0.0283
101.333,2.6512855,0.0283
101.375,0.2787267,0.0283
101.417,36.3639152,0.0283
101.458,38.2622509,0.0283
101.5,38.1564655,0.0283
101.542,38.1893784,0.0283
101.583,38.1847938,0.0283
101.625,38.1895765,0.0283
101.667,38.1753416,0.0283
101.708,38.1545411,0.0283
101.75,38.2033303,0.0283
101.792,38.1830675,0.0283
101.833,38.1719739,0.0283
101.875,38.1718041,0.0283
101.917,38.1687194,0.0283
101.958,38.1770962,0.0283
102,38.1855013,0.0283
102.042,38.1846523,0.0283
102.083,38.1351556,0.0283
102.125,38.1872842,0.0283
102.167,38.1909066,0.0283
102.208,38.1632575,0.0283
102.25,38.2048868,0.0283
102.292,36.8709663,0.0283
102.333,3.1977585,0.0283
102.375,0.0283,0.0283
102.417,0.0283,51.059426
102.458,0.0283,70.6988619
102.5,22.610002,23.1739644
102.542,38.1365423,0.0283
102.583,38.1810299,0.0283
102.625,38.1497301,0.0283
102.667,38.1749737,0.0283
102.708,38.1515979,0.0283
102.75,38.1603992,0.0283
102.792,38.2255175,0.0283
102.833,38.1538902,0.0283
102.875,37.9923538,0.0283
102.917,38.2557702,0.0283
102.958,38.0229178,0.0283
103,38.2664676,0.0283
103.042,38.0085131,0.0283
103.083,38.2025379,0.0283
103.125,38.0084848,0.0283
103.167,38.2122448,0.0283
103.208,38.0053152,0.0283
103.25,38.1682666,0.0283
103.292,36.7491914,0.0283
103.333,3.8390648,0.0283
103.375,3.2262849,0.0283
103.417,36.8099515,0.0283
103.458,37.9920991,0.0283
103.5,38.027276,0.0283
103.542,38.066047,0.0283
103.583,38.2433465,0.0283
103.625,38.0177389,0.0283
103.667,38.0444824,0.0283
103.708,38.0795744,0.0283
103.75,38.1337123,0.0283
103.792,38.1244016,0.0283
103.833,38.0645471,0.0283
103.875,38.1322124,0.0283
103.917,38.0145127,0.0283
103.958,38.0052303,0.0283
104,38.0019475,0.0283
104.042,38.0285495,0.0283
104.083,37.9702232,0.0283
104.125,37.9357538,0.0283
104.167,37.9436778,0.0283
104.208,37.9658933,0.0283
104.25,37.9621577,0.0283
104.292,36.6306427,0.0283
104.333,2.6865756,0.0283
104.375,0.0283,0.0283
104.417,0.0283,65.2858077
104.458,0.0283,70.7923085
104.5,0.0283,70.7929594
104.542,0.0283,70.7937801
104.583,0.0283,11.405749
104.625,0.0283,0.0283
104.667,9.2213569,0.0283
104.708,36.7459369,0.0283
104.75,37.8491275,0.0283
104.792,38.0390205,0.0283
104.833,37.8422506,0.0283
104.875,37.9600635,0.0283
104.917,37.9320748,0.0283
104.958,37.7319655,0.0283
105,35.3397382,0.0283
105.042,35.0305041,0.0283
105.083,35.1320728,0.0283
105.125,35.1470152,0.0283
105.167,35.1476378,0.0283
105.208,35.0892832,0.0283
105.25,35.1276297,0.0283
105.292,35.1289032,0.0283
105.333,35.1370536,0.0283
105.375,35.0625114,0.0283
105.417,35.1152343,0.0283
105.458,35.1075933,0.0283
105.5,35.101056,0.0283
105.542,35.0547006,0.0283
105.583,35.0944055,0.0283
105.625,35.0906982,0.0283
105.667,35.1331765,0.0283
105.708,35.1416099,0.0283
105.75,35.1102818,0.0283
105.792,35.1180643,0.0283
105.833,35.1172719,0.0283
105.875,35.0984524,0.0283
105.917,35.1042539,0.0283
105.958,35.0911793,0.0283
106,35.0950847,0.0283
106.042,35.0739729,0.0283
106.083,35.087755,0.0283
106.125,35.0698411,0.0283
106.167,35.1010843,0.0283
106.208,35.0841326,0.0283
106.25,35.0673507,0.0283
106.292,35.0558892,0.0283
106.333,35.2366696,0.0283
106.375,35.0450786,0.0283
106.417,35.1255355,0.0283
106.458,34.9777812,0.0283
106.5,35.1477793,0.0283
106.542,34.933803,0.0283
106.583,35.113791,0.0283
106.625,34.9241244,0.0283
106.667,35.0820667,0.0283
106.708,34.9343124,0.0283
106.75,35.2006154,0.0283
106.792,35.0100432,0.0283
106.833,35.0513895,0.0283
106.875,35.000591,0.0283
106.917,35.039362,0.0283
106.958,35.1545147,0.0283
107,37.7216643,0.0283
107.042,37.8103282,0.0283
107.083,37.8103565,0.0283
107.125,37.8223274,0.0283
107.167,37.8182805,0.0283
107.208,37.7992912,0.0283
107.25,37.8307608,0.0283
107.292,37.7914521,0.0283
107.333,37.8033381,0.0283
107.375,37.8257234,0.0283
107.417,37.8073567,0.0283
107.458,37.8299401,0.0283
107.5,37.8757295,0.0283
107.542,37.8018948,0.0283
107.583,37.8469767,0.0283
107.625,37.8952848,0.0283
107.667,37.9156891,0.0283
107.708,37.8840214,0.0283
107.75,37.9059256,0.0283
107.792,37.8843893,0.0283
107.833,37.8887192,0.0283
107.875,37.9121516,0.0283
107.917,37.8930208,0.0283
107.958,37.7271545,0.0283
108,35.0803404,0.0283
108.042,35.0306173,0.0283
108.083,34.9405667,0.0283
108.125,35.0404657,0.0283
108.167,35.1158003,0.0283
108.208,34.89107,0.0283
108.25,35.0922547,0.0283
108.292,34.8714864,0.0283
108.333,35.0604172,0.0283
108.375,34.7547206,0.0283
108.417,35.0099017,0.0283
108.458,34.8890324,0.0283
108.5,34.9728853,0.0283
108.542,35.4982748,0.0283
108.583,37.8060549,0.0283
108.625,34.9254262,0.0283
108.667,34.9271808,0.0283
108.708,34.9876296,0.0283
108.75,35.0018079,0.0283
108.792,34.8551007,0.0283
108.833,34.9962328,0.0283
108.875,34.9038333,0.0283
108.917,34.9396894,0.0283
108.958,34.5592242,0.0283
109,26.8285415,0.0283
109.042,26.6261682,0.0283
109.083,26.6002171,0.0283
109.125,26.6263946,0.0283
109.167,26.6245551,0.0283
109.208,26.9705226,0.0283
109.25,37.2300084,0.0283
109.292,37.6770918,0.0283
109.333,39.0838282,0.0283
109.375,41.1311351,0.0283
109.417,39.451332,0.0283
109.458,37.647207,0.0283
109.5,37.6789313,0.0283
109.542,37.6861195,0.0283
109.583,37.6672717,0.0283
109.625,37.6614419,0.0283
109.667,37.6507728,0.0283
109.708,37.6496974,0.0283
109.75,37.6440374,0.0283
109.792,37.6247085,0.0283
109.833,37.5449308,0.0283
109.875,36.8735133,0.0283
109.917,22.4644268,0.0283
109.958,21.1813897,0.0283
110,2.464364,0.0283
110.042,0.0283,0.0283
110.083,0.0283,0.0283
110.125,0.0283,0.0283
110.167,0.0283,0.0283
110.208,5.1218472,0.0283
110.25,36.3994317,0.0283
110.292,37.6692244,0.0283
110.333,36.8466283,0.0283
110.375,24.7853098,0.0283
110.417,24.3496879,0.0283
110.458,24.3852044,0.0283
110.5,24.4556431,0.0283
110.542,24.3382264,0.0283
110.583,24.4762738,0.0283
110.625,24.3534518,0.0283
110.667,24.8551259,0.0283
110.708,37.0275785,0.0283
110.75,37.6390849,0.0283
110.792,37.6594326,0.0283
110.833,37.660508,0.0283
110.875,27.8385685,0.0283
110.917,2.4314794,0.0283
110.958,0.0283,0.0283
111,0.0283,0.0283
111.042,0.0283,0.0283
111.083,0.0283,0.0283
111.125,0.0283,0.0283
111.167,0.0283,0.0283
111.208,0.0283,0.0283
111.25,0.0283,0.0283
111.292,0.0283,0.0283
111.333,0.0283,0.0283
111.375,9.1886704,0.0283
111.417,11.1413421,0.0283
111.458,12.8170134,0.0283
111.5,9.417108,0.0283
111.542,2.1854109,0.0283
111.583,0.0283,0.0283
111.625,2.4883624,0.0283
111.667,26.0358019,0.0283
111.708,26.4674618,0.0283
111.75,26.6457801,0.0283
111.792,26.4969221,0.0283
111.833,25.8858685,0.0283
111.875,2.6763876,0.0283
111.917,0.0283,0.0283
111.958,0.0283,0.0283
112,0.0283,0.0283
112.042,0.0283,0.0283
112.083,0.0283,0.0283
112.125,0.0283,0.0283
112.167,0.0283,0.0283
112.208,0.0283,0.0283
112.25,0.0283,0.0283
112.292,0.0283,0.0283
112.333,0.0283,0.0283
112.375,0.5793576,0.0283
112.417,19.0946326,0.0283
112.458,19.122027,0.0283
112.5,19.2922798,0.0283
112.542,19.4431188,0.0283
112.583,19.3711236,0.0283
112.625,20.0277968,0.0283
112.667,40.3252077,0.0283
112.708,40.4462751,0.0283
112.75,39.6452436,0.0283
112.792,40.6581006,0.0283
112.833,41.2974259,0.0283
112.875,39.7245402,0.0283
112.917,19.5399331,0.0283
112.958,19.3871414,0.0283
113,19.7506832,0.0283
113.042,19.4801635,0.0283
113.083,19.0922271,0.0283
113.125,19.427667,0.0283
113.167,19.5426216,0.0283
113.208,22.3980067,0.0283
113.25,68.9214238,0.0283
113.292,70.8748313,0.0283
113.333,70.4513501,0.0283
113.375,70.6395451,0.0283
113.417,70.3494701,0.0283
113.458,70.4420394,0.0283
113.5,70.8784537,0.0283
113.542,65.0417768,0.0283
113.583,64.4880873,0.0283
113.625,65.0966505,0.0283
113.667,65.8170553,0.0283
113.708,70.2778994,0.0283
113.75,71.2759838,0.0283
113.792,71.1117023,0.0283
113.833,70.5472871,0.0283
113.875,70.3986838,0.0283
113.917,70.7275015,0.0283
113.958,70.7805357,0.0283
114,67.7153061,0.0283
114.042,65.4440613,0.0283
114.083,63.9595282,0.0283
114.125,65.013873,0.0283
114.167,71.473065,0.0283
114.208,71.1338612,0.0283
114.25,72.3994372,0.0283
114.292,70.590105,0.0283
114.333,70.0638382,0.0283
114.375,70.3537434,0.0283
114.417,70.7241338,0.0283
114.458,70.4436525,0.0283
114.5,70.5047239,0.0283
114.542,70.5811056,0.0283
114.583,70.4882533,0.0283
114.625,70.6694016,0.0283
114.667,71.2809929,0.0283
114.708,70.7744512,0.0283
114.75,71.1440492,0.0283
114.792,70.8419467,0.0283
114.833,71.2297416,0.0283
114.875,70.7162947,0.0283
114.917,71.0759877,0.0283
114.958,70.6871174,0.0283
115,71.1255693,44.0032738
115.042,71.4701784,71.0367639
115.083,71.8317392,71.0361979
115.125,71.5920099,71.0350942
115.167,72.0987497,71.232232
115.208,71.7970717,70.8366829
115.25,71.7488768,71.0336509
115.292,71.3828446,71.033283
115.333,71.1352196,71.033283
115.375,71.191763,71.0320661
115.417,70.9783527,71.0314718
115.458,71.4707444,71.0314152
115.5,114.5304679,71.0300002
115.542,132.8492843,71.0279909
115.583,132.3898904,71.026774
115.625,132.4926477,71.0258967
115.667,132.5924901,71.0254439
115.708,132.5853868,71.023944
115.75,132.5780854,71.0234346
115.792,132.6416189,71.0224441
115.833,132.5663692,71.0217083
115.875,132.6145641,66.6806581
115.917,132.1828759,0.0283
115.958,132.0295748,0.0283
116,131.9658998,0.0283
116.042,131.9236479,0.0283
116.083,131.5039589,0.0283
116.125,132.3596377,30.7747784
116.167,132.0735247,70.8208915
116.208,132.8958944,71.2138936
116.25,132.1885925,70.8185426
116.292,136.3923594,71.2119409
116.333,134.8468964,70.8159956
116.375,186.9164909,71.2057715
116.417,257.881769,70.8053548
116.458,245.2511111,71.0012474
116.5,242.6895366,70.999889
116.542,249.3135761,70.9972854
116.583,248.8652758,70.9961534
116.625,248.4631328,70.9938328
116.667,248.4563125,70.9909462
116.708,248.5236948,70.9893614
116.75,248.5454575,70.986871
116.792,248.4456151,70.98489
116.833,248.5021019,70.9836448
116.875,250.7610079,70.9808148
116.917,248.5653807,70.9794564
116.958,248.453341,70.9765981
117,248.5762196,70.9748435
117.042,248.5673334,70.9737115
117.083,248.5316188,70.9712494
117.125,248.5105919,70.9684477
117.167,248.5407031,70.965929
117.208,248.5143558,46.5208418
117.25,248.2871351,0.0283
117.292,248.1999711,0.0283
117.333,247.9410544,0.0283
117.375,248.0526413,0.0283
117.417,248.00705,0.0283
117.458,248.1269005,58.3418084
117.5,248.3151804,70.9557693
117.542,248.3155766,70.9535619
117.583,248.4389646,70.950647
117.625,247.7022307,70.7513867
117.667,249.1267395,71.1446152
117.708,247.7602457,70.7484718
117.75,249.1033637,71.1403419
117.792,247.7421054,70.7431797
117.833,249.2098283,71.1347951
117.875,247.7979413,70.7385102
117.917,249.3501397,71.1298426
117.958,247.5364776,70.7332181
118,249.1096746,71.1265032
118.042,247.7558592,70.7298504
118.083,248.4415116,70.9256298
118.125,248.520129,70.9248657
118.167,248.478811,70.9218659
118.208,248.4642365,70.9174794
118.25,248.2666459,70.9149041
118.292,248.2172341,70.9129514
118.333,248.1831326,70.910178
118.375,248.2163851,70.9083951
118.417,247.2606941,1.1817797
118.458,247.8421459,0.0283
118.5,247.6643936,63.8147454
118.542,247.3367645,70.9034992
118.583,247.2859377,70.9003862
118.625,252.1590279,70.8971034
118.667,251.8679058,70.8954337
118.708,251.9072711,70.8945281
118.75,252.2847365,70.890934
118.792,252.2921228,70.8894058
118.833,252.6525516,70.8870852
118.875,252.3107442,70.8851608
118.917,252.1822622,70.8833496
118.958,252.2222501,70.8808592
119,252.2696526,70.8784537
119.042,252.2464466,70.8763029
119.083,252.1672066,70.8724258
119.125,252.6490424,70.8690298
119.167,252.4203784,70.8684072
119.208,252.4563194,70.8658036
119.25,251.4519524,70.6665433
119.292,252.8053999,71.0569701
119.333,251.1762255,70.6604305
119.375,252.6234309,71.050546
119.417,204.6097358,70.8538044
119.458,194.7377336,37.1983407
119.5,195.3994725,0.0283
119.542,194.2598315,0.0283
119.583,195.204061,0.0283
119.625,194.3374867,0.0283
119.667,194.241012,0.0283
119.708,194.9959711,9.4464834
119.75,194.497976,70.6497331
119.792,195.6450033,71.0413485
119.833,194.94172,70.6462805
119.875,195.7164042,71.0376978
119.917,195.2053062,70.6415544
119.958,190.5882744,71.0333396
120,185.0982159,70.6387527
120.042,183.9016919,70.8337397
120.083,183.7071577,8.460568
120.125,184.2991654,0.0283
120.167,184.5869764,0.0283
120.208,194.694944,0.0283
120.25,194.6954817,0.0283
120.292,196.2082016,0.0283
120.333,192.6262423,0.0283
120.375,186.6281139,0.0283
120.417,146.7466785,0.0283
120.458,147.249711,47.412688
120.5,146.9517686,70.8231555
120.542,131.2632108,70.8229574
120.583,130.4803196,70.8229008
120.625,130.5044029,70.8221367
120.667,130.4676695,70.8209764
120.708,131.175028,70.8197878
120.75,146.9710126,70.8192501
120.792,147.6774372,70.8169578
120.833,147.5062222,70.8159673
120.875,147.3935033,70.8148636
120.917,131.4193985,70.8144108
120.958,130.5121288,70.8139014
121,130.3902973,70.8133637
121.042,130.6935884,70.8126562
121.083,130.0289346,2.9505297
121.125,130.508846,0.0283
121.167,130.1395593,0.0283
121.208,130.1571619,0.0283
121.25,129.9905315,0.0283
121.292,130.2501557,0.0283
121.333,129.9919182,0.0283
121.375,129.9247057,0.0283
121.417,129.9039901,0.0283
121.458,114.1901887,0.0283
121.5,114.4282766,0.0283
121.542,114.1958204,3.933983
121.583,114.7271246,71.0086054
121.625,114.5487497,70.6153486
121.667,114.9126877,71.0081809
121.708,114.6094815,70.6149241
121.75,114.8757279,71.0080111
121.792,114.6034536,70.6142449
121.833,114.7926391,70.8103073
121.875,114.7656409,70.8101092
121.917,114.7725461,70.809996
121.958,115.0432073,68.4494647
122,114.0802998,0.0283
122.042,110.3382191,0.0283
122.083,117.8664153,0.0283
122.125,117.8511333,0.0283
122.167,117.9120915,0.0283
122.208,117.9421461,0.0283
122.25,117.8772825,0.0283
122.292,117.9112425,0.0283
122.333,117.8931022,0.0283
122.375,117.8286065,0.0283
122.417,117.8468317,0.0283
122.458,117.8220975,0.0283
122.5,92.0982465,0.0283
122.542,58.7707232,0.0283
122.583,58.7775152,0.0283
122.625,58.7026051,0.0283
122.667,51.0735194,0.0283
122.708,37.5944841,0.0283
122.75,38.0953658,16.5273981
122.792,78.4391949,71.0285852
122.833,94.9022388,70.6357246
122.875,95.4290433,71.0304813
122.917,57.9789741,70.6390357
122.958,70.1507758,71.0337075
123,72.1358793,70.6406771
123.042,72.3376583,64.3447195
123.083,71.9594571,0.0283
123.125,71.8835565,0.0283
123.167,71.8745005,0.0283
123.208,71.8121273,0.0283
123.25,71.8261924,0.0283
123.292,71.7468392,0.0283
123.333,71.70371,0.0283
123.375,71.7263217,0.0283
123.417,71.6739101,0.0283
123.458,71.6626184,0.0283
123.5,71.6323657,0.0283
123.542,71.6461761,0.0283
123.583,71.9414583,0.0283
123.625,71.5487675,0.0283
123.667,71.6577508,0.0283
123.708,71.5993962,0.0283
123.75,71.6594205,0.0283
123.792,71.4890262,0.0283
123.833,71.4202006,0.0283
123.875,71.3414417,0.0283
123.917,71.4329356,23.4303624
123.958,73.0860235,70.8828402
124,72.0636011,70.8842269
124.042,71.998596,70.886123
124.083,71.8742175,20.2815346
124.125,71.5792183,0.0283
124.167,71.5354382,0.0283
124.208,71.5234107,0.0283
124.25,71.3402531,0.0283
124.292,71.5157697,0.0283
124.333,71.5625496,0.0283
124.375,71.5000349,0.0283
124.417,71.41505,0.0283
124.458,71.4667824,0.0283
124.5,69.0460287,0.0283
124.542,71.2799175,0.0283
124.583,73.5930463,0.0283
124.625,73.6096018,0.0283
124.667,73.5166363,0.0283
124.708,73.558775,30.3379113
124.75,74.1313123,70.9213282
124.792,74.1786865,70.9231677
124.833,74.1752905,70.9253468
124.875,74.1668854,70.9273844
124.917,73.7708269,8.0780652
124.958,73.2514653,0.0283
125,71.1877727,0.0283
125.042,71.0507441,0.0283
125.083,70.9513828,0.0283
125.125,71.0321227,0.0283
125.167,71.0067659,0.0283
125.208,70.99904,0.0283
125.25,71.0165011,0.0283
125.292,71.0129353,0.0283
125.333,71.0181142,0.0283
125.375,70.7059369,0.0283
125.417,68.5635986,0.0283
125.458,63.9963182,0.0283
125.5,60.3361094,0.0283
125.542,63.239463,0.0283
125.583,67.1841151,0.0283
125.625,66.2332068,0.0283
125.667,68.6492344,0.0283
125.708,66.5533364,0.0283
125.75,69.2541752,0.0283
125.792,70.4625852,0.0283
125.833,70.766414,0.0283
125.875,70.7440287,0.0283
125.917,70.6673357,0.0283
125.958,70.4949604,0.0283
126,65.5564406,0.0283
126.042,65.7180902,0.0283
126.083,64.8603455,0.0283
126.125,64.6100037,0.0283
126.167,64.5916087,0.0283
126.208,64.5810811,0.0283
126.25,64.6155505,0.0283
126.292,64.5665632,0.0283
126.333,64.5942123,0.0283
126.375,64.5567148,0.0283
126.417,64.5523849,0.0283
126.458,64.6554252,0.0283
126.5,64.6098056,0.0283
126.542,64.8577985,0.0283
126.583,70.2344589,0.0283
126.625,70.8570872,0.0283
126.667,70.4472749,0.0283
126.708,70.6040003,0.0283
126.75,70.5757852,0.0283
126.792,70.4789426,0.0283
126.833,70.5385141,0.0283
126.875,70.5280148,0.0283
126.917,70.3961651,0.0283
126.958,70.4547178,0.0283
127,72.2501547,0.0283
127.042,72.3675431,10.0624612
127.083,72.9705029,71.029321
127.125,73.2179864,71.029321
127.167,73.2408811,71.0292078
127.208,73.295019,71.0290946
127.25,73.3359125,71.0287833
127.292,73.3613259,71.0287833
127.333,73.3860035,71.028755
127.375,73.3769475,71.029038
127.417,73.020226,6.9056245
127.458,72.6404683,0.0283
127.5,72.5680203,0.0283
127.542,72.4947516,0.0283
127.583,72.4371611,0.0283
127.625,72.3932678,0.0283
127.667,72.3629302,0.0283
127.708,72.497808,40.0562728
127.75,73.0770524,71.0362262
127.792,73.1850169,71.0362545
127.833,72.9879357,70.838862
127.875,73.203893,71.035264
127.917,73.4040023,71.233081
127.958,73.2280329,71.0356319
128,73.2744166,71.0351508
128.042,73.3120839,69.6539127
128.083,72.686286,0.0283
128.125,72.6717115,0.0283
128.167,72.6527222,0.0283
128.208,72.6437511,0.0283
128.25,72.6116872,0.0283
128.292,72.5386732,0.0283
128.333,72.4709513,0.0283
128.375,72.4140117,0.0283
128.417,72.36027,0.0283
128.458,72.3205651,0.0283
128.5,72.4845353,43.6112056
128.542,73.0342628,71.0417164
128.583,73.102579,71.0418296
128.625,73.1417745,71.0419428
128.667,73.1750553,71.0419428
128.708,73.1667917,71.0420843
128.75,73.1701877,71.0419428
128.792,73.2405132,71.0418013
128.833,73.2158356,71.0414051
128.875,73.2396642,71.0410655
128.917,73.2434847,71.0407825
128.958,73.2663228,67.0938947
129,72.8279275,0.0283
129.042,72.3289419,0.0283
129.083,72.6088855,0.0283
129.125,72.4024087,0.0283
129.167,72.1458126,0.0283
129.208,72.2642198,0.0283
129.25,72.2223358,0.0283
129.292,72.5953015,42.4302183
129.333,72.7372826,70.8485972
129.375,73.0393285,71.0458199
129.417,73.2761995,71.2434105
