$Trinity Lake Br2 inflow Tw updated YC 06/01/23,
",,,",
Jday,EF Trinity R
220.292,20.21
220.333,20.21
220.375,20.21
220.417,20.21
220.458,20.21
220.5,20.21
220.542,20.21
220.583,20.21
220.625,20.21
220.667,20.21
220.708,20.21
220.75,20.21
220.792,20.21
220.833,20.21
220.875,20.21
220.917,20.21
220.958,20.21
221,20.43
221.042,20.43
221.083,20.43
221.125,20.43
221.167,20.43
221.208,20.43
221.25,20.43
221.292,20.43
221.333,20.43
221.375,20.43
221.417,20.43
221.458,20.43
221.5,20.43
221.542,20.43
221.583,20.43
221.625,20.43
221.667,20.43
221.708,20.43
221.75,20.43
221.792,20.43
221.833,20.43
221.875,20.43
221.917,20.43
221.958,20.43
222,20.08
222.042,20.08
222.083,20.08
222.125,20.08
222.167,20.08
222.208,20.08
222.25,20.08
222.292,20.08
222.333,20.08
222.375,20.08
222.417,20.08
222.458,20.08
222.5,20.08
222.542,20.08
222.583,20.08
222.625,20.08
222.667,20.08
222.708,20.08
222.75,20.08
222.792,20.08
222.833,20.08
222.875,20.08
222.917,20.08
222.958,20.08
223,20
223.042,20
223.083,20
223.125,20
223.167,20
223.208,20
223.25,20
223.292,20
223.333,20
223.375,20
223.417,20
223.458,20
223.5,20
223.542,20
223.583,20
223.625,20
223.667,20
223.708,20
223.75,20
223.792,20
223.833,20
223.875,20
223.917,20
223.958,20
224,20.25
224.042,20.25
224.083,20.25
224.125,20.25
224.167,20.25
224.208,20.25
224.25,20.25
224.292,20.25
224.333,20.25
224.375,20.25
224.417,20.25
224.458,20.25
224.5,20.25
224.542,20.25
224.583,20.25
224.625,20.25
224.667,20.25
224.708,20.25
224.75,20.25
224.792,20.25
224.833,20.25
224.875,20.25
224.917,20.25
224.958,20.25
225,19.79
225.042,19.79
225.083,19.79
225.125,19.79
225.167,19.79
225.208,19.79
225.25,19.79
225.292,19.79
225.333,19.79
225.375,19.79
225.417,19.79
225.458,19.79
225.5,19.79
225.542,19.79
225.583,19.79
225.625,19.79
225.667,19.79
225.708,19.79
225.75,19.79
225.792,19.79
225.833,19.79
225.875,19.79
225.917,19.79
225.958,19.79
226,20.68
226.042,20.68
226.083,20.68
226.125,20.68
226.167,20.68
226.208,20.68
226.25,20.68
226.292,20.68
226.333,20.68
226.375,20.68
226.417,20.68
226.458,20.68
226.5,20.68
226.542,20.68
226.583,20.68
226.625,20.68
226.667,20.68
226.708,20.68
226.75,20.68
226.792,20.68
226.833,20.68
226.875,20.68
226.917,20.68
226.958,20.68
227,20.12
227.042,20.12
227.083,20.12
227.125,20.12
227.167,20.12
227.208,20.12
227.25,20.12
227.292,20.12
227.333,20.12
227.375,20.12
227.417,20.12
227.458,20.12
227.5,20.12
227.542,20.12
227.583,20.12
227.625,20.12
227.667,20.12
227.708,20.12
227.75,20.12
227.792,20.12
227.833,20.12
227.875,20.12
227.917,20.12
227.958,20.12
228,20.24
228.042,20.24
228.083,20.24
228.125,20.24
228.167,20.24
228.208,20.24
228.25,20.24
228.292,20.24
228.333,20.24
228.375,20.24
228.417,20.24
228.458,20.24
228.5,20.24
228.542,20.24
228.583,20.24
228.625,20.24
228.667,20.24
228.708,20.24
228.75,20.24
228.792,20.24
228.833,20.24
228.875,20.24
228.917,20.24
228.958,20.24
229,20.66
229.042,20.66
229.083,20.66
229.125,20.66
229.167,20.66
229.208,20.66
229.25,20.66
229.292,20.66
229.333,20.66
229.375,20.66
229.417,20.66
229.458,20.66
229.5,20.66
229.542,20.66
229.583,20.66
229.625,20.66
229.667,20.66
229.708,20.66
229.75,20.66
229.792,20.66
229.833,20.66
229.875,20.66
229.917,20.66
229.958,20.66
230,20.98
230.042,20.98
230.083,20.98
230.125,20.98
230.167,20.98
230.208,20.98
230.25,20.98
230.292,20.98
230.333,20.98
230.375,20.98
230.417,20.98
230.458,20.98
230.5,20.98
230.542,20.98
230.583,20.98
230.625,20.98
230.667,20.98
230.708,20.98
230.75,20.98
230.792,20.98
230.833,20.98
230.875,20.98
230.917,20.98
230.958,20.98
231,20.7
231.042,20.7
231.083,20.7
231.125,20.7
231.167,20.7
231.208,20.7
231.25,20.7
231.292,20.7
231.333,20.7
231.375,20.7
231.417,20.7
231.458,20.7
231.5,20.7
231.542,20.7
231.583,20.7
231.625,20.7
231.667,20.7
231.708,20.7
231.75,20.7
231.792,20.7
231.833,20.7
231.875,20.7
231.917,20.7
231.958,20.7
232,20.64
232.042,20.64
232.083,20.64
232.125,20.64
232.167,20.64
232.208,20.64
232.25,20.64
232.292,20.64
232.333,20.64
232.375,20.64
232.417,20.64
232.458,20.64
232.5,20.64
232.542,20.64
232.583,20.64
232.625,20.64
232.667,20.64
232.708,20.64
232.75,20.64
232.792,20.64
232.833,20.64
232.875,20.64
232.917,20.64
232.958,20.64
233,20.8
233.042,20.8
233.083,20.8
233.125,20.8
233.167,20.8
233.208,20.8
233.25,20.8
233.292,20.8
233.333,20.8
233.375,20.8
233.417,20.8
233.458,20.8
233.5,20.8
233.542,20.8
233.583,20.8
233.625,20.8
233.667,20.8
233.708,20.8
233.75,20.8
233.792,20.8
233.833,20.8
233.875,20.8
233.917,20.8
233.958,20.8
234,21.49
234.042,21.49
234.083,21.49
234.125,21.49
234.167,21.49
234.208,21.49
234.25,21.49
234.292,21.49
234.333,21.49
234.375,21.49
234.417,21.49
234.458,21.49
234.5,21.49
234.542,21.49
234.583,21.49
234.625,21.49
234.667,21.49
234.708,21.49
234.75,21.49
234.792,21.49
234.833,21.49
234.875,21.49
234.917,21.49
234.958,21.49
235,21
235.042,21
235.083,21
235.125,21
235.167,21
235.208,21
235.25,21
235.292,21
235.333,21
235.375,21
235.417,21
235.458,21
235.5,21
235.542,21
235.583,21
235.625,21
235.667,21
235.708,21
235.75,21
235.792,21
235.833,21
235.875,21
235.917,21
235.958,21
236,20.88
236.042,20.88
236.083,20.88
236.125,20.88
236.167,20.88
236.208,20.88
236.25,20.88
236.292,20.88
236.333,20.88
236.375,20.88
236.417,20.88
236.458,20.88
236.5,20.88
236.542,20.88
236.583,20.88
236.625,20.88
236.667,20.88
236.708,20.88
236.75,20.88
236.792,20.88
236.833,20.88
236.875,20.88
236.917,20.88
236.958,20.88
237,20.9
237.042,20.9
237.083,20.9
237.125,20.9
237.167,20.9
237.208,20.9
237.25,20.9
237.292,20.9
237.333,20.9
237.375,20.9
237.417,20.9
237.458,20.9
237.5,20.9
237.542,20.9
237.583,20.9
237.625,20.9
237.667,20.9
237.708,20.9
237.75,20.9
237.792,20.9
237.833,20.9
237.875,20.9
237.917,20.9
237.958,20.9
238,20.76
238.042,20.76
238.083,20.76
238.125,20.76
238.167,20.76
238.208,20.76
238.25,20.76
238.292,20.76
238.333,20.76
238.375,20.76
238.417,20.76
238.458,20.76
238.5,20.76
238.542,20.76
238.583,20.76
238.625,20.76
238.667,20.76
238.708,20.76
238.75,20.76
238.792,20.76
238.833,20.76
238.875,20.76
238.917,20.76
238.958,20.76
239,20.21
239.042,20.21
239.083,20.21
239.125,20.21
239.167,20.21
239.208,20.21
239.25,20.21
239.292,20.21
239.333,20.21
239.375,20.21
239.417,20.21
239.458,20.21
239.5,20.21
239.542,20.21
239.583,20.21
239.625,20.21
239.667,20.21
239.708,20.21
239.75,20.21
239.792,20.21
239.833,20.21
239.875,20.21
239.917,20.21
239.958,20.21
240,20.63
240.042,20.63
240.083,20.63
240.125,20.63
240.167,20.63
240.208,20.63
240.25,20.63
240.292,20.63
240.333,20.63
240.375,20.63
240.417,20.63
240.458,20.63
240.5,20.63
240.542,20.63
240.583,20.63
240.625,20.63
240.667,20.63
240.708,20.63
240.75,20.63
240.792,20.63
240.833,20.63
240.875,20.63
240.917,20.63
240.958,20.63
241,20.83
241.042,20.83
241.083,20.83
241.125,20.83
241.167,20.83
241.208,20.83
241.25,20.83
241.292,20.83
241.333,20.83
241.375,20.83
241.417,20.83
241.458,20.83
241.5,20.83
241.542,20.83
241.583,20.83
241.625,20.83
241.667,20.83
241.708,20.83
241.75,20.83
241.792,20.83
241.833,20.83
241.875,20.83
241.917,20.83
241.958,20.83
242,20.44
242.042,20.44
242.083,20.44
242.125,20.44
242.167,20.44
242.208,20.44
242.25,20.44
242.292,20.44
242.333,20.44
242.375,20.44
242.417,20.44
242.458,20.44
242.5,20.44
242.542,20.44
242.583,20.44
242.625,20.44
242.667,20.44
242.708,20.44
242.75,20.44
242.792,20.44
242.833,20.44
242.875,20.44
242.917,20.44
242.958,20.44
243,18.87
243.042,18.87
243.083,18.87
243.125,18.87
243.167,18.87
243.208,18.87
243.25,18.87
243.292,18.87
243.333,18.87
243.375,18.87
243.417,18.87
243.458,18.87
243.5,18.87
243.542,18.87
243.583,18.87
243.625,18.87
243.667,18.87
243.708,18.87
243.75,18.87
243.792,18.87
243.833,18.87
243.875,18.87
243.917,18.87
243.958,18.87
244,18.66
244.042,18.66
244.083,18.66
244.125,18.66
244.167,18.66
244.208,18.66
244.25,18.66
244.292,18.66
244.333,18.66
244.375,18.66
244.417,18.66
244.458,18.66
244.5,18.66
244.542,18.66
244.583,18.66
244.625,18.66
244.667,18.66
244.708,18.66
244.75,18.66
244.792,18.66
244.833,18.66
244.875,18.66
244.917,18.66
244.958,18.66
245,18.47
245.042,18.47
245.083,18.47
245.125,18.47
245.167,18.47
245.208,18.47
245.25,18.47
245.292,18.47
245.333,18.47
245.375,18.47
245.417,18.47
245.458,18.47
245.5,18.47
245.542,18.47
245.583,18.47
245.625,18.47
245.667,18.47
245.708,18.47
245.75,18.47
245.792,18.47
245.833,18.47
245.875,18.47
245.917,18.47
245.958,18.47
246,18.35
246.042,18.35
246.083,18.35
246.125,18.35
246.167,18.35
246.208,18.35
246.25,18.35
246.292,18.35
246.333,18.35
246.375,18.35
246.417,18.35
246.458,18.35
246.5,18.35
246.542,18.35
246.583,18.35
246.625,18.35
246.667,18.35
246.708,18.35
246.75,18.35
246.792,18.35
246.833,18.35
246.875,18.35
246.917,18.35
246.958,18.35
247,18.53
247.042,18.53
247.083,18.53
247.125,18.53
247.167,18.53
247.208,18.53
247.25,18.53
247.292,18.53
247.333,18.53
247.375,18.53
247.417,18.53
247.458,18.53
247.5,18.53
247.542,18.53
247.583,18.53
247.625,18.53
247.667,18.53
247.708,18.53
247.75,18.53
247.792,18.53
247.833,18.53
247.875,18.53
247.917,18.53
247.958,18.53
248,19.23
248.042,19.23
248.083,19.23
248.125,19.23
248.167,19.23
248.208,19.23
248.25,19.23
248.292,19.23
248.333,19.23
248.375,19.23
248.417,19.23
248.458,19.23
248.5,19.23
248.542,19.23
248.583,19.23
248.625,19.23
248.667,19.23
248.708,19.23
248.75,19.23
248.792,19.23
248.833,19.23
248.875,19.23
248.917,19.23
248.958,19.23
249,20.33
249.042,20.33
249.083,20.33
249.125,20.33
249.167,20.33
249.208,20.33
249.25,20.33
249.292,20.33
249.333,20.33
249.375,20.33
249.417,20.33
249.458,20.33
249.5,20.33
249.542,20.33
249.583,20.33
249.625,20.33
249.667,20.33
249.708,20.33
249.75,20.33
249.792,20.33
249.833,20.33
249.875,20.33
249.917,20.33
249.958,20.33
250,19.67
250.042,19.67
250.083,19.67
250.125,19.67
250.167,19.67
250.208,19.67
250.25,19.67
250.292,19.67
250.333,19.67
250.375,19.67
250.417,19.67
250.458,19.67
250.5,19.67
250.542,19.67
250.583,19.67
250.625,19.67
250.667,19.67
250.708,19.67
250.75,19.67
250.792,19.67
250.833,19.67
250.875,19.67
250.917,19.67
250.958,19.67
251,20.07
251.042,20.07
251.083,20.07
251.125,20.07
251.167,20.07
251.208,20.07
251.25,20.07
251.292,20.07
251.333,20.07
251.375,20.07
251.417,20.07
251.458,20.07
251.5,20.07
251.542,20.07
251.583,20.07
251.625,20.07
251.667,20.07
251.708,20.07
251.75,20.07
251.792,20.07
251.833,20.07
251.875,20.07
251.917,20.07
251.958,20.07
252,20.5
252.042,20.5
252.083,20.5
252.125,20.5
252.167,20.5
252.208,20.5
252.25,20.5
252.292,20.5
252.333,20.5
252.375,20.5
252.417,20.5
252.458,20.5
252.5,20.5
252.542,20.5
252.583,20.5
252.625,20.5
252.667,20.5
252.708,20.5
252.75,20.5
252.792,20.5
252.833,20.5
252.875,20.5
252.917,20.5
252.958,20.5
253,20.08
253.042,20.08
253.083,20.08
253.125,20.08
253.167,20.08
253.208,20.08
253.25,20.08
253.292,20.08
253.333,20.08
253.375,20.08
253.417,20.08
253.458,20.08
253.5,20.08
253.542,20.08
253.583,20.08
253.625,20.08
253.667,20.08
253.708,20.08
253.75,20.08
253.792,20.08
253.833,20.08
253.875,20.08
253.917,20.08
253.958,20.08
254,20.31
254.042,20.31
254.083,20.31
254.125,20.31
254.167,20.31
254.208,20.31
254.25,20.31
254.292,20.31
254.333,20.31
254.375,20.31
254.417,20.31
254.458,20.31
254.5,20.31
254.542,20.31
254.583,20.31
254.625,20.31
254.667,20.31
254.708,20.31
254.75,20.31
254.792,20.31
254.833,20.31
254.875,20.31
254.917,20.31
254.958,20.31
255,21.29
255.042,21.29
255.083,21.29
255.125,21.29
255.167,21.29
255.208,21.29
255.25,21.29
255.292,21.29
255.333,21.29
255.375,21.29
255.417,21.29
255.458,21.29
255.5,21.29
255.542,21.29
255.583,21.29
255.625,21.29
255.667,21.29
255.708,21.29
255.75,21.29
255.792,21.29
255.833,21.29
255.875,21.29
255.917,21.29
255.958,21.29
256,20.74
256.042,20.74
256.083,20.74
256.125,20.74
256.167,20.74
256.208,20.74
256.25,20.74
256.292,20.74
256.333,20.74
256.375,20.74
256.417,20.74
256.458,20.74
256.5,20.74
256.542,20.74
256.583,20.74
256.625,20.74
256.667,20.74
256.708,20.74
256.75,20.74
256.792,20.74
256.833,20.74
256.875,20.74
256.917,20.74
256.958,20.74
257,18.85
257.042,18.85
257.083,18.85
257.125,18.85
257.167,18.85
257.208,18.85
257.25,18.85
257.292,18.85
257.333,18.85
257.375,18.85
257.417,18.85
257.458,18.85
257.5,18.85
257.542,18.85
257.583,18.85
257.625,18.85
257.667,18.85
257.708,18.85
257.75,18.85
257.792,18.85
257.833,18.85
257.875,18.85
257.917,18.85
257.958,18.85
258,17.03
258.042,17.03
258.083,17.03
258.125,17.03
258.167,17.03
258.208,17.03
258.25,17.03
258.292,17.03
258.333,17.03
258.375,17.03
258.417,17.03
258.458,17.03
258.5,17.03
258.542,17.03
258.583,17.03
258.625,17.03
258.667,17.03
258.708,17.03
258.75,17.03
258.792,17.03
258.833,17.03
258.875,17.03
258.917,17.03
258.958,17.03
259,16.79
259.042,16.79
259.083,16.79
259.125,16.79
259.167,16.79
259.208,16.79
259.25,16.79
259.292,16.79
259.333,16.79
259.375,16.79
259.417,16.79
259.458,16.79
259.5,16.79
259.542,16.79
259.583,16.79
259.625,16.79
259.667,16.79
259.708,16.79
259.75,16.79
259.792,16.79
259.833,16.79
259.875,16.79
259.917,16.79
259.958,16.79
260,16.94
260.042,16.94
260.083,16.94
260.125,16.94
260.167,16.94
260.208,16.94
260.25,16.94
260.292,16.94
260.333,16.94
260.375,16.94
260.417,16.94
260.458,16.94
260.5,16.94
260.542,16.94
260.583,16.94
260.625,16.94
260.667,16.94
260.708,16.94
260.75,16.94
260.792,16.94
260.833,16.94
260.875,16.94
260.917,16.94
260.958,16.94
261,17.46
261.042,17.46
261.083,17.46
261.125,17.46
261.167,17.46
261.208,17.46
261.25,17.46
261.292,17.46
261.333,17.46
261.375,17.46
261.417,17.46
261.458,17.46
261.5,17.46
261.542,17.46
261.583,17.46
261.625,17.46
261.667,17.46
261.708,17.46
261.75,17.46
261.792,17.46
261.833,17.46
261.875,17.46
261.917,17.46
261.958,17.46
262,16.05
262.042,16.05
262.083,16.05
262.125,16.05
262.167,16.05
262.208,16.05
262.25,16.05
262.292,16.05
262.333,16.05
262.375,16.05
262.417,16.05
262.458,16.05
262.5,16.05
262.542,16.05
262.583,16.05
262.625,16.05
262.667,16.05
262.708,16.05
262.75,16.05
262.792,16.05
262.833,16.05
262.875,16.05
262.917,16.05
262.958,16.05
263,16.08
263.042,16.08
263.083,16.08
263.125,16.08
263.167,16.08
263.208,16.08
263.25,16.08
263.292,16.08
263.333,16.08
263.375,16.08
263.417,16.08
263.458,16.08
263.5,16.08
263.542,16.08
263.583,16.08
263.625,16.08
263.667,16.08
263.708,16.08
263.75,16.08
263.792,16.08
263.833,16.08
263.875,16.08
263.917,16.08
263.958,16.08
264,13.85
264.042,13.85
264.083,13.85
264.125,13.85
264.167,13.85
264.208,13.85
264.25,13.85
264.292,13.85
264.333,13.85
264.375,13.85
264.417,13.85
264.458,13.85
264.5,13.85
264.542,13.85
264.583,13.85
264.625,13.85
264.667,13.85
264.708,13.85
264.75,13.85
264.792,13.85
264.833,13.85
264.875,13.85
264.917,13.85
264.958,13.85
265,13.56
265.042,13.56
265.083,13.56
265.125,13.56
265.167,13.56
265.208,13.56
265.25,13.56
265.292,13.56
265.333,13.56
265.375,13.56
265.417,13.56
265.458,13.56
265.5,13.56
265.542,13.56
265.583,13.56
265.625,13.56
265.667,13.56
265.708,13.56
265.75,13.56
265.792,13.56
265.833,13.56
265.875,13.56
265.917,13.56
265.958,13.56
266,13.43
266.042,13.43
266.083,13.43
266.125,13.43
266.167,13.43
266.208,13.43
266.25,13.43
266.292,13.43
266.333,13.43
266.375,13.43
266.417,13.43
266.458,13.43
266.5,13.43
266.542,13.43
266.583,13.43
266.625,13.43
266.667,13.43
266.708,13.43
266.75,13.43
266.792,13.43
266.833,13.43
266.875,13.43
266.917,13.43
266.958,13.43
267,13.84
267.042,13.84
267.083,13.84
267.125,13.84
267.167,13.84
267.208,13.84
267.25,13.84
267.292,13.84
267.333,13.84
267.375,13.84
267.417,13.84
267.458,13.84
267.5,13.84
267.542,13.84
267.583,13.84
267.625,13.84
267.667,13.84
267.708,13.84
267.75,13.84
267.792,13.84
267.833,13.84
267.875,13.84
267.917,13.84
267.958,13.84
268,14.63
268.042,14.63
268.083,14.63
268.125,14.63
268.167,14.63
268.208,14.63
268.25,14.63
268.292,14.63
268.333,14.63
268.375,14.63
268.417,14.63
268.458,14.63
268.5,14.63
268.542,14.63
268.583,14.63
268.625,14.63
268.667,14.63
268.708,14.63
268.75,14.63
268.792,14.63
268.833,14.63
268.875,14.63
268.917,14.63
268.958,14.63
269,15.44
269.042,15.44
269.083,15.44
269.125,15.44
269.167,15.44
269.208,15.44
269.25,15.44
269.292,15.44
269.333,15.44
269.375,15.44
269.417,15.44
269.458,15.44
269.5,15.44
269.542,15.44
269.583,15.44
269.625,15.44
269.667,15.44
269.708,15.44
269.75,15.44
269.792,15.44
269.833,15.44
269.875,15.44
269.917,15.44
269.958,15.44
270,15.46
270.042,15.46
270.083,15.46
270.125,15.46
270.167,15.46
270.208,15.46
270.25,15.46
270.292,15.46
270.333,15.46
270.375,15.46
270.417,15.46
270.458,15.46
270.5,15.46
270.542,15.46
270.583,15.46
270.625,15.46
270.667,15.46
270.708,15.46
270.75,15.46
270.792,15.46
270.833,15.46
270.875,15.46
270.917,15.46
270.958,15.46
271,15.04
271.042,15.04
271.083,15.04
271.125,15.04
271.167,15.04
271.208,15.04
271.25,15.04
271.292,15.04
271.333,15.04
271.375,15.04
271.417,15.04
271.458,15.04
271.5,15.04
271.542,15.04
271.583,15.04
271.625,15.04
271.667,15.04
271.708,15.04
271.75,15.04
271.792,15.04
271.833,15.04
271.875,15.04
271.917,15.04
271.958,15.04
272,15.31
272.042,15.31
272.083,15.31
272.125,15.31
272.167,15.31
272.208,15.31
272.25,15.31
272.292,15.31
272.333,15.31
272.375,15.31
272.417,15.31
272.458,15.31
272.5,15.31
272.542,15.31
272.583,15.31
272.625,15.31
272.667,15.31
272.708,15.31
272.75,15.31
272.792,15.31
272.833,15.31
272.875,15.31
272.917,15.31
272.958,15.31
273,15.72
273.042,15.72
273.083,15.72
273.125,15.72
273.167,15.72
273.208,15.72
273.25,15.72
273.292,15.72
273.333,15.72
273.375,15.72
273.417,15.72
273.458,15.72
273.5,15.72
273.542,15.72
273.583,15.72
273.625,15.72
273.667,15.72
273.708,15.72
273.75,15.72
273.792,15.72
273.833,15.72
273.875,15.72
273.917,15.72
273.958,15.72
274,14.68
274.042,14.68
274.083,14.68
274.125,14.68
274.167,14.68
274.208,14.68
274.25,14.68
274.292,14.68
274.333,14.68
274.375,14.68
274.417,14.68
274.458,14.68
274.5,14.68
274.542,14.68
274.583,14.68
274.625,14.68
274.667,14.68
274.708,14.68
274.75,14.68
274.792,14.68
274.833,14.68
274.875,14.68
274.917,14.68
274.958,14.68
275,12.83
275.042,12.83
275.083,12.83
275.125,12.83
275.167,12.83
275.208,12.83
275.25,12.83
275.292,12.83
275.333,12.83
275.375,12.83
275.417,12.83
275.458,12.83
275.5,12.83
275.542,12.83
275.583,12.83
275.625,12.83
275.667,12.83
275.708,12.83
275.75,12.83
275.792,12.83
275.833,12.83
275.875,12.83
275.917,12.83
275.958,12.83
276,13.3
276.042,13.3
276.083,13.3
276.125,13.3
276.167,13.3
276.208,13.3
276.25,13.3
276.292,13.3
276.333,13.3
276.375,13.3
276.417,13.3
276.458,13.3
276.5,13.3
276.542,13.3
276.583,13.3
276.625,13.3
276.667,13.3
276.708,13.3
276.75,13.3
276.792,13.3
276.833,13.3
276.875,13.3
276.917,13.3
276.958,13.3
277,12.36
277.042,12.36
277.083,12.36
277.125,12.36
277.167,12.36
277.208,12.36
277.25,12.36
277.292,12.36
277.333,12.36
277.375,12.36
277.417,12.36
277.458,12.36
277.5,12.36
277.542,12.36
277.583,12.36
277.625,12.36
277.667,12.36
277.708,12.36
277.75,12.36
277.792,12.36
277.833,12.36
277.875,12.36
277.917,12.36
277.958,12.36
278,12.22
278.042,12.22
278.083,12.22
278.125,12.22
278.167,12.22
278.208,12.22
278.25,12.22
278.292,12.22
278.333,12.22
278.375,12.22
278.417,12.22
278.458,12.22
278.5,12.22
278.542,12.22
278.583,12.22
278.625,12.22
278.667,12.22
278.708,12.22
278.75,12.22
278.792,12.22
278.833,12.22
278.875,12.22
278.917,12.22
278.958,12.22
279,12.36
279.042,12.36
279.083,12.36
279.125,12.36
279.167,12.36
279.208,12.36
279.25,12.36
279.292,12.36
279.333,12.36
279.375,12.36
279.417,12.36
279.458,12.36
279.5,12.36
279.542,12.36
279.583,12.36
279.625,12.36
279.667,12.36
279.708,12.36
279.75,12.36
279.792,12.36
279.833,12.36
279.875,12.36
279.917,12.36
279.958,12.36
280,13.08
280.042,13.08
280.083,13.08
280.125,13.08
280.167,13.08
280.208,13.08
280.25,13.08
280.292,13.08
280.333,13.08
280.375,13.08
280.417,13.08
280.458,13.08
280.5,13.08
280.542,13.08
280.583,13.08
280.625,13.08
280.667,13.08
280.708,13.08
280.75,13.08
280.792,13.08
280.833,13.08
280.875,13.08
280.917,13.08
280.958,13.08
281,12.93
281.042,12.93
281.083,12.93
281.125,12.93
281.167,12.93
281.208,12.93
281.25,12.93
281.292,12.93
281.333,12.93
281.375,12.93
281.417,12.93
281.458,12.93
281.5,12.93
281.542,12.93
281.583,12.93
281.625,12.93
281.667,12.93
281.708,12.93
281.75,12.93
281.792,12.93
281.833,12.93
281.875,12.93
281.917,12.93
281.958,12.93
282,12.27
282.042,12.27
282.083,12.27
282.125,12.27
282.167,12.27
282.208,12.27
282.25,12.27
282.292,12.27
282.333,12.27
282.375,12.27
282.417,12.27
282.458,12.27
282.5,12.27
282.542,12.27
282.583,12.27
282.625,12.27
282.667,12.27
282.708,12.27
282.75,12.27
282.792,12.27
282.833,12.27
282.875,12.27
282.917,12.27
282.958,12.27
283,11.52
283.042,11.52
283.083,11.52
283.125,11.52
283.167,11.52
283.208,11.52
283.25,11.52
283.292,11.52
283.333,11.52
283.375,11.52
283.417,11.52
283.458,11.52
283.5,11.52
283.542,11.52
283.583,11.52
283.625,11.52
283.667,11.52
283.708,11.52
283.75,11.52
283.792,11.52
283.833,11.52
283.875,11.52
283.917,11.52
283.958,11.52
284,11.52
284.042,11.52
284.083,11.52
284.125,11.52
284.167,11.52
284.208,11.52
284.25,11.52
284.292,11.52
284.333,11.52
284.375,11.52
284.417,11.52
284.458,11.52
284.5,11.52
284.542,11.52
284.583,11.52
284.625,11.52
284.667,11.52
284.708,11.52
284.75,11.52
284.792,11.52
284.833,11.52
284.875,11.52
284.917,11.52
284.958,11.52
285,10.39
285.042,10.39
285.083,10.39
285.125,10.39
285.167,10.39
285.208,10.39
285.25,10.39
285.292,10.39
285.333,10.39
285.375,10.39
285.417,10.39
285.458,10.39
285.5,10.39
285.542,10.39
285.583,10.39
285.625,10.39
285.667,10.39
285.708,10.39
285.75,10.39
285.792,10.39
285.833,10.39
285.875,10.39
285.917,10.39
285.958,10.39
286,10.81
286.042,10.81
286.083,10.81
286.125,10.81
286.167,10.81
286.208,10.81
286.25,10.81
286.292,10.81
286.333,10.81
286.375,10.81
286.417,10.81
286.458,10.81
286.5,10.81
286.542,10.81
286.583,10.81
286.625,10.81
286.667,10.81
286.708,10.81
286.75,10.81
286.792,10.81
286.833,10.81
286.875,10.81
286.917,10.81
286.958,10.81
287,10.8
287.042,10.8
287.083,10.8
287.125,10.8
287.167,10.8
287.208,10.8
287.25,10.8
287.292,10.8
287.333,10.8
287.375,10.8
287.417,10.8
287.458,10.8
287.5,10.8
287.542,10.8
287.583,10.8
287.625,10.8
287.667,10.8
287.708,10.8
287.75,10.8
287.792,10.8
287.833,10.8
287.875,10.8
287.917,10.8
287.958,10.8
288,10.32
288.042,10.32
288.083,10.32
288.125,10.32
288.167,10.32
288.208,10.32
288.25,10.32
288.292,10.32
288.333,10.32
288.375,10.32
288.417,10.32
288.458,10.32
288.5,10.32
288.542,10.32
288.583,10.32
288.625,10.32
288.667,10.32
288.708,10.32
288.75,10.32
288.792,10.32
288.833,10.32
288.875,10.32
288.917,10.32
288.958,10.32
289,10.42
289.042,10.42
289.083,10.42
289.125,10.42
289.167,10.42
289.208,10.42
289.25,10.42
289.292,10.42
289.333,10.42
289.375,10.42
289.417,10.42
289.458,10.42
289.5,10.42
289.542,10.42
289.583,10.42
289.625,10.42
289.667,10.42
289.708,10.42
289.75,10.42
289.792,10.42
289.833,10.42
289.875,10.42
289.917,10.42
289.958,10.42
290,10.91
290.042,10.91
290.083,10.91
290.125,10.91
290.167,10.91
290.208,10.91
290.25,10.91
290.292,10.91
290.333,10.91
290.375,10.91
290.417,10.91
290.458,10.91
290.5,10.91
290.542,10.91
290.583,10.91
290.625,10.91
290.667,10.91
290.708,10.91
290.75,10.91
290.792,10.91
290.833,10.91
290.875,10.91
290.917,10.91
290.958,10.91
291,10.84
291.042,10.84
291.083,10.84
291.125,10.84
291.167,10.84
291.208,10.84
291.25,10.84
291.292,10.84
291.333,10.84
291.375,10.84
291.417,10.84
291.458,10.84
291.5,10.84
291.542,10.84
291.583,10.84
291.625,10.84
291.667,10.84
291.708,10.84
291.75,10.84
291.792,10.84
291.833,10.84
291.875,10.84
291.917,10.84
291.958,10.84
292,10.86
292.042,10.86
292.083,10.86
292.125,10.86
292.167,10.86
292.208,10.86
292.25,10.86
292.292,10.86
292.333,10.86
292.375,10.86
292.417,10.86
292.458,10.86
292.5,10.86
292.542,10.86
292.583,10.86
292.625,10.86
292.667,10.86
292.708,10.86
292.75,10.86
292.792,10.86
292.833,10.86
292.875,10.86
292.917,10.86
292.958,10.86
293,10.69
293.042,10.69
293.083,10.69
293.125,10.69
293.167,10.69
293.208,10.69
293.25,10.69
293.292,10.69
293.333,10.69
293.375,10.69
293.417,10.69
293.458,10.69
293.5,10.69
293.542,10.69
293.583,10.69
293.625,10.69
293.667,10.69
293.708,10.69
293.75,10.69
293.792,10.69
293.833,10.69
293.875,10.69
293.917,10.69
293.958,10.69
294,9.51
294.042,9.51
294.083,9.51
294.125,9.51
294.167,9.51
