$Trinity Lake Br2 inflow Tw updated YC 06/01/23,
",,,",
Jday,EF Trinity R
73.208,8.33
73.25,8.33
73.292,8.33
73.333,8.33
73.375,8.33
73.417,8.33
73.458,8.33
73.5,8.33
73.542,8.33
73.583,8.33
73.625,8.33
73.667,8.33
73.708,8.33
73.75,8.33
73.792,8.33
73.833,8.33
73.875,8.33
73.917,8.33
73.958,8.33
74,7.95
74.042,7.95
74.083,7.95
74.125,7.95
74.167,7.95
74.208,7.95
74.25,7.95
74.292,7.95
74.333,7.95
74.375,7.95
74.417,7.95
74.458,7.95
74.5,7.95
74.542,7.95
74.583,7.95
74.625,7.95
74.667,7.95
74.708,7.95
74.75,7.95
74.792,7.95
74.833,7.95
74.875,7.95
74.917,7.95
74.958,7.95
75,7.72
75.042,7.72
75.083,7.72
75.125,7.72
75.167,7.72
75.208,7.72
75.25,7.72
75.292,7.72
75.333,7.72
75.375,7.72
75.417,7.72
75.458,7.72
75.5,7.72
75.542,7.72
75.583,7.72
75.625,7.72
75.667,7.72
75.708,7.72
75.75,7.72
75.792,7.72
75.833,7.72
75.875,7.72
75.917,7.72
75.958,7.72
76,7.39
76.042,7.39
76.083,7.39
76.125,7.39
76.167,7.39
76.208,7.39
76.25,7.39
76.292,7.39
76.333,7.39
76.375,7.39
76.417,7.39
76.458,7.39
76.5,7.39
76.542,7.39
76.583,7.39
76.625,7.39
76.667,7.39
76.708,7.39
76.75,7.39
76.792,7.39
76.833,7.39
76.875,7.39
76.917,7.39
76.958,7.39
77,7.92
77.042,7.92
77.083,7.92
77.125,7.92
77.167,7.92
77.208,7.92
77.25,7.92
77.292,7.92
77.333,7.92
77.375,7.92
77.417,7.92
77.458,7.92
77.5,7.92
77.542,7.92
77.583,7.92
77.625,7.92
77.667,7.92
77.708,7.92
77.75,7.92
77.792,7.92
77.833,7.92
77.875,7.92
77.917,7.92
77.958,7.92
78,7.87
78.042,7.87
78.083,7.87
78.125,7.87
78.167,7.87
78.208,7.87
78.25,7.87
78.292,7.87
78.333,7.87
78.375,7.87
78.417,7.87
78.458,7.87
78.5,7.87
78.542,7.87
78.583,7.87
78.625,7.87
78.667,7.87
78.708,7.87
78.75,7.87
78.792,7.87
78.833,7.87
78.875,7.87
78.917,7.87
78.958,7.87
79,7.88
79.042,7.88
79.083,7.88
79.125,7.88
79.167,7.88
79.208,7.88
79.25,7.88
79.292,7.88
79.333,7.88
79.375,7.88
79.417,7.88
79.458,7.88
79.5,7.88
79.542,7.88
79.583,7.88
79.625,7.88
79.667,7.88
79.708,7.88
79.75,7.88
79.792,7.88
79.833,7.88
79.875,7.88
79.917,7.88
79.958,7.88
80,7.66
80.042,7.66
80.083,7.66
80.125,7.66
80.167,7.66
80.208,7.66
80.25,7.66
80.292,7.66
80.333,7.66
80.375,7.66
80.417,7.66
80.458,7.66
80.5,7.66
80.542,7.66
80.583,7.66
80.625,7.66
80.667,7.66
80.708,7.66
80.75,7.66
80.792,7.66
80.833,7.66
80.875,7.66
80.917,7.66
80.958,7.66
81,7.42
81.042,7.42
81.083,7.42
81.125,7.42
81.167,7.42
81.208,7.42
81.25,7.42
81.292,7.42
81.333,7.42
81.375,7.42
81.417,7.42
81.458,7.42
81.5,7.42
81.542,7.42
81.583,7.42
81.625,7.42
81.667,7.42
81.708,7.42
81.75,7.42
81.792,7.42
81.833,7.42
81.875,7.42
81.917,7.42
81.958,7.42
82,6.99
82.042,6.99
82.083,6.99
82.125,6.99
82.167,6.99
82.208,6.99
82.25,6.99
82.292,6.99
82.333,6.99
82.375,6.99
82.417,6.99
82.458,6.99
82.5,6.99
82.542,6.99
82.583,6.99
82.625,6.99
82.667,6.99
82.708,6.99
82.75,6.99
82.792,6.99
82.833,6.99
82.875,6.99
82.917,6.99
82.958,6.99
83,6.63
83.042,6.63
83.083,6.63
83.125,6.63
83.167,6.63
83.208,6.63
83.25,6.63
83.292,6.63
83.333,6.63
83.375,6.63
83.417,6.63
83.458,6.63
83.5,6.63
83.542,6.63
83.583,6.63
83.625,6.63
83.667,6.63
83.708,6.63
83.75,6.63
83.792,6.63
83.833,6.63
83.875,6.63
83.917,6.63
83.958,6.63
84,7.6
84.042,7.6
84.083,7.6
84.125,7.6
84.167,7.6
84.208,7.6
84.25,7.6
84.292,7.6
84.333,7.6
84.375,7.6
84.417,7.6
84.458,7.6
84.5,7.6
84.542,7.6
84.583,7.6
84.625,7.6
84.667,7.6
84.708,7.6
84.75,7.6
84.792,7.6
84.833,7.6
84.875,7.6
84.917,7.6
84.958,7.6
85,7.27
85.042,7.27
85.083,7.27
85.125,7.27
85.167,7.27
85.208,7.27
85.25,7.27
85.292,7.27
85.333,7.27
85.375,7.27
85.417,7.27
85.458,7.27
85.5,7.27
85.542,7.27
85.583,7.27
85.625,7.27
85.667,7.27
85.708,7.27
85.75,7.27
85.792,7.27
85.833,7.27
85.875,7.27
85.917,7.27
85.958,7.27
86,7.5
86.042,7.5
86.083,7.5
86.125,7.5
86.167,7.5
86.208,7.5
86.25,7.5
86.292,7.5
86.333,7.5
86.375,7.5
86.417,7.5
86.458,7.5
86.5,7.5
86.542,7.5
86.583,7.5
86.625,7.5
86.667,7.5
86.708,7.5
86.75,7.5
86.792,7.5
86.833,7.5
86.875,7.5
86.917,7.5
86.958,7.5
87,7.97
87.042,7.97
87.083,7.97
87.125,7.97
87.167,7.97
87.208,7.97
87.25,7.97
87.292,7.97
87.333,7.97
87.375,7.97
87.417,7.97
87.458,7.97
87.5,7.97
87.542,7.97
87.583,7.97
87.625,7.97
87.667,7.97
87.708,7.97
87.75,7.97
87.792,7.97
87.833,7.97
87.875,7.97
87.917,7.97
87.958,7.97
88,8.36
88.042,8.36
88.083,8.36
88.125,8.36
88.167,8.36
88.208,8.36
88.25,8.36
88.292,8.36
88.333,8.36
88.375,8.36
88.417,8.36
88.458,8.36
88.5,8.36
88.542,8.36
88.583,8.36
88.625,8.36
88.667,8.36
88.708,8.36
88.75,8.36
88.792,8.36
88.833,8.36
88.875,8.36
88.917,8.36
88.958,8.36
89,7.93
89.042,7.93
89.083,7.93
89.125,7.93
89.167,7.93
89.208,7.93
89.25,7.93
89.292,7.93
89.333,7.93
89.375,7.93
89.417,7.93
89.458,7.93
89.5,7.93
89.542,7.93
89.583,7.93
89.625,7.93
89.667,7.93
89.708,7.93
89.75,7.93
89.792,7.93
89.833,7.93
89.875,7.93
89.917,7.93
89.958,7.93
90,7.22
90.042,7.22
90.083,7.22
90.125,7.22
90.167,7.22
90.208,7.22
90.25,7.22
90.292,7.22
90.333,7.22
90.375,7.22
90.417,7.22
90.458,7.22
90.5,7.22
90.542,7.22
90.583,7.22
90.625,7.22
90.667,7.22
90.708,7.22
90.75,7.22
90.792,7.22
90.833,7.22
90.875,7.22
90.917,7.22
90.958,7.22
91,8.32
91.042,8.32
91.083,8.32
91.125,8.32
91.167,8.32
91.208,8.32
91.25,8.32
91.292,8.32
91.333,8.32
91.375,8.32
91.417,8.32
91.458,8.32
91.5,8.32
91.542,8.32
91.583,8.32
91.625,8.32
91.667,8.32
91.708,8.32
91.75,8.32
91.792,8.32
91.833,8.32
91.875,8.32
91.917,8.32
91.958,8.32
92,9.04
92.042,9.04
92.083,9.04
92.125,9.04
92.167,9.04
92.208,9.04
92.25,9.04
92.292,9.04
92.333,9.04
92.375,9.04
92.417,9.04
92.458,9.04
92.5,9.04
92.542,9.04
92.583,9.04
92.625,9.04
92.667,9.04
92.708,9.04
92.75,9.04
92.792,9.04
92.833,9.04
92.875,9.04
92.917,9.04
92.958,9.04
93,7.99
93.042,7.99
93.083,7.99
93.125,7.99
93.167,7.99
93.208,7.99
93.25,7.99
93.292,7.99
93.333,7.99
93.375,7.99
93.417,7.99
93.458,7.99
93.5,7.99
93.542,7.99
93.583,7.99
93.625,7.99
93.667,7.99
93.708,7.99
93.75,7.99
93.792,7.99
93.833,7.99
93.875,7.99
93.917,7.99
93.958,7.99
94,8.62
94.042,8.62
94.083,8.62
94.125,8.62
94.167,8.62
94.208,8.62
94.25,8.62
94.292,8.62
94.333,8.62
94.375,8.62
94.417,8.62
94.458,8.62
94.5,8.62
94.542,8.62
94.583,8.62
94.625,8.62
94.667,8.62
94.708,8.62
94.75,8.62
94.792,8.62
94.833,8.62
94.875,8.62
94.917,8.62
94.958,8.62
95,8.76
95.042,8.76
95.083,8.76
95.125,8.76
95.167,8.76
95.208,8.76
95.25,8.76
95.292,8.76
95.333,8.76
95.375,8.76
95.417,8.76
95.458,8.76
95.5,8.76
95.542,8.76
95.583,8.76
95.625,8.76
95.667,8.76
95.708,8.76
95.75,8.76
95.792,8.76
95.833,8.76
95.875,8.76
95.917,8.76
95.958,8.76
96,7.81
96.042,7.81
96.083,7.81
96.125,7.81
96.167,7.81
96.208,7.81
96.25,7.81
96.292,7.81
96.333,7.81
96.375,7.81
96.417,7.81
96.458,7.81
96.5,7.81
96.542,7.81
96.583,7.81
96.625,7.81
96.667,7.81
96.708,7.81
96.75,7.81
96.792,7.81
96.833,7.81
96.875,7.81
96.917,7.81
96.958,7.81
97,6.96
97.042,6.96
97.083,6.96
97.125,6.96
97.167,6.96
97.208,6.96
97.25,6.96
97.292,6.96
97.333,6.96
97.375,6.96
97.417,6.96
97.458,6.96
97.5,6.96
97.542,6.96
97.583,6.96
97.625,6.96
97.667,6.96
97.708,6.96
97.75,6.96
97.792,6.96
97.833,6.96
97.875,6.96
97.917,6.96
97.958,6.96
98,6.65
98.042,6.65
98.083,6.65
98.125,6.65
98.167,6.65
98.208,6.65
98.25,6.65
98.292,6.65
98.333,6.65
98.375,6.65
98.417,6.65
98.458,6.65
98.5,6.65
98.542,6.65
98.583,6.65
98.625,6.65
98.667,6.65
98.708,6.65
98.75,6.65
98.792,6.65
98.833,6.65
98.875,6.65
98.917,6.65
98.958,6.65
99,6.8
99.042,6.8
99.083,6.8
99.125,6.8
99.167,6.8
99.208,6.8
99.25,6.8
99.292,6.8
99.333,6.8
99.375,6.8
99.417,6.8
99.458,6.8
99.5,6.8
99.542,6.8
99.583,6.8
99.625,6.8
99.667,6.8
99.708,6.8
99.75,6.8
99.792,6.8
99.833,6.8
99.875,6.8
99.917,6.8
99.958,6.8
100,7.58
100.042,7.58
100.083,7.58
100.125,7.58
100.167,7.58
100.208,7.58
100.25,7.58
100.292,7.58
100.333,7.58
100.375,7.58
100.417,7.58
100.458,7.58
100.5,7.58
100.542,7.58
100.583,7.58
100.625,7.58
100.667,7.58
100.708,7.58
100.75,7.58
100.792,7.58
100.833,7.58
100.875,7.58
100.917,7.58
100.958,7.58
101,7.58
101.042,7.58
101.083,7.58
101.125,7.58
101.167,7.58
101.208,7.58
101.25,7.58
101.292,7.58
101.333,7.58
101.375,7.58
101.417,7.58
101.458,7.58
101.5,7.58
101.542,7.58
101.583,7.58
101.625,7.58
101.667,7.58
101.708,7.58
101.75,7.58
101.792,7.58
101.833,7.58
101.875,7.58
101.917,7.58
101.958,7.58
102,7.84
102.042,7.84
102.083,7.84
102.125,7.84
102.167,7.84
102.208,7.84
102.25,7.84
102.292,7.84
102.333,7.84
102.375,7.84
102.417,7.84
102.458,7.84
102.5,7.84
102.542,7.84
102.583,7.84
102.625,7.84
102.667,7.84
102.708,7.84
102.75,7.84
102.792,7.84
102.833,7.84
102.875,7.84
102.917,7.84
102.958,7.84
103,7.05
103.042,7.05
103.083,7.05
103.125,7.05
103.167,7.05
103.208,7.05
103.25,7.05
103.292,7.05
103.333,7.05
103.375,7.05
103.417,7.05
103.458,7.05
103.5,7.05
103.542,7.05
103.583,7.05
103.625,7.05
103.667,7.05
103.708,7.05
103.75,7.05
103.792,7.05
103.833,7.05
103.875,7.05
103.917,7.05
103.958,7.05
104,7.03
104.042,7.03
104.083,7.03
104.125,7.03
104.167,7.03
104.208,7.03
104.25,7.03
104.292,7.03
104.333,7.03
104.375,7.03
104.417,7.03
104.458,7.03
104.5,7.03
104.542,7.03
104.583,7.03
104.625,7.03
104.667,7.03
104.708,7.03
104.75,7.03
104.792,7.03
104.833,7.03
104.875,7.03
104.917,7.03
104.958,7.03
105,7.39
105.042,7.39
105.083,7.39
105.125,7.39
105.167,7.39
105.208,7.39
105.25,7.39
105.292,7.39
105.333,7.39
105.375,7.39
105.417,7.39
105.458,7.39
105.5,7.39
105.542,7.39
105.583,7.39
105.625,7.39
105.667,7.39
105.708,7.39
105.75,7.39
105.792,7.39
105.833,7.39
105.875,7.39
105.917,7.39
105.958,7.39
106,7.53
106.042,7.53
106.083,7.53
106.125,7.53
106.167,7.53
106.208,7.53
106.25,7.53
106.292,7.53
106.333,7.53
106.375,7.53
106.417,7.53
106.458,7.53
106.5,7.53
106.542,7.53
106.583,7.53
106.625,7.53
106.667,7.53
106.708,7.53
106.75,7.53
106.792,7.53
106.833,7.53
106.875,7.53
106.917,7.53
106.958,7.53
107,7.84
107.042,7.84
107.083,7.84
107.125,7.84
107.167,7.84
107.208,7.84
107.25,7.84
107.292,7.84
107.333,7.84
107.375,7.84
107.417,7.84
107.458,7.84
107.5,7.84
107.542,7.84
107.583,7.84
107.625,7.84
107.667,7.84
107.708,7.84
107.75,7.84
107.792,7.84
107.833,7.84
107.875,7.84
107.917,7.84
107.958,7.84
108,8.75
108.042,8.75
108.083,8.75
108.125,8.75
108.167,8.75
108.208,8.75
108.25,8.75
108.292,8.75
108.333,8.75
108.375,8.75
108.417,8.75
108.458,8.75
108.5,8.75
108.542,8.75
108.583,8.75
108.625,8.75
108.667,8.75
108.708,8.75
108.75,8.75
108.792,8.75
108.833,8.75
108.875,8.75
108.917,8.75
108.958,8.75
109,7.84
109.042,7.84
109.083,7.84
109.125,7.84
109.167,7.84
109.208,7.84
109.25,7.84
109.292,7.84
109.333,7.84
109.375,7.84
109.417,7.84
109.458,7.84
109.5,7.84
109.542,7.84
109.583,7.84
109.625,7.84
109.667,7.84
109.708,7.84
109.75,7.84
109.792,7.84
109.833,7.84
109.875,7.84
109.917,7.84
109.958,7.84
110,7.69
110.042,7.69
110.083,7.69
110.125,7.69
110.167,7.69
110.208,7.69
110.25,7.69
110.292,7.69
110.333,7.69
110.375,7.69
110.417,7.69
110.458,7.69
110.5,7.69
110.542,7.69
110.583,7.69
110.625,7.69
110.667,7.69
110.708,7.69
110.75,7.69
110.792,7.69
110.833,7.69
110.875,7.69
110.917,7.69
110.958,7.69
111,8.44
111.042,8.44
111.083,8.44
111.125,8.44
111.167,8.44
111.208,8.44
111.25,8.44
111.292,8.44
111.333,8.44
111.375,8.44
111.417,8.44
111.458,8.44
111.5,8.44
111.542,8.44
111.583,8.44
111.625,8.44
111.667,8.44
111.708,8.44
111.75,8.44
111.792,8.44
111.833,8.44
111.875,8.44
111.917,8.44
111.958,8.44
112,9.21
112.042,9.21
112.083,9.21
112.125,9.21
112.167,9.21
112.208,9.21
112.25,9.21
112.292,9.21
112.333,9.21
112.375,9.21
112.417,9.21
112.458,9.21
112.5,9.21
112.542,9.21
112.583,9.21
112.625,9.21
112.667,9.21
112.708,9.21
112.75,9.21
112.792,9.21
112.833,9.21
112.875,9.21
112.917,9.21
112.958,9.21
113,8.69
113.042,8.69
113.083,8.69
113.125,8.69
113.167,8.69
113.208,8.69
113.25,8.69
113.292,8.69
113.333,8.69
113.375,8.69
113.417,8.69
113.458,8.69
113.5,8.69
113.542,8.69
113.583,8.69
113.625,8.69
113.667,8.69
113.708,8.69
113.75,8.69
113.792,8.69
113.833,8.69
113.875,8.69
113.917,8.69
113.958,8.69
114,8.49
114.042,8.49
114.083,8.49
114.125,8.49
114.167,8.49
114.208,8.49
114.25,8.49
114.292,8.49
114.333,8.49
114.375,8.49
114.417,8.49
114.458,8.49
114.5,8.49
114.542,8.49
114.583,8.49
114.625,8.49
114.667,8.49
114.708,8.49
114.75,8.49
114.792,8.49
114.833,8.49
114.875,8.49
114.917,8.49
114.958,8.49
115,8.08
115.042,8.08
115.083,8.08
115.125,8.08
115.167,8.08
115.208,8.08
115.25,8.08
115.292,8.08
115.333,8.08
115.375,8.08
115.417,8.08
115.458,8.08
115.5,8.08
115.542,8.08
115.583,8.08
115.625,8.08
115.667,8.08
115.708,8.08
115.75,8.08
115.792,8.08
115.833,8.08
115.875,8.08
115.917,8.08
115.958,8.08
116,9.03
116.042,9.03
116.083,9.03
116.125,9.03
116.167,9.03
116.208,9.03
116.25,9.03
116.292,9.03
116.333,9.03
116.375,9.03
116.417,9.03
116.458,9.03
116.5,9.03
116.542,9.03
116.583,9.03
116.625,9.03
116.667,9.03
116.708,9.03
116.75,9.03
116.792,9.03
116.833,9.03
116.875,9.03
116.917,9.03
116.958,9.03
117,8.34
117.042,8.34
117.083,8.34
117.125,8.34
117.167,8.34
117.208,8.34
117.25,8.34
117.292,8.34
117.333,8.34
117.375,8.34
117.417,8.34
117.458,8.34
117.5,8.34
117.542,8.34
117.583,8.34
117.625,8.34
117.667,8.34
117.708,8.34
117.75,8.34
117.792,8.34
117.833,8.34
117.875,8.34
117.917,8.34
117.958,8.34
118,8.16
118.042,8.16
118.083,8.16
118.125,8.16
118.167,8.16
118.208,8.16
118.25,8.16
118.292,8.16
118.333,8.16
118.375,8.16
118.417,8.16
118.458,8.16
118.5,8.16
118.542,8.16
118.583,8.16
118.625,8.16
118.667,8.16
118.708,8.16
118.75,8.16
118.792,8.16
118.833,8.16
118.875,8.16
118.917,8.16
118.958,8.16
119,8.51
119.042,8.51
119.083,8.51
119.125,8.51
119.167,8.51
119.208,8.51
119.25,8.51
119.292,8.51
119.333,8.51
119.375,8.51
119.417,8.51
119.458,8.51
119.5,8.51
119.542,8.51
119.583,8.51
119.625,8.51
119.667,8.51
119.708,8.51
119.75,8.51
119.792,8.51
119.833,8.51
119.875,8.51
119.917,8.51
119.958,8.51
120,9.58
120.042,9.58
120.083,9.58
120.125,9.58
120.167,9.58
120.208,9.58
120.25,9.58
120.292,9.58
120.333,9.58
120.375,9.58
120.417,9.58
120.458,9.58
120.5,9.58
120.542,9.58
120.583,9.58
120.625,9.58
120.667,9.58
120.708,9.58
120.75,9.58
120.792,9.58
120.833,9.58
120.875,9.58
120.917,9.58
120.958,9.58
121,9.85
121.042,9.85
121.083,9.85
121.125,9.85
121.167,9.85
121.208,9.85
121.25,9.85
121.292,9.85
121.333,9.85
121.375,9.85
121.417,9.85
121.458,9.85
121.5,9.85
121.542,9.85
121.583,9.85
121.625,9.85
121.667,9.85
121.708,9.85
121.75,9.85
121.792,9.85
121.833,9.85
121.875,9.85
121.917,9.85
121.958,9.85
122,10.05
122.042,10.05
122.083,10.05
122.125,10.05
122.167,10.05
122.208,10.05
122.25,10.05
122.292,10.05
122.333,10.05
122.375,10.05
122.417,10.05
122.458,10.05
122.5,10.05
122.542,10.05
122.583,10.05
122.625,10.05
122.667,10.05
122.708,10.05
122.75,10.05
122.792,10.05
122.833,10.05
122.875,10.05
122.917,10.05
122.958,10.05
123,10.04
123.042,10.04
123.083,10.04
123.125,10.04
123.167,10.04
123.208,10.04
123.25,10.04
123.292,10.04
123.333,10.04
123.375,10.04
123.417,10.04
123.458,10.04
123.5,10.04
123.542,10.04
123.583,10.04
123.625,10.04
123.667,10.04
123.708,10.04
123.75,10.04
123.792,10.04
123.833,10.04
123.875,10.04
123.917,10.04
123.958,10.04
124,9.96
124.042,9.96
124.083,9.96
124.125,9.96
124.167,9.96
124.208,9.96
124.25,9.96
124.292,9.96
124.333,9.96
124.375,9.96
124.417,9.96
124.458,9.96
124.5,9.96
124.542,9.96
124.583,9.96
124.625,9.96
124.667,9.96
124.708,9.96
124.75,9.96
124.792,9.96
124.833,9.96
124.875,9.96
124.917,9.96
124.958,9.96
125,8.81
125.042,8.81
125.083,8.81
125.125,8.81
125.167,8.81
125.208,8.81
125.25,8.81
125.292,8.81
125.333,8.81
125.375,8.81
125.417,8.81
125.458,8.81
125.5,8.81
125.542,8.81
125.583,8.81
125.625,8.81
125.667,8.81
125.708,8.81
125.75,8.81
125.792,8.81
125.833,8.81
125.875,8.81
125.917,8.81
125.958,8.81
126,8.28
126.042,8.28
126.083,8.28
126.125,8.28
126.167,8.28
126.208,8.28
126.25,8.28
126.292,8.28
126.333,8.28
126.375,8.28
126.417,8.28
126.458,8.28
126.5,8.28
126.542,8.28
126.583,8.28
126.625,8.28
126.667,8.28
126.708,8.28
126.75,8.28
126.792,8.28
126.833,8.28
126.875,8.28
126.917,8.28
126.958,8.28
127,8.38
127.042,8.38
127.083,8.38
127.125,8.38
127.167,8.38
127.208,8.38
127.25,8.38
127.292,8.38
127.333,8.38
127.375,8.38
127.417,8.38
127.458,8.38
127.5,8.38
127.542,8.38
127.583,8.38
127.625,8.38
127.667,8.38
127.708,8.38
127.75,8.38
127.792,8.38
127.833,8.38
127.875,8.38
127.917,8.38
127.958,8.38
128,9.45
128.042,9.45
128.083,9.45
128.125,9.45
128.167,9.45
128.208,9.45
128.25,9.45
128.292,9.45
128.333,9.45
128.375,9.45
128.417,9.45
128.458,9.45
128.5,9.45
128.542,9.45
128.583,9.45
128.625,9.45
128.667,9.45
128.708,9.45
128.75,9.45
128.792,9.45
128.833,9.45
128.875,9.45
128.917,9.45
128.958,9.45
129,10.35
129.042,10.35
129.083,10.35
129.125,10.35
129.167,10.35
129.208,10.35
129.25,10.35
129.292,10.35
129.333,10.35
129.375,10.35
129.417,10.35
129.458,10.35
129.5,10.35
129.542,10.35
129.583,10.35
129.625,10.35
129.667,10.35
129.708,10.35
129.75,10.35
129.792,10.35
129.833,10.35
129.875,10.35
129.917,10.35
129.958,10.35
130,10.46
130.042,10.46
130.083,10.46
130.125,10.46
130.167,10.46
130.208,10.46
130.25,10.46
130.292,10.46
130.333,10.46
130.375,10.46
130.417,10.46
130.458,10.46
130.5,10.46
130.542,10.46
130.583,10.46
130.625,10.46
130.667,10.46
130.708,10.46
130.75,10.46
130.792,10.46
130.833,10.46
130.875,10.46
130.917,10.46
130.958,10.46
131,9.61
131.042,9.61
131.083,9.61
131.125,9.61
131.167,9.61
131.208,9.61
131.25,9.61
131.292,9.61
131.333,9.61
131.375,9.61
131.417,9.61
131.458,9.61
131.5,9.61
131.542,9.61
131.583,9.61
131.625,9.61
131.667,9.61
131.708,9.61
131.75,9.61
131.792,9.61
131.833,9.61
131.875,9.61
131.917,9.61
131.958,9.61
132,7.96
132.042,7.96
132.083,7.96
132.125,7.96
132.167,7.96
132.208,7.96
132.25,7.96
132.292,7.96
132.333,7.96
132.375,7.96
132.417,7.96
132.458,7.96
132.5,7.96
132.542,7.96
132.583,7.96
132.625,7.96
132.667,7.96
132.708,7.96
132.75,7.96
132.792,7.96
132.833,7.96
132.875,7.96
132.917,7.96
132.958,7.96
133,7.91
133.042,7.91
133.083,7.91
133.125,7.91
133.167,7.91
133.208,7.91
133.25,7.91
133.292,7.91
133.333,7.91
133.375,7.91
133.417,7.91
133.458,7.91
133.5,7.91
133.542,7.91
133.583,7.91
133.625,7.91
133.667,7.91
133.708,7.91
133.75,7.91
133.792,7.91
133.833,7.91
133.875,7.91
133.917,7.91
133.958,7.91
134,8.19
134.042,8.19
134.083,8.19
134.125,8.19
134.167,8.19
134.208,8.19
134.25,8.19
134.292,8.19
134.333,8.19
134.375,8.19
134.417,8.19
134.458,8.19
134.5,8.19
134.542,8.19
134.583,8.19
134.625,8.19
134.667,8.19
134.708,8.19
134.75,8.19
134.792,8.19
134.833,8.19
134.875,8.19
134.917,8.19
134.958,8.19
135,9.2
135.042,9.2
135.083,9.2
135.125,9.2
135.167,9.2
135.208,9.2
135.25,9.2
135.292,9.2
135.333,9.2
135.375,9.2
135.417,9.2
135.458,9.2
135.5,9.2
135.542,9.2
135.583,9.2
135.625,9.2
135.667,9.2
135.708,9.2
135.75,9.2
135.792,9.2
135.833,9.2
135.875,9.2
135.917,9.2
135.958,9.2
136,9.32
136.042,9.32
136.083,9.32
136.125,9.32
136.167,9.32
136.208,9.32
136.25,9.32
136.292,9.32
136.333,9.32
136.375,9.32
136.417,9.32
136.458,9.32
136.5,9.32
136.542,9.32
136.583,9.32
136.625,9.32
136.667,9.32
136.708,9.32
136.75,9.32
136.792,9.32
136.833,9.32
136.875,9.32
136.917,9.32
136.958,9.32
137,8.83
137.042,8.83
137.083,8.83
137.125,8.83
137.167,8.83
137.208,8.83
137.25,8.83
137.292,8.83
137.333,8.83
137.375,8.83
137.417,8.83
137.458,8.83
137.5,8.83
137.542,8.83
137.583,8.83
137.625,8.83
137.667,8.83
137.708,8.83
137.75,8.83
137.792,8.83
137.833,8.83
137.875,8.83
137.917,8.83
137.958,8.83
138,9.99
138.042,9.99
138.083,9.99
138.125,9.99
138.167,9.99
138.208,9.99
138.25,9.99
138.292,9.99
138.333,9.99
138.375,9.99
138.417,9.99
138.458,9.99
138.5,9.99
138.542,9.99
138.583,9.99
138.625,9.99
138.667,9.99
138.708,9.99
138.75,9.99
138.792,9.99
138.833,9.99
138.875,9.99
138.917,9.99
138.958,9.99
139,10.96
139.042,10.96
139.083,10.96
139.125,10.96
139.167,10.96
139.208,10.96
139.25,10.96
139.292,10.96
139.333,10.96
139.375,10.96
139.417,10.96
139.458,10.96
139.5,10.96
139.542,10.96
139.583,10.96
139.625,10.96
139.667,10.96
139.708,10.96
139.75,10.96
139.792,10.96
139.833,10.96
139.875,10.96
139.917,10.96
139.958,10.96
140,11.55
140.042,11.55
140.083,11.55
140.125,11.55
140.167,11.55
140.208,11.55
140.25,11.55
140.292,11.55
140.333,11.55
140.375,11.55
140.417,11.55
140.458,11.55
140.5,11.55
140.542,11.55
140.583,11.55
140.625,11.55
140.667,11.55
140.708,11.55
140.75,11.55
140.792,11.55
140.833,11.55
140.875,11.55
140.917,11.55
140.958,11.55
141,11.34
141.042,11.34
141.083,11.34
141.125,11.34
141.167,11.34
141.208,11.34
141.25,11.34
141.292,11.34
141.333,11.34
141.375,11.34
141.417,11.34
141.458,11.34
141.5,11.34
141.542,11.34
141.583,11.34
141.625,11.34
141.667,11.34
141.708,11.34
141.75,11.34
141.792,11.34
141.833,11.34
141.875,11.34
141.917,11.34
141.958,11.34
142,11.55
142.042,11.55
142.083,11.55
142.125,11.55
142.167,11.55
142.208,11.55
142.25,11.55
142.292,11.55
142.333,11.55
142.375,11.55
142.417,11.55
142.458,11.55
142.5,11.55
142.542,11.55
142.583,11.55
142.625,11.55
142.667,11.55
142.708,11.55
142.75,11.55
142.792,11.55
142.833,11.55
142.875,11.55
142.917,11.55
142.958,11.55
143,11.59
143.042,11.59
143.083,11.59
143.125,11.59
143.167,11.59
143.208,11.59
143.25,11.59
143.292,11.59
143.333,11.59
143.375,11.59
143.417,11.59
143.458,11.59
143.5,11.59
143.542,11.59
143.583,11.59
143.625,11.59
143.667,11.59
143.708,11.59
143.75,11.59
143.792,11.59
143.833,11.59
143.875,11.59
143.917,11.59
143.958,11.59
144,11.42
144.042,11.42
144.083,11.42
144.125,11.42
144.167,11.42
144.208,11.42
144.25,11.42
144.292,11.42
144.333,11.42
144.375,11.42
144.417,11.42
144.458,11.42
144.5,11.42
144.542,11.42
144.583,11.42
144.625,11.42
144.667,11.42
144.708,11.42
144.75,11.42
144.792,11.42
144.833,11.42
144.875,11.42
144.917,11.42
144.958,11.42
145,10.92
145.042,10.92
145.083,10.92
145.125,10.92
145.167,10.92
145.208,10.92
145.25,10.92
145.292,10.92
145.333,10.92
145.375,10.92
145.417,10.92
145.458,10.92
145.5,10.92
145.542,10.92
145.583,10.92
145.625,10.92
145.667,10.92
145.708,10.92
145.75,10.92
145.792,10.92
145.833,10.92
145.875,10.92
145.917,10.92
145.958,10.92
146,11.15
146.042,11.15
146.083,11.15
146.125,11.15
146.167,11.15
146.208,11.15
146.25,11.15
146.292,11.15
146.333,11.15
146.375,11.15
146.417,11.15
146.458,11.15
146.5,11.15
146.542,11.15
146.583,11.15
