$Trinity Br1  inflow Tw year 2019 YC updated 06/1/23,
",,,",
Jday,Trinity R
347,5.37
347.042,5.37
347.083,5.37
347.125,5.37
347.167,5.37
347.208,5.37
347.25,5.37
347.292,5.37
347.333,5.37
347.375,5.37
347.417,5.37
347.458,5.37
347.5,5.37
347.542,5.37
347.583,5.37
347.625,5.37
347.667,5.37
347.708,5.37
347.75,5.37
347.792,5.37
347.833,5.37
347.875,5.37
347.917,5.37
347.958,5.37
348,4.96
348.042,4.96
348.083,4.96
348.125,4.96
348.167,4.96
348.208,4.96
348.25,4.96
348.292,4.96
348.333,4.96
348.375,4.96
348.417,4.96
348.458,4.96
348.5,4.96
348.542,4.96
348.583,4.96
348.625,4.96
348.667,4.96
348.708,4.96
348.75,4.96
348.792,4.96
348.833,4.96
348.875,4.96
348.917,4.96
348.958,4.96
349,4.6
349.042,4.6
349.083,4.6
349.125,4.6
349.167,4.6
349.208,4.6
349.25,4.6
349.292,4.6
349.333,4.6
349.375,4.6
349.417,4.6
349.458,4.6
349.5,4.6
349.542,4.6
349.583,4.6
349.625,4.6
349.667,4.6
349.708,4.6
349.75,4.6
349.792,4.6
349.833,4.6
349.875,4.6
349.917,4.6
349.958,4.6
350,3.67
350.042,3.67
350.083,3.67
350.125,3.67
350.167,3.67
350.208,3.67
350.25,3.67
350.292,3.67
350.333,3.67
350.375,3.67
350.417,3.67
350.458,3.67
350.5,3.67
350.542,3.67
350.583,3.67
350.625,3.67
350.667,3.67
350.708,3.67
350.75,3.67
350.792,3.67
350.833,3.67
350.875,3.67
350.917,3.67
350.958,3.67
351,3.41
351.042,3.41
351.083,3.41
351.125,3.41
351.167,3.41
351.208,3.41
351.25,3.41
351.292,3.41
351.333,3.41
351.375,3.41
351.417,3.41
351.458,3.41
351.5,3.41
351.542,3.41
351.583,3.41
351.625,3.41
351.667,3.41
351.708,3.41
351.75,3.41
351.792,3.41
351.833,3.41
351.875,3.41
351.917,3.41
351.958,3.41
352,3.39
352.042,3.39
352.083,3.39
352.125,3.39
352.167,3.39
352.208,3.39
352.25,3.39
352.292,3.39
352.333,3.39
352.375,3.39
352.417,3.39
352.458,3.39
352.5,3.39
352.542,3.39
352.583,3.39
352.625,3.39
352.667,3.39
352.708,3.39
352.75,3.39
352.792,3.39
352.833,3.39
352.875,3.39
352.917,3.39
352.958,3.39
353,3.96
353.042,3.96
353.083,3.96
353.125,3.96
353.167,3.96
353.208,3.96
353.25,3.96
353.292,3.96
353.333,3.96
353.375,3.96
353.417,3.96
353.458,3.96
353.5,3.96
353.542,3.96
353.583,3.96
353.625,3.96
353.667,3.96
353.708,3.96
353.75,3.96
353.792,3.96
353.833,3.96
353.875,3.96
353.917,3.96
353.958,3.96
354,4.58
354.042,4.58
354.083,4.58
354.125,4.58
354.167,4.58
354.208,4.58
354.25,4.58
354.292,4.58
354.333,4.58
354.375,4.58
354.417,4.58
354.458,4.58
354.5,4.58
354.542,4.58
354.583,4.58
354.625,4.58
354.667,4.58
354.708,4.58
354.75,4.58
354.792,4.58
354.833,4.58
354.875,4.58
354.917,4.58
354.958,4.58
355,5.13
355.042,5.13
355.083,5.13
355.125,5.13
355.167,5.13
355.208,5.13
355.25,5.13
355.292,5.13
355.333,5.13
355.375,5.13
355.417,5.13
355.458,5.13
355.5,5.13
355.542,5.13
355.583,5.13
355.625,5.13
355.667,5.13
355.708,5.13
355.75,5.13
355.792,5.13
355.833,5.13
355.875,5.13
355.917,5.13
355.958,5.13
356,4.5
356.042,4.5
356.083,4.5
356.125,4.5
356.167,4.5
356.208,4.5
356.25,4.5
356.292,4.5
356.333,4.5
356.375,4.5
356.417,4.5
356.458,4.5
356.5,4.5
356.542,4.5
356.583,4.5
356.625,4.5
356.667,4.5
356.708,4.5
356.75,4.5
356.792,4.5
356.833,4.5
356.875,4.5
356.917,4.5
356.958,4.5
357,3.71
357.042,3.71
357.083,3.71
357.125,3.71
357.167,3.71
357.208,3.71
357.25,3.71
357.292,3.71
357.333,3.71
357.375,3.71
357.417,3.71
357.458,3.71
357.5,3.71
357.542,3.71
357.583,3.71
357.625,3.71
357.667,3.71
357.708,3.71
357.75,3.71
357.792,3.71
357.833,3.71
357.875,3.71
357.917,3.71
357.958,3.71
358,3.1
358.042,3.1
358.083,3.1
358.125,3.1
358.167,3.1
358.208,3.1
358.25,3.1
358.292,3.1
358.333,3.1
358.375,3.1
358.417,3.1
358.458,3.1
358.5,3.1
358.542,3.1
358.583,3.1
358.625,3.1
358.667,3.1
358.708,3.1
358.75,3.1
358.792,3.1
358.833,3.1
358.875,3.1
358.917,3.1
358.958,3.1
359,3.64
359.042,3.64
359.083,3.64
359.125,3.64
359.167,3.64
359.208,3.64
359.25,3.64
359.292,3.64
359.333,3.64
359.375,3.64
359.417,3.64
359.458,3.64
359.5,3.64
359.542,3.64
359.583,3.64
359.625,3.64
359.667,3.64
359.708,3.64
359.75,3.64
359.792,3.64
359.833,3.64
359.875,3.64
359.917,3.64
359.958,3.64
360,3.08
360.042,3.08
360.083,3.08
360.125,3.08
360.167,3.08
360.208,3.08
360.25,3.08
360.292,3.08
360.333,3.08
360.375,3.08
360.417,3.08
360.458,3.08
360.5,3.08
360.542,3.08
360.583,3.08
360.625,3.08
360.667,3.08
360.708,3.08
360.75,3.08
360.792,3.08
360.833,3.08
360.875,3.08
360.917,3.08
360.958,3.08
361,2.51
361.042,2.51
361.083,2.51
361.125,2.51
361.167,2.51
361.208,2.51
361.25,2.51
361.292,2.51
361.333,2.51
361.375,2.51
361.417,2.51
361.458,2.51
361.5,2.51
361.542,2.51
361.583,2.51
361.625,2.51
361.667,2.51
361.708,2.51
361.75,2.51
361.792,2.51
361.833,2.51
361.875,2.51
361.917,2.51
361.958,2.51
362,2.73
362.042,2.73
362.083,2.73
362.125,2.73
362.167,2.73
362.208,2.73
362.25,2.73
362.292,2.73
362.333,2.73
362.375,2.73
362.417,2.73
362.458,2.73
362.5,2.73
362.542,2.73
362.583,2.73
362.625,2.73
362.667,2.73
362.708,2.73
362.75,2.73
362.792,2.73
362.833,2.73
362.875,2.73
362.917,2.73
362.958,2.73
363,3.7
363.042,3.7
363.083,3.7
363.125,3.7
363.167,3.7
363.208,3.7
363.25,3.7
363.292,3.7
363.333,3.7
363.375,3.7
363.417,3.7
363.458,3.7
363.5,3.7
363.542,3.7
363.583,3.7
363.625,3.7
363.667,3.7
363.708,3.7
363.75,3.7
363.792,3.7
363.833,3.7
363.875,3.7
363.917,3.7
363.958,3.7
364,3.87
364.042,3.87
364.083,3.87
364.125,3.87
364.167,3.87
364.208,3.87
364.25,3.87
364.292,3.87
364.333,3.87
364.375,3.87
364.417,3.87
364.458,3.87
364.5,3.87
364.542,3.87
364.583,3.87
364.625,3.87
364.667,3.87
364.708,3.87
364.75,3.87
364.792,3.87
364.833,3.87
364.875,3.87
364.917,3.87
364.958,3.87
365,3.75
365.042,3.75
365.083,3.75
365.125,3.75
365.167,3.75
365.208,3.75
365.25,3.75
365.292,3.75
365.333,3.75
365.375,3.75
365.417,3.75
365.458,3.75
365.5,3.75
365.542,3.75
365.583,3.75
365.625,3.75
365.667,3.75
365.708,3.75
365.75,3.75
365.792,3.75
365.833,3.75
365.875,3.75
365.917,3.75
365.958,3.75
366,4.56
