 Branch:,           3 , # of structures:,           3 , outlet temperatures
      JDAY,      T(C),      T(C),      T(C),   Q(m3/s),   Q(m3/s),   Q(m3/s),    ELEVCL,    ELEVCL,    ELEVCL,
  176.0573,     10.72,     12.30,    -99.00,      3.48,      1.03,      0.00,    301.90,    340.05,    368.81,
  176.0990,     10.69,     12.26,    -99.00,      3.39,      1.11,      0.00,    301.90,    340.05,    368.81,
  176.1403,     10.69,     12.22,    -99.00,      3.36,      1.15,      0.00,    301.90,    340.05,    368.81,
  176.1823,     10.69,     12.15,    -99.00,      3.40,      1.10,      0.00,    301.90,    340.05,    368.81,
  176.2240,     10.70,     12.07,    -99.00,      3.41,      1.09,      0.00,    301.90,    340.05,    368.81,
  176.2653,     10.71,     12.01,    -99.00,      3.46,      1.04,      0.00,    301.90,    340.05,    368.81,
  176.3073,     10.72,     11.99,    -99.00,      3.57,      0.93,      0.00,    301.90,    340.05,    368.81,
  176.3490,     10.72,     11.99,    -99.00,      3.05,      1.32,      0.00,    301.90,    340.05,    368.81,
  176.3904,     10.70,     12.03,    -99.00,      0.47,      3.80,      0.00,    301.90,    340.05,    368.81,
  176.4319,     10.70,     12.12,    -99.00,      0.06,      4.28,      0.00,    301.90,    340.05,    368.81,
  176.4738,     10.70,     12.16,    -99.00,      0.00,      4.34,      0.00,    301.90,    340.05,    368.81,
  176.5156,    -99.00,     12.15,    -99.00,      0.00,      4.35,      0.00,    301.90,    340.05,    368.81,
  176.5571,    -99.00,     12.14,    -99.00,      0.00,      4.35,      0.00,    301.90,    340.05,    368.81,
  176.5989,    -99.00,     12.12,    -99.00,      0.00,      4.35,      0.00,    301.90,    340.05,    368.81,
  176.6408,    -99.00,     12.11,    -99.00,      0.00,      4.35,      0.00,    301.90,    340.05,    368.81,
  176.6822,    -99.00,     12.13,    -99.00,      0.00,      4.35,      0.00,    301.90,    340.05,    368.81,
  176.7238,    -99.00,     12.15,    -99.00,      0.00,      4.35,      0.00,    301.90,    340.05,    368.81,
  176.7656,     10.71,     12.20,    -99.00,      0.14,      4.21,      0.00,    301.90,    340.05,    368.81,
  176.8072,     10.72,     12.27,    -99.00,      0.34,      4.00,      0.00,    301.90,    340.05,    368.81,
  176.8490,     10.72,     12.28,    -99.00,      0.43,      3.94,      0.00,    301.90,    340.05,    368.81,
  176.8907,     10.73,     12.35,    -99.00,      0.48,      3.87,      0.00,    301.90,    340.05,    368.81,
  176.9324,     10.74,     12.43,    -99.00,      0.66,      3.69,      0.00,    301.90,    340.05,    368.81,
  176.9740,     10.72,     12.39,    -99.00,      0.58,      3.75,      0.00,    301.90,    340.05,    368.81,
  177.0160,     10.70,     12.37,    -99.00,      0.40,      3.96,      0.00,    301.90,    340.05,    368.81,
  177.0580,     10.70,     12.34,    -99.00,      0.26,      4.09,      0.00,    301.90,    340.05,    368.81,
  177.0997,     10.70,     12.28,    -99.00,      0.25,      4.08,      0.00,    301.90,    340.05,    368.81,
  177.1410,     10.70,     12.24,    -99.00,      0.19,      4.15,      0.00,    301.90,    340.05,    368.81,
  177.1830,     10.71,     12.20,    -99.00,      0.10,      4.26,      0.00,    301.90,    340.05,    368.81,
  177.2247,     10.72,     12.14,    -99.00,      0.00,      4.33,      0.00,    301.90,    340.05,    368.81,
  177.2663,    -99.00,     12.10,    -99.00,      0.00,      4.34,      0.00,    301.90,    340.05,    368.81,
  177.3081,    -99.00,     12.07,    -99.00,      0.00,      4.34,      0.00,    301.90,    340.05,    368.81,
  177.3497,    -99.00,     12.15,    -99.00,      0.00,      4.34,      0.00,    301.90,    340.05,    368.81,
  177.3912,     10.73,     12.18,    -99.00,      0.04,      4.31,      0.00,    301.90,    340.05,    368.81,
  177.4332,     10.73,     12.19,    -99.00,      0.00,      4.34,      0.00,    301.90,    340.05,    368.81,
  177.4747,    -99.00,     12.18,    -99.00,      0.00,      4.34,      0.00,    301.90,    340.05,    368.81,
  177.5163,    -99.00,     12.16,    -99.00,      0.00,      4.35,      0.00,    301.90,    340.05,    368.81,
  177.5580,    -99.00,     12.17,    -99.00,      0.00,      4.35,      0.00,    301.90,    340.05,    368.81,
  177.5998,    -99.00,     12.23,    -99.00,      0.00,      4.35,      0.00,    301.90,    340.05,    368.81,
  177.6412,    -99.00,     12.26,    -99.00,      0.00,      4.35,      0.00,    301.90,    340.05,    368.81,
  177.6830,    -99.00,     12.29,    -99.00,      0.00,      4.35,      0.00,    301.90,    340.05,    368.81,
  177.7246,    -99.00,     12.30,    -99.00,      0.00,      4.35,      0.00,    301.90,    340.05,    368.81,
  177.7664,    -99.00,     12.33,    -99.00,      0.00,      4.35,      0.00,    301.90,    340.05,    368.81,
  177.8081,    -99.00,     12.32,    -99.00,      0.00,      4.35,      0.00,    301.90,    340.05,    368.81,
  177.8498,    -99.00,     12.36,    -99.00,      0.00,      4.35,      0.00,    301.90,    340.05,    368.81,
  177.8914,     10.72,     12.41,    -99.00,      0.13,      4.22,      0.00,    301.90,    340.05,    368.81,
  177.9331,     10.72,     12.41,    -99.00,      0.00,      4.35,      0.00,    301.90,    340.05,    368.81,
  177.9749,     10.72,     12.39,    -99.00,      0.08,      4.26,      0.00,    301.90,    340.05,    368.81,
  178.0166,     10.73,     12.36,    -99.00,      0.11,      4.23,      0.00,    301.90,    340.05,    368.81,
  178.0584,     10.73,     12.28,    -99.00,      0.00,      4.34,      0.00,    301.90,    340.05,    368.81,
  178.1000,    -99.00,     12.18,    -99.00,      0.00,      4.34,      0.00,    301.90,    340.05,    368.81,
  178.1418,    -99.00,     12.14,    -99.00,      0.00,      4.34,      0.00,    301.90,    340.05,    368.81,
  178.1836,    -99.00,     12.11,    -99.00,      0.00,      4.34,      0.00,    301.90,    340.05,    368.81,
  178.2251,     10.74,     12.10,    -99.00,      0.10,      4.23,      0.00,    301.90,    340.05,    368.81,
  178.2670,     10.74,     12.11,    -99.00,      0.26,      4.10,      0.00,    301.90,    340.05,    368.81,
  178.3088,     10.75,     12.19,    -99.00,      0.35,      3.99,      0.00,    301.90,    340.05,    368.81,
  178.3507,     10.75,     12.26,    -99.00,      0.26,      4.11,      0.00,    301.90,    340.05,    368.81,
  178.3924,     10.75,     12.30,    -99.00,      0.22,      4.16,      0.00,    301.90,    340.05,    368.81,
  178.4339,     10.75,     12.29,    -99.00,      0.00,      4.40,      0.00,    301.90,    340.05,    368.81,
  178.4754,    -99.00,     12.27,    -99.00,      0.00,      4.39,      0.00,    301.90,    340.05,    368.81,
  178.5170,    -99.00,     12.26,    -99.00,      0.00,      4.39,      0.00,    301.90,    340.05,    368.81,
  178.5588,    -99.00,     12.27,    -99.00,      0.00,      4.38,      0.00,    301.90,    340.05,    368.81,
  178.6004,    -99.00,     12.28,    -99.00,      0.00,      4.40,      0.00,    301.90,    340.05,    368.81,
  178.6422,    -99.00,     12.29,    -99.00,      0.00,      4.39,      0.00,    301.90,    340.05,    368.81,
  178.6838,    -99.00,     12.35,    -99.00,      0.00,      4.38,      0.00,    301.90,    340.05,    368.81,
  178.7254,     10.75,     12.40,    -99.00,      0.03,      4.36,      0.00,    301.90,    340.05,    368.81,
  178.7672,     10.76,     12.42,    -99.00,      0.21,      4.18,      0.00,    301.90,    340.05,    368.81,
  178.8090,     10.76,     12.43,    -99.00,      0.42,      3.98,      0.00,    301.90,    340.05,    368.81,
  178.8505,     10.75,     12.43,    -99.00,      0.55,      3.85,      0.00,    301.90,    340.05,    368.81,
  178.8923,     10.75,     12.45,    -99.00,      0.33,      4.06,      0.00,    301.90,    340.05,    368.81,
  178.9341,     10.75,     12.46,    -99.00,      0.25,      4.16,      0.00,    301.90,    340.05,    368.81,
  178.9757,     10.75,     12.42,    -99.00,      0.00,      4.38,      0.00,    301.90,    340.05,    368.81,
  179.0174,    -99.00,     12.43,    -99.00,      0.00,      4.39,      0.00,    301.90,    340.05,    368.81,
  179.0594,    -99.00,     12.41,    -99.00,      0.00,      4.39,      0.00,    301.90,    340.05,    368.81,
  179.1011,    -99.00,     12.35,    -99.00,      0.00,      4.39,      0.00,    301.90,    340.05,    368.81,
  179.1431,    -99.00,     12.30,    -99.00,      0.00,      4.39,      0.00,    301.90,    340.05,    368.81,
  179.1844,    -99.00,     12.26,    -99.00,      0.00,      4.39,      0.00,    301.90,    340.05,    368.81,
  179.2261,    -99.00,     12.19,    -99.00,      0.00,      4.39,      0.00,    301.90,    340.05,    368.81,
  179.2681,    -99.00,     12.22,    -99.00,      0.00,      4.39,      0.00,    301.90,    340.05,    368.81,
  179.3096,    -99.00,     12.27,    -99.00,      0.00,      4.39,      0.00,    301.90,    340.05,    368.81,
  179.3511,    -99.00,     12.30,    -99.00,      0.00,      4.39,      0.00,    301.90,    340.05,    368.81,
  179.3933,    -99.00,     12.34,    -99.00,      0.00,      4.39,      0.00,    301.90,    340.05,    368.81,
  179.4346,    -99.00,     12.32,    -99.00,      0.00,      4.39,      0.00,    301.90,    340.05,    368.81,
  179.4760,    -99.00,     12.28,    -99.00,      0.00,      4.39,      0.00,    301.90,    340.05,    368.81,
  179.5180,    -99.00,     12.26,    -99.00,      0.00,      4.39,      0.00,    301.90,    340.05,    368.81,
  179.5595,    -99.00,     12.25,    -99.00,      0.00,      4.39,      0.00,    301.90,    340.05,    368.81,
  179.6012,    -99.00,     12.25,    -99.00,      0.00,      4.39,      0.00,    301.90,    340.05,    368.81,
  179.6429,    -99.00,     12.28,    -99.00,      0.00,      4.39,      0.00,    301.90,    340.05,    368.81,
  179.6846,    -99.00,     12.30,    -99.00,      0.00,      4.39,      0.00,    301.90,    340.05,    368.81,
  179.7263,    -99.00,     12.33,    -99.00,      0.00,      4.39,      0.00,    301.90,    340.05,    368.81,
  179.7680,    -99.00,     12.37,    -99.00,      0.00,      4.39,      0.00,    301.90,    340.05,    368.81,
  179.8096,    -99.00,     12.41,    -99.00,      0.00,      4.39,      0.00,    301.90,    340.05,    368.81,
  179.8514,    -99.00,     12.45,    -99.00,      0.00,      4.39,      0.00,    301.90,    340.05,    368.81,
  179.8931,    -99.00,     12.48,    -99.00,      0.00,      4.39,      0.00,    301.90,    340.05,    368.81,
  179.9350,    -99.00,     12.52,    -99.00,      0.00,      4.39,      0.00,    301.90,    340.05,    368.81,
  179.9768,    -99.00,     12.50,    -99.00,      0.00,      4.39,      0.00,    301.90,    340.05,    368.81,
  180.0188,    -99.00,     12.47,    -99.00,      0.00,      4.39,      0.00,    301.90,    340.05,    368.81,
  180.0601,    -99.00,     12.46,    -99.00,      0.00,      4.39,      0.00,    301.90,    340.05,    368.81,
  180.1018,    -99.00,     12.41,    -99.00,      0.00,      4.39,      0.00,    301.90,    340.05,    368.81,
  180.1438,    -99.00,     12.36,    -99.00,      0.00,      4.39,      0.00,    301.90,    340.05,    368.81,
  180.1851,    -99.00,     12.34,    -99.00,      0.00,      4.39,      0.00,    301.90,    340.05,    368.81,
  180.2268,    -99.00,     12.27,    -99.00,      0.00,      4.39,      0.00,    301.90,    340.05,    368.81,
  180.2685,    -99.00,     12.22,    -99.00,      0.00,      4.38,      0.00,    301.90,    340.05,    368.81,
  180.3105,    -99.00,     12.23,    -99.00,      0.00,      4.40,      0.00,    301.90,    340.05,    368.81,
  180.3524,    -99.00,     12.24,    -99.00,      0.00,      4.39,      0.00,    301.90,    340.05,    368.81,
  180.3935,    -99.00,     12.29,    -99.00,      0.00,      4.38,      0.00,    301.90,    340.05,    368.81,
  180.4352,    -99.00,     12.30,    -99.00,      0.00,      4.39,      0.00,    301.90,    340.05,    368.81,
  180.4771,    -99.00,     12.31,    -99.00,      0.00,      4.40,      0.00,    301.90,    340.05,    368.81,
  180.5186,    -99.00,     12.34,    -99.00,      0.00,      4.39,      0.00,    301.90,    340.05,    368.81,
  180.5603,    -99.00,     12.33,    -99.00,      0.00,      4.38,      0.00,    301.90,    340.05,    368.81,
  180.6021,    -99.00,     12.33,    -99.00,      0.00,      4.39,      0.00,    301.90,    340.05,    368.81,
  180.6436,    -99.00,     12.30,    -99.00,      0.00,      4.40,      0.00,    301.90,    340.05,    368.81,
  180.6855,    -99.00,     12.31,    -99.00,      0.00,      4.38,      0.00,    301.90,    340.05,    368.81,
  180.7272,    -99.00,     12.31,    -99.00,      0.00,      4.39,      0.00,    301.90,    340.05,    368.81,
  180.7687,    -99.00,     12.30,    -99.00,      0.00,      4.39,      0.00,    301.90,    340.05,    368.81,
  180.8105,    -99.00,     12.34,    -99.00,      0.00,      4.39,      0.00,    301.90,    340.05,    368.81,
  180.8522,    -99.00,     12.39,    -99.00,      0.00,      4.39,      0.00,    301.90,    340.05,    368.81,
  180.8940,    -99.00,     12.41,    -99.00,      0.00,      4.39,      0.00,    301.90,    340.05,    368.81,
  180.9356,    -99.00,     12.45,    -99.00,      0.00,      4.39,      0.00,    301.90,    340.05,    368.81,
  180.9774,    -99.00,     12.49,    -99.00,      0.00,      4.39,      0.00,    301.90,    340.05,    368.81,
  181.0193,    -99.00,     12.52,    -99.00,      0.00,      4.39,      0.00,    301.90,    340.05,    368.81,
  181.0608,    -99.00,     12.56,    -99.00,      0.00,      4.39,      0.00,    301.90,    340.05,    368.81,
  181.1025,    -99.00,     12.56,    -99.00,      0.00,      4.39,      0.00,    301.90,    340.05,    368.81,
  181.1445,    -99.00,     12.55,    -99.00,      0.00,      4.39,      0.00,    301.90,    340.05,    368.81,
  181.1858,     10.81,     12.55,    -99.00,      0.16,      4.23,      0.00,    301.90,    340.05,    368.81,
  181.2275,     10.81,     12.51,    -99.00,      0.19,      4.20,      0.00,    301.90,    340.05,    368.81,
  181.2693,     10.81,     12.49,    -99.00,      0.14,      4.25,      0.00,    301.90,    340.05,    368.81,
  181.3114,     10.82,     12.47,    -99.00,      0.05,      4.35,      0.00,    301.90,    340.05,    368.81,
  181.3527,     10.82,     12.40,    -99.00,      0.00,      4.39,      0.00,    301.90,    340.05,    368.81,
  181.3944,    -99.00,     12.35,    -99.00,      0.00,      4.39,      0.00,    301.90,    340.05,    368.81,
  181.4363,    -99.00,     12.26,    -99.00,      0.00,      4.39,      0.00,    301.90,    340.05,    368.81,
  181.4779,    -99.00,     12.34,    -99.00,      0.00,      4.39,      0.00,    301.90,    340.05,    368.81,
  181.5195,    -99.00,     12.32,    -99.00,      0.00,      4.39,      0.00,    301.90,    340.05,    368.81,
  181.5612,    -99.00,     12.36,    -99.00,      0.00,      4.39,      0.00,    301.90,    340.05,    368.81,
  181.6027,    -99.00,     12.42,    -99.00,      0.00,      4.40,      0.00,    301.90,    340.05,    368.81,
  181.6445,    -99.00,     12.37,    -99.00,      0.00,      4.40,      0.00,    301.90,    340.05,    368.81,
  181.6862,    -99.00,     12.30,    -99.00,      0.00,      4.40,      0.00,    301.90,    340.05,    368.81,
  181.7278,    -99.00,     12.28,    -99.00,      0.00,      4.40,      0.00,    301.90,    340.05,    368.81,
  181.7695,    -99.00,     12.26,    -99.00,      0.00,      4.40,      0.00,    301.90,    340.05,    368.81,
  181.8112,    -99.00,     12.31,    -99.00,      0.00,      4.40,      0.00,    301.90,    340.05,    368.81,
  181.8530,    -99.00,     12.37,    -99.00,      0.00,      4.40,      0.00,    301.90,    340.05,    368.81,
  181.8947,    -99.00,     12.42,    -99.00,      0.00,      4.39,      0.00,    301.90,    340.05,    368.81,
  181.9364,    -99.00,     12.47,    -99.00,      0.00,      4.39,      0.00,    301.90,    340.05,    368.81,
  181.9781,    -99.00,     12.53,    -99.00,      0.00,      4.39,      0.00,    301.90,    340.05,    368.81,
  182.0201,    -99.00,     12.58,    -99.00,      0.00,      4.39,      0.00,    301.90,    340.05,    368.81,
  182.0615,    -99.00,     12.62,    -99.00,      0.00,      4.39,      0.00,    301.90,    340.05,    368.81,
  182.1037,    -99.00,     12.65,    -99.00,      0.00,      4.39,      0.00,    301.90,    340.05,    368.81,
  182.1452,    -99.00,     12.66,    -99.00,      0.00,      4.39,      0.00,    301.90,    340.05,    368.81,
  182.1872,    -99.00,     12.67,    -99.00,      0.00,      4.38,      0.00,    301.90,    340.05,    368.81,
  182.2288,    -99.00,     12.67,    -99.00,      0.00,      4.40,      0.00,    301.90,    340.05,    368.81,
  182.2702,    -99.00,     12.64,    -99.00,      0.00,      4.39,      0.00,    301.90,    340.05,    368.81,
  182.3117,    -99.00,     12.62,    -99.00,      0.00,      4.38,      0.00,    301.90,    340.05,    368.81,
  182.3534,    -99.00,     12.55,    -99.00,      0.00,      4.40,      0.00,    301.90,    340.05,    368.81,
  182.3954,    -99.00,     12.50,    -99.00,      0.00,      4.39,      0.00,    301.90,    340.05,    368.81,
  182.4371,    -99.00,     12.46,    -99.00,      0.00,      4.39,      0.00,    301.90,    340.05,    368.81,
  182.4791,    -99.00,     12.39,    -99.00,      0.00,      4.38,      0.00,    301.90,    340.05,    368.81,
  182.5204,    -99.00,     12.39,    -99.00,      0.00,      4.39,      0.00,    301.90,    340.05,    368.81,
  182.5620,    -99.00,     12.44,    -99.00,      0.00,      4.41,      0.00,    301.90,    340.05,    368.81,
  182.6036,    -99.00,     12.44,    -99.00,      0.00,      4.39,      0.00,    301.90,    340.05,    368.81,
  182.6453,    -99.00,     12.41,    -99.00,      0.00,      4.40,      0.00,    301.90,    340.05,    368.81,
  182.6871,    -99.00,     12.41,    -99.00,      0.00,      4.41,      0.00,    301.90,    340.05,    368.81,
  182.7286,    -99.00,     12.40,    -99.00,      0.00,      4.40,      0.00,    301.90,    340.05,    368.81,
  182.7704,    -99.00,     12.40,    -99.00,      0.00,      4.39,      0.00,    301.90,    340.05,    368.81,
  182.8121,    -99.00,     12.41,    -99.00,      0.00,      4.40,      0.00,    301.90,    340.05,    368.81,
  182.8538,    -99.00,     12.45,    -99.00,      0.00,      4.41,      0.00,    301.90,    340.05,    368.81,
  182.8954,    -99.00,     12.52,    -99.00,      0.00,      4.38,      0.00,    301.90,    340.05,    368.81,
  182.9373,    -99.00,     12.55,    -99.00,      0.00,      4.39,      0.00,    301.90,    340.05,    368.81,
  182.9795,    -99.00,     12.57,    -99.00,      0.00,      4.39,      0.00,    301.90,    340.05,    368.81,
  183.0208,    -99.00,     12.59,    -99.00,      0.00,      4.40,      0.00,    301.90,    340.05,    368.81,
  183.0628,    -99.00,     12.60,    -99.00,      0.00,      4.38,      0.00,    301.90,    340.05,    368.81,
  183.1045,    -99.00,     12.62,    -99.00,      0.00,      4.39,      0.00,    301.90,    340.05,    368.81,
  183.1458,    -99.00,     12.62,    -99.00,      0.00,      4.39,      0.00,    301.90,    340.05,    368.81,
  183.1878,    -99.00,     12.63,    -99.00,      0.00,      4.39,      0.00,    301.90,    340.05,    368.81,
  183.2295,    -99.00,     12.63,    -99.00,      0.00,      4.39,      0.00,    301.90,    340.05,    368.81,
  183.2709,    -99.00,     12.60,    -99.00,      0.00,      4.39,      0.00,    301.90,    340.05,    368.81,
  183.3126,    -99.00,     12.57,    -99.00,      0.00,      4.39,      0.00,    301.90,    340.05,    368.81,
  183.3542,    -99.00,     12.55,    -99.00,      0.00,      4.39,      0.00,    301.90,    340.05,    368.81,
  183.3958,    -99.00,     12.51,    -99.00,      0.00,      4.37,      0.00,    301.90,    340.05,    368.81,
  183.4379,    -99.00,     12.49,    -99.00,      0.00,      4.36,      0.00,    301.90,    340.05,    368.81,
  183.4795,    -99.00,     12.46,    -99.00,      0.00,      4.39,      0.00,    301.90,    340.05,    368.81,
  183.5209,    -99.00,     12.48,    -99.00,      0.00,      4.39,      0.00,    301.90,    340.05,    368.81,
  183.5632,    -99.00,     12.49,    -99.00,      0.00,      4.40,      0.00,    301.90,    340.05,    368.81,
  183.6043,    -99.00,     12.54,    -99.00,      0.00,      4.40,      0.00,    301.90,    340.05,    368.81,
  183.6461,    -99.00,     12.51,    -99.00,      0.00,      4.40,      0.00,    301.90,    340.05,    368.81,
  183.6879,    -99.00,     12.50,    -99.00,      0.00,      4.40,      0.00,    301.90,    340.05,    368.81,
  183.7296,    -99.00,     12.47,    -99.00,      0.00,      4.40,      0.00,    301.90,    340.05,    368.81,
  183.7711,    -99.00,     12.44,    -99.00,      0.00,      4.40,      0.00,    301.90,    340.05,    368.81,
  183.8128,    -99.00,     12.47,    -99.00,      0.00,      4.40,      0.00,    301.90,    340.05,    368.81,
  183.8545,    -99.00,     12.50,    -99.00,      0.00,      4.40,      0.00,    301.90,    340.05,    368.81,
  183.8964,    -99.00,     12.54,    -99.00,      0.00,      4.39,      0.00,    301.90,    340.05,    368.81,
  183.9380,    -99.00,     12.60,    -99.00,      0.00,      4.39,      0.00,    301.90,    340.05,    368.81,
  183.9796,    -99.00,     12.63,    -99.00,      0.00,      4.39,      0.00,    301.90,    340.05,    368.81,
  184.0215,    -99.00,     12.65,    -99.00,      0.00,      4.39,      0.00,    301.90,    340.05,    368.81,
  184.0635,    -99.00,     12.68,    -99.00,      0.00,      4.39,      0.00,    301.90,    340.05,    368.81,
  184.1052,    -99.00,     12.70,    -99.00,      0.00,      4.39,      0.00,    301.90,    340.05,    368.81,
  184.1465,    -99.00,     12.72,    -99.00,      0.00,      4.39,      0.00,    301.90,    340.05,    368.81,
  184.1885,     10.91,     12.71,    -99.00,      0.16,      4.24,      0.00,    301.90,    340.05,    368.81,
  184.2303,     10.91,     12.68,    -99.00,      0.08,      4.31,      0.00,    301.90,    340.05,    368.81,
  184.2721,     10.91,     12.68,    -99.00,      0.07,      4.31,      0.00,    301.90,    340.05,    368.81,
  184.3135,    -99.00,     12.66,    -99.00,      0.00,      4.40,      0.00,    301.90,    340.05,    368.81,
  184.3554,    -99.00,     12.61,    -99.00,      0.00,      4.39,      0.00,    301.90,    340.05,    368.81,
  184.3968,    -99.00,     12.59,    -99.00,      0.00,      4.39,      0.00,    301.90,    340.05,    368.81,
  184.4389,    -99.00,     12.55,    -99.00,      0.00,      4.38,      0.00,    301.90,    340.05,    368.81,
  184.4802,    -99.00,     12.54,    -99.00,      0.00,      4.39,      0.00,    301.90,    340.05,    368.81,
  184.5223,    -99.00,     12.51,    -99.00,      0.00,      4.40,      0.00,    301.90,    340.05,    368.81,
  184.5635,    -99.00,     12.51,    -99.00,      0.00,      4.39,      0.00,    301.90,    340.05,    368.81,
  184.6052,    -99.00,     12.49,    -99.00,      0.00,      4.38,      0.00,    301.90,    340.05,    368.81,
  184.6469,    -99.00,     12.49,    -99.00,      0.00,      4.40,      0.00,    301.90,    340.05,    368.81,
  184.6885,    -99.00,     12.51,    -99.00,      0.00,      4.39,      0.00,    301.90,    340.05,    368.81,
  184.7303,    -99.00,     12.49,    -99.00,      0.00,      4.38,      0.00,    301.90,    340.05,    368.81,
  184.7720,    -99.00,     12.51,    -99.00,      0.00,      4.39,      0.00,    301.90,    340.05,    368.81,
  184.8137,    -99.00,     12.55,    -99.00,      0.00,      4.40,      0.00,    301.90,    340.05,    368.81,
  184.8553,    -99.00,     12.58,    -99.00,      0.00,      4.38,      0.00,    301.90,    340.05,    368.81,
  184.8970,    -99.00,     12.63,    -99.00,      0.00,      4.39,      0.00,    301.90,    340.05,    368.81,
  184.9387,    -99.00,     12.65,    -99.00,      0.00,      4.39,      0.00,    301.90,    340.05,    368.81,
  184.9805,    -99.00,     12.70,    -99.00,      0.00,      4.39,      0.00,    301.90,    340.05,    368.81,
  185.0225,    -99.00,     12.79,    -99.00,      0.00,      4.39,      0.00,    301.90,    340.05,    368.81,
  185.0640,     10.95,     12.85,    -99.00,      0.05,      4.33,      0.00,    301.90,    340.05,    368.81,
  185.1059,     10.95,     12.87,    -99.00,      0.15,      4.24,      0.00,    301.90,    340.05,    368.81,
  185.1472,     10.94,     12.85,    -99.00,      0.09,      4.30,      0.00,    301.90,    340.05,    368.81,
  185.1892,     10.93,     12.80,    -99.00,      0.02,      4.36,      0.00,    301.90,    340.05,    368.81,
  185.2308,    -99.00,     12.72,    -99.00,      0.00,      4.38,      0.00,    301.90,    340.05,    368.81,
  185.2730,    -99.00,     12.63,    -99.00,      0.00,      4.38,      0.00,    301.90,    340.05,    368.81,
  185.3142,    -99.00,     12.53,    -99.00,      0.00,      4.38,      0.00,    301.90,    340.05,    368.81,
  185.3563,    -99.00,     12.46,    -99.00,      0.00,      4.38,      0.00,    301.90,    340.05,    368.81,
  185.3979,    -99.00,     12.46,    -99.00,      0.00,      4.38,      0.00,    301.90,    340.05,    368.81,
  185.4391,    -99.00,     12.54,    -99.00,      0.00,      4.38,      0.00,    301.90,    340.05,    368.81,
  185.4814,    -99.00,     12.59,    -99.00,      0.00,      4.38,      0.00,    301.90,    340.05,    368.81,
  185.5229,    -99.00,     12.59,    -99.00,      0.00,      4.39,      0.00,    301.90,    340.05,    368.81,
  185.5644,    -99.00,     12.60,    -99.00,      0.00,      4.39,      0.00,    301.90,    340.05,    368.81,
  185.6059,    -99.00,     12.54,    -99.00,      0.00,      4.39,      0.00,    301.90,    340.05,    368.81,
  185.6477,    -99.00,     12.50,    -99.00,      0.00,      4.39,      0.00,    301.90,    340.05,    368.81,
  185.6895,    -99.00,     12.52,    -99.00,      0.00,      4.39,      0.00,    301.90,    340.05,    368.81,
  185.7312,    -99.00,     12.55,    -99.00,      0.00,      4.39,      0.00,    301.90,    340.05,    368.81,
  185.7728,    -99.00,     12.63,    -99.00,      0.00,      4.39,      0.00,    301.90,    340.05,    368.81,
  185.8146,    -99.00,     12.67,    -99.00,      0.00,      4.39,      0.00,    301.90,    340.05,    368.81,
  185.8561,    -99.00,     12.70,    -99.00,      0.00,      4.39,      0.00,    301.90,    340.05,    368.81,
  185.8979,    -99.00,     12.74,    -99.00,      0.00,      4.39,      0.00,    301.90,    340.05,    368.81,
  185.9396,    -99.00,     12.72,    -99.00,      0.00,      4.39,      0.00,    301.90,    340.05,    368.81,
  185.9817,    -99.00,     12.71,    -99.00,      0.00,      4.38,      0.00,    301.90,    340.05,    368.81,
  186.0229,    -99.00,     12.70,    -99.00,      0.00,      4.38,      0.00,    301.90,    340.05,    368.81,
  186.0649,    -99.00,     12.69,    -99.00,      0.00,      4.38,      0.00,    301.90,    340.05,    368.81,
  186.1066,    -99.00,     12.69,    -99.00,      0.00,      4.38,      0.00,    301.90,    340.05,    368.81,
  186.1486,    -99.00,     12.65,    -99.00,      0.00,      4.38,      0.00,    301.90,    340.05,    368.81,
  186.1899,    -99.00,     12.63,    -99.00,      0.00,      4.38,      0.00,    301.90,    340.05,    368.81,
  186.2316,    -99.00,     12.65,    -99.00,      0.00,      4.38,      0.00,    301.90,    340.05,    368.81,
  186.2731,    -99.00,     12.62,    -99.00,      0.00,      4.37,      0.00,    301.90,    340.05,    368.81,
  186.3149,    -99.00,     12.63,    -99.00,      0.00,      4.38,      0.00,    301.90,    340.05,    368.81,
  186.3571,    -99.00,     12.64,    -99.00,      0.00,      4.40,      0.00,    301.90,    340.05,    368.81,
  186.3986,    -99.00,     12.65,    -99.00,      0.00,      4.38,      0.00,    301.90,    340.05,    368.81,
  186.4400,    -99.00,     12.66,    -99.00,      0.00,      4.37,      0.00,    301.90,    340.05,    368.81,
  186.4816,    -99.00,     12.63,    -99.00,      0.00,      4.40,      0.00,    301.90,    340.05,    368.81,
  186.5237,    -99.00,     12.63,    -99.00,      0.00,      4.38,      0.00,    301.90,    340.05,    368.81,
  186.5653,    -99.00,     12.63,    -99.00,      0.00,      4.38,      0.00,    301.90,    340.05,    368.81,
  186.6068,    -99.00,     12.62,    -99.00,      0.00,      4.39,      0.00,    301.90,    340.05,    368.81,
  186.6486,    -99.00,     12.65,    -99.00,      0.00,      4.40,      0.00,    301.90,    340.05,    368.81,
  186.6901,    -99.00,     12.69,    -99.00,      0.00,      4.38,      0.00,    301.90,    340.05,    368.81,
  186.7320,    -99.00,     12.74,    -99.00,      0.00,      4.39,      0.00,    301.90,    340.05,    368.81,
  186.7736,    -99.00,     12.79,    -99.00,      0.00,      4.39,      0.00,    301.90,    340.05,    368.81,
