 Branch:,           1 , # of structures:,           1 , outlet temperatures
      JDAY,      T(C),   Q(m3/s),    ELEVCL,
  100.9973,      9.38,      0.40,    327.66,
  101.0389,      9.39,      0.40,    327.66,
  101.0802,      9.40,      0.40,    327.66,
  101.1221,      9.40,      0.40,    327.66,
  101.1638,      9.41,      0.40,    327.66,
  101.2052,      9.42,      0.40,    327.66,
  101.2471,      9.42,      0.40,    327.66,
  101.2888,      9.43,      0.40,    327.66,
  101.3302,      9.43,      0.40,    327.66,
  101.3721,      9.44,      0.40,    327.66,
  101.4138,      9.45,      0.40,    327.66,
  101.4559,      9.45,      0.39,    327.66,
  101.4971,      9.45,      0.40,    327.66,
  101.5388,      9.44,      0.40,    327.66,
  101.5809,      9.44,      0.40,    327.66,
  101.6228,      9.43,      0.40,    327.66,
  101.6644,      9.43,      0.40,    327.66,
  101.7059,      9.43,      0.40,    327.66,
  101.7478,      9.43,      0.40,    327.66,
  101.7896,      9.43,      0.40,    327.66,
  101.8309,      9.44,      0.40,    327.66,
  101.8728,      9.44,      0.40,    327.66,
  101.9144,      9.45,      0.40,    327.66,
  101.9559,      9.46,      0.40,    327.66,
  101.9978,      9.47,      0.40,    327.66,
  102.0394,      9.49,      0.40,    327.66,
  102.0809,      9.50,      0.40,    327.66,
  102.1227,      9.50,      0.40,    327.66,
  102.1646,      9.51,      0.40,    327.66,
  102.2059,      9.51,      0.40,    327.66,
  102.2476,      9.51,      0.40,    327.66,
  102.2896,      9.51,      0.40,    327.66,
  102.3316,      9.51,      0.40,    327.66,
  102.3733,      9.51,      0.40,    327.66,
  102.4146,      9.52,      0.40,    327.66,
  102.4566,      9.52,      0.40,    327.66,
  102.4983,      9.52,      0.40,    327.66,
  102.5396,      9.52,      0.40,    327.66,
  102.5816,      9.50,      0.40,    327.66,
  102.6233,      9.48,      0.40,    327.66,
  102.6653,      9.47,      0.40,    327.66,
  102.7066,      9.46,      0.40,    327.66,
  102.7483,      9.46,      0.40,    327.66,
  102.7903,      9.46,      0.40,    327.66,
  102.8316,      9.46,      0.40,    327.66,
  102.8733,      9.47,      0.40,    327.66,
  102.9153,      9.48,      0.40,    327.66,
  102.9566,      9.49,      0.40,    327.66,
  102.9983,      9.49,      0.40,    327.66,
  103.0403,      9.51,      2.30,    327.66,
  103.0823,      9.52,      0.40,    327.66,
  103.1237,      9.52,      0.40,    327.66,
  103.1653,      9.53,      0.40,    327.66,
  103.2073,      9.53,      0.40,    327.66,
  103.2487,      9.54,      0.40,    327.66,
  103.2903,      9.54,      0.40,    327.66,
  103.3323,      9.55,      0.40,    327.66,
  103.3737,      9.55,      0.40,    327.66,
  103.4153,      9.54,      0.41,    327.66,
  103.4573,      9.54,      0.40,    327.66,
  103.4987,      9.54,      0.40,    327.66,
  103.5410,      9.53,      0.40,    327.66,
  103.5823,      9.53,      0.40,    327.66,
  103.6237,      9.53,      0.40,    327.66,
  103.6660,      9.52,      0.40,    327.66,
  103.7073,      9.52,      0.40,    327.66,
  103.7494,      9.53,      0.40,    327.66,
  103.7910,      9.53,      0.40,    327.66,
  103.8323,      9.53,      0.40,    327.66,
  103.8744,      9.53,      0.40,    327.66,
  103.9160,      9.54,      0.40,    327.66,
  103.9580,      9.54,      0.40,    327.66,
  103.9994,      9.55,      1.22,    327.66,
  104.0410,      9.55,      1.04,    327.66,
  104.0830,      9.55,      0.40,    327.66,
  104.1242,      9.55,      0.40,    327.66,
  104.1662,      9.55,      0.40,    327.66,
  104.2080,      9.56,      0.40,    327.66,
  104.2494,      9.56,      0.46,    327.66,
  104.2910,      9.56,      0.40,    327.66,
  104.3330,      9.56,      0.40,    327.66,
  104.3749,      9.56,      0.40,    327.66,
  104.4166,      9.55,      0.40,    327.66,
  104.4580,      9.55,      0.40,    327.66,
  104.4999,      9.55,      0.40,    327.66,
  104.5416,      9.54,      0.40,    327.66,
  104.5830,      9.54,      0.40,    327.66,
  104.6249,      9.54,      0.40,    327.66,
  104.6667,      9.54,      0.40,    327.66,
  104.7080,      9.54,      0.40,    327.66,
  104.7499,      9.54,      0.40,    327.66,
  104.7917,      9.54,      0.40,    327.66,
  104.8330,      9.54,      0.40,    327.66,
  104.8748,      9.54,      0.40,    327.66,
  104.9167,      9.54,      0.40,    327.66,
  104.9582,      9.54,      0.40,    327.66,
  104.9998,      9.54,      0.40,    327.66,
  105.0417,      9.54,      0.40,    327.66,
  105.0834,      9.54,      0.40,    327.66,
  105.1250,      9.54,      0.40,    327.66,
  105.1667,      9.55,      0.40,    327.66,
  105.2084,      9.55,      0.40,    327.66,
  105.2500,      9.55,      0.40,    327.66,
  105.2920,      9.55,      0.40,    327.66,
  105.3336,      9.54,      0.40,    327.66,
  105.3757,      9.54,      0.40,    327.66,
  105.4170,      9.53,      0.40,    327.66,
  105.4586,      9.53,      0.40,    327.66,
  105.5007,      9.53,      0.40,    327.66,
  105.5420,      9.53,      0.40,    327.66,
  105.5837,      9.52,      0.40,    327.66,
  105.6254,      9.52,      0.40,    327.66,
  105.6670,      9.52,      0.40,    327.66,
  105.7087,      9.51,      0.40,    327.66,
  105.7506,      9.51,      0.40,    327.66,
  105.7924,      9.51,      0.40,    327.66,
  105.8338,      9.51,      0.40,    327.66,
  105.8759,      9.52,      0.40,    327.66,
  105.9175,      9.52,      0.40,    327.66,
  105.9594,      9.53,      0.40,    327.66,
  106.0007,      9.54,      0.40,    327.66,
  106.0427,      9.54,      0.40,    327.66,
  106.0841,      9.54,      0.40,    327.66,
  106.1257,      9.55,      0.40,    327.66,
  106.1677,      9.56,      0.40,    327.66,
  106.2091,      9.57,      0.40,    327.66,
  106.2513,      9.58,      0.40,    327.66,
  106.2928,      9.58,      0.40,    327.66,
  106.3346,      9.59,      0.40,    327.66,
  106.3762,      9.59,      2.51,    327.66,
  106.4178,      9.61,     37.86,    327.66,
  106.4596,      9.57,     14.15,    327.66,
  106.5012,      9.57,      0.40,    327.66,
  106.5428,      9.56,      0.40,    327.66,
  106.5846,      9.55,      0.40,    327.66,
  106.6262,      9.56,      0.40,    327.66,
  106.6678,      9.56,      0.40,    327.66,
  106.7097,      9.56,      0.40,    327.66,
  106.7513,      9.56,      0.40,    327.66,
  106.7932,      9.57,      0.40,    327.66,
  106.8346,      9.57,      0.40,    327.66,
  106.8767,      9.58,      0.40,    327.66,
  106.9183,      9.58,      0.40,    327.66,
  106.9601,      9.59,      0.40,    327.66,
  107.0014,      9.60,      0.40,    327.66,
  107.0434,      9.60,      0.40,    327.66,
  107.0851,      9.60,      0.40,    327.66,
  107.1271,      9.59,      0.40,    327.66,
  107.1685,      9.59,      0.40,    327.66,
  107.2100,      9.59,      0.40,    327.66,
  107.2520,      9.59,      0.40,    327.66,
  107.2935,      9.59,      0.40,    327.66,
  107.3351,      9.60,      0.40,    327.66,
  107.3771,      9.60,      0.40,    327.66,
  107.4184,      9.59,      0.40,    327.66,
  107.4602,      9.59,      0.40,    327.66,
  107.5021,      9.58,      0.40,    327.66,
  107.5441,      9.57,      0.40,    327.66,
  107.5855,      9.57,      0.40,    327.66,
  107.6270,      9.55,      0.40,    327.66,
  107.6691,      9.55,      0.40,    327.66,
  107.7106,      9.54,      0.40,    327.66,
  107.7521,      9.54,      0.40,    327.66,
  107.7941,      9.53,      0.40,    327.66,
  107.8358,      9.53,      0.40,    327.66,
  107.8773,      9.52,      0.40,    327.66,
  107.9192,      9.52,      0.40,    327.66,
  107.9608,      9.53,      0.40,    327.66,
  108.0028,      9.53,      0.40,    327.66,
  108.0441,      9.54,      0.40,    327.66,
  108.0858,      9.54,      0.40,    327.66,
  108.1276,      9.55,      0.40,    327.66,
  108.1691,      9.55,      0.40,    327.66,
  108.2108,      9.56,      0.40,    327.66,
  108.2528,      9.57,      0.40,    327.66,
  108.2948,      9.57,      0.40,    327.66,
  108.3358,      9.58,      0.40,    327.66,
  108.3778,      9.59,      0.40,    327.66,
  108.4198,      9.60,      0.40,    327.66,
  108.4613,      9.61,      0.40,    327.66,
  108.5028,      9.62,      0.40,    327.66,
  108.5448,      9.62,      0.40,    327.66,
  108.5863,      9.62,      0.40,    327.66,
  108.6278,      9.62,      0.40,    327.66,
  108.6695,      9.62,      0.40,    327.66,
  108.7113,      9.61,      0.40,    327.66,
  108.7530,      9.61,      0.40,    327.66,
  108.7950,      9.60,      0.40,    327.66,
  108.8366,      9.60,      0.40,    327.66,
  108.8781,      9.60,      0.40,    327.66,
  108.9197,      9.60,      0.40,    327.66,
  108.9615,      9.61,      0.40,    327.66,
  109.0035,      9.61,      0.40,    327.66,
  109.0448,      9.61,      0.40,    327.66,
  109.0869,      9.61,      0.40,    327.66,
  109.1285,      9.62,      0.40,    327.66,
  109.1705,      9.62,      0.40,    327.66,
  109.2119,      9.62,      0.40,    327.66,
  109.2535,      9.63,      0.40,    327.66,
  109.2954,      9.63,      0.40,    327.66,
  109.3367,      9.63,      0.40,    327.66,
  109.3785,      9.63,      0.40,    327.66,
  109.4206,      9.63,      0.40,    327.66,
  109.4620,      9.63,      0.40,    327.66,
  109.5041,      9.62,      0.40,    327.66,
  109.5455,      9.61,      0.40,    327.66,
  109.5871,      9.61,      0.40,    327.66,
  109.6292,      9.60,      0.40,    327.66,
  109.6704,      9.60,      0.40,    327.66,
  109.7119,      9.59,      0.40,    327.66,
  109.7542,      9.58,      0.40,    327.66,
  109.7954,      9.58,      0.40,    327.66,
  109.8370,      9.58,      0.40,    327.66,
  109.8791,      9.58,      0.40,    327.66,
  109.9205,      9.58,      0.40,    327.66,
  109.9625,      9.58,      0.40,    327.66,
  110.0039,      9.58,      0.40,    327.66,
  110.0457,      9.57,      0.40,    327.66,
  110.0879,      9.58,      0.40,    327.66,
  110.1292,      9.58,      0.40,    327.66,
  110.1712,      9.59,      0.40,    327.66,
  110.2130,      9.59,      0.40,    327.66,
  110.2542,      9.60,      0.40,    327.66,
  110.2962,      9.60,      0.40,    327.66,
  110.3374,      9.60,      0.40,    327.66,
  110.3794,      9.60,      0.40,    327.66,
  110.4214,      9.61,      0.40,    327.66,
  110.4629,      9.61,      0.40,    327.66,
  110.5048,      9.61,      0.40,    327.66,
  110.5462,      9.62,      0.40,    327.66,
  110.5881,      9.62,      0.40,    327.66,
  110.6294,      9.62,      0.40,    327.66,
  110.6714,      9.62,      0.40,    327.66,
  110.7129,      9.62,      0.40,    327.66,
  110.7548,      9.62,      0.40,    327.66,
  110.7962,      9.62,      0.40,    327.66,
  110.8381,      9.62,      0.40,    327.66,
  110.8799,      9.62,      0.40,    327.66,
  110.9219,      9.62,      0.40,    327.66,
  110.9632,      9.62,      0.40,    327.66,
  111.0049,      9.62,      0.40,    327.66,
  111.0468,      9.62,      0.40,    327.66,
  111.0886,      9.62,      0.40,    327.66,
  111.1299,      9.62,      0.40,    327.66,
  111.1719,      9.63,      0.40,    327.66,
  111.2133,      9.63,      0.40,    327.66,
  111.2549,      9.63,      0.40,    327.66,
  111.2968,      9.63,      0.40,    327.66,
  111.3388,      9.63,      0.40,    327.66,
  111.3801,      9.63,      0.40,    327.66,
  111.4221,      9.63,      0.40,    327.66,
  111.4636,      9.63,      0.40,    327.66,
  111.5055,      9.63,      0.40,    327.66,
  111.5469,      9.63,      0.40,    327.66,
  111.5888,      9.63,      0.40,    327.66,
  111.6307,      9.63,      0.40,    327.66,
  111.6721,      9.63,      0.40,    327.66,
  111.7136,      9.63,      0.40,    327.66,
  111.7555,      9.63,      0.40,    327.66,
  111.7976,      9.62,      0.40,    327.66,
  111.8387,      9.62,      0.40,    327.66,
  111.8806,      9.61,      0.40,    327.66,
  111.9221,      9.61,      0.40,    327.66,
  111.9643,      9.61,      0.40,    327.66,
  112.0055,      9.61,      0.40,    327.66,
  112.0476,      9.61,      0.40,    327.66,
  112.0892,      9.61,      0.40,    327.66,
  112.1306,      9.61,      0.40,    327.66,
  112.1726,      9.61,      0.40,    327.66,
  112.2143,      9.62,      0.40,    327.66,
  112.2561,      9.62,      0.40,    327.66,
  112.2976,      9.62,      0.40,    327.66,
  112.3395,      9.63,      0.40,    327.66,
  112.3808,      9.63,      0.40,    327.66,
  112.4225,      9.64,      0.40,    327.66,
  112.4646,      9.64,      0.40,    327.66,
  112.5063,      9.64,      0.40,    327.66,
  112.5482,      9.65,      0.40,    327.66,
  112.5894,      9.65,      0.40,    327.66,
  112.6311,      9.66,      0.40,    327.66,
  112.6733,      9.66,      0.40,    327.66,
  112.7144,      9.66,      0.40,    327.66,
  112.7563,      9.65,      0.40,    327.66,
  112.7980,      9.64,      0.40,    327.66,
  112.8397,      9.63,      0.40,    327.66,
  112.8813,      9.63,      0.40,    327.66,
  112.9230,      9.62,      0.40,    327.66,
  112.9648,      9.62,      0.40,    327.66,
  113.0063,      9.62,      0.40,    327.66,
  113.0482,      9.63,      0.40,    327.66,
  113.0897,      9.63,      0.40,    327.66,
  113.1320,      9.64,      0.40,    327.66,
  113.1732,      9.64,      0.40,    327.66,
  113.2154,      9.64,      0.40,    327.66,
  113.2570,      9.64,      0.40,    327.66,
  113.2987,      9.65,      0.40,    327.66,
  113.3403,      9.66,      0.40,    327.66,
  113.3820,      9.67,      0.40,    327.66,
  113.4238,      9.67,      0.40,    327.66,
  113.4650,      9.68,      0.40,    327.66,
  113.5070,      9.68,      0.40,    327.66,
  113.5490,      9.67,      0.40,    327.66,
  113.5903,      9.66,      0.40,    327.66,
  113.6320,      9.66,      0.40,    327.66,
  113.6737,      9.65,      0.40,    327.66,
  113.7156,      9.64,      0.40,    327.66,
  113.7574,      9.63,      0.40,    327.66,
  113.7990,      9.63,      0.40,    327.66,
  113.8409,      9.63,      0.40,    327.66,
  113.8820,      9.63,      0.40,    327.66,
  113.9240,      9.63,      0.40,    327.66,
  113.9653,      9.63,      0.40,    327.66,
  114.0077,      9.63,      0.40,    327.66,
  114.0489,      9.63,      0.40,    327.66,
  114.0905,      9.63,      0.40,    327.66,
  114.1327,      9.64,      0.40,    327.66,
  114.1739,      9.64,      0.40,    327.66,
  114.2161,      9.65,      0.40,    327.66,
  114.2577,      9.65,      0.40,    327.66,
  114.2996,      9.65,      0.40,    327.66,
  114.3412,      9.66,      0.40,    327.66,
  114.3828,      9.72,     32.41,    327.66,
  114.4245,      9.66,      1.02,    327.66,
  114.4661,      9.66,      0.40,    327.66,
  114.5077,      9.67,      0.40,    327.66,
  114.5496,      9.67,      0.40,    327.66,
  114.5911,      9.67,      0.40,    327.66,
  114.6327,      9.67,      0.40,    327.66,
  114.6746,      9.67,      0.40,    327.66,
  114.7161,      9.67,      0.40,    327.66,
  114.7577,      9.68,      0.40,    327.66,
  114.7994,      9.68,      0.40,    327.66,
  114.8416,      9.68,      0.40,    327.66,
  114.8833,      9.67,      0.40,    327.66,
  114.9247,      9.66,      0.40,    327.66,
  114.9662,      9.66,      0.40,    327.66,
  115.0083,      9.65,      0.40,    327.66,
  115.0496,      9.65,      0.40,    327.66,
  115.0919,      9.65,      0.40,    327.66,
  115.1333,      9.65,      0.40,    327.66,
  115.1753,      9.65,      0.40,    327.66,
  115.2169,      9.65,      0.40,    327.66,
  115.2583,      9.65,      0.40,    327.66,
  115.3002,      9.65,      0.40,    327.66,
  115.3415,      9.66,      0.40,    327.66,
  115.3836,      9.66,      0.40,    327.66,
  115.4252,      9.67,      0.40,    327.66,
  115.4670,      9.67,      0.40,    327.66,
  115.5083,      9.67,      0.40,    327.66,
  115.5503,      9.68,      0.40,    327.66,
  115.5920,      9.68,      0.40,    327.66,
  115.6333,      9.68,      0.40,    327.66,
  115.6753,      9.68,      0.40,    327.66,
  115.7170,      9.68,      0.40,    327.66,
  115.7590,      9.68,      0.40,    327.66,
  115.8003,      9.68,      0.40,    327.66,
  115.8420,      9.69,      0.40,    327.66,
  115.8840,      9.70,      0.40,    327.66,
  115.9253,      9.71,      0.40,    327.66,
  115.9675,      9.71,      0.40,    327.66,
  116.0090,      9.72,      0.40,    327.66,
  116.0509,      9.73,      0.40,    327.66,
  116.0926,      9.73,      0.40,    327.66,
  116.1340,      9.73,      0.40,    327.66,
  116.1760,      9.73,      0.40,    327.66,
  116.2178,      9.73,      0.40,    327.66,
  116.2595,      9.72,      0.40,    327.66,
  116.3010,      9.71,      0.40,    327.66,
  116.3424,      9.71,      0.40,    327.66,
  116.3840,      9.70,      0.40,    327.66,
  116.4260,      9.69,      0.40,    327.66,
  116.4675,      9.69,      0.40,    327.66,
  116.5090,      9.68,      0.40,    327.66,
  116.5510,      9.68,      0.40,    327.66,
  116.5925,      9.67,      0.40,    327.66,
  116.6347,      9.67,      0.40,    327.66,
  116.6760,      9.67,      0.40,    327.66,
  116.7177,      9.67,      0.40,    327.66,
  116.7597,      9.68,      2.39,    327.66,
  116.8010,      9.75,     37.20,    327.66,
  116.8428,      9.75,     38.76,    327.66,
  116.8845,      9.76,     37.29,    327.66,
  116.9265,      9.76,      2.54,    327.66,
  116.9677,      9.76,      0.40,    327.66,
  117.0097,      9.76,      0.40,    327.66,
  117.0517,      9.75,      0.40,    327.66,
  117.0928,      9.74,      0.40,    327.66,
  117.1347,      9.73,      0.40,    327.66,
  117.1767,      9.72,      0.40,    327.66,
  117.2185,      9.72,      0.40,    327.66,
  117.2603,      9.71,      0.40,    327.66,
  117.3017,      9.71,      0.40,    327.66,
  117.3436,      9.70,      0.40,    327.66,
  117.3853,      9.70,      0.40,    327.66,
  117.4267,      9.69,      0.40,    327.66,
  117.4682,      9.69,      0.40,    327.66,
  117.5104,      9.69,      0.40,    327.66,
  117.5516,      9.69,      0.40,    327.66,
  117.5933,      9.69,      0.40,    327.66,
  117.6354,      9.70,      0.40,    327.66,
  117.6766,      9.70,      0.40,    327.66,
  117.7190,      9.71,      0.40,    327.66,
  117.7604,      9.71,      0.40,    327.66,
  117.8023,      9.72,      0.40,    327.66,
  117.8439,      9.72,      0.40,    327.66,
  117.8854,      9.72,      0.40,    327.66,
  117.9274,      9.71,      0.40,    327.66,
  117.9690,      9.71,      0.40,    327.66,
  118.0104,      9.71,      0.40,    327.66,
  118.0524,      9.71,      0.40,    327.66,
  118.0943,      9.72,      0.40,    327.66,
  118.1360,      9.72,      0.40,    327.66,
  118.1774,      9.72,      0.40,    327.66,
  118.2190,      9.72,      0.40,    327.66,
  118.2604,      9.73,      0.40,    327.66,
  118.3023,      9.73,      0.40,    327.66,
  118.3440,      9.74,      0.40,    327.66,
  118.3861,      9.74,      2.40,    327.66,
  118.4273,      9.74,      0.40,    327.66,
  118.4690,      9.73,      0.40,    327.66,
  118.5111,      9.72,      0.40,    327.66,
  118.5523,      9.71,      0.40,    327.66,
  118.5947,      9.71,      0.40,    327.66,
  118.6361,      9.72,      0.41,    327.66,
  118.6780,      9.72,      0.82,    327.66,
  118.7197,      9.72,      0.46,    327.66,
  118.7611,      9.73,      0.42,    327.66,
  118.8031,      9.74,      1.73,    327.66,
  118.8446,      9.76,      0.66,    327.66,
  118.8861,      9.76,      0.40,    327.66,
  118.9281,      9.76,      0.40,    327.66,
  118.9698,      9.76,      0.40,    327.66,
  119.0111,      9.77,      0.40,    327.66,
  119.0531,      9.77,      0.40,    327.66,
  119.0949,      9.77,      0.40,    327.66,
  119.1361,      9.76,      0.40,    327.66,
  119.1781,      9.74,      0.40,    327.66,
  119.2199,      9.72,      0.40,    327.66,
  119.2618,      9.70,      0.40,    327.66,
  119.3031,      9.69,      0.40,    327.66,
  119.3449,      9.69,      0.40,    327.66,
  119.3868,      9.68,      0.40,    327.66,
  119.4281,      9.69,      0.40,    327.66,
  119.4699,      9.69,      0.40,    327.66,
  119.5118,      9.69,      0.40,    327.66,
  119.5531,      9.70,      0.40,    327.66,
  119.5949,      9.72,      0.94,    327.66,
  119.6368,      9.73,      1.60,    327.66,
  119.6788,      9.74,      1.68,    327.66,
  119.7205,      9.77,      1.68,    327.66,
  119.7618,      9.80,      4.20,    327.66,
  119.8035,      9.82,     37.16,    327.66,
  119.8452,      9.84,     38.28,    327.66,
  119.8871,      9.86,     37.01,    327.66,
  119.9286,      9.86,      2.62,    327.66,
  119.9705,      9.86,      0.40,    327.66,
  120.0118,      9.85,      0.54,    327.66,
  120.0538,      9.83,      1.80,    327.66,
  120.0956,      9.81,      1.43,    327.66,
  120.1375,      9.80,      1.49,    327.66,
  120.1788,      9.79,      0.53,    327.66,
  120.2206,      9.79,      1.25,    327.66,
  120.2625,      9.78,      1.88,    327.66,
  120.3038,      9.78,      1.54,    327.66,
  120.3455,      9.77,      0.57,    327.66,
  120.3875,      9.77,      0.41,    327.66,
  120.4288,      9.77,      0.40,    327.66,
  120.4712,      9.77,      0.41,    327.66,
  120.5125,      9.78,      0.66,    327.66,
  120.5545,      9.78,      2.10,    327.66,
  120.5961,      9.79,      1.73,    327.66,
  120.6375,      9.78,      0.40,    327.66,
  120.6795,      9.78,      0.78,    327.66,
  120.7211,      9.78,      3.62,    327.66,
  120.7627,      9.87,     37.25,    327.66,
  120.8044,      9.85,     38.58,    327.66,
  120.8458,      9.85,     38.46,    327.66,
  120.8877,      9.85,     37.16,    327.66,
  120.9293,      9.81,      2.51,    327.66,
  120.9715,      9.80,      0.40,    327.66,
  121.0128,      9.80,      0.40,    327.66,
  121.0545,      9.79,      0.40,    327.66,
  121.0962,      9.78,      0.40,    327.66,
  121.1382,      9.78,      0.40,    327.66,
  121.1795,      9.77,      0.40,    327.66,
  121.2212,      9.77,      0.40,    327.66,
  121.2632,      9.77,      0.40,    327.66,
  121.3051,      9.77,      0.40,    327.66,
  121.3467,      9.77,      0.40,    327.66,
  121.3882,      9.77,      0.40,    327.66,
  121.4302,      9.77,      0.40,    327.66,
  121.4717,      9.77,      0.40,    327.66,
  121.5132,      9.77,      0.40,    327.66,
  121.5551,      9.76,      0.40,    327.66,
  121.5967,      9.76,      0.40,    327.66,
  121.6382,      9.76,      0.40,    327.66,
  121.6801,      9.76,      0.40,    327.66,
  121.7217,      9.76,      1.03,    327.66,
  121.7632,      9.76,      0.93,    327.66,
  121.8049,      9.77,      6.00,    327.66,
  121.8472,      9.77,      0.96,    327.66,
  121.8889,      9.77,      0.61,    327.66,
  121.9302,      9.77,      2.04,    327.66,
  121.9719,      9.78,      1.93,    327.66,
  122.0139,      9.79,      0.40,    327.66,
  122.0552,      9.79,      0.40,    327.66,
  122.0969,      9.79,      0.40,    327.66,
  122.1389,      9.80,      0.40,    327.66,
  122.1802,      9.80,      0.40,    327.66,
  122.2219,      9.81,      0.40,    327.66,
  122.2638,      9.82,      0.40,    327.66,
  122.3059,      9.82,      0.40,    327.66,
  122.3473,      9.83,      0.40,    327.66,
  122.3889,      9.83,      0.40,    327.66,
  122.4308,      9.82,      0.40,    327.66,
  122.4723,      9.82,      0.40,    327.66,
  122.5139,      9.81,      0.40,    327.66,
  122.5558,      9.81,      0.40,    327.66,
  122.5974,      9.80,      0.40,    327.66,
  122.6389,      9.80,      0.40,    327.66,
  122.6808,      9.80,      0.40,    327.66,
  122.7230,      9.80,      0.40,    327.66,
  122.7646,      9.80,      0.40,    327.66,
  122.8058,      9.79,      1.40,    327.66,
  122.8480,      9.79,      2.01,    327.66,
  122.8896,      9.79,      2.60,    327.66,
  122.9309,      9.79,      0.45,    327.66,
  122.9726,      9.78,      0.40,    327.66,
  123.0146,      9.78,      0.40,    327.66,
  123.0559,      9.78,      0.40,    327.66,
  123.0983,      9.78,      0.40,    327.66,
  123.1396,      9.78,      0.40,    327.66,
  123.1816,      9.79,      0.40,    327.66,
  123.2233,      9.79,      0.40,    327.66,
  123.2645,      9.79,      0.40,    327.66,
  123.3066,      9.79,      0.40,    327.66,
  123.3481,      9.79,      0.40,    327.66,
  123.3896,      9.79,      0.40,    327.66,
  123.4315,      9.79,      0.40,    327.66,
  123.4731,      9.78,      0.40,    327.66,
  123.5153,      9.78,      0.40,    327.66,
  123.5565,      9.78,      0.40,    327.66,
  123.5981,      9.78,      0.40,    327.66,
  123.6403,      9.78,      0.40,    327.66,
  123.6815,      9.79,      0.40,    327.66,
  123.7238,      9.79,      0.40,    327.66,
  123.7653,      9.79,      0.40,    327.66,
  123.8065,      9.79,      0.40,    327.66,
  123.8486,      9.80,      0.40,    327.66,
  123.8903,      9.80,      0.40,    327.66,
  123.9322,      9.80,      0.40,    327.66,
  123.9740,      9.80,      0.40,    327.66,
  124.0153,      9.81,      0.40,    327.66,
  124.0573,      9.81,      0.40,    327.66,
  124.0990,      9.82,      0.40,    327.66,
  124.1403,      9.82,      0.40,    327.66,
  124.1823,      9.83,      0.40,    327.66,
  124.2240,      9.83,      0.40,    327.66,
  124.2653,      9.83,      0.40,    327.66,
  124.3073,      9.82,      0.40,    327.66,
  124.3490,      9.82,      0.40,    327.66,
  124.3910,      9.82,      0.40,    327.66,
  124.4323,      9.82,      0.40,    327.66,
  124.4740,      9.82,      0.40,    327.66,
  124.5160,      9.82,      0.40,    327.66,
  124.5573,      9.82,      0.40,    327.66,
  124.5990,      9.82,      0.40,    327.66,
  124.6410,      9.82,      0.40,    327.66,
  124.6823,      9.82,      0.40,    327.66,
  124.7240,      9.82,      0.40,    327.66,
  124.7660,      9.82,      0.40,    327.66,
  124.8080,      9.82,      0.40,    327.66,
  124.8497,      9.82,      0.40,    327.66,
  124.8910,      9.83,      0.40,    327.66,
  124.9330,      9.83,      0.40,    327.66,
  124.9747,      9.84,      0.40,    327.66,
  125.0160,      9.84,      0.40,    327.66,
  125.0580,      9.85,      0.40,    327.66,
  125.0997,      9.85,      0.40,    327.66,
  125.1410,      9.84,      0.40,    327.66,
  125.1830,      9.84,      0.40,    327.66,
  125.2247,      9.84,      0.40,    327.66,
  125.2667,      9.83,      0.40,    327.66,
  125.3080,      9.83,      0.40,    327.66,
  125.3497,      9.84,      0.40,    327.66,
  125.3917,      9.84,      0.40,    327.66,
  125.4330,      9.84,      0.40,    327.66,
  125.4747,      9.83,      0.40,    327.66,
  125.5167,      9.82,      0.40,    327.66,
  125.5580,      9.81,      0.40,    327.66,
  125.5997,      9.80,      0.40,    327.66,
  125.6417,      9.80,      0.40,    327.66,
  125.6837,      9.80,      0.40,    327.66,
  125.7254,      9.80,      3.17,    327.66,
  125.7666,      9.90,     51.66,    327.66,
  125.8085,      9.80,      3.22,    327.66,
  125.8500,      9.81,      0.40,    327.66,
  125.8920,      9.80,      0.40,    327.66,
  125.9337,      9.80,      0.40,    327.66,
  125.9754,      9.79,      0.40,    327.66,
  126.0167,      9.79,      0.40,    327.66,
  126.0587,      9.79,      0.40,    327.66,
  126.1004,      9.79,      0.40,    327.66,
  126.1424,      9.79,      0.40,    327.66,
  126.1837,      9.79,      0.40,    327.66,
  126.2254,      9.80,      0.40,    327.66,
  126.2674,      9.80,      0.40,    327.66,
  126.3087,      9.80,      0.40,    327.66,
  126.3504,      9.81,      0.40,    327.66,
  126.3924,      9.81,      0.40,    327.66,
  126.4337,      9.81,      0.40,    327.66,
  126.4754,      9.82,      0.40,    327.66,
  126.5174,      9.83,      0.40,    327.66,
  126.5594,      9.84,      0.40,    327.66,
  126.6011,      9.85,      0.40,    327.66,
  126.6424,      9.85,      0.40,    327.66,
  126.6844,      9.86,      0.40,    327.66,
  126.7261,      9.87,      0.40,    327.66,
  126.7674,      9.87,      0.40,    327.66,
  126.8093,      9.88,      0.40,    327.66,
  126.8508,      9.88,      0.40,    327.66,
  126.8924,      9.88,      0.40,    327.66,
  126.9343,      9.88,      0.40,    327.66,
  126.9761,      9.88,      0.40,    327.66,
  127.0181,      9.88,      0.40,    327.66,
  127.0594,      9.88,      0.40,    327.66,
  127.1011,      9.88,      0.40,    327.66,
  127.1431,      9.87,      0.40,    327.66,
  127.1844,      9.86,      0.40,    327.66,
  127.2261,      9.86,      0.40,    327.66,
  127.2681,      9.86,      0.40,    327.66,
  127.3094,      9.86,      0.40,    327.66,
  127.3511,      9.86,      0.40,    327.66,
