 Branch:,           1 , # of structures:,           1 , outlet temperatures
      JDAY,      T(C),   Q(m3/s),    ELEVCL,
  165.3815,     11.17,     38.25,    327.66,
  165.4235,     11.18,     38.07,    327.66,
  165.4653,     11.00,     38.10,    327.66,
  165.5068,     10.96,     37.92,    327.66,
  165.5488,     10.99,     38.08,    327.66,
  165.5904,     10.99,     38.75,    327.66,
  165.6317,     10.83,     54.51,    327.66,
  165.6736,     10.87,     55.39,    327.66,
  165.7154,     10.89,     55.30,    327.66,
  165.7570,     10.88,     55.25,    327.66,
  165.7985,     10.88,     55.39,    327.66,
  165.8405,     10.90,     55.41,    327.66,
  165.8821,     10.89,     54.61,    327.66,
  165.9239,     10.84,     38.87,    327.66,
  165.9655,     10.76,     38.18,    327.66,
  166.0073,     10.71,     37.98,    327.66,
  166.0490,     10.71,     38.37,    327.66,
  166.0904,     10.72,     38.25,    327.66,
  166.1325,     10.75,     38.16,    327.66,
  166.1737,     10.79,     38.13,    327.66,
  166.2154,     10.83,     38.84,    327.66,
  166.2574,     10.86,     54.53,    327.66,
  166.2990,     10.93,     54.40,    327.66,
  166.3408,     10.96,     38.79,    327.66,
  166.3827,     10.94,     38.00,    327.66,
  166.4241,     10.93,     37.98,    327.66,
  166.4661,     10.95,     38.23,    327.66,
  166.5076,     10.97,     37.98,    327.66,
  166.5491,     10.99,     38.04,    327.66,
  166.5910,     10.98,     38.54,    327.66,
  166.6324,     10.97,     54.28,    327.66,
  166.6742,     10.98,     55.34,    327.66,
  166.7160,     11.00,     55.24,    327.66,
  166.7577,     11.02,     55.09,    327.66,
  166.7993,     11.02,     55.44,    327.66,
  166.8410,     10.99,     55.21,    327.66,
  166.8826,     10.97,     54.91,    327.66,
  166.9244,     10.93,     38.73,    327.66,
  166.9662,     10.86,     38.46,    327.66,
  167.0078,     10.84,     43.40,    327.66,
  167.0497,     10.87,     43.46,    327.66,
  167.0912,     10.91,     43.51,    327.66,
  167.1328,     10.92,     43.77,    327.66,
  167.1748,     10.90,     43.61,    327.66,
  167.2163,     10.89,     43.33,    327.66,
  167.2582,     10.89,     43.45,    327.66,
  167.2998,     10.93,     43.63,    327.66,
  167.3413,     10.99,     43.47,    327.66,
  167.3830,     11.04,     43.37,    327.66,
  167.4249,     11.06,     43.34,    327.66,
  167.4668,     11.05,     43.31,    327.66,
  167.5082,     11.05,     43.45,    327.66,
  167.5501,     11.05,     43.36,    327.66,
  167.5917,     11.04,     43.26,    327.66,
  167.6336,     11.03,     43.40,    327.66,
  167.6750,     11.02,     43.27,    327.66,
  167.7168,     11.02,     43.98,    327.66,
  167.7583,     11.03,     54.75,    327.66,
  167.8002,     11.05,     55.51,    327.66,
  167.8420,     11.04,     55.54,    327.66,
  167.8835,     11.04,     56.13,    327.66,
  167.9253,     11.03,     39.84,    327.66,
  167.9671,     10.99,     37.22,    327.66,
  168.0086,     10.53,      4.47,    327.66,
  168.0507,     10.57,      2.19,    327.66,
  168.0919,     10.58,      2.20,    327.66,
  168.1339,     10.63,      2.20,    327.66,
  168.1760,     10.72,      2.20,    327.66,
  168.2175,     10.82,      2.19,    327.66,
  168.2589,     10.88,      2.20,    327.66,
  168.3008,     10.86,      2.19,    327.66,
  168.3427,     10.85,      2.21,    327.66,
  168.3840,     10.84,      2.19,    327.66,
  168.4260,     10.82,      2.19,    327.66,
  168.4676,     10.87,      4.76,    327.66,
  168.5094,     11.10,     36.73,    327.66,
  168.5506,     11.11,     38.33,    327.66,
  168.5925,     10.92,     38.88,    327.66,
  168.6340,     11.19,     57.92,    327.66,
  168.6758,     11.28,    112.73,    327.66,
  168.7174,     11.40,    115.69,    327.66,
  168.7592,     11.50,    116.01,    327.66,
  168.8010,     11.58,    116.19,    327.66,
  168.8425,     11.63,    116.46,    327.66,
  168.8842,     11.66,    114.00,    327.66,
  168.9261,     11.66,     42.02,    327.66,
  168.9678,     11.66,     38.53,    327.66,
  169.0097,     11.64,     38.38,    327.66,
  169.0511,     11.54,     38.19,    327.66,
  169.0931,     11.45,     38.21,    327.66,
  169.1347,     11.38,     38.22,    327.66,
  169.1763,     11.30,     38.23,    327.66,
  169.2179,     11.22,     38.13,    327.66,
  169.2595,     11.18,     38.14,    327.66,
  169.3015,     11.12,     37.20,    327.66,
  169.3430,     10.85,     14.50,    327.66,
  169.3847,     10.85,     13.39,    327.66,
  169.4267,     10.87,     13.71,    327.66,
  169.4683,     10.88,     13.77,    327.66,
  169.5102,     10.79,     13.56,    327.66,
  169.5517,     10.82,     13.94,    327.66,
  169.5938,     11.21,     13.83,    327.66,
  169.6354,     11.20,     15.12,    327.66,
  169.6768,     11.30,     53.45,    327.66,
  169.7184,     11.36,     55.01,    327.66,
  169.7602,     11.46,     55.52,    327.66,
  169.8017,     11.47,     55.45,    327.66,
  169.8436,     11.47,     55.41,    327.66,
  169.8853,     11.48,     54.77,    327.66,
  169.9271,     11.47,     38.82,    327.66,
  169.9689,     11.41,     38.31,    327.66,
  170.0103,     11.35,     48.76,    327.66,
  170.0519,     11.31,     49.53,    327.66,
  170.0937,     11.30,     49.45,    327.66,
  170.1353,     11.31,     49.34,    327.66,
  170.1771,     11.31,     52.24,    327.66,
  170.2188,     11.30,     79.72,    327.66,
  170.2604,     11.36,     78.84,    327.66,
  170.3024,     10.80,     17.11,    327.66,
  170.3441,     10.71,     13.67,    327.66,
  170.3854,     10.72,     13.59,    327.66,
  170.4274,     10.78,     13.34,    327.66,
  170.4695,     10.92,     13.54,    327.66,
  170.5109,     10.96,     13.57,    327.66,
  170.5527,     11.06,     13.56,    327.66,
  170.5941,     11.13,     13.39,    327.66,
  170.6356,     11.14,     17.98,    327.66,
  170.6774,     11.55,     90.06,    327.66,
  170.7191,     11.63,     93.11,    327.66,
  170.7609,     11.67,     93.19,    327.66,
  170.8025,     11.71,     93.18,    327.66,
  170.8442,     11.73,     93.70,    327.66,
  170.8859,     11.75,     93.11,    327.66,
  170.9277,     11.77,     76.47,    327.66,
  170.9692,     11.70,     74.07,    327.66,
  171.0112,     11.57,     40.51,    327.66,
  171.0529,     11.43,     38.44,    327.66,
  171.0944,     11.39,     38.47,    327.66,
  171.1362,     11.41,     38.37,    327.66,
  171.1781,     11.43,     38.35,    327.66,
  171.2199,     11.43,     38.23,    327.66,
  171.2614,     11.39,     37.00,    327.66,
  171.3031,     10.73,      4.57,    327.66,
  171.3448,     10.73,      2.19,    327.66,
  171.3868,     10.75,      2.19,    327.66,
  171.4281,     10.80,      0.64,    327.66,
  171.4697,     10.88,      3.16,    327.66,
  171.5118,     11.23,      6.13,    327.66,
  171.5531,     11.31,      8.28,    327.66,
  171.5947,     11.21,      4.93,    327.66,
  171.6368,     11.16,      6.71,    327.66,
  171.6783,     11.46,     67.41,    327.66,
  171.7199,     11.64,     92.71,    327.66,
  171.7616,     11.74,     93.15,    327.66,
  171.8034,     11.80,     93.01,    327.66,
  171.8450,     11.82,     93.41,    327.66,
  171.8868,     11.79,     91.27,    327.66,
  171.9283,     11.70,     41.23,    327.66,
  171.9705,     11.48,     36.71,    327.66,
  172.0122,     11.06,      4.52,    327.66,
  172.0538,     11.03,      2.17,    327.66,
  172.0955,     11.03,      2.17,    327.66,
  172.1368,     11.11,      6.43,    327.66,
  172.1789,     11.62,     55.08,    327.66,
  172.2203,     11.66,     74.57,    327.66,
  172.2621,     11.68,     72.55,    327.66,
  172.3037,     11.03,      6.56,    327.66,
  172.3455,     10.82,      2.21,    327.66,
  172.3875,     10.78,      2.19,    327.66,
  172.4288,     10.87,      2.20,    327.66,
  172.4711,     10.98,      2.20,    327.66,
  172.5123,     11.09,      2.17,    327.66,
  172.5538,     11.22,      2.18,    327.66,
  172.5958,     11.21,      2.20,    327.66,
  172.6376,     11.18,      5.22,    327.66,
  172.6793,     11.62,     45.42,    327.66,
  172.7208,     11.74,    103.80,    327.66,
  172.7624,     11.80,    107.59,    327.66,
  172.8040,     11.87,    107.52,    327.66,
  172.8458,     11.89,    107.70,    327.66,
  172.8875,     11.90,    108.19,    327.66,
  172.9292,     11.92,    103.91,    327.66,
  172.9710,     11.91,      7.69,    327.66,
  173.0125,     11.81,      2.20,    327.66,
  173.0545,     11.49,      2.20,    327.66,
  173.0961,     11.32,      2.19,    327.66,
  173.1382,     11.26,      2.19,    327.66,
  173.1795,     11.22,      2.19,    327.66,
  173.2211,     11.16,      2.19,    327.66,
  173.2632,     11.12,      2.20,    327.66,
  173.3045,     11.11,      2.18,    327.66,
  173.3468,     11.08,      2.20,    327.66,
  173.3882,     11.07,      2.19,    327.66,
  173.4296,     11.07,      2.19,    327.66,
  173.4712,     11.07,      2.19,    327.66,
  173.5131,     11.11,      2.19,    327.66,
  173.5547,     11.16,      2.20,    327.66,
  173.5967,     11.25,      5.57,    327.66,
  173.6383,     11.60,     61.72,    327.66,
  173.6797,     11.90,    107.79,    327.66,
  173.7215,     11.90,    107.40,    327.66,
  173.7632,     11.92,    107.35,    327.66,
  173.8049,     11.94,    107.64,    327.66,
  173.8465,     11.97,    107.29,    327.66,
  173.8883,     11.99,    107.89,    327.66,
  173.9300,     11.98,    104.08,    327.66,
  173.9716,     11.93,      9.51,    327.66,
  174.0137,     11.73,      2.45,    327.66,
  174.0552,     11.44,      2.20,    327.66,
  174.0968,     11.37,      2.19,    327.66,
  174.1389,     11.38,      2.19,    327.66,
  174.1802,     11.36,      2.18,    327.66,
  174.2219,     11.26,      2.20,    327.66,
  174.2636,     11.18,      2.19,    327.66,
  174.3055,     11.14,      2.20,    327.66,
  174.3469,     11.14,      2.19,    327.66,
  174.3889,     11.15,      2.20,    327.66,
  174.4309,     11.08,      2.19,    327.66,
  174.4726,     11.00,      2.19,    327.66,
  174.5139,     10.95,      2.20,    327.66,
  174.5559,     10.93,      2.19,    327.66,
  174.5971,     11.02,      3.30,    327.66,
  174.6389,     11.23,      9.86,    327.66,
  174.6805,     11.92,     95.71,    327.66,
  174.7222,     11.88,     99.87,    327.66,
  174.7639,     11.90,     94.31,    327.66,
  174.8056,     11.92,     99.90,    327.66,
  174.8474,     11.93,    100.32,    327.66,
  174.8890,     11.93,    100.19,    327.66,
  174.9308,     11.94,    100.54,    327.66,
  174.9726,     11.94,     96.26,    327.66,
  175.0148,     11.93,      7.73,    327.66,
  175.0559,     11.87,      2.19,    327.66,
  175.0976,     11.65,      2.19,    327.66,
  175.1396,     11.47,      2.18,    327.66,
  175.1809,     11.37,      2.19,    327.66,
  175.2233,     11.31,      2.19,    327.66,
  175.2647,     11.25,      2.20,    327.66,
  175.3063,     11.20,      2.19,    327.66,
  175.3483,     11.19,      2.20,    327.66,
  175.3896,     11.20,      2.20,    327.66,
  175.4316,     11.32,      3.46,    327.66,
  175.4733,     11.34,      4.66,    327.66,
  175.5146,     11.35,      8.00,    327.66,
  175.5566,     11.51,     51.69,    327.66,
  175.5981,     11.91,     97.66,    327.66,
  175.6398,     11.91,     99.81,    327.66,
  175.6814,     11.92,     99.87,    327.66,
  175.7230,     11.94,     99.64,    327.66,
  175.7648,     11.95,     99.92,    327.66,
  175.8066,     11.95,    100.20,    327.66,
  175.8483,     11.95,     96.39,    327.66,
  175.8899,     11.92,      8.20,    327.66,
  175.9321,     11.69,      2.17,    327.66,
  175.9736,     11.36,      2.19,    327.66,
  176.0153,     11.26,      2.20,    327.66,
  176.0573,     11.29,      2.18,    327.66,
  176.0989,     11.35,      2.19,    327.66,
  176.1403,     11.39,      2.18,    327.66,
  176.1823,     11.53,      8.32,    327.66,
  176.2236,     11.88,     96.15,    327.66,
  176.2651,     11.88,     96.44,    327.66,
  176.3068,     11.78,      7.50,    327.66,
  176.3488,     11.38,      2.20,    327.66,
  176.3903,     11.27,      2.20,    327.66,
  176.4323,     11.29,      2.20,    327.66,
  176.4740,     11.33,      2.19,    327.66,
  176.5160,     11.38,      2.19,    327.66,
  176.5573,     11.41,      2.19,    327.66,
  176.5990,     11.47,      7.45,    327.66,
  176.6405,     11.74,     72.45,    327.66,
  176.6822,     11.77,     75.36,    327.66,
  176.7239,     11.76,     75.93,    327.66,
  176.7655,     11.83,     98.95,    327.66,
  176.8072,     11.84,     99.86,    327.66,
  176.8489,     11.85,    100.34,    327.66,
  176.8907,     11.88,     97.99,    327.66,
  176.9325,     11.89,     41.09,    327.66,
  176.9743,     11.89,     36.98,    327.66,
  177.0161,     11.86,      4.40,    327.66,
  177.0579,     11.77,      2.18,    327.66,
  177.0994,     11.58,      2.17,    327.66,
  177.1410,     11.45,      2.19,    327.66,
  177.1829,     11.40,      2.18,    327.66,
  177.2243,     11.45,      8.45,    327.66,
  177.2661,     11.84,     86.35,    327.66,
  177.3080,     11.70,      7.32,    327.66,
  177.3495,     11.44,      2.19,    327.66,
  177.3917,     11.30,      2.20,    327.66,
  177.4330,     11.28,      2.19,    327.66,
  177.4747,     11.28,      2.19,    327.66,
  177.5167,     11.29,      2.18,    327.66,
  177.5580,     11.31,      2.18,    327.66,
  177.5996,     11.32,      2.19,    327.66,
  177.6415,     11.31,      2.20,    327.66,
  177.6834,     11.29,      2.17,    327.66,
  177.7250,     11.40,      8.34,    327.66,
  177.7665,     11.82,     89.41,    327.66,
  177.8081,     11.84,     93.15,    327.66,
  177.8499,     11.88,     93.64,    327.66,
  177.8916,     11.94,     91.72,    327.66,
  177.9331,     11.96,     47.20,    327.66,
  177.9749,     11.92,      4.67,    327.66,
  178.0171,     11.65,      2.19,    327.66,
  178.0587,     11.24,      2.19,    327.66,
  178.1004,     11.08,      2.20,    327.66,
  178.1423,     11.14,      2.19,    327.66,
  178.1836,     11.29,      2.20,    327.66,
  178.2251,     11.37,      2.20,    327.66,
  178.2674,     11.43,      2.19,    327.66,
  178.3086,     11.46,      2.19,    327.66,
  178.3503,     11.47,      2.19,    327.66,
  178.3924,     11.47,      2.19,    327.66,
  178.4337,     11.48,      2.20,    327.66,
  178.4754,     11.49,      2.16,    327.66,
  178.5174,     11.50,      2.19,    327.66,
  178.5587,     11.49,      2.20,    327.66,
  178.6004,     11.49,      2.19,    327.66,
  178.6424,     11.59,      5.49,    327.66,
  178.6837,     11.67,     47.49,    327.66,
  178.7254,     11.69,     52.13,    327.66,
  178.7671,     11.91,     91.42,    327.66,
  178.8089,     11.88,     93.52,    327.66,
  178.8507,     11.88,     93.69,    327.66,
  178.8923,     11.88,     93.56,    327.66,
  178.9340,     11.90,     93.90,    327.66,
  178.9757,     11.90,     90.30,    327.66,
  179.0179,     11.88,      7.29,    327.66,
  179.0594,     11.71,      2.20,    327.66,
  179.1008,     11.36,      2.20,    327.66,
  179.1431,     11.19,      2.19,    327.66,
  179.1843,     11.19,      2.20,    327.66,
  179.2261,     11.31,      5.48,    327.66,
  179.2680,     11.61,     46.73,    327.66,
  179.3094,     11.42,      4.82,    327.66,
  179.3510,     11.35,      2.20,    327.66,
  179.3931,     11.33,      2.20,    327.66,
  179.4344,     11.35,      2.20,    327.66,
  179.4761,     11.36,      2.19,    327.66,
  179.5181,     11.38,      2.17,    327.66,
  179.5601,     11.41,      2.19,    327.66,
  179.6014,     11.45,      2.20,    327.66,
  179.6434,     11.58,      8.31,    327.66,
  179.6846,     11.86,     90.12,    327.66,
  179.7263,     11.87,     93.41,    327.66,
  179.7681,     11.91,     93.61,    327.66,
  179.8097,     11.92,     93.37,    327.66,
  179.8514,     11.93,     94.12,    327.66,
  179.8930,     11.92,     90.66,    327.66,
  179.9348,     11.91,      9.31,    327.66,
  179.9770,     11.84,      2.58,    327.66,
  180.0185,     11.65,      2.19,    327.66,
  180.0601,     11.51,      2.19,    327.66,
  180.1022,     11.44,      2.20,    327.66,
  180.1438,     11.40,      2.20,    327.66,
  180.1850,     11.38,      2.20,    327.66,
  180.2268,     11.36,      2.20,    327.66,
  180.2686,     11.34,      2.19,    327.66,
  180.3101,     11.33,      2.20,    327.66,
  180.3523,     11.33,      2.20,    327.66,
  180.3938,     11.34,      2.20,    327.66,
  180.4358,     11.36,      2.20,    327.66,
  180.4775,     11.40,      2.20,    327.66,
  180.5188,     11.43,      2.19,    327.66,
  180.5608,     11.46,      2.19,    327.66,
  180.6021,     11.48,      2.19,    327.66,
  180.6441,     11.61,      8.38,    327.66,
  180.6854,     11.88,     96.07,    327.66,
  180.7271,     11.90,    100.51,    327.66,
  180.7687,     11.94,    100.33,    327.66,
  180.8105,     11.95,    100.61,    327.66,
  180.8522,     11.94,    100.85,    327.66,
  180.8940,     11.93,    101.27,    327.66,
  180.9356,     11.93,     99.11,    327.66,
  180.9775,     11.93,     51.78,    327.66,
  181.0192,     11.92,     51.40,    327.66,
  181.0612,     11.89,     12.56,    327.66,
  181.1026,     11.81,     10.75,    327.66,
  181.1443,     11.64,     10.79,    327.66,
  181.1863,     11.58,     10.59,    327.66,
  181.2281,     11.39,      3.28,    327.66,
  181.2693,     11.36,      2.19,    327.66,
  181.3115,     11.38,      2.20,    327.66,
  181.3532,     11.40,      2.19,    327.66,
  181.3945,     11.42,      2.20,    327.66,
  181.4365,     11.44,      2.20,    327.66,
  181.4782,     11.47,      2.18,    327.66,
  181.5195,     11.50,      2.20,    327.66,
  181.5615,     11.53,      2.20,    327.66,
  181.6027,     11.67,      5.38,    327.66,
  181.6444,     11.77,     47.49,    327.66,
  181.6863,     11.79,     52.71,    327.66,
  181.7279,     11.88,     97.80,    327.66,
  181.7696,     11.90,    100.92,    327.66,
  181.8113,     11.92,    100.40,    327.66,
  181.8531,     11.93,    100.65,    327.66,
  181.8948,     11.93,     98.93,    327.66,
  181.9365,     11.94,     50.47,    327.66,
  181.9782,     11.92,      4.96,    327.66,
  182.0201,     11.84,      2.20,    327.66,
  182.0621,     11.65,      4.18,    327.66,
  182.1036,     11.50,      5.22,    327.66,
  182.1452,     11.43,      4.86,    327.66,
  182.1871,     11.43,      5.03,    327.66,
  182.2288,     11.45,      4.90,    327.66,
  182.2700,     11.50,      6.15,    327.66,
  182.3121,     11.46,      2.47,    327.66,
  182.3537,     11.45,      2.20,    327.66,
  182.3952,     11.47,      2.20,    327.66,
  182.4372,     11.50,      2.20,    327.66,
  182.4788,     11.54,      2.20,    327.66,
  182.5202,     11.57,      2.19,    327.66,
  182.5622,     11.59,      2.19,    327.66,
  182.6038,     11.58,      2.20,    327.66,
  182.6456,     11.66,      8.77,    327.66,
  182.6870,     11.89,     96.16,    327.66,
  182.7287,     11.90,    100.43,    327.66,
  182.7705,     11.93,    100.38,    327.66,
  182.8121,     11.93,    100.32,    327.66,
  182.8539,     11.93,    100.43,    327.66,
  182.8956,     11.93,     96.75,    327.66,
  182.9373,     11.92,      7.43,    327.66,
  182.9788,     11.86,      2.19,    327.66,
  183.0207,     11.68,      2.20,    327.66,
  183.0627,     11.52,      2.17,    327.66,
  183.1042,     11.45,      2.20,    327.66,
  183.1458,     11.43,      2.19,    327.66,
  183.1878,     11.45,      3.38,    327.66,
  183.2293,     11.54,      9.83,    327.66,
  183.2708,     11.88,     91.75,    327.66,
  183.3126,     11.77,      7.59,    327.66,
  183.3545,     11.53,      2.19,    327.66,
  183.3958,     11.42,      2.20,    327.66,
  183.4378,     11.42,      2.20,    327.66,
  183.4795,     11.45,      2.17,    327.66,
  183.5215,     11.48,      2.17,    327.66,
  183.5628,     11.51,      2.18,    327.66,
  183.6045,     11.53,      2.18,    327.66,
  183.6465,     11.53,      2.18,    327.66,
  183.6877,     11.56,      8.40,    327.66,
  183.7295,     11.85,     95.90,    327.66,
  183.7713,     11.88,    100.02,    327.66,
  183.8129,     11.93,     99.69,    327.66,
  183.8546,     11.94,     99.50,    327.66,
  183.8962,     11.94,     99.53,    327.66,
  183.9381,     11.94,     98.44,    327.66,
  183.9799,     11.94,     50.87,    327.66,
  184.0220,     11.92,     15.10,    327.66,
  184.0635,     11.88,     13.73,    327.66,
  184.1049,     11.79,     13.56,    327.66,
  184.1465,     11.72,     13.50,    327.66,
  184.1884,     11.68,     13.17,    327.66,
  184.2300,     11.67,     18.03,    327.66,
  184.2716,     11.89,     96.70,    327.66,
  184.3133,     11.92,     96.56,    327.66,
  184.3554,     11.94,      7.70,    327.66,
  184.3972,     11.81,      2.19,    327.66,
  184.4385,     11.60,      2.19,    327.66,
  184.4802,     11.51,      2.20,    327.66,
  184.5222,     11.50,      2.20,    327.66,
  184.5635,     11.52,      2.19,    327.66,
  184.6052,     11.54,      2.19,    327.66,
  184.6472,     11.57,      2.19,    327.66,
  184.6885,     11.58,      2.19,    327.66,
  184.7302,     11.64,      8.42,    327.66,
  184.7720,     11.91,     96.30,    327.66,
  184.8136,     11.94,    100.17,    327.66,
  184.8554,     11.97,    100.14,    327.66,
  184.8970,     11.97,    100.20,    327.66,
  184.9388,     11.96,     96.50,    327.66,
  184.9811,     11.94,      7.39,    327.66,
  185.0223,     11.85,      2.19,    327.66,
  185.0640,     11.68,      2.17,    327.66,
  185.1060,     11.58,      2.18,    327.66,
  185.1478,     11.56,      2.20,    327.66,
  185.1892,     11.56,      2.19,    327.66,
  185.2306,     11.56,      2.19,    327.66,
  185.2729,     11.55,      2.19,    327.66,
  185.3141,     11.55,      2.20,    327.66,
  185.3558,     11.56,      2.20,    327.66,
  185.3979,     11.58,      2.18,    327.66,
  185.4392,     11.59,      2.18,    327.66,
  185.4809,     11.59,      2.18,    327.66,
  185.5229,     11.61,      3.53,    327.66,
  185.5642,     11.68,      9.78,    327.66,
  185.6060,     11.92,     95.79,    327.66,
  185.6477,     11.96,    100.05,    327.66,
  185.6894,     11.99,    100.69,    327.66,
  185.7311,     11.99,    100.53,    327.66,
  185.7728,     11.98,    100.19,    327.66,
  185.8145,     11.97,    100.56,    327.66,
  185.8563,     11.97,    100.61,    327.66,
  185.8979,     11.96,    100.55,    327.66,
  185.9396,     11.96,     98.38,    327.66,
  185.9814,     11.96,     50.70,    327.66,
  186.0233,     11.94,     15.07,    327.66,
  186.0649,     11.92,     13.59,    327.66,
  186.1064,     11.85,     13.57,    327.66,
  186.1486,     11.78,     13.42,    327.66,
  186.1898,     11.75,     13.28,    327.66,
  186.2321,     11.76,     14.76,    327.66,
  186.2733,     11.79,     40.73,    327.66,
  186.3153,     11.56,      4.71,    327.66,
  186.3566,     11.53,      2.20,    327.66,
  186.3986,     11.52,      2.20,    327.66,
  186.4399,     11.52,      2.18,    327.66,
  186.4821,     11.53,      2.17,    327.66,
  186.5236,     11.57,      3.51,    327.66,
  186.5656,     11.70,      7.32,    327.66,
  186.6068,     11.92,     83.95,    327.66,
  186.6486,     11.94,    100.18,    327.66,
  186.6902,     11.98,     99.72,    327.66,
  186.7319,     11.99,    100.14,    327.66,
  186.7735,     11.98,    100.27,    327.66,
  186.8153,     11.97,    100.45,    327.66,
  186.8571,     11.97,    100.37,    327.66,
  186.8988,     11.97,     97.42,    327.66,
  186.9407,     11.96,      7.26,    327.66,
  186.9823,     11.91,      2.20,    327.66,
  187.0242,     11.77,      2.19,    327.66,
  187.0655,     11.67,      2.18,    327.66,
  187.1077,     11.64,      2.19,    327.66,
  187.1493,     11.63,      2.19,    327.66,
  187.1905,     11.63,      2.19,    327.66,
  187.2327,     11.63,      2.18,    327.66,
  187.2743,     11.64,      2.19,    327.66,
  187.3162,     11.65,      2.18,    327.66,
  187.3573,     11.66,      2.20,    327.66,
  187.3993,     11.67,      2.19,    327.66,
  187.4413,     11.67,      2.18,    327.66,
  187.4830,     11.68,      2.19,    327.66,
  187.5243,     11.69,      2.19,    327.66,
  187.5661,     11.68,      2.19,    327.66,
  187.6077,     11.69,      3.43,    327.66,
  187.6495,     11.71,      9.52,    327.66,
  187.6911,     11.93,     96.80,    327.66,
  187.7327,     11.96,    101.05,    327.66,
  187.7745,     11.99,    101.15,    327.66,
  187.8162,     11.99,     99.83,    327.66,
  187.8580,     11.99,     55.97,    327.66,
  187.8999,     11.96,      4.69,    327.66,
  187.9413,     11.79,      2.19,    327.66,
  187.9835,     11.62,      2.18,    327.66,
  188.0250,     11.58,      2.16,    327.66,
  188.0662,     11.59,      2.18,    327.66,
  188.1085,     11.61,      2.19,    327.66,
  188.1500,     11.62,      2.19,    327.66,
  188.1919,     11.59,      2.17,    327.66,
  188.2334,     11.57,      2.19,    327.66,
  188.2750,     11.58,      2.19,    327.66,
  188.3169,     11.62,      2.19,    327.66,
  188.3587,     11.64,      2.20,    327.66,
  188.4000,     11.67,      2.20,    327.66,
  188.4420,     11.68,      2.19,    327.66,
  188.4837,     11.68,      2.18,    327.66,
  188.5250,     11.67,      2.18,    327.66,
  188.5669,     11.67,      2.16,    327.66,
  188.6085,     11.69,      3.55,    327.66,
  188.6501,     11.75,      9.85,    327.66,
  188.6917,     11.94,     96.73,    327.66,
  188.7335,     11.96,    100.96,    327.66,
  188.7751,     11.98,    101.00,    327.66,
  188.8168,     11.99,    101.44,    327.66,
  188.8587,     12.00,    101.12,    327.66,
  188.9004,     12.00,    100.79,    327.66,
  188.9420,     11.99,     97.32,    327.66,
  188.9838,     11.99,     10.19,    327.66,
  189.0256,     11.97,     42.11,    327.66,
  189.0671,     11.87,     43.73,    327.66,
  189.1089,     11.84,     43.64,    327.66,
  189.1506,     11.86,     43.35,    327.66,
  189.1925,     11.83,     43.52,    327.66,
  189.2339,     11.85,     42.20,    327.66,
  189.2761,     11.89,     17.31,    327.66,
  189.3177,     11.89,      5.55,    327.66,
  189.3594,     11.84,      4.94,    327.66,
  189.4007,     11.78,      4.95,    327.66,
  189.4427,     11.74,      5.39,    327.66,
  189.4844,     11.87,     17.18,    327.66,
  189.5261,     11.86,     42.12,    327.66,
  189.5677,     11.87,     43.30,    327.66,
  189.6093,     11.87,     43.36,    327.66,
  189.6510,     11.87,     47.02,    327.66,
  189.6926,     11.96,     98.11,    327.66,
  189.7343,     11.98,    101.07,    327.66,
  189.7761,     11.99,    100.34,    327.66,
  189.8178,     11.99,     99.67,    327.66,
  189.8595,     11.99,     65.78,    327.66,
  189.9013,     11.99,     64.78,    327.66,
  189.9430,     11.98,     62.49,    327.66,
  189.9850,     11.96,      5.54,    327.66,
  190.0264,     11.87,      2.19,    327.66,
  190.0684,     11.68,      2.20,    327.66,
  190.1101,     11.54,      2.19,    327.66,
  190.1514,     11.51,      2.19,    327.66,
  190.1932,     11.54,      2.19,    327.66,
  190.2352,     11.59,      2.19,    327.66,
  190.2763,     11.64,      2.19,    327.66,
  190.3183,     11.67,      2.20,    327.66,
  190.3598,     11.68,      2.20,    327.66,
  190.4014,     11.66,      2.19,    327.66,
  190.4434,     11.64,      2.20,    327.66,
  190.4851,     11.65,      2.20,    327.66,
  190.5271,     11.67,      2.20,    327.66,
  190.5684,     11.71,      2.19,    327.66,
  190.6101,     11.74,      2.19,    327.66,
  190.6518,     11.76,      2.70,    327.66,
  190.6938,     11.76,      2.19,    327.66,
  190.7356,     11.78,      8.31,    327.66,
  190.7767,     11.94,     96.60,    327.66,
  190.8184,     11.97,    100.56,    327.66,
  190.8602,     11.99,    100.56,    327.66,
  190.9019,     11.99,     98.62,    327.66,
  190.9436,     11.99,     46.35,    327.66,
  190.9856,     11.98,     43.81,    327.66,
  191.0270,     11.97,     47.52,    327.66,
  191.0693,     11.95,     15.17,    327.66,
  191.1108,     11.95,     13.78,    327.66,
  191.1521,     11.93,     13.57,    327.66,
  191.1941,     11.84,     13.73,    327.66,
  191.2358,     11.80,     13.57,    327.66,
  191.2778,     11.77,     13.40,    327.66,
  191.3191,     11.75,     13.65,    327.66,
  191.3608,     11.75,     13.55,    327.66,
  191.4028,     11.76,     13.45,    327.66,
  191.4441,     11.77,     15.20,    327.66,
  191.4860,     11.87,     48.29,    327.66,
  191.5276,     11.88,     49.14,    327.66,
  191.5692,     11.88,     48.98,    327.66,
  191.6109,     11.87,     49.10,    327.66,
  191.6528,     11.86,     49.47,    327.66,
  191.6941,     11.86,     52.92,    327.66,
  191.7359,     11.94,     98.20,    327.66,
