 Branch:,           1 , # of structures:,           1 , outlet temperatures
      JDAY,      T(C),   Q(m3/s),    ELEVCL,
   80.7723,      8.16,     73.75,    327.66,
   80.8139,      8.13,     93.59,    327.66,
   80.8556,      8.10,     94.80,    327.66,
   80.8973,      8.07,     91.30,    327.66,
   80.9392,      8.01,      9.03,    327.66,
   80.9808,      8.01,      4.72,    327.66,
   81.0229,      8.01,      5.20,    327.66,
   81.0642,      8.01,      5.11,    327.66,
   81.1061,      8.01,      5.07,    327.66,
   81.1476,      8.01,      5.13,    327.66,
   81.1892,      8.01,      5.17,    327.66,
   81.2312,      8.01,      6.93,    327.66,
   81.2728,      8.04,     45.08,    327.66,
   81.3144,      8.04,     46.64,    327.66,
   81.3561,      8.04,     46.93,    327.66,
   81.3976,      8.05,     47.05,    327.66,
   81.4397,      8.05,     46.91,    327.66,
   81.4812,      8.05,     46.79,    327.66,
   81.5227,      8.06,     46.85,    327.66,
   81.5644,      8.06,     46.53,    327.66,
   81.6063,      8.07,     46.43,    327.66,
   81.6479,      8.08,     46.55,    327.66,
   81.6899,      8.08,     46.43,    327.66,
   81.7315,      8.09,     49.71,    327.66,
   81.7729,      8.12,     98.85,    327.66,
   81.8146,      8.13,    101.39,    327.66,
   81.8564,      8.15,    101.58,    327.66,
   81.8981,      8.16,     99.14,    327.66,
   81.9399,      8.17,     45.16,    327.66,
   81.9816,      8.16,      4.43,    327.66,
   82.0236,      8.16,      2.11,    327.66,
   82.0649,      8.15,      2.17,    327.66,
   82.1068,      8.14,      2.15,    327.66,
   82.1485,      8.13,      2.14,    327.66,
   82.1899,      8.11,      2.16,    327.66,
   82.2319,      8.10,      4.85,    327.66,
   82.2737,      8.15,     36.81,    327.66,
   82.3151,      8.14,     38.11,    327.66,
   82.3571,      8.14,     38.22,    327.66,
   82.3986,      8.13,     38.25,    327.66,
   82.4401,      8.12,     37.01,    327.66,
   82.4821,      8.09,      6.15,    327.66,
   82.5236,      8.09,      4.55,    327.66,
   82.5656,      8.09,      4.71,    327.66,
   82.6072,      8.09,      4.84,    327.66,
   82.6486,      8.09,      5.10,    327.66,
   82.6906,      8.09,      5.01,    327.66,
   82.7322,      8.09,     10.04,    327.66,
   82.7737,      8.14,     97.17,    327.66,
   82.8155,      8.13,    100.97,    327.66,
   82.8571,      8.13,    101.07,    327.66,
   82.8990,      8.13,     98.92,    327.66,
   82.9407,      8.11,     40.09,    327.66,
   82.9825,      8.10,      4.12,    327.66,
   83.0242,      8.10,      2.17,    327.66,
   83.0656,      8.10,      2.17,    327.66,
   83.1075,      8.09,      2.16,    327.66,
   83.1497,      8.09,      2.15,    327.66,
   83.1913,      8.09,      2.18,    327.66,
   83.2326,      8.09,      2.63,    327.66,
   83.2745,      8.09,      2.17,    327.66,
   83.3160,      8.09,      2.16,    327.66,
   83.3580,      8.09,      2.16,    327.66,
   83.3993,      8.09,      2.17,    327.66,
   83.4413,      8.09,      2.15,    327.66,
   83.4828,      8.09,      2.16,    327.66,
   83.5243,      8.09,      2.18,    327.66,
   83.5663,      8.09,      2.16,    327.66,
   83.6077,      8.09,      2.16,    327.66,
   83.6500,      8.09,      2.17,    327.66,
   83.6913,      8.08,      2.16,    327.66,
   83.7328,      8.08,      5.56,    327.66,
   83.7745,      8.14,     59.31,    327.66,
   83.8164,      8.13,     64.16,    327.66,
   83.8579,      8.12,     64.50,    327.66,
   83.8996,      8.12,     62.77,    327.66,
   83.9415,      8.10,      5.64,    327.66,
   83.9830,      8.10,      2.14,    327.66,
   84.0250,      8.09,      2.18,    327.66,
   84.0670,      8.08,      2.17,    327.66,
   84.1083,      8.08,      2.18,    327.66,
   84.1504,      8.07,      2.17,    327.66,
   84.1920,      8.07,      2.17,    327.66,
   84.2335,      8.07,      7.66,    327.66,
   84.2750,      8.11,     72.91,    327.66,
   84.3169,      8.11,     73.34,    327.66,
   84.3590,      8.09,      6.51,    327.66,
   84.4002,      8.09,      2.17,    327.66,
   84.4420,      8.09,      2.16,    327.66,
   84.4834,      8.08,      2.17,    327.66,
   84.5257,      8.08,      2.17,    327.66,
   84.5670,      8.08,      2.17,    327.66,
   84.6087,      8.07,      2.19,    327.66,
   84.6507,      8.07,      2.19,    327.66,
   84.6920,      8.08,      2.18,    327.66,
   84.7339,      8.09,      5.28,    327.66,
   84.7754,      8.10,     43.07,    327.66,
   84.8172,      8.11,     52.29,    327.66,
   84.8588,      8.11,     64.11,    327.66,
   84.9006,      8.11,     51.25,    327.66,
   84.9423,      8.10,      4.93,    327.66,
   84.9844,      8.09,      2.16,    327.66,
   85.0257,      8.09,      2.15,    327.66,
   85.0677,      8.09,      2.16,    327.66,
   85.1089,      8.09,      2.16,    327.66,
   85.1509,      8.09,      2.17,    327.66,
   85.1928,      8.10,      2.17,    327.66,
   85.2344,      8.10,      2.16,    327.66,
   85.2763,      8.10,      2.01,    327.66,
   85.3177,      8.10,      1.45,    327.66,
   85.3596,      8.10,      1.06,    327.66,
   85.4011,      8.10,      1.06,    327.66,
   85.4427,      8.10,      1.06,    327.66,
   85.4846,      8.10,      1.06,    327.66,
   85.5261,      8.10,      1.06,    327.66,
   85.5677,      8.10,      1.06,    327.66,
   85.6096,      8.10,      1.06,    327.66,
   85.6512,      8.10,      1.06,    327.66,
   85.6927,      8.10,      1.46,    327.66,
   85.7346,      8.10,      5.43,    327.66,
   85.7761,      8.12,     83.27,    327.66,
   85.8180,      8.12,     87.92,    327.66,
   85.8597,      8.12,     87.71,    327.66,
   85.9012,      8.12,     84.83,    327.66,
   85.9430,      8.11,      7.15,    327.66,
   85.9851,      8.10,      2.16,    327.66,
   86.0267,      8.10,      2.14,    327.66,
   86.0681,      8.09,      2.17,    327.66,
   86.1100,      8.09,      2.16,    327.66,
   86.1518,      8.09,      2.17,    327.66,
   86.1935,      8.09,      2.15,    327.66,
   86.2354,      8.09,      5.53,    327.66,
   86.2766,      8.11,     53.85,    327.66,
   86.3183,      8.11,     55.92,    327.66,
   86.3602,      8.11,     52.89,    327.66,
   86.4018,      8.11,     52.26,    327.66,
   86.4434,      8.12,     52.22,    327.66,
   86.4851,      8.12,     52.29,    327.66,
   86.5270,      8.13,     51.88,    327.66,
   86.5688,      8.14,     51.85,    327.66,
   86.6105,      8.14,     52.02,    327.66,
   86.6518,      8.15,     52.48,    327.66,
   86.6936,      8.16,     53.73,    327.66,
   86.7352,      8.18,     54.98,    327.66,
   86.7771,      8.20,     87.10,    327.66,
   86.8187,      8.24,    108.63,    327.66,
   86.8604,      8.27,    113.27,    327.66,
   86.9020,      8.28,    105.62,    327.66,
   86.9441,      8.25,     11.37,    327.66,
   86.9855,      8.23,     11.52,    327.66,
   87.0272,      8.24,    112.04,    327.66,
   87.0689,      8.22,    117.92,    327.66,
   87.1106,      8.21,    118.25,    327.66,
   87.1523,      8.22,    118.17,    327.66,
   87.1941,      8.27,    118.31,    327.66,
   87.2357,      8.32,    116.88,    327.66,
   87.2775,      8.34,     89.06,    327.66,
   87.3191,      8.33,     87.66,    327.66,
   87.3609,      8.32,     88.24,    327.66,
   87.4025,      8.30,     84.74,    327.66,
   87.4445,      8.27,      7.23,    327.66,
   87.4863,      8.26,      2.20,    327.66,
   87.5279,      8.25,      2.21,    327.66,
   87.5694,      8.24,      2.19,    327.66,
   87.6114,      8.23,      2.19,    327.66,
   87.6529,      8.23,      2.19,    327.66,
   87.6950,      8.22,      2.20,    327.66,
   87.7363,      8.19,      8.24,    327.66,
   87.7778,      8.28,     90.61,    327.66,
   87.8195,      8.25,     93.98,    327.66,
   87.8612,      8.22,     93.80,    327.66,
   87.9029,      8.20,     94.03,    327.66,
   87.9445,      8.19,     93.85,    327.66,
   87.9863,      8.18,     91.98,    327.66,
   88.0283,      8.17,     43.12,    327.66,
   88.0700,      8.17,     40.85,    327.66,
   88.1114,      8.17,     41.09,    327.66,
   88.1531,      8.18,     40.77,    327.66,
   88.1948,      8.18,     41.01,    327.66,
   88.2365,      8.19,     44.01,    327.66,
   88.2781,      8.22,    113.79,    327.66,
   88.3198,      8.25,    100.58,    327.66,
   88.3616,      8.28,     43.98,    327.66,
   88.4036,      8.29,     40.37,    327.66,
   88.4450,      8.29,      4.88,    327.66,
   88.4872,      8.29,      2.18,    327.66,
   88.5285,      8.29,      2.20,    327.66,
   88.5705,      8.29,      2.19,    327.66,
   88.6124,      8.29,      2.19,    327.66,
   88.6537,      8.28,      2.19,    327.66,
   88.6952,      8.28,      2.20,    327.66,
   88.7371,      8.28,      8.05,    327.66,
   88.7786,      8.32,     88.34,    327.66,
   88.8203,      8.33,    114.83,    327.66,
   88.8621,      8.33,    116.88,    327.66,
   88.9036,      8.33,    117.28,    327.66,
   88.9454,      8.31,    117.68,    327.66,
   88.9871,      8.28,    117.45,    327.66,
   89.0288,      8.26,    111.53,    327.66,
   89.0704,      8.25,    109.99,    327.66,
   89.1122,      8.24,    109.86,    327.66,
   89.1538,      8.23,    110.05,    327.66,
   89.1956,      8.23,    110.30,    327.66,
   89.2373,      8.23,    110.73,    327.66,
   89.2791,      8.23,    110.03,    327.66,
   89.3207,      8.23,    110.04,    327.66,
   89.3624,      8.24,    108.12,    327.66,
   89.4042,      8.24,     56.49,    327.66,
   89.4459,      8.24,     53.18,    327.66,
   89.4877,      8.25,     53.15,    327.66,
   89.5292,      8.25,     53.08,    327.66,
   89.5712,      8.26,     53.15,    327.66,
   89.6125,      8.27,     52.91,    327.66,
   89.6543,      8.28,     54.14,    327.66,
   89.6959,      8.29,     56.96,    327.66,
   89.7376,      8.31,     92.70,    327.66,
   89.7794,      8.33,     94.16,    327.66,
   89.8210,      8.35,     94.06,    327.66,
   89.8628,      8.37,     94.33,    327.66,
   89.9046,      8.39,     90.94,    327.66,
   89.9463,      8.39,      9.29,    327.66,
   89.9879,      8.39,      5.51,    327.66,
   90.0298,      8.38,      5.21,    327.66,
   90.0719,      8.35,      4.83,    327.66,
   90.1131,      8.33,      7.08,    327.66,
   90.1549,      8.39,     50.85,    327.66,
   90.1963,      8.39,     53.02,    327.66,
   90.2383,      8.40,     56.28,    327.66,
   90.2797,      8.41,    107.25,    327.66,
   90.3215,      8.42,    106.75,    327.66,
   90.3633,      8.43,     58.58,    327.66,
   90.4050,      8.42,     64.47,    327.66,
   90.4465,      8.42,     52.38,    327.66,
   90.4887,      8.37,      5.10,    327.66,
   90.5305,      8.35,      2.20,    327.66,
   90.5719,      8.34,      2.19,    327.66,
   90.6138,      8.32,      2.19,    327.66,
   90.6553,      8.33,      4.58,    327.66,
   90.6969,      8.33,      7.72,    327.66,
   90.7388,      8.35,     14.95,    327.66,
   90.7802,      8.39,     54.18,    327.66,
   90.8219,      8.40,    105.70,    327.66,
   90.8637,      8.39,    108.58,    327.66,
   90.9053,      8.39,    108.54,    327.66,
   90.9469,      8.39,    108.72,    327.66,
   90.9887,      8.38,    107.27,    327.66,
   91.0304,      8.38,     53.16,    327.66,
   91.0722,      8.36,     50.13,    327.66,
   91.1139,      8.35,     50.37,    327.66,
   91.1557,      8.34,     50.14,    327.66,
   91.1971,      8.34,     50.42,    327.66,
   91.2389,      8.33,     53.98,    327.66,
   91.2806,      8.36,    105.75,    327.66,
   91.3225,      8.35,     53.29,    327.66,
   91.3639,      8.35,     49.79,    327.66,
   91.4059,      8.35,     44.32,    327.66,
   91.4476,      8.35,     43.99,    327.66,
   91.4894,      8.35,     42.45,    327.66,
   91.5313,      8.33,      6.73,    327.66,
   91.5729,      8.32,      4.72,    327.66,
   91.6143,      8.31,      5.02,    327.66,
   91.6562,      8.29,      4.48,    327.66,
   91.6976,      8.29,      6.90,    327.66,
   91.7395,      8.33,     47.65,    327.66,
   91.7809,      8.32,     51.37,    327.66,
   91.8227,      8.31,     67.42,    327.66,
   91.8644,      8.30,     65.87,    327.66,
   91.9063,      8.27,      8.30,    327.66,
   91.9483,      8.27,      5.17,    327.66,
   91.9897,      8.27,      7.04,    327.66,
   92.0315,      8.29,     48.14,    327.66,
   92.0730,      8.29,     49.69,    327.66,
   92.1147,      8.28,     49.77,    327.66,
   92.1564,      8.28,     49.75,    327.66,
   92.1982,      8.28,     50.06,    327.66,
   92.2397,      8.28,     53.26,    327.66,
   92.2813,      8.32,    100.43,    327.66,
   92.3230,      8.33,    102.17,    327.66,
   92.3647,      8.35,    102.65,    327.66,
   92.4065,      8.36,    102.72,    327.66,
   92.4481,      8.38,    102.56,    327.66,
   92.4900,      8.39,    102.42,    327.66,
   92.5316,      8.39,    105.08,    327.66,
   92.5733,      8.40,    104.01,    327.66,
   92.6151,      8.41,    103.48,    327.66,
   92.6566,      8.41,    102.94,    327.66,
   92.6984,      8.41,    102.40,    327.66,
   92.7402,      8.42,    101.77,    327.66,
   92.7818,      8.43,    101.75,    327.66,
   92.8234,      8.45,    101.51,    327.66,
   92.8652,      8.47,    101.58,    327.66,
   92.9070,      8.49,    100.38,    327.66,
   92.9488,      8.50,     69.26,    327.66,
   92.9902,      8.50,     66.75,    327.66,
   93.0322,      8.48,     40.41,    327.66,
   93.0739,      8.44,     21.92,    327.66,
   93.1155,      8.42,     17.75,    327.66,
   93.1572,      8.46,     37.94,    327.66,
   93.1987,      8.45,     38.53,    327.66,
   93.2405,      8.44,     40.94,    327.66,
   93.2821,      8.43,     47.92,    327.66,
   93.3239,      8.42,     45.63,    327.66,
   93.3656,      8.38,     11.88,    327.66,
   93.4073,      8.36,      3.35,    327.66,
   93.4490,      8.35,      2.20,    327.66,
   93.4907,      8.35,      2.20,    327.66,
   93.5324,      8.35,      2.19,    327.66,
   93.5745,      8.34,      2.20,    327.66,
   93.6158,      8.35,      2.20,    327.66,
   93.6579,      8.36,      4.81,    327.66,
   93.6995,      8.42,     40.76,    327.66,
   93.7409,      8.46,     99.27,    327.66,
   93.7826,      8.48,    102.78,    327.66,
   93.8242,      8.49,    113.18,    327.66,
   93.8660,      8.50,    114.32,    327.66,
   93.9076,      8.50,    100.74,    327.66,
   93.9495,      8.49,     54.44,    327.66,
   93.9910,      8.48,     52.07,    327.66,
   94.0329,      8.45,     42.09,    327.66,
   94.0747,      8.44,     38.51,    327.66,
   94.1162,      8.43,     40.06,    327.66,
   94.1580,      8.43,     38.84,    327.66,
   94.1999,      8.42,     39.66,    327.66,
   94.2415,      8.42,     44.53,    327.66,
   94.2831,      8.44,    100.03,    327.66,
   94.3246,      8.42,     44.01,    327.66,
   94.3665,      8.42,     39.45,    327.66,
   94.4084,      8.39,      6.40,    327.66,
   94.4502,      8.38,      4.86,    327.66,
   94.4918,      8.37,      5.20,    327.66,
   94.5337,      8.37,      5.11,    327.66,
   94.5748,      8.36,      4.90,    327.66,
   94.6170,      8.35,      5.04,    327.66,
   94.6583,      8.34,      5.06,    327.66,
   94.7002,      8.33,     10.18,    327.66,
   94.7416,      8.43,     98.08,    327.66,
   94.7834,      8.45,    102.83,    327.66,
   94.8252,      8.47,    115.61,    327.66,
   94.8669,      8.46,    103.72,    327.66,
   94.9085,      8.46,    100.42,    327.66,
   94.9502,      8.44,     52.52,    327.66,
   94.9919,      8.43,     48.23,    327.66,
   95.0340,      8.38,      6.82,    327.66,
   95.0752,      8.38,      4.91,    327.66,
   95.1175,      8.37,      4.56,    327.66,
   95.1590,      8.38,      5.21,    327.66,
   95.2008,      8.37,      5.00,    327.66,
   95.2422,      8.47,     15.10,    327.66,
   95.2838,      8.82,    110.97,    327.66,
   95.3255,      9.09,    117.59,    327.66,
   95.3672,      8.99,    108.17,    327.66,
   95.4090,      8.80,    113.39,    327.66,
   95.4505,      8.68,    113.64,    327.66,
   95.4922,      8.61,    119.16,    327.66,
   95.5339,      8.58,    118.39,    327.66,
   95.5757,      8.55,     97.53,    327.66,
   95.6174,      8.46,     68.69,    327.66,
   95.6591,      8.43,     67.78,    327.66,
   95.7009,      8.41,     66.27,    327.66,
   95.7425,      8.40,    100.73,    327.66,
   95.7842,      8.39,    102.85,    327.66,
   95.8259,      8.40,    101.90,    327.66,
   95.8677,      8.41,    101.55,    327.66,
   95.9092,      8.43,    102.23,    327.66,
   95.9510,      8.46,    102.34,    327.66,
   95.9928,      8.53,    102.58,    327.66,
   96.0345,      8.68,    102.69,    327.66,
   96.0761,      8.86,    102.77,    327.66,
   96.1179,      9.04,    102.98,    327.66,
   96.1595,      9.16,    102.42,    327.66,
   96.2012,      9.19,    102.74,    327.66,
   96.2429,      9.21,    103.13,    327.66,
   96.2845,      9.27,    102.31,    327.66,
   96.3264,      9.28,    102.27,    327.66,
   96.3680,      9.15,    102.80,    327.66,
   96.4096,      8.97,    103.30,    327.66,
   96.4515,      8.85,    100.58,    327.66,
   96.4931,      8.68,     59.49,    327.66,
   96.5349,      8.67,     53.72,    327.66,
   96.5767,      8.67,     58.52,    327.66,
   96.6181,      8.64,     58.58,    327.66,
   96.6599,      8.59,     50.12,    327.66,
   96.7016,      8.55,     52.55,    327.66,
   96.7435,      8.52,     52.95,    327.66,
   96.7849,      8.64,    100.68,    327.66,
   96.8266,      8.58,    103.05,    327.66,
   96.8683,      8.55,    102.89,    327.66,
   96.9100,      8.54,     99.36,    327.66,
   96.9517,      8.49,     20.04,    327.66,
   96.9935,      8.49,     16.21,    327.66,
   97.0354,      8.50,     16.17,    327.66,
   97.0773,      8.50,     16.31,    327.66,
   97.1191,      8.51,     16.20,    327.66,
   97.1607,      8.51,     16.50,    327.66,
   97.2021,      8.52,     17.08,    327.66,
   97.2438,      8.54,     43.44,    327.66,
   97.2855,      8.61,     93.97,    327.66,
   97.3272,      8.65,     90.06,    327.66,
   97.3689,      8.64,     19.88,    327.66,
   97.4106,      8.65,     16.17,    327.66,
   97.4527,      8.65,     15.94,    327.66,
   97.4941,      8.66,     12.28,    327.66,
   97.5358,      8.67,     37.36,    327.66,
   97.5774,      8.68,     39.03,    327.66,
   97.6190,      8.69,     43.29,    327.66,
   97.6608,      8.70,     51.71,    327.66,
   97.7026,      8.70,     52.46,    327.66,
   97.7442,      8.70,     53.77,    327.66,
   97.7860,      8.69,     57.10,    327.66,
   97.8274,      8.70,    102.87,    327.66,
   97.8691,      8.69,    105.60,    327.66,
   97.9109,      8.69,    101.96,    327.66,
   97.9527,      8.66,     19.89,    327.66,
   97.9946,      8.66,     15.88,    327.66,
   98.0360,      8.66,     10.77,    327.66,
   98.0781,      8.67,      9.93,    327.66,
   98.1193,      8.67,      6.47,    327.66,
   98.1610,      8.67,      5.76,    327.66,
   98.2031,      8.67,      9.59,    327.66,
   98.2448,      8.68,     10.43,    327.66,
   98.2863,      8.74,     81.64,    327.66,
   98.3280,      8.81,    109.08,    327.66,
   98.3698,      8.81,      9.48,    327.66,
   98.4117,      8.80,      5.15,    327.66,
   98.4535,      8.76,      5.04,    327.66,
   98.4949,      8.71,      4.60,    327.66,
   98.5363,      8.70,      5.45,    327.66,
   98.5784,      8.70,      5.22,    327.66,
   98.6201,      8.70,      5.25,    327.66,
   98.6618,      8.69,      5.13,    327.66,
   98.7036,      8.66,      7.47,    327.66,
   98.7449,      8.79,     52.44,    327.66,
   98.7867,      8.81,    100.82,    327.66,
   98.8283,      8.81,    103.13,    327.66,
   98.8699,      8.79,    103.10,    327.66,
   98.9116,      8.78,     99.24,    327.66,
   98.9534,      8.76,      9.56,    327.66,
   98.9955,      8.71,      5.28,    327.66,
   99.0368,      8.68,      2.43,    327.66,
   99.0787,      8.68,      2.20,    327.66,
   99.1205,      8.68,      2.18,    327.66,
   99.1623,      8.67,      2.19,    327.66,
   99.2037,      8.67,      3.69,    327.66,
   99.2452,      8.69,     14.39,    327.66,
   99.2870,      8.79,     74.82,    327.66,
   99.3286,      8.82,    104.08,    327.66,
   99.3707,      8.81,     15.27,    327.66,
   99.4123,      8.75,     11.39,    327.66,
   99.4542,      8.71,      7.12,    327.66,
   99.4957,      8.79,     48.15,    327.66,
   99.5375,      8.77,     49.97,    327.66,
   99.5788,      8.76,     48.94,    327.66,
   99.6207,      8.74,     50.11,    327.66,
   99.6623,      8.73,     93.70,    327.66,
   99.7042,      8.70,     56.81,    327.66,
   99.7456,      8.72,    100.59,    327.66,
   99.7874,      8.74,    102.95,    327.66,
   99.8290,      8.75,    102.40,    327.66,
   99.8708,      8.73,    102.49,    327.66,
   99.9125,      8.70,    102.77,    327.66,
   99.9543,      8.69,     98.94,    327.66,
   99.9961,      8.66,     20.78,    327.66,
  100.0380,      8.66,     14.18,    327.66,
  100.0797,      8.65,     14.00,    327.66,
  100.1214,      8.66,     14.03,    327.66,
  100.1632,      8.66,     14.09,    327.66,
  100.2047,      8.66,     14.30,    327.66,
  100.2460,      8.69,     21.73,    327.66,
  100.2879,      8.77,     95.93,    327.66,
  100.3295,      8.85,    105.94,    327.66,
  100.3716,      8.86,     15.44,    327.66,
  100.4129,      8.91,     82.44,    327.66,
  100.4552,      8.91,      7.25,    327.66,
  100.4966,      8.88,      2.20,    327.66,
  100.5381,      8.83,      2.20,    327.66,
  100.5802,      8.78,      2.20,    327.66,
  100.6218,      8.75,      2.20,    327.66,
  100.6630,      8.75,      5.11,    327.66,
  100.7052,      8.75,      9.05,    327.66,
  100.7466,      8.90,     40.80,    327.66,
  100.7884,      8.90,     51.31,    327.66,
  100.8298,      8.92,     90.06,    327.66,
  100.8716,      8.94,     91.90,    327.66,
  100.9133,      8.96,     81.50,    327.66,
  100.9550,      8.95,      8.93,    327.66,
  100.9969,      8.91,      5.39,    327.66,
  101.0387,      8.85,      7.11,    327.66,
  101.0802,      8.79,      8.25,    327.66,
  101.1223,      8.76,      8.13,    327.66,
  101.1639,      8.73,      5.79,    327.66,
  101.2052,      8.72,      5.22,    327.66,
  101.2469,      8.71,     11.14,    327.66,
  101.2885,      8.93,     73.79,    327.66,
  101.3304,      8.83,      8.75,    327.66,
  101.3719,      8.80,      2.46,    327.66,
  101.4138,      8.75,      2.19,    327.66,
  101.4559,      8.69,      2.20,    327.66,
  101.4977,      8.66,      2.20,    327.66,
  101.5393,      8.63,      2.20,    327.66,
  101.5809,      8.61,      2.20,    327.66,
  101.6222,      8.61,      2.20,    327.66,
  101.6645,      8.60,      2.20,    327.66,
  101.7059,      8.60,      2.19,    327.66,
  101.7474,      8.62,      5.41,    327.66,
  101.7890,      8.88,     51.69,    327.66,
  101.8306,      8.89,    101.26,    327.66,
  101.8725,      8.90,    109.90,    327.66,
  101.9140,      8.91,     99.74,    327.66,
  101.9561,      8.86,      9.38,    327.66,
  101.9976,      8.83,      4.90,    327.66,
  102.0396,      8.79,      2.42,    327.66,
  102.0809,      8.77,      2.20,    327.66,
  102.1230,      8.76,      2.20,    327.66,
  102.1646,      8.75,      2.20,    327.66,
  102.2059,      8.74,      2.20,    327.66,
  102.2482,      8.75,      8.59,    327.66,
  102.2893,      8.91,     99.21,    327.66,
  102.3311,      8.94,    107.22,    327.66,
  102.3731,      8.94,     50.05,    327.66,
  102.4149,      8.94,      6.83,    327.66,
  102.4563,      8.90,      6.37,    327.66,
  102.4981,      8.86,      6.71,    327.66,
  102.5396,      8.82,      5.17,    327.66,
  102.5815,      8.80,      5.34,    327.66,
  102.6234,      8.80,      5.27,    327.66,
  102.6648,      8.81,      5.57,    327.66,
  102.7070,      8.82,     17.66,    327.66,
  102.7482,      8.95,     48.48,    327.66,
  102.7901,      8.95,     49.65,    327.66,
  102.8314,      8.94,     50.07,    327.66,
  102.8732,      8.94,     48.39,    327.66,
  102.9150,      8.93,      4.91,    327.66,
  102.9566,      8.90,      2.19,    327.66,
  102.9984,      8.85,      2.20,    327.66,
  103.0402,      8.81,      2.21,    327.66,
  103.0823,      8.78,      2.20,    327.66,
  103.1235,      8.76,      2.19,    327.66,
  103.1653,      8.75,      2.19,    327.66,
  103.2073,      8.75,      2.20,    327.66,
  103.2486,      8.76,      2.20,    327.66,
  103.2904,      8.75,      2.21,    327.66,
  103.3320,      8.75,      2.19,    327.66,
  103.3739,      8.74,      2.20,    327.66,
  103.4153,      8.74,      3.61,    327.66,
  103.4572,      8.75,      5.35,    327.66,
  103.4987,      8.75,     11.40,    327.66,
  103.5410,      8.74,      8.57,    327.66,
  103.5822,      8.71,      8.82,    327.66,
  103.6238,      8.68,     10.05,    327.66,
  103.6660,      8.66,     10.39,    327.66,
  103.7072,      8.66,     10.76,    327.66,
  103.7489,      8.73,     18.38,    327.66,
  103.7907,      8.93,     56.24,    327.66,
  103.8323,      8.93,     60.80,    327.66,
  103.8743,      8.93,     49.39,    327.66,
  103.9163,      8.87,      7.71,    327.66,
  103.9578,      8.85,      4.89,    327.66,
  103.9997,      8.83,      2.48,    327.66,
  104.0410,      8.81,      2.19,    327.66,
  104.0830,      8.77,      2.20,    327.66,
  104.1246,      8.75,      2.19,    327.66,
  104.1660,      8.75,      2.20,    327.66,
  104.2080,      8.73,      2.20,    327.66,
  104.2496,      8.72,      2.19,    327.66,
  104.2910,      8.71,      2.20,    327.66,
  104.3329,      8.71,      2.20,    327.66,
  104.3743,      8.71,      2.20,    327.66,
  104.4167,      8.71,      2.19,    327.66,
  104.4579,      8.72,      2.20,    327.66,
  104.5000,      8.72,      2.19,    327.66,
  104.5417,      8.72,      2.19,    327.66,
  104.5829,      8.72,      2.21,    327.66,
  104.6250,      8.71,      2.20,    327.66,
  104.6667,      8.71,      2.20,    327.66,
  104.7079,      8.72,      2.19,    327.66,
  104.7496,      8.73,      2.21,    327.66,
  104.7917,      8.77,      6.15,    327.66,
  104.8330,      8.92,      7.44,    327.66,
  104.8750,      8.91,      2.51,    327.66,
  104.9167,      8.89,      2.51,    327.66,
  104.9581,      8.86,      2.20,    327.66,
  105.0000,      8.83,      2.20,    327.66,
  105.0417,      8.83,      2.20,    327.66,
  105.0832,      8.85,      2.19,    327.66,
  105.1249,      8.86,      2.19,    327.66,
  105.1670,      8.86,      2.20,    327.66,
  105.2084,      8.84,      5.22,    327.66,
  105.2500,      8.83,     40.90,    327.66,
  105.2918,      8.93,     40.90,    327.66,
  105.3337,      8.92,      3.47,    327.66,
  105.3757,      8.88,      4.60,    327.66,
  105.4170,      8.81,      5.33,    327.66,
  105.4586,      8.76,      5.05,    327.66,
  105.5007,      8.73,      4.80,    327.66,
  105.5420,      8.71,      2.47,    327.66,
  105.5837,      8.70,      2.20,    327.66,
  105.6257,      8.69,      2.20,    327.66,
  105.6670,      8.69,      2.20,    327.66,
  105.7087,      8.71,      2.20,    327.66,
  105.7507,      8.73,      2.20,    327.66,
  105.7927,      8.74,      5.29,    327.66,
  105.8340,      8.93,     40.79,    327.66,
  105.8760,      8.95,      4.66,    327.66,
  105.9177,      8.96,      2.20,    327.66,
  105.9590,      8.95,      2.20,    327.66,
  106.0007,      8.94,      2.20,    327.66,
  106.0427,      8.92,      2.20,    327.66,
  106.0841,      8.88,      2.20,    327.66,
  106.1257,      8.85,      2.20,    327.66,
  106.1677,      8.82,      2.20,    327.66,
  106.2092,      8.80,      5.68,    327.66,
  106.2508,      8.97,     48.94,    327.66,
  106.2929,      8.90,     14.38,    327.66,
  106.3344,      8.91,      5.19,    327.66,
  106.3763,      8.91,      4.97,    327.66,
  106.4177,      8.89,      5.38,    327.66,
  106.4594,      8.89,     11.62,    327.66,
  106.5014,      8.85,     10.21,    327.66,
  106.5434,      8.83,     12.12,    327.66,
  106.5846,      8.74,      3.63,    327.66,
  106.6263,      8.69,      2.21,    327.66,
  106.6684,      8.69,      2.20,    327.66,
  106.7097,      8.70,      2.19,    327.66,
  106.7513,      8.76,      5.45,    327.66,
  106.7931,      8.94,     52.88,    327.66,
  106.8349,      8.96,     64.20,    327.66,
  106.8765,      8.93,     13.80,    327.66,
  106.9184,      8.93,      8.49,    327.66,
  106.9600,      8.94,      5.42,    327.66,
  107.0014,      8.94,      4.93,    327.66,
  107.0434,      8.93,      2.48,    327.66,
  107.0849,      8.92,      2.20,    327.66,
  107.1271,      8.90,      2.20,    327.66,
