Date,"Temp-Water(C)","Depth(ft)"
2003-04-09T14:22:14-08:00,10.183333333333332,57.767,
2003-04-09T14:22:14-08:00,10.155555555555557,58.417,
2003-04-09T14:22:14-08:00,10.127777777777775,59.138,
2003-04-09T14:22:14-08:00,10.100000000000001,59.936,
2003-04-09T14:22:14-08:00,10.077777777777778,60.79,
2003-04-09T14:22:14-08:00,10.044444444444444,61.535,
2003-04-09T14:22:14-08:00,10.005555555555553,62.287,
2003-04-09T14:22:14-08:00,9.972222222222223,63.033,
2003-04-09T14:22:14-08:00,9.93888888888889,63.795,
2003-04-09T14:22:14-08:00,9.905555555555555,64.479,
2003-04-09T14:22:14-08:00,9.877777777777778,65.071,
2003-04-09T14:22:14-08:00,9.855555555555558,65.587,
2003-04-09T14:22:14-08:00,9.83888888888889,66.104,
2003-04-09T14:22:14-08:00,9.822222222222223,66.616,
2003-04-09T14:22:14-08:00,9.816666666666668,67.161,
2003-04-09T14:22:14-08:00,9.805555555555555,67.687,
2003-04-09T14:22:14-08:00,9.8,68.161,
2003-04-09T14:22:14-08:00,9.794444444444444,68.498,
2003-04-09T14:22:14-08:00,9.788888888888888,68.773,
2003-04-09T14:22:14-08:00,9.788888888888888,69.062,
2003-04-09T14:22:14-08:00,9.783333333333333,69.433,
2003-04-09T14:22:14-08:00,9.772222222222224,69.856,
2003-04-09T14:22:14-08:00,9.761111111111111,70.24,
2003-04-09T14:22:14-08:00,9.749999999999998,70.652,
2003-04-09T14:22:14-08:00,9.738888888888889,71.079,
2003-04-09T14:22:14-08:00,9.722222222222221,71.69,
2003-04-09T14:22:14-08:00,9.711111111111109,72.279,
2003-04-09T14:22:14-08:00,9.700000000000001,72.736,
2003-04-09T14:22:14-08:00,9.688888888888888,73.118,
2003-04-09T14:22:14-08:00,9.683333333333334,73.462,
2003-04-09T14:22:14-08:00,9.67222222222222,73.827,
2003-04-09T14:22:14-08:00,9.666666666666666,74.282,
2003-04-09T14:22:14-08:00,9.655555555555557,74.799,
2003-04-09T14:22:14-08:00,9.644444444444444,75.317,
2003-04-09T14:22:14-08:00,9.63888888888889,75.945,
2003-04-09T14:22:14-08:00,9.627777777777776,76.573,
2003-04-09T14:22:14-08:00,9.611111111111109,77.094,
2003-04-09T14:22:14-08:00,9.605555555555554,77.554,
2003-04-09T14:22:14-08:00,9.600000000000001,77.886,
2003-04-09T14:22:14-08:00,9.594444444444447,78.212,
2003-04-09T14:22:14-08:00,9.594444444444447,78.58,
2003-04-09T14:22:14-08:00,9.588888888888887,78.834,
2003-04-09T14:22:14-08:00,9.588888888888887,78.972,
2003-04-09T14:22:14-08:00,9.588888888888887,79.18,
2003-04-09T14:22:14-08:00,9.583333333333334,79.347,
2003-04-09T14:22:14-08:00,9.583333333333334,79.552,
2003-04-09T14:22:14-08:00,9.57777777777778,79.789,
2003-04-09T14:22:14-08:00,9.57777777777778,80.1,
2003-04-09T14:22:14-08:00,9.57777777777778,80.486,
2003-04-09T14:22:14-08:00,9.57222222222222,80.902,
2003-04-09T14:22:14-08:00,9.57222222222222,81.522,
2003-04-09T14:22:14-08:00,9.561111111111112,82.072,
2003-04-09T14:22:14-08:00,9.555555555555557,82.482,
2003-04-09T14:22:14-08:00,9.549999999999999,82.893,
2003-04-09T14:22:14-08:00,9.53888888888889,83.318,
2003-04-09T14:22:14-08:00,9.527777777777779,83.808,
2003-04-09T14:22:14-08:00,9.522222222222222,84.37,
2003-04-09T14:22:14-08:00,9.511111111111111,85.005,
2003-04-09T14:22:14-08:00,9.505555555555555,85.719,
2003-04-09T14:22:14-08:00,9.5,86.472,
2003-04-09T14:22:14-08:00,9.494444444444447,87.198,
2003-04-09T14:22:14-08:00,9.488888888888887,87.954,
2003-04-09T14:22:14-08:00,9.483333333333333,88.906,
2003-04-09T14:22:14-08:00,9.47777777777778,89.741,
2003-04-09T14:22:14-08:00,9.472222222222221,90.505,
2003-04-09T14:22:14-08:00,9.472222222222221,91.355,
2003-04-09T14:22:14-08:00,9.466666666666665,92.273,
2003-04-09T14:22:14-08:00,9.466666666666665,93.241,
2003-04-09T14:22:14-08:00,9.461111111111112,94.116,
2003-04-09T14:22:14-08:00,9.455555555555557,94.939,
2003-04-09T14:22:14-08:00,9.449999999999998,95.871,
2003-04-09T14:22:14-08:00,9.43888888888889,96.741,
2003-04-09T14:22:14-08:00,9.43333333333333,97.554,
2003-04-09T14:22:14-08:00,9.422222222222224,98.524,
2003-04-09T14:22:14-08:00,9.416666666666668,99.477,
2003-04-09T14:22:14-08:00,9.405555555555557,100.219,
2003-04-09T14:22:14-08:00,9.4,100.954,
2003-04-09T14:22:14-08:00,9.394444444444442,101.676,
2003-04-09T14:22:14-08:00,9.38888888888889,102.4,
2003-04-09T14:22:14-08:00,9.383333333333333,103.156,
2003-04-09T14:22:14-08:00,9.372222222222222,103.77,
2003-04-09T14:22:14-08:00,9.366666666666667,104.351,
2003-04-09T14:22:14-08:00,9.355555555555558,104.972,
2003-04-09T14:22:14-08:00,9.35,105.689,
2003-04-09T14:22:14-08:00,9.344444444444443,106.445,
2003-04-09T14:22:14-08:00,9.33888888888889,107.187,
2003-04-09T14:22:14-08:00,9.33888888888889,107.969,
2003-04-09T14:22:14-08:00,9.333333333333332,108.856,
2003-04-09T14:22:14-08:00,9.333333333333332,109.679,
2003-04-09T14:22:14-08:00,9.333333333333332,110.51,
2003-04-09T14:22:14-08:00,9.333333333333332,111.27,
2003-04-09T14:22:14-08:00,9.333333333333332,112.038,
2003-04-09T14:22:14-08:00,9.33888888888889,112.874,
2003-04-09T14:22:14-08:00,9.33888888888889,113.83,
2003-04-09T14:22:14-08:00,9.333333333333332,114.669,
2003-04-09T14:22:14-08:00,9.333333333333332,115.541,
2003-04-09T14:22:14-08:00,9.333333333333332,116.416,
2003-04-09T14:22:14-08:00,9.322222222222223,117.328,
2003-04-09T14:22:14-08:00,9.31666666666667,118.17,
2003-04-09T14:22:14-08:00,9.31111111111111,119.078,
2003-04-09T14:22:14-08:00,9.305555555555555,119.887,
2003-04-09T14:22:14-08:00,9.300000000000002,120.68,
2003-04-09T14:22:14-08:00,9.294444444444443,121.5,
2003-04-09T14:22:14-08:00,9.288888888888888,122.365,
2003-04-09T14:22:14-08:00,9.288888888888888,123.297,
2003-04-09T14:22:14-08:00,9.288888888888888,124.214,
2003-04-09T14:22:14-08:00,9.288888888888888,125.009,
2003-04-09T14:22:14-08:00,9.283333333333335,125.892,
2003-04-09T14:22:14-08:00,9.283333333333335,126.625,
2003-04-09T14:22:14-08:00,9.283333333333335,127.268,
2003-04-09T14:22:14-08:00,9.277777777777779,127.863,
2003-04-09T14:22:14-08:00,9.277777777777779,128.575,
2003-04-09T14:22:14-08:00,9.277777777777779,129.441,
2003-04-09T14:22:14-08:00,9.277777777777779,130.238,
2003-04-09T14:22:14-08:00,9.277777777777779,131.037,
2003-04-09T14:22:14-08:00,9.27222222222222,131.84,
2003-04-09T14:22:14-08:00,9.27222222222222,132.74,
2003-04-09T14:22:14-08:00,9.266666666666667,133.545,
2003-04-09T14:22:14-08:00,9.266666666666667,134.308,
2003-04-09T14:22:14-08:00,9.266666666666667,135.133,
2003-04-09T14:22:14-08:00,9.266666666666667,135.998,
2003-04-09T14:22:14-08:00,9.261111111111113,136.731,
2003-04-09T14:22:14-08:00,9.261111111111113,137.343,
2003-04-09T14:22:14-08:00,9.261111111111113,138.015,
2003-04-09T14:22:14-08:00,9.255555555555553,138.851,
2003-04-09T14:22:14-08:00,9.255555555555553,139.85,
2003-04-09T14:22:14-08:00,9.25,140.749,
2003-04-09T14:22:14-08:00,9.244444444444445,141.531,
2003-04-09T14:22:14-08:00,9.244444444444445,142.246,
2003-04-09T14:22:14-08:00,9.238888888888889,143.083,
2003-04-09T14:22:14-08:00,9.238888888888889,143.849,
2003-04-09T14:22:14-08:00,9.238888888888889,144.589,
2003-04-09T14:22:14-08:00,9.238888888888889,145.364,
2003-04-09T14:22:14-08:00,9.233333333333333,146.24,
2003-04-09T14:22:14-08:00,9.233333333333333,147.127,
2003-04-09T14:22:14-08:00,9.233333333333333,147.942,
2003-04-09T14:22:14-08:00,9.233333333333333,148.622,
2003-04-09T14:22:14-08:00,9.233333333333333,149.152,
2003-04-09T14:22:14-08:00,9.233333333333333,149.614,
2003-04-09T14:22:14-08:00,9.233333333333333,150.127,
2003-04-09T14:22:14-08:00,9.233333333333333,150.68,
2003-04-09T14:22:14-08:00,9.233333333333333,151.323,
2003-04-09T14:22:14-08:00,9.233333333333333,152.023,
2003-04-09T14:22:14-08:00,9.227777777777778,152.675,
2003-04-09T14:22:14-08:00,9.227777777777778,153.28,
2003-04-09T14:22:14-08:00,9.227777777777778,153.827,
2003-04-09T14:22:14-08:00,9.227777777777778,154.296,
2003-04-09T14:22:14-08:00,9.227777777777778,154.94,
2003-04-09T14:22:14-08:00,9.227777777777778,155.599,
2003-04-09T14:22:14-08:00,9.222222222222221,156.267,
2003-04-09T14:22:14-08:00,9.222222222222221,156.987,
2003-04-09T14:22:14-08:00,9.222222222222221,157.791,
2003-04-09T14:22:14-08:00,9.222222222222221,158.6,
2003-04-09T14:22:14-08:00,9.216666666666669,159.475,
2003-04-09T14:22:14-08:00,9.216666666666669,160.294,
2003-04-09T14:22:14-08:00,9.216666666666669,161.076,
2003-04-09T14:22:14-08:00,9.216666666666669,161.826,
2003-04-09T14:22:14-08:00,9.216666666666669,162.555,
2003-04-09T14:22:14-08:00,9.216666666666669,163.245,
2003-04-09T14:22:14-08:00,9.216666666666669,163.96,
2003-04-09T14:22:14-08:00,9.216666666666669,164.543,
2003-04-09T14:22:14-08:00,9.216666666666669,165.24,
2003-04-09T14:22:14-08:00,9.216666666666669,165.918,
2003-04-09T14:22:14-08:00,9.21111111111111,166.535,
2003-04-09T14:22:14-08:00,9.21111111111111,167.072,
2003-04-09T14:22:14-08:00,9.21111111111111,167.525,
2003-04-09T14:22:14-08:00,9.21111111111111,167.968,
2003-04-09T14:22:14-08:00,9.21111111111111,168.473,
2003-04-09T14:22:14-08:00,9.21111111111111,168.944,
2003-04-09T14:22:14-08:00,9.21111111111111,169.388,
2003-04-09T14:22:14-08:00,9.21111111111111,170.015,
2003-04-09T14:22:14-08:00,9.21111111111111,170.68,
2003-04-09T14:22:14-08:00,9.21111111111111,171.411,
2003-04-09T14:22:14-08:00,9.21111111111111,172.124,
2003-04-09T14:22:14-08:00,9.205555555555556,172.726,
2003-04-09T14:22:14-08:00,9.205555555555556,173.392,
2003-04-09T14:22:14-08:00,9.205555555555556,173.958,
2003-04-09T14:22:14-08:00,9.205555555555556,174.514,
2003-04-09T14:22:14-08:00,9.205555555555556,174.937,
2003-04-09T14:22:14-08:00,9.205555555555556,175.421,
2003-04-09T14:22:14-08:00,9.200000000000001,175.928,
2003-04-09T14:22:14-08:00,9.200000000000001,176.553,
2003-04-09T14:22:14-08:00,9.200000000000001,177.195,
2003-04-09T14:22:14-08:00,9.200000000000001,177.818,
2003-04-09T14:22:14-08:00,9.200000000000001,178.522,
2003-04-09T14:22:14-08:00,9.200000000000001,179.168,
2003-04-09T14:22:14-08:00,9.200000000000001,179.701,
2003-04-09T14:22:14-08:00,9.200000000000001,180.281,
2003-04-09T14:22:14-08:00,9.205555555555556,180.817,
2003-04-09T14:22:14-08:00,9.205555555555556,181.308,
2003-04-09T14:22:14-08:00,9.205555555555556,181.811,
2003-04-09T14:22:14-08:00,9.205555555555556,182.307,
2003-04-09T14:22:14-08:00,9.205555555555556,182.789,
2003-04-09T14:22:14-08:00,9.205555555555556,183.242,
2003-04-09T14:22:14-08:00,9.200000000000001,183.586,
2003-04-09T14:22:14-08:00,9.200000000000001,183.925,
2003-04-09T14:22:14-08:00,9.200000000000001,184.393,
2003-04-09T14:22:14-08:00,9.200000000000001,184.895,
2003-04-09T14:22:14-08:00,9.200000000000001,185.494,
2003-04-09T14:22:14-08:00,9.200000000000001,186.284,
2003-04-09T14:22:14-08:00,9.200000000000001,186.993,
2003-04-09T14:22:14-08:00,9.200000000000001,187.696,
2003-04-09T14:22:14-08:00,9.200000000000001,188.4,
2003-04-09T14:22:14-08:00,9.200000000000001,189.116,
2003-04-09T14:22:14-08:00,9.200000000000001,189.683,
2003-04-09T14:22:14-08:00,9.200000000000001,190.085,
2003-04-09T14:22:14-08:00,9.200000000000001,190.525,
2003-04-09T14:22:14-08:00,9.205555555555556,190.929,
2003-04-09T14:22:14-08:00,9.200000000000001,191.38,
2003-04-09T14:22:14-08:00,9.200000000000001,191.754,
2003-04-09T14:22:14-08:00,9.200000000000001,192.034,
2003-04-09T14:22:14-08:00,9.200000000000001,192.309,
2003-04-09T14:22:14-08:00,9.200000000000001,192.794,
2003-04-09T14:22:14-08:00,9.200000000000001,193.403,
2003-04-09T14:22:14-08:00,9.200000000000001,194.102,
2003-04-09T14:22:14-08:00,9.200000000000001,194.698,
2003-04-09T14:22:14-08:00,9.200000000000001,195.335,
2003-04-09T14:22:14-08:00,9.200000000000001,196.176,
2003-04-09T14:22:14-08:00,9.200000000000001,197.254,
2003-04-09T14:22:14-08:00,9.200000000000001,198.118,
2003-04-09T14:22:14-08:00,9.200000000000001,198.968,
2003-04-09T14:22:14-08:00,9.200000000000001,199.749,
2003-04-09T14:22:14-08:00,9.200000000000001,200.372,
2003-04-09T14:22:14-08:00,9.194444444444443,201.05,
2003-04-09T14:22:14-08:00,9.194444444444443,201.707,
2003-04-09T14:22:14-08:00,9.188888888888888,202.362,
2003-04-09T14:22:14-08:00,9.183333333333334,202.992,
2003-04-09T14:22:14-08:00,9.183333333333334,203.594,
2003-04-09T14:22:14-08:00,9.183333333333334,204.164,
2003-04-09T14:22:14-08:00,9.183333333333334,204.686,
2003-04-09T14:22:14-08:00,9.183333333333334,205.128,
2003-04-09T14:22:14-08:00,9.17777777777778,205.535,
2003-04-09T14:22:14-08:00,9.17777777777778,205.975,
2003-04-09T14:22:14-08:00,9.17777777777778,206.595,
2003-04-09T14:22:14-08:00,9.17777777777778,207.381,
2003-04-09T14:22:14-08:00,9.17777777777778,208.275,
2003-04-09T14:22:14-08:00,9.17777777777778,209.238,
2003-04-09T14:22:14-08:00,9.17777777777778,209.998,
2003-04-09T14:22:14-08:00,9.17777777777778,210.668,
2003-04-09T14:22:14-08:00,9.17777777777778,211.365,
2003-04-09T14:22:14-08:00,9.17777777777778,212.053,
2003-04-09T14:22:14-08:00,9.17777777777778,212.778,
2003-04-09T14:22:14-08:00,9.17777777777778,213.512,
2003-04-09T14:22:14-08:00,9.17777777777778,214.291,
2003-04-09T14:22:14-08:00,9.17777777777778,214.986,
2003-04-09T14:22:14-08:00,9.17777777777778,215.719,
2003-04-09T14:22:14-08:00,9.17777777777778,216.378,
2003-04-09T14:22:14-08:00,9.17777777777778,216.96,
2003-04-09T14:22:14-08:00,9.17777777777778,217.459,
2003-04-09T14:22:14-08:00,9.17777777777778,217.888,
2003-04-09T14:22:14-08:00,9.17777777777778,218.299,
2003-04-09T14:22:14-08:00,9.17777777777778,218.751,
2003-04-09T14:22:14-08:00,9.17777777777778,219.233,
2003-04-09T14:22:14-08:00,9.17222222222222,219.741,
2003-04-09T14:22:14-08:00,9.17222222222222,220.299,
2003-04-09T14:22:14-08:00,9.17222222222222,220.84,
2003-04-09T14:22:14-08:00,9.17222222222222,221.305,
2003-04-09T14:22:14-08:00,9.17222222222222,221.899,
2003-04-09T14:22:14-08:00,9.17222222222222,222.543,
2003-04-09T14:22:14-08:00,9.17222222222222,223.109,
2003-04-09T14:22:14-08:00,9.17222222222222,223.534,
2003-04-09T14:22:14-08:00,9.17222222222222,223.817,
2003-04-09T14:22:14-08:00,9.17222222222222,223.974,
2003-05-07T12:19:47-08:00,12.977777777777778,0.19,
2003-05-07T12:19:47-08:00,12.983333333333333,0.14,
2003-05-07T12:19:47-08:00,12.977777777777778,0.163,
2003-05-07T12:19:47-08:00,12.972222222222221,0.18,
2003-05-07T12:19:47-08:00,12.972222222222221,0.217,
2003-05-07T12:19:47-08:00,12.972222222222221,0.229,
2003-05-07T12:19:47-08:00,12.977777777777778,0.226,
2003-05-07T12:19:47-08:00,12.983333333333333,0.208,
2003-05-07T12:19:47-08:00,12.977777777777778,0.215,
2003-05-07T12:19:47-08:00,12.96111111111111,0.23,
2003-05-07T12:19:47-08:00,12.950000000000001,0.274,
2003-05-07T12:19:47-08:00,12.944444444444443,0.496,
2003-05-07T12:19:47-08:00,12.933333333333334,1.446,
2003-05-07T12:19:47-08:00,12.866666666666665,2.688,
2003-05-07T12:19:47-08:00,12.744444444444444,3.853,
2003-05-07T12:19:47-08:00,12.63888888888889,4.938,
2003-05-07T12:19:47-08:00,12.56111111111111,6.011,
2003-05-07T12:19:47-08:00,12.5,7.058,
2003-05-07T12:19:47-08:00,12.455555555555556,8.233,
2003-05-07T12:19:47-08:00,12.422222222222222,9.607,
2003-05-07T12:19:47-08:00,12.394444444444446,11.023,
2003-05-07T12:19:47-08:00,12.372222222222225,12.346,
2003-05-07T12:19:47-08:00,12.349999999999998,13.467,
2003-05-07T12:19:47-08:00,12.33888888888889,14.572,
2003-05-07T12:19:47-08:00,12.327777777777776,15.736,
2003-05-07T12:19:47-08:00,12.305555555555555,17.182,
2003-05-07T12:19:47-08:00,12.255555555555556,18.516,
2003-05-07T12:19:47-08:00,12.194444444444446,19.801,
2003-05-07T12:19:47-08:00,12.133333333333335,20.812,
2003-05-07T12:19:47-08:00,12.083333333333334,21.675,
2003-05-07T12:19:47-08:00,12.049999999999999,22.56,
2003-05-07T12:19:47-08:00,12.022222222222222,23.384,
2003-05-07T12:19:47-08:00,12.005555555555555,24.179,
2003-05-07T12:19:47-08:00,11.988888888888887,24.937,
2003-05-07T12:19:47-08:00,11.966666666666665,25.914,
2003-05-07T12:19:47-08:00,11.93333333333333,26.974,
2003-05-07T12:19:47-08:00,11.9,28.136,
2003-05-07T12:19:47-08:00,11.866666666666667,29.393,
