504,20,20
510,300,65
520,1150,110
530,2514,166
540,4433,222
545,5612,253
550,6950,287
555,8486,325
560,10201,367
565,12167,414
570,14338,463
575,16811,518
578,18410,550
581,20100,585
584,21890,615
586,23129,632
587,23772,640
589,25072,660
601.6,32000,665
