$Trinity Lake Br3 inflow year 2017 YC updated 06/01/23,
",,,",
Jday,USBR TL Inflow (QI)
65.167,8.268441172
65.208,8.268441172
65.25,8.268441172
65.292,8.268441172
65.333,8.268441172
65.375,8.268441172
65.417,8.268441172
65.458,8.268441172
65.5,8.268441172
65.542,8.268441172
65.583,8.268441172
65.625,8.268441172
65.667,8.268441172
65.708,8.268441172
65.75,8.268441172
65.792,8.268441172
65.833,8.268441172
65.875,8.268441172
65.917,8.268441172
65.958,8.268441172
66,7.815375903
66.042,7.815375903
66.083,7.815375903
66.125,7.815375903
66.167,7.815375903
66.208,7.815375903
66.25,7.815375903
66.292,7.815375903
66.333,7.815375903
66.375,7.815375903
66.417,7.815375903
66.458,7.815375903
66.5,7.815375903
66.542,7.815375903
66.583,7.815375903
66.625,7.815375903
66.667,7.815375903
66.708,7.815375903
66.75,7.815375903
66.792,7.815375903
66.833,7.815375903
66.875,7.815375903
66.917,7.815375903
66.958,7.815375903
67,12.54424466
67.042,12.54424466
67.083,12.54424466
67.125,12.54424466
67.167,12.54424466
67.208,12.54424466
67.25,12.54424466
67.292,12.54424466
67.333,12.54424466
67.375,12.54424466
67.417,12.54424466
67.458,12.54424466
67.5,12.54424466
67.542,12.54424466
67.583,12.54424466
67.625,12.54424466
67.667,12.54424466
67.708,12.54424466
67.75,12.54424466
67.792,12.54424466
67.833,12.54424466
67.875,12.54424466
67.917,12.54424466
67.958,12.54424466
68,12.31771202
68.042,12.31771202
68.083,12.31771202
68.125,12.31771202
68.167,12.31771202
68.208,12.31771202
68.25,12.31771202
68.292,12.31771202
68.333,12.31771202
68.375,12.31771202
68.417,12.31771202
68.458,12.31771202
68.5,12.31771202
68.542,12.31771202
68.583,12.31771202
68.625,12.31771202
68.667,12.31771202
68.708,12.31771202
68.75,12.31771202
68.792,12.31771202
68.833,12.31771202
68.875,12.31771202
68.917,12.31771202
68.958,12.31771202
69,12.54424466
69.042,12.54424466
69.083,12.54424466
69.125,12.54424466
69.167,12.54424466
69.208,12.54424466
69.25,12.54424466
69.292,12.54424466
69.333,12.54424466
69.375,12.54424466
69.417,12.54424466
69.458,12.54424466
69.5,12.54424466
69.542,12.54424466
69.583,12.54424466
69.625,12.54424466
69.667,12.54424466
69.708,12.54424466
69.75,12.54424466
69.792,12.54424466
69.833,12.54424466
69.875,12.54424466
69.917,12.54424466
69.958,12.54424466
70,16.19708339
70.042,16.19708339
70.083,16.19708339
70.125,16.19708339
70.167,16.19708339
70.208,16.19708339
70.25,16.19708339
70.292,16.19708339
70.333,16.19708339
70.375,16.19708339
70.417,16.19708339
70.458,16.19708339
70.5,16.19708339
70.542,16.19708339
70.583,16.19708339
70.625,16.19708339
70.667,16.19708339
70.708,16.19708339
70.75,16.19708339
70.792,16.19708339
70.833,16.19708339
70.875,16.19708339
70.917,16.19708339
70.958,16.19708339
71,12.45929492
71.042,12.45929492
71.083,12.45929492
71.125,12.45929492
71.167,12.45929492
71.208,12.45929492
71.25,12.45929492
71.292,12.45929492
71.333,12.45929492
71.375,12.45929492
71.417,12.45929492
71.458,12.45929492
71.5,12.45929492
71.542,12.45929492
71.583,12.45929492
71.625,12.45929492
71.667,12.45929492
71.708,12.45929492
71.75,12.45929492
71.792,12.45929492
71.833,12.45929492
71.875,12.45929492
71.917,12.45929492
71.958,12.45929492
72,14.809571
72.042,14.809571
72.083,14.809571
72.125,14.809571
72.167,14.809571
72.208,14.809571
72.25,14.809571
72.292,14.809571
72.333,14.809571
72.375,14.809571
72.417,14.809571
72.458,14.809571
72.5,14.809571
72.542,14.809571
72.583,14.809571
72.625,14.809571
72.667,14.809571
72.708,14.809571
72.75,14.809571
72.792,14.809571
72.833,14.809571
72.875,14.809571
72.917,14.809571
72.958,14.809571
73,13.56364151
73.042,13.56364151
73.083,13.56364151
73.125,13.56364151
73.167,13.56364151
73.208,13.56364151
73.25,13.56364151
73.292,13.56364151
73.333,13.56364151
73.375,13.56364151
73.417,13.56364151
73.458,13.56364151
73.5,13.56364151
73.542,13.56364151
73.583,13.56364151
73.625,13.56364151
73.667,13.56364151
73.708,13.56364151
73.75,13.56364151
73.792,13.56364151
73.833,13.56364151
73.875,13.56364151
73.917,13.56364151
73.958,13.56364151
74,16.5935155
74.042,16.5935155
74.083,16.5935155
74.125,16.5935155
74.167,16.5935155
74.208,16.5935155
74.25,16.5935155
74.292,16.5935155
74.333,16.5935155
74.375,16.5935155
74.417,16.5935155
74.458,16.5935155
74.5,16.5935155
74.542,16.5935155
74.583,16.5935155
74.625,16.5935155
74.667,16.5935155
74.708,16.5935155
74.75,16.5935155
74.792,16.5935155
74.833,16.5935155
74.875,16.5935155
74.917,16.5935155
74.958,16.5935155
75,19.28359054
75.042,19.28359054
75.083,19.28359054
75.125,19.28359054
75.167,19.28359054
75.208,19.28359054
75.25,19.28359054
75.292,19.28359054
75.333,19.28359054
75.375,19.28359054
75.417,19.28359054
75.458,19.28359054
75.5,19.28359054
75.542,19.28359054
75.583,19.28359054
75.625,19.28359054
75.667,19.28359054
75.708,19.28359054
75.75,19.28359054
75.792,19.28359054
75.833,19.28359054
75.875,19.28359054
75.917,19.28359054
75.958,19.28359054
76,16.0555005
76.042,16.0555005
76.083,16.0555005
76.125,16.0555005
76.167,16.0555005
76.208,16.0555005
76.25,16.0555005
76.292,16.0555005
76.333,16.0555005
76.375,16.0555005
76.417,16.0555005
76.458,16.0555005
76.5,16.0555005
76.542,16.0555005
76.583,16.0555005
76.625,16.0555005
76.667,16.0555005
76.708,16.0555005
76.75,16.0555005
76.792,16.0555005
76.833,16.0555005
76.875,16.0555005
76.917,16.0555005
76.958,16.0555005
77,25.11680589
77.042,25.11680589
77.083,25.11680589
77.125,25.11680589
77.167,25.11680589
77.208,25.11680589
77.25,25.11680589
77.292,25.11680589
77.333,25.11680589
77.375,25.11680589
77.417,25.11680589
77.458,25.11680589
77.5,25.11680589
77.542,25.11680589
77.583,25.11680589
77.625,25.11680589
77.667,25.11680589
77.708,25.11680589
77.75,25.11680589
77.792,25.11680589
77.833,25.11680589
77.875,25.11680589
77.917,25.11680589
77.958,25.11680589
78,32.02605125
78.042,32.02605125
78.083,32.02605125
78.125,32.02605125
78.167,32.02605125
78.208,32.02605125
78.25,32.02605125
78.292,32.02605125
78.333,32.02605125
78.375,32.02605125
78.417,32.02605125
78.458,32.02605125
78.5,32.02605125
78.542,32.02605125
78.583,32.02605125
78.625,32.02605125
78.667,32.02605125
78.708,32.02605125
78.75,32.02605125
78.792,32.02605125
78.833,32.02605125
78.875,32.02605125
78.917,32.02605125
78.958,32.02605125
79,27.80688093
79.042,27.80688093
79.083,27.80688093
79.125,27.80688093
79.167,27.80688093
79.208,27.80688093
79.25,27.80688093
79.292,27.80688093
79.333,27.80688093
79.375,27.80688093
79.417,27.80688093
79.458,27.80688093
79.5,27.80688093
79.542,27.80688093
79.583,27.80688093
79.625,27.80688093
79.667,27.80688093
79.708,27.80688093
79.75,27.80688093
79.792,27.80688093
79.833,27.80688093
79.875,27.80688093
79.917,27.80688093
79.958,27.80688093
80,40.91745717
80.042,40.91745717
80.083,40.91745717
80.125,40.91745717
80.167,40.91745717
80.208,40.91745717
80.25,40.91745717
80.292,40.91745717
80.333,40.91745717
80.375,40.91745717
80.417,40.91745717
80.458,40.91745717
80.5,40.91745717
80.542,40.91745717
80.583,40.91745717
80.625,40.91745717
80.667,40.91745717
80.708,40.91745717
80.75,40.91745717
80.792,40.91745717
80.833,40.91745717
80.875,40.91745717
80.917,40.91745717
80.958,40.91745717
81,32.11100099
81.042,32.11100099
81.083,32.11100099
81.125,32.11100099
81.167,32.11100099
81.208,32.11100099
81.25,32.11100099
81.292,32.11100099
81.333,32.11100099
81.375,32.11100099
81.417,32.11100099
81.458,32.11100099
81.5,32.11100099
81.542,32.11100099
81.583,32.11100099
81.625,32.11100099
81.667,32.11100099
81.708,32.11100099
81.75,32.11100099
81.792,32.11100099
81.833,32.11100099
81.875,32.11100099
81.917,32.11100099
81.958,32.11100099
82,24.01245929
82.042,24.01245929
82.083,24.01245929
82.125,24.01245929
82.167,24.01245929
82.208,24.01245929
82.25,24.01245929
82.292,24.01245929
82.333,24.01245929
82.375,24.01245929
82.417,24.01245929
82.458,24.01245929
82.5,24.01245929
82.542,24.01245929
82.583,24.01245929
82.625,24.01245929
82.667,24.01245929
82.708,24.01245929
82.75,24.01245929
82.792,24.01245929
82.833,24.01245929
82.875,24.01245929
82.917,24.01245929
82.958,24.01245929
83,27.49539856
83.042,27.49539856
83.083,27.49539856
83.125,27.49539856
83.167,27.49539856
83.208,27.49539856
83.25,27.49539856
83.292,27.49539856
83.333,27.49539856
83.375,27.49539856
83.417,27.49539856
83.458,27.49539856
83.5,27.49539856
83.542,27.49539856
83.583,27.49539856
83.625,27.49539856
83.667,27.49539856
83.708,27.49539856
83.75,27.49539856
83.792,27.49539856
83.833,27.49539856
83.875,27.49539856
83.917,27.49539856
83.958,27.49539856
84,20.86931899
84.042,20.86931899
84.083,20.86931899
84.125,20.86931899
84.167,20.86931899
84.208,20.86931899
84.25,20.86931899
84.292,20.86931899
84.333,20.86931899
84.375,20.86931899
84.417,20.86931899
84.458,20.86931899
84.5,20.86931899
84.542,20.86931899
84.583,20.86931899
84.625,20.86931899
84.667,20.86931899
84.708,20.86931899
84.75,20.86931899
84.792,20.86931899
84.833,20.86931899
84.875,20.86931899
84.917,20.86931899
84.958,20.86931899
85,20.69941951
85.042,20.69941951
85.083,20.69941951
85.125,20.69941951
85.167,20.69941951
85.208,20.69941951
85.25,20.69941951
85.292,20.69941951
85.333,20.69941951
85.375,20.69941951
85.417,20.69941951
85.458,20.69941951
85.5,20.69941951
85.542,20.69941951
85.583,20.69941951
85.625,20.69941951
85.667,20.69941951
85.708,20.69941951
85.75,20.69941951
85.792,20.69941951
85.833,20.69941951
85.875,20.69941951
85.917,20.69941951
85.958,20.69941951
86,17.18816367
86.042,17.18816367
86.083,17.18816367
86.125,17.18816367
86.167,17.18816367
86.208,17.18816367
86.25,17.18816367
86.292,17.18816367
86.333,17.18816367
86.375,17.18816367
86.417,17.18816367
86.458,17.18816367
86.5,17.18816367
86.542,17.18816367
86.583,17.18816367
86.625,17.18816367
86.667,17.18816367
86.708,17.18816367
86.75,17.18816367
86.792,17.18816367
86.833,17.18816367
86.875,17.18816367
86.917,17.18816367
86.958,17.18816367
87,16.11213365
87.042,16.11213365
87.083,16.11213365
87.125,16.11213365
87.167,16.11213365
87.208,16.11213365
87.25,16.11213365
87.292,16.11213365
87.333,16.11213365
87.375,16.11213365
87.417,16.11213365
87.458,16.11213365
87.5,16.11213365
87.542,16.11213365
87.583,16.11213365
87.625,16.11213365
87.667,16.11213365
87.708,16.11213365
87.75,16.11213365
87.792,16.11213365
87.833,16.11213365
87.875,16.11213365
87.917,16.11213365
87.958,16.11213365
88,15.40421917
88.042,15.40421917
88.083,15.40421917
88.125,15.40421917
88.167,15.40421917
88.208,15.40421917
88.25,15.40421917
88.292,15.40421917
88.333,15.40421917
88.375,15.40421917
88.417,15.40421917
88.458,15.40421917
88.5,15.40421917
88.542,15.40421917
88.583,15.40421917
88.625,15.40421917
88.667,15.40421917
88.708,15.40421917
88.75,15.40421917
88.792,15.40421917
88.833,15.40421917
88.875,15.40421917
88.917,15.40421917
88.958,15.40421917
89,17.49964604
89.042,17.49964604
89.083,17.49964604
89.125,17.49964604
89.167,17.49964604
89.208,17.49964604
89.25,17.49964604
89.292,17.49964604
89.333,17.49964604
89.375,17.49964604
89.417,17.49964604
89.458,17.49964604
89.5,17.49964604
89.542,17.49964604
89.583,17.49964604
89.625,17.49964604
89.667,17.49964604
89.708,17.49964604
89.75,17.49964604
89.792,17.49964604
89.833,17.49964604
89.875,17.49964604
89.917,17.49964604
89.958,17.49964604
90,15.12105338
90.042,15.12105338
90.083,15.12105338
90.125,15.12105338
90.167,15.12105338
90.208,15.12105338
90.25,15.12105338
90.292,15.12105338
90.333,15.12105338
90.375,15.12105338
90.417,15.12105338
90.458,15.12105338
90.5,15.12105338
90.542,15.12105338
90.583,15.12105338
90.625,15.12105338
90.667,15.12105338
90.708,15.12105338
90.75,15.12105338
90.792,15.12105338
90.833,15.12105338
90.875,15.12105338
90.917,15.12105338
90.958,15.12105338
91,18.32082684
91.042,18.32082684
91.083,18.32082684
91.125,18.32082684
91.167,18.32082684
91.208,18.32082684
91.25,18.32082684
91.292,18.32082684
91.333,18.32082684
91.375,18.32082684
91.417,18.32082684
91.458,18.32082684
91.5,18.32082684
91.542,18.32082684
91.583,18.32082684
91.625,18.32082684
91.667,18.32082684
91.708,18.32082684
91.75,18.32082684
91.792,18.32082684
91.833,18.32082684
91.875,18.32082684
91.917,18.32082684
91.958,18.32082684
92,19.3402237
92.042,19.3402237
92.083,19.3402237
92.125,19.3402237
92.167,19.3402237
92.208,19.3402237
92.25,19.3402237
92.292,19.3402237
92.333,19.3402237
92.375,19.3402237
92.417,19.3402237
92.458,19.3402237
92.5,19.3402237
92.542,19.3402237
92.583,19.3402237
92.625,19.3402237
92.667,19.3402237
92.708,19.3402237
92.75,19.3402237
92.792,19.3402237
92.833,19.3402237
92.875,19.3402237
92.917,19.3402237
92.958,19.3402237
93,19.62338949
93.042,19.62338949
93.083,19.62338949
93.125,19.62338949
93.167,19.62338949
93.208,19.62338949
93.25,19.62338949
93.292,19.62338949
93.333,19.62338949
93.375,19.62338949
93.417,19.62338949
93.458,19.62338949
93.5,19.62338949
93.542,19.62338949
93.583,19.62338949
93.625,19.62338949
93.667,19.62338949
93.708,19.62338949
93.75,19.62338949
93.792,19.62338949
93.833,19.62338949
93.875,19.62338949
93.917,19.62338949
93.958,19.62338949
94,17.32974657
94.042,17.32974657
94.083,17.32974657
94.125,17.32974657
94.167,17.32974657
94.208,17.32974657
94.25,17.32974657
94.292,17.32974657
94.333,17.32974657
94.375,17.32974657
94.417,17.32974657
94.458,17.32974657
94.5,17.32974657
94.542,17.32974657
94.583,17.32974657
94.625,17.32974657
94.667,17.32974657
94.708,17.32974657
94.75,17.32974657
94.792,17.32974657
94.833,17.32974657
94.875,17.32974657
94.917,17.32974657
94.958,17.32974657
95,18.29251026
95.042,18.29251026
95.083,18.29251026
95.125,18.29251026
95.167,18.29251026
95.208,18.29251026
95.25,18.29251026
95.292,18.29251026
95.333,18.29251026
95.375,18.29251026
95.417,18.29251026
95.458,18.29251026
95.5,18.29251026
95.542,18.29251026
95.583,18.29251026
95.625,18.29251026
95.667,18.29251026
95.708,18.29251026
95.75,18.29251026
95.792,18.29251026
95.833,18.29251026
95.875,18.29251026
95.917,18.29251026
95.958,18.29251026
96,27.86351409
96.042,27.86351409
96.083,27.86351409
96.125,27.86351409
96.167,27.86351409
96.208,27.86351409
96.25,27.86351409
96.292,27.86351409
96.333,27.86351409
96.375,27.86351409
96.417,27.86351409
96.458,27.86351409
96.5,27.86351409
96.542,27.86351409
96.583,27.86351409
96.625,27.86351409
96.667,27.86351409
96.708,27.86351409
96.75,27.86351409
96.792,27.86351409
96.833,27.86351409
96.875,27.86351409
96.917,27.86351409
96.958,27.86351409
97,27.92014725
97.042,27.92014725
97.083,27.92014725
97.125,27.92014725
97.167,27.92014725
97.208,27.92014725
97.25,27.92014725
97.292,27.92014725
97.333,27.92014725
97.375,27.92014725
97.417,27.92014725
97.458,27.92014725
97.5,27.92014725
97.542,27.92014725
97.583,27.92014725
97.625,27.92014725
97.667,27.92014725
97.708,27.92014725
97.75,27.92014725
97.792,27.92014725
97.833,27.92014725
97.875,27.92014725
97.917,27.92014725
97.958,27.92014725
98,22.11524848
98.042,22.11524848
98.083,22.11524848
98.125,22.11524848
98.167,22.11524848
98.208,22.11524848
98.25,22.11524848
98.292,22.11524848
98.333,22.11524848
98.375,22.11524848
98.417,22.11524848
98.458,22.11524848
98.5,22.11524848
98.542,22.11524848
98.583,22.11524848
98.625,22.11524848
98.667,22.11524848
98.708,22.11524848
98.75,22.11524848
98.792,22.11524848
98.833,22.11524848
98.875,22.11524848
98.917,22.11524848
98.958,22.11524848
99,18.06597763
99.042,18.06597763
99.083,18.06597763
99.125,18.06597763
99.167,18.06597763
99.208,18.06597763
99.25,18.06597763
99.292,18.06597763
99.333,18.06597763
99.375,18.06597763
99.417,18.06597763
99.458,18.06597763
99.5,18.06597763
99.542,18.06597763
99.583,18.06597763
99.625,18.06597763
99.667,18.06597763
99.708,18.06597763
99.75,18.06597763
99.792,18.06597763
99.833,18.06597763
99.875,18.06597763
99.917,18.06597763
99.958,18.06597763
100,16.22539997
100.042,16.22539997
100.083,16.22539997
100.125,16.22539997
100.167,16.22539997
100.208,16.22539997
100.25,16.22539997
100.292,16.22539997
100.333,16.22539997
100.375,16.22539997
100.417,16.22539997
100.458,16.22539997
100.5,16.22539997
100.542,16.22539997
100.583,16.22539997
100.625,16.22539997
100.667,16.22539997
100.708,16.22539997
100.75,16.22539997
100.792,16.22539997
100.833,16.22539997
100.875,16.22539997
100.917,16.22539997
100.958,16.22539997
101,18.91547501
101.042,18.91547501
101.083,18.91547501
101.125,18.91547501
101.167,18.91547501
101.208,18.91547501
101.25,18.91547501
101.292,18.91547501
101.333,18.91547501
101.375,18.91547501
101.417,18.91547501
101.458,18.91547501
101.5,18.91547501
101.542,18.91547501
101.583,18.91547501
101.625,18.91547501
101.667,18.91547501
101.708,18.91547501
101.75,18.91547501
101.792,18.91547501
101.833,18.91547501
101.875,18.91547501
101.917,18.91547501
101.958,18.91547501
102,21.83208268
102.042,21.83208268
102.083,21.83208268
102.125,21.83208268
102.167,21.83208268
102.208,21.83208268
102.25,21.83208268
102.292,21.83208268
102.333,21.83208268
102.375,21.83208268
102.417,21.83208268
102.458,21.83208268
102.5,21.83208268
102.542,21.83208268
102.583,21.83208268
102.625,21.83208268
102.667,21.83208268
102.708,21.83208268
102.75,21.83208268
102.792,21.83208268
102.833,21.83208268
102.875,21.83208268
102.917,21.83208268
102.958,21.83208268
103,22.9081127
103.042,22.9081127
103.083,22.9081127
103.125,22.9081127
103.167,22.9081127
103.208,22.9081127
103.25,22.9081127
103.292,22.9081127
103.333,22.9081127
103.375,22.9081127
103.417,22.9081127
103.458,22.9081127
103.5,22.9081127
103.542,22.9081127
103.583,22.9081127
103.625,22.9081127
103.667,22.9081127
103.708,22.9081127
103.75,22.9081127
103.792,22.9081127
103.833,22.9081127
103.875,22.9081127
103.917,22.9081127
103.958,22.9081127
104,18.43409316
104.042,18.43409316
104.083,18.43409316
104.125,18.43409316
104.167,18.43409316
104.208,18.43409316
104.25,18.43409316
104.292,18.43409316
104.333,18.43409316
104.375,18.43409316
104.417,18.43409316
104.458,18.43409316
104.5,18.43409316
104.542,18.43409316
104.583,18.43409316
104.625,18.43409316
104.667,18.43409316
104.708,18.43409316
104.75,18.43409316
104.792,18.43409316
104.833,18.43409316
104.875,18.43409316
104.917,18.43409316
104.958,18.43409316
105,17.47132946
105.042,17.47132946
105.083,17.47132946
105.125,17.47132946
105.167,17.47132946
105.208,17.47132946
105.25,17.47132946
105.292,17.47132946
105.333,17.47132946
105.375,17.47132946
105.417,17.47132946
105.458,17.47132946
105.5,17.47132946
105.542,17.47132946
105.583,17.47132946
105.625,17.47132946
105.667,17.47132946
105.708,17.47132946
105.75,17.47132946
105.792,17.47132946
105.833,17.47132946
105.875,17.47132946
105.917,17.47132946
105.958,17.47132946
106,16.5935155
106.042,16.5935155
106.083,16.5935155
106.125,16.5935155
106.167,16.5935155
106.208,16.5935155
106.25,16.5935155
106.292,16.5935155
106.333,16.5935155
106.375,16.5935155
106.417,16.5935155
106.458,16.5935155
106.5,16.5935155
106.542,16.5935155
106.583,16.5935155
106.625,16.5935155
106.667,16.5935155
106.708,16.5935155
106.75,16.5935155
106.792,16.5935155
106.833,16.5935155
106.875,16.5935155
106.917,16.5935155
106.958,16.5935155
107,16.42361603
107.042,16.42361603
107.083,16.42361603
107.125,16.42361603
107.167,16.42361603
107.208,16.42361603
107.25,16.42361603
107.292,16.42361603
107.333,16.42361603
107.375,16.42361603
107.417,16.42361603
107.458,16.42361603
107.5,16.42361603
107.542,16.42361603
107.583,16.42361603
107.625,16.42361603
107.667,16.42361603
107.708,16.42361603
107.75,16.42361603
107.792,16.42361603
107.833,16.42361603
107.875,16.42361603
107.917,16.42361603
107.958,16.42361603
108,18.57567606
108.042,18.57567606
108.083,18.57567606
108.125,18.57567606
108.167,18.57567606
108.208,18.57567606
108.25,18.57567606
108.292,18.57567606
108.333,18.57567606
108.375,18.57567606
108.417,18.57567606
108.458,18.57567606
108.5,18.57567606
108.542,18.57567606
108.583,18.57567606
108.625,18.57567606
108.667,18.57567606
108.708,18.57567606
108.75,18.57567606
108.792,18.57567606
108.833,18.57567606
108.875,18.57567606
108.917,18.57567606
108.958,18.57567606
109,19.99150503
109.042,19.99150503
109.083,19.99150503
109.125,19.99150503
109.167,19.99150503
109.208,19.99150503
109.25,19.99150503
109.292,19.99150503
109.333,19.99150503
109.375,19.99150503
109.417,19.99150503
109.458,19.99150503
109.5,19.99150503
109.542,19.99150503
109.583,19.99150503
109.625,19.99150503
109.667,19.99150503
109.708,19.99150503
109.75,19.99150503
109.792,19.99150503
109.833,19.99150503
109.875,19.99150503
109.917,19.99150503
109.958,19.99150503
110,18.80220869
110.042,18.80220869
110.083,18.80220869
110.125,18.80220869
110.167,18.80220869
110.208,18.80220869
110.25,18.80220869
110.292,18.80220869
110.333,18.80220869
110.375,18.80220869
110.417,18.80220869
110.458,18.80220869
110.5,18.80220869
110.542,18.80220869
110.583,18.80220869
110.625,18.80220869
110.667,18.80220869
110.708,18.80220869
110.75,18.80220869
110.792,18.80220869
110.833,18.80220869
110.875,18.80220869
110.917,18.80220869
110.958,18.80220869
111,18.00934447
111.042,18.00934447
111.083,18.00934447
111.125,18.00934447
111.167,18.00934447
111.208,18.00934447
111.25,18.00934447
111.292,18.00934447
111.333,18.00934447
111.375,18.00934447
111.417,18.00934447
111.458,18.00934447
111.5,18.00934447
111.542,18.00934447
111.583,18.00934447
111.625,18.00934447
111.667,18.00934447
111.708,18.00934447
111.75,18.00934447
111.792,18.00934447
111.833,18.00934447
111.875,18.00934447
111.917,18.00934447
111.958,18.00934447
112,16.70678182
112.042,16.70678182
112.083,16.70678182
112.125,16.70678182
112.167,16.70678182
112.208,16.70678182
112.25,16.70678182
112.292,16.70678182
112.333,16.70678182
112.375,16.70678182
112.417,16.70678182
112.458,16.70678182
112.5,16.70678182
112.542,16.70678182
112.583,16.70678182
112.625,16.70678182
112.667,16.70678182
112.708,16.70678182
112.75,16.70678182
112.792,16.70678182
112.833,16.70678182
112.875,16.70678182
112.917,16.70678182
112.958,16.70678182
113,14.1299731
113.042,14.1299731
113.083,14.1299731
113.125,14.1299731
113.167,14.1299731
113.208,14.1299731
113.25,14.1299731
113.292,14.1299731
113.333,14.1299731
113.375,14.1299731
113.417,14.1299731
113.458,14.1299731
113.5,14.1299731
113.542,14.1299731
113.583,14.1299731
113.625,14.1299731
113.667,14.1299731
113.708,14.1299731
113.75,14.1299731
113.792,14.1299731
113.833,14.1299731
113.875,14.1299731
113.917,14.1299731
113.958,14.1299731
114,15.06442022
114.042,15.06442022
114.083,15.06442022
114.125,15.06442022
114.167,15.06442022
114.208,15.06442022
114.25,15.06442022
114.292,15.06442022
114.333,15.06442022
114.375,15.06442022
114.417,15.06442022
114.458,15.06442022
114.5,15.06442022
114.542,15.06442022
114.583,15.06442022
114.625,15.06442022
114.667,15.06442022
114.708,15.06442022
114.75,15.06442022
114.792,15.06442022
114.833,15.06442022
114.875,15.06442022
114.917,15.06442022
114.958,15.06442022
115,11.86464675
115.042,11.86464675
115.083,11.86464675
115.125,11.86464675
115.167,11.86464675
115.208,11.86464675
115.25,11.86464675
115.292,11.86464675
115.333,11.86464675
115.375,11.86464675
115.417,11.86464675
115.458,11.86464675
115.5,11.86464675
115.542,11.86464675
115.583,11.86464675
115.625,11.86464675
115.667,11.86464675
115.708,11.86464675
115.75,11.86464675
115.792,11.86464675
115.833,11.86464675
115.875,11.86464675
115.917,11.86464675
115.958,11.86464675
116,9.372787767
116.042,9.372787767
116.083,9.372787767
116.125,9.372787767
116.167,9.372787767
116.208,9.372787767
116.25,9.372787767
116.292,9.372787767
116.333,9.372787767
116.375,9.372787767
116.417,9.372787767
116.458,9.372787767
116.5,9.372787767
116.542,9.372787767
116.583,9.372787767
116.625,9.372787767
116.667,9.372787767
116.708,9.372787767
116.75,9.372787767
116.792,9.372787767
116.833,9.372787767
116.875,9.372787767
116.917,9.372787767
116.958,9.372787767
117,16.02718392
117.042,16.02718392
117.083,16.02718392
117.125,16.02718392
117.167,16.02718392
117.208,16.02718392
117.25,16.02718392
117.292,16.02718392
117.333,16.02718392
117.375,16.02718392
117.417,16.02718392
117.458,16.02718392
117.5,16.02718392
117.542,16.02718392
117.583,16.02718392
117.625,16.02718392
117.667,16.02718392
117.708,16.02718392
117.75,16.02718392
117.792,16.02718392
117.833,16.02718392
117.875,16.02718392
117.917,16.02718392
117.958,16.02718392
118,14.55472179
118.042,14.55472179
118.083,14.55472179
118.125,14.55472179
118.167,14.55472179
118.208,14.55472179
118.25,14.55472179
118.292,14.55472179
118.333,14.55472179
118.375,14.55472179
118.417,14.55472179
118.458,14.55472179
118.5,14.55472179
118.542,14.55472179
118.583,14.55472179
118.625,14.55472179
118.667,14.55472179
118.708,14.55472179
118.75,14.55472179
118.792,14.55472179
118.833,14.55472179
118.875,14.55472179
118.917,14.55472179
118.958,14.55472179
119,12.82741045
119.042,12.82741045
119.083,12.82741045
119.125,12.82741045
119.167,12.82741045
119.208,12.82741045
119.25,12.82741045
119.292,12.82741045
119.333,12.82741045
119.375,12.82741045
119.417,12.82741045
119.458,12.82741045
119.5,12.82741045
119.542,12.82741045
119.583,12.82741045
119.625,12.82741045
119.667,12.82741045
119.708,12.82741045
119.75,12.82741045
119.792,12.82741045
119.833,12.82741045
119.875,12.82741045
119.917,12.82741045
119.958,12.82741045
120,14.271556
120.042,14.271556
120.083,14.271556
120.125,14.271556
120.167,14.271556
120.208,14.271556
120.25,14.271556
120.292,14.271556
120.333,14.271556
120.375,14.271556
120.417,14.271556
120.458,14.271556
120.5,14.271556
120.542,14.271556
120.583,14.271556
120.625,14.271556
120.667,14.271556
120.708,14.271556
120.75,14.271556
120.792,14.271556
120.833,14.271556
120.875,14.271556
120.917,14.271556
120.958,14.271556
121,20.92595214
121.042,20.92595214
121.083,20.92595214
121.125,20.92595214
121.167,20.92595214
121.208,20.92595214
121.25,20.92595214
121.292,20.92595214
121.333,20.92595214
121.375,20.92595214
121.417,20.92595214
121.458,20.92595214
121.5,20.92595214
121.542,20.92595214
121.583,20.92595214
121.625,20.92595214
121.667,20.92595214
121.708,20.92595214
121.75,20.92595214
121.792,20.92595214
121.833,20.92595214
121.875,20.92595214
121.917,20.92595214
121.958,20.92595214
122,33.01713153
122.042,33.01713153
122.083,33.01713153
122.125,33.01713153
122.167,33.01713153
122.208,33.01713153
122.25,33.01713153
122.292,33.01713153
122.333,33.01713153
122.375,33.01713153
122.417,33.01713153
122.458,33.01713153
122.5,33.01713153
122.542,33.01713153
122.583,33.01713153
122.625,33.01713153
122.667,33.01713153
122.708,33.01713153
122.75,33.01713153
122.792,33.01713153
122.833,33.01713153
122.875,33.01713153
122.917,33.01713153
122.958,33.01713153
123,39.95469347
123.042,39.95469347
123.083,39.95469347
123.125,39.95469347
123.167,39.95469347
123.208,39.95469347
123.25,39.95469347
123.292,39.95469347
123.333,39.95469347
123.375,39.95469347
123.417,39.95469347
123.458,39.95469347
123.5,39.95469347
123.542,39.95469347
123.583,39.95469347
123.625,39.95469347
123.667,39.95469347
123.708,39.95469347
123.75,39.95469347
123.792,39.95469347
123.833,39.95469347
123.875,39.95469347
