$Trinity Lake Swift Cr inflow Tw updated year 2017 YC 06/01/23,
",,,",
Jday,Swift 
184.5,14.82
184.542,14.82
184.583,14.82
184.625,14.82
184.667,14.82
184.708,14.82
184.75,14.82
184.792,14.82
184.833,14.82
184.875,14.82
184.917,14.82
184.958,14.82
185,14.87
185.042,14.87
185.083,14.87
185.125,14.87
185.167,14.87
185.208,14.87
185.25,14.87
185.292,14.87
185.333,14.87
185.375,14.87
185.417,14.87
185.458,14.87
185.5,14.87
185.542,14.87
185.583,14.87
185.625,14.87
185.667,14.87
185.708,14.87
185.75,14.87
185.792,14.87
185.833,14.87
185.875,14.87
185.917,14.87
185.958,14.87
186,14.62
186.042,14.62
186.083,14.62
186.125,14.62
186.167,14.62
186.208,14.62
186.25,14.62
186.292,14.62
186.333,14.62
186.375,14.62
186.417,14.62
186.458,14.62
186.5,14.62
186.542,14.62
186.583,14.62
186.625,14.62
186.667,14.62
186.708,14.62
186.75,14.62
186.792,14.62
186.833,14.62
186.875,14.62
186.917,14.62
186.958,14.62
187,14.76
187.042,14.76
187.083,14.76
187.125,14.76
187.167,14.76
187.208,14.76
187.25,14.76
187.292,14.76
187.333,14.76
187.375,14.76
187.417,14.76
187.458,14.76
187.5,14.76
187.542,14.76
187.583,14.76
187.625,14.76
187.667,14.76
187.708,14.76
187.75,14.76
187.792,14.76
187.833,14.76
187.875,14.76
187.917,14.76
187.958,14.76
188,14.9
188.042,14.9
188.083,14.9
188.125,14.9
188.167,14.9
188.208,14.9
188.25,14.9
188.292,14.9
188.333,14.9
188.375,14.9
188.417,14.9
188.458,14.9
188.5,14.9
188.542,14.9
188.583,14.9
188.625,14.9
188.667,14.9
188.708,14.9
188.75,14.9
188.792,14.9
188.833,14.9
188.875,14.9
188.917,14.9
188.958,14.9
189,14.85
189.042,14.85
189.083,14.85
189.125,14.85
189.167,14.85
189.208,14.85
189.25,14.85
189.292,14.85
189.333,14.85
189.375,14.85
189.417,14.85
189.458,14.85
189.5,14.85
189.542,14.85
189.583,14.85
189.625,14.85
189.667,14.85
189.708,14.85
189.75,14.85
189.792,14.85
189.833,14.85
189.875,14.85
189.917,14.85
189.958,14.85
190,15.33
190.042,15.33
190.083,15.33
190.125,15.33
190.167,15.33
190.208,15.33
190.25,15.33
190.292,15.33
190.333,15.33
190.375,15.33
190.417,15.33
190.458,15.33
190.5,15.33
190.542,15.33
190.583,15.33
190.625,15.33
190.667,15.33
190.708,15.33
190.75,15.33
190.792,15.33
190.833,15.33
190.875,15.33
190.917,15.33
190.958,15.33
191,15.64
191.042,15.64
191.083,15.64
191.125,15.64
191.167,15.64
191.208,15.64
191.25,15.64
191.292,15.64
191.333,15.64
191.375,15.64
191.417,15.64
191.458,15.64
191.5,15.64
191.542,15.64
191.583,15.64
191.625,15.64
191.667,15.64
191.708,15.64
191.75,15.64
191.792,15.64
191.833,15.64
191.875,15.64
191.917,15.64
191.958,15.64
192,15.83
192.042,15.83
192.083,15.83
192.125,15.83
192.167,15.83
192.208,15.83
192.25,15.83
192.292,15.83
192.333,15.83
192.375,15.83
192.417,15.83
192.458,15.83
192.5,15.83
192.542,15.83
192.583,15.83
192.625,15.83
192.667,15.83
192.708,15.83
192.75,15.83
192.792,15.83
192.833,15.83
192.875,15.83
192.917,15.83
192.958,15.83
193,16.28
193.042,16.28
193.083,16.28
193.125,16.28
193.167,16.28
193.208,16.28
193.25,16.28
193.292,16.28
193.333,16.28
193.375,16.28
193.417,16.28
193.458,16.28
193.5,16.28
193.542,16.28
193.583,16.28
193.625,16.28
193.667,16.28
193.708,16.28
193.75,16.28
193.792,16.28
193.833,16.28
193.875,16.28
193.917,16.28
193.958,16.28
194,16.11
194.042,16.11
194.083,16.11
194.125,16.11
194.167,16.11
194.208,16.11
194.25,16.11
194.292,16.11
194.333,16.11
194.375,16.11
194.417,16.11
194.458,16.11
194.5,16.11
194.542,16.11
194.583,16.11
194.625,16.11
194.667,16.11
194.708,16.11
194.75,16.11
194.792,16.11
194.833,16.11
194.875,16.11
194.917,16.11
194.958,16.11
195,16.35
195.042,16.35
195.083,16.35
195.125,16.35
195.167,16.35
195.208,16.35
195.25,16.35
195.292,16.35
195.333,16.35
195.375,16.35
195.417,16.35
195.458,16.35
195.5,16.35
195.542,16.35
195.583,16.35
195.625,16.35
195.667,16.35
195.708,16.35
195.75,16.35
195.792,16.35
195.833,16.35
195.875,16.35
195.917,16.35
195.958,16.35
196,16.31
196.042,16.31
196.083,16.31
196.125,16.31
196.167,16.31
196.208,16.31
196.25,16.31
196.292,16.31
196.333,16.31
196.375,16.31
196.417,16.31
196.458,16.31
196.5,16.31
196.542,16.31
196.583,16.31
196.625,16.31
196.667,16.31
196.708,16.31
196.75,16.31
196.792,16.31
196.833,16.31
196.875,16.31
196.917,16.31
196.958,16.31
197,16.05
197.042,16.05
197.083,16.05
197.125,16.05
197.167,16.05
197.208,16.05
197.25,16.05
197.292,16.05
197.333,16.05
197.375,16.05
197.417,16.05
197.458,16.05
197.5,16.05
197.542,16.05
197.583,16.05
197.625,16.05
197.667,16.05
197.708,16.05
197.75,16.05
197.792,16.05
197.833,16.05
197.875,16.05
197.917,16.05
197.958,16.05
198,16.06
198.042,16.06
198.083,16.06
198.125,16.06
198.167,16.06
198.208,16.06
198.25,16.06
198.292,16.06
198.333,16.06
198.375,16.06
198.417,16.06
198.458,16.06
198.5,16.06
198.542,16.06
198.583,16.06
198.625,16.06
198.667,16.06
198.708,16.06
198.75,16.06
198.792,16.06
198.833,16.06
198.875,16.06
198.917,16.06
198.958,16.06
199,15.98
199.042,15.98
199.083,15.98
199.125,15.98
199.167,15.98
199.208,15.98
199.25,15.98
199.292,15.98
199.333,15.98
199.375,15.98
199.417,15.98
199.458,15.98
199.5,15.98
199.542,15.98
199.583,15.98
199.625,15.98
199.667,15.98
199.708,15.98
199.75,15.98
199.792,15.98
199.833,15.98
199.875,15.98
199.917,15.98
199.958,15.98
200,16.02
200.042,16.02
200.083,16.02
200.125,16.02
200.167,16.02
200.208,16.02
200.25,16.02
200.292,16.02
200.333,16.02
200.375,16.02
200.417,16.02
200.458,16.02
200.5,16.02
200.542,16.02
200.583,16.02
200.625,16.02
200.667,16.02
200.708,16.02
200.75,16.02
200.792,16.02
200.833,16.02
200.875,16.02
200.917,16.02
200.958,16.02
201,16.04
201.042,16.04
201.083,16.04
201.125,16.04
201.167,16.04
201.208,16.04
201.25,16.04
201.292,16.04
201.333,16.04
201.375,16.04
201.417,16.04
201.458,16.04
201.5,16.04
201.542,16.04
201.583,16.04
201.625,16.04
201.667,16.04
201.708,16.04
201.75,16.04
201.792,16.04
201.833,16.04
201.875,16.04
201.917,16.04
201.958,16.04
202,16.14
202.042,16.14
202.083,16.14
202.125,16.14
202.167,16.14
202.208,16.14
202.25,16.14
202.292,16.14
202.333,16.14
202.375,16.14
202.417,16.14
202.458,16.14
202.5,16.14
202.542,16.14
202.583,16.14
202.625,16.14
202.667,16.14
202.708,16.14
202.75,16.14
202.792,16.14
202.833,16.14
202.875,16.14
202.917,16.14
202.958,16.14
203,16.82
203.042,16.82
203.083,16.82
203.125,16.82
203.167,16.82
203.208,16.82
203.25,16.82
203.292,16.82
203.333,16.82
203.375,16.82
203.417,16.82
203.458,16.82
203.5,16.82
203.542,16.82
203.583,16.82
203.625,16.82
203.667,16.82
203.708,16.82
203.75,16.82
203.792,16.82
203.833,16.82
203.875,16.82
203.917,16.82
203.958,16.82
204,17.39
204.042,17.39
204.083,17.39
204.125,17.39
204.167,17.39
204.208,17.39
204.25,17.39
204.292,17.39
204.333,17.39
204.375,17.39
204.417,17.39
204.458,17.39
204.5,17.39
204.542,17.39
204.583,17.39
204.625,17.39
204.667,17.39
204.708,17.39
204.75,17.39
204.792,17.39
204.833,17.39
204.875,17.39
204.917,17.39
204.958,17.39
205,17.51
205.042,17.51
205.083,17.51
205.125,17.51
205.167,17.51
205.208,17.51
205.25,17.51
205.292,17.51
205.333,17.51
205.375,17.51
205.417,17.51
205.458,17.51
205.5,17.51
205.542,17.51
205.583,17.51
205.625,17.51
205.667,17.51
205.708,17.51
205.75,17.51
205.792,17.51
205.833,17.51
205.875,17.51
205.917,17.51
205.958,17.51
206,17.31
206.042,17.31
206.083,17.31
206.125,17.31
206.167,17.31
206.208,17.31
206.25,17.31
206.292,17.31
206.333,17.31
206.375,17.31
206.417,17.31
206.458,17.31
206.5,17.31
206.542,17.31
206.583,17.31
206.625,17.31
206.667,17.31
206.708,17.31
206.75,17.31
206.792,17.31
206.833,17.31
206.875,17.31
206.917,17.31
206.958,17.31
207,17.59
207.042,17.59
207.083,17.59
207.125,17.59
207.167,17.59
207.208,17.59
207.25,17.59
207.292,17.59
207.333,17.59
207.375,17.59
207.417,17.59
207.458,17.59
207.5,17.59
207.542,17.59
207.583,17.59
207.625,17.59
207.667,17.59
207.708,17.59
207.75,17.59
207.792,17.59
207.833,17.59
207.875,17.59
207.917,17.59
207.958,17.59
208,18.12
208.042,18.12
208.083,18.12
208.125,18.12
208.167,18.12
208.208,18.12
208.25,18.12
208.292,18.12
208.333,18.12
208.375,18.12
208.417,18.12
208.458,18.12
208.5,18.12
208.542,18.12
208.583,18.12
208.625,18.12
208.667,18.12
208.708,18.12
208.75,18.12
208.792,18.12
208.833,18.12
208.875,18.12
208.917,18.12
208.958,18.12
209,17.97
209.042,17.97
209.083,17.97
209.125,17.97
209.167,17.97
209.208,17.97
209.25,17.97
209.292,17.97
209.333,17.97
209.375,17.97
209.417,17.97
209.458,17.97
209.5,17.97
209.542,17.97
209.583,17.97
209.625,17.97
209.667,17.97
209.708,17.97
209.75,17.97
209.792,17.97
209.833,17.97
209.875,17.97
209.917,17.97
209.958,17.97
210,18.16
210.042,18.16
210.083,18.16
210.125,18.16
210.167,18.16
210.208,18.16
210.25,18.16
210.292,18.16
210.333,18.16
210.375,18.16
210.417,18.16
210.458,18.16
210.5,18.16
210.542,18.16
210.583,18.16
210.625,18.16
210.667,18.16
210.708,18.16
210.75,18.16
210.792,18.16
210.833,18.16
210.875,18.16
210.917,18.16
210.958,18.16
211,18.41
211.042,18.41
211.083,18.41
211.125,18.41
211.167,18.41
211.208,18.41
211.25,18.41
211.292,18.41
211.333,18.41
211.375,18.41
211.417,18.41
211.458,18.41
211.5,18.41
211.542,18.41
211.583,18.41
211.625,18.41
211.667,18.41
211.708,18.41
211.75,18.41
211.792,18.41
211.833,18.41
211.875,18.41
211.917,18.41
211.958,18.41
212,18.88
212.042,18.88
212.083,18.88
212.125,18.88
212.167,18.88
212.208,18.88
212.25,18.88
212.292,18.88
212.333,18.88
212.375,18.88
212.417,18.88
212.458,18.88
212.5,18.88
212.542,18.88
212.583,18.88
212.625,18.88
212.667,18.88
212.708,18.88
212.75,18.88
212.792,18.88
212.833,18.88
212.875,18.88
212.917,18.88
212.958,18.88
213,19.18
213.042,19.18
213.083,19.18
213.125,19.18
213.167,19.18
213.208,19.18
213.25,19.18
213.292,19.18
213.333,19.18
213.375,19.18
213.417,19.18
213.458,19.18
213.5,19.18
213.542,19.18
213.583,19.18
213.625,19.18
213.667,19.18
213.708,19.18
213.75,19.18
213.792,19.18
213.833,19.18
213.875,19.18
213.917,19.18
213.958,19.18
214,19.87
214.042,19.87
214.083,19.87
214.125,19.87
214.167,19.87
214.208,19.87
214.25,19.87
214.292,19.87
214.333,19.87
214.375,19.87
214.417,19.87
214.458,19.87
214.5,19.87
214.542,19.87
214.583,19.87
214.625,19.87
214.667,19.87
214.708,19.87
214.75,19.87
214.792,19.87
214.833,19.87
214.875,19.87
214.917,19.87
214.958,19.87
215,19.86
215.042,19.86
215.083,19.86
215.125,19.86
215.167,19.86
215.208,19.86
215.25,19.86
215.292,19.86
215.333,19.86
215.375,19.86
215.417,19.86
215.458,19.86
215.5,19.86
215.542,19.86
215.583,19.86
215.625,19.86
215.667,19.86
215.708,19.86
215.75,19.86
215.792,19.86
215.833,19.86
215.875,19.86
215.917,19.86
215.958,19.86
216,19.05
216.042,19.05
216.083,19.05
216.125,19.05
216.167,19.05
216.208,19.05
216.25,19.05
216.292,19.05
216.333,19.05
216.375,19.05
216.417,19.05
216.458,19.05
216.5,19.05
216.542,19.05
216.583,19.05
216.625,19.05
216.667,19.05
216.708,19.05
216.75,19.05
216.792,19.05
216.833,19.05
216.875,19.05
216.917,19.05
216.958,19.05
217,19.62
217.042,19.62
217.083,19.62
217.125,19.62
217.167,19.62
217.208,19.62
217.25,19.62
217.292,19.62
217.333,19.62
217.375,19.62
217.417,19.62
217.458,19.62
217.5,19.62
217.542,19.62
217.583,19.62
217.625,19.62
217.667,19.62
217.708,19.62
217.75,19.62
217.792,19.62
217.833,19.62
217.875,19.62
217.917,19.62
217.958,19.62
218,18.92
218.042,18.92
218.083,18.92
218.125,18.92
218.167,18.92
218.208,18.92
218.25,18.92
218.292,18.92
218.333,18.92
218.375,18.92
218.417,18.92
218.458,18.92
218.5,18.92
218.542,18.92
218.583,18.92
218.625,18.92
218.667,18.92
218.708,18.92
218.75,18.92
218.792,18.92
218.833,18.92
218.875,18.92
218.917,18.92
218.958,18.92
219,18.55
219.042,18.55
219.083,18.55
219.125,18.55
219.167,18.55
219.208,18.55
219.25,18.55
219.292,18.55
219.333,18.55
219.375,18.55
219.417,18.55
219.458,18.55
219.5,18.55
219.542,18.55
219.583,18.55
219.625,18.55
219.667,18.55
219.708,18.55
219.75,18.55
219.792,18.55
219.833,18.55
219.875,18.55
219.917,18.55
219.958,18.55
220,18.42
220.042,18.42
220.083,18.42
220.125,18.42
220.167,18.42
220.208,18.42
220.25,18.42
220.292,18.42
220.333,18.42
220.375,18.42
220.417,18.42
220.458,18.42
220.5,18.42
220.542,18.42
220.583,18.42
220.625,18.42
220.667,18.42
220.708,18.42
220.75,18.42
220.792,18.42
220.833,18.42
220.875,18.42
220.917,18.42
220.958,18.42
221,18.63
221.042,18.63
221.083,18.63
221.125,18.63
221.167,18.63
221.208,18.63
221.25,18.63
221.292,18.63
221.333,18.63
221.375,18.63
221.417,18.63
221.458,18.63
221.5,18.63
221.542,18.63
221.583,18.63
221.625,18.63
221.667,18.63
221.708,18.63
221.75,18.63
221.792,18.63
221.833,18.63
221.875,18.63
221.917,18.63
221.958,18.63
222,18.29
222.042,18.29
222.083,18.29
222.125,18.29
222.167,18.29
222.208,18.29
222.25,18.29
222.292,18.29
222.333,18.29
222.375,18.29
222.417,18.29
222.458,18.29
222.5,18.29
222.542,18.29
222.583,18.29
222.625,18.29
222.667,18.29
222.708,18.29
222.75,18.29
222.792,18.29
222.833,18.29
222.875,18.29
222.917,18.29
222.958,18.29
223,18.22
223.042,18.22
223.083,18.22
223.125,18.22
223.167,18.22
223.208,18.22
223.25,18.22
223.292,18.22
223.333,18.22
223.375,18.22
223.417,18.22
223.458,18.22
223.5,18.22
223.542,18.22
223.583,18.22
223.625,18.22
223.667,18.22
223.708,18.22
223.75,18.22
223.792,18.22
223.833,18.22
223.875,18.22
223.917,18.22
223.958,18.22
224,18.46
224.042,18.46
224.083,18.46
224.125,18.46
224.167,18.46
224.208,18.46
224.25,18.46
224.292,18.46
224.333,18.46
224.375,18.46
224.417,18.46
224.458,18.46
224.5,18.46
224.542,18.46
224.583,18.46
224.625,18.46
224.667,18.46
224.708,18.46
224.75,18.46
224.792,18.46
224.833,18.46
224.875,18.46
224.917,18.46
224.958,18.46
225,18.01
225.042,18.01
225.083,18.01
225.125,18.01
225.167,18.01
225.208,18.01
225.25,18.01
225.292,18.01
225.333,18.01
225.375,18.01
225.417,18.01
225.458,18.01
225.5,18.01
225.542,18.01
225.583,18.01
225.625,18.01
225.667,18.01
225.708,18.01
225.75,18.01
225.792,18.01
225.833,18.01
225.875,18.01
225.917,18.01
225.958,18.01
226,18.86
226.042,18.86
226.083,18.86
226.125,18.86
226.167,18.86
226.208,18.86
226.25,18.86
226.292,18.86
226.333,18.86
226.375,18.86
226.417,18.86
226.458,18.86
226.5,18.86
226.542,18.86
226.583,18.86
226.625,18.86
226.667,18.86
226.708,18.86
226.75,18.86
226.792,18.86
226.833,18.86
226.875,18.86
226.917,18.86
226.958,18.86
227,18.33
227.042,18.33
227.083,18.33
227.125,18.33
227.167,18.33
227.208,18.33
227.25,18.33
227.292,18.33
227.333,18.33
227.375,18.33
227.417,18.33
227.458,18.33
227.5,18.33
227.542,18.33
227.583,18.33
227.625,18.33
227.667,18.33
227.708,18.33
227.75,18.33
227.792,18.33
227.833,18.33
227.875,18.33
227.917,18.33
227.958,18.33
228,18.44
228.042,18.44
228.083,18.44
228.125,18.44
228.167,18.44
228.208,18.44
228.25,18.44
228.292,18.44
228.333,18.44
228.375,18.44
228.417,18.44
228.458,18.44
228.5,18.44
228.542,18.44
228.583,18.44
228.625,18.44
228.667,18.44
228.708,18.44
228.75,18.44
228.792,18.44
228.833,18.44
228.875,18.44
228.917,18.44
228.958,18.44
229,18.85
229.042,18.85
229.083,18.85
229.125,18.85
229.167,18.85
229.208,18.85
229.25,18.85
229.292,18.85
229.333,18.85
229.375,18.85
229.417,18.85
229.458,18.85
229.5,18.85
229.542,18.85
229.583,18.85
229.625,18.85
229.667,18.85
229.708,18.85
229.75,18.85
229.792,18.85
229.833,18.85
229.875,18.85
229.917,18.85
229.958,18.85
230,19.15
230.042,19.15
230.083,19.15
230.125,19.15
230.167,19.15
230.208,19.15
230.25,19.15
230.292,19.15
230.333,19.15
230.375,19.15
230.417,19.15
230.458,19.15
230.5,19.15
230.542,19.15
230.583,19.15
230.625,19.15
230.667,19.15
230.708,19.15
230.75,19.15
230.792,19.15
230.833,19.15
230.875,19.15
230.917,19.15
230.958,19.15
231,18.88
231.042,18.88
231.083,18.88
231.125,18.88
231.167,18.88
231.208,18.88
231.25,18.88
231.292,18.88
231.333,18.88
231.375,18.88
231.417,18.88
231.458,18.88
231.5,18.88
231.542,18.88
231.583,18.88
231.625,18.88
231.667,18.88
231.708,18.88
231.75,18.88
231.792,18.88
231.833,18.88
231.875,18.88
231.917,18.88
231.958,18.88
232,18.83
232.042,18.83
232.083,18.83
232.125,18.83
232.167,18.83
232.208,18.83
232.25,18.83
232.292,18.83
232.333,18.83
232.375,18.83
232.417,18.83
232.458,18.83
232.5,18.83
232.542,18.83
232.583,18.83
232.625,18.83
232.667,18.83
232.708,18.83
232.75,18.83
232.792,18.83
232.833,18.83
232.875,18.83
232.917,18.83
232.958,18.83
233,18.98
233.042,18.98
233.083,18.98
233.125,18.98
233.167,18.98
233.208,18.98
233.25,18.98
233.292,18.98
233.333,18.98
233.375,18.98
233.417,18.98
233.458,18.98
233.5,18.98
233.542,18.98
233.583,18.98
233.625,18.98
233.667,18.98
233.708,18.98
233.75,18.98
233.792,18.98
233.833,18.98
233.875,18.98
233.917,18.98
233.958,18.98
234,19.63
234.042,19.63
234.083,19.63
234.125,19.63
234.167,19.63
234.208,19.63
234.25,19.63
234.292,19.63
234.333,19.63
234.375,19.63
234.417,19.63
234.458,19.63
234.5,19.63
234.542,19.63
234.583,19.63
234.625,19.63
234.667,19.63
234.708,19.63
234.75,19.63
234.792,19.63
234.833,19.63
234.875,19.63
234.917,19.63
234.958,19.63
235,19.17
235.042,19.17
235.083,19.17
235.125,19.17
235.167,19.17
235.208,19.17
235.25,19.17
235.292,19.17
235.333,19.17
235.375,19.17
235.417,19.17
235.458,19.17
235.5,19.17
235.542,19.17
235.583,19.17
235.625,19.17
235.667,19.17
235.708,19.17
235.75,19.17
235.792,19.17
235.833,19.17
235.875,19.17
235.917,19.17
235.958,19.17
236,19.05
236.042,19.05
236.083,19.05
236.125,19.05
236.167,19.05
236.208,19.05
236.25,19.05
236.292,19.05
236.333,19.05
236.375,19.05
236.417,19.05
236.458,19.05
236.5,19.05
236.542,19.05
236.583,19.05
236.625,19.05
236.667,19.05
236.708,19.05
236.75,19.05
236.792,19.05
236.833,19.05
236.875,19.05
236.917,19.05
236.958,19.05
237,19.08
237.042,19.08
237.083,19.08
237.125,19.08
237.167,19.08
237.208,19.08
237.25,19.08
237.292,19.08
237.333,19.08
237.375,19.08
237.417,19.08
237.458,19.08
237.5,19.08
237.542,19.08
237.583,19.08
237.625,19.08
237.667,19.08
237.708,19.08
237.75,19.08
237.792,19.08
237.833,19.08
237.875,19.08
237.917,19.08
237.958,19.08
238,18.95
238.042,18.95
238.083,18.95
238.125,18.95
238.167,18.95
238.208,18.95
238.25,18.95
238.292,18.95
238.333,18.95
238.375,18.95
238.417,18.95
238.458,18.95
238.5,18.95
238.542,18.95
238.583,18.95
238.625,18.95
238.667,18.95
238.708,18.95
238.75,18.95
238.792,18.95
238.833,18.95
238.875,18.95
238.917,18.95
238.958,18.95
239,18.42
239.042,18.42
239.083,18.42
239.125,18.42
239.167,18.42
239.208,18.42
239.25,18.42
239.292,18.42
239.333,18.42
239.375,18.42
239.417,18.42
239.458,18.42
239.5,18.42
239.542,18.42
239.583,18.42
239.625,18.42
239.667,18.42
239.708,18.42
239.75,18.42
239.792,18.42
239.833,18.42
239.875,18.42
239.917,18.42
239.958,18.42
240,18.81
240.042,18.81
240.083,18.81
240.125,18.81
240.167,18.81
240.208,18.81
240.25,18.81
240.292,18.81
240.333,18.81
240.375,18.81
240.417,18.81
240.458,18.81
240.5,18.81
240.542,18.81
240.583,18.81
240.625,18.81
240.667,18.81
240.708,18.81
240.75,18.81
240.792,18.81
240.833,18.81
240.875,18.81
240.917,18.81
240.958,18.81
241,19.01
241.042,19.01
241.083,19.01
241.125,19.01
241.167,19.01
241.208,19.01
241.25,19.01
241.292,19.01
241.333,19.01
241.375,19.01
241.417,19.01
241.458,19.01
241.5,19.01
241.542,19.01
241.583,19.01
241.625,19.01
241.667,19.01
241.708,19.01
241.75,19.01
241.792,19.01
241.833,19.01
241.875,19.01
241.917,19.01
241.958,19.01
242,18.63
242.042,18.63
242.083,18.63
242.125,18.63
242.167,18.63
242.208,18.63
242.25,18.63
242.292,18.63
242.333,18.63
242.375,18.63
242.417,18.63
242.458,18.63
242.5,18.63
242.542,18.63
242.583,18.63
242.625,18.63
242.667,18.63
242.708,18.63
242.75,18.63
242.792,18.63
242.833,18.63
242.875,18.63
242.917,18.63
242.958,18.63
243,17.14
243.042,17.14
243.083,17.14
243.125,17.14
243.167,17.14
243.208,17.14
243.25,17.14
243.292,17.14
243.333,17.14
243.375,17.14
243.417,17.14
243.458,17.14
243.5,17.14
243.542,17.14
243.583,17.14
243.625,17.14
243.667,17.14
243.708,17.14
243.75,17.14
243.792,17.14
243.833,17.14
243.875,17.14
243.917,17.14
243.958,17.14
244,16.93
244.042,16.93
244.083,16.93
244.125,16.93
244.167,16.93
244.208,16.93
244.25,16.93
244.292,16.93
244.333,16.93
244.375,16.93
244.417,16.93
244.458,16.93
244.5,16.93
244.542,16.93
244.583,16.93
244.625,16.93
244.667,16.93
244.708,16.93
244.75,16.93
244.792,16.93
244.833,16.93
244.875,16.93
244.917,16.93
244.958,16.93
245,16.75
245.042,16.75
245.083,16.75
245.125,16.75
245.167,16.75
245.208,16.75
245.25,16.75
245.292,16.75
245.333,16.75
245.375,16.75
245.417,16.75
245.458,16.75
245.5,16.75
245.542,16.75
245.583,16.75
245.625,16.75
245.667,16.75
245.708,16.75
245.75,16.75
245.792,16.75
245.833,16.75
245.875,16.75
245.917,16.75
245.958,16.75
246,16.64
246.042,16.64
246.083,16.64
246.125,16.64
246.167,16.64
246.208,16.64
246.25,16.64
246.292,16.64
246.333,16.64
246.375,16.64
246.417,16.64
246.458,16.64
246.5,16.64
246.542,16.64
246.583,16.64
246.625,16.64
246.667,16.64
246.708,16.64
246.75,16.64
246.792,16.64
246.833,16.64
246.875,16.64
246.917,16.64
246.958,16.64
247,16.81
247.042,16.81
247.083,16.81
247.125,16.81
247.167,16.81
247.208,16.81
247.25,16.81
247.292,16.81
247.333,16.81
247.375,16.81
247.417,16.81
247.458,16.81
247.5,16.81
247.542,16.81
247.583,16.81
247.625,16.81
247.667,16.81
247.708,16.81
247.75,16.81
247.792,16.81
247.833,16.81
247.875,16.81
247.917,16.81
247.958,16.81
248,17.48
248.042,17.48
248.083,17.48
248.125,17.48
248.167,17.48
248.208,17.48
248.25,17.48
248.292,17.48
248.333,17.48
248.375,17.48
248.417,17.48
248.458,17.48
248.5,17.48
248.542,17.48
248.583,17.48
248.625,17.48
248.667,17.48
248.708,17.48
248.75,17.48
248.792,17.48
248.833,17.48
248.875,17.48
248.917,17.48
248.958,17.48
249,18.53
249.042,18.53
249.083,18.53
249.125,18.53
249.167,18.53
249.208,18.53
249.25,18.53
249.292,18.53
249.333,18.53
249.375,18.53
249.417,18.53
249.458,18.53
249.5,18.53
249.542,18.53
249.583,18.53
249.625,18.53
249.667,18.53
249.708,18.53
249.75,18.53
249.792,18.53
249.833,18.53
249.875,18.53
249.917,18.53
249.958,18.53
250,17.9
250.042,17.9
250.083,17.9
250.125,17.9
250.167,17.9
250.208,17.9
250.25,17.9
250.292,17.9
250.333,17.9
250.375,17.9
250.417,17.9
250.458,17.9
250.5,17.9
250.542,17.9
250.583,17.9
250.625,17.9
250.667,17.9
250.708,17.9
250.75,17.9
250.792,17.9
250.833,17.9
250.875,17.9
250.917,17.9
250.958,17.9
251,18.28
251.042,18.28
251.083,18.28
251.125,18.28
251.167,18.28
251.208,18.28
251.25,18.28
251.292,18.28
251.333,18.28
251.375,18.28
251.417,18.28
251.458,18.28
251.5,18.28
251.542,18.28
251.583,18.28
251.625,18.28
251.667,18.28
251.708,18.28
251.75,18.28
251.792,18.28
251.833,18.28
251.875,18.28
251.917,18.28
251.958,18.28
252,18.69
252.042,18.69
252.083,18.69
252.125,18.69
252.167,18.69
252.208,18.69
252.25,18.69
252.292,18.69
252.333,18.69
252.375,18.69
252.417,18.69
252.458,18.69
252.5,18.69
252.542,18.69
252.583,18.69
252.625,18.69
252.667,18.69
252.708,18.69
252.75,18.69
252.792,18.69
252.833,18.69
252.875,18.69
252.917,18.69
252.958,18.69
253,18.29
253.042,18.29
253.083,18.29
253.125,18.29
253.167,18.29
253.208,18.29
253.25,18.29
253.292,18.29
253.333,18.29
253.375,18.29
253.417,18.29
253.458,18.29
253.5,18.29
253.542,18.29
253.583,18.29
253.625,18.29
253.667,18.29
253.708,18.29
253.75,18.29
253.792,18.29
253.833,18.29
253.875,18.29
253.917,18.29
253.958,18.29
254,18.51
254.042,18.51
254.083,18.51
254.125,18.51
254.167,18.51
254.208,18.51
254.25,18.51
254.292,18.51
254.333,18.51
254.375,18.51
254.417,18.51
254.458,18.51
254.5,18.51
254.542,18.51
254.583,18.51
254.625,18.51
254.667,18.51
254.708,18.51
254.75,18.51
254.792,18.51
254.833,18.51
254.875,18.51
254.917,18.51
254.958,18.51
255,19.45
255.042,19.45
255.083,19.45
255.125,19.45
255.167,19.45
255.208,19.45
255.25,19.45
255.292,19.45
255.333,19.45
255.375,19.45
255.417,19.45
255.458,19.45
255.5,19.45
255.542,19.45
255.583,19.45
255.625,19.45
255.667,19.45
255.708,19.45
255.75,19.45
255.792,19.45
255.833,19.45
255.875,19.45
255.917,19.45
255.958,19.45
256,18.92
256.042,18.92
256.083,18.92
256.125,18.92
256.167,18.92
256.208,18.92
256.25,18.92
256.292,18.92
256.333,18.92
256.375,18.92
256.417,18.92
256.458,18.92
256.5,18.92
256.542,18.92
256.583,18.92
256.625,18.92
256.667,18.92
256.708,18.92
256.75,18.92
256.792,18.92
256.833,18.92
256.875,18.92
256.917,18.92
256.958,18.92
257,17.12
257.042,17.12
257.083,17.12
257.125,17.12
257.167,17.12
257.208,17.12
257.25,17.12
257.292,17.12
257.333,17.12
257.375,17.12
257.417,17.12
257.458,17.12
257.5,17.12
257.542,17.12
257.583,17.12
257.625,17.12
257.667,17.12
257.708,17.12
257.75,17.12
257.792,17.12
257.833,17.12
