$Trinity Lake Swift Cr inflow Tw updated year 2017 YC 06/01/23,
",,,",
Jday,Swift 
257.875,17.12
257.917,17.12
257.958,17.12
258,15.39
258.042,15.39
258.083,15.39
258.125,15.39
258.167,15.39
258.208,15.39
258.25,15.39
258.292,15.39
258.333,15.39
258.375,15.39
258.417,15.39
258.458,15.39
258.5,15.39
258.542,15.39
258.583,15.39
258.625,15.39
258.667,15.39
258.708,15.39
258.75,15.39
258.792,15.39
258.833,15.39
258.875,15.39
258.917,15.39
258.958,15.39
259,15.16
259.042,15.16
259.083,15.16
259.125,15.16
259.167,15.16
259.208,15.16
259.25,15.16
259.292,15.16
259.333,15.16
259.375,15.16
259.417,15.16
259.458,15.16
259.5,15.16
259.542,15.16
259.583,15.16
259.625,15.16
259.667,15.16
259.708,15.16
259.75,15.16
259.792,15.16
259.833,15.16
259.875,15.16
259.917,15.16
259.958,15.16
260,15.3
260.042,15.3
260.083,15.3
260.125,15.3
260.167,15.3
260.208,15.3
260.25,15.3
260.292,15.3
260.333,15.3
260.375,15.3
260.417,15.3
260.458,15.3
260.5,15.3
260.542,15.3
260.583,15.3
260.625,15.3
260.667,15.3
260.708,15.3
260.75,15.3
260.792,15.3
260.833,15.3
260.875,15.3
260.917,15.3
260.958,15.3
261,15.79
261.042,15.79
261.083,15.79
261.125,15.79
261.167,15.79
261.208,15.79
261.25,15.79
261.292,15.79
261.333,15.79
261.375,15.79
261.417,15.79
261.458,15.79
261.5,15.79
261.542,15.79
261.583,15.79
261.625,15.79
261.667,15.79
261.708,15.79
261.75,15.79
261.792,15.79
261.833,15.79
261.875,15.79
261.917,15.79
261.958,15.79
262,14.45
262.042,14.45
262.083,14.45
262.125,14.45
262.167,14.45
262.208,14.45
262.25,14.45
262.292,14.45
262.333,14.45
262.375,14.45
262.417,14.45
262.458,14.45
262.5,14.45
262.542,14.45
262.583,14.45
262.625,14.45
262.667,14.45
262.708,14.45
262.75,14.45
262.792,14.45
262.833,14.45
262.875,14.45
262.917,14.45
262.958,14.45
263,14.48
263.042,14.48
263.083,14.48
263.125,14.48
263.167,14.48
263.208,14.48
263.25,14.48
263.292,14.48
263.333,14.48
263.375,14.48
263.417,14.48
263.458,14.48
263.5,14.48
263.542,14.48
263.583,14.48
263.625,14.48
263.667,14.48
263.708,14.48
263.75,14.48
263.792,14.48
263.833,14.48
263.875,14.48
263.917,14.48
263.958,14.48
264,12.35
264.042,12.35
264.083,12.35
264.125,12.35
264.167,12.35
264.208,12.35
264.25,12.35
264.292,12.35
264.333,12.35
264.375,12.35
264.417,12.35
264.458,12.35
264.5,12.35
264.542,12.35
264.583,12.35
264.625,12.35
264.667,12.35
264.708,12.35
264.75,12.35
264.792,12.35
264.833,12.35
264.875,12.35
264.917,12.35
264.958,12.35
265,12.07
265.042,12.07
265.083,12.07
265.125,12.07
265.167,12.07
265.208,12.07
265.25,12.07
265.292,12.07
265.333,12.07
265.375,12.07
265.417,12.07
265.458,12.07
265.5,12.07
265.542,12.07
265.583,12.07
265.625,12.07
265.667,12.07
265.708,12.07
265.75,12.07
265.792,12.07
265.833,12.07
265.875,12.07
265.917,12.07
265.958,12.07
266,11.96
266.042,11.96
266.083,11.96
266.125,11.96
266.167,11.96
266.208,11.96
266.25,11.96
266.292,11.96
266.333,11.96
266.375,11.96
266.417,11.96
266.458,11.96
266.5,11.96
266.542,11.96
266.583,11.96
266.625,11.96
266.667,11.96
266.708,11.96
266.75,11.96
266.792,11.96
266.833,11.96
266.875,11.96
266.917,11.96
266.958,11.96
267,12.34
267.042,12.34
267.083,12.34
267.125,12.34
267.167,12.34
267.208,12.34
267.25,12.34
267.292,12.34
267.333,12.34
267.375,12.34
267.417,12.34
267.458,12.34
267.5,12.34
267.542,12.34
267.583,12.34
267.625,12.34
267.667,12.34
267.708,12.34
267.75,12.34
267.792,12.34
267.833,12.34
267.875,12.34
267.917,12.34
267.958,12.34
268,13.1
268.042,13.1
268.083,13.1
268.125,13.1
268.167,13.1
268.208,13.1
268.25,13.1
268.292,13.1
268.333,13.1
268.375,13.1
268.417,13.1
268.458,13.1
268.5,13.1
268.542,13.1
268.583,13.1
268.625,13.1
268.667,13.1
268.708,13.1
268.75,13.1
268.792,13.1
268.833,13.1
268.875,13.1
268.917,13.1
268.958,13.1
269,13.87
269.042,13.87
269.083,13.87
269.125,13.87
269.167,13.87
269.208,13.87
269.25,13.87
269.292,13.87
269.333,13.87
269.375,13.87
269.417,13.87
269.458,13.87
269.5,13.87
269.542,13.87
269.583,13.87
269.625,13.87
269.667,13.87
269.708,13.87
269.75,13.87
269.792,13.87
269.833,13.87
269.875,13.87
269.917,13.87
269.958,13.87
270,13.89
270.042,13.89
270.083,13.89
270.125,13.89
270.167,13.89
270.208,13.89
270.25,13.89
270.292,13.89
270.333,13.89
270.375,13.89
270.417,13.89
270.458,13.89
270.5,13.89
270.542,13.89
270.583,13.89
270.625,13.89
270.667,13.89
270.708,13.89
270.75,13.89
270.792,13.89
270.833,13.89
270.875,13.89
270.917,13.89
270.958,13.89
271,13.48
271.042,13.48
271.083,13.48
271.125,13.48
271.167,13.48
271.208,13.48
271.25,13.48
271.292,13.48
271.333,13.48
271.375,13.48
271.417,13.48
271.458,13.48
271.5,13.48
271.542,13.48
271.583,13.48
271.625,13.48
271.667,13.48
271.708,13.48
271.75,13.48
271.792,13.48
271.833,13.48
271.875,13.48
271.917,13.48
271.958,13.48
272,13.74
272.042,13.74
272.083,13.74
272.125,13.74
272.167,13.74
272.208,13.74
272.25,13.74
272.292,13.74
272.333,13.74
272.375,13.74
272.417,13.74
272.458,13.74
272.5,13.74
272.542,13.74
272.583,13.74
272.625,13.74
272.667,13.74
272.708,13.74
272.75,13.74
272.792,13.74
272.833,13.74
272.875,13.74
272.917,13.74
272.958,13.74
273,14.14
273.042,14.14
273.083,14.14
273.125,14.14
273.167,14.14
273.208,14.14
273.25,14.14
273.292,14.14
273.333,14.14
273.375,14.14
273.417,14.14
273.458,14.14
273.5,14.14
273.542,14.14
273.583,14.14
273.625,14.14
273.667,14.14
273.708,14.14
273.75,14.14
273.792,14.14
273.833,14.14
273.875,14.14
273.917,14.14
273.958,14.14
274,13.15
274.042,13.15
274.083,13.15
274.125,13.15
274.167,13.15
274.208,13.15
274.25,13.15
274.292,13.15
274.333,13.15
274.375,13.15
274.417,13.15
274.458,13.15
274.5,13.15
274.542,13.15
274.583,13.15
274.625,13.15
274.667,13.15
274.708,13.15
274.75,13.15
274.792,13.15
274.833,13.15
274.875,13.15
274.917,13.15
274.958,13.15
275,11.38
275.042,11.38
275.083,11.38
275.125,11.38
275.167,11.38
275.208,11.38
275.25,11.38
275.292,11.38
275.333,11.38
275.375,11.38
275.417,11.38
275.458,11.38
275.5,11.38
275.542,11.38
275.583,11.38
275.625,11.38
275.667,11.38
275.708,11.38
275.75,11.38
275.792,11.38
275.833,11.38
275.875,11.38
275.917,11.38
275.958,11.38
276,11.83
276.042,11.83
276.083,11.83
276.125,11.83
276.167,11.83
276.208,11.83
276.25,11.83
276.292,11.83
276.333,11.83
276.375,11.83
276.417,11.83
276.458,11.83
276.5,11.83
276.542,11.83
276.583,11.83
276.625,11.83
276.667,11.83
276.708,11.83
276.75,11.83
276.792,11.83
276.833,11.83
276.875,11.83
276.917,11.83
276.958,11.83
277,10.93
277.042,10.93
277.083,10.93
277.125,10.93
277.167,10.93
277.208,10.93
277.25,10.93
277.292,10.93
277.333,10.93
277.375,10.93
277.417,10.93
277.458,10.93
277.5,10.93
277.542,10.93
277.583,10.93
277.625,10.93
277.667,10.93
277.708,10.93
277.75,10.93
277.792,10.93
277.833,10.93
277.875,10.93
277.917,10.93
277.958,10.93
278,10.8
278.042,10.8
278.083,10.8
278.125,10.8
278.167,10.8
278.208,10.8
278.25,10.8
278.292,10.8
278.333,10.8
278.375,10.8
278.417,10.8
278.458,10.8
278.5,10.8
278.542,10.8
278.583,10.8
278.625,10.8
278.667,10.8
278.708,10.8
278.75,10.8
278.792,10.8
278.833,10.8
278.875,10.8
278.917,10.8
278.958,10.8
279,10.93
279.042,10.93
279.083,10.93
279.125,10.93
279.167,10.93
279.208,10.93
279.25,10.93
279.292,10.93
279.333,10.93
279.375,10.93
279.417,10.93
279.458,10.93
279.5,10.93
279.542,10.93
279.583,10.93
279.625,10.93
279.667,10.93
279.708,10.93
279.75,10.93
279.792,10.93
279.833,10.93
279.875,10.93
279.917,10.93
279.958,10.93
280,11.62
280.042,11.62
280.083,11.62
280.125,11.62
280.167,11.62
280.208,11.62
280.25,11.62
280.292,11.62
280.333,11.62
280.375,11.62
280.417,11.62
280.458,11.62
280.5,11.62
280.542,11.62
280.583,11.62
280.625,11.62
280.667,11.62
280.708,11.62
280.75,11.62
280.792,11.62
280.833,11.62
280.875,11.62
280.917,11.62
280.958,11.62
281,11.48
281.042,11.48
281.083,11.48
281.125,11.48
281.167,11.48
281.208,11.48
281.25,11.48
281.292,11.48
281.333,11.48
281.375,11.48
281.417,11.48
281.458,11.48
281.5,11.48
281.542,11.48
281.583,11.48
281.625,11.48
281.667,11.48
281.708,11.48
281.75,11.48
281.792,11.48
281.833,11.48
281.875,11.48
281.917,11.48
281.958,11.48
282,10.85
282.042,10.85
282.083,10.85
282.125,10.85
282.167,10.85
282.208,10.85
282.25,10.85
282.292,10.85
282.333,10.85
282.375,10.85
282.417,10.85
282.458,10.85
282.5,10.85
282.542,10.85
282.583,10.85
282.625,10.85
282.667,10.85
282.708,10.85
282.75,10.85
282.792,10.85
282.833,10.85
282.875,10.85
282.917,10.85
282.958,10.85
283,10.13
283.042,10.13
283.083,10.13
283.125,10.13
283.167,10.13
283.208,10.13
283.25,10.13
283.292,10.13
283.333,10.13
283.375,10.13
283.417,10.13
283.458,10.13
283.5,10.13
283.542,10.13
283.583,10.13
283.625,10.13
283.667,10.13
283.708,10.13
283.75,10.13
283.792,10.13
283.833,10.13
283.875,10.13
283.917,10.13
283.958,10.13
284,10.14
284.042,10.14
284.083,10.14
284.125,10.14
284.167,10.14
284.208,10.14
284.25,10.14
284.292,10.14
284.333,10.14
284.375,10.14
284.417,10.14
284.458,10.14
284.5,10.14
284.542,10.14
284.583,10.14
284.625,10.14
284.667,10.14
284.708,10.14
284.75,10.14
284.792,10.14
284.833,10.14
284.875,10.14
284.917,10.14
284.958,10.14
285,9.06
285.042,9.06
285.083,9.06
285.125,9.06
285.167,9.06
285.208,9.06
285.25,9.06
285.292,9.06
285.333,9.06
285.375,9.06
285.417,9.06
285.458,9.06
285.5,9.06
285.542,9.06
285.583,9.06
285.625,9.06
285.667,9.06
285.708,9.06
285.75,9.06
285.792,9.06
285.833,9.06
285.875,9.06
285.917,9.06
285.958,9.06
286,9.45
286.042,9.45
286.083,9.45
286.125,9.45
286.167,9.45
286.208,9.45
286.25,9.45
286.292,9.45
286.333,9.45
286.375,9.45
286.417,9.45
286.458,9.45
286.5,9.45
286.542,9.45
286.583,9.45
286.625,9.45
286.667,9.45
286.708,9.45
286.75,9.45
286.792,9.45
286.833,9.45
286.875,9.45
286.917,9.45
286.958,9.45
287,9.44
287.042,9.44
287.083,9.44
287.125,9.44
287.167,9.44
287.208,9.44
287.25,9.44
287.292,9.44
287.333,9.44
287.375,9.44
287.417,9.44
287.458,9.44
287.5,9.44
287.542,9.44
287.583,9.44
287.625,9.44
287.667,9.44
287.708,9.44
287.75,9.44
287.792,9.44
287.833,9.44
287.875,9.44
287.917,9.44
287.958,9.44
288,8.99
288.042,8.99
288.083,8.99
288.125,8.99
288.167,8.99
288.208,8.99
288.25,8.99
288.292,8.99
288.333,8.99
288.375,8.99
288.417,8.99
288.458,8.99
288.5,8.99
288.542,8.99
288.583,8.99
288.625,8.99
288.667,8.99
288.708,8.99
288.75,8.99
288.792,8.99
288.833,8.99
288.875,8.99
288.917,8.99
288.958,8.99
289,9.08
289.042,9.08
289.083,9.08
289.125,9.08
289.167,9.08
289.208,9.08
289.25,9.08
289.292,9.08
289.333,9.08
289.375,9.08
289.417,9.08
289.458,9.08
289.5,9.08
289.542,9.08
289.583,9.08
289.625,9.08
289.667,9.08
289.708,9.08
289.75,9.08
289.792,9.08
289.833,9.08
289.875,9.08
289.917,9.08
289.958,9.08
290,9.55
290.042,9.55
290.083,9.55
290.125,9.55
290.167,9.55
290.208,9.55
290.25,9.55
290.292,9.55
290.333,9.55
290.375,9.55
290.417,9.55
290.458,9.55
290.5,9.55
290.542,9.55
290.583,9.55
290.625,9.55
290.667,9.55
290.708,9.55
290.75,9.55
290.792,9.55
290.833,9.55
290.875,9.55
290.917,9.55
290.958,9.55
291,9.49
291.042,9.49
291.083,9.49
291.125,9.49
291.167,9.49
291.208,9.49
291.25,9.49
291.292,9.49
291.333,9.49
291.375,9.49
291.417,9.49
291.458,9.49
291.5,9.49
291.542,9.49
291.583,9.49
291.625,9.49
291.667,9.49
291.708,9.49
291.75,9.49
291.792,9.49
291.833,9.49
291.875,9.49
291.917,9.49
291.958,9.49
292,9.5
292.042,9.5
292.083,9.5
292.125,9.5
292.167,9.5
292.208,9.5
292.25,9.5
292.292,9.5
292.333,9.5
292.375,9.5
292.417,9.5
292.458,9.5
292.5,9.5
292.542,9.5
292.583,9.5
292.625,9.5
292.667,9.5
292.708,9.5
292.75,9.5
292.792,9.5
292.833,9.5
292.875,9.5
292.917,9.5
292.958,9.5
293,9.34
293.042,9.34
293.083,9.34
293.125,9.34
293.167,9.34
293.208,9.34
293.25,9.34
293.292,9.34
293.333,9.34
293.375,9.34
293.417,9.34
293.458,9.34
293.5,9.34
293.542,9.34
293.583,9.34
293.625,9.34
293.667,9.34
293.708,9.34
293.75,9.34
293.792,9.34
293.833,9.34
293.875,9.34
293.917,9.34
293.958,9.34
294,8.22
294.042,8.22
294.083,8.22
294.125,8.22
294.167,8.22
294.208,8.22
294.25,8.22
294.292,8.22
294.333,8.22
294.375,8.22
294.417,8.22
294.458,8.22
294.5,8.22
294.542,8.22
294.583,8.22
294.625,8.22
294.667,8.22
294.708,8.22
294.75,8.22
294.792,8.22
294.833,8.22
294.875,8.22
294.917,8.22
294.958,8.22
295,9.07
295.042,9.07
295.083,9.07
295.125,9.07
295.167,9.07
295.208,9.07
295.25,9.07
295.292,9.07
295.333,9.07
295.375,9.07
295.417,9.07
295.458,9.07
295.5,9.07
295.542,9.07
295.583,9.07
295.625,9.07
295.667,9.07
295.708,9.07
295.75,9.07
295.792,9.07
295.833,9.07
295.875,9.07
295.917,9.07
295.958,9.07
296,9.84
296.042,9.84
296.083,9.84
296.125,9.84
296.167,9.84
296.208,9.84
296.25,9.84
296.292,9.84
296.333,9.84
296.375,9.84
296.417,9.84
296.458,9.84
296.5,9.84
296.542,9.84
296.583,9.84
296.625,9.84
296.667,9.84
296.708,9.84
296.75,9.84
296.792,9.84
296.833,9.84
296.875,9.84
296.917,9.84
296.958,9.84
297,10.09
297.042,10.09
297.083,10.09
297.125,10.09
297.167,10.09
297.208,10.09
297.25,10.09
297.292,10.09
297.333,10.09
297.375,10.09
297.417,10.09
297.458,10.09
297.5,10.09
297.542,10.09
297.583,10.09
297.625,10.09
297.667,10.09
297.708,10.09
297.75,10.09
297.792,10.09
297.833,10.09
297.875,10.09
297.917,10.09
297.958,10.09
298,10.24
298.042,10.24
298.083,10.24
298.125,10.24
298.167,10.24
298.208,10.24
298.25,10.24
298.292,10.24
298.333,10.24
298.375,10.24
298.417,10.24
298.458,10.24
298.5,10.24
298.542,10.24
298.583,10.24
298.625,10.24
298.667,10.24
298.708,10.24
298.75,10.24
298.792,10.24
298.833,10.24
298.875,10.24
298.917,10.24
298.958,10.24
299,10.04
299.042,10.04
299.083,10.04
299.125,10.04
299.167,10.04
299.208,10.04
299.25,10.04
299.292,10.04
299.333,10.04
299.375,10.04
299.417,10.04
299.458,10.04
299.5,10.04
299.542,10.04
299.583,10.04
299.625,10.04
299.667,10.04
299.708,10.04
299.75,10.04
299.792,10.04
299.833,10.04
299.875,10.04
299.917,10.04
299.958,10.04
300,9.63
300.042,9.63
300.083,9.63
300.125,9.63
300.167,9.63
300.208,9.63
300.25,9.63
300.292,9.63
300.333,9.63
300.375,9.63
300.417,9.63
300.458,9.63
300.5,9.63
300.542,9.63
300.583,9.63
300.625,9.63
300.667,9.63
300.708,9.63
300.75,9.63
300.792,9.63
300.833,9.63
300.875,9.63
300.917,9.63
300.958,9.63
301,9.47
301.042,9.47
301.083,9.47
301.125,9.47
301.167,9.47
301.208,9.47
301.25,9.47
301.292,9.47
301.333,9.47
301.375,9.47
301.417,9.47
301.458,9.47
301.5,9.47
301.542,9.47
301.583,9.47
301.625,9.47
301.667,9.47
301.708,9.47
301.75,9.47
301.792,9.47
301.833,9.47
301.875,9.47
301.917,9.47
301.958,9.47
302,9.38
302.042,9.38
302.083,9.38
302.125,9.38
302.167,9.38
302.208,9.38
302.25,9.38
302.292,9.38
302.333,9.38
302.375,9.38
302.417,9.38
302.458,9.38
302.5,9.38
302.542,9.38
302.583,9.38
302.625,9.38
302.667,9.38
302.708,9.38
302.75,9.38
302.792,9.38
302.833,9.38
302.875,9.38
302.917,9.38
302.958,9.38
303,9.21
303.042,9.21
303.083,9.21
303.125,9.21
303.167,9.21
303.208,9.21
303.25,9.21
303.292,9.21
303.333,9.21
303.375,9.21
303.417,9.21
303.458,9.21
303.5,9.21
303.542,9.21
303.583,9.21
303.625,9.21
303.667,9.21
303.708,9.21
303.75,9.21
303.792,9.21
303.833,9.21
303.875,9.21
303.917,9.21
303.958,9.21
304,8.72
304.042,8.72
304.083,8.72
304.125,8.72
304.167,8.72
304.208,8.72
304.25,8.72
304.292,8.72
304.333,8.72
304.375,8.72
304.417,8.72
304.458,8.72
304.5,8.72
304.542,8.72
304.583,8.72
304.625,8.72
304.667,8.72
304.708,8.72
304.75,8.72
304.792,8.72
304.833,8.72
304.875,8.72
304.917,8.72
304.958,8.72
305,8.17
305.042,8.17
305.083,8.17
305.125,8.17
305.167,8.17
305.208,8.17
305.25,8.17
305.292,8.17
305.333,8.17
305.375,8.17
305.417,8.17
305.458,8.17
305.5,8.17
305.542,8.17
305.583,8.17
305.625,8.17
305.667,8.17
305.708,8.17
305.75,8.17
305.792,8.17
305.833,8.17
305.875,8.17
305.917,8.17
305.958,8.17
306,8.62
306.042,8.62
306.083,8.62
306.125,8.62
306.167,8.62
306.208,8.62
306.25,8.62
306.292,8.62
306.333,8.62
306.375,8.62
306.417,8.62
306.458,8.62
306.5,8.62
306.542,8.62
306.583,8.62
306.625,8.62
306.667,8.62
306.708,8.62
306.75,8.62
306.792,8.62
306.833,8.62
306.875,8.62
306.917,8.62
306.958,8.62
307,9.34
307.042,9.34
307.083,9.34
307.125,9.34
307.167,9.34
307.208,9.34
307.25,9.34
307.292,9.34
307.333,9.34
307.375,9.34
307.417,9.34
307.458,9.34
307.5,9.34
307.542,9.34
307.583,9.34
307.625,9.34
307.667,9.34
307.708,9.34
307.75,9.34
307.792,9.34
307.833,9.34
307.875,9.34
307.917,9.34
307.958,9.34
308,7.89
308.042,7.89
308.083,7.89
308.125,7.89
308.167,7.89
308.208,7.89
308.25,7.89
308.292,7.89
308.333,7.89
308.375,7.89
308.417,7.89
308.458,7.89
308.5,7.89
308.542,7.89
308.583,7.89
308.625,7.89
308.667,7.89
308.708,7.89
308.75,7.89
308.792,7.89
308.833,7.89
308.875,7.89
308.917,7.89
308.958,7.89
309,6.5
309.042,6.5
309.083,6.5
309.125,6.5
309.167,6.5
309.208,6.5
309.25,6.5
309.292,6.5
309.333,6.5
309.375,6.5
309.417,6.5
309.458,6.5
309.5,6.5
309.542,6.5
309.583,6.5
309.625,6.5
309.667,6.5
309.708,6.5
309.75,6.5
309.792,6.5
309.833,6.5
309.875,6.5
309.917,6.5
309.958,6.5
310,6.96
310.042,6.96
310.083,6.96
310.125,6.96
310.167,6.96
310.208,6.96
310.25,6.96
310.292,6.96
310.333,6.96
310.375,6.96
310.417,6.96
310.458,6.96
310.5,6.96
310.542,6.96
310.583,6.96
310.625,6.96
310.667,6.96
310.708,6.96
310.75,6.96
310.792,6.96
310.833,6.96
310.875,6.96
310.917,6.96
310.958,6.96
311,5.65
311.042,5.65
311.083,5.65
311.125,5.65
311.167,5.65
311.208,5.65
311.25,5.65
311.292,5.65
311.333,5.65
311.375,5.65
311.417,5.65
311.458,5.65
311.5,5.65
311.542,5.65
311.583,5.65
311.625,5.65
311.667,5.65
311.708,5.65
311.75,5.65
311.792,5.65
311.833,5.65
311.875,5.65
311.917,5.65
311.958,5.65
312,6.42
312.042,6.42
312.083,6.42
312.125,6.42
312.167,6.42
312.208,6.42
312.25,6.42
312.292,6.42
312.333,6.42
312.375,6.42
312.417,6.42
312.458,6.42
312.5,6.42
312.542,6.42
312.583,6.42
312.625,6.42
312.667,6.42
312.708,6.42
312.75,6.42
312.792,6.42
312.833,6.42
312.875,6.42
312.917,6.42
312.958,6.42
313,7.21
313.042,7.21
313.083,7.21
313.125,7.21
313.167,7.21
313.208,7.21
313.25,7.21
313.292,7.21
313.333,7.21
313.375,7.21
313.417,7.21
313.458,7.21
313.5,7.21
313.542,7.21
313.583,7.21
313.625,7.21
313.667,7.21
313.708,7.21
313.75,7.21
313.792,7.21
313.833,7.21
313.875,7.21
313.917,7.21
313.958,7.21
314,7.35
314.042,7.35
314.083,7.35
314.125,7.35
314.167,7.35
314.208,7.35
314.25,7.35
314.292,7.35
314.333,7.35
314.375,7.35
314.417,7.35
314.458,7.35
314.5,7.35
314.542,7.35
314.583,7.35
314.625,7.35
314.667,7.35
314.708,7.35
314.75,7.35
314.792,7.35
314.833,7.35
314.875,7.35
314.917,7.35
314.958,7.35
315,6.98
315.042,6.98
315.083,6.98
315.125,6.98
315.167,6.98
315.208,6.98
315.25,6.98
315.292,6.98
315.333,6.98
315.375,6.98
315.417,6.98
315.458,6.98
315.5,6.98
315.542,6.98
315.583,6.98
315.625,6.98
315.667,6.98
315.708,6.98
315.75,6.98
315.792,6.98
315.833,6.98
315.875,6.98
315.917,6.98
315.958,6.98
316,7.29
316.042,7.29
316.083,7.29
316.125,7.29
316.167,7.29
316.208,7.29
316.25,7.29
316.292,7.29
316.333,7.29
316.375,7.29
316.417,7.29
316.458,7.29
316.5,7.29
316.542,7.29
316.583,7.29
316.625,7.29
316.667,7.29
316.708,7.29
316.75,7.29
316.792,7.29
316.833,7.29
316.875,7.29
316.917,7.29
316.958,7.29
317,7.59
317.042,7.59
317.083,7.59
317.125,7.59
317.167,7.59
317.208,7.59
317.25,7.59
317.292,7.59
317.333,7.59
317.375,7.59
317.417,7.59
317.458,7.59
317.5,7.59
317.542,7.59
317.583,7.59
317.625,7.59
317.667,7.59
317.708,7.59
317.75,7.59
317.792,7.59
317.833,7.59
317.875,7.59
317.917,7.59
317.958,7.59
318,5.79
318.042,5.79
318.083,5.79
318.125,5.79
318.167,5.79
318.208,5.79
318.25,5.79
318.292,5.79
318.333,5.79
318.375,5.79
318.417,5.79
318.458,5.79
318.5,5.79
318.542,5.79
318.583,5.79
318.625,5.79
318.667,5.79
318.708,5.79
318.75,5.79
318.792,5.79
318.833,5.79
318.875,5.79
318.917,5.79
318.958,5.79
319,5.46
319.042,5.46
319.083,5.46
319.125,5.46
319.167,5.46
319.208,5.46
319.25,5.46
319.292,5.46
319.333,5.46
319.375,5.46
319.417,5.46
319.458,5.46
319.5,5.46
319.542,5.46
319.583,5.46
319.625,5.46
319.667,5.46
319.708,5.46
319.75,5.46
319.792,5.46
319.833,5.46
319.875,5.46
319.917,5.46
319.958,5.46
320,5.84
320.042,5.84
320.083,5.84
320.125,5.84
320.167,5.84
320.208,5.84
320.25,5.84
320.292,5.84
320.333,5.84
320.375,5.84
320.417,5.84
320.458,5.84
320.5,5.84
320.542,5.84
320.583,5.84
320.625,5.84
320.667,5.84
320.708,5.84
320.75,5.84
320.792,5.84
320.833,5.84
320.875,5.84
320.917,5.84
320.958,5.84
321,5.21
321.042,5.21
321.083,5.21
321.125,5.21
321.167,5.21
321.208,5.21
321.25,5.21
321.292,5.21
321.333,5.21
321.375,5.21
321.417,5.21
321.458,5.21
321.5,5.21
321.542,5.21
321.583,5.21
321.625,5.21
321.667,5.21
321.708,5.21
321.75,5.21
321.792,5.21
321.833,5.21
321.875,5.21
321.917,5.21
321.958,5.21
322,3.91
322.042,3.91
322.083,3.91
322.125,3.91
322.167,3.91
322.208,3.91
322.25,3.91
322.292,3.91
322.333,3.91
322.375,3.91
322.417,3.91
322.458,3.91
322.5,3.91
322.542,3.91
322.583,3.91
322.625,3.91
322.667,3.91
322.708,3.91
322.75,3.91
322.792,3.91
322.833,3.91
322.875,3.91
322.917,3.91
322.958,3.91
323,3.55
323.042,3.55
323.083,3.55
323.125,3.55
323.167,3.55
323.208,3.55
323.25,3.55
323.292,3.55
323.333,3.55
323.375,3.55
323.417,3.55
323.458,3.55
323.5,3.55
323.542,3.55
323.583,3.55
323.625,3.55
323.667,3.55
323.708,3.55
323.75,3.55
323.792,3.55
323.833,3.55
323.875,3.55
323.917,3.55
323.958,3.55
324,4.44
324.042,4.44
324.083,4.44
324.125,4.44
324.167,4.44
324.208,4.44
324.25,4.44
324.292,4.44
324.333,4.44
324.375,4.44
324.417,4.44
324.458,4.44
324.5,4.44
324.542,4.44
324.583,4.44
324.625,4.44
324.667,4.44
324.708,4.44
324.75,4.44
324.792,4.44
324.833,4.44
324.875,4.44
324.917,4.44
324.958,4.44
325,5.18
325.042,5.18
325.083,5.18
325.125,5.18
325.167,5.18
325.208,5.18
325.25,5.18
325.292,5.18
325.333,5.18
325.375,5.18
325.417,5.18
325.458,5.18
325.5,5.18
325.542,5.18
325.583,5.18
325.625,5.18
325.667,5.18
325.708,5.18
325.75,5.18
325.792,5.18
325.833,5.18
325.875,5.18
325.917,5.18
325.958,5.18
326,6.15
326.042,6.15
326.083,6.15
326.125,6.15
326.167,6.15
326.208,6.15
326.25,6.15
326.292,6.15
326.333,6.15
326.375,6.15
326.417,6.15
326.458,6.15
326.5,6.15
326.542,6.15
326.583,6.15
326.625,6.15
326.667,6.15
326.708,6.15
326.75,6.15
326.792,6.15
326.833,6.15
326.875,6.15
326.917,6.15
326.958,6.15
327,7.25
327.042,7.25
327.083,7.25
327.125,7.25
327.167,7.25
327.208,7.25
327.25,7.25
327.292,7.25
327.333,7.25
327.375,7.25
327.417,7.25
327.458,7.25
327.5,7.25
327.542,7.25
327.583,7.25
327.625,7.25
327.667,7.25
327.708,7.25
327.75,7.25
327.792,7.25
327.833,7.25
327.875,7.25
327.917,7.25
327.958,7.25
328,7.43
328.042,7.43
328.083,7.43
328.125,7.43
328.167,7.43
328.208,7.43
328.25,7.43
328.292,7.43
328.333,7.43
328.375,7.43
328.417,7.43
328.458,7.43
328.5,7.43
328.542,7.43
328.583,7.43
328.625,7.43
328.667,7.43
328.708,7.43
328.75,7.43
328.792,7.43
328.833,7.43
328.875,7.43
328.917,7.43
328.958,7.43
329,7.87
329.042,7.87
329.083,7.87
329.125,7.87
329.167,7.87
329.208,7.87
329.25,7.87
329.292,7.87
329.333,7.87
329.375,7.87
329.417,7.87
329.458,7.87
329.5,7.87
329.542,7.87
329.583,7.87
329.625,7.87
329.667,7.87
329.708,7.87
329.75,7.87
329.792,7.87
329.833,7.87
329.875,7.87
329.917,7.87
329.958,7.87
330,7.94
330.042,7.94
330.083,7.94
330.125,7.94
330.167,7.94
330.208,7.94
330.25,7.94
330.292,7.94
330.333,7.94
330.375,7.94
330.417,7.94
330.458,7.94
330.5,7.94
330.542,7.94
330.583,7.94
330.625,7.94
330.667,7.94
330.708,7.94
330.75,7.94
330.792,7.94
330.833,7.94
330.875,7.94
330.917,7.94
330.958,7.94
331,7.29
331.042,7.29
331.083,7.29
331.125,7.29
331.167,7.29
331.208,7.29
331.25,7.29
