$Trinity Lake qdt year 2017 YC 08/25/22,
56.792,-2.713406407
56.833,-2.713406407
56.875,23.29859359
56.917,-2.713406407
56.958,-2.713406407
57,-0.812717342
57.042,81.95428266
57.083,-0.812717342
57.125,-185.7977173
57.167,-0.812717342
57.208,28.44428266
57.25,73.62228266
57.292,75.54428266
57.333,-0.812717342
57.375,-0.812717342
57.417,0.299282658
57.458,-0.812717342
57.5,-205.9767173
57.542,-0.812717342
57.583,-56.44171734
57.625,3.481282658
57.667,50.15428266
57.708,-0.812717342
57.75,-60.76771734
57.792,-0.812717342
57.833,154.4022827
57.875,-0.812717342
57.917,-16.00371734
57.958,-0.812717342
58,58.15399509
58.042,80.97099509
58.083,-0.064004914
58.125,-133.9050049
58.167,-0.064004914
58.208,-0.064004914
58.25,93.36699509
58.292,-0.064004914
58.333,-0.064004914
58.375,-90.05800491
58.417,-0.064004914
58.458,-0.064004914
58.5,-0.074004914
58.542,-163.1120049
58.583,-0.064004914
58.625,-80.17800491
58.667,19.57899509
58.708,-32.14700491
58.75,-63.17400491
58.792,28.15499509
58.833,-0.064004914
58.875,109.4119951
58.917,95.12799509
58.958,-0.064004914
59,-109.8577483
59.042,1.32525174
59.083,26.01825174
59.125,1.32525174
59.167,1.32525174
59.208,-2.10374826
59.25,1.32525174
59.292,-19.89574826
59.333,1.32525174
59.375,1.32525174
59.417,1.32525174
59.458,1.32525174
59.5,1.32525174
59.542,1.32525174
59.583,-24.16974826
59.625,1.32525174
59.667,-18.68274826
59.708,-99.39074826
59.75,1.32525174
59.792,1.32525174
59.833,1.32525174
59.875,45.03925174
59.917,1.32525174
59.958,1.32525174
60,-1.789157796
60.042,-1.789157796
60.083,-1.789157796
60.125,-1.789157796
60.167,-1.789157796
60.208,-97.0441578
60.25,-1.789157796
60.292,-8.456157796
60.333,-1.789157796
60.375,-48.9721578
60.417,-1.789157796
60.458,-5.499157796
60.5,-1.789157796
60.542,-7.418157796
60.583,-1.789157796
60.625,3.292842204
60.667,-1.789157796
60.708,-52.8611578
60.75,-1.789157796
60.792,-1.789157796
60.833,-1.789157796
60.875,-1.789157796
60.917,-1.789157796
60.958,20.2628422
61,143.5768622
61.042,-2.121137788
61.083,-95.45213779
61.125,-2.121137788
61.167,-2.121137788
61.208,-2.121137788
61.25,-2.121137788
61.292,-123.5551378
61.333,-2.121137788
61.375,-42.25213779
61.417,20.32186221
61.458,-2.121137788
61.5,-2.121137788
61.542,-2.121137788
61.583,-2.121137788
61.625,84.26286221
61.667,-2.121137788
61.708,-27.52413779
61.75,-81.00513779
61.792,-2.121137788
61.833,-2.121137788
61.875,-2.121137788
61.917,-2.121137788
61.958,-2.121137788
62,77.235263
62.042,0.897262999
62.083,0.897262999
62.125,0.897262999
62.167,0.897262999
62.208,0.897262999
62.25,0.897262999
62.292,0.897262999
62.333,0.897262999
62.375,0.897262999
62.417,0.897262999
62.458,0.897262999
62.5,0.897262999
62.542,0.897262999
62.583,0.897262999
62.625,0.897262999
62.667,0.897262999
62.708,-29.847737
62.75,-20.731737
62.792,-61.695737
62.833,0.897262999
62.875,0.897262999
62.917,0.897262999
62.958,0.897262999
63,-1.316540164
63.042,106.7774598
63.083,-1.316540164
63.125,-61.52854016
63.167,-150.7975402
63.208,4.382459836
63.25,154.3834598
63.292,-1.316540164
63.333,-10.87154016
63.375,-1.316540164
63.417,-1.316540164
63.458,2.806459836
63.5,-1.316540164
63.542,-70.92054016
63.583,-1.316540164
63.625,-1.316540164
63.667,-1.316540164
63.708,-1.316540164
63.75,-171.2655402
63.792,4.99645984
63.833,32.28345984
63.875,164.3164598
63.917,-1.316540164
63.958,-1.316540164
64,-107.217381
64.042,-0.309381
64.083,50.071619
64.125,-0.309381
64.167,-78.575381
64.208,-113.343381
64.25,7.245619
64.292,-0.309381
64.333,-0.309381
64.375,-0.309381
64.417,-68.257381
64.458,7.978619
64.5,152.501619
64.542,-0.309381
64.583,-153.787381
64.625,-0.309381
64.667,-0.309381
64.708,-0.309381
64.75,-0.309381
64.792,-0.309381
64.833,-6.659381
64.875,16.423619
64.917,208.439619
64.958,-0.309381
65,-85.12346127
65.042,-103.9244613
65.083,0.147538733
65.125,-16.06846127
65.167,-61.15346127
65.208,-79.99946127
65.25,16.59153873
65.292,177.1065387
65.333,0.147538733
65.375,-68.24646127
65.417,-147.4354613
65.458,0.147538733
65.5,159.2545387
65.542,0.147538733
65.583,-42.29546127
65.625,0.147538733
65.667,0.147538733
65.708,0.147538733
65.75,0.147538733
65.792,0.147538733
65.833,0.147538733
65.875,68.43553873
65.917,0.147538733
65.958,0.147538733
66,0.883307219
66.042,139.1483072
66.083,0.883307219
66.125,-112.5256928
66.167,0.883307219
66.208,0.883307219
66.25,-55.61169278
66.292,0.883307219
66.333,0.883307219
66.375,16.57930722
66.417,0.883307219
66.458,21.10530722
66.5,0.883307219
66.542,58.34930722
66.583,0.883307219
66.625,-8.131692781
66.667,0.883307219
66.708,0.883307219
66.75,-46.61369278
66.792,-68.59669278
66.833,0.883307219
66.875,0.883307219
66.917,-5.269692781
66.958,0.883307219
67,-44.37974588
67.042,-54.08274588
67.083,-48.51874588
67.125,-59.84774588
67.167,-53.48174588
67.208,-58.82374588
67.25,-44.37974588
67.292,-44.37974588
67.333,-44.37974588
67.375,-44.37974588
67.417,-44.37974588
67.458,-44.37974588
67.5,-44.37974588
67.542,-44.37974588
67.583,-44.37974588
67.625,-44.37974588
67.667,-34.82774588
67.708,-44.37974588
67.75,-44.37974588
67.792,-44.37974588
67.833,-44.37974588
67.875,26.94925412
67.917,-44.37974588
67.958,98.43225412
68,-58.76301023
68.042,-55.72701023
68.083,-58.76401023
68.125,0.197989772
68.167,0.197989772
68.208,0.197989772
68.25,0.197989772
68.292,-14.81301023
68.333,-32.34901023
68.375,-42.29501023
68.417,-31.65301023
68.458,0.197989772
68.5,0.197989772
68.542,0.197989772
68.583,0.197989772
68.625,19.80298977
68.667,0.197989772
68.708,200.2919898
68.75,0.197989772
68.792,-33.50501023
68.833,-53.87501023
68.875,-43.83601023
68.917,0.197989772
68.958,0.197989772
69,-0.582375344
69.042,-0.582375344
69.083,-24.70437534
69.125,-0.582375344
69.167,-0.582375344
69.208,-0.582375344
69.25,-0.582375344
69.292,-52.50037534
69.333,-0.582375344
69.375,-0.582375344
69.417,-0.582375344
69.458,-0.582375344
69.5,-0.582375344
69.542,-0.582375344
69.583,-0.582375344
69.625,-3.494375344
69.667,-35.56437534
69.708,-0.582375344
69.75,-0.582375344
69.792,-0.582375344
69.833,-0.582375344
69.875,7.532624656
69.917,-0.582375344
69.958,-0.582375344
70,-3.676779156
70.042,-62.92477916
70.083,-3.676779156
70.125,-3.676779156
70.167,-62.28577916
70.208,-75.08177916
70.25,-3.676779156
70.292,-3.676779156
70.333,-3.676779156
70.375,-4.879779156
70.417,21.34522084
70.458,-3.676779156
70.5,172.9852208
70.542,-3.676779156
70.583,-30.63877916
70.625,-3.676779156
70.667,52.92522084
70.708,-3.676779156
70.75,-10.86477916
70.792,-34.56477916
70.833,15.58222084
70.875,-3.676779156
70.917,46.49622084
70.958,-3.676779156
71,2.935526896
71.042,127.3205269
71.083,2.935526896
71.125,-18.7104731
71.167,-93.1144731
71.208,-131.2094731
71.25,7.750526896
71.292,2.935526896
71.333,-68.4704731
71.375,-79.7384731
71.417,2.935526896
71.458,2.935526896
71.5,114.1615269
71.542,2.935526896
71.583,-3.879473104
71.625,5.463526896
71.667,2.935526896
71.708,111.8745269
71.75,2.935526896
71.792,-16.1814731
71.833,-44.3964731
71.875,8.856526896
71.917,2.935526896
71.958,2.935526896
72,-1.352195129
72.042,-1.352195129
72.083,-1.352195129
72.125,-1.352195129
72.167,2.537804871
72.208,-1.352195129
72.25,-1.352195129
72.292,-60.06519513
72.333,-93.12819513
72.375,-54.69119513
72.417,12.96280487
72.458,-1.352195129
72.5,107.0158049
72.542,-1.352195129
72.583,100.9418049
72.625,-5.218195129
72.667,-47.55419513
72.708,-95.91819513
72.75,-1.352195129
72.792,-1.352195129
72.833,-1.352195129
72.875,6.760804871
72.917,-1.352195129
72.958,106.6208049
73,2.777640747
73.042,82.99764075
73.083,2.777640747
73.125,-31.15535925
73.167,2.777640747
73.208,2.777640747
73.25,-71.14735925
73.292,2.777640747
73.333,-63.88735925
73.375,2.777640747
73.417,-34.72135925
73.458,2.777640747
73.5,38.42964075
73.542,135.0706408
73.583,2.777640747
73.625,2.777640747
73.667,-30.81935925
73.708,2.777640747
73.75,-79.40735925
73.792,2.777640747
73.833,8.629640747
73.875,-16.68535925
73.917,2.777640747
73.958,13.74464075
74,-5.215243042
74.042,-5.215243042
74.083,-151.504243
74.125,-5.215243042
74.167,-4.048243042
74.208,15.00675696
74.25,41.69275696
74.292,-48.50224304
74.333,-318.986243
74.375,123.843757
74.417,111.004757
74.458,-25.43724304
74.5,-5.215243042
74.542,0.562756958
74.583,10.78475696
74.625,-0.000243042
74.667,-5.215243042
74.708,-5.215243042
74.75,-5.215243042
74.792,13.89575696
74.833,38.91675696
74.875,2.311756958
74.917,-5.215243042
74.958,-5.215243042
75,-2.162118796
75.042,158.4268812
75.083,-2.162118796
75.125,-2.162118796
75.167,-2.162118796
75.208,-2.162118796
75.25,-2.162118796
75.292,-2.162118796
75.333,-38.2931188
75.375,-2.162118796
75.417,-2.162118796
75.458,-2.162118796
75.5,-2.162118796
75.542,-2.162118796
75.583,-26.4141188
75.625,-27.0191188
75.667,-2.162118796
75.708,-2.162118796
75.75,-2.162118796
75.792,-2.162118796
75.833,-127.6401188
75.875,-2.162118796
75.917,-2.162118796
75.958,-2.162118796
76,-51.18989613
76.042,-0.834896129
76.083,-0.834896129
76.125,-37.77989613
76.167,-0.834896129
76.208,-60.38889613
76.25,-0.834896129
76.292,2.864103871
76.333,-0.834896129
76.375,-0.834896129
76.417,10.66310387
76.458,-2.254896129
76.5,-0.834896129
76.542,7.161103871
76.583,67.68210387
76.625,-0.834896129
76.667,-200.2498961
76.708,-0.834896129
76.75,80.64510387
76.792,-0.834896129
76.833,-0.834896129
76.875,-0.834896129
76.917,-1.897896129
76.958,-0.834896129
77,-92.20155246
77.042,-20.72155246
77.083,7.055447543
77.125,-176.8725525
77.167,-202.4215525
77.208,-187.6065525
77.25,179.4494475
77.292,7.055447543
77.333,7.055447543
77.375,-74.03755246
77.417,-30.57355246
77.458,7.055447543
77.5,-63.46155246
77.542,-6.99555246
77.583,-33.68455246
77.625,7.055447543
77.667,7.055447543
77.708,117.8364475
77.75,193.7184475
77.792,-8.870552457
77.833,52.75844754
77.875,61.87544754
77.917,192.8134475
77.958,6.510447543
78,57.16671109
78.042,-63.05328891
78.083,-8.313288906
78.125,-8.313288906
78.167,38.57671109
78.208,-32.29628891
78.25,-8.313288906
78.292,-8.313288906
78.333,108.9437111
78.375,-87.17128891
78.417,-8.313288906
78.458,-62.91928891
78.5,-8.313288906
78.542,-25.20228891
78.583,-8.313288906
78.625,-109.6222889
78.667,-109.2002889
78.708,17.46371109
78.75,135.6097111
78.792,-8.313288906
78.833,-88.90428891
78.875,-8.313288906
78.917,-89.53928891
78.958,-146.6942889
79,6.774927187
79.042,215.3619272
79.083,6.774927187
79.125,-94.90707281
79.167,-92.16607281
79.208,6.774927187
79.25,192.1779272
79.292,6.774927187
79.333,-58.77907281
79.375,6.774927187
79.417,-84.28607281
79.458,-129.7810728
79.5,6.774927187
79.542,6.774927187
79.583,-12.55807281
79.625,6.774927187
79.667,6.774927187
79.708,-56.03507281
79.75,-42.40907281
79.792,6.774927187
79.833,6.774927187
79.875,-43.78307281
79.917,6.774927187
79.958,196.2609272
80,8.910267551
80.042,-135.5307324
80.083,-130.7157325
80.125,-85.79473245
80.167,-5.92173245
80.208,-37.23673245
80.25,8.910267551
80.292,8.910267551
80.333,8.910267551
80.375,8.910267551
80.417,198.6252676
80.458,8.910267551
80.5,-3.163732449
80.542,87.13126755
80.583,8.910267551
80.625,8.910267551
80.667,8.910267551
80.708,-60.52273245
80.75,8.910267551
80.792,126.1092676
80.833,8.910267551
80.875,-87.86873245
80.917,-125.5717325
80.958,8.910267551
81,-12.52394549
81.042,74.35405451
81.083,-13.48694549
81.125,-12.52394549
81.167,-12.52394549
81.208,119.5040545
81.25,-18.96894549
81.292,-12.52394549
81.333,23.54905451
81.375,-44.29094549
81.417,-145.6149455
81.458,-117.1889455
81.5,-12.52394549
81.542,154.5090545
81.583,79.62205451
81.625,-52.91494549
81.667,-149.8429455
81.708,-12.52394549
81.75,-12.52394549
81.792,-82.81894549
81.833,-246.5189455
81.875,-12.52394549
81.917,-35.52894549
81.958,-12.52394549
82,-0.387323578
82.042,-128.0883236
82.083,-0.387323578
82.125,-0.387323578
82.167,-0.387323578
82.208,-0.387323578
82.25,-0.387323578
82.292,-0.387323578
82.333,-0.387323578
82.375,-31.16732358
82.417,-12.60932358
82.458,-6.461323578
82.5,-15.55732358
82.542,-5.424323578
82.583,-12.99532358
82.625,-92.78132358
82.667,-173.6423236
82.708,41.01967642
82.75,-0.387323578
82.792,172.8676764
82.833,-0.387323578
82.875,-24.58532358
82.917,-67.20032358
82.958,18.79767642
83,-4.403227436
83.042,-4.403227436
83.083,-4.403227436
83.125,-26.32122744
83.167,15.67877256
83.208,-4.403227436
83.25,-4.403227436
83.292,-4.403227436
83.333,158.0897726
83.375,-4.403227436
83.417,-6.891227436
83.458,-28.69922744
83.5,-28.08622744
83.542,-4.403227436
83.583,-4.403227436
83.625,-4.403227436
83.667,-85.89422744
83.708,-31.73622744
83.75,-4.403227436
83.792,-4.403227436
83.833,-124.4792274
83.875,-50.57022744
83.917,-23.73622744
83.958,-0.93822744
84,16.32220654
84.042,57.70120654
84.083,-14.22379346
84.125,12.95920654
84.167,-8.536793457
84.208,-5.112793457
84.25,-5.112793457
84.292,-5.112793457
84.333,-43.77879346
84.375,-5.112793457
84.417,-5.112793457
84.458,-5.112793457
84.5,-5.112793457
84.542,-5.112793457
84.583,-24.95079346
84.625,-14.83179346
84.667,-5.112793457
84.708,-5.112793457
84.75,-5.112793457
84.792,-5.112793457
84.833,-30.68279346
84.875,-5.112793457
84.917,-5.112793457
84.958,-133.0037935
85,-0.471681429
85.042,-0.471681429
85.083,-30.76668143
85.125,-12.85768143
85.167,-206.3086814
85.208,-0.471681429
85.25,28.93531857
85.292,-0.471681429
85.333,-0.471681429
85.375,50.13431857
85.417,48.11831857
85.458,-0.471681429
85.5,-0.471681429
85.542,-0.471681429
85.583,-59.43368143
85.625,-0.471681429
85.667,37.93031857
85.708,40.85031857
85.75,35.00931857
85.792,-1.434681429
85.833,-93.50668143
85.875,-0.471681429
85.917,24.80131857
85.958,37.15731857
86,-30.84220227
86.042,1.410797729
86.083,1.410797729
86.125,-56.43120227
86.167,1.410797729
86.208,1.410797729
86.25,43.23579773
86.292,1.410797729
86.333,1.410797729
86.375,-89.27020227
86.417,1.410797729
86.458,1.410797729
86.5,1.410797729
86.542,1.410797729
86.583,-47.84720227
86.625,1.410797729
86.667,-55.85520227
86.708,1.410797729
86.75,11.46079773
86.792,1.410797729
86.833,1.410797729
86.875,1.410797729
86.917,-18.92620227
86.958,1.410797729
87,-0.885081293
87.042,-0.885081293
87.083,-0.885081293
87.125,-36.03508129
87.167,-0.885081293
87.208,-33.55108129
87.25,-0.885081293
87.292,-28.44008129
87.333,-0.885081293
87.375,-58.83508129
87.417,-0.885081293
87.458,36.00191871
87.5,128.5939187
87.542,-0.885081293
87.583,-0.885081293
87.625,-94.97708129
87.667,-0.885081293
87.708,-37.04208129
87.75,-0.885081293
87.792,-24.29208129
87.833,-0.885081293
87.875,-0.885081293
87.917,-4.881081293
87.958,-0.885081293
88,-64.27116352
88.042,-5.670163521
88.083,-53.59516352
88.125,12.75183648
88.167,-50.20216352
88.208,-5.670163521
88.25,-5.670163521
88.292,69.52783648
88.333,-5.670163521
88.375,-5.670163521
88.417,-5.670163521
88.458,12.49483648
88.5,58.22583648
88.542,61.61883648
88.583,-29.07716352
88.625,-5.670163521
88.667,-5.670163521
88.708,-65.50916352
88.75,-5.670163521
88.792,-36.11516352
88.833,-152.5561635
88.875,-5.670163521
88.917,117.1608365
88.958,-5.670163521
89,-94.27577895
89.042,4.95622105
89.083,171.2492211
89.125,4.95622105
89.167,4.95622105
89.208,-50.70377895
89.25,4.95622105
89.292,-28.34077895
89.333,-1.11777895
89.375,4.95622105
89.417,4.95622105
89.458,153.3482211
89.5,4.95622105
89.542,4.95622105
89.583,-143.040779
89.625,4.95622105
89.667,4.95622105
89.708,-102.662779
89.75,4.95622105
89.792,-221.112779
89.833,4.95622105
89.875,-89.42477895
89.917,4.95622105
89.958,4.95622105
90,26.40356875
90.042,63.97356875
90.083,-32.69143125
90.125,-1.28443125
90.167,-1.28443125
90.208,4.59756875
90.25,-31.25443125
90.292,-1.28443125
90.333,-96.39343125
90.375,38.79556875
90.417,73.52856875
90.458,30.12256875
90.5,-1.28443125
90.542,85.38056875
90.583,-1.28443125
90.625,5.61556875
90.667,39.52956875
90.708,-10.39543125
90.75,-1.28443125
90.792,-98.17143125
90.833,-179.6514313
90.875,-1.28443125
90.917,90.06056875
90.958,-9.69643125
91,0.613318256
91.042,0.613318256
91.083,0.613318256
91.125,-86.27068174
91.167,0.613318256
91.208,0.613318256
91.25,-75.31068174
91.292,0.613318256
91.333,-85.16268174
91.375,39.18231826
91.417,80.98131826
91.458,0.613318256
91.5,0.613318256
91.542,0.613318256
91.583,-44.86668174
91.625,0.613318256
91.667,38.22731826
91.708,-2.153681744
91.75,0.613318256
91.792,-117.8796817
91.833,0.613318256
91.875,-111.4356817
91.917,0.613318256
91.958,38.57631826
92,23.54461241
92.042,-29.71338759
92.083,-145.9333876
92.125,26.70461241
92.167,-4.899387586
92.208,-4.899387586
92.25,-4.899387586
92.292,-4.899387586
92.333,-30.38038759
92.375,-4.899387586
92.417,15.12961241
92.458,164.0886124
92.5,63.98761241
92.542,-27.68338759
92.583,-116.9713876
92.625,-4.899387586
92.667,17.91461241
92.708,30.06261241
92.75,-30.01038759
92.792,-282.7453876
92.833,-4.899387586
92.875,55.06261241
92.917,76.98461241
92.958,-4.899387586
93,-3.265852094
93.042,-3.265852094
93.083,-87.86785209
93.125,-3.265852094
93.167,-3.265852094
93.208,-3.265852094
93.25,-3.265852094
93.292,-3.265852094
93.333,-48.11085209
93.375,0.859147906
93.417,-3.265852094
93.458,-3.265852094
93.5,-3.265852094
93.542,90.15314791
93.583,-3.265852094
93.625,-3.265852094
93.667,-3.265852094
93.708,-3.265852094
93.75,-60.87885209
93.792,-3.265852094
93.833,-103.6218521
93.875,-3.265852094
93.917,7.483147906
93.958,59.65614791
94,-1.227665182
94.042,-1.227665182
94.083,-169.9026652
94.125,-1.227665182
94.167,67.74733482
94.208,-1.227665182
94.25,-108.4346652
94.292,-1.227665182
94.333,13.44633482
94.375,-1.227665182
94.417,-80.40966518
94.458,-1.227665182
94.5,7.172334818
94.542,43.33533482
94.583,47.14133482
94.625,-9.108665182
94.667,-1.227665182
94.708,-1.227665182
94.75,-1.227665182
94.792,-1.227665182
94.833,-119.3006652
94.875,-1.227665182
94.917,13.31433482
94.958,71.41733482
95,54.59029536
95.042,-5.92670464
95.083,-109.1837046
95.125,-2.81570464
95.167,24.59029536
95.208,-11.98270464
95.25,-2.81570464
95.292,-2.81570464
95.333,-39.55570464
95.375,-93.94970464
95.417,-2.81570464
95.458,-163.6267046
95.5,-2.81570464
95.542,19.77629536
95.583,57.92329536
95.625,-6.61970464
95.667,-159.2367046
95.708,-2.81570464
95.75,81.47829536
95.792,-2.81570464
95.833,-93.62870464
95.875,-2.81570464
95.917,1.88729536
95.958,-2.81570464
96,2.628442274
96.042,-81.52955773
96.083,39.25544227
96.125,115.4094423
96.167,2.628442274
96.208,-11.56855773
96.25,-78.73655773
96.292,2.628442274
96.333,2.628442274
96.375,-88.35155773
96.417,-5.968557726
96.458,9.559442274
96.5,2.184442274
96.542,0.035442274
96.583,1.147442274
96.625,-64.54855773
96.667,-171.8115577
96.708,11.88744227
96.75,163.1434423
96.792,111.1444423
96.833,2.628442274
96.875,2.628442274
96.917,2.628442274
96.958,126.6814423
97,-31.28950004
97.042,-177.7265
97.083,2.417499963
97.125,2.417499963
97.167,2.417499963
97.208,49.37549996
97.25,32.00949996
97.292,165.5245
97.333,-17.90750004
97.375,-15.06550004
97.417,-32.27050004
97.458,-8.989500037
97.5,0.486499963
97.542,-5.730500037
97.583,2.417499963
97.625,2.417499963
97.667,-73.45150004
97.708,-12.87350004
97.75,-162.6895
97.792,2.417499963
97.833,2.417499963
97.875,22.08649996
97.917,-1.483500037
97.958,2.417499963
98,29.65861049
98.042,-5.619389511
98.083,-5.619389511
98.125,-5.619389511
98.167,-5.619389511
98.208,1.775610489
98.25,-5.619389511
98.292,-220.5603895
98.333,-5.619389511
98.375,-5.619389511
98.417,30.05661049
98.458,68.48561049
98.5,-5.619389511
98.542,-5.619389511
98.583,-5.619389511
98.625,-5.619389511
98.667,-7.973389511
98.708,-5.619389511
98.75,-158.5613895
98.792,-5.619389511
98.833,7.861610489
98.875,-64.46138951
98.917,-5.619389511
98.958,-5.619389511
99,-12.44895662
99.042,-3.115956622
99.083,-27.04095662
99.125,-3.115956622
99.167,-15.33295662
99.208,-3.115956622
99.25,-30.15195662
99.292,-3.115956622
99.333,-12.37495662
99.375,-3.115956622
99.417,-25.34795662
99.458,-3.115956622
99.5,75.77004338
99.542,-3.115956622
99.583,-3.115956622
99.625,31.09904338
99.667,-3.115956622
99.708,-76.90295662
99.75,-3.115956622
99.792,-2.078956622
99.833,-3.115956622
99.875,-3.115956622
99.917,-3.115956622
99.958,-3.115956622
100,-0.197750338
100.042,-103.6217503
100.083,-0.197750338
100.125,33.65224966
100.167,-0.197750338
100.208,-22.48675034
100.25,-0.197750338
100.292,-2.345750338
100.333,-0.197750338
100.375,-24.84275034
100.417,-0.197750338
100.458,-3.456750338
100.5,-0.197750338
100.542,79.29524966
100.583,-0.197750338
100.625,-45.93575034
100.667,-0.197750338
100.708,-1.377750338
100.75,-0.197750338
100.792,-19.01175034
100.833,-0.197750338
100.875,-57.35375034
100.917,-152.7647503
100.958,-0.197750338
101,-10.35520703
101.042,9.495792967
101.083,-37.54020703
101.125,15.66479297
101.167,-24.38120703
101.208,1.199792967
101.25,-34.28120703
101.292,1.199792967
101.333,68.75979297
101.375,1.199792967
101.417,18.25279297
101.458,1.199792967
101.5,1.199792967
101.542,40.56179297
101.583,1.199792967
101.625,-93.66120703
101.667,1.199792967
101.708,-19.76220703
101.75,1.199792967
101.792,16.90279297
101.833,1.199792967
101.875,1.199792967
101.917,63.63679297
101.958,1.199792967
102,0.653705361
102.042,-24.45629464
102.083,0.653705361
102.125,0.653705361
102.167,-161.1172946
102.208,0.653705361
102.25,-83.93729464
102.292,0.653705361
102.333,0.653705361
102.375,0.653705361
102.417,-85.64329464
102.458,0.653705361
102.5,-54.82629464
102.542,0.653705361
102.583,0.653705361
102.625,-29.98229464
102.667,0.653705361
102.708,19.57070536
102.75,64.71070536
102.792,49.46770536
102.833,32.94970536
102.875,33.00770536
102.917,48.65270536
102.958,37.17170536
103,58.05989922
103.042,-11.56410078
103.083,-146.6721008
103.125,-3.342100779
103.167,43.39789922
103.208,32.13889922
103.25,53.29489922
103.292,43.65089922
103.333,-12.82310078
103.375,5.558899221
103.417,-3.342100779
103.458,-3.342100779
103.5,-3.342100779
103.542,-151.8611008
103.583,-3.342100779
103.625,-3.342100779
103.667,-155.9411008
103.708,-3.342100779
103.75,-100.5251008
103.792,-3.342100779
103.833,12.36089922
103.875,55.00289922
103.917,-41.11810078
103.958,-3.342100779
104,0.261865042
104.042,115.295865
104.083,-2.849134958
104.125,-2.849134958
104.167,-2.849134958
104.208,-181.487135
104.25,-2.849134958
104.292,72.33386504
104.333,27.52086504
104.375,-2.849134958
104.417,-148.727135
104.458,-2.849134958
104.5,-2.849134958
104.542,46.26086504
104.583,47.37186504
104.625,104.686865
104.667,-2.849134958
104.708,-2.849134958
104.75,-61.44013496
104.792,-2.849134958
104.833,-51.14413496
104.875,-2.849134958
104.917,-39.62413496
104.958,-164.845135
105,-5.540120871
105.042,-12.87312087
105.083,9.753879129
105.125,-44.14112087
105.167,-3.844120871
105.208,151.9298791
105.25,-5.540120871
105.292,-113.1671209
105.333,-186.4251209
105.375,-5.540120871
105.417,133.7708791
105.458,133.2168791
105.5,-5.540120871
105.542,-5.540120871
105.583,-30.72512087
105.625,-5.540120871
105.667,-5.540120871
105.708,-5.540120871
105.75,-6.364120871
105.792,-5.540120871
105.833,-18.05812087
105.875,-153.8351209
105.917,-5.540120871
105.958,-15.98412087
106,-1.563595014
106.042,63.24940499
106.083,-1.563595014
106.125,-5.098595014
106.167,-1.563595014
106.208,-16.13559501
106.25,-1.563595014
106.292,-5.859595014
106.333,-144.399595
106.375,-98.10659501
106.417,-1.563595014
106.458,-8.674595014
106.5,-1.563595014
106.542,169.025405
106.583,-1.563595014
106.625,-1.563595014
106.667,43.22140499
106.708,157.696405
106.75,-1.563595014
106.792,-117.560595
106.833,-1.563595014
106.875,-1.563595014
106.917,-1.563595014
106.958,-60.39459501
107,1.640450692
107.042,1.640450692
107.083,1.640450692
107.125,-27.35954931
107.167,1.640450692
107.208,1.640450692
107.25,1.640450692
107.292,59.73445069
107.333,1.640450692
107.375,-12.26054931
107.417,-190.2605493
107.458,1.640450692
107.5,161.5624507
107.542,1.640450692
107.583,-55.76554931
107.625,-142.9815493
107.667,1.640450692
107.708,1.640450692
107.75,1.640450692
107.792,116.0024507
107.833,1.640450692
107.875,9.591450692
107.917,1.640450692
107.958,13.49245069
108,0.23771154
108.042,0.23771154
108.083,-13.43228846
108.125,0.23771154
108.167,1.97371154
108.208,0.23771154
108.25,0.23771154
108.292,28.46271154
108.333,0.23771154
108.375,-144.5602885
108.417,0.23771154
108.458,25.34871154
108.5,0.23771154
108.542,0.23771154
108.583,-10.65128846
108.625,0.23771154
108.667,8.07871154
108.708,127.1597115
108.75,0.23771154
108.792,0.23771154
108.833,-41.53928846
108.875,-219.2532885
108.917,0.23771154
108.958,84.82771154
109,-3.509378124
109.042,-3.509378124
109.083,-3.509378124
109.125,-28.23337812
109.167,-3.509378124
109.208,-85.23437812
109.25,-3.509378124
109.292,-63.06337812
109.333,-3.509378124
109.375,-100.2013781
109.417,-3.509378124
109.458,41.52662188
109.5,-3.509378124
109.542,-3.509378124
109.583,-30.02737812
109.625,-3.509378124
109.667,-49.49037812
109.708,-3.509378124
109.75,4.686621876
109.792,-3.509378124
109.833,-3.509378124
109.875,76.33062188
109.917,-3.509378124
109.958,-3.509378124
110,25.61836953
110.042,71.59236953
110.083,-0.258630475
110.125,-19.25263048
110.167,-0.258630475
110.208,-213.2176305
110.25,-0.258630475
110.292,46.03636953
110.333,-0.258630475
110.375,-0.258630475
110.417,44.64836953
110.458,-0.258630475
110.5,-0.258630475
110.542,5.445369525
110.583,-0.258630475
110.625,-0.258630475
110.667,-73.78963048
110.708,-0.258630475
110.75,-30.48063048
110.792,-0.258630475
110.833,-0.258630475
110.875,-7.544630475
110.917,-0.258630475
110.958,-0.258630475
111,-94.92921578
111.042,-4.359215783
111.083,-4.359215783
111.125,-92.66621578
111.167,-4.359215783
111.208,-4.359215783
111.25,30.79778422
111.292,-17.91421578
111.333,-4.359215783
111.375,-195.0832158
111.417,-4.359215783
111.458,74.30578422
111.5,74.37978422
111.542,-4.359215783
111.583,-4.359215783
111.625,-4.359215783
111.667,-4.359215783
111.708,-4.359215783
111.75,-4.359215783
111.792,43.75978422
111.833,-4.359215783
111.875,-4.359215783
111.917,-4.359215783
111.958,-42.99321578
112,-2.119709272
112.042,-2.119709272
112.083,-56.38370927
112.125,-2.119709272
